Inhibitor	Direction	Deletion
607	CV	up	YGL154C
6113	CV	up	YKL124W
629	CV	up	YDL013W
636	CV	up	YBL003C
646	CV	up	YBL009W
657	CV	up	YPR123C
667	CV	up	YJL071W
677	CV	up	YNR041C
687	CV	up	YDR024W
697	CV	up	YNL299W
707	CV	up	YBR005W
7112	CV	up	YPR173C
727	CV	up	YPL095C
736	CV	up	YLR420W
746	CV	up	YPR191W
756	CV	up	YNL273W
766	CV	up	YGR089W
775	CV	up	YMR143W
785	CV	up	YBR115C
795	CV	up	YMR256C
805	CV	up	YGL105W
8111	CV	up	YML121W
826	CV	up	YBL017C
835	CV	up	YJL130C
845	CV	up	YDR049W
855	CV	up	YOR363C
865	CV	up	YBR001C
875	CV	up	YEL065W
884	CV	up	YGL007W
894	CV	up	YBL089W
904	CV	up	YBL027W
9110	CV	down	YHL021C
925	CV	down	YJR115W
934	CV	down	YNL323W
944	CV	down	YFL049W
954	CV	down	YFL031W
964	CV	down	YML072C
430	CaffeicAcid	down	YAL023C
530	CaffeicAcid	down	YKL212W
630	CaffeicAcid	down	YMR307W
159	CinnamicAcid	up	YLR448W
239	CinnamicAcid	up	YNL147W
330	CinnamicAcid	up	YML016C
438	CinnamicAcid	up	YJR050W
537	CinnamicAcid	up	YJL204C
637	CinnamicAcid	up	YLR113W
728	CinnamicAcid	up	YKL050C
307	CinnamicAcid	down	YML076C
3113	CinnamicAcid	down	YPL058C
3211	CinnamicAcid	down	YML048W
337	CinnamicAcid	down	YLR426W
347	CinnamicAcid	down	YGL054C
357	CinnamicAcid	down	YGR157W
368	CinnamicAcid	down	YOR059C
378	CinnamicAcid	down	YML121W
388	CinnamicAcid	down	YKR019C
399	CinnamicAcid	down	YHL025W
409	CinnamicAcid	down	YJL175W
4114	CinnamicAcid	down	YDR435C
4211	CinnamicAcid	down	YDR162C
439	CinnamicAcid	down	YJR066W
448	CinnamicAcid	down	YJL004C
458	CinnamicAcid	down	YFL001W
467	CinnamicAcid	down	YJR073C
477	CinnamicAcid	down	YOR070C
486	CinnamicAcid	down	YDL119C
496	CinnamicAcid	down	YKL046C
506	CinnamicAcid	down	YGL043W
5112	CinnamicAcid	down	YGR170W
5210	CinnamicAcid	down	YCL063W
538	CinnamicAcid	down	YLR372W
547	CinnamicAcid	down	YER151C
557	CinnamicAcid	down	YMR202W
567	CinnamicAcid	down	YLR039C
578	CinnamicAcid	down	YKR035C
588	CinnamicAcid	down	YMR183C
160	CoumaricAcid	up	YDR121W
240	CoumaricAcid	up	YML001W
338	CoumaricAcid	up	YHR018C
440	CoumaricAcid	up	YBR266C
539	CoumaricAcid	up	YPL178W
638	CoumaricAcid	up	YOL095C
729	CoumaricAcid	up	YDR007W
827	CoumaricAcid	up	YIL094C
926	CoumaricAcid	up	YDR004W
1019	CoumaricAcid	up	YLR131C
1119	CoumaricAcid	up	YGR022C
468	CoumaricAcid	down	YHL031C
478	CoumaricAcid	down	YEL053C
487	CoumaricAcid	down	YJL004C
497	CoumaricAcid	down	YNL125C
507	CoumaricAcid	down	YJL154C
5113	CoumaricAcid	down	YLR371W
5211	CoumaricAcid	down	YML003W
5310	CoumaricAcid	down	YBR164C
548	CoumaricAcid	down	YDL119C
558	CoumaricAcid	down	YIL160C
568	CoumaricAcid	down	YKR019C
579	CoumaricAcid	down	YGL054C
589	CoumaricAcid	down	YNL323W
598	CoumaricAcid	down	YOL090W
608	CoumaricAcid	down	YGL007W
6114	CoumaricAcid	down	YMR202W
6210	CoumaricAcid	down	YAL026C
639	CoumaricAcid	down	YJR073C
647	CoumaricAcid	down	YOR068C
658	CoumaricAcid	down	YLR380W
668	CoumaricAcid	down	YJR059W
678	CoumaricAcid	down	YPL120W
688	CoumaricAcid	down	YLR350W
698	CoumaricAcid	down	YNL296W
708	CoumaricAcid	down	YNL056W
7113	CoumaricAcid	down	YPL051W
7210	CoumaricAcid	down	YMR216C
737	CoumaricAcid	down	YGR170W
747	CoumaricAcid	down	YFL025C
757	CoumaricAcid	down	YKL212W
767	CoumaricAcid	down	YLR039C
776	CoumaricAcid	down	YLR349W
786	CoumaricAcid	down	YKL046C
796	CoumaricAcid	down	YDR421W
806	CoumaricAcid	down	YOR165W
8112	CoumaricAcid	down	YOR070C
828	CoumaricAcid	down	YLR360W
836	CoumaricAcid	down	YGL084C
846	CoumaricAcid	down	YDL035C
856	CoumaricAcid	down	YML071C
866	CoumaricAcid	down	YCR053W
876	CoumaricAcid	down	YNL020C
885	CoumaricAcid	down	YFR041C
895	CoumaricAcid	down	YER083C
905	CoumaricAcid	down	YNL140C
168	CoumaroylAmide	up	YJL071W
248	CoumaroylAmide	up	YBR115C
339	CoumaroylAmide	up	YDR006C
449	CoumaroylAmide	up	YMR143W
540	CoumaroylAmide	up	YBR266C
640	CoumaroylAmide	up	YGL105W
730	CoumaroylAmide	up	YML001W
829	CoumaroylAmide	up	YGL005C
927	CoumaroylAmide	up	YDR393W
1020	CoumaroylAmide	up	YHR018C
1120	CoumaroylAmide	up	YOL095C
1218	CoumaroylAmide	up	YDR019C
1314	CoumaroylAmide	up	YEL063C
1411	CoumaroylAmide	up	YDR276C
1510	CoumaroylAmide	up	YPR191W
169	CoumaroylAmide	up	YIL020C
178	CoumaroylAmide	up	YFL047W
188	CoumaroylAmide	up	YDL013W
198	CoumaroylAmide	up	YGR022C
208	CoumaroylAmide	up	YBL005W
2114	CoumaroylAmide	up	YLR182W
2211	CoumaroylAmide	up	YDL006W
2310	CoumaroylAmide	up	YGR101W
249	CoumaroylAmide	up	YNL081C
259	CoumaroylAmide	up	YDR007W
269	CoumaroylAmide	up	YGR032W
279	CoumaroylAmide	up	YLR176C
288	CoumaroylAmide	up	YDL002C
297	CoumaroylAmide	up	YGR089W
308	CoumaroylAmide	up	YPR173C
3114	CoumaroylAmide	up	YKL124W
3212	CoumaroylAmide	up	YBR294W
3310	CoumaroylAmide	up	YCR071C
348	CoumaroylAmide	up	YGL010W
358	CoumaroylAmide	up	YIL094C
369	CoumaroylAmide	up	YDL001W
379	CoumaroylAmide	up	YML129C
389	CoumaroylAmide	up	YBR005W
3910	CoumaroylAmide	up	YNL273W
4010	CoumaroylAmide	up	YDR026C
4115	CoumaroylAmide	up	YLR239C
4212	CoumaroylAmide	up	YDR004W
4310	CoumaroylAmide	up	YDR018C
4410	CoumaroylAmide	up	YDR009W
459	CoumaroylAmide	up	YGL004C
469	CoumaroylAmide	up	YCR028C-A
479	CoumaroylAmide	up	YDR126W
488	CoumaroylAmide	up	YDL012C
498	CoumaroylAmide	up	YNR041C
508	CoumaroylAmide	up	YDL018C
5114	CoumaroylAmide	up	YGL009C
5212	CoumaroylAmide	up	YGL154C
5311	CoumaroylAmide	up	YPL178W
549	CoumaroylAmide	up	YDR014W
559	CoumaroylAmide	up	YBR248C
569	CoumaroylAmide	up	YPL095C
5710	CoumaroylAmide	up	YGR017W
5810	CoumaroylAmide	up	YDR024W
599	CoumaroylAmide	up	YGL136C
609	CoumaroylAmide	up	YDL011C
6115	CoumaroylAmide	up	YDL077C
6211	CoumaroylAmide	up	YDR001C
6310	CoumaroylAmide	up	YBR289W
648	CoumaroylAmide	up	YBR113W
659	CoumaroylAmide	down	YHL031C
669	CoumaroylAmide	down	YAL026C
679	CoumaroylAmide	down	YIL160C
689	CoumaroylAmide	down	YJL004C
699	CoumaroylAmide	down	YBR164C
709	CoumaroylAmide	down	YDL119C
7114	CoumaroylAmide	down	YEL053C
7211	CoumaroylAmide	down	YML003W
738	CoumaroylAmide	down	YNL296W
748	CoumaroylAmide	down	YKR019C
758	CoumaroylAmide	down	YMR202W
768	CoumaroylAmide	down	YDL226C
777	CoumaroylAmide	down	YLR425W
787	CoumaroylAmide	down	YER062C
797	CoumaroylAmide	down	YBR270C
807	CoumaroylAmide	down	YPL051W
8113	CoumaroylAmide	down	YOR008C-A
8210	CoumaroylAmide	down	YDR294C
837	CoumaroylAmide	down	YML048W
847	CoumaroylAmide	down	YOR070C
857	CoumaroylAmide	down	YML071C
867	CoumaroylAmide	down	YFR024C-A
877	CoumaroylAmide	down	YJR073C
886	CoumaroylAmide	down	YKL212W
896	CoumaroylAmide	down	YHL025W
906	CoumaroylAmide	down	YFL001W
9111	CoumaroylAmide	down	YPL161C
928	CoumaroylAmide	down	YBR082C
935	CoumaroylAmide	down	YCL011C
945	CoumaroylAmide	down	YMR307W
955	CoumaroylAmide	down	YAL011W
965	CoumaroylAmide	down	YDR485C
170	DMSO	up	YNL120C
250	DMSO	up	YGR208W
340	DMSO	up	YMR143W
450	DMSO	up	YDR007W
550	DMSO	up	YIL148W
649	DMSO	up	YBR266C
739	DMSO	up	YDR019C
830	DMSO	up	YKL057C
929	DMSO	up	YLR425W
1023	DMSO	up	YJL071W
1122	DMSO	up	YIL094C
1219	DMSO	up	YPL066W
1315	DMSO	up	YDL013W
1412	DMSO	up	YMR022W
1511	DMSO	up	YCL029C
1610	DMSO	up	YNL167C
179	DMSO	up	YBR115C
189	DMSO	up	YKL048C
199	DMSO	up	YCR071C
209	DMSO	up	YGL105W
2115	DMSO	up	YEL063C
2212	DMSO	up	YGR022C
2311	DMSO	up	YGL005C
2410	DMSO	up	YJR118C
2510	DMSO	up	YHR134W
2610	DMSO	up	YNL003C
2710	DMSO	up	YGL017W
289	DMSO	up	YDR006C
298	DMSO	up	YML001W
309	DMSO	up	YBL072C
3115	DMSO	up	YDL006W
3213	DMSO	up	YPL172C
3311	DMSO	up	YDL002C
349	DMSO	up	YPL101W
359	DMSO	up	YDL119C
3610	DMSO	up	YGL154C
3710	DMSO	up	YGR101W
3810	DMSO	up	YDR004W
3911	DMSO	up	YHR018C
4011	DMSO	up	YDR276C
4116	DMSO	up	YGR032W
4213	DMSO	up	YOR125C
4311	DMSO	up	YGL009C
4411	DMSO	down	YJR140C
4510	DMSO	down	YLR113W
4610	DMSO	down	YDR334W
4710	DMSO	down	YKL050C
489	DMSO	down	YDR485C
499	DMSO	down	YOR038C
509	DMSO	down	YER156C
5115	DMSO	down	YCR086W
5213	DMSO	down	YBR231C
5312	DMSO	down	YAL011W
5410	DMSO	down	YNL147W
5510	DMSO	down	YDR451C
5610	DMSO	down	YDR108W
5711	DMSO	down	YLR085C
180	EMIMCl	up	YNL297C
260	EMIMCl	up	YER178W
350	EMIMCl	up	YHL031C
460	EMIMCl	up	YLR182W
560	EMIMCl	up	YDR049W
650	EMIMCl	up	YBR289W
5811	EMIMCl	down	YDR090C
5910	EMIMCl	down	YHL003C
6010	EMIMCl	down	YJR137C
6116	EMIMCl	down	YLR239C
6212	EMIMCl	down	YNR041C
6311	EMIMCl	down	YPR191W
6410	EMIMCl	down	YGR101W
6510	EMIMCl	down	YNL273W
6610	EMIMCl	down	YLR237W
6710	EMIMCl	down	YML001W
6810	EMIMCl	down	YCR028C-A
6910	EMIMCl	down	YNL081C
7010	EMIMCl	down	YOR279C
7115	EMIMCl	down	YGR206W
7212	EMIMCl	down	YJL071W
7310	EMIMCl	down	YOR221C
749	EMIMCl	down	YGL154C
759	EMIMCl	down	YDR393W
769	EMIMCl	down	YDR019C
778	EMIMCl	down	YJL046W
788	EMIMCl	down	YBL005W
798	EMIMCl	down	YGR022C
808	EMIMCl	down	YPL178W
8114	EMIMCl	down	YBR266C
8211	EMIMCl	down	YDR007W
838	EMIMCl	down	YGL010W
848	EMIMCl	down	YOL095C
858	EMIMCl	down	YLR426W
868	EMIMCl	down	YNL003C
878	EMIMCl	down	YJL065C
887	EMIMCl	down	YMR021C
897	EMIMCl	down	YPR173C
907	EMIMCl	down	YCR071C
9112	EMIMCl	down	YOR334W
9210	EMIMCl	down	YDL119C
936	EMIMCl	down	YGR188C
946	EMIMCl	down	YGL004C
956	EMIMCl	down	YDR004W
966	EMIMCl	down	YIL094C
973	EMIMCl	down	YCR008W
983	EMIMCl	down	YGL009C
993	EMIMCl	down	YPL172C
1003	EMIMCl	down	YGL017W
10110	EMIMCl	down	YDL006W
1024	EMIMCl	down	YBR248C
1032	EMIMCl	down	YDL002C
1042	EMIMCl	down	YIL020C
1052	EMIMCl	down	YDR310C
1062	EMIMCl	down	YOL068C
1072	EMIMCl	down	YDR276C
1082	EMIMCl	down	YGR032W
1092	EMIMCl	down	YDL001W
1102	EMIMCl	down	YML067C
11110	EMIMCl	down	YPL230W
1123	EMIMCl	down	YOL081W
1131	EMIMCl	down	YOR125C
1141	EMIMCl	down	YCR079W
190	EtOH	up	YMR276W
270	EtOH	up	YCR053W
360	EtOH	up	YDR378C
470	EtOH	up	YIL133C
570	EtOH	up	YLR061W
660	EtOH	up	YFL051C
740	EtOH	up	YOR367W
839	EtOH	up	YJL177W
930	EtOH	up	YPL181W
1025	EtOH	up	YFR009W
1810	EtOH	down	YNL098C
1910	EtOH	down	YHL031C
2010	EtOH	down	YGL252C
2116	EtOH	down	YER090W
2213	EtOH	down	YML048W
2312	EtOH	down	YDL119C
2411	EtOH	down	YGL153W
2511	EtOH	down	YPR141C
2611	EtOH	down	YLR262C
2711	EtOH	down	YDR435C
2810	EtOH	down	YIL076W
299	EtOH	down	YDR207C
3010	EtOH	down	YDR213W
3116	EtOH	down	YHL005C
3214	EtOH	down	YLR039C
3312	EtOH	down	YJL169W
3410	EtOH	down	YGR044C
1100	FerulicAcid	up	YBR289W
280	FerulicAcid	up	YBR248C
370	FerulicAcid	up	YNR041C
480	FerulicAcid	up	YDR393W
580	FerulicAcid	up	YBR266C
670	FerulicAcid	up	YIL020C
750	FerulicAcid	up	YDL002C
840	FerulicAcid	up	YPR191W
937	FerulicAcid	up	YDL001W
1026	FerulicAcid	up	YJL071W
1124	FerulicAcid	up	YOL095C
1220	FerulicAcid	up	YHR018C
1316	FerulicAcid	up	YDR276C
1413	FerulicAcid	up	YML001W
1512	FerulicAcid	up	YDR019C
1611	FerulicAcid	up	YGL004C
1710	FerulicAcid	up	YBR115C
1811	FerulicAcid	up	YPL178W
1911	FerulicAcid	up	YGL010W
2011	FerulicAcid	up	YIL094C
2117	FerulicAcid	up	YBL005W
2214	FerulicAcid	up	YNL081C
2313	FerulicAcid	up	YPR173C
2412	FerulicAcid	up	YGR032W
2512	FerulicAcid	up	YDL006W
2612	FerulicAcid	up	YLR239C
2712	FerulicAcid	up	YGL009C
2811	FerulicAcid	up	YGR101W
2910	FerulicAcid	up	YDR006C
3011	FerulicAcid	up	YCR028C-A
3117	FerulicAcid	up	YNL273W
3215	FerulicAcid	up	YGL154C
3313	FerulicAcid	up	YDR007W
3411	FerulicAcid	up	YDR004W
3510	FerulicAcid	up	YCR071C
3611	FerulicAcid	up	YGR022C
3711	FerulicAcid	up	YBR113W
4312	FerulicAcid	down	YEL053C
4412	FerulicAcid	down	YJL154C
4511	FerulicAcid	down	YNL125C
4611	FerulicAcid	down	YMR274C
4711	FerulicAcid	down	YLR371W
4810	FerulicAcid	down	YML003W
4910	FerulicAcid	down	YNL323W
5010	FerulicAcid	down	YHL031C
5116	FerulicAcid	down	YDR326C
5214	FerulicAcid	down	YOL090W
5313	FerulicAcid	down	YOR068C
5411	FerulicAcid	down	YIL160C
5511	FerulicAcid	down	YJL065C
5611	FerulicAcid	down	YBR164C
5712	FerulicAcid	down	YDL226C
5812	FerulicAcid	down	YMR202W
5911	FerulicAcid	down	YBR270C
6011	FerulicAcid	down	YGL054C
6117	FerulicAcid	down	YJL004C
6213	FerulicAcid	down	YNL056W
6312	FerulicAcid	down	YLR349W
6411	FerulicAcid	down	YLR350W
6511	FerulicAcid	down	YOR279C
6611	FerulicAcid	down	YKR019C
6711	FerulicAcid	down	YLR309C
6811	FerulicAcid	down	YOR132W
6911	FerulicAcid	down	YJR073C
7011	FerulicAcid	down	YAL026C
7116	FerulicAcid	down	YDR455C
7213	FerulicAcid	down	YOR070C
7311	FerulicAcid	down	YDR421W
7410	FerulicAcid	down	YMR021C
7510	FerulicAcid	down	YDR310C
7610	FerulicAcid	down	YER155C
779	FerulicAcid	down	YOR059C
789	FerulicAcid	down	YOR008C-A
799	FerulicAcid	down	YPL120W
809	FerulicAcid	down	YFL025C
8115	FerulicAcid	down	YGR170W
8212	FerulicAcid	down	YCR044C
8310	FerulicAcid	down	YGL084C
849	FerulicAcid	down	YKL046C
1103	FeruloylAmide	up	YBR115C
290	FeruloylAmide	up	YDR006C
380	FeruloylAmide	up	YGL005C
490	FeruloylAmide	up	YHR018C
590	FeruloylAmide	up	YBR005W
680	FeruloylAmide	up	YDL013W
760	FeruloylAmide	up	YJL071W
850	FeruloylAmide	up	YDR276C
938	FeruloylAmide	up	YOL095C
1027	FeruloylAmide	up	YBR266C
1125	FeruloylAmide	up	YPR191W
1221	FeruloylAmide	up	YDL002C
1317	FeruloylAmide	up	YPR173C
1414	FeruloylAmide	up	YNR041C
1513	FeruloylAmide	up	YML001W
1612	FeruloylAmide	up	YNL081C
1711	FeruloylAmide	up	YDR393W
1812	FeruloylAmide	up	YDL006W
1912	FeruloylAmide	up	YDR019C
2012	FeruloylAmide	up	YGL009C
2118	FeruloylAmide	up	YGL105W
2215	FeruloylAmide	up	YGR032W
2314	FeruloylAmide	up	YMR143W
2413	FeruloylAmide	up	YDL001W
2513	FeruloylAmide	up	YIL094C
2613	FeruloylAmide	up	YKL124W
2713	FeruloylAmide	up	YDR007W
2812	FeruloylAmide	up	YGL017W
2911	FeruloylAmide	up	YGR101W
3012	FeruloylAmide	up	YGR022C
3118	FeruloylAmide	up	YGL010W
3216	FeruloylAmide	up	YIL020C
3314	FeruloylAmide	up	YCR028C-A
3412	FeruloylAmide	up	YPL178W
3511	FeruloylAmide	up	YNL273W
3612	FeruloylAmide	up	YBL005W
3712	FeruloylAmide	up	YDL012C
3811	FeruloylAmide	up	YLR239C
3912	FeruloylAmide	up	YEL063C
4012	FeruloylAmide	up	YDR004W
4117	FeruloylAmide	up	YNL003C
4214	FeruloylAmide	up	YGL154C
4313	FeruloylAmide	up	YER177W
4413	FeruloylAmide	up	YJL046W
4512	FeruloylAmide	up	YGL004C
4612	FeruloylAmide	up	YCR071C
4712	FeruloylAmide	up	YDR126W
4811	FeruloylAmide	up	YOR125C
4911	FeruloylAmide	up	YGL007W
5011	FeruloylAmide	up	YBR248C
5117	FeruloylAmide	up	YLR176C
5215	FeruloylAmide	up	YGR089W
5314	FeruloylAmide	up	YDR024W
5412	FeruloylAmide	up	YBR113W
5512	FeruloylAmide	up	YBL017C
5612	FeruloylAmide	up	YER151C
5713	FeruloylAmide	up	YDR174W
5813	FeruloylAmide	up	YDR001C
5912	FeruloylAmide	up	YPL095C
6012	FeruloylAmide	up	YDR146C
6118	FeruloylAmide	up	YDR005C
6214	FeruloylAmide	down	YGL054C
6313	FeruloylAmide	down	YHL031C
6412	FeruloylAmide	down	YMR274C
6512	FeruloylAmide	down	YIL160C
6612	FeruloylAmide	down	YAL026C
6712	FeruloylAmide	down	YPR119W
6812	FeruloylAmide	down	YDL119C
6912	FeruloylAmide	down	YML003W
7012	FeruloylAmide	down	YIL079C
7117	FeruloylAmide	down	YAL024C
7214	FeruloylAmide	down	YCR053W
7312	FeruloylAmide	down	YCL010C
7411	FeruloylAmide	down	YMR111C
7511	FeruloylAmide	down	YBR164C
7611	FeruloylAmide	down	YIL107C
7710	FeruloylAmide	down	YDR485C
7810	FeruloylAmide	down	YAL011W
7910	FeruloylAmide	down	YBR270C
8010	FeruloylAmide	down	YJR140C
8116	FeruloylAmide	down	YDR074W
8213	FeruloylAmide	down	YOL012C
8311	FeruloylAmide	down	YCL011C
8410	FeruloylAmide	down	YLR049C
859	FeruloylAmide	down	YBR231C
1104	Furfural	up	YNR010W
2100	Furfural	up	YGL195W
390	Furfural	up	YFR009W
4100	Furfural	up	YDR409W
5100	Furfural	up	YGL244W
690	Furfural	up	YKL185W
770	Furfural	up	YDL076C
860	Furfural	up	YMR219W
939	Furfural	up	YPL213W
1028	Furfural	up	YJL120W
1126	Furfural	up	YBR082C
1222	Furfural	up	YBR048W
1318	Furfural	up	YBR291C
1415	Furfural	up	YLR372W
1514	Furfural	up	YKR026C
1613	Furfural	up	YBL072C
1712	Furfural	up	YOR209C
1813	Furfural	up	YDR146C
1913	Furfural	up	YDR159W
2013	Furfural	up	YPL181W
2119	Furfural	up	YMR307W
2216	Furfural	up	YPL158C
2315	Furfural	up	YOR039W
2414	Furfural	up	YKL212W
2514	Furfural	up	YOR293W
2614	Furfural	up	YOR026W
2714	Furfural	up	YLR410W
4713	Furfural	down	YMR283C
4812	Furfural	down	YBR025C
4912	Furfural	down	YDR049W
5012	Furfural	down	YNL056W
5118	Furfural	down	YNL147W
5216	Furfural	down	YDR048C
5315	Furfural	down	YNL099C
5413	Furfural	down	YHL029C
5513	Furfural	down	YBL057C
5613	Furfural	down	YKL079W
5714	Furfural	down	YDR395W
5814	Furfural	down	YBR061C
5913	Furfural	down	YLR315W
6013	Furfural	down	YCR053W
6119	Furfural	down	YDR067C
6215	Furfural	down	YOL061W
6314	Furfural	down	YCR095C
6413	Furfural	down	YGL020C
6513	Furfural	down	YDL051W
6613	Furfural	down	YMR183C
6713	Furfural	down	YKL081W
6813	Furfural	down	YER083C
6913	Furfural	down	YDL020C
7013	Furfural	down	YDL119C
7118	Furfural	down	YOR243C
7215	Furfural	down	YGR058W
7313	Furfural	down	YDR378C
7412	Furfural	down	YNL153C
7512	Furfural	down	YDR360W
7612	Furfural	down	YFL001W
7711	Furfural	down	YBL051C
7811	Furfural	down	YER151C
7911	Furfural	down	YLR182W
8011	Furfural	down	YNL064C
8117	Furfural	down	YDL050C
8214	Furfural	down	YBR168W
8312	Furfural	down	YDL081C
8411	Furfural	down	YNL070W
8510	Furfural	down	YLR261C
869	Furfural	down	YKL050C
879	Furfural	down	YLR262C
888	Furfural	down	YLR032W
898	Furfural	down	YLR125W
908	Furfural	down	YLR113W
9113	Furfural	down	YGL015C
9211	Furfural	down	YNL136W
6216	GVL	down	YAL024C
6315	GVL	down	YCR076C
6414	GVL	down	YOL124C
6514	GVL	down	YIL066C
6614	GVL	down	YIL076W
6714	GVL	down	YFL031W
6814	GVL	down	YLL025W
6914	GVL	down	YIL160C
7014	GVL	down	YOL116W
7119	GVL	down	YGL244W
7216	GVL	down	YDR452W
7314	GVL	down	YIL079C
7413	GVL	down	YNL098C
7513	GVL	down	YDR435C
7613	GVL	down	YPR119W
7712	GVL	down	YCR088W
7812	GVL	down	YHL031C
7912	GVL	down	YDR033W
8012	GVL	down	YML124C
8118	GVL	down	YDR503C
8215	GVL	down	YER155C
8313	GVL	down	YMR255W
8412	GVL	down	YIL012W
8511	GVL	down	YDL119C
8610	GVL	down	YHL025W
8710	GVL	down	YML003W
889	GVL	down	YDR293C
899	GVL	down	YIR033W
909	GVL	down	YHR079C
9114	GVL	down	YDR252W
9212	GVL	down	YLR182W
9310	GVL	down	YER178W
947	GVL	down	YDR354W
957	GVL	down	YLR315W
967	GVL	down	YOR067C
974	GVL	down	YGR058W
984	GVL	down	YOL035C
994	GVL	down	YBR016W
1004	GVL	down	YOL083W
10111	GVL	down	YNL153C
1029	GVL	down	YGR170W
1033	GVL	down	YOL112W
1043	GVL	down	YML071C
1053	GVL	down	YER090W
1063	GVL	down	YPL161C
1073	GVL	down	YPL105C
1083	GVL	down	YJR033C
1093	GVL	down	YDR455C
1105	GVL	down	YOL129W
11111	GVL	down	YHR095W
1127	GVL	down	YLR125W
1132	GVL	down	YGL054C
1142	GVL	down	YBR036C
1151	GVL	down	YDR147W
1161	GVL	down	YBR078W
1171	GVL	down	YJR073C
1181	GVL	down	YDR162C
1191	GVL	down	YFL032W
1201	GVL	down	YEL061C
12110	GVL	down	YBR134W
1223	GVL	down	YDR222W
1106	Isobutanol	up	YBR291C
2101	Isobutanol	up	YJL120W
6915	Isobutanol	down	YER090W
7015	Isobutanol	down	YHL031C
7120	Isobutanol	down	YIL160C
7217	Isobutanol	down	YCR076C
7315	Isobutanol	down	YOL116W
7414	Isobutanol	down	YOL124C
7514	Isobutanol	down	YGL244W
7614	Isobutanol	down	YDR354W
7713	Isobutanol	down	YPR119W
7813	Isobutanol	down	YML111W
7913	Isobutanol	down	YMR312W
8013	Isobutanol	down	YGL023C
8119	Isobutanol	down	YKL110C
8216	Isobutanol	down	YCR088W
8314	Isobutanol	down	YKL211C
8413	Isobutanol	down	YDR162C
8512	Isobutanol	down	YFL001W
8611	Isobutanol	down	YML003W
8711	Isobutanol	down	YDR058C
8810	Isobutanol	down	YBL051C
8910	Isobutanol	down	YHR034C
9010	Isobutanol	down	YLL025W
9115	Isobutanol	down	YDR033W
9213	Isobutanol	down	YCL029C
9311	Isobutanol	down	YGR058W
948	Isobutanol	down	YBR205W
958	Isobutanol	down	YLR182W
968	Isobutanol	down	YDR455C
975	Isobutanol	down	YER155C
985	Isobutanol	down	YBR134W
995	Isobutanol	down	YMR183C
1005	Isobutanol	down	YNL098C
10112	Isobutanol	down	YNL140C
10210	Isobutanol	down	YGL043W
1034	Isobutanol	down	YOL035C
1044	Isobutanol	down	YAL010C
1054	Isobutanol	down	YMR036C
1064	Isobutanol	down	YOL129W
1074	Isobutanol	down	YGR078C
1084	Isobutanol	down	YGR200C
1094	Isobutanol	down	YDR503C
1107	Isobutanol	down	YMR226C
11112	Isobutanol	down	YKL008C
1128	Isobutanol	down	YCL063W
1133	Isobutanol	down	YCR060W
1143	Isobutanol	down	YGL219C
1152	Isobutanol	down	YOL112W
1162	Isobutanol	down	YLR292C
1172	Isobutanol	down	YGR170W
1182	Isobutanol	down	YJR066W
1192	Isobutanol	down	YGR092W
1202	Isobutanol	down	YLR386W
12111	Isobutanol	down	YDR207C
1224	Isobutanol	down	YGR157W
1231	Isobutanol	down	YLR373C
1241	Isobutanol	down	YLR125W
1251	Isobutanol	down	YER016W
1261	Isobutanol	down	YEL061C
1271	Isobutanol	down	YJR054W
1281	Isobutanol	down	YLR315W
1291	Isobutanol	down	YEL011W
1301	Isobutanol	down	YDR293C
1319	Isobutanol	down	YPL105C
1321	Isobutanol	down	YKR007W
1331	Isobutanol	down	YDL074C
1341	Isobutanol	down	YIL134W
1351	Isobutanol	down	YNL064C
1361	Isobutanol	down	YDR127W
1108	LevulinicAcid	up	YJL120W
1030	LevulinicAcid	down	YML076C
1129	LevulinicAcid	down	YCR086W
1225	LevulinicAcid	down	YHL025W
1320	LevulinicAcid	down	YPL058C
1416	LevulinicAcid	down	YCR077C
1515	LevulinicAcid	down	YCR034W
1614	LevulinicAcid	down	YDL096C
1713	LevulinicAcid	down	YGL195W
1814	LevulinicAcid	down	YGL148W
1109	MBO	up	YHR004C
8911	MBO	down	YER090W
9011	MBO	down	YAL059W
9116	MBO	down	YOL116W
9214	MBO	down	YIL160C
9312	MBO	down	YDR058C
949	MBO	down	YCR088W
959	MBO	down	YGL244W
969	MBO	down	YPR119W
976	MBO	down	YMR312W
986	MBO	down	YBL051C
996	MBO	down	YOR091W
1006	MBO	down	YDR452W
10113	MBO	down	YDR033W
10211	MBO	down	YML121W
1035	MBO	down	YOR067C
1045	MBO	down	YER155C
1055	MBO	down	YOL124C
1065	MBO	down	YAL024C
1075	MBO	down	YML003W
1085	MBO	down	YCR076C
1095	MBO	down	YLR021W
11010	MBO	down	YDR354W
11113	MBO	down	YKL110C
11210	MBO	down	YOR002W
1134	MBO	down	YDR503C
1144	MBO	down	YLL025W
1153	MBO	down	YLR292C
1163	MBO	down	YFL001W
1173	MBO	down	YDR101C
1183	MBO	down	YGL023C
1193	MBO	down	YGR058W
1203	MBO	down	YLR426W
12112	MBO	down	YHR034C
1226	MBO	down	YDR156W
1232	MBO	down	YNL242W
1242	MBO	down	YGR200C
1252	MBO	down	YAL026C
1262	MBO	down	YOL129W
1272	MBO	down	YKL211C
1282	MBO	down	YMR007W
1292	MBO	down	YHL031C
1302	MBO	down	YHR123W
