Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CoumaricAcid	YDR121W	YHL031C
2	CoumaricAcid	YML001W	YEL053C
3	CoumaricAcid	YHR018C	YJL004C
4	CoumaricAcid	YBR266C	YNL125C
5	CoumaricAcid	YPL178W	YJL154C
6	CoumaricAcid	YOL095C	YLR371W
7	CoumaricAcid	YDR007W	YML003W
8	CoumaricAcid	YIL094C	YBR164C
9	CoumaricAcid	YDR004W	YDL119C
10	CoumaricAcid	YLR131C	YIL160C
11	CoumaricAcid	YGR022C	YKR019C
12	CoumaricAcid	NA	YGL054C
13	CoumaricAcid	NA	YNL323W
14	CoumaricAcid	NA	YOL090W
15	CoumaricAcid	NA	YGL007W
16	CoumaricAcid	NA	YMR202W
17	CoumaricAcid	NA	YAL026C
18	CoumaricAcid	NA	YJR073C
19	CoumaricAcid	NA	YOR068C
20	CoumaricAcid	NA	YLR380W
21	CoumaricAcid	NA	YJR059W
22	CoumaricAcid	NA	YPL120W
23	CoumaricAcid	NA	YLR350W
24	CoumaricAcid	NA	YNL296W
25	CoumaricAcid	NA	YNL056W
26	CoumaricAcid	NA	YPL051W
27	CoumaricAcid	NA	YMR216C
28	CoumaricAcid	NA	YGR170W
29	CoumaricAcid	NA	YFL025C
30	CoumaricAcid	NA	YKL212W
31	CoumaricAcid	NA	YLR039C
32	CoumaricAcid	NA	YLR349W
33	CoumaricAcid	NA	YKL046C
34	CoumaricAcid	NA	YDR421W
35	CoumaricAcid	NA	YOR165W
36	CoumaricAcid	NA	YOR070C
37	CoumaricAcid	NA	YLR360W
38	CoumaricAcid	NA	YGL084C
39	CoumaricAcid	NA	YDL035C
40	CoumaricAcid	NA	YML071C
41	CoumaricAcid	NA	YCR053W
42	CoumaricAcid	NA	YNL020C
43	CoumaricAcid	NA	YFR041C
44	CoumaricAcid	NA	YER083C
45	CoumaricAcid	NA	YNL140C
