Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Acetovanillone	YER092W	YJR140C
2	Acetovanillone	YOR106W	YIL160C
3	Acetovanillone	YCL063W	YOL116W
4	Acetovanillone	YIL020C	YDL070W
5	Acetovanillone	YBR266C	YHL031C
6	Acetovanillone	YHR018C	YEL037C
7	Acetovanillone	YKL124W	YNL293W
8	Acetovanillone	YDR006C	YBR231C
9	Acetovanillone	YGL105W	YAL011W
10	Acetovanillone	YOR304W	YLR085C
11	Acetovanillone	YEL063C	YDR485C
12	Acetovanillone	YMR143W	YDR334W
13	Acetovanillone	YPL101W	YLR055C
14	Acetovanillone	YDR393W	YLL025W
15	Acetovanillone	YBR291C	NA
16	Acetovanillone	YGL005C	NA
17	Acetovanillone	YBR082C	NA
18	Acetovanillone	YIL094C	NA
19	Acetovanillone	YJL071W	NA
20	Acetovanillone	YPR173C	NA
21	Acetovanillone	YGR032W	NA
22	Acetovanillone	YJL120W	NA
23	Acetovanillone	YJR118C	NA
24	Acetovanillone	YGL017W	NA
25	Acetovanillone	YPL026C	NA
26	Acetovanillone	YDL002C	NA
27	Acetovanillone	YDL096C	NA
28	Acetovanillone	YKL212W	NA
29	Acetovanillone	YDR477W	NA
30	Acetovanillone	YGL115W	NA
31	Acetovanillone	YGR184C	NA
