Inhibitor	Significant_up_deletions	Significant_down_deletions
1	FerulicAcid	YBR289W	YEL053C
2	FerulicAcid	YBR248C	YJL154C
3	FerulicAcid	YNR041C	YNL125C
4	FerulicAcid	YDR393W	YMR274C
5	FerulicAcid	YBR266C	YLR371W
6	FerulicAcid	YIL020C	YML003W
7	FerulicAcid	YDL002C	YNL323W
8	FerulicAcid	YPR191W	YHL031C
9	FerulicAcid	YDL001W	YDR326C
10	FerulicAcid	YJL071W	YOL090W
11	FerulicAcid	YOL095C	YOR068C
12	FerulicAcid	YHR018C	YIL160C
13	FerulicAcid	YDR276C	YJL065C
14	FerulicAcid	YML001W	YBR164C
15	FerulicAcid	YDR019C	YDL226C
16	FerulicAcid	YGL004C	YMR202W
17	FerulicAcid	YBR115C	YBR270C
18	FerulicAcid	YPL178W	YGL054C
19	FerulicAcid	YGL010W	YJL004C
20	FerulicAcid	YIL094C	YNL056W
21	FerulicAcid	YBL005W	YLR349W
22	FerulicAcid	YNL081C	YLR350W
23	FerulicAcid	YPR173C	YOR279C
24	FerulicAcid	YGR032W	YKR019C
25	FerulicAcid	YDL006W	YLR309C
26	FerulicAcid	YLR239C	YOR132W
27	FerulicAcid	YGL009C	YJR073C
28	FerulicAcid	YGR101W	YAL026C
29	FerulicAcid	YDR006C	YDR455C
30	FerulicAcid	YCR028C-A	YOR070C
31	FerulicAcid	YNL273W	YDR421W
32	FerulicAcid	YGL154C	YMR021C
33	FerulicAcid	YDR007W	YDR310C
34	FerulicAcid	YDR004W	YER155C
35	FerulicAcid	YCR071C	YOR059C
36	FerulicAcid	YGR022C	YOR008C-A
37	FerulicAcid	YBR113W	YPL120W
38	FerulicAcid	NA	YFL025C
39	FerulicAcid	NA	YGR170W
40	FerulicAcid	NA	YCR044C
41	FerulicAcid	NA	YGL084C
42	FerulicAcid	NA	YKL046C
