Inhibitor	Significant_up_deletions	Significant_down_deletions
1	VanillicAcid	YML001W	YEL053C
2	VanillicAcid	YBR115C	YJL004C
3	VanillicAcid	YBR266C	YGL124C
4	VanillicAcid	YJL071W	YBR164C
5	VanillicAcid	YHR018C	YAL026C
6	VanillicAcid	YIL020C	YMR202W
7	VanillicAcid	YDR393W	YLR056W
8	VanillicAcid	YGR101W	YKR019C
9	VanillicAcid	YIL094C	YIL076W
10	VanillicAcid	YGR022C	YGR170W
11	VanillicAcid	YGL010W	YHL025W
12	VanillicAcid	YPL178W	YKL077W
13	VanillicAcid	YDR004W	YJL154C
14	VanillicAcid	YJL046W	YNL323W
15	VanillicAcid	YBR248C	YDR525W-A
16	VanillicAcid	YLR315W	YGL054C
17	VanillicAcid	NA	YML048W
18	VanillicAcid	NA	YDR098C
19	VanillicAcid	NA	YJL175W
20	VanillicAcid	NA	YPL058C
21	VanillicAcid	NA	YIL012W
22	VanillicAcid	NA	YCL063W
23	VanillicAcid	NA	YMR034C
24	VanillicAcid	NA	YOR070C
25	VanillicAcid	NA	YJL024C
26	VanillicAcid	NA	YPL051W
27	VanillicAcid	NA	YLL020C
28	VanillicAcid	NA	YJR073C
29	VanillicAcid	NA	YLR261C
30	VanillicAcid	NA	YNR006W
31	VanillicAcid	NA	YGR157W
32	VanillicAcid	NA	YLR292C
33	VanillicAcid	NA	YMR004W
34	VanillicAcid	NA	YKL046C
35	VanillicAcid	NA	YJR066W
36	VanillicAcid	NA	YAL013W
37	VanillicAcid	NA	YKL212W
38	VanillicAcid	NA	YLR262C
