Inhibitor	Significant_up_deletions	Significant_down_deletions
1	22Dipyridyl	YGR157W	YNL081C
2	22Dipyridyl	YKL139W	YBL005W
3	22Dipyridyl	YER083C	YNR041C
4	22Dipyridyl	YDR378C	YNL273W
5	22Dipyridyl	YGR014W	YPR191W
6	22Dipyridyl	NA	YBR266C
7	22Dipyridyl	NA	YJL071W
8	22Dipyridyl	NA	YDR393W
9	22Dipyridyl	NA	YGL154C
10	22Dipyridyl	NA	YGR101W
11	22Dipyridyl	NA	YPR173C
12	22Dipyridyl	NA	YOL095C
13	22Dipyridyl	NA	YGL010W
14	22Dipyridyl	NA	YGR188C
15	22Dipyridyl	NA	YLR239C
16	22Dipyridyl	NA	YCR028C-A
17	22Dipyridyl	NA	YPL178W
18	22Dipyridyl	NA	YBR115C
19	22Dipyridyl	NA	YGL004C
20	22Dipyridyl	NA	YML001W
21	22Dipyridyl	NA	YDR007W
22	22Dipyridyl	NA	YCR071C
23	22Dipyridyl	NA	YDR004W
24	22Dipyridyl	NA	YOR221C
25	22Dipyridyl	NA	YJL046W
26	22Dipyridyl	NA	YGR032W
27	22Dipyridyl	NA	YBR248C
28	22Dipyridyl	NA	YIL094C
29	22Dipyridyl	NA	YDR019C
30	22Dipyridyl	NA	YIL020C
31	22Dipyridyl	NA	YNL003C
32	22Dipyridyl	NA	YGR022C
33	22Dipyridyl	NA	YGL009C
34	22Dipyridyl	NA	YGL017W
35	22Dipyridyl	NA	YDL013W
36	22Dipyridyl	NA	YPL172C
37	22Dipyridyl	NA	YOR125C
38	22Dipyridyl	NA	YDL006W
39	22Dipyridyl	NA	YDR276C
40	22Dipyridyl	NA	YDL001W
41	22Dipyridyl	NA	YDL002C
42	22Dipyridyl	NA	YDR006C
43	22Dipyridyl	NA	YHR018C
44	22Dipyridyl	NA	YHR134W
45	22Dipyridyl	NA	YGL005C
46	22Dipyridyl	NA	YBR113W
47	22Dipyridyl	NA	YDL012C
48	22Dipyridyl	NA	YBR005W
49	22Dipyridyl	NA	YOL009C
50	22Dipyridyl	NA	YBR130C
51	22Dipyridyl	NA	YLR413W
52	22Dipyridyl	NA	YGL036W
53	22Dipyridyl	NA	YMR289W
54	22Dipyridyl	NA	YBL017C
55	22Dipyridyl	NA	YKL211C
56	22Dipyridyl	NA	YIL057C
57	22Dipyridyl	NA	YBR283C
58	22Dipyridyl	NA	YEL010W
59	22Dipyridyl	NA	YDR005C
60	22Dipyridyl	NA	YDR139C
61	22Dipyridyl	NA	YHR157W
62	22Dipyridyl	NA	YMR044W
63	22Dipyridyl	NA	YCR073W-A
64	22Dipyridyl	NA	YDR346C
