Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Benomyl	YPR141C	YOR349W
2	Benomyl	NA	YML124C
3	Benomyl	NA	YEL003W
4	Benomyl	NA	YER007W
5	Benomyl	NA	YGR078C
6	Benomyl	NA	YOR010C
7	Benomyl	NA	YNL153C
8	Benomyl	NA	YPL165C
9	Benomyl	NA	YOR026W
10	Benomyl	NA	YKL211C
11	Benomyl	NA	YKL050C
12	Benomyl	NA	YGR069W
13	Benomyl	NA	YLR187W
14	Benomyl	NA	YOR121C
15	Benomyl	NA	YNL334C
16	Benomyl	NA	YAR003W
17	Benomyl	NA	YMR030W
18	Benomyl	NA	YDR346C
19	Benomyl	NA	YMR044W
20	Benomyl	NA	YGL148W
21	Benomyl	NA	YCR073W-A
22	Benomyl	NA	YHL036W
23	Benomyl	NA	YOR209C
24	Benomyl	NA	YLR257W
25	Benomyl	NA	YEL010W
26	Benomyl	NA	YMR078C
27	Benomyl	NA	YLR064W
28	Benomyl	NA	YOR019W
29	Benomyl	NA	YBR114W
30	Benomyl	NA	YDR216W
31	Benomyl	NA	YDR139C
32	Benomyl	NA	YDR266C
33	Benomyl	NA	YHR096C
34	Benomyl	NA	YML027W
35	Benomyl	NA	YDR245W
