Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CoumaroylAmide	YJL071W	YHL031C
2	CoumaroylAmide	YBR115C	YAL026C
3	CoumaroylAmide	YDR006C	YIL160C
4	CoumaroylAmide	YMR143W	YJL004C
5	CoumaroylAmide	YBR266C	YBR164C
6	CoumaroylAmide	YGL105W	YDL119C
7	CoumaroylAmide	YML001W	YEL053C
8	CoumaroylAmide	YGL005C	YML003W
9	CoumaroylAmide	YDR393W	YNL296W
10	CoumaroylAmide	YHR018C	YKR019C
11	CoumaroylAmide	YOL095C	YMR202W
12	CoumaroylAmide	YDR019C	YDL226C
13	CoumaroylAmide	YEL063C	YLR425W
14	CoumaroylAmide	YDR276C	YER062C
15	CoumaroylAmide	YPR191W	YBR270C
16	CoumaroylAmide	YIL020C	YPL051W
17	CoumaroylAmide	YFL047W	YOR008C-A
18	CoumaroylAmide	YDL013W	YDR294C
19	CoumaroylAmide	YGR022C	YML048W
20	CoumaroylAmide	YBL005W	YOR070C
21	CoumaroylAmide	YLR182W	YML071C
22	CoumaroylAmide	YDL006W	YFR024C-A
23	CoumaroylAmide	YGR101W	YJR073C
24	CoumaroylAmide	YNL081C	YKL212W
25	CoumaroylAmide	YDR007W	YHL025W
26	CoumaroylAmide	YGR032W	YFL001W
27	CoumaroylAmide	YLR176C	YPL161C
28	CoumaroylAmide	YDL002C	YBR082C
29	CoumaroylAmide	YGR089W	YCL011C
30	CoumaroylAmide	YPR173C	YMR307W
31	CoumaroylAmide	YKL124W	YAL011W
32	CoumaroylAmide	YBR294W	YDR485C
33	CoumaroylAmide	YCR071C	NA
34	CoumaroylAmide	YGL010W	NA
35	CoumaroylAmide	YIL094C	NA
36	CoumaroylAmide	YDL001W	NA
37	CoumaroylAmide	YML129C	NA
38	CoumaroylAmide	YBR005W	NA
39	CoumaroylAmide	YNL273W	NA
40	CoumaroylAmide	YDR026C	NA
41	CoumaroylAmide	YLR239C	NA
42	CoumaroylAmide	YDR004W	NA
43	CoumaroylAmide	YDR018C	NA
44	CoumaroylAmide	YDR009W	NA
45	CoumaroylAmide	YGL004C	NA
46	CoumaroylAmide	YCR028C-A	NA
47	CoumaroylAmide	YDR126W	NA
48	CoumaroylAmide	YDL012C	NA
49	CoumaroylAmide	YNR041C	NA
50	CoumaroylAmide	YDL018C	NA
51	CoumaroylAmide	YGL009C	NA
52	CoumaroylAmide	YGL154C	NA
53	CoumaroylAmide	YPL178W	NA
54	CoumaroylAmide	YDR014W	NA
55	CoumaroylAmide	YBR248C	NA
56	CoumaroylAmide	YPL095C	NA
57	CoumaroylAmide	YGR017W	NA
58	CoumaroylAmide	YDR024W	NA
59	CoumaroylAmide	YGL136C	NA
60	CoumaroylAmide	YDL011C	NA
61	CoumaroylAmide	YDL077C	NA
62	CoumaroylAmide	YDR001C	NA
63	CoumaroylAmide	YBR289W	NA
64	CoumaroylAmide	YBR113W	NA
