Inhibitor	Significant_up_deletions	Significant_down_deletions
1	DMSO	YNL120C	YJR140C
2	DMSO	YGR208W	YLR113W
3	DMSO	YMR143W	YDR334W
4	DMSO	YDR007W	YKL050C
5	DMSO	YIL148W	YDR485C
6	DMSO	YBR266C	YOR038C
7	DMSO	YDR019C	YER156C
8	DMSO	YKL057C	YCR086W
9	DMSO	YLR425W	YBR231C
10	DMSO	YJL071W	YAL011W
11	DMSO	YIL094C	YNL147W
12	DMSO	YPL066W	YDR451C
13	DMSO	YDL013W	YDR108W
14	DMSO	YMR022W	YLR085C
15	DMSO	YCL029C	NA
16	DMSO	YNL167C	NA
17	DMSO	YBR115C	NA
18	DMSO	YKL048C	NA
19	DMSO	YCR071C	NA
20	DMSO	YGL105W	NA
21	DMSO	YEL063C	NA
22	DMSO	YGR022C	NA
23	DMSO	YGL005C	NA
24	DMSO	YJR118C	NA
25	DMSO	YHR134W	NA
26	DMSO	YNL003C	NA
27	DMSO	YGL017W	NA
28	DMSO	YDR006C	NA
29	DMSO	YML001W	NA
30	DMSO	YBL072C	NA
31	DMSO	YDL006W	NA
32	DMSO	YPL172C	NA
33	DMSO	YDL002C	NA
34	DMSO	YPL101W	NA
35	DMSO	YDL119C	NA
36	DMSO	YGL154C	NA
37	DMSO	YGR101W	NA
38	DMSO	YDR004W	NA
39	DMSO	YHR018C	NA
40	DMSO	YDR276C	NA
41	DMSO	YGR032W	NA
42	DMSO	YOR125C	NA
43	DMSO	YGL009C	NA
