Inhibitor	Significant_up_deletions	Significant_down_deletions
1	BenzoicAcid	YDR156W	YDL119C
2	BenzoicAcid	YMR289W	YML048W
3	BenzoicAcid	YJR014W	YPL058C
4	BenzoicAcid	YNL147W	YEL063C
5	BenzoicAcid	YMR100W	YJR073C
6	BenzoicAcid	YDR202C	YJR066W
7	BenzoicAcid	YKL096W-A	YKL046C
8	BenzoicAcid	YHR140W	YDR435C
9	BenzoicAcid	YKL139W	YDL020C
10	BenzoicAcid	NA	YLR372W
