Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CaffeicAcid	YMR173W	YOR061W
2	CaffeicAcid	YKL214C	YMR139W
3	CaffeicAcid	YGL181W	YBR157C
4	CaffeicAcid	YDR530C	YPL119C
5	CaffeicAcid	YEL005C	YMR153W
6	CaffeicAcid	YIL161W	YGL228W
7	CaffeicAcid	YDL078C	YGR184C
8	CaffeicAcid	YNL047C	YDR312W
9	CaffeicAcid	YDL011C	YGL056C
10	CaffeicAcid	YAL015C	YKR056W
11	CaffeicAcid	YNL095C	YGR085C
12	CaffeicAcid	YMR180C	YNL203C
13	CaffeicAcid	YKL039W	YLR011W
14	CaffeicAcid	YBR034C	YBR072W
15	CaffeicAcid	YOR125C	YHR171W
16	CaffeicAcid	YFL055W	YML101C
17	CaffeicAcid	YOR097C	YFL041W
18	CaffeicAcid	YOR032C	YLR104W
19	CaffeicAcid	NA	YNL234W
20	CaffeicAcid	NA	YFR053C
21	CaffeicAcid	NA	YJR069C
22	CaffeicAcid	NA	YJL004C
23	CaffeicAcid	NA	YLR324W
24	CaffeicAcid	NA	YGL241W
25	CaffeicAcid	NA	YOR333C
26	CaffeicAcid	NA	YBR203W
27	CaffeicAcid	NA	YNL145W
28	CaffeicAcid	NA	YJL197W
29	CaffeicAcid	NA	YNL229C
30	CaffeicAcid	NA	YBR289W
31	CaffeicAcid	NA	YBR207W
32	CaffeicAcid	NA	YML059C
33	CaffeicAcid	NA	YNR040W
34	CaffeicAcid	NA	YML042W
35	CaffeicAcid	NA	YIL056W
36	CaffeicAcid	NA	YGL230C
37	CaffeicAcid	NA	YNL300W
38	CaffeicAcid	NA	YGL019W
39	CaffeicAcid	NA	YOL062C
40	CaffeicAcid	NA	YIL057C
41	CaffeicAcid	NA	YHL040C
42	CaffeicAcid	NA	YBR287W
43	CaffeicAcid	NA	YDR329C
44	CaffeicAcid	NA	YPR109W
45	CaffeicAcid	NA	YGR092W
46	CaffeicAcid	NA	YOR289W
47	CaffeicAcid	NA	YBR264C
48	CaffeicAcid	NA	YBR216C
49	CaffeicAcid	NA	YER156C
50	CaffeicAcid	NA	YFR023W
51	CaffeicAcid	NA	YKL206C
52	CaffeicAcid	NA	YHR121W
53	CaffeicAcid	NA	YMR264W
54	CaffeicAcid	NA	YOR054C
55	CaffeicAcid	NA	YLR422W
