Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Benomyl	YMR037C	YOR268C
2	Benomyl	YBR245C	YKL075C
3	Benomyl	YNL095C	YFL004W
4	Benomyl	YDR452W	YIL007C
5	Benomyl	YLR111W	YJL201W
6	Benomyl	YGR011W	YGL027C
7	Benomyl	YBL061C	YMR210W
8	Benomyl	YBR248C	YBR053C
9	Benomyl	YNL024C	YCR001W
10	Benomyl	YFR048W	YJR075W
11	Benomyl	YBL065W	YNL042W
12	Benomyl	YCR059C	YLR227C
13	Benomyl	YDR411C	YHR193C
14	Benomyl	YDL211C	YNL226W
15	Benomyl	YCL042W	YER177W
16	Benomyl	YJL047C	YKR019C
17	Benomyl	YBR165W	YLR253W
18	Benomyl	YLR356W	YPL185W
19	Benomyl	YDR344C	YGR152C
20	Benomyl	NA	YEL023C
21	Benomyl	NA	YHR153C
22	Benomyl	NA	YCR007C
23	Benomyl	NA	YPL039W
24	Benomyl	NA	YPR109W
25	Benomyl	NA	YLR284C
26	Benomyl	NA	YLL029W
27	Benomyl	NA	YNL303W
28	Benomyl	NA	YGR019W
29	Benomyl	NA	YOR233W
30	Benomyl	NA	YBR263W
31	Benomyl	NA	YLR451W
32	Benomyl	NA	YMR295C
33	Benomyl	NA	YHR206W
34	Benomyl	NA	YOR216C
35	Benomyl	NA	YNL089C
36	Benomyl	NA	YML099C
37	Benomyl	NA	YGL090W
38	Benomyl	NA	YHR202W
39	Benomyl	NA	YJL055W
40	Benomyl	NA	YAR030C
41	Benomyl	NA	YLR090W
42	Benomyl	NA	YJR147W
43	Benomyl	NA	YOL037C
44	Benomyl	NA	YNL119W
45	Benomyl	NA	YLR135W
46	Benomyl	NA	YOR293W
47	Benomyl	NA	YPR135W
48	Benomyl	NA	YKR023W
49	Benomyl	NA	YGL023C
50	Benomyl	NA	YOL064C
51	Benomyl	NA	YDR423C
52	Benomyl	NA	YKL092C
53	Benomyl	NA	YOR364W
54	Benomyl	NA	YFL056C
55	Benomyl	NA	YOL055C
56	Benomyl	NA	YMR233W
57	Benomyl	NA	YOR067C
58	Benomyl	NA	YER056C-A
59	Benomyl	NA	YDR146C
60	Benomyl	NA	YDR402C
61	Benomyl	NA	YOR076C
62	Benomyl	NA	YMR060C
63	Benomyl	NA	YFL040W
64	Benomyl	NA	YHR129C
65	Benomyl	NA	YAL061W
66	Benomyl	NA	YNL029C
67	Benomyl	NA	YOR022C
68	Benomyl	NA	YOL079W
69	Benomyl	NA	YML013C-A
70	Benomyl	NA	YAL067C
71	Benomyl	NA	YML081C-A
72	Benomyl	NA	YOR245C
73	Benomyl	NA	YOR108W
74	Benomyl	NA	YBL029W
75	Benomyl	NA	YKL133C
76	Benomyl	NA	YOR363C
77	Benomyl	NA	YCR073W-A
78	Benomyl	NA	YML104C
79	Benomyl	NA	YHR138C
80	Benomyl	NA	YDR250C
81	Benomyl	NA	YDR218C
82	Benomyl	NA	YGR149W
83	Benomyl	NA	YGR131W
84	Benomyl	NA	YNL316C
85	Benomyl	NA	YCR071C
86	Benomyl	NA	YGL211W
87	Benomyl	NA	YJL158C
88	Benomyl	NA	YNR055C
89	Benomyl	NA	YDR248C
90	Benomyl	NA	YKL096W-A
91	Benomyl	NA	YBL055C
92	Benomyl	NA	YDR161W
93	Benomyl	NA	YLL053C
94	Benomyl	NA	YIL108W
95	Benomyl	NA	YDR511W
96	Benomyl	NA	YJR140C
97	Benomyl	NA	YLR109W
98	Benomyl	NA	YDR428C
99	Benomyl	NA	YLR294C
100	Benomyl	NA	YOR382W
101	Benomyl	NA	YMR206W
102	Benomyl	NA	YMR153W
103	Benomyl	NA	YKL212W
104	Benomyl	NA	YCL064C
105	Benomyl	NA	YFL049W
106	Benomyl	NA	YIL173W
107	Benomyl	NA	YIL040W
108	Benomyl	NA	YGR168C
109	Benomyl	NA	YJL141C
110	Benomyl	NA	YLR408C
