Inhibitor	Significant_up_deletions	Significant_down_deletions
1	DMSO	YPL240C	YGL056C
2	DMSO	YFR012W	YHR082C
3	DMSO	YDR423C	YKL212W
4	DMSO	YMR317W	YER164W
5	DMSO	YDL094C	YPR119W
6	DMSO	YDR159W	YLR253W
7	DMSO	YMR250W	YGL219C
8	DMSO	YIL036W	YOR001W
9	DMSO	YDR351W	YBR197C
10	DMSO	YOR215C	YER115C
11	DMSO	YNL339C	YPL161C
12	DMSO	YER053C	YJL057C
13	DMSO	YJL130C	YKL113C
14	DMSO	YGR084C	YHR124W
15	DMSO	YML101C	YOR101W
16	DMSO	YDL177C	YLR262C-A
17	DMSO	YPL149W	YGR250C
18	DMSO	YBR161W	YOL155C
19	DMSO	YDR005C	YGL078C
20	DMSO	YLR257W	YJL020C
21	DMSO	YBL096C	YFL007W
22	DMSO	YLR266C	YIL009W
23	DMSO	YIR003W	YJL093C
24	DMSO	YMR206W	YPL195W
25	DMSO	YHR108W	YDR265W
26	DMSO	YOL111C	YGR045C
27	DMSO	YDL172C	YHR114W
28	DMSO	YGR022C	YGL208W
29	DMSO	YCR008W	YBR233W
30	DMSO	YLR387C	YMR164C
31	DMSO	YLR255C	YNL239W
32	DMSO	YKL062W	YDR290W
33	DMSO	YLR254C	YCL048W
34	DMSO	YMR191W	YMR279C
35	DMSO	YOR264W	YOR093C
36	DMSO	YPR147C	YJR062C
37	DMSO	YFL051C	YPL166W
38	DMSO	YDR203W	YJL136C
39	DMSO	YMR241W	NA
40	DMSO	YFL043C	NA
41	DMSO	YAL017W	NA
42	DMSO	YFL041W	NA
43	DMSO	YML048W	NA
44	DMSO	YDL082W	NA
45	DMSO	YNL168C	NA
46	DMSO	YER028C	NA
47	DMSO	YOL119C	NA
48	DMSO	YNR044W	NA
49	DMSO	YLR194C	NA
50	DMSO	YDR513W	NA
51	DMSO	YBL042C	NA
52	DMSO	YOR344C	NA
53	DMSO	YDR479C	NA
54	DMSO	YMR289W	NA
55	DMSO	YER142C	NA
56	DMSO	YPL111W	NA
57	DMSO	YDL236W	NA
58	DMSO	YDR139C	NA
59	DMSO	YFR038W	NA
60	DMSO	YKL103C	NA
61	DMSO	YFR056C	NA
62	DMSO	YOR333C	NA
63	DMSO	YIL055C	NA
64	DMSO	YIL024C	NA
65	DMSO	YDL170W	NA
66	DMSO	YNR029C	NA
67	DMSO	YLR438W	NA
68	DMSO	YOL085C	NA
69	DMSO	YOR189W	NA
70	DMSO	YLR189C	NA
71	DMSO	YNL202W	NA
72	DMSO	YBR119W	NA
73	DMSO	YER144C	NA
74	DMSO	YIR039C	NA
75	DMSO	YLR120C	NA
76	DMSO	YBL054W	NA
77	DMSO	YLR172C	NA
78	DMSO	YGL231C	NA
79	DMSO	YPL220W	NA
80	DMSO	YPL121C	NA
81	DMSO	YIL010W	NA
82	DMSO	YNL154C	NA
83	DMSO	YJL199C	NA
84	DMSO	YLR380W	NA
85	DMSO	YFR039C	NA
86	DMSO	YKL029C	NA
87	DMSO	YNL187W	NA
88	DMSO	YPR198W	NA
89	DMSO	YPR158W	NA
90	DMSO	YDR386W	NA
91	DMSO	YBR148W	NA
92	DMSO	YKL168C	NA
93	DMSO	YBR232C	NA
94	DMSO	YKR064W	NA
95	DMSO	YHR078W	NA
96	DMSO	YLR036C	NA
97	DMSO	YOR285W	NA
98	DMSO	YER074W	NA
99	DMSO	YDR089W	NA
100	DMSO	YGL242C	NA
101	DMSO	YGR087C	NA
102	DMSO	YOR338W	NA
103	DMSO	YNL004W	NA
104	DMSO	YBL089W	NA
105	DMSO	YDR297W	NA
106	DMSO	YPR152C	NA
107	DMSO	YOR091W	NA
108	DMSO	YOR067C	NA
109	DMSO	YCR027C	NA
110	DMSO	YCR062W	NA
111	DMSO	YIR020W-B	NA
112	DMSO	YPL154C	NA
113	DMSO	YLR287C	NA
114	DMSO	YER057C	NA
115	DMSO	YBR276C	NA
116	DMSO	YOR179C	NA
117	DMSO	YLR016C	NA
118	DMSO	YOL081W	NA
119	DMSO	YPL022W	NA
120	DMSO	YHR028C	NA
