YAL023C	YAL026C	YBL005W	YBR005W	YBR113W	YBR115C	YBR164C	YBR200W	YBR248C	YBR266C	YBR289W	YCR028C-A	YCR044C	YCR053W	YCR071C	YDL001W	YDL002C	YDL006W	YDL012C	YDL013W	YDL020C	YDL119C	YDL142C	YDR004W	YDR006C	YDR007W	YDR019C	YDR024W	YDR108W	YDR126W	YDR146C	YDR276C	YDR378C	YDR393W	YDR452W	YDR455C	YDR503C	YEL053C	YEL063C	YER083C	YER092W	YER151C	YFL001W	YFL025C	YGL004C	YGL005C	YGL007W	YGL009C	YGL010W	YGL017W	YGL054C	YGL105W	YGL154C	YGR022C	YGR032W	YGR089W	YGR101W	YGR157W	YGR170W	YGR184C	YGR224W	YHL025W	YHL031C	YHR018C	YIL020C	YIL094C	YIL160C	YJL004C	YJL046W	YJL071W	YJL101C	YJL120W	YJR059W	YJR066W	YJR073C	YKL046C	YKL050C	YKL211C	YKL212W	YLL025W	YLR182W	YLR239C	YLR262C	YLR292C	YLR315W	YLR371W	YLR426W	YML001W	YML016C	YML048W	YML071C	YML097C	YML121W	YMR039C	YMR143W	YMR202W	YMR307W	YNL003C	YNL081C	YNL140C	YNL147W	YNL153C	YNL273W	YNL293W	YNL323W	YNR041C	YOL095C	YOL112W	YOL116W	YOL129W	YOR068C	YOR069W	YOR070C	YOR125C	YOR132W	YOR221C	YPL051W	YPL095C	YPL120W	YPL178W	YPR119W	YPR141C	YPR173C	YPR191W
YDR126W	0.05	0.25	0.444444444444444	0.666666666666667	0.3125	0.428571428571429	0.375	0.222222222222222	0.4	0.434782608695652	0.19047619047619	0.45	0.176470588235294	0.1	0.210526315789474	0.421052631578947	0.5	0.421052631578947	0.5	0.476190476190476	0.235294117647059	0.206896551724138	0.333333333333333	0.428571428571429	0.555555555555556	0.476190476190476	0.428571428571429	0.294117647058824	0.294117647058824	NA	0.3125	0.526315789473684	0.142857142857143	0.526315789473684	0.111111111111111	0.166666666666667	0.0526315789473684	0.25	0.45	0.176470588235294	0.4	0.210526315789474	0.19047619047619	0.0952380952380952	0.352941176470588	0.625	0.375	0.588235294117647	0.454545454545455	0.555555555555556	0.235294117647059	0.473684210526316	0.428571428571429	0.434782608695652	0.45	0.75	0.380952380952381	0.0740740740740741	0.0909090909090909	0.411764705882353	0.105263157894737	0.208333333333333	0.409090909090909	0.5	0.5	0.476190476190476	0.315789473684211	0.238095238095238	0.421052631578947	0.434782608695652	0.0476190476190476	0.304347826086957	0.111111111111111	0.166666666666667	0.181818181818182	0.142857142857143	0.105263157894737	0	0.0833333333333333	0.176470588235294	0.2	0.4	0	0.111111111111111	0.04	0.0952380952380952	0.235294117647059	0.304347826086957	0.111111111111111	0.238095238095238	0.304347826086957	0.25	0.4	0.375	0.529411764705882	0.157894736842105	0.2	0.588235294117647	0.363636363636364	0.176470588235294	0.105263157894737	0.176470588235294	0.368421052631579	0.235294117647059	0.2	0.428571428571429	0.45	0.111111111111111	0.235294117647059	0.222222222222222	0.166666666666667	0.105263157894737	0.176470588235294	0.388888888888889	0.0526315789473684	0.5	0.315789473684211	0.818181818181818	0.25	0.45	0.428571428571429	0.176470588235294	0.526315789473684	0.4
YDR146C	0.0476190476190476	0.235294117647059	0.285714285714286	0.238095238095238	0.222222222222222	0.192307692307692	0.214285714285714	0.15	0.260869565217391	0.214285714285714	0.3	0.25	0.235294117647059	0.210526315789474	0.142857142857143	0.272727272727273	0.217391304347826	0.272727272727273	0.294117647058824	0.28	0.466666666666667	0.241379310344828	0.235294117647059	0.24	0.208333333333333	0.230769230769231	0.24	0.210526315789474	0.277777777777778	0.3125	NA	0.25	0.25	0.25	0.235294117647059	0.157894736842105	0.166666666666667	0.105263157894737	0.428571428571429	0.235294117647059	0.222222222222222	0.333333333333333	0.444444444444444	0.2	0.333333333333333	0.285714285714286	0.352941176470588	0.272727272727273	0.222222222222222	0.260869565217391	0.1	0.318181818181818	0.24	0.214285714285714	0.25	0.294117647058824	0.25	0.2	0.19047619047619	0.315789473684211	0.222222222222222	0.153846153846154	0.230769230769231	0.24	0.291666666666667	0.230769230769231	0.3	0.125	0.217391304347826	0.214285714285714	0.277777777777778	0.291666666666667	0.05	0.294117647058824	0.125	0.25	0.222222222222222	0.235294117647059	0.173913043478261	0.235294117647059	0.315789473684211	0.260869565217391	0.1	0.166666666666667	0.173913043478261	0.142857142857143	0.1	0.192307692307692	0.235294117647059	0.173913043478261	0.24	0.235294117647059	0.466666666666667	0.277777777777778	0.5	0.0952380952380952	0.388888888888889	0.272727272727273	0.24	0.3125	0.157894736842105	0.235294117647059	0.35	0.1	0.25	0.24	0.25	0.235294117647059	0.222222222222222	0.0952380952380952	0.1	0.1	0.105263157894737	0.3	0.105263157894737	0.25	0.130434782608696	0.3125	0.166666666666667	0.25	0.3125	0.166666666666667	0.25	0.260869565217391
YDR276C	0.153846153846154	0.260869565217391	0.75	0.7	0.428571428571429	0.772727272727273	0.5	0.192307692307692	0.608695652173913	0.75	0.36	0.727272727272727	0.318181818181818	0.148148148148148	0.6	0.636363636363636	0.714285714285714	0.8	0.5	0.739130434782609	0.2	0.375	0.260869565217391	0.772727272727273	0.681818181818182	0.904761904761905	0.857142857142857	0.291666666666667	0.347826086956522	0.526315789473684	0.25	NA	0.222222222222222	0.9	0.208333333333333	0.304347826086957	0.115384615384615	0.318181818181818	0.461538461538462	0.260869565217391	0.363636363636364	0.230769230769231	0.214285714285714	0.185185185185185	0.6	0.75	0.409090909090909	0.8	0.863636363636364	0.761904761904762	0.304347826086957	0.48	0.857142857142857	0.826086956521739	0.80952380952381	0.428571428571429	0.80952380952381	0.1875	0.178571428571429	0.5	0.304347826086957	0.225806451612903	0.481481481481481	0.772727272727273	0.772727272727273	0.818181818181818	0.36	0.4	0.8	0.75	0.24	0.344827586206897	0.318181818181818	0.153846153846154	0.25	0.222222222222222	0.153846153846154	0.115384615384615	0.296296296296296	0.260869565217391	0.32	0.681818181818182	0.0344827586206897	0.208333333333333	0.206896551724138	0.230769230769231	0.25	0.695652173913043	0.115384615384615	0.206896551724138	0.392857142857143	0.260869565217391	0.25	0.291666666666667	0.458333333333333	0.24	0.269230769230769	0.8	0.772727272727273	0.208333333333333	0.153846153846154	0.16	0.666666666666667	0.25	0.269230769230769	0.772727272727273	0.80952380952381	0.16	0.2	0.24	0.304347826086957	0.304347826086957	0.208333333333333	0.619047619047619	0.208333333333333	0.736842105263158	0.478260869565217	0.45	0.380952380952381	0.9	0.260869565217391	0.318181818181818	0.9	0.85
YDR378C	0.25	0.142857142857143	0.2	0.208333333333333	0.136363636363636	0.214285714285714	0.193548387096774	0.181818181818182	0.230769230769231	0.275862068965517	0.208333333333333	0.178571428571429	0.2	0.130434782608696	0.173913043478261	0.192307692307692	0.192307692307692	0.192307692307692	0.19047619047619	0.25	0.25	0.21875	0.2	0.259259259259259	0.185185185185185	0.25	0.307692307692308	0.3	0.130434782608696	0.142857142857143	0.25	0.222222222222222	NA	0.269230769230769	0.142857142857143	0.0416666666666667	0.142857142857143	0.263157894736842	0.1	0.142857142857143	0.0869565217391304	0.285714285714286	0.260869565217391	0.173913043478261	0.173913043478261	0.25	0.0833333333333333	0.24	0.241379310344828	0.185185185185185	0.136363636363636	0.103448275862069	0.259259259259259	0.233333333333333	0.269230769230769	0.0869565217391304	0.269230769230769	0.375	0.217391304347826	0.12	0.19047619047619	0.32	0.129032258064516	0.259259259259259	0.259259259259259	0.296296296296296	0.16	0.153846153846154	0.24	0.233333333333333	0.130434782608696	0.133333333333333	0.142857142857143	0.19047619047619	0.304347826086957	0.217391304347826	0.19047619047619	0.142857142857143	0.304347826086957	0.0909090909090909	0.272727272727273	0.28	0.19047619047619	0.263157894736842	0.2	0.125	0.0869565217391304	0.214285714285714	0.333333333333333	0.363636363636364	0.0967741935483871	0.142857142857143	0.19047619047619	0.130434782608696	0.153846153846154	0.181818181818182	0.217391304347826	0.148148148148148	0.307692307692308	0.0909090909090909	0.5625	0.142857142857143	0.2	0	0.217391304347826	0.172413793103448	0.269230769230769	0.142857142857143	0.136363636363636	0.181818181818182	0.19047619047619	0.25	0.2	0.208333333333333	0.142857142857143	0.217391304347826	0.16	0.0909090909090909	0.0434782608695652	0.269230769230769	0.0434782608695652	0.142857142857143	0.222222222222222	0.28
YDR393W	0.2	0.318181818181818	0.666666666666667	0.789473684210526	0.428571428571429	0.772727272727273	0.555555555555556	0.192307692307692	0.681818181818182	0.826086956521739	0.416666666666667	0.80952380952381	0.318181818181818	0.148148148148148	0.6	0.714285714285714	0.8	0.8	0.578947368421053	0.739130434782609	0.2	0.419354838709677	0.260869565217391	0.857142857142857	0.761904761904762	0.904761904761905	0.857142857142857	0.291666666666667	0.409090909090909	0.526315789473684	0.25	0.9	0.269230769230769	NA	0.16	0.25	0.115384615384615	0.380952380952381	0.461538461538462	0.260869565217391	0.304347826086957	0.28	0.259259259259259	0.185185185185185	0.6	0.842105263157895	0.409090909090909	0.894736842105263	0.863636363636364	0.681818181818182	0.363636363636364	0.541666666666667	0.857142857142857	0.826086956521739	0.9	0.428571428571429	0.80952380952381	0.1875	0.222222222222222	0.5	0.25	0.266666666666667	0.538461538461538	0.857142857142857	0.857142857142857	0.904761904761905	0.36	0.458333333333333	0.894736842105263	0.826086956521739	0.192307692307692	0.3	0.380952380952381	0.2	0.296296296296296	0.269230769230769	0.153846153846154	0.115384615384615	0.346153846153846	0.208333333333333	0.269230769230769	0.761904761904762	0.0714285714285714	0.260869565217391	0.25	0.28	0.25	0.695652173913043	0.115384615384615	0.25	0.392857142857143	0.318181818181818	0.25	0.291666666666667	0.458333333333333	0.291666666666667	0.222222222222222	0.8	0.772727272727273	0.208333333333333	0.2	0.16	0.590909090909091	0.25	0.32	0.772727272727273	0.9	0.16	0.2	0.192307692307692	0.363636363636364	0.363636363636364	0.260869565217391	0.7	0.208333333333333	0.736842105263158	0.545454545454545	0.45	0.380952380952381	0.9	0.260869565217391	0.260869565217391	0.9	0.85
YDR452W	0	0.111111111111111	0.181818181818182	0.0869565217391304	0.05	0.153846153846154	0.222222222222222	0.294117647058824	0.0769230769230769	0.178571428571429	0.136363636363636	0.115384615384615	0.0526315789473684	0.294117647058824	0.15	0.125	0.125	0.173913043478261	0.05	0.192307692307692	0.166666666666667	0.296296296296296	0.25	0.111111111111111	0.0769230769230769	0.192307692307692	0.153846153846154	0.1	0.157894736842105	0.111111111111111	0.235294117647059	0.208333333333333	0.142857142857143	0.16	NA	0.5	0.428571428571429	0	0.16	0.176470588235294	0.235294117647059	0.277777777777778	0.315789473684211	0.0454545454545455	0.0952380952380952	0.130434782608696	0.157894736842105	0.173913043478261	0.185185185185185	0.217391304347826	0.105263157894737	0.166666666666667	0.153846153846154	0.178571428571429	0.115384615384615	0.105263157894737	0.16	0.318181818181818	0.142857142857143	0.142857142857143	0.4	0.208333333333333	0.291666666666667	0.111111111111111	0.153846153846154	0.148148148148148	0.25	0.238095238095238	0.08	0.178571428571429	0.222222222222222	0.363636363636364	0.0526315789473684	0.3125	0.130434782608696	0.0434782608695652	0.105263157894737	0.25	0.0833333333333333	0.428571428571429	0.5	0.12	0.166666666666667	0.176470588235294	0.238095238095238	0.15	0.235294117647059	0.111111111111111	0.111111111111111	0.130434782608696	0.25	0.176470588235294	0.166666666666667	0.294117647058824	0.181818181818182	0.0476190476190476	0.333333333333333	0.173913043478261	0.153846153846154	0.25	0.105263157894737	0.333333333333333	0.181818181818182	0.3125	0.0909090909090909	0.153846153846154	0.115384615384615	0.428571428571429	0.3125	0.375	0.166666666666667	0.235294117647059	0.111111111111111	0.136363636363636	0.176470588235294	0.142857142857143	0.136363636363636	0.111111111111111	0.25	0.16	0.25	0.111111111111111	0.208333333333333	0.166666666666667
YDR455C	0.0476190476190476	0.166666666666667	0.285714285714286	0.181818181818182	0.1	0.24	0.259259259259259	0.352941176470588	0.16	0.214285714285714	0.181818181818182	0.25	0.105263157894737	0.15	0.263157894736842	0.217391304347826	0.217391304347826	0.272727272727273	0.222222222222222	0.230769230769231	0.222222222222222	0.285714285714286	0.166666666666667	0.192307692307692	0.208333333333333	0.28	0.24	0.210526315789474	0.352941176470588	0.166666666666667	0.157894736842105	0.304347826086957	0.0416666666666667	0.25	0.5	NA	0.235294117647059	0.05	0.363636363636364	0.166666666666667	0.294117647058824	0.333333333333333	0.181818181818182	0.0909090909090909	0.2	0.227272727272727	0.210526315789474	0.272727272727273	0.269230769230769	0.260869565217391	0.157894736842105	0.318181818181818	0.24	0.259259259259259	0.2	0.157894736842105	0.25	0.25	0.136363636363636	0.315789473684211	0.375	0.25	0.391304347826087	0.192307692307692	0.24	0.230769230769231	0.238095238095238	0.285714285714286	0.166666666666667	0.214285714285714	0.210526315789474	0.409090909090909	0.166666666666667	0.222222222222222	0.125	0.0869565217391304	0.1	0.166666666666667	0.0384615384615385	0.3125	0.315789473684211	0.208333333333333	0.1	0.166666666666667	0.227272727272727	0.333333333333333	0.294117647058824	0.192307692307692	0.166666666666667	0.08	0.347826086956522	0.235294117647059	0.222222222222222	0.210526315789474	0.285714285714286	0.0952380952380952	0.25	0.333333333333333	0.24	0.235294117647059	0.0476190476190476	0.235294117647059	0.35	0.222222222222222	0.19047619047619	0.291666666666667	0.2	0.4	0.222222222222222	0.4375	0.222222222222222	0.294117647058824	0.105263157894737	0.181818181818182	0.235294117647059	0.19047619047619	0.3	0.166666666666667	0.5	0.25	0.235294117647059	0.105263157894737	0.304347826086957	0.260869565217391
YDR503C	0.105263157894737	0.111111111111111	0.130434782608696	0.0869565217391304	0.05	0.111111111111111	0.222222222222222	0.294117647058824	0.037037037037037	0.137931034482759	0.19047619047619	0.0740740740740741	0.0526315789473684	0.157894736842105	0.0952380952380952	0.173913043478261	0.08	0.125	0.05	0.107142857142857	0.105263157894737	0.206896551724138	0.176470588235294	0.153846153846154	0.0769230769230769	0.148148148148148	0.153846153846154	0.1	0.222222222222222	0.0526315789473684	0.166666666666667	0.115384615384615	0.142857142857143	0.115384615384615	0.428571428571429	0.235294117647059	NA	0	0.208333333333333	0.111111111111111	0.105263157894737	0.0952380952380952	0.25	0.0952380952380952	0.0454545454545455	0.130434782608696	0.157894736842105	0.125	0.103448275862069	0.166666666666667	0.05	0.166666666666667	0.153846153846154	0.178571428571429	0.115384615384615	0.05	0.16	0.260869565217391	0.142857142857143	0.0434782608695652	0.5	0.260869565217391	0.192307692307692	0.111111111111111	0.111111111111111	0.148148148148148	0.25	0.130434782608696	0.08	0.178571428571429	0.222222222222222	0.25	0.0526315789473684	0.166666666666667	0.181818181818182	0.0909090909090909	0.166666666666667	0.176470588235294	0.0833333333333333	0.428571428571429	0.333333333333333	0.217391304347826	0.105263157894737	0.176470588235294	0.238095238095238	0.15	0.166666666666667	0.111111111111111	0.176470588235294	0.130434782608696	0.304347826086957	0.111111111111111	0.235294117647059	0.222222222222222	0.130434782608696	0.157894736842105	0.142857142857143	0.125	0.111111111111111	0.25	0.166666666666667	0.176470588235294	0.0833333333333333	0.235294117647059	0.2	0.0714285714285714	0.115384615384615	0.538461538461538	0.235294117647059	0.375	0.105263157894737	0.105263157894737	0.111111111111111	0.0869565217391304	0.111111111111111	0.142857142857143	0.0416666666666667	0.0526315789473684	0.176470588235294	0.115384615384615	0.176470588235294	0.0526315789473684	0.115384615384615	0.12
YEL053C	0.3125	0.333333333333333	0.238095238095238	0.388888888888889	0.166666666666667	0.363636363636364	0.375	0.0476190476190476	0.4	0.375	0.19047619047619	0.380952380952381	0.428571428571429	0.0476190476190476	0.277777777777778	0.285714285714286	0.35	0.285714285714286	0.3125	0.347826086956522	0.235294117647059	0.296296296296296	0.111111111111111	0.428571428571429	0.4	0.347826086956522	0.363636363636364	0.222222222222222	0.294117647058824	0.25	0.105263157894737	0.318181818181818	0.263157894736842	0.380952380952381	0	0.05	0	NA	0.16	0.176470588235294	0.166666666666667	0.277777777777778	0.19047619047619	0.352941176470588	0.277777777777778	0.3	0.157894736842105	0.285714285714286	0.333333333333333	0.166666666666667	0.4	0.272727272727273	0.363636363636364	0.375	0.45	0.166666666666667	0.380952380952381	0.208333333333333	0.411764705882353	0.2	0.05	0.380952380952381	0.291666666666667	0.428571428571429	0.363636363636364	0.347826086956522	0.19047619047619	0.444444444444444	0.421052631578947	0.375	0.0476190476190476	0.111111111111111	0.428571428571429	0.235294117647059	0.444444444444444	0.333333333333333	0.166666666666667	0	0.368421052631579	0	0.2	0.333333333333333	0.235294117647059	0.25	0.130434782608696	0.352941176470588	0.166666666666667	0.428571428571429	0.176470588235294	0.368421052631579	0.153846153846154	0.25	0.166666666666667	0.157894736842105	0.130434782608696	0.571428571428571	0.0909090909090909	0.285714285714286	0.428571428571429	0.176470588235294	0.235294117647059	0.111111111111111	0.238095238095238	0.105263157894737	0.333333333333333	0.304347826086957	0.45	0	0.05	0.0476190476190476	0.5	0.3125	0.333333333333333	0.25	0.25	0.2	0.388888888888889	0.176470588235294	0.25	0.380952380952381	0.111111111111111	0.333333333333333	0.318181818181818	0.4
YEL063C	0.153846153846154	0.318181818181818	0.4	0.478260869565217	0.25	0.444444444444444	0.5	0.291666666666667	0.423076923076923	0.448275862068966	0.36	0.461538461538462	0.208333333333333	0.192307692307692	0.230769230769231	0.5	0.44	0.44	0.428571428571429	0.481481481481481	0.363636363636364	0.419354838709677	0.318181818181818	0.392857142857143	0.541666666666667	0.428571428571429	0.392857142857143	0.291666666666667	0.476190476190476	0.45	0.428571428571429	0.461538461538462	0.1	0.461538461538462	0.16	0.363636363636364	0.208333333333333	0.16	NA	0.260869565217391	0.428571428571429	0.28	0.36	0.230769230769231	0.391304347826087	0.521739130434783	0.347826086956522	0.5	0.464285714285714	0.48	0.25	0.681818181818182	0.444444444444444	0.448275862068966	0.407407407407407	0.5	0.407407407407407	0.1875	0.178571428571429	0.5	0.25	0.357142857142857	0.538461538461538	0.5	0.5	0.428571428571429	0.416666666666667	0.346153846153846	0.384615384615385	0.448275862068966	0.192307692307692	0.5	0.16	0.25	0.206896551724138	0.32	0.25	0.115384615384615	0.206896551724138	0.260869565217391	0.222222222222222	0.423076923076923	0.0714285714285714	0.16	0.25	0.333333333333333	0.363636363636364	0.392857142857143	0.208333333333333	0.296296296296296	0.5	0.318181818181818	0.428571428571429	0.409090909090909	0.75	0.24	0.32	0.565217391304348	0.344827586206897	0.260869565217391	0.111111111111111	0.260869565217391	0.4	0.25	0.375	0.444444444444444	0.407407407407407	0.260869565217391	0.304347826086957	0.291666666666667	0.2	0.153846153846154	0.208333333333333	0.416666666666667	0.16	0.375	0.36	0.526315789473684	0.380952380952381	0.407407407407407	0.45	0.208333333333333	0.461538461538462	0.37037037037037
YER083C	0.05	0.333333333333333	0.238095238095238	0.315789473684211	0.235294117647059	0.304347826086957	0.269230769230769	0.157894736842105	0.272727272727273	0.32	0.25	0.208333333333333	0.176470588235294	0.294117647058824	0.277777777777778	0.227272727272727	0.173913043478261	0.285714285714286	0.3125	0.347826086956522	0.235294117647059	0.296296296296296	0.25	0.25	0.333333333333333	0.24	0.25	0.222222222222222	0.222222222222222	0.176470588235294	0.235294117647059	0.260869565217391	0.142857142857143	0.260869565217391	0.176470588235294	0.166666666666667	0.111111111111111	0.176470588235294	0.260869565217391	NA	0.235294117647059	0.15	0.19047619047619	0.277777777777778	0.277777777777778	0.238095238095238	0.294117647058824	0.227272727272727	0.28	0.166666666666667	0.105263157894737	0.217391304347826	0.25	0.222222222222222	0.260869565217391	0.235294117647059	0.260869565217391	0.16	0.263157894736842	0.263157894736842	0.105263157894737	0.208333333333333	0.291666666666667	0.304347826086957	0.25	0.24	0.19047619047619	0.3	0.227272727272727	0.32	0.1	0.153846153846154	0.25	0.166666666666667	0.181818181818182	0.263157894736842	0.166666666666667	0.176470588235294	0.368421052631579	0.0526315789473684	0.2	0.217391304347826	0.166666666666667	0.111111111111111	0.130434782608696	0.15	0.05	0.25	0.0526315789473684	0.130434782608696	0.304347826086957	0.176470588235294	0.166666666666667	0.1	0.238095238095238	0.294117647058824	0.333333333333333	0.285714285714286	0.25	0.111111111111111	0.105263157894737	0.25	0.3	0.166666666666667	0.333333333333333	0.2	0.260869565217391	0.0526315789473684	0.05	0.1	0.235294117647059	0.4	0.428571428571429	0.25	0.333333333333333	0.2	0.315789473684211	0.25	0.333333333333333	0.260869565217391	0.111111111111111	0.25	0.260869565217391	0.272727272727273
YER092W	0.0476190476190476	0.235294117647059	0.285714285714286	0.368421052631579	0.157894736842105	0.347826086956522	0.36	0.210526315789474	0.260869565217391	0.36	0.181818181818182	0.304347826086957	0.235294117647059	0.15	0.0909090909090909	0.272727272727273	0.272727272727273	0.333333333333333	0.294117647058824	0.391304347826087	0.222222222222222	0.161290322580645	0.5	0.24	0.380952380952381	0.333333333333333	0.291666666666667	0.15	0.277777777777778	0.4	0.222222222222222	0.363636363636364	0.0869565217391304	0.304347826086957	0.235294117647059	0.294117647058824	0.105263157894737	0.166666666666667	0.428571428571429	0.235294117647059	NA	0.263157894736842	0.3	0.142857142857143	0.2	0.35	0.15	0.333333333333333	0.375	0.318181818181818	0.222222222222222	0.380952380952381	0.291666666666667	0.307692307692308	0.25	0.466666666666667	0.25	0.2	0.0869565217391304	0.388888888888889	0.157894736842105	0.2	0.391304347826087	0.347826086956522	0.291666666666667	0.28	0.3	0.285714285714286	0.217391304347826	0.36	0.0952380952380952	0.409090909090909	0.05	0.157894736842105	0.125	0.315789473684211	0.157894736842105	0	0.125	0.235294117647059	0.19047619047619	0.208333333333333	0.0476190476190476	0.166666666666667	0.125	0.142857142857143	0.294117647058824	0.24	0.05	0.173913043478261	0.347826086956522	0.3125	0.157894736842105	0.352941176470588	0.421052631578947	0.210526315789474	0.388888888888889	0.333333333333333	0.24	0.166666666666667	0.0476190476190476	0.166666666666667	0.35	0.375	0.136363636363636	0.347826086956522	0.25	0.166666666666667	0.157894736842105	0.210526315789474	0.157894736842105	0.157894736842105	0.3125	0.238095238095238	0.3125	0.25	0.238095238095238	0.5	0.166666666666667	0.304347826086957	0.3125	0.3125	0.363636363636364	0.260869565217391
YER151C	0.142857142857143	0.352941176470588	0.208333333333333	0.272727272727273	0.0909090909090909	0.222222222222222	0.384615384615385	0.25	0.24	0.285714285714286	0.217391304347826	0.333333333333333	0.210526315789474	0.315789473684211	0.181818181818182	0.304347826086957	0.304347826086957	0.25	0.263157894736842	0.307692307692308	0.411764705882353	0.310344827586207	0.277777777777778	0.269230769230769	0.291666666666667	0.259259259259259	0.222222222222222	0.315789473684211	0.388888888888889	0.210526315789474	0.333333333333333	0.230769230769231	0.285714285714286	0.28	0.277777777777778	0.333333333333333	0.0952380952380952	0.277777777777778	0.28	0.15	0.263157894736842	NA	0.333333333333333	0.3	0.181818181818182	0.260869565217391	0.19047619047619	0.304347826086957	0.25	0.192307692307692	0.333333333333333	0.347826086956522	0.222222222222222	0.285714285714286	0.28	0.2	0.230769230769231	0.28	0.285714285714286	0.285714285714286	0.142857142857143	0.333333333333333	0.36	0.269230769230769	0.32	0.259259259259259	0.217391304347826	0.380952380952381	0.2	0.285714285714286	0.25	0.269230769230769	0.277777777777778	0.333333333333333	0.208333333333333	0.227272727272727	0.333333333333333	0.0952380952380952	0.260869565217391	0.0952380952380952	0.227272727272727	0.24	0.263157894736842	0.210526315789474	0.260869565217391	0.368421052631579	0.263157894736842	0.222222222222222	0.210526315789474	0.318181818181818	0.32	0.4375	0.263157894736842	0.136363636363636	0.318181818181818	0.25	0.285714285714286	0.304347826086957	0.269230769230769	0.210526315789474	0.2	0.210526315789474	0.260869565217391	0.142857142857143	0.227272727272727	0.269230769230769	0.28	0.277777777777778	0.333333333333333	0.25	0.263157894736842	0.333333333333333	0.210526315789474	0.272727272727273	0.277777777777778	0.173913043478261	0.4	0.210526315789474	0.210526315789474	0.230769230769231	0.210526315789474	0.0952380952380952	0.28	0.24
YFL001W	0.0833333333333333	0.19047619047619	0.192307692307692	0.25	0.130434782608696	0.25	0.357142857142857	0.285714285714286	0.222222222222222	0.310344827586207	0.25	0.307692307692308	0.25	0.227272727272727	0.166666666666667	0.230769230769231	0.28	0.230769230769231	0.181818181818182	0.333333333333333	0.3	0.428571428571429	0.388888888888889	0.206896551724138	0.269230769230769	0.241379310344828	0.206896551724138	0.125	0.227272727272727	0.19047619047619	0.444444444444444	0.214285714285714	0.260869565217391	0.259259259259259	0.315789473684211	0.181818181818182	0.25	0.19047619047619	0.36	0.19047619047619	0.3	0.333333333333333	NA	0.217391304347826	0.166666666666667	0.291666666666667	0.125	0.28	0.275862068965517	0.222222222222222	0.181818181818182	0.375	0.206896551724138	0.225806451612903	0.214285714285714	0.238095238095238	0.214285714285714	0.36	0.260869565217391	0.208333333333333	0.238095238095238	0.416666666666667	0.333333333333333	0.296296296296296	0.25	0.241379310344828	0.363636363636364	0.24	0.230769230769231	0.310344827586207	0.227272727272727	0.296296296296296	0.136363636363636	0.529411764705882	0.24	0.318181818181818	0.3	0.19047619047619	0.291666666666667	0.25	0.260869565217391	0.222222222222222	0.3	0.315789473684211	0.347826086956522	0.217391304347826	0.238095238095238	0.25	0.25	0.347826086956522	0.296296296296296	0.25	0.368421052631579	0.421052631578947	0.476190476190476	0.173913043478261	0.380952380952381	0.230769230769231	0.206896551724138	0.388888888888889	0.368421052631579	0.388888888888889	0.192307692307692	0.3	0.16	0.296296296296296	0.214285714285714	0.315789473684211	0.368421052631579	0.227272727272727	0.0833333333333333	0.181818181818182	0.25	0.304347826086957	0.136363636363636	0.16	0.153846153846154	0.25	0.0869565217391304	0.214285714285714	0.388888888888889	0.19047619047619	0.259259259259259	0.222222222222222
YFL025C	0.2	0.277777777777778	0.16	0.217391304347826	0.0909090909090909	0.222222222222222	0.333333333333333	0.0416666666666667	0.192307692307692	0.2	0.12	0.28	0.4375	0.25	0.181818181818182	0.2	0.2	0.2	0.142857142857143	0.259259259259259	0.333333333333333	0.310344827586207	0.15	0.269230769230769	0.24	0.214285714285714	0.178571428571429	0.315789473684211	0.25	0.0952380952380952	0.2	0.185185185185185	0.173913043478261	0.185185185185185	0.0454545454545455	0.0909090909090909	0.0952380952380952	0.352941176470588	0.230769230769231	0.277777777777778	0.142857142857143	0.3	0.217391304347826	NA	0.181818181818182	0.16	0.19047619047619	0.153846153846154	0.166666666666667	0.107142857142857	0.2	0.24	0.178571428571429	0.241379310344828	0.230769230769231	0.0909090909090909	0.185185185185185	0.333333333333333	0.5	0.173913043478261	0.0909090909090909	0.185185185185185	0.172413793103448	0.222222222222222	0.222222222222222	0.172413793103448	0.12	0.260869565217391	0.2	0.241379310344828	0.25	0.178571428571429	0.352941176470588	0.142857142857143	0.380952380952381	0.285714285714286	0.2	0.0952380952380952	0.45	0.0454545454545455	0.173913043478261	0.192307692307692	0.2	0.0952380952380952	0.16	0.368421052631579	0.142857142857143	0.222222222222222	0.15	0.16	0.269230769230769	0.0952380952380952	0.0909090909090909	0.0869565217391304	0.208333333333333	0.388888888888889	0.227272727272727	0.2	0.269230769230769	0.15	0.142857142857143	0.0952380952380952	0.260869565217391	0.142857142857143	0.35	0.222222222222222	0.230769230769231	0.210526315789474	0.2	0.136363636363636	0.263157894736842	0.2	0.210526315789474	0.217391304347826	0.277777777777778	0.125	0.272727272727273	0.0952380952380952	0.210526315789474	0.185185185185185	0.0454545454545455	0.210526315789474	0.185185185185185	0.192307692307692
