gene	22Dipyridyl	24Dimethylimidazole	26Dimethylpyrazine	2Methylimidazole	45Methylimidazole	4OHAcetophenone	4OHBenzaldehyde	4OHBenzoicAcid	Acetamide	AcetoSyringone	Acetovanillone	AzelaicAcid	BMIMCl	Benomyl	BenzoicAcid	CV	CaffeicAcid	CinnamicAcid	CoumaricAcid	CoumaroylAmide	DMSO	EMIMCl	EtOH	FerulicAcid	FeruloylAmide	Furfural	GVL	Isobutanol	LevulinicAcid	MBO	Methylglyoxal	Mycobutanil	NAO	SinapicAcid	SodiumGlyoxylate	Syringaldehyde	SyringicAcid	VanillicAcid	Vanillin	5HMF
11	YAL018C	0.0847960166658024	-0.00798323795855745	0.0418220248351028	0.0882760464991252	0.0261593842862126	-0.0686873226252266	-0.242009087816536	0.0273968548932783	-0.0890358204281289	-0.53660548488599	-0.345073372671328	-0.0460620301342268	-0.00567370876141316	-0.069992425075054	0.0922966761811478	-0.0840407710486128	-0.0943246960991172	0.350909474061158	-0.114256077114485	0.0308075326075723	-0.221409226207966	-0.45103347995821	0.476047893015365	-0.219977349013618	-0.108637866212611	0.0870103170266177	-0.173176437667546	-0.384275249337586	-0.0679500356755929	-0.385190468997561	0.0032494951018825	-0.00179636242375005	-0.206487824426245	-0.404540502273926	-0.0528654861309191	0.252486114213717	0.385311345688906	0.178271223031788	0.0834442987002948	-0.164879008473882
12	YAL019W	0.320528299986033	0.0124890086721584	-0.459133264445629	-0.0166123853190874	0.00102129351716824	-0.290001168856318	-0.266113390762742	0.191585114563259	0.064279842478861	-0.648794816324163	-0.422881329528448	0.00478096491661261	0.376915662137885	0.413028719031855	-0.0102073329458836	-0.282232880686304	-0.151065616590861	-0.0665375729242651	-0.470716015357232	-0.392375082198068	0.145330190029717	0.29899824354341	-0.070227844062015	-0.951221394256247	-0.274656930627801	-0.476684397083246	-0.605261739552318	-0.190073917646155	-0.0541482004577089	-0.258064548843545	0.193311016696777	0.381341350917343	0.0408359400043742	-0.523839031431973	0.239526162637226	-0.091823246658108	0.179881822672008	-0.127194527494883	-0.40582907021454	-0.804796583437896
13	YAL020C	0.253191455907405	0.158685715222276	0.375791443191282	-0.0202308463238807	-0.128303979822867	-0.0131747725298731	-0.0015607577348453	0.00578714719423338	0.137944038507107	-0.650313349760154	-0.629766030297008	0.167723714508153	0.158264578373669	0.235831417071724	0.204286750883078	-0.302993812076365	0.0920874748149012	0.373279720573042	-0.0817995754178284	0.0874117713268257	-0.156415581824065	-0.499986275856761	0.998292646951146	-0.475554959633482	-0.135235009262628	0.452035868617039	0.0673420743312041	-0.165863727619298	-0.0261784595664992	-0.128538057047812	0.1224673663014	0.381443432522824	-0.0911664214234122	-0.476510280106037	0.18690163304786	0.519186814641103	0.542686646000809	0.0808930730440634	-0.0526124682603893	-0.0680315108204197
14	YAL022C	0.23957351551397	-0.0430467805919809	-0.108099107301904	0.0533381462567072	0.0280517335771262	-0.0439190542806836	-0.0696802558131892	-0.0862364353274158	-0.156219289987921	0.204900365602358	-0.00135410837556927	-0.0352280638260343	-0.117643254218649	-0.0641737726496413	-0.230829826729337	-1.24267710364847	-0.189971073114506	-0.188696993978876	-0.0780192247811297	0.134692962842057	0.0465476341309465	-0.326274422734484	0.592024026185509	0.0303653463211123	-0.152587229668479	0.0832477074763581	-0.156409442782525	-0.108638280064905	-0.0360093914887806	-0.184236693109078	0.128600066268874	0.238120791012927	-0.382308404235015	-0.11711770508367	0.215589942344722	-0.13084149524344	-0.272536546593286	-0.0828536411844311	-0.11418372210573	0.0700624179062398
15	YAL023C	0.383374009726051	0.082359995503269	0.127429457269343	-0.0485980168985995	0.171630711628538	0.332763797289153	-0.133279007667268	0.0121814049740485	1.01582479180081	0.611955274384741	0.226416640791461	-1.49541881938598	1.21547637491636	-0.166055875411073	-0.462555282392559	1.07670490302978	-1.11155129298335	-0.620847011429671	-0.971188208912534	-0.609958291441508	0.641282007021061	0.758223731510082	-0.126251143560119	-0.7948522418917	0.113696215837713	-0.208104827036039	-1.01679401818107	-0.173231444279185	-0.701977211714772	-0.625787696578897	0.304431854411973	-0.652738267833587	0.964947316163989	-0.903735752283294	-0.31188694035954	-0.463388397610529	-1.59895129681597	-1.22926540416505	-0.396615543144299	0.298453640866317
16	YAL024C	-0.0332084335877426	-0.0875364923012161	0.206135546512133	0.108567948588943	0.0910644419675464	-1.10623546206445	-0.732995969813017	0.0532577821037572	-0.175997545104216	-2.64413130702483	-1.28560798873185	-0.36484737921231	-0.0931090409916407	-0.13826274221252	0.233105045131662	-0.284325926454616	-0.235784381843956	0.461416356884602	-0.481671493844914	-1.07515618224568	-0.721897341177752	0.193891288974511	0.0203244778155281	-0.486216659654496	-2.60653259749068	-0.0475468338793393	-6.07030842014703	-1.15016399978726	0.0222479997568639	-1.878815170187	0.00582191140253675	-0.171060323053921	0.356056740388357	-0.088764659236121	-0.0458403415281944	0.338640138982479	0.118543941994951	-0.312349716139256	-0.104611872894713	-0.282397473742756
17	YAL026C	0.152802866319394	0.11279704125686	-0.0646337164978641	0.0414055154260031	0.300625485205763	0.373276809434636	-2.76045807062922	-0.177568677171049	0.0940633896974694	0.36914295759589	0.26020303669574	-0.78786729160396	0.569821449592213	-0.172444911848605	-0.182017557256119	0.448654611024847	-0.772435873167681	-0.360510477825194	-1.62355594624836	-8.62864588212586	0.13267188885436	0.309806932475427	0.501702277738896	-2.5052722736803	-3.71725463424969	0.398151738825843	-0.495408503439966	-0.407950341559528	-0.336944576815944	-2.16903657691023	-0.775014651412521	-0.519808108001056	1.30337369067649	-1.29899035308984	0.0769431128471575	0.235977258336215	-0.00530409492173196	-3.66986908885633	-0.745572314081046	-0.118927511084769
18	YAL027W	0.15522380225675	-0.06130564818158	0.0148365860940149	-0.187133518479796	0.00991079029904474	-0.125355132512652	-0.151476713803212	0.043301796470989	-0.327932981036386	-0.321855029822961	-0.430379172342924	-0.279036457810244	0.138045648899738	-0.0682181818855133	-0.139660930630482	-1.11892135416905	-0.111548857421926	-0.307710191454238	0.419726277348021	0.110657589288427	-0.0455155825421323	-0.507907278210609	0.543152710575064	0.279528948996901	-0.0047483049776405	0.10948117838668	-0.0402250301504998	-0.278719208743937	-0.28839933622497	-0.28840252304927	-0.15847019972617	0.0622940925099439	-0.676079789225497	-0.160036573175085	0.0774069663276615	0.418517886987838	0.463273027583664	-0.140993542655502	0.0927873526807759	-0.0997675117164156
19	YAL028W	0.233102547335592	-0.0452841627514072	0.211721242178094	0.00133558319293043	-0.0794633147180697	-0.18005291416784	-0.0913947018572053	0.0450740505894715	0.0291824815060381	-0.461397727006272	-0.746546715308545	-0.261824176855083	-0.275452944404817	0.0265333943797652	0.186602708716627	-1.09737914088052	-0.069368004908462	0.204340704782214	-0.0815598411696563	0.282711527616065	0.00358605990653826	-0.656071644781116	0.679614870986721	0.0838625282943217	0.214740402393118	0.242800074217279	0.605934346540671	-0.0634954477975442	-0.155787549880753	-0.14730930479789	-0.286652273299462	-0.0348331628872209	-0.669334388872659	-0.186629002958499	0.0282454650264376	0.128368679054815	0.229489501567409	-0.0344283587090586	0.000714419445804541	-0.20949974456209
20	YAL029C	0.219655256199188	-0.0040604740181161	-0.350505300804831	-0.0520233371472962	-0.0907490886689085	-0.0366372766462249	-0.534481302717706	-0.0226837759012046	0.0277054305779399	-0.288027078482064	-0.135397648576696	0.11420296543442	0.224030320621692	0.0826361601069811	-0.0750343211029581	0.660900893073432	-0.187411417953998	0.0641482404103244	-0.0897731766384692	-0.247695543842741	0.262063303532427	0.249820153277252	-0.00501819983850896	-0.0118017495114359	-0.104795934208975	0.108431678281301	-0.495656982663063	0.0475749724539183	-0.0995212466350419	-0.0526982696589777	0.262744802453428	0.100195785204052	0.0565099341056282	-0.345982114982754	0.0171955125738367	-0.17092623092429	-0.144517438287171	-0.0549997872654985	-0.223332075927412	-0.377818965149452
21	YAL030W	0.151568814513616	0.00752113792751772	-0.400881753997924	-0.0889880371898092	0.00975463504642875	0.0477176442351659	-0.012672070266366	-0.0219636384095905	-0.187053133056673	-0.136035727756885	-0.129371433670507	0.163779347007602	0.0292131220877892	-0.0341083418462428	0.0418650944575392	-1.827045741738	-0.152198586838563	0.205331884551301	0.00375309885625734	-0.387965376900566	-0.345214955570615	-0.061953396651621	0.277716750558942	-0.0288401638938476	-0.240694674408716	-0.112339236854494	-0.221261906952442	-0.152052184870432	-0.0962230209644827	-0.324232591623734	0.237293417631403	-0.0313021768225503	0.0188860838158114	-0.452425633663142	-0.0718135532663217	-0.0760928245686134	0.108575241138892	-0.0519883570245086	-0.0617397132135368	-0.40029215868986
22	YAL031C	0.113575937367455	0.0494214750775769	-0.525621619091636	0.029782589557092	-0.031938206207775	0.0484826974512599	-0.0524133591466124	0.0234592157161	0.0859878674771948	-0.255454866828387	-0.136022470323506	0.179952414594588	0.120073630518275	0.244718628771261	-0.14488489578967	0.122301421278189	-0.314829572709351	0.0745423100043412	0.0805438727282471	-0.103847929565974	-0.16338071139677	0.237383064216484	-0.00047389976417246	0.0604556560365747	-0.225541542866006	0.126062105434889	0.0194056484122524	0.040502131526708	0.0950064218745592	0.18696468942264	0.254125165495643	0.0309490714210491	0.174629181467017	-0.0562001837191206	0.14484404057728	-0.140881501770766	-0.186886449285208	-0.0626140555978449	-0.0286097679458799	-0.15264514814708
23	YAL034C	0.21822334089191	-0.108631804400475	0.39139280201692	-0.0173033315540093	-0.311533422125734	-0.271144164071518	-0.236613811633006	-0.0371847529653733	0.0393461185701367	-0.886200892115648	-0.768355508810147	-0.0447822670196344	-0.215857086071413	-0.00685527753450512	-0.0655712495036639	-2.22538968412619	0.0185428309141343	0.0911044298334476	0.127384922730743	0.329037695260206	0.126776433426102	-0.691911783904154	0.941840655646478	0.166107286276167	0.124343432320335	0.142646187042496	0.741426818946528	-0.211180236620453	0.0443050743876218	-0.103397120630307	-0.345810014777613	0.0660261526336642	-1.16018941843204	-0.206505239157508	0.0436902696564524	0.164415968470388	0.566715753512805	0.244993855736897	-0.00373050367232343	-0.00210082046720548
24	YAL036C	0.159249186314587	-0.0653418727318301	0.258872612239287	0.119739298265072	-0.00367699670022083	-0.339682521303384	-0.212700740126877	0.0543468252687985	-0.159750116133064	-0.504226096864553	-0.521669376847291	0.103576338119706	-0.0218206821928027	-0.123153043779997	0.213301491195818	-0.04895467124079	-0.134154943246525	0.315398142626172	-0.341929770690823	0.0354112846735048	-0.269348774846186	-0.419159395216061	1.04147164817844	-0.418140571962646	0.0687531943871773	0.0807056978006114	0.234714851059252	-0.405071440354481	-0.185034513901484	-0.36552621147624	-0.0267207673471993	0.128554190206648	-0.0371978278329127	-0.276138985636464	0.114618606191076	0.406021016952342	0.376811221238172	-0.0197883991473293	-0.186243683971325	-0.235080861776309
25	YAL037W	0.116053996108593	-0.0215903939146741	-0.532006045897646	-0.0597699868290025	-0.0347510922563393	-0.205949973163155	-0.217525832821847	0.0119735953680656	-0.268799941115506	0.0206868217920207	-0.0872750466360059	-0.0653070667937646	0.323375488297687	0.23983343589939	-0.162726028962701	-0.0317307130313723	-0.249623027390595	-0.00698608962362104	0.175942141299131	-0.221196855834139	-0.189465403614966	-0.0634300915852025	-0.172496494265552	0.117253163941513	-0.13652041943373	0.167387048144116	-0.144776286674833	0.139734760822054	-0.244364481105578	0.00286347980731612	0.27300600519807	0.101266102385747	0.0412837923566165	-0.230166641172669	0.00234567145684879	0.105412308099543	-0.237013736062776	-0.216295973957867	0.129359032339706	-0.284884533401286
26	YAL040C	-0.624592985700616	1.0315782490125	-1.06048394267453	0.768487779587039	0.606637354624638	1.08296643023885	-1.17734008083497	-1.16299134242513	-0.779729185290578	1.55046905403372	-0.968866325901464	0.881100077288338	-0.326016128268023	0.779352473705394	-0.986439979484014	-2.47322691774498	0.578628334099317	0.633170580111699	0.923832984079553	1.15513892881236	-2.80788314388988	1.84545172490694	0.443861468673995	1.51906501541586	0.672906195673742	1.73025968286382	0.362624911713876	-2.43139317887353	-2.91216460584587	-2.37648262373686	1.01994988117354	0.692126160930645	-0.677873689234255	2.01881663077925	-0.0865387440811208	0.755889343628401	0.966414428926457	1.73779835744697	2.02164773743047	-1.03175840430777
27	YAL042W	0.391626461624182	-0.00918827751602106	0.428585112562429	-0.0435431775235344	-0.0263688965690246	-0.156793347180561	-0.398784498040155	-0.215409119400552	0.158228170671014	-0.281391493851291	-0.0980829172441413	-0.305161370793339	0.102999508209256	0.222609888509491	-0.170676781890978	0.681416887324595	-0.341913883168128	-0.364895670900396	-0.309717755403917	-0.336098458752142	0.337380246117817	-0.886828314455045	0.703969024096553	-0.717797634270746	-0.0435163094797869	0.127085719936053	-0.599400124692253	-0.707940878953947	-0.164410342525963	-1.39175589727428	-0.216348060155682	0.0447601597414853	0.649675688939032	-0.481903860497403	0.147799879294276	-0.494630170401165	-0.318532277369632	-0.654505835424313	-0.674305720077236	-0.0930584714935936
28	YAL043C-A	0.0418019884992349	0.381393904249403	-0.110376028237014	-0.00981392788559931	0.241696487146775	0.207591201525884	0.616110311624498	0.327487910803599	0.270140088228025	-0.328466157586707	0.219256321727489	-0.211602550211682	-0.256475936224233	-0.0700394737710271	0.383701737398683	0.264223492100196	-0.300506299834192	0.164564849375319	-0.86418762793811	0.318676771776988	0.4571247877416	-0.79909222291281	-0.507075053070445	0.263294714047066	0.565854868146486	0.511817959713307	-0.620918340332003	-0.406621945932851	-0.0391267116182834	-1.55896278023913	-0.0517382821212497	-0.543403522581467	0.368495719985144	0.00722593244458969	-0.0916128481466951	0.210341203183992	0.199302650602115	-0.368983951588411	-0.385202739657733	-0.474558512337433
29	YAL045C	0.390331369902778	0.222299751786545	-0.607207299633714	-0.028374204577875	0.293118254149991	-0.0548569651944713	0.00314046262173029	0.175470250631616	-0.347685243650192	-0.145894835128612	-0.185537672298765	-0.0651440852803768	0.0640969698193633	0.289414637124532	0.0909006246329038	0.544759623859785	-0.136726371299622	0.326472400670687	0.135571817383851	-0.153842029918925	-0.225069378859258	0.0993862195386292	-0.152232994914501	0.0857908072349284	-0.229817939587556	0.154120462914469	-0.0408310741962668	0.0307122233589388	-0.109410206392719	0.255642892174087	0.301565200478842	0.2674120615313	0.0432233020639315	-0.0937480309873074	0.153307892582417	0.0380401461702598	0.00483702426774715	-0.0233285027980275	0.0894007041203303	-0.377572238245963
30	YAL046C	0.0704830076880188	-0.091901377354609	-0.422762679584729	0.0593746097496082	0.0328907332450359	-0.0775911853137285	-0.135599184467515	-0.0911773667014335	-0.0846077970184048	-0.060811686680046	-0.118495334243131	0.0959215880681085	-0.130951451408037	0.0839147292490257	-0.0665948545332924	0.353037261998747	-0.375099036316295	-0.0323998340379372	0.0276923267764488	-0.197734704088564	-0.0814130127151497	0.2234771013864	0.0374486626110714	0.208352687965666	-0.0636672728012934	0.0759452748137298	-0.170848500795177	-0.148347688820983	-0.0358382222045252	-0.0449674577527865	0.151604063529354	0.0733002898618049	0.0533165515926228	-0.233286125884125	0.0993897981970998	-0.136097156160489	-0.331251615456582	0.166603564143082	-0.0544059562081723	-0.289409536761556
31	YAL048C	0.262366394768148	0.035566056651821	-0.672820084580176	-0.040593555080024	0.0202699400210219	0.0229967306321784	-0.00448631597980167	-0.0137014819906422	-0.0977549435690633	0.230396779293148	0.298847005076002	-0.146276275846025	-0.125049050101777	0.136064919995976	-0.140625730834131	0.542796039136624	-0.25034193738416	-0.148327662174521	-0.104730246947019	0.0686218876785276	-0.229138291368812	-0.0370966821412817	-0.555716980147739	0.332335477636495	0.178831713478799	0.332386233268134	-0.176846091024283	-0.250269583459091	-0.143092170220373	-0.133384821528528	0.270103505373752	0.0249125744763834	0.82526526997337	-0.261051392850342	-0.111525436373016	-0.101250771954086	-0.119917176773565	-0.12578077088146	-0.0568734960944393	-0.265825417362637
32	YAL049C	0.113988325491329	0.0332923444009868	-0.64465925248222	-0.277080845247418	-0.130771472911403	-0.278549409752803	-0.179057987521694	-0.163555837261299	-0.0892800947732662	-0.298948353594511	-0.216987578060507	0.113794597522538	0.153767684402558	0.033855193121126	-0.0960527093787248	0.233390538195619	-0.442339384812741	-0.0477946156609711	-0.0836977461927128	-0.209457612528342	-0.223425504074334	0.0108992365238872	-0.0842913155489401	0.0129215784433042	-0.438973592755912	0.199955561598437	-0.180694316899426	-0.187123370142203	0.0172166023502689	0.0293639350045752	0.337871564581967	0.14360649671487	-0.131461316717926	-0.155721168811344	0.0524227512135758	-0.254253975218319	-0.289739144280489	-0.157888553178616	-0.268767454652695	-0.173322862451879
33	YAL051W	0.0454788679112134	-0.0191092217150093	0.169956307901882	0.0225586526544756	-0.119833340113023	-0.288369606906409	-0.0693678958550964	0.0463084212111162	-0.20505223358434	-0.749931306802805	-0.570026418412581	-0.62326972001792	-0.140341516491513	-0.0679613293422315	0.012366954001998	0.0949660716136823	-0.0182298639665489	0.434995241636538	-0.287116758571795	-0.251844609282485	-0.45582170896422	-0.612185438964727	0.863812761041364	-0.282878305908431	-0.247321119028213	-0.00306614197877088	0.0562755952390806	-0.333493004982125	-0.143329637769986	-0.244828567094651	0.00470203177937199	0.0513897414540119	-0.426649400142518	-0.406611154507962	-0.0265102866653928	0.162703419315423	0.151638107106561	-0.0791635573650637	-0.0814311058486383	-0.265171498498904
34	YAL053W	0.173826847007663	0.211941566921872	-0.55239193171482	0.248342771653778	0.277376662915644	0.166530837430295	0.0599825339578345	0.0485940336402421	-0.0521363211757724	0.277692611449595	0.432663376323529	0.0460412058283643	0.101901017752972	0.220443923591922	-0.000356442122762608	-0.0852490902986142	0.00244571317202496	0.308105990540791	-0.0679709750239433	-0.15957095937498	0.173205260595171	0.025873138738958	-0.190096071786511	0.0323236481860751	0.0064477943399835	0.339157534923072	-0.271936051622979	-0.0398214855324929	-0.113891791192275	0.156803825655187	0.374875275613705	0.220503920449635	0.261667548151819	0.0153353126324603	0.154160558920888	0.200596220432431	0.281424125417885	0.340573880260263	0.227868537869133	-0.31298557214475
35	YAL054C	2.19824508898342	1.59143363984169	1.1691196649963	-0.546909200472444	-0.453630085947481	-0.0843313125392968	0.683945484684746	-0.701086488847214	0.772395087364151	0.971508165338156	-1.13350202805027	-0.787852218649608	0.976295160430024	2.30060732312498	1.01391520197066	-2.18709588442215	-2.00807017258079	-0.18273184137243	0.390362628857693	-0.689894181154902	1.31386735495026	0.363695974737836	-1.77510001868368	-0.305980926131685	-0.93484729933742	1.82166951008368	0.337796379931511	0.772533943628412	2.21592922415126	0.906107151978917	0.94583111562384	0.446010309640196	-0.211072183498778	0.263909674144203	1.4442627227713	-0.281790996784597	-3.30873758336468	-1.11579470191064	0.547646138162232	-0.317067076312298
36	YAL055W	-0.0473669191444296	-0.166050052137176	-0.138631700492844	-0.151138599327004	-0.123145397007	0.0746854383105103	-0.240764104401919	-0.260496785780475	-0.213851231528342	-0.461607883745828	-0.257228368353471	0.163948348580967	0.0527472203877166	0.100838485314329	-0.182832525805135	0.312045154536954	-0.276040953225243	-0.0319255862268299	-0.0933956136204697	0.0586454086001974	-0.0487048099087293	0.373347033358328	-1.42408864668524	0.0789467733310456	-0.242440622357999	0.180810569260989	-0.154460709432557	-0.401371826389675	-0.0129173207878536	-1.0845222610995	0.264956204697702	0.0178848029598168	-0.183072995546396	-0.312657638451389	0.0393338997723409	-0.0571905575260964	-0.127334910581036	0.0708573312363576	-0.232742519170442	-0.437735475960874
37	YAL056W	0.134368043213119	-0.0617360996002013	0.17534629625335	-0.0119322104803163	-0.101583620746771	-0.289263079847809	-0.540017154108816	-0.00478292256850073	-0.0815496206256213	-0.472870226398503	-0.408876427727049	-0.0279460145227717	-0.141101992517218	-0.0828398793958007	-0.00835653354447725	0.195743288824965	-0.223989081963074	-0.157663756572163	-0.18062198899978	-0.00908225761310296	-0.323400930467145	-0.103381418217795	1.05456200956908	-0.23225415630624	-0.209855886304502	0.0930030710817169	0.147937708613828	-0.1295405086218	-0.0960391498223674	-0.211598587053369	-0.159069360894728	0.0488624695284587	-0.209543396073769	-0.394686134022651	0.0376287802045789	-0.924987414170184	-0.515719760453367	-0.817786964933804	-0.968133522375275	-0.283655431958244
