gene	Dipyridyl22	Dimethylimidazole24	Dimethylpyrazine26	Methylimidazole2	Methylimidazole45	OHAcetophenone4	OHBenzaldehyde4	OHBenzoicAcid4	Acetamide	AcetoSyringone	Acetovanillone	AzelaicAcid	BMIMCl	Benomyl	BenzoicAcid	CV	CaffeicAcid	CinnamicAcid	CoumaricAcid	CoumaroylAmide	DMSO	EMIMCl	EtOH	FerulicAcid	FeruloylAmide	Furfural	GVL	Isobutanol	LevulinicAcid	MBO	Methylglyoxal	Mycobutanil	NAO	SinapicAcid	SodiumGlyoxylate	Syringaldehyde	SyringicAcid	VanillicAcid	Vanillin	HMF5
1	YAL002W	0.427561481871769	0.37691665510996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484966990285923	0.530975978207551	NA	0.453150742566299	NA	NA	NA	NA	NA	0.458413367479512	0.518287735774551	NA	NA	0.452143268863634	0.656358315698342	0.527067457758396	0.8505870257094	0.635441492358445	NA	0.319597569976149	0.284957466324102	NA	0.347944614627341	NA	NA	NA	NA	NA
2	YAL004W	0.644578669070421	0.544344730086176	0.611343872600214	0.643178164067025	0.634228252328728	0.539302041700917	0.53943990751952	0.524219829020418	0.544634735772381	0.493045599813609	0.596571326250756	0.564854264621194	0.620497842314329	0.684728389171696	0.679011992111113	0.572285994700044	0.676155271805363	0.626478179635291	0.554052804081475	0.732124853293626	0.662413058614274	0.533497274505184	0.798398407255171	0.584102083144832	0.642423799094109	0.588071746031439	0.771229081037275	0.645753401226673	0.606327600237562	0.680839177295978	0.625750774941713	0.611947950450887	0.419167714090725	0.583712314979194	0.591892726377449	0.63895964576932	0.763904131705761	0.669033220411678	0.43180579305327	0.467980914486528
3	YAL005C	0.641242340929958	0.546428188133783	0.617467100047563	0.696989664683805	0.634790013822619	0.536235511478914	0.574465875199689	0.534926235362839	0.564139025149182	0.496593359070775	0.59071786490388	0.590600807773577	0.602859028712651	0.704410430258791	0.68443339410927	0.512092525245941	0.719547319099754	0.612818949405766	0.560246042437259	0.743536135668436	0.672222203798492	0.530843747296259	0.824210797815733	0.592119939532683	0.647798568354973	0.593673404436669	0.782292108959464	0.6185963440382	0.60570086679984	0.67521501162109	0.635179113796257	0.59052401671845	0.409807584858279	0.596060683069604	0.555654311034769	0.648833710867334	0.804835082744037	0.693042844403458	0.424942993035715	0.468167305531267
4	YAL008W	0.628763008989677	0.542353223905187	0.566434614169472	0.659683313239555	0.620412762168786	0.570303585637482	0.604301314852931	0.495360082836583	0.529545071765696	0.532365609860141	0.622009708698778	0.621646437046605	0.683876035923214	0.696768482955806	0.660629839562867	0.495675817993266	0.69145315715426	0.618960279770947	0.569277543373723	0.729058227133858	0.642588298614938	0.60671043125036	0.720788848798239	0.600443176478417	0.619348305613084	0.61181670633689	0.751473106306689	0.653310232965803	0.566124919189341	0.715151985827579	0.687275643890193	0.621849629320078	0.414089218291263	0.610665362948869	0.552872125707819	0.560336254185434	0.727385613400619	0.660265548577591	0.412815045599848	0.450149497458408
5	YAL010C	0.681341663293134	0.549384141291318	0.358103150273043	0.676789479919418	0.600247716118801	0.546687813655348	0.497956116094299	0.493858313908169	0.541528944000351	0.673253868744589	0.681238654078995	0.517007517780088	0.542551898325391	0.685951237109488	0.592737162121929	0.359510449276792	0.681550164193641	0.648708357990846	0.6769729088444	0.656439687551813	0.67901982503288	0.649621502035079	0.651927726781333	0.803479320312704	0.649454571328655	0.629987673775716	0.433928242090479	0.21509557822853	0.649353158594355	0.470598332055614	0.720004388426436	0.613127584638838	0.418972779756815	0.704027169598282	0.57484607872101	0.696439583547141	0.646386397772429	0.678828648324021	0.428977239636285	0.65192986386943
6	YAL011W	0.623258985988027	0.568857634148148	0.475665044747755	0.668445199590571	0.617315628069926	0.347107628430619	0.555937998364841	0.515910176698499	0.455929989642057	0.187551060471325	0.104161866070216	0.566560924478831	0.609366245897863	0.71679009669966	0.673351394645026	0.501756449445339	0.612187769833748	0.632722919033834	0.575761287225788	0.559759201535034	0.435492287461378	0.62030804443994	0.645594271522898	0.634190088415668	0.14251461959081	0.598964866781446	0.744030278553075	0.690887000715264	0.548823082350318	0.732073833103262	0.702972021718338	0.610793763572018	0.392802101517763	0.524846787437374	0.574327419282305	0.501287008221262	0.643464685636716	0.647658577607242	0.356555847518328	0.441221077746961
7	YAL013W	0.58427891083936	0.538283311367838	0.474392610644959	0.703450547007291	0.606927584152334	0.582696265668544	0.554004541865248	0.459353794617363	0.528470787018383	0.57544829187442	0.684348259832988	0.525731961753871	0.684276014902996	0.71062401021296	0.60854831073474	0.556900149366115	0.636487949677893	0.414669212937879	0.569336616846633	0.683305930495238	0.711998629617619	0.71280867620889	0.648812335746015	0.632113198538678	0.623020214773752	0.629295446695845	0.74422339548932	0.555185592982026	0.565087589119	0.666031931829919	0.662241499681973	0.529982778608592	0.584158226601449	0.634960337021078	0.571352358645862	0.584221537421675	0.651115926464102	0.518952109105639	0.413684187610055	0.445959402300165
8	YAL014C	0.62532708291302	0.540868870567841	0.593979775402336	0.67006228531821	0.624291995057755	0.542382403515036	0.592412634334111	0.49630315725371	0.536273758277961	0.519540078387542	0.586432316831077	0.572749335870209	0.655849139981357	0.70014941185099	0.620596612404276	0.523596101698655	0.663497780250829	0.597185789847461	0.592565436902771	0.715854118336161	0.631084588312188	0.549697316746224	0.760639225479107	0.659053090638145	0.595977787794575	0.60185392654181	0.777374367693195	0.661564987802621	0.570043301189868	0.742244889047806	0.652306855699883	0.610427869828837	0.453331042210918	0.58399744569944	0.568386354168583	0.604308973329336	0.691348606997269	0.648665870710629	0.421704811959279	0.471385100072612
9	YAL015C	0.642805302857437	0.54980360572897	0.549772610172021	0.679191204053521	0.634285864992809	0.578905552744721	0.548157811870068	0.499537508781118	0.516847282598414	0.554613485100365	0.628264918128731	0.586384713527876	0.708483082536275	0.729117010340386	0.639137521051953	0.5350422167636	0.644039006693809	0.55827179899441	0.596747228556443	0.720813561920647	0.641761309609077	0.60369264679791	0.728436927083772	0.630133928087954	0.612405592763369	0.601943729133049	0.75017416641773	0.660436869592238	0.548781393637097	0.72860107247336	0.672372729085858	0.601238652931129	0.445171892678692	0.59834520235565	0.558343689392848	0.493906447358314	0.661845310512502	0.616530993035196	0.395302324471443	0.434854203881281
10	YAL017W	0.662514966015368	0.544132660573809	0.536859150669053	0.662285576027049	0.618047504676585	0.57779431635369	0.575130251272975	0.503715456861962	0.512597490442127	0.585018798617508	0.632893415669733	0.594290072258364	0.655485203197768	0.71831482009943	0.639637350170824	0.505937573771772	0.674361385868169	0.559142534231214	0.605519283137914	0.717608709029797	0.668586790919189	0.596819104862064	0.749628118061171	0.635207064928156	0.616177910280147	0.618927867035801	0.778464841701928	0.659941672854186	0.531209492139475	0.730576229147661	0.666729525776815	0.633650118564209	0.429959768434157	0.621729000115127	0.550359137819703	0.56548087361507	0.722233396712328	0.662785064827282	0.401204565533016	0.424068409567703
