"gene"	"CV"
"70"	"YBL009W"	6.8655525955523
"71"	"YBL010C"	-0.701741463140227
"72"	"YBL015W"	0.855310505895676
"73"	"YBL016W"	-1.76998502339573
"74"	"YBL017C"	7.25562163660474
"75"	"YBL019W"	0.0917417507002898
"76"	"YBL021C"	-0.0308496646783379
"77"	"YBL024W"	1.09682416506287
"78"	"YBL027W"	7.77540041918591
"79"	"YBL028C"	0.165093645211957
"80"	"YBL029W"	-0.430333381656596
"81"	"YBL031W"	-0.0414701973203409
"82"	"YBL032W"	1.07722754766389
"83"	"YBL036C"	0.566405754413618
"84"	"YBL037W"	-4.30815013138089
"85"	"YBL039C"	0.258196263108517
"86"	"YBL042C"	0.907505214905063
"87"	"YBL043W"	4.07242652605788
"88"	"YBL046W"	0.282140338105676
"89"	"YBL048W"	0.11251998836627
"90"	"YBL049W"	0.563534139775121
"91"	"YBL051C"	-1.99493146103621
"92"	"YBL052C"	0.378082268146643
"93"	"YBL053W"	0.369697982223623
"94"	"YBL054W"	1.821036772229
"95"	"YBL055C"	0.494999617130378
"96"	"YBL056W"	-1.91238089949274
"97"	"YBL057C"	0.705039107773781
"98"	"YBL059W"	-0.057486840536378
"99"	"YBL060W"	-0.751811390368762
"100"	"YBL061C"	1.02979969363093
"101"	"YBL062W"	1.00478604144409
"102"	"YBL063W"	0.631577854358891
"103"	"YBL064C"	0.88168020136556
"104"	"YBL065W"	1.12151861248378
"105"	"YBL066C"	-0.774840150830041
"106"	"YBL067C"	-0.40064885981196
"107"	"YBL068W"	0.478022937760172
"108"	"YBL069W"	-1.685922876655
"109"	"YBL070C"	0.445807823532305
"110"	"YBL071C"	0.39550074519853
"111"	"YBL072C"	2.12353697762134
"112"	"YBL075C"	0.140812176710272
"113"	"YBL078C"	-1.25704072240765
"114"	"YBL079W"	1.27189809351617
"115"	"YBL081W"	0.694664326678071
"116"	"YBL082C"	1.24706704055891
"117"	"YBL083C"	0.538192570750038
"118"	"YBL085W"	0.696615683463219
"119"	"YBL086C"	-1.2223115231372
"120"	"YBL087C"	1.52553694332186
"121"	"YBL088C"	0.286746391405925
"122"	"YBL089W"	7.26241104760649
"123"	"YBL091C-A"	-0.75192966528757
"124"	"YBL091C"	0.643423783160797
"125"	"YBL094C"	-0.158519612638268
"126"	"YBL095W"	-0.0194343576398918
"127"	"YBL096C"	0.864799988799768
"128"	"YBL098W"	0.0928741911896149
"129"	"YBL101C"	0.134549161978428
"130"	"YBL102W"	-1.46252213822944
"131"	"YBL103C"	-1.34599657608804
"132"	"YBL104C"	1.06097816083286
"133"	"YBL106C"	-2.45618854056436
"134"	"YBL107C"	0.119726542499739
"135"	"YBR001C"	7.71422213072862
"136"	"YBR005W"	8.68971055410008
"137"	"YBR006W"	-1.03841920520172
"138"	"YBR007C"	1.93398302719422
"139"	"YBR008C"	0.809689312020225
"140"	"YBR009C"	6.87438238851828
"141"	"YBR010W"	-1.7795342470239
"142"	"YBR012C"	1.5817660124151
"143"	"YBR013C"	1.00599134735316
"144"	"YBR014C"	0.821820732176729
"145"	"YBR015C"	0.552873664053124
"146"	"YBR016W"	2.08769235644718
"147"	"YBR018C"	0.0960891975103208
"148"	"YBR022W"	-3.35609312762276
"149"	"YBR024W"	0.644828555768068
"150"	"YBR025C"	-1.24288089940706
"151"	"YBR026C"	-3.31674047329349
"152"	"YBR027C"	0.0547477871562607
"153"	"YBR028C"	0.413325238146907
"154"	"YBR030W"	0.372994333675432
"155"	"YBR031W"	0.847073680134895
"156"	"YBR032W"	0.541693034678908
"157"	"YBR033W"	0.492922221336384
"158"	"YBR034C"	-4.20527815843374
"159"	"YBR036C"	2.70706668607538
"160"	"YBR040W"	1.50326055058642
"161"	"YBR041W"	-0.854881850000051
"162"	"YBR042C"	-4.34405804458853
"163"	"YBR043C"	-2.50812074647239
"164"	"YBR044C"	-0.53924966711627
"165"	"YBR045C"	0.814950936280522
"166"	"YBR047W"	-2.65809950698053
"167"	"YBR048W"	1.14166197854709
"168"	"YBR052C"	0.491264205514371
"169"	"YBR053C"	0.248873831904528
"170"	"YBR054W"	0.0538045365360465
"171"	"YBR056W"	-0.115862796569446
"172"	"YBR057C"	0.622861585212868
"173"	"YBR058C"	-0.718077695017615
"174"	"YBR059C"	1.689699296456
"175"	"YBR061C"	-1.66060734288201
"176"	"YBR062C"	0.620050288243453
"177"	"YBR063C"	-0.251759660041319
"178"	"YBR064W"	1.05432492359603
"179"	"YBR065C"	0.249229573826082
"180"	"YBR068C"	1.63484938378614
"181"	"YBR069C"	-0.285382099665296
"182"	"YBR071W"	-0.591759348574813
"183"	"YBR072W"	-0.107330453977633
"184"	"YBR073W"	-1.37017608150218
"185"	"YBR074W"	-1.26132988066754
"186"	"YBR075W"	-0.124035204080372
"187"	"YBR076W"	0.595415877033412
"188"	"YBR077C"	-0.204864286826574
"189"	"YBR078W"	1.35830731996307
"190"	"YBR082C"	3.91869520739528
"191"	"YBR083W"	-1.83550878916002
"192"	"YBR084C-A"	-0.21928575485735
"193"	"YBR084W"	0.823077707233766
"194"	"YBR085W"	-0.247970105060581
"195"	"YBR086C"	0.742009175221011
"196"	"YBR090C-A"	0.174425904577775
"197"	"YBR090C"	0.758587612940206
"198"	"YBR092C"	0.176766682720659
"199"	"YBR095C"	1.87972231177017
"200"	"YBR098W"	0.415464877289245
"201"	"YBR099C"	-0.736047112339434
"202"	"YBR100W"	-0.236022603148573
"203"	"YBR104W"	1.75180214615288
"204"	"YBR105C"	0.710582299503918
"205"	"YBR107C"	-2.77260862667878
"206"	"YBR108W"	-1.62982442079969
"207"	"YBR111C"	-0.932082596975525
"208"	"YBR113W"	7.94735776587774
"209"	"YBR114W"	-8.09519228913882
"210"	"YBR115C"	8.68654405570706
"211"	"YBR116C"	0.992611995061706
"212"	"YBR118W"	0.363599061278969
"213"	"YBR119W"	-0.29254164777497
"214"	"YBR125C"	-1.4718053137185
"215"	"YBR126C"	0.294872512721745
"216"	"YBR128C"	0.420187286768263
"217"	"YBR129C"	0.252510478385743
"218"	"YBR130C"	-0.44040662444989
"219"	"YBR132C"	0.814139975101982
"220"	"YBR134W"	1.20144825286814
"221"	"YBR137W"	1.5202186236848
"222"	"YBR138C"	0.174385028039512
"223"	"YBR141C"	0.19806152970024
"224"	"YBR144C"	-1.1443682678043
"225"	"YBR145W"	-0.254657383116451
"226"	"YBR147W"	1.08585645232039
"227"	"YBR148W"	0.155754457171533
"228"	"YBR150C"	-2.89420818211407
"229"	"YBR151W"	2.00715268335524
"230"	"YBR156C"	-1.53217471901097
"231"	"YBR157C"	0.360487011217434
"232"	"YBR161W"	1.01282111946855
"233"	"YBR162C"	0.35354510498572
"234"	"YBR162W-A"	2.56098182470101
"235"	"YBR164C"	3.11154396161238
"236"	"YBR165W"	-0.43422008965981
"237"	"YBR166C"	-4.65134524868342
"238"	"YBR168W"	-1.22975093278397
"239"	"YBR171W"	2.91916924965279
"240"	"YBR172C"	-0.96441923290395
"241"	"YBR174C"	1.16420028409338
"242"	"YBR175W"	1.38144513510239
"243"	"YBR176W"	-0.552405039481588
"244"	"YBR177C"	0.0683116430920556
"245"	"YBR180W"	0.253084451569903
"246"	"YBR183W"	-1.13328434970471
"247"	"YBR184W"	-0.341295166422304
"248"	"YBR185C"	-0.209125002086524
"249"	"YBR186W"	0.0555044484943755
"250"	"YBR197C"	0.364659044397549
"251"	"YBR199W"	-0.0196926943571677
"252"	"YBR200W"	9.37514155116508
"253"	"YBR203W"	0.405695188408779
"254"	"YBR204C"	0.679674278064403
"255"	"YBR205W"	0.987821264988112
"256"	"YBR206W"	-0.292178618231527
"257"	"YBR207W"	0.382802135395909
"258"	"YBR208C"	-0.784985088746293
"259"	"YBR209W"	-1.59461208091633
"260"	"YBR210W"	-0.109790111171225
"261"	"YBR212W"	-0.953190884169853
"262"	"YBR214W"	-2.78048941296764
"263"	"YBR215W"	-0.773080416099732
"264"	"YBR216C"	-0.944729142760072
"265"	"YBR217W"	0.728744131984881
"266"	"YBR218C"	-1.91441837389035
"267"	"YBR219C"	0.990073961618343
"268"	"YBR220C"	0.661444859176369
"269"	"YBR221C"	-1.76998502339573
"270"	"YBR223C"	-0.632982289398601
"271"	"YBR224W"	0.181488156852171
"272"	"YBR225W"	0.358505259338807
"273"	"YBR226C"	-0.898958014679311
"274"	"YBR229C"	0.477944961319136
"275"	"YBR231C"	1.15813601561288
"276"	"YBR232C"	0.287536884807575
"277"	"YBR233W"	-3.80506009714382
"278"	"YBR235W"	0.27027583992002
"279"	"YBR239C"	-1.31889384749555
"280"	"YBR240C"	0.955745574038385
"281"	"YBR241C"	0.406642161041177
"282"	"YBR245C"	-2.56565187030449
"283"	"YBR248C"	8.50839623800991
"284"	"YBR250W"	0.450548620520934
"285"	"YBR255W"	-2.03206085414773
"286"	"YBR258C"	1.49318347002342
"287"	"YBR259W"	-0.626890443467901
"288"	"YBR260C"	0.260477172727524
"289"	"YBR261C"	-1.81954839239399
"290"	"YBR262C"	0.265967100716635
"291"	"YBR263W"	-0.270807573098194
"292"	"YBR264C"	0.797812371606543
"293"	"YBR266C"	9.75897298634912
"294"	"YBR267W"	0.917639777281176
"295"	"YBR269C"	-0.0195187115446524
"296"	"YBR270C"	0.437354918779517
"297"	"YBR271W"	-1.24218680776795
"298"	"YBR274W"	0.19459633533515
"299"	"YBR275C"	-2.33852055811687
"300"	"YBR276C"	0.536597090932286
"301"	"YBR277C"	0.503507038023517
"302"	"YBR278W"	0.290170238306883
"303"	"YBR280C"	0.0604448481317418
"304"	"YBR281C"	-0.120844193346479
"305"	"YBR283C"	-1.89007586770557
"306"	"YBR284W"	0.253129415336791
"307"	"YBR285W"	0.75373432088049
"308"	"YBR286W"	0.365538750285877
"309"	"YBR287W"	-0.181037623285047
"310"	"YBR289W"	-1.06909477533006
"311"	"YBR290W"	-1.57442120655471
"312"	"YBR291C"	0.0927321722883772
"313"	"YBR292C"	0.314886898416854
"314"	"YBR293W"	-0.300009721768002
"315"	"YBR294W"	1.58790816471385
"316"	"YBR295W"	0.845913425150796
"317"	"YBR296C"	0.0633404439497692
"318"	"YBR297W"	-0.38294516995906
"319"	"YBR298C"	0.0575499210378309
"320"	"YBR301W"	0.315821827420501
"321"	"YCL001W-A"	-0.628793169640245
"322"	"YCL001W"	0.933190512690405
"323"	"YCL006C"	-0.791256498645727
"324"	"YCL010C"	-1.92324637628265
"325"	"YCL011C"	-0.017970558803593
"326"	"YCL012W"	-0.440750467512792
"327"	"YCL013W"	0.0292958829275397
"328"	"YCL014W"	-0.347586439458435
"329"	"YCL016C"	-0.953190884169853
"330"	"YCL022C"	-3.0959888504326
"331"	"YCL023C"	-0.706291630913278
"332"	"YCL024W"	-1.86889309438806
"333"	"YCL025C"	-0.10022527456177
"334"	"YCL026C-A"	0.545316776265538
"335"	"YCL026C"	0.438471501153725
"336"	"YCL027W"	-0.159090946229176
"337"	"YCL028W"	-0.902573947500722
"338"	"YCL029C"	-0.256278605296111
"339"	"YCL034W"	-4.36136368859173
"340"	"YCL035C"	-0.1873871926033
"341"	"YCL038C"	1.12904123523797
"342"	"YCL039W"	0.19815004553003
"343"	"YCL042W"	0.661967761866916
"344"	"YCL046W"	-0.0564714126022752
"345"	"YCL048W"	-0.0776839517308826
"346"	"YCL049C"	0.330293874565728
"347"	"YCL050C"	0.747675367345818
"348"	"YCL051W"	0.569616503481842
"349"	"YCL055W"	-0.616244675018599
"350"	"YCL057W"	0.998391961558235
"351"	"YCL061C"	1.20513141906934
"352"	"YCL062W"	0.204694230986031
"353"	"YCL063W"	-1.10869969260307
"354"	"YCL064C"	-0.302375577380562
"355"	"YCL069W"	0.371067708627783
"356"	"YCL074W"	1.16260793681549
"357"	"YCL075W"	-1.90485485431741
"358"	"YCL076W"	-0.0220406420630822
"359"	"YCR001W"	0.249729796344626
"360"	"YCR005C"	0.608296326611149
"361"	"YCR006C"	0.528492729499365
"362"	"YCR007C"	-0.0813503117269048
"363"	"YCR008W"	-4.13363197767759
"364"	"YCR009C"	2.31220885181245
"365"	"YCR010C"	-0.0688956666862912
"366"	"YCR011C"	-0.845866078950209
"367"	"YCR014C"	0.227647959754067
"368"	"YCR015C"	0.00789351497889922
"369"	"YCR016W"	0.60003528541088
"370"	"YCR017C"	1.52635301275851
"371"	"YCR019W"	0.54934874353682
"372"	"YCR020C-A"	-3.11088279395389
"373"	"YCR020C"	-0.477267243719624
"374"	"YCR021C"	0.0379709568427835
"375"	"YCR022C"	0.395518556440433
"376"	"YCR023C"	0.175107599078855
"377"	"YCR024C-A"	-1.99947200201025
"378"	"YCR025C"	-1.73101072835939
"379"	"YCR027C"	0.463168351775
"380"	"YCR028C-A"	8.85199922113975
"381"	"YCR030C"	0.545456531507525
"382"	"YCR031C"	1.31859458232364
"383"	"YCR032W"	-0.944344140655319
"384"	"YCR033W"	-1.90462759731436
"385"	"YCR034W"	2.15037752998237
"386"	"YCR036W"	0.267616267303921
"387"	"YCR037C"	-1.57457833070081
"388"	"YCR043C"	1.31111249491935
"389"	"YCR044C"	-0.995694772204317
"390"	"YCR045C"	0.563018901952126
"391"	"YCR048W"	-2.76355475411714
"392"	"YCR049C"	0.81154823667817
"393"	"YCR050C"	0.301932617586052
"394"	"YCR051W"	0.254032765861197
"395"	"YCR053W"	-0.96079972103527
"396"	"YCR059C"	-0.593441316121323
"397"	"YCR060W"	1.20331806638839
"398"	"YCR061W"	-2.08414658156648
"399"	"YCR062W"	0.342723113125911
"400"	"YCR065W"	0.801377814325856
"401"	"YCR068W"	0.417677899288203
"402"	"YCR069W"	-0.283978344361484
"403"	"YCR071C"	2.88708270623229
"404"	"YCR073C"	-2.45983383306565
"405"	"YCR073W-A"	-0.503847078770694
"406"	"YCR075C"	0.604070850097184
"407"	"YCR076C"	0.0586924844610645
"408"	"YCR077C"	-1.29190228184626
"409"	"YCR079W"	-2.51119512645083
"410"	"YCR081W"	-1.56773460161512
"411"	"YCR082W"	0.516443021072838
"412"	"YCR085W"	-0.363836734175837
"413"	"YCR086W"	-0.1893981670808
"414"	"YCR087C-A"	1.03306670865399
"415"	"YCR087W"	-0.180098502645682
"416"	"YCR088W"	1.60176435937103
"417"	"YCR090C"	0.389096637088239
"418"	"YCR092C"	0.130459260425304
"419"	"YCR095C"	0.903879436440273
"420"	"YCR098C"	0.280300907704721
"421"	"YCR099C"	-0.337720680783645
"422"	"YCR100C"	0.214435192725655
"423"	"YCR101C"	0.166711572260495
"424"	"YCR102C"	0.138159048685915
"425"	"YCR102W-A"	-2.13104596521703
"426"	"YCR105W"	0.0947360587529202
"427"	"YCR106W"	-0.140936740744147
"428"	"YCR107W"	1.0175244545554
"429"	"YDL001W"	9.27521717471019
"430"	"YDL002C"	7.9144224774141
"431"	"YDL006W"	8.91246409115252
"432"	"YDL010W"	0.645812971417423
"433"	"YDL011C"	1.7425718609027
"434"	"YDL012C"	8.69373993991687
"435"	"YDL013W"	9.27712628213289
"436"	"YDL018C"	1.42959237598779
"437"	"YDL019C"	-1.00607797246737
"438"	"YDL020C"	2.24765235766887
"439"	"YDL024C"	-0.679219323532469
"440"	"YDL025C"	1.59563284921193
"441"	"YDL026W"	0.286702388325329
"442"	"YDL035C"	-0.251561370631716
"443"	"YDL036C"	0.654120770794492
"444"	"YDL037C"	0.830005117323945
"445"	"YDL038C"	0.0124577885621602
"446"	"YDL039C"	0.165254242294544
"447"	"YDL048C"	0.497461143491457
"448"	"YDL050C"	0.88110484946257
"449"	"YDL051W"	1.51760646324584
"450"	"YDL052C"	0.578859777837056
"451"	"YDL054C"	-0.393384622660941
"452"	"YDL056W"	1.40321448616947
"453"	"YDL059C"	0.331502905800427
"454"	"YDL063C"	0.806454445338188
"455"	"YDL066W"	0.795515299417331
"456"	"YDL070W"	-1.4929624878182
"457"	"YDL071C"	-0.296974376954438
"458"	"YDL074C"	0.816249105604981
"459"	"YDL076C"	1.36104087473888
"460"	"YDL077C"	8.85493440628187
"461"	"YDL078C"	1.75212990447426
"462"	"YDL079C"	0.3476943445837
"463"	"YDL080C"	0.800196851400651
"464"	"YDL081C"	2.0891780460924
"465"	"YDL082W"	1.05353521357432
"466"	"YDL083C"	-0.721258611891632
"467"	"YDL085W"	0.0688425167475907
"468"	"YDL086W"	0.489500735236953
"469"	"YDL088C"	0.177054404195733
"470"	"YDL089W"	-1.23408794456302
"471"	"YDL091C"	0.391232949720562
"472"	"YDL093W"	0.230019390715628
"473"	"YDL094C"	-0.344442570227104
"474"	"YDL096C"	2.01450281286355
"475"	"YDL100C"	-3.73338101476653
"476"	"YDL106C"	1.05750562546615
"477"	"YDL109C"	-0.684940389172667
"478"	"YDL110C"	-0.288293127792662
"479"	"YDL112W"	-1.54659486432782
"480"	"YDL114W"	-0.189255749863394
"481"	"YDL119C"	-4.55837397302794
"482"	"YDL121C"	0.515252937304697
"483"	"YDL122W"	0.449212693445232
"484"	"YDL123W"	0.0491603947462338
"485"	"YDL127W"	-0.10665850497086
"486"	"YDL128W"	-1.64629015763044
"487"	"YDL130W-A"	-1.65684247755181
"488"	"YDL130W"	0.274522424156482
"489"	"YDL133C-A"	-2.51140901324491
"490"	"YDL134C"	-1.42356551337557
"491"	"YDL136W"	-0.252205316807699
"492"	"YDL137W"	0.743346420472459
"493"	"YDL142C"	-0.21177989585007
"494"	"YDL144C"	-2.86642575230806
"495"	"YDL149W"	0.116087702267406
"496"	"YDL154W"	0.479662152722963
"497"	"YDL155W"	1.78366147076389
"498"	"YDL156W"	-0.0518802256337836
"499"	"YDL161W"	0.0281134886909228
"500"	"YDL162C"	-2.52642744113526
"501"	"YDL168W"	0.192939373140043
"502"	"YDL169C"	0.353646017829603
"503"	"YDL170W"	0.877031834061925
"504"	"YDL171C"	-1.65791422358929
"505"	"YDL172C"	-0.411631942283626
"506"	"YDL173W"	-0.405871184262385
"507"	"YDL174C"	-0.305932845436963
"508"	"YDL177C"	0.123997909075045
"509"	"YDL178W"	-0.0174017545211814
"510"	"YDL180W"	0.270512929010347
"511"	"YDL182W"	-0.4996778854111
"512"	"YDL184C"	-3.1585783610246
"513"	"YDL186W"	-1.92104142115385
"514"	"YDL187C"	0.609158929505174
"515"	"YDL188C"	-2.44791254311874
"516"	"YDL189W"	-0.0591189351599285
"517"	"YDL190C"	-3.3706147072191
"518"	"YDL191W"	-1.87886754614266
"519"	"YDL194W"	-1.64629015763044
"520"	"YDL197C"	1.13915090710903
"521"	"YDL199C"	0.293913915652705
"522"	"YDL200C"	0.418188276768091
"523"	"YDL201W"	0.549438451291803
"524"	"YDL203C"	0.16694089242008
"525"	"YDL204W"	-1.95093114890873
"526"	"YDL210W"	-0.321619641426769
"527"	"YDL211C"	-0.455104595538405
"528"	"YDL215C"	-0.178481779441342
"529"	"YDL218W"	-1.08377244297192
"530"	"YDL219W"	-1.55425489223633
"531"	"YDL223C"	-1.92044741912592
"532"	"YDL224C"	-0.718935044180661
"533"	"YDL226C"	1.40756217724829
"534"	"YDL227C"	-0.190787558173743
"535"	"YDL229W"	0.130636400502432
"536"	"YDL230W"	0.548981331699035
"537"	"YDL231C"	-2.51425954196791
"538"	"YDL233W"	-0.806883455936502
"539"	"YDL236W"	0.266474547699962
"540"	"YDL237W"	-1.2455115080582
"541"	"YDL239C"	-0.459500298235455
"542"	"YDL240W"	1.21408628180794
"543"	"YDL241W"	-0.883432385276641
"544"	"YDL242W"	-2.23602613300098
"545"	"YDL243C"	-0.544153031683188
"546"	"YDR001C"	2.3733297165668
"547"	"YDR003W"	6.28944630418242
"548"	"YDR004W"	9.29193728718768
"549"	"YDR005C"	8.5250040146747
"550"	"YDR006C"	8.68415802166779
"551"	"YDR007W"	9.01834068258099
"552"	"YDR009W"	1.39881971048026
"553"	"YDR010C"	0.034891651568705
"554"	"YDR011W"	8.33695883180237
"555"	"YDR014W"	1.46300963968773
"556"	"YDR015C"	0.824054490898489
"557"	"YDR018C"	0.967290664841705
"558"	"YDR019C"	8.72993931261607
"559"	"YDR020C"	0.216898549863927
"560"	"YDR022C"	1.94260524677593
"561"	"YDR024W"	8.00606430102464
"562"	"YDR025W"	1.36984863440157
"563"	"YDR026C"	6.48898273689885
"564"	"YDR030C"	-1.19687678825902
"565"	"YDR033W"	2.48822302651307
"566"	"YDR035W"	1.42367795416614
"567"	"YDR036C"	1.60771325851853
"568"	"YDR046C"	0.480853138979427
"569"	"YDR048C"	-0.221549242903196
"570"	"YDR049W"	9.10740409430871
"571"	"YDR051C"	0.160170686380677
"572"	"YDR055W"	-0.956475869768757
"573"	"YDR057W"	0.250718232335847
"574"	"YDR058C"	-1.61861103334539
"575"	"YDR061W"	-0.355916886043009
"576"	"YDR063W"	-1.64629015763044
"577"	"YDR066C"	0.490658853424583
"578"	"YDR067C"	0.0622143865736267
"579"	"YDR068W"	-0.199138866416379
"580"	"YDR070C"	-0.655634182328299
"581"	"YDR071C"	-1.08193542620885
"582"	"YDR072C"	1.07161350458063
"583"	"YDR073W"	-0.982018072190387
"584"	"YDR074W"	-2.71529639804932
"585"	"YDR076W"	0.817719498842288
"586"	"YDR080W"	-1.40519599699313
"587"	"YDR083W"	2.32624409316374
"588"	"YDR085C"	-1.20207662566515
"589"	"YDR089W"	-0.980642224504284
"590"	"YDR090C"	-1.8039119623251
"591"	"YDR092W"	4.18537235784122
"592"	"YDR093W"	-0.733343306874633
"593"	"YDR094W"	0.667780471890612
"594"	"YDR095C"	-1.43419247436775
"595"	"YDR097C"	0.121836063022201
"596"	"YDR098C"	0.186298855650118
"597"	"YDR099W"	-0.295939962058354
"598"	"YDR100W"	0.0586345431832849
"599"	"YDR101C"	0.500364332393446
"600"	"YDR102C"	-0.148816047173523
"601"	"YDR104C"	0.141166859219092
"602"	"YDR108W"	2.6930096470396
"603"	"YDR109C"	-0.181801441045934
"604"	"YDR110W"	0.543624019635879
"605"	"YDR111C"	0.706345316205166
"606"	"YDR112W"	0.0323270962599191
"607"	"YDR116C"	-0.30301750839259
"608"	"YDR117C"	-1.7416557305831
"609"	"YDR119W"	0.710795679967995
"610"	"YDR120C"	-0.0247115744964268
"611"	"YDR121W"	-0.10840023129444
"612"	"YDR122W"	1.06529352036632
"613"	"YDR123C"	1.27754590361278
"614"	"YDR124W"	0.122545993282716
"615"	"YDR125C"	-0.154118079974891
"616"	"YDR126W"	8.52191666389323
"617"	"YDR127W"	0.601961907730927
"618"	"YDR128W"	-1.80988239017205
"619"	"YDR130C"	0.205863778753871
"620"	"YDR131C"	-0.0169300121628057
"621"	"YDR132C"	0.192338081295646
"622"	"YDR133C"	-0.654183626214493
"623"	"YDR134C"	0.0230875586421662
"624"	"YDR135C"	0.7320848110556
"625"	"YDR139C"	-2.25610382367591
"626"	"YDR142C"	0.750371883894943
"627"	"YDR143C"	1.18865290617423
"628"	"YDR144C"	0.486584017792769
"629"	"YDR146C"	1.25739912402135
"630"	"YDR147W"	0.36374809201351
"631"	"YDR148C"	0.108346488504977
"632"	"YDR149C"	0.492250173900283
"633"	"YDR150W"	0.613851489948228
"634"	"YDR153C"	0.154359936549518
"635"	"YDR154C"	0.460111241052524
"636"	"YDR155C"	-0.238625691441059
"637"	"YDR156W"	-1.07381755007875
"638"	"YDR157W"	1.47449205863612
"639"	"YDR158W"	-0.524338437966408
"640"	"YDR159W"	0.716380138827766
"641"	"YDR161W"	0.156013485894234
"642"	"YDR162C"	-1.39595466428396
"643"	"YDR163W"	1.20451472358904
"644"	"YDR165W"	0.474203347813212
"645"	"YDR169C"	0.662252502873566
"646"	"YDR171W"	0.276192126124205
"647"	"YDR174W"	1.29074227574772
"648"	"YDR181C"	-0.571271935924076
"649"	"YDR184C"	0.821539887270269
"650"	"YDR185C"	-0.172575271000145
"651"	"YDR186C"	1.6784986869959
"652"	"YDR191W"	-2.45488636992086
"653"	"YDR192C"	0.455753709786611
"654"	"YDR193W"	-5.90603801770214
"655"	"YDR198C"	0.144535332383188
"656"	"YDR202C"	0.357610505915244
"657"	"YDR203W"	0.974766773247533
"658"	"YDR205W"	-0.483031732924402
"659"	"YDR206W"	-1.0770702592174
"660"	"YDR207C"	1.13995157058256
"661"	"YDR209C"	0.0175588915001046
"662"	"YDR210W"	0.16511510897339
"663"	"YDR213W"	-0.817689945260458
"664"	"YDR214W"	-0.145608165508016
"665"	"YDR215C"	0.0909268418751012
"666"	"YDR216W"	-1.71812933366163
"667"	"YDR217C"	-0.757157734451198
"668"	"YDR218C"	0.0929626339321785
"669"	"YDR219C"	0.157687258028835
"670"	"YDR220C"	0.572495600343501
"671"	"YDR222W"	2.38083998442769
"672"	"YDR223W"	-0.232349656644269
"673"	"YDR229W"	0.151182417972118
"674"	"YDR233C"	-1.42072601904874
"675"	"YDR239C"	0.601716478452343
"676"	"YDR241W"	1.04358941207723
"677"	"YDR242W"	1.07043078768797
"678"	"YDR244W"	-2.40416089247824
"679"	"YDR245W"	1.95872553509871
"680"	"YDR247W"	1.62067641234946
