"gene"	"DMSO"
"86"	"YBL048W"	-0.119489702764314
"87"	"YBL049W"	-0.369130968736314
"88"	"YBL051C"	0.75016926150222
"89"	"YBL052C"	-0.558301323221433
"90"	"YBL053W"	0.244778450361552
"91"	"YBL054W"	0.00225548626321815
"92"	"YBL055C"	-0.086316149543217
"93"	"YBL056W"	0.253182003666999
"94"	"YBL057C"	0.13471706750578
"95"	"YBL059W"	-0.510602464276173
"96"	"YBL060W"	-0.150036391630545
"97"	"YBL061C"	-0.0346921385599656
"98"	"YBL062W"	-0.0247544371783721
"99"	"YBL063W"	-0.105571296711311
"100"	"YBL064C"	-0.0997751934166029
"101"	"YBL065W"	-0.12660023223818
"102"	"YBL066C"	0.0612870858702721
"103"	"YBL067C"	-0.152422742420462
"104"	"YBL068W"	-0.465523610390296
"105"	"YBL069W"	0.144449000118255
"106"	"YBL070C"	-0.30957625098364
"107"	"YBL071C"	0.00440301166286734
"108"	"YBL072C"	1.34412754110461
"109"	"YBL075C"	-0.44889294450151
"110"	"YBL078C"	-0.183255530262485
"111"	"YBL079W"	-0.160637223207285
"112"	"YBL081W"	0.124492368203847
"113"	"YBL082C"	0.10663012815338
"114"	"YBL083C"	0.0682498600191279
"115"	"YBL085W"	-0.284398788942923
"116"	"YBL086C"	-0.169758277631561
"117"	"YBL087C"	-0.0890190445349578
"118"	"YBL088C"	-0.161036097682523
"119"	"YBL089W"	-0.320683917008669
"120"	"YBL091C-A"	-0.247802478699392
"121"	"YBL091C"	-0.166045976691143
"122"	"YBL094C"	-0.272041193509951
"123"	"YBL095W"	-0.184849221160682
"124"	"YBL096C"	-0.371148568027324
"125"	"YBL098W"	0.241667356686974
"126"	"YBL101C"	-0.234081379332839
"127"	"YBL102W"	0.169569232138288
"128"	"YBL103C"	-0.174600616734774
"129"	"YBL104C"	0.183540593325261
"130"	"YBL106C"	0.120445086926534
"131"	"YBL107C"	-0.30669493230739
"132"	"YBR001C"	-0.0714305596516207
"133"	"YBR005W"	1.24201394990281
"134"	"YBR006W"	0.0935649882908291
"135"	"YBR007C"	0.0797361927617023
"136"	"YBR008C"	-0.144671378746112
"137"	"YBR009C"	0.0481906908630559
"138"	"YBR010W"	0.407902882523533
"139"	"YBR012C"	0.0783887322449602
"140"	"YBR013C"	-0.134137130770548
"141"	"YBR014C"	-0.409108571797584
"142"	"YBR015C"	3.27727118211561
"143"	"YBR016W"	-0.840307874223356
"144"	"YBR018C"	0.944197954381886
"145"	"YBR022W"	0.142762232936901
"146"	"YBR024W"	-0.122305542627849
"147"	"YBR025C"	0.517912850024266
"148"	"YBR026C"	3.19178168825945
"149"	"YBR027C"	0.00374663934755571
"150"	"YBR028C"	0.0347499220273582
"151"	"YBR030W"	0.771968414082175
"152"	"YBR031W"	0.247343868189244
"153"	"YBR032W"	0.0257888390129042
"154"	"YBR033W"	-0.0950870324479306
"155"	"YBR034C"	0.0664144525741755
"156"	"YBR036C"	-0.102432131057564
"157"	"YBR040W"	-0.0117990997867691
"158"	"YBR041W"	0.415887789071583
"159"	"YBR042C"	2.21489533544114
"160"	"YBR043C"	0.373016291991494
"161"	"YBR044C"	-0.364126013048506
"162"	"YBR045C"	0.0589029036621688
"163"	"YBR047W"	-0.0018534040021513
"164"	"YBR048W"	0.665177327814095
"165"	"YBR052C"	0.462379831806201
"166"	"YBR053C"	-0.037744332584032
"167"	"YBR054W"	-0.117391962280765
"168"	"YBR056W"	-0.439731719916672
"169"	"YBR057C"	-0.0996803006969424
"170"	"YBR058C"	0.439180537573311
"171"	"YBR059C"	-0.0770267616713082
"172"	"YBR061C"	0.609228962758198
"173"	"YBR062C"	0.17580521537865
"174"	"YBR063C"	0.13656651572269
"175"	"YBR064W"	0.0897329134500344
"176"	"YBR065C"	0.0574391359150652
"177"	"YBR068C"	0.214476341480438
"178"	"YBR069C"	-0.112494879535803
"179"	"YBR071W"	-0.536815984167915
"180"	"YBR072W"	-0.121843376428387
"181"	"YBR073W"	0.113876170938672
"182"	"YBR074W"	0.241944222428739
"183"	"YBR075W"	-0.166514969862863
"184"	"YBR076W"	-0.21137971327836
"185"	"YBR077C"	0.507414021330856
"186"	"YBR078W"	-0.206134636478445
"187"	"YBR082C"	0.351853460650993
"188"	"YBR083W"	0.580902709145008
"189"	"YBR084C-A"	0.101403702066743
"190"	"YBR084W"	0.519285431071134
"191"	"YBR085W"	0.440757024612319
"192"	"YBR086C"	0.212468411545193
"193"	"YBR090C-A"	-0.276024425086702
"194"	"YBR090C"	0.00278326801823101
"195"	"YBR092C"	0.471463625148664
"196"	"YBR095C"	0.684840102447589
"197"	"YBR098W"	-0.170431804325131
"198"	"YBR099C"	-0.0363488145150815
"199"	"YBR100W"	0.0174509714380113
"200"	"YBR104W"	0.133694444809405
"201"	"YBR105C"	0.30130529145232
"202"	"YBR107C"	0.357511357158587
"203"	"YBR108W"	-1.67865881683712
"204"	"YBR111C"	0.410330059071229
"205"	"YBR113W"	0.911134052265432
"206"	"YBR114W"	-0.197088401777391
"207"	"YBR115C"	1.61121567052089
"208"	"YBR116C"	-0.212056437000117
"209"	"YBR118W"	0.492414332347512
"210"	"YBR119W"	0.1635298261909
"211"	"YBR125C"	0.27989898212516
"212"	"YBR126C"	0.0584774543086363
"213"	"YBR128C"	0.263545200727602
"214"	"YBR129C"	-0.0235796390180565
"215"	"YBR130C"	-0.487979555699584
"216"	"YBR132C"	-0.087339787377459
"217"	"YBR134W"	-0.678304373983289
"218"	"YBR137W"	-0.0576170029588732
"219"	"YBR138C"	-0.0364646786201228
"220"	"YBR141C"	0.0992697982359939
"221"	"YBR144C"	0.103123115499059
"222"	"YBR145W"	0.0167212189164554
"223"	"YBR147W"	0.406372664705079
"224"	"YBR148W"	0.0221322727183676
"225"	"YBR150C"	0.872739357519372
"226"	"YBR151W"	-0.191564119341179
"227"	"YBR156C"	2.16846003821418
"228"	"YBR157C"	0.0704354638784794
"229"	"YBR161W"	0.0307498145377615
"230"	"YBR162C"	0.312415005627732
"231"	"YBR162W-A"	0.0257185917199303
"232"	"YBR164C"	-0.883681742154525
"233"	"YBR165W"	-0.0465448293568426
"234"	"YBR166C"	-0.0237145399690126
"235"	"YBR168W"	0.0578198141023165
"236"	"YBR171W"	-3.34791500029345
"237"	"YBR172C"	-0.20418321581688
"238"	"YBR174C"	0.0847893538427693
"239"	"YBR175W"	0.00276134519303535
"240"	"YBR176W"	-0.0299503109563838
"241"	"YBR177C"	0.0517826216901754
"242"	"YBR180W"	-0.089349367329333
"243"	"YBR183W"	0.335084800306854
"244"	"YBR184W"	-0.196011596707969
"245"	"YBR185C"	0.261097286324812
"246"	"YBR186W"	0.0360657465902703
"247"	"YBR197C"	-0.0611802307604112
"248"	"YBR199W"	-0.0975304065829757
"249"	"YBR200W"	0.416537552477668
"250"	"YBR203W"	0.0933671108568346
"251"	"YBR204C"	0.152977180853917
"252"	"YBR205W"	-0.332317273860377
"253"	"YBR206W"	-0.135387104704223
"254"	"YBR207W"	0.0786258635118322
"255"	"YBR208C"	0.102579255241735
"256"	"YBR209W"	-0.725582968481479
"257"	"YBR210W"	-0.299018365713474
"258"	"YBR212W"	-1.03673800413907
"259"	"YBR214W"	0.298995279592493
"260"	"YBR215W"	-6.03609782902353
"261"	"YBR216C"	0.296258080127674
"262"	"YBR217W"	0.302512062307154
"263"	"YBR218C"	0.00521098442279569
"264"	"YBR219C"	-0.0149378654231764
"265"	"YBR220C"	0.124138192626861
"266"	"YBR221C"	0.776307355633957
"267"	"YBR223C"	0.117448078777384
"268"	"YBR224W"	0.0536277948387824
"269"	"YBR225W"	-0.127373544097993
"270"	"YBR226C"	-0.204635419064198
"271"	"YBR229C"	0.105621805176186
"272"	"YBR231C"	-2.82388353703916
"273"	"YBR232C"	0.0573416260178305
"274"	"YBR233W"	2.0410361110949
"275"	"YBR235W"	-0.001516064171589
"276"	"YBR239C"	-0.227109751620145
"277"	"YBR240C"	-3.01894305808363
"278"	"YBR241C"	-0.247227573287275
"279"	"YBR245C"	-0.406762417763037
"280"	"YBR248C"	0.482857116080666
"281"	"YBR250W"	-0.0468552712842013
"282"	"YBR255W"	0.13016106693255
"283"	"YBR258C"	-0.331041153503249
"284"	"YBR259W"	-0.155909928737179
"285"	"YBR260C"	-0.170389831147011
"286"	"YBR261C"	0.00169498508358016
"287"	"YBR262C"	0.175148348212345
"288"	"YBR263W"	-0.217522319985332
"289"	"YBR264C"	0.08135565416348
"290"	"YBR266C"	1.47789299951346
"291"	"YBR267W"	0.373253559751792
"292"	"YBR269C"	0.109314504690372
"293"	"YBR270C"	-0.444494335692921
"294"	"YBR271W"	-0.0209209015007978
"295"	"YBR274W"	-0.104622571890347
"296"	"YBR275C"	0.150173003880428
"297"	"YBR276C"	-0.147835861923049
"298"	"YBR277C"	-0.64537080335605
"299"	"YBR278W"	0.299316577097202
"300"	"YBR280C"	0.0723989584945476
"301"	"YBR281C"	-0.0509357799635736
"302"	"YBR283C"	-0.471957815291338
"303"	"YBR284W"	0.173605821196058
"304"	"YBR285W"	-0.118032390555305
"305"	"YBR286W"	-0.01869732274171
"306"	"YBR287W"	-0.525459268498502
"307"	"YBR289W"	0.293662074947336
"308"	"YBR290W"	-0.00289900107000606
"309"	"YBR291C"	-0.065042396968804
"310"	"YBR292C"	-0.640441462395307
"311"	"YBR293W"	-0.523853484797426
"312"	"YBR294W"	-0.135767616245591
"313"	"YBR295W"	0.0548959601896289
"314"	"YBR296C"	0.234824228220667
"315"	"YBR297W"	-0.62023001848222
"316"	"YBR298C"	-0.160859135683035
"317"	"YBR301W"	-0.1177013988094
"318"	"YCL001W-A"	2.7556877499556
"319"	"YCL001W"	-0.239210008150845
"320"	"YCL006C"	-0.388204507220765
"321"	"YCL010C"	-0.932872063901572
"322"	"YCL011C"	-0.532652417633817
"323"	"YCL012W"	-0.253997711953962
"324"	"YCL013W"	-0.256439398538378
"325"	"YCL014W"	-0.381937314150808
"326"	"YCL016C"	-1.03673800413907
"327"	"YCL022C"	0.309522441348185
"328"	"YCL023C"	0.130030849887496
"329"	"YCL024W"	0.158688042723576
"330"	"YCL025C"	-0.269947298800893
"331"	"YCL026C-A"	-0.385762779942571
"332"	"YCL026C"	0.0245465374502619
"333"	"YCL027W"	-0.635133535625212
"334"	"YCL028W"	-0.167648876554616
"335"	"YCL029C"	1.62303570060418
"336"	"YCL034W"	2.17640825501648
"337"	"YCL035C"	-0.305033253098806
"338"	"YCL038C"	-0.752313922481525
"339"	"YCL039W"	-0.18847958518993
"340"	"YCL042W"	2.57909796293248
"341"	"YCL046W"	0.152605319182132
"342"	"YCL048W"	-0.129387908914034
"343"	"YCL049C"	-0.373304020601383
"344"	"YCL050C"	-0.275849824369392
"345"	"YCL051W"	-0.266766776166024
"346"	"YCL055W"	-0.610685792390799
"347"	"YCL057W"	-0.318960454805079
"348"	"YCL061C"	-0.375057068931088
"349"	"YCL062W"	-0.136275090792981
"350"	"YCL063W"	0.854558490599506
"351"	"YCL064C"	0.950634870083607
"352"	"YCL069W"	0.914533309036608
"353"	"YCL074W"	-0.315990386475108
"354"	"YCL075W"	-0.0579508992102205
"355"	"YCL076W"	-0.226521622105992
"356"	"YCR001W"	-0.311854889046261
"357"	"YCR005C"	0.00912744694868453
"358"	"YCR006C"	-0.324951808754988
"359"	"YCR007C"	-0.541845608915816
"360"	"YCR008W"	-0.00779040725641014
"361"	"YCR009C"	0.307633004668634
"362"	"YCR010C"	-0.0844869912220369
"363"	"YCR011C"	0.382860697229835
"364"	"YCR014C"	0.0533159205664217
"365"	"YCR015C"	-0.302174291091889
"366"	"YCR016W"	0.166179829756177
"367"	"YCR017C"	0.193862563498666
"368"	"YCR019W"	-0.0183180394482412
"369"	"YCR020C-A"	1.53781358033866
"370"	"YCR020C"	-0.0469408499997381
"371"	"YCR021C"	-0.353647795850826
"372"	"YCR022C"	-0.291566574970506
"373"	"YCR023C"	0.470684733159945
"374"	"YCR024C-A"	-0.213699822948451
"375"	"YCR025C"	0.218559561624694
"376"	"YCR027C"	0.0263483704186717
"377"	"YCR028C-A"	1.14269966249659
"378"	"YCR030C"	-0.160152187829784
"379"	"YCR031C"	0.395374274266903
"380"	"YCR032W"	0.130342182403568
"381"	"YCR033W"	0.35196911284478
"382"	"YCR034W"	0.687948041709956
"383"	"YCR036W"	0.541220638738035
"384"	"YCR037C"	-0.107647067735437
"385"	"YCR043C"	0.0510571330929309
"386"	"YCR044C"	0.585975951130623
"387"	"YCR045C"	-0.0335649190157817
"388"	"YCR048W"	0.00403332207602784
"389"	"YCR049C"	-0.325144671429776
"390"	"YCR050C"	-0.208590085681088
"391"	"YCR051W"	-0.095269302547753
"392"	"YCR053W"	0.373866212196661
"393"	"YCR059C"	1.17380127535566
"394"	"YCR060W"	-0.214053799377796
"395"	"YCR061W"	0.0100947820496977
"396"	"YCR062W"	-0.585906197921727
"397"	"YCR065W"	-0.360923603979523
"398"	"YCR068W"	-0.168606971094334
"399"	"YCR069W"	-0.164939585342873
"400"	"YCR071C"	1.3239790417925
"401"	"YCR073C"	0.0817095902731663
"402"	"YCR073W-A"	-0.519789447745501
"403"	"YCR075C"	-0.320667250471733
"404"	"YCR076C"	-0.0401395082941675
"405"	"YCR077C"	-1.23233032344633
"406"	"YCR079W"	-0.10834316351763
"407"	"YCR081W"	-0.355386634219156
"408"	"YCR082W"	-1.19899779780581
"409"	"YCR085W"	-0.0738928549562986
"410"	"YCR086W"	-1.53028227096681
"411"	"YCR087C-A"	0.447520865737244
"412"	"YCR087W"	0.0827374836669184
"413"	"YCR088W"	-0.845425945135751
"414"	"YCR090C"	-0.344418190149997
"415"	"YCR092C"	-0.37843757522498
"416"	"YCR095C"	-0.683513705228763
"417"	"YCR098C"	-0.445815679585411
"418"	"YCR099C"	-0.518746315342907
"419"	"YCR100C"	-0.448382341027339
"420"	"YCR101C"	-0.449945652407227
"421"	"YCR102C"	-0.471044173940208
"422"	"YCR102W-A"	-0.139485138852919
"423"	"YCR105W"	-0.0483618813304405
"424"	"YCR106W"	-0.339623213796013
"425"	"YCR107W"	0.147400943119825
"426"	"YDL001W"	1.16139285517793
"427"	"YDL002C"	1.41989799647518
"428"	"YDL006W"	1.27727902520387
"429"	"YDL010W"	0.0802113341136992
"430"	"YDL011C"	0.0588211623421107
"431"	"YDL012C"	0.745803304787962
"432"	"YDL013W"	1.69302975642063
"433"	"YDL018C"	0.0701662950356113
"434"	"YDL019C"	-0.809327326042114
"435"	"YDL020C"	0.729133937839827
"436"	"YDL024C"	0.429773885139585
"437"	"YDL025C"	0.220689034004565
"438"	"YDL026W"	-0.011689308852247
"439"	"YDL035C"	-0.0152782834367171
"440"	"YDL036C"	-0.137347878290727
"441"	"YDL037C"	0.0155844530551978
"442"	"YDL038C"	0.0662776312408948
"443"	"YDL039C"	0.0650679756418663
"444"	"YDL048C"	-0.428106827348649
"445"	"YDL050C"	0.373956863560961
"446"	"YDL051W"	0.0536895023443588
"447"	"YDL052C"	0.296021532021193
"448"	"YDL054C"	0.154005184594952
"449"	"YDL056W"	0.0348610712364217
"450"	"YDL059C"	0.0943644173134838
"451"	"YDL063C"	0.0680519060591864
"452"	"YDL066W"	0.02703987511333
"453"	"YDL070W"	0.288299044290527
"454"	"YDL071C"	-0.329732370346604
"455"	"YDL074C"	-0.630473736642415
"456"	"YDL076C"	-0.119012532950277
"457"	"YDL077C"	0.147207304390997
"458"	"YDL078C"	0.244390007799109
"459"	"YDL079C"	0.189628053470709
"460"	"YDL080C"	-0.331376271325851
"461"	"YDL081C"	0.949842713346501
"462"	"YDL082W"	0.41091219659907
"463"	"YDL083C"	1.03420111315345
"464"	"YDL085W"	-0.192139524880547
"465"	"YDL086W"	-0.0273873180373313
"466"	"YDL088C"	-0.0673148318157129
"467"	"YDL089W"	-0.12893097584931
"468"	"YDL091C"	0.406780536970488
"469"	"YDL093W"	0.0127467849127885
"470"	"YDL094C"	0.242084731258431
"471"	"YDL096C"	-0.240910586743797
"472"	"YDL100C"	2.01452270936979
"473"	"YDL106C"	0.035860977821116
"474"	"YDL109C"	-0.0219093445507589
"475"	"YDL110C"	-0.0220093143382337
"476"	"YDL112W"	0.127443478450013
"477"	"YDL114W"	-0.355393918851458
"478"	"YDL117W"	-1.11650854328217
"479"	"YDL119C"	1.61085676199864
"480"	"YDL121C"	-0.0196161283107686
"481"	"YDL122W"	0.384527326188376
"482"	"YDL123W"	-0.1348924558127
"483"	"YDL127W"	-0.436758183520942
"484"	"YDL128W"	1.70302230838772
"485"	"YDL130W-A"	0.0489938931807313
"486"	"YDL130W"	-0.537999178547848
"487"	"YDL133C-A"	0.373168087788859
"488"	"YDL134C"	0.357932834630177
"489"	"YDL136W"	0.950950124658416
"490"	"YDL137W"	2.47441531681915
"491"	"YDL142C"	0.827380896512275
"492"	"YDL144C"	0.289858854010996
"493"	"YDL149W"	0.0854850535773801
"494"	"YDL154W"	-0.0110993949598148
"495"	"YDL155W"	-0.261309471562952
"496"	"YDL156W"	-0.145142565133025
"497"	"YDL161W"	-0.145941568371032
"498"	"YDL162C"	-0.957020073431142
"499"	"YDL168W"	-0.0881047538277774
"500"	"YDL169C"	0.0103968780298307
"501"	"YDL170W"	-0.215103265267222
"502"	"YDL171C"	0.272900701854129
"503"	"YDL172C"	0.00850133503903358
"504"	"YDL173W"	0.163605857346539
"505"	"YDL174C"	0.0133600158491562
"506"	"YDL177C"	-0.379791482847801
"507"	"YDL178W"	0.434256824649661
"508"	"YDL180W"	-0.0839955241803779
"509"	"YDL182W"	0.0244302079655978
"510"	"YDL184C"	0.0765836669268648
"511"	"YDL186W"	0.0622806475324592
"512"	"YDL187C"	0.0185725599554792
"513"	"YDL188C"	0.0567596011167698
"514"	"YDL189W"	-0.0817548012839389
"515"	"YDL190C"	-0.975351663773784
"516"	"YDL191W"	-0.542260290443968
"517"	"YDL194W"	0.718624228897702
"518"	"YDL197C"	2.02855015039606
"519"	"YDL199C"	-0.0734769095456559
"520"	"YDL200C"	-0.274116656097739
"521"	"YDL201W"	0.0914751947256108
"522"	"YDL203C"	-0.198394741528928
"523"	"YDL204W"	0.117016511999638
"524"	"YDL210W"	-0.0498881880565427
"525"	"YDL211C"	-0.256798317891582
"526"	"YDL215C"	-0.191189016130302
"527"	"YDL218W"	0.85049917879484
"528"	"YDL219W"	-0.585285206751958
"529"	"YDL223C"	-0.48915766012149
"530"	"YDL224C"	-0.401286799774733
"531"	"YDL226C"	0.577631333062927
"532"	"YDL227C"	-0.304433716339151
"533"	"YDL229W"	-0.704526784698296
"534"	"YDL230W"	-0.103025065410281
"535"	"YDL231C"	0.0378791661598979
"536"	"YDL233W"	-0.213803085787629
"537"	"YDL236W"	-0.0889602392965623
"538"	"YDL237W"	-1.703315688388
"539"	"YDL239C"	-0.282736188365481
"540"	"YDL240W"	-0.0145487740243095
"541"	"YDL241W"	-0.157797184570936
"542"	"YDL242W"	0.0745519428891688
"543"	"YDL243C"	0.0237062146770223
"544"	"YDR001C"	0.355235212075655
"545"	"YDR004W"	1.39440771867301
"546"	"YDR005C"	1.490367773994
"547"	"YDR006C"	1.55829749329567
"548"	"YDR007W"	1.4732012205483
"549"	"YDR009W"	0.275382195255906
"550"	"YDR010C"	-0.152278655492555
"551"	"YDR011W"	-0.25191056061762
"552"	"YDR014W"	0.140356020619684
"553"	"YDR015C"	-0.172070164497034
"554"	"YDR018C"	0.178695110713224
"555"	"YDR019C"	1.82415509438771
"556"	"YDR020C"	-0.0265119719084636
"557"	"YDR022C"	0.781090576345724
"558"	"YDR024W"	-0.0684154852480606
"559"	"YDR025W"	0.164857259816503
"560"	"YDR026C"	0.313330913745478
"561"	"YDR030C"	0.446524506869248
"562"	"YDR033W"	0.0453176882588718
"563"	"YDR035W"	0.105087372490778
"564"	"YDR036C"	-0.112151297416724
"565"	"YDR046C"	-0.0403788573606941
"566"	"YDR048C"	-0.0638709962145978
"567"	"YDR049W"	-0.286466374665446
"568"	"YDR051C"	-0.107696928470121
"569"	"YDR055W"	-0.643781595400566
"570"	"YDR057W"	-0.540532847718003
"571"	"YDR058C"	0.0864976001687623
"572"	"YDR061W"	-0.0961613137627923
"573"	"YDR063W"	-1.03673800413907
"574"	"YDR066C"	0.363635333605822
"575"	"YDR067C"	-0.320045923663454
"576"	"YDR068W"	-0.106219593067309
"577"	"YDR070C"	-0.866724738130348
"578"	"YDR071C"	0.362521025129419
"579"	"YDR072C"	-0.236655623815345
"580"	"YDR073W"	0.139613275496143
"581"	"YDR074W"	-0.550142289745149
"582"	"YDR076W"	-0.0993454875471684
"583"	"YDR080W"	-0.2117591813815
"584"	"YDR083W"	-1.07411761615078
"585"	"YDR085C"	-0.29272292872807
"586"	"YDR089W"	-0.00511493445116176
"587"	"YDR090C"	0.201650302028171
"588"	"YDR093W"	-0.50610942657515
"589"	"YDR094W"	-0.102905132207363
"590"	"YDR095C"	0.46729319091842
"591"	"YDR097C"	0.168882806628964
"592"	"YDR098C"	-0.0748350744822074
"593"	"YDR099W"	0.178010291557573
"594"	"YDR100W"	-0.719937513576145
"595"	"YDR101C"	0.122522902799285
"596"	"YDR102C"	0.142562613351597
"597"	"YDR104C"	-0.165357724225882
"598"	"YDR108W"	-2.60438510100548
"599"	"YDR109C"	0.0178564874985716
"600"	"YDR110W"	0.162176281233997
"601"	"YDR111C"	-0.391102647716099
"602"	"YDR112W"	-0.502669312295002
"603"	"YDR116C"	0.101472756053478
"604"	"YDR117C"	0.62727709961261
"605"	"YDR119W"	0.149378237815798
"606"	"YDR120C"	1.32057154655727
"607"	"YDR121W"	0.0998567702941893
"608"	"YDR122W"	-0.0532010345758538
"609"	"YDR123C"	0.445514063138131
"610"	"YDR124W"	-0.173416049829611
"611"	"YDR125C"	1.67407391741212
"612"	"YDR126W"	0.22123412821124
"613"	"YDR127W"	-0.526412822970273
"614"	"YDR128W"	0.156820205421237
"615"	"YDR130C"	-0.202656702570969
"616"	"YDR131C"	-0.113671168182575
"617"	"YDR132C"	0.132728847742402
"618"	"YDR133C"	0.0321273978854842
"619"	"YDR134C"	-0.0886963080694171
"620"	"YDR135C"	-0.254824951015778
"621"	"YDR139C"	-1.95235397718
"622"	"YDR142C"	-0.129293239584396
"623"	"YDR143C"	-0.363017239306504
"624"	"YDR144C"	-0.307711015931706
"625"	"YDR146C"	0.268480506982839
"626"	"YDR147W"	0.336467531951048
"627"	"YDR148C"	0.093075751318503
"628"	"YDR149C"	0.399197941023522
"629"	"YDR150W"	0.212392916262106
"630"	"YDR153C"	0.432607080462099
"631"	"YDR154C"	0.359946450079617
"632"	"YDR155C"	0.088962580616122
"633"	"YDR156W"	-0.240407412429564
"634"	"YDR157W"	0.166394981581436
"635"	"YDR158W"	0.786166871162433
"636"	"YDR159W"	0.334226389621094
"637"	"YDR161W"	0.163260744136366
"638"	"YDR162C"	0.223711948846102
"639"	"YDR163W"	-0.324559564425669
"640"	"YDR165W"	0.475230820162216
"641"	"YDR169C"	0.260785409124662
"642"	"YDR171W"	0.0283417702363126
"643"	"YDR174W"	1.95781442758339
"644"	"YDR181C"	0.173515828174775
"645"	"YDR184C"	-0.0791640941671127
"646"	"YDR185C"	0.373333428204037
"647"	"YDR186C"	0.343254514918844
"648"	"YDR191W"	0.341716607264393
"649"	"YDR192C"	-0.184325624032198
"650"	"YDR193W"	2.32429306616418
"651"	"YDR198C"	-0.0863863507731013
"652"	"YDR202C"	0.895991282214868
"653"	"YDR203W"	0.457662902188267
"654"	"YDR205W"	0.164742196492367
"655"	"YDR206W"	2.0130570268533
"656"	"YDR207C"	0.512442593021082
"657"	"YDR209C"	0.054764267181252
"658"	"YDR210W"	0.294719913062361
"659"	"YDR213W"	0.238646739175924
"660"	"YDR214W"	-0.381806994208551
"661"	"YDR215C"	-0.0357809084158333
"662"	"YDR216W"	-0.761842934915949
"663"	"YDR217C"	0.288474237844602
"664"	"YDR218C"	-0.196223729980833
"665"	"YDR219C"	0.248537445147615
"666"	"YDR220C"	0.513906429185226
"667"	"YDR222W"	0.126776100005196
"668"	"YDR223W"	-0.256072293833313
"669"	"YDR229W"	-0.102687792524436
"670"	"YDR233C"	0.277048717005958
"671"	"YDR239C"	-0.131981537811666
"672"	"YDR241W"	0.117977044383061
