"gene"	"OHBenzaldehyde4"
"53"	"YAR023C"	-0.0246296881903269
"54"	"YAR027W"	0.0429998981726371
"55"	"YAR028W"	-0.139880526986327
"56"	"YAR029W"	-0.511467052979077
"57"	"YAR030C"	-0.0411071938351455
"58"	"YAR031W"	-0.235422867368817
"59"	"YAR035W"	-0.556009375476157
"60"	"YAR037W"	-0.16123470579771
"61"	"YAR040C"	-0.327889796589201
"62"	"YAR043C"	0.0780271821455204
"63"	"YAR044W"	0.0710755773145524
"64"	"YAR047C"	-0.318525439362313
"65"	"YBL003C"	0.395640187538458
"66"	"YBL005W"	0.391682186127565
"67"	"YBL007C"	0.280045462209286
"68"	"YBL009W"	0.393083857508102
"69"	"YBL010C"	0.053767240005289
"70"	"YBL015W"	-0.147012006663198
"71"	"YBL016W"	-1.85969570147981
"72"	"YBL017C"	2.20582507409861
"73"	"YBL019W"	0.0502344304534756
"74"	"YBL021C"	-0.105815323437192
"75"	"YBL024W"	0.100414885936165
"76"	"YBL027W"	0.468482606701493
"77"	"YBL028C"	-0.0740809196775718
"78"	"YBL029W"	-0.214431969839954
"79"	"YBL031W"	-0.284533883351294
"80"	"YBL032W"	-0.493210250822246
"81"	"YBL036C"	-0.0472914014576412
"82"	"YBL037W"	0.439945063855021
"83"	"YBL039C"	0.00410181881672792
"84"	"YBL042C"	-0.697073736186325
"85"	"YBL043W"	-3.9691373413862
"86"	"YBL046W"	-0.624819930910026
"87"	"YBL048W"	-0.217833179235696
"88"	"YBL049W"	-0.16146195216801
"89"	"YBL051C"	0.0837170176708484
"90"	"YBL052C"	0.0193104172929221
"91"	"YBL053W"	-0.016709112796364
"92"	"YBL054W"	0.140320971928883
"93"	"YBL055C"	0.0688920102953976
"94"	"YBL056W"	0.22780125172542
"95"	"YBL057C"	0.378310440865544
"96"	"YBL059W"	-0.0398105219038184
"97"	"YBL060W"	-0.0230385090780914
"98"	"YBL061C"	-0.01488787959543
"99"	"YBL062W"	0.149388225369968
"100"	"YBL063W"	0.025794555329863
"101"	"YBL064C"	-0.212569892020481
"102"	"YBL065W"	0.106160290527975
"103"	"YBL066C"	0.0406807025213221
"104"	"YBL067C"	0.156225282594453
"105"	"YBL068W"	0.0505283991446687
"106"	"YBL069W"	0.216335347284909
"107"	"YBL070C"	-0.236070614001515
"108"	"YBL071C"	0.149280920302063
"109"	"YBL072C"	-0.294972672868757
"110"	"YBL075C"	-0.143517405945319
"111"	"YBL078C"	0.431050835293401
"112"	"YBL079W"	-0.531919623733256
"113"	"YBL081W"	0.444086359433663
"114"	"YBL082C"	0.75608467697215
"115"	"YBL083C"	0.856360297398653
"116"	"YBL085W"	-0.0993915436845334
"117"	"YBL086C"	0.0713818233377524
"118"	"YBL087C"	0.180670743797682
"119"	"YBL088C"	0.090280607122495
"120"	"YBL089W"	0.474575203367195
"121"	"YBL091C-A"	-0.192724648572791
"122"	"YBL091C"	-0.226819938191892
"123"	"YBL094C"	0.118093073154445
"124"	"YBL095W"	0.0542434578355852
"125"	"YBL096C"	-0.0395659049761166
"126"	"YBL098W"	-0.164121635050496
"127"	"YBL101C"	-0.166144430149872
"128"	"YBL102W"	-0.25966757339697
"129"	"YBL103C"	-0.41059300194867
"130"	"YBL104C"	-0.235888073210901
"131"	"YBL106C"	-0.127084380698505
"132"	"YBL107C"	-0.167547440894914
"133"	"YBR001C"	0.478729319943252
"134"	"YBR005W"	0.671802720012497
"135"	"YBR006W"	-0.288088853155063
"136"	"YBR007C"	-0.0132855178705485
"137"	"YBR008C"	0.209323376258323
"138"	"YBR009C"	0.0877441267658198
"139"	"YBR010W"	0.20972563502444
"140"	"YBR012C"	-0.106023368223567
"141"	"YBR013C"	0.0814141452562523
"142"	"YBR014C"	0.4257026923372
"143"	"YBR015C"	1.56228869926264
"144"	"YBR016W"	0.759933848796496
"145"	"YBR018C"	-0.111259924800396
"146"	"YBR022W"	0.144053479336904
"147"	"YBR024W"	0.194737102820712
"148"	"YBR025C"	-0.0182950631502446
"149"	"YBR026C"	1.17815129209332
"150"	"YBR027C"	0.00226159543953495
"151"	"YBR028C"	0.166196432213317
"152"	"YBR030W"	0.107905804754983
"153"	"YBR031W"	0.0824171719398203
"154"	"YBR032W"	-0.0696864619226536
"155"	"YBR033W"	0.0196512985235766
"156"	"YBR034C"	-0.0712935106574929
"157"	"YBR036C"	-0.274721478229294
"158"	"YBR040W"	0.460711725175804
"159"	"YBR041W"	-0.874603446688618
"160"	"YBR042C"	1.86737626108783
"161"	"YBR043C"	0.170332201837295
"162"	"YBR044C"	0.997049849385838
"163"	"YBR045C"	0.153543209532594
"164"	"YBR047W"	-0.173550551295259
"165"	"YBR048W"	-0.784598289458834
"166"	"YBR052C"	0.171692254190408
"167"	"YBR053C"	0.45167111481322
"168"	"YBR054W"	-0.0938573639717843
"169"	"YBR056W"	0.320303024516988
"170"	"YBR057C"	0.426393629349136
"171"	"YBR058C"	-0.865121398865015
"172"	"YBR059C"	-0.0928069871867011
"173"	"YBR061C"	0.163822941795488
"174"	"YBR062C"	0.274798614050298
"175"	"YBR063C"	-0.177714996062287
"176"	"YBR064W"	-0.0414485238366688
"177"	"YBR065C"	0.0866968378156364
"178"	"YBR068C"	-0.252731160230817
"179"	"YBR069C"	0.288340899559801
"180"	"YBR071W"	-0.242642150133904
"181"	"YBR072W"	-0.153256220189681
"182"	"YBR073W"	-0.0432870944346585
"183"	"YBR074W"	-0.221936165595377
"184"	"YBR075W"	-0.60817170040587
"185"	"YBR076W"	-0.0694630893309568
"186"	"YBR077C"	0.279375432526343
"187"	"YBR078W"	0.0557494030137622
"188"	"YBR082C"	0.718385069208652
"189"	"YBR083W"	-0.121568496755248
"190"	"YBR084C-A"	0.647207755916071
"191"	"YBR084W"	-0.134540372723703
"192"	"YBR085W"	0.000845613377059218
"193"	"YBR086C"	0.000243027922046908
"194"	"YBR090C-A"	0.167081054683944
"195"	"YBR090C"	0.21616527850608
"196"	"YBR092C"	0.0113541613375843
"197"	"YBR095C"	-0.34598677640589
"198"	"YBR098W"	0.36013319048514
"199"	"YBR099C"	-0.137983892861503
"200"	"YBR100W"	-0.179612324150802
"201"	"YBR104W"	0.0380988349759456
"202"	"YBR105C"	0.286511418624662
"203"	"YBR107C"	0.18950785627651
"204"	"YBR108W"	1.21283024913563
"205"	"YBR111C"	0.259840037921447
"206"	"YBR113W"	0.553095985016684
"207"	"YBR114W"	0.609349832733037
"208"	"YBR115C"	1.01920993213318
"209"	"YBR116C"	0.025304755140138
"210"	"YBR118W"	0.422526909890714
"211"	"YBR119W"	0.410221229313715
"212"	"YBR125C"	-0.145476763883576
"213"	"YBR126C"	0.195910519611474
"214"	"YBR128C"	0.115970603915991
"215"	"YBR129C"	0.0390194909598131
"216"	"YBR130C"	0.597285328878655
"217"	"YBR132C"	0.0742006843837444
"218"	"YBR134W"	-0.0981657690218869
"219"	"YBR137W"	0.104683725398663
"220"	"YBR138C"	0.0764273612722981
"221"	"YBR141C"	-0.259784607715768
"222"	"YBR144C"	1.15388935613495
"223"	"YBR145W"	0.0577689004859823
"224"	"YBR147W"	-0.304140546365744
"225"	"YBR148W"	-0.0321340457097066
"226"	"YBR150C"	1.23844560256815
"227"	"YBR151W"	0.160958842040178
"228"	"YBR156C"	1.51291581040493
"229"	"YBR157C"	-0.0418271383416771
"230"	"YBR161W"	0.0593988259590454
"231"	"YBR162C"	0.583314225421695
"232"	"YBR162W-A"	-0.322314153572874
"233"	"YBR164C"	-1.67562809800531
"234"	"YBR165W"	0.00487016313912345
"235"	"YBR166C"	1.00867490823556
"236"	"YBR168W"	0.0251594064975145
"237"	"YBR171W"	-4.46477365489565
"238"	"YBR172C"	0.832204452931146
"239"	"YBR174C"	0.551197193211014
"240"	"YBR175W"	0.394697546605443
"241"	"YBR176W"	0.061196601219431
"242"	"YBR177C"	0.092009119790712
"243"	"YBR180W"	0.144318032627723
"244"	"YBR183W"	-1.17734008083497
"245"	"YBR184W"	-0.0182741123812456
"246"	"YBR185C"	-0.588852104435469
"247"	"YBR186W"	0.146187271860751
"248"	"YBR197C"	0.0684821723263164
"249"	"YBR199W"	-0.0263448788988477
"250"	"YBR200W"	1.37999489365998
"251"	"YBR203W"	0.258753932417551
"252"	"YBR204C"	0.349340070903957
"253"	"YBR205W"	-0.0636532128543474
"254"	"YBR206W"	-0.0826447094460521
"255"	"YBR207W"	-0.0438379163986253
"256"	"YBR208C"	0.0254455647039746
"257"	"YBR209W"	-0.457529194613771
"258"	"YBR210W"	0.77584546685041
"259"	"YBR214W"	0.0743124908217076
"260"	"YBR215W"	1.79384080665419
"261"	"YBR216C"	-0.280920656540611
"262"	"YBR217W"	0.353468836627743
"263"	"YBR218C"	-0.0154076882748918
"264"	"YBR219C"	-0.209418327355172
"265"	"YBR220C"	0.390897195897619
"266"	"YBR221C"	-0.463665255642256
"267"	"YBR222C"	-0.662941591725134
"268"	"YBR223C"	0.0390189522681064
"269"	"YBR224W"	-0.265262132461346
"270"	"YBR225W"	-0.244894380132992
"271"	"YBR226C"	-0.144198988219588
"272"	"YBR229C"	0.100615309871899
"273"	"YBR231C"	-0.699781649086937
"274"	"YBR232C"	0.0823256709003211
"275"	"YBR233W"	1.18536708960741
"276"	"YBR235W"	-0.339086971115507
"277"	"YBR239C"	-0.0319990187078642
"278"	"YBR240C"	0.631498308662669
"279"	"YBR241C"	-0.077279123080565
"280"	"YBR245C"	-0.127262931517965
"281"	"YBR248C"	0.846687037360673
"282"	"YBR250W"	0.406770376950817
"283"	"YBR255W"	0.268374861832124
"284"	"YBR258C"	0.0249789380358773
"285"	"YBR259W"	0.0896086919604202
"286"	"YBR260C"	0.0751460737612539
"287"	"YBR261C"	-0.060720746650394
"288"	"YBR262C"	-0.191794466906978
"289"	"YBR263W"	-0.286168622601488
"290"	"YBR264C"	0.00347909134341962
"291"	"YBR266C"	0.850186937321576
"292"	"YBR267W"	-0.530167269098548
"293"	"YBR269C"	0.347930132684505
"294"	"YBR270C"	-0.21720057105713
"295"	"YBR271W"	0.24156253695081
"296"	"YBR274W"	0.431517922848337
"297"	"YBR275C"	0.237549749917743
"298"	"YBR276C"	-0.0172149158280942
"299"	"YBR277C"	0.210737979074941
"300"	"YBR278W"	0.182477214059633
"301"	"YBR280C"	-0.12428127189269
"302"	"YBR281C"	0.0438467989247211
"303"	"YBR283C"	0.306604065296899
"304"	"YBR284W"	0.163742031039056
"305"	"YBR285W"	-0.0205182931651821
"306"	"YBR286W"	0.0161290832320599
"307"	"YBR287W"	0.384650497634117
"308"	"YBR289W"	-0.878324858537289
"309"	"YBR290W"	0.163109633968687
"310"	"YBR291C"	0.421803966993374
"311"	"YBR292C"	0.173629879276361
"312"	"YBR293W"	0.560895887456554
"313"	"YBR294W"	-0.076745421957954
"314"	"YBR295W"	-0.15626637109233
"315"	"YBR296C"	-0.140977208218783
"316"	"YBR297W"	0.175048067220358
"317"	"YBR298C"	0.0465083927905442
"318"	"YBR301W"	-0.230212337923415
"319"	"YCL001W-A"	1.12099531811291
"320"	"YCL001W"	-0.0943977249603454
"321"	"YCL006C"	0.132596982816504
"322"	"YCL010C"	0.0609265206529336
"323"	"YCL011C"	-0.169523587614703
"324"	"YCL012W"	0.0111860343178581
"325"	"YCL013W"	-0.335563881902765
"326"	"YCL014W"	-0.0235632694407221
"327"	"YCL022C"	-0.117648901989293
"328"	"YCL023C"	-0.212485840241204
"329"	"YCL024W"	0.066433792658523
"330"	"YCL025C"	0.0402894249836538
"331"	"YCL026C-A"	-0.577307791258062
"332"	"YCL026C"	-0.226204518090338
"333"	"YCL027W"	0.747444599051195
"334"	"YCL028W"	0.0622113911510836
"335"	"YCL029C"	-0.211033303264323
"336"	"YCL034W"	0.798477020052206
"337"	"YCL035C"	-0.0181604136159148
"338"	"YCL038C"	0.191678066223603
"339"	"YCL039W"	-0.0381624686659837
"340"	"YCL042W"	-0.806110326072512
"341"	"YCL046W"	0.0494546364362089
"342"	"YCL048W"	0.0575536785144803
"343"	"YCL049C"	-0.0780211952599002
"344"	"YCL050C"	-0.576010105464048
"345"	"YCL051W"	-0.024541678632764
"346"	"YCL055W"	0.244539045732424
"347"	"YCL057W"	-0.0602518915703423
"348"	"YCL061C"	0.0787441575472196
"349"	"YCL062W"	-0.227001359516081
"350"	"YCL063W"	-0.311479315748442
"351"	"YCL064C"	0.0854116862691534
"352"	"YCL069W"	-0.0728698056467632
"353"	"YCL074W"	-0.145244122118519
"354"	"YCL075W"	-0.387210830824885
"355"	"YCL076W"	-0.0178041300788158
"356"	"YCR001W"	0.460160987100348
"357"	"YCR005C"	-0.237827667247693
"358"	"YCR006C"	0.151853124246144
"359"	"YCR007C"	-0.329624607256518
"360"	"YCR008W"	0.245517920912801
"361"	"YCR009C"	-0.318817696492276
"362"	"YCR010C"	0.130478631823979
"363"	"YCR011C"	-0.059070285935583
"364"	"YCR014C"	-0.177882366910832
"365"	"YCR015C"	-0.0777160146839633
"366"	"YCR016W"	-0.192976523635791
"367"	"YCR017C"	0.142343380800836
"368"	"YCR019W"	-0.109872539263722
"369"	"YCR020C-A"	1.99833761124035
"370"	"YCR020C"	0.306181256008708
"371"	"YCR021C"	-0.0497629653849411
"372"	"YCR022C"	-0.0498882717501721
"373"	"YCR023C"	-0.107539723863566
"374"	"YCR024C-A"	-0.0540791527087409
"375"	"YCR025C"	0.461509407331941
"376"	"YCR027C"	-0.0405401530316666
"377"	"YCR028C-A"	0.44596841093814
"378"	"YCR030C"	-0.294399130776664
"379"	"YCR031C"	0.104176633685248
"380"	"YCR032W"	-0.290530733632136
"381"	"YCR033W"	-0.382026549142734
"382"	"YCR034W"	0.119758085351858
"383"	"YCR036W"	-0.103167620288948
"384"	"YCR037C"	0.0027919277327166
"385"	"YCR043C"	-0.0162971318837559
"386"	"YCR044C"	0.111922924501163
"387"	"YCR045C"	-0.0239542474408317
"388"	"YCR048W"	-0.105056486990004
"389"	"YCR049C"	-0.0931180308396756
"390"	"YCR050C"	0.0396507495445662
"391"	"YCR051W"	-0.0478553753653663
"392"	"YCR053W"	-1.82742944117635
"393"	"YCR059C"	-0.201984343495109
"394"	"YCR060W"	-0.606821898404903
"395"	"YCR061W"	-0.296716071496701
"396"	"YCR062W"	0.877982204097012
"397"	"YCR065W"	-0.592394308130675
"398"	"YCR068W"	-0.310762328010744
"399"	"YCR069W"	-0.062064430647782
"400"	"YCR071C"	0.0970374548694704
"401"	"YCR073C"	-0.373319063400516
"402"	"YCR073W-A"	0.576130212406213
"403"	"YCR075C"	-0.117637890407304
"404"	"YCR076C"	-0.60834807630445
"405"	"YCR077C"	-0.807379731567925
"406"	"YCR079W"	0.574896511230921
"407"	"YCR081W"	1.04075728722245
"408"	"YCR082W"	0.171860255199204
"409"	"YCR085W"	-0.246701681074963
"410"	"YCR086W"	-0.609127892982799
"411"	"YCR087C-A"	0.159458183035068
"412"	"YCR087W"	0.0322120802312304
"413"	"YCR088W"	0.317892251070789
"414"	"YCR090C"	-0.134135780465734
"415"	"YCR092C"	-0.0760686593228729
"416"	"YCR095C"	0.12864632851368
"417"	"YCR098C"	-0.169977655545638
"418"	"YCR099C"	-0.319390256162698
"419"	"YCR100C"	-0.0309162090669358
"420"	"YCR101C"	-0.0230642089333802
"421"	"YCR102C"	-0.31293231154039
"422"	"YCR102W-A"	-0.242204552123501
"423"	"YCR105W"	-0.122705376698435
"424"	"YCR106W"	0.02736839704468
"425"	"YCR107W"	-0.0269029566005094
"426"	"YDL001W"	0.255658836223528
"427"	"YDL002C"	0.619030510889228
"428"	"YDL006W"	0.0734886862063053
"429"	"YDL010W"	0.0771380565221716
"430"	"YDL011C"	-0.0937649950596601
"431"	"YDL012C"	0.0455445329953771
"432"	"YDL013W"	0.762286702433929
"433"	"YDL018C"	0.0157176431715379
"434"	"YDL019C"	0.7635799355868
"435"	"YDL020C"	-0.255310823073351
"436"	"YDL024C"	-0.00697749458780935
"437"	"YDL025C"	-0.0804679192826867
"438"	"YDL026W"	-0.256304970747419
"439"	"YDL035C"	-0.432602418202599
"440"	"YDL036C"	0.00437530602796936
"441"	"YDL037C"	0.0123872053777289
"442"	"YDL038C"	0.347547071109424
"443"	"YDL039C"	-0.00783018413945219
"444"	"YDL048C"	0.208470849209002
"445"	"YDL050C"	-0.259184708837268
"446"	"YDL051W"	-0.0104038365838331
"447"	"YDL052C"	-0.55265296763168
"448"	"YDL054C"	0.0244938280559513
"449"	"YDL056W"	-0.0718797011328675
"450"	"YDL059C"	-0.0425383369700725
"451"	"YDL063C"	0.197015607262417
"452"	"YDL066W"	0.0901466981116089
"453"	"YDL070W"	-0.0194057394726633
"454"	"YDL071C"	0.270229728142276
"455"	"YDL074C"	0.631923925016297
"456"	"YDL076C"	-0.287172167377582
"457"	"YDL077C"	0.297701197643792
"458"	"YDL078C"	0.255118394159675
"459"	"YDL079C"	-0.0791786383266581
"460"	"YDL080C"	1.18954191997759
"461"	"YDL081C"	0.185616183736309
"462"	"YDL082W"	0.531304849187852
"463"	"YDL083C"	0.310422315647813
"464"	"YDL085W"	-0.250994687261328
"465"	"YDL086W"	-0.0509003809420463
"466"	"YDL088C"	0.142121672365922
"467"	"YDL089W"	-0.278687384207716
"468"	"YDL091C"	0.162659628179359
"469"	"YDL093W"	-0.110337268745015
"470"	"YDL094C"	0.0610628135655977
"471"	"YDL096C"	-1.47137411529592
"472"	"YDL100C"	0.131936268686484
"473"	"YDL104C"	-1.21476895222921
"474"	"YDL106C"	0.175162911887298
"475"	"YDL109C"	0.0486906843880489
"476"	"YDL110C"	0.123226999961484
"477"	"YDL112W"	-0.0914683640846492
"478"	"YDL114W"	0.695053391949024
"479"	"YDL117W"	-1.9780945701276
"480"	"YDL119C"	-1.91930270777002
"481"	"YDL121C"	0.138830114479108
"482"	"YDL122W"	-0.270206007512131
"483"	"YDL123W"	-0.195614990029208
"484"	"YDL127W"	1.20716832394123
"485"	"YDL128W"	2.6198300605256
"486"	"YDL130W-A"	0.0058002917574738
"487"	"YDL130W"	0.8699061335337
"488"	"YDL133C-A"	-0.0281774330639068
"489"	"YDL134C"	-0.00508317779383175
"490"	"YDL136W"	0.35078245246979
"491"	"YDL137W"	1.49069746023241
"492"	"YDL142C"	-1.93748275883545
"493"	"YDL144C"	-0.060317288916478
"494"	"YDL149W"	-0.0119202497249386
"495"	"YDL154W"	0.0125540308818868
"496"	"YDL155W"	-0.266528091991229
"497"	"YDL156W"	-0.017987794025751
"498"	"YDL161W"	0.0705726442115587
"499"	"YDL162C"	0.140732906876698
"500"	"YDL168W"	-0.0214511527397417
"501"	"YDL169C"	-0.0357033212435975
"502"	"YDL170W"	-0.448600515889652
"503"	"YDL171C"	0.0770319278845853
"504"	"YDL172C"	-0.315167729316509
"505"	"YDL173W"	-0.105340595973062
"506"	"YDL174C"	0.224755244497794
"507"	"YDL175C"	-0.530346808409549
"508"	"YDL177C"	-0.0903091835279273
"509"	"YDL178W"	-0.0229477750979576
"510"	"YDL180W"	-0.167251284203039
"511"	"YDL182W"	-0.04442956530792
"512"	"YDL184C"	-0.0496730747647241
"513"	"YDL186W"	0.143769638387678
"514"	"YDL187C"	-0.0883866305074997
"515"	"YDL188C"	0.182077603615118
"516"	"YDL189W"	-0.0581920845358142
"517"	"YDL190C"	-0.879174781180132
"518"	"YDL191W"	-0.403826341490374
"519"	"YDL194W"	0.575408809367577
"520"	"YDL197C"	-1.74402970677445
"521"	"YDL199C"	-0.121992259369752
"522"	"YDL200C"	-0.0132534368981744
"523"	"YDL201W"	-0.483629620580946
"524"	"YDL203C"	0.167616536654701
"525"	"YDL204W"	-0.0594978641845459
"526"	"YDL210W"	-0.309356087137596
"527"	"YDL211C"	0.0406411148873472
"528"	"YDL215C"	0.0860653453571932
"529"	"YDL218W"	-0.0347095450005113
"530"	"YDL219W"	0.390857088824845
"531"	"YDL223C"	0.165600899656797
"532"	"YDL224C"	-0.233571974136028
"533"	"YDL226C"	-0.465950320380802
"534"	"YDL227C"	-0.194278723273862
"535"	"YDL229W"	0.204912110550502
"536"	"YDL230W"	0.153842420264206
"537"	"YDL231C"	-0.0303206876438818
"538"	"YDL233W"	-0.195956957730365
"539"	"YDL236W"	-0.131981813895921
"540"	"YDL237W"	-1.05269114445755
"541"	"YDL239C"	-0.117099743064297
"542"	"YDL240W"	0.57393553780697
"543"	"YDL241W"	-0.25877090266766
"544"	"YDL242W"	-0.0179809586558758
"545"	"YDL243C"	-0.231698640116013
"546"	"YDR001C"	0.108345623763852
"547"	"YDR004W"	0.189801379551297
"548"	"YDR005C"	0.834963244773626
"549"	"YDR006C"	0.772683888371804
"550"	"YDR007W"	0.431573260038769
"551"	"YDR009W"	0.022582988807806
"552"	"YDR010C"	-0.304860366628995
"553"	"YDR011W"	0.330501905735175
"554"	"YDR014W"	-0.10534770358373
"555"	"YDR015C"	-0.0509673143115548
"556"	"YDR018C"	0.0112067271617049
"557"	"YDR019C"	0.572135787167288
"558"	"YDR020C"	0.271810058941392
"559"	"YDR022C"	-0.12979286648702
"560"	"YDR024W"	0.306445832272855
"561"	"YDR025W"	0.405812728374598
"562"	"YDR026C"	0.183943265398624
"563"	"YDR030C"	-0.0717859607401248
"564"	"YDR033W"	0.0920926515111044
"565"	"YDR035W"	-0.151623527043783
"566"	"YDR036C"	0.100641945869206
"567"	"YDR046C"	-0.0226574153639657
"568"	"YDR048C"	-0.235044466038032
"569"	"YDR049W"	0.353710360552313
"570"	"YDR051C"	-0.404623034290987
"571"	"YDR055W"	0.34039981290837
"572"	"YDR057W"	0.347058631789637
"573"	"YDR058C"	-0.576641482712663
"574"	"YDR061W"	-0.137660389005
"575"	"YDR063W"	-1.22629873343516
"576"	"YDR066C"	0.180668841652877
"577"	"YDR067C"	-0.458622917767611
"578"	"YDR068W"	0.300300068048381
"579"	"YDR070C"	-0.249991807729863
"580"	"YDR071C"	-0.641683663369731
"581"	"YDR072C"	-0.0903687911582498
"582"	"YDR073W"	0.139193390500975
"583"	"YDR074W"	1.01061987206453
"584"	"YDR076W"	-0.0555493678331995
"585"	"YDR080W"	-1.17734008083497
"586"	"YDR083W"	0.284415925966529
"587"	"YDR085C"	-0.493812380753955
"588"	"YDR089W"	0.0873379587209212
"589"	"YDR090C"	0.160998395208687
"590"	"YDR092W"	-0.227784107675158
"591"	"YDR093W"	0.34395463126682
"592"	"YDR094W"	0.669339477480714
"593"	"YDR095C"	-0.262247306097886
"594"	"YDR097C"	-0.190963307606535
"595"	"YDR098C"	-0.787008461773678
"596"	"YDR099W"	0.0967570301130447
"597"	"YDR100W"	0.363102880311999
"598"	"YDR101C"	-0.426493774461884
"599"	"YDR102C"	-0.231567924057303
"600"	"YDR104C"	-0.12241277251002
"601"	"YDR108W"	0.687710466807389
"602"	"YDR109C"	-0.290972148588739
"603"	"YDR110W"	-0.0527158150525162
"604"	"YDR111C"	0.0662194439360104
"605"	"YDR112W"	-0.0577329194551104
"606"	"YDR116C"	-0.22877874690848
"607"	"YDR117C"	0.76709056179426
"608"	"YDR119W"	-0.217791901031299
"609"	"YDR120C"	1.16014840098632
"610"	"YDR121W"	1.50835000147468
"611"	"YDR122W"	-0.354333254020866
"612"	"YDR123C"	0.0281845056486845
"613"	"YDR124W"	-0.150509951675961
"614"	"YDR125C"	0.718880097547388
"615"	"YDR126W"	0.0764927033013933
"616"	"YDR127W"	0.353996182372136
"617"	"YDR128W"	-0.182291322777888
"618"	"YDR130C"	0.483430437600592
"619"	"YDR131C"	0.0915901340615474
"620"	"YDR132C"	-0.384759803656258
"621"	"YDR133C"	0.0892347972419122
"622"	"YDR134C"	-0.278851329467583
"623"	"YDR135C"	-0.144321816370176
"624"	"YDR139C"	0.940188210387384
"625"	"YDR142C"	0.111211269088374
"626"	"YDR143C"	-0.0436500131780096
"627"	"YDR144C"	-0.158288252696885
"628"	"YDR146C"	0.754641270008598
"629"	"YDR147W"	-0.132720184212868
"630"	"YDR148C"	-0.224814934514711
"631"	"YDR149C"	0.65299812709014
"632"	"YDR150W"	-0.137126869675373
"633"	"YDR153C"	0.354609297650144
"634"	"YDR154C"	0.0798009214932327
"635"	"YDR155C"	-0.172639720521367
"636"	"YDR156W"	-0.25899610217743
"637"	"YDR157W"	-0.00533278905519988
"638"	"YDR158W"	0.585643542313607
"639"	"YDR159W"	-2.23171981737253
"640"	"YDR161W"	0.085165432644809
"641"	"YDR162C"	-2.06076469762983
"642"	"YDR163W"	-0.981294419027052
"643"	"YDR165W"	0.465587807551549
"644"	"YDR169C"	-0.293415171117527
"645"	"YDR171W"	-0.0189166158678213
"646"	"YDR174W"	-0.166817944675612
"647"	"YDR181C"	-0.154713082862055
"648"	"YDR184C"	-0.185182662751218
"649"	"YDR185C"	-0.00297859831970392
"650"	"YDR186C"	-0.976561778316652
"651"	"YDR191W"	-0.183934165094258
"652"	"YDR192C"	0.0997746630610782
"653"	"YDR193W"	1.37070769660415
"654"	"YDR198C"	0.241945266410411
"655"	"YDR202C"	-0.603719429994929
"656"	"YDR203W"	-0.182270078666484
"657"	"YDR205W"	0.00783496019131362
"658"	"YDR206W"	1.04991623060268
"659"	"YDR207C"	-0.345861957012255
"660"	"YDR209C"	0.0670146045568296
"661"	"YDR210W"	-0.220858449021119
"662"	"YDR213W"	-0.306355743669281
"663"	"YDR214W"	0.745704725512983
"664"	"YDR215C"	-0.203265922990232
"665"	"YDR216W"	0.723502285577271
"666"	"YDR217C"	1.55733022279254
"667"	"YDR218C"	-0.0293169162150948
"668"	"YDR219C"	-0.0217530050578521
"669"	"YDR220C"	-0.210504652257972
