"gene"	"SodiumGlyoxylate"
"1"	"YAL002W"	-1.31283630124978
"2"	"YAL004W"	0.294576322860523
"3"	"YAL005C"	0.0557956826592712
"4"	"YAL008W"	0.0374634242741991
"5"	"YAL010C"	0.182253270039399
"6"	"YAL011W"	0.178835741109138
"7"	"YAL013W"	0.159232596857663
"8"	"YAL014C"	0.139689125068755
"9"	"YAL015C"	0.0735164212736133
"10"	"YAL017W"	0.0209049503158876
"11"	"YAL018C"	-0.0528654861309191
"12"	"YAL019W"	0.239526162637226
"13"	"YAL020C"	0.18690163304786
"14"	"YAL022C"	0.215589942344722
"15"	"YAL023C"	-0.31188694035954
"16"	"YAL024C"	-0.0458403415281944
"17"	"YAL026C"	0.0769431128471575
"18"	"YAL027W"	0.0774069663276615
"19"	"YAL028W"	0.0282454650264376
"20"	"YAL029C"	0.0171955125738367
"21"	"YAL030W"	-0.0718135532663217
"22"	"YAL031C"	0.14484404057728
"23"	"YAL034C"	0.0436902696564524
"24"	"YAL036C"	0.114618606191076
"25"	"YAL037W"	0.00234567145684879
"26"	"YAL040C"	-0.0865387440811208
"27"	"YAL042W"	0.147799879294276
"28"	"YAL043C-A"	-0.0916128481466951
"29"	"YAL045C"	0.153307892582417
"30"	"YAL046C"	0.0993897981970998
"31"	"YAL048C"	-0.111525436373016
"32"	"YAL049C"	0.0524227512135758
"33"	"YAL051W"	-0.0265102866653928
"34"	"YAL053W"	0.154160558920888
"35"	"YAL054C"	1.4442627227713
"36"	"YAL055W"	0.0393338997723409
"37"	"YAL056W"	0.0376287802045789
"38"	"YAL058C-A"	0.019070843626156
"39"	"YAL059W"	0.0502875727472949
"40"	"YAL060W"	0.0734949979353709
"41"	"YAL061W"	-0.111265159381455
"42"	"YAL062W"	0.167314019752083
"43"	"YAL064C-A"	-0.126466132766328
"44"	"YAL065C"	-0.0765170296891703
"45"	"YAL066W"	0.0821108794426477
"46"	"YAL067C"	-0.0231878273421497
"47"	"YAL068C"	0.0744747445939617
"48"	"YAR002C-A"	0.0685437500851928
"49"	"YAR002W"	1.52975518023908
"50"	"YAR003W"	0.320357399227075
"51"	"YAR014C"	-0.566623678931015
"52"	"YAR015W"	0.160841901467218
"53"	"YAR020C"	0.0313916440188827
"54"	"YAR023C"	0.0656957882042946
"55"	"YAR027W"	-0.106951603689769
"56"	"YAR028W"	0.0280855766350501
"57"	"YAR029W"	0.022706220157321
"58"	"YAR030C"	0.0581574013034441
"59"	"YAR031W"	0.0761031674973117
"60"	"YAR035W"	-0.0264817956365933
"61"	"YAR037W"	-0.140842444846208
"62"	"YAR040C"	0.0849416593398083
"63"	"YAR043C"	0.252029475426216
"64"	"YAR044W"	0.119929601703687
"65"	"YAR047C"	-0.0069353414644285
"66"	"YBL003C"	0.0534807522124133
"67"	"YBL005W"	-0.299693529591883
"68"	"YBL007C"	-0.352068035803656
"69"	"YBL009W"	0.244307510293257
"70"	"YBL010C"	-0.0438688736938791
"71"	"YBL015W"	-0.0188735693144291
"72"	"YBL016W"	-1.26039696077042
"73"	"YBL017C"	1.44052321755215
"74"	"YBL019W"	0.107217024398331
"75"	"YBL021C"	-0.0678742749362004
"76"	"YBL024W"	0.0402789838490763
"77"	"YBL027W"	0.0753827316105704
"78"	"YBL028C"	-0.133220534813947
"79"	"YBL029W"	0.173620406767744
"80"	"YBL031W"	-0.017524759749306
"81"	"YBL032W"	0.0329475142382236
"82"	"YBL036C"	0.140731263189817
"83"	"YBL037W"	1.54808993832631
"84"	"YBL039C"	-0.0260998344164095
"85"	"YBL042C"	-0.000483474475398748
"86"	"YBL043W"	2.20056157608801
"87"	"YBL046W"	-0.182799715119334
"88"	"YBL048W"	0.102061381887458
"89"	"YBL049W"	-0.163979846246726
"90"	"YBL051C"	0.00155252689836369
"91"	"YBL052C"	-0.0696283321865188
"92"	"YBL053W"	0.16907723736859
"93"	"YBL054W"	0.0670468957321937
"94"	"YBL055C"	0.103000976325298
"95"	"YBL056W"	0.321112298966717
"96"	"YBL057C"	-0.0206166936903898
"97"	"YBL059W"	0.0943394822652043
"98"	"YBL060W"	0.181003049790148
"99"	"YBL061C"	0.075659905769472
"100"	"YBL062W"	-0.162958840194374
"101"	"YBL063W"	0.0851604684048975
"102"	"YBL064C"	0.0410697085269971
"103"	"YBL065W"	-0.0859563283124082
"104"	"YBL066C"	0.0717656478119478
"105"	"YBL067C"	-0.011536202648409
"106"	"YBL068W"	0.00444213500301951
"107"	"YBL069W"	0.387882812142405
"108"	"YBL070C"	0.102974890451498
"109"	"YBL071C"	0.00339912824395432
"110"	"YBL072C"	0.124421248858801
"111"	"YBL075C"	0.0233962396729268
"112"	"YBL078C"	0.207436559635752
"113"	"YBL079W"	0.011120811162877
"114"	"YBL081W"	0.43706794505662
"115"	"YBL082C"	-0.119177133200522
"116"	"YBL083C"	0.0480149767484612
"117"	"YBL085W"	-0.10448737413322
"118"	"YBL086C"	0.183533062964672
"119"	"YBL087C"	-0.151623988151233
"120"	"YBL088C"	-0.0345980421956247
"121"	"YBL089W"	0.00121452165237477
"122"	"YBL091C-A"	0.0416371339290223
"123"	"YBL091C"	-0.117052638960083
"124"	"YBL094C"	0.0629982031724861
"125"	"YBL095W"	-0.081103240201896
"126"	"YBL096C"	-0.0463570585739115
"127"	"YBL098W"	0.107511355683747
"128"	"YBL101C"	-0.135944032906119
"129"	"YBL102W"	0.0934980537597952
"130"	"YBL103C"	0.0909685525268877
"131"	"YBL104C"	0.294370231886908
"132"	"YBL106C"	-0.0555366146835684
"133"	"YBL107C"	0.0299508514364585
"134"	"YBR001C"	0.145128461921423
"135"	"YBR005W"	0.00547984948343932
"136"	"YBR006W"	-0.042852076101997
"137"	"YBR007C"	0.118288086916438
"138"	"YBR008C"	-0.132382501224612
"139"	"YBR009C"	-0.0991956906494946
"140"	"YBR010W"	-0.00599051599328772
"141"	"YBR012C"	-0.184883691735962
"142"	"YBR013C"	0.136266703438237
"143"	"YBR014C"	-0.131441839207475
"144"	"YBR015C"	1.68988398592194
"145"	"YBR016W"	-0.102907654964045
"146"	"YBR018C"	-0.0499347866555952
"147"	"YBR022W"	0.234645971309081
"148"	"YBR024W"	-0.0910222332297958
"149"	"YBR025C"	-0.120439840792274
"150"	"YBR026C"	1.90094377216406
"151"	"YBR027C"	-0.314073774661013
"152"	"YBR028C"	-0.201080875608029
"153"	"YBR030W"	-0.276512502431357
"154"	"YBR031W"	0.209154749614158
"155"	"YBR032W"	-0.110669850071406
"156"	"YBR033W"	-0.0662748946929739
"157"	"YBR034C"	0.142738149787552
"158"	"YBR036C"	-0.0278670915182715
"159"	"YBR040W"	-0.261133382553681
"160"	"YBR041W"	-0.00845312128143179
"161"	"YBR042C"	1.27294432364506
"162"	"YBR043C"	-0.0801943568469324
"163"	"YBR044C"	0.917730405098366
"164"	"YBR045C"	-0.426163760707156
"165"	"YBR047W"	0.130638324402254
"166"	"YBR048W"	0.314400806598695
"167"	"YBR052C"	-0.0901293686037046
"168"	"YBR053C"	-0.0687487887657705
"169"	"YBR054W"	-0.0664473360800783
"170"	"YBR056W"	-0.359088005955416
"171"	"YBR057C"	-0.484972625790279
"172"	"YBR058C"	-0.138588736972497
"173"	"YBR059C"	-0.167410320248913
"174"	"YBR061C"	0.0224381419616833
"175"	"YBR062C"	0.137296877141628
"176"	"YBR063C"	-0.098480306157221
"177"	"YBR064W"	0.101489681083846
"178"	"YBR065C"	-0.0983000793077017
"179"	"YBR068C"	-0.476282701322348
"180"	"YBR069C"	-0.166435010189113
"181"	"YBR071W"	-0.228519757017189
"182"	"YBR072W"	-0.00982905563776353
"183"	"YBR073W"	-0.207679669337205
"184"	"YBR074W"	-0.0137158039402232
"185"	"YBR075W"	-0.173210148526948
"186"	"YBR076W"	-0.233646891898264
"187"	"YBR077C"	0.411674931605241
"188"	"YBR078W"	-0.280129967162959
"189"	"YBR082C"	0.00619822030678801
"190"	"YBR083W"	-0.0597448742771767
"191"	"YBR084C-A"	0.0672101416247937
"192"	"YBR084W"	-0.0365574133076795
"193"	"YBR085W"	-0.115321887427031
"194"	"YBR086C"	0.0246035732562756
"195"	"YBR090C-A"	-0.323447296553911
"196"	"YBR090C"	0.0801623738983741
"197"	"YBR092C"	0.0998138124556194
"198"	"YBR095C"	-0.147997354116295
"199"	"YBR098W"	0.0876681989441413
"200"	"YBR099C"	-0.0479548607569636
"201"	"YBR100W"	-0.0690119823427702
"202"	"YBR104W"	0.00996559685935606
"203"	"YBR105C"	-0.371415021606203
"204"	"YBR107C"	0.0910231849023295
"205"	"YBR108W"	-2.55181718481299
"206"	"YBR111C"	0.0168350209919053
"207"	"YBR113W"	0.188587429958882
"208"	"YBR114W"	0.333839370647996
"209"	"YBR115C"	-0.0909835303602215
"210"	"YBR116C"	-0.293020883733864
"211"	"YBR118W"	0.363704247928282
"212"	"YBR119W"	-0.0634722328448881
"213"	"YBR125C"	0.203668614536056
"214"	"YBR126C"	-0.0869249727104033
"215"	"YBR128C"	-0.0300523391846987
"216"	"YBR129C"	-0.128533134731461
"217"	"YBR130C"	0.0675483383775441
"218"	"YBR132C"	-0.212836785383946
"219"	"YBR134W"	-0.184210137042412
"220"	"YBR137W"	-0.0267231248034664
"221"	"YBR138C"	-0.130049889114964
"222"	"YBR141C"	0.0517424800989198
"223"	"YBR144C"	1.71157790237925
"224"	"YBR145W"	0.0769446884752367
"225"	"YBR147W"	-0.173039028578401
"226"	"YBR148W"	-0.102065956507853
"227"	"YBR150C"	0.17734230635359
"228"	"YBR151W"	-0.0843804912696016
"229"	"YBR156C"	1.40230558004234
"230"	"YBR157C"	-0.116384993863109
"231"	"YBR161W"	0.101588298039724
"232"	"YBR162C"	-0.114285614756825
"233"	"YBR162W-A"	-0.309331988833563
"234"	"YBR164C"	-0.382379721723622
"235"	"YBR165W"	-0.0869987467299989
"236"	"YBR166C"	-2.08970313099354
"237"	"YBR168W"	0.074243257188931
"238"	"YBR171W"	-0.846832424012411
"239"	"YBR172C"	0.282655080788958
"240"	"YBR174C"	0.113430767789581
"241"	"YBR175W"	-0.0788506802946882
"242"	"YBR176W"	0.119994999099142
"243"	"YBR177C"	0.0504168760594335
"244"	"YBR178W"	2.65671408594465
"245"	"YBR180W"	-0.0872055869887411
"246"	"YBR183W"	1.77465162047691
"247"	"YBR184W"	-0.227913385770339
"248"	"YBR185C"	-0.0547186613866385
"249"	"YBR186W"	0.0660136514646112
"250"	"YBR197C"	-0.0733824501974291
"251"	"YBR199W"	-0.0821418208832467
"252"	"YBR200W"	-0.12223832951559
"253"	"YBR203W"	0.0951915443113989
"254"	"YBR204C"	0.155370125873129
"255"	"YBR205W"	0.129559858484375
"256"	"YBR206W"	0.169503612516347
"257"	"YBR207W"	-0.0534550634040498
"258"	"YBR208C"	0.0246246131684437
"259"	"YBR209W"	-0.0622127460460524
"260"	"YBR210W"	0.0352298848953243
"261"	"YBR212W"	-1.25235275601081
"262"	"YBR214W"	0.128961067492609
"263"	"YBR215W"	0.334552655438439
"264"	"YBR216C"	0.100475414197164
"265"	"YBR217W"	0.327644869633121
"266"	"YBR218C"	-0.0689234254441901
"267"	"YBR219C"	-0.118034428499631
"268"	"YBR220C"	0.0486789610167594
"269"	"YBR221C"	-1.26039696077042
"270"	"YBR223C"	0.0402602506301311
"271"	"YBR224W"	-0.0845501925832388
"272"	"YBR225W"	0.138722261892437
"273"	"YBR226C"	0.0643077431732383
"274"	"YBR229C"	0.0110763191317975
"275"	"YBR231C"	0.0033433790131363
"276"	"YBR232C"	0.0419060322854839
"277"	"YBR233W"	1.22750648763858
"278"	"YBR235W"	0.119168957823962
"279"	"YBR239C"	-0.11520734497684
"280"	"YBR240C"	0.804475720208884
"281"	"YBR241C"	-0.0218472423844902
"282"	"YBR245C"	0.115769325182075
"283"	"YBR248C"	-0.0927508717798594
"284"	"YBR250W"	0.20950508280526
