"gene"	"VanillicAcid"
"90"	"YBL052C"	0.0175643072125073
"91"	"YBL053W"	-0.197341813310207
"92"	"YBL054W"	-0.118896388013403
"93"	"YBL055C"	-0.348013578292715
"94"	"YBL056W"	0.0434234590721663
"95"	"YBL057C"	0.120435232885208
"96"	"YBL059W"	0.145274778405128
"97"	"YBL060W"	0.0886546540353815
"98"	"YBL061C"	0.297914315063117
"99"	"YBL062W"	0.16764206421672
"100"	"YBL063W"	0.0394094650949835
"101"	"YBL064C"	-0.0658970305876744
"102"	"YBL065W"	0.0571556272351157
"103"	"YBL066C"	0.210714781470855
"104"	"YBL067C"	-0.347841835222091
"105"	"YBL068W"	-0.021832544127852
"106"	"YBL069W"	0.136420149541646
"107"	"YBL070C"	-0.410991503427564
"108"	"YBL071C"	0.312227871705575
"109"	"YBL072C"	0.462277586130682
"110"	"YBL075C"	-0.131075426619819
"111"	"YBL078C"	0.217605397822629
"112"	"YBL079W"	-0.789301813273355
"113"	"YBL081W"	0.609287565939459
"114"	"YBL082C"	-1.34024683590903
"115"	"YBL083C"	-0.0701469759551064
"116"	"YBL085W"	-0.234817938069084
"117"	"YBL086C"	-0.314805087384767
"118"	"YBL087C"	0.510721311842054
"119"	"YBL088C"	-0.0369793132911048
"120"	"YBL089W"	0.139687076150738
"121"	"YBL091C-A"	0.266616040944344
"122"	"YBL091C"	-0.381773521468389
"123"	"YBL094C"	0.156261822078855
"124"	"YBL095W"	-0.0872841748385336
"125"	"YBL096C"	-0.0027053532994793
"126"	"YBL098W"	-0.0287511441061524
"127"	"YBL101C"	-0.1711774186564
"128"	"YBL102W"	-0.0402249847274393
"129"	"YBL103C"	0.168374874860615
"130"	"YBL104C"	-0.0164155582095907
"131"	"YBL106C"	0.280075881711703
"132"	"YBL107C"	-0.00428303670007044
"133"	"YBR001C"	0.144702894605604
"134"	"YBR005W"	1.2225854367288
"135"	"YBR006W"	0.336660448729855
"136"	"YBR007C"	-0.0867896377971889
"137"	"YBR008C"	-0.0461434633008146
"138"	"YBR009C"	0.202748100473096
"139"	"YBR010W"	0.195844941764029
"140"	"YBR012C"	0.0649198545244145
"141"	"YBR013C"	-0.226141152750656
"142"	"YBR014C"	0.0569147968809476
"143"	"YBR015C"	-1.03382681470219
"144"	"YBR016W"	0.751172987975333
"145"	"YBR018C"	-0.150901088785906
"146"	"YBR022W"	0.450466817888972
"147"	"YBR024W"	0.264282588746355
"148"	"YBR025C"	0.100635506026646
"149"	"YBR026C"	-1.59946616595079
"150"	"YBR027C"	0.162282498347996
"151"	"YBR028C"	0.277715739109162
"152"	"YBR030W"	-0.0794901511188096
"153"	"YBR031W"	0.452972721479763
"154"	"YBR032W"	0.113939883929757
"155"	"YBR033W"	-0.0616390678283404
"156"	"YBR034C"	0.336491072916516
"157"	"YBR036C"	0.214481955552471
"158"	"YBR040W"	0.150107089863888
"159"	"YBR041W"	-0.27585323405845
"160"	"YBR042C"	0.238573560067494
"161"	"YBR043C"	0.323941308358234
"162"	"YBR044C"	-1.24653879303747
"163"	"YBR045C"	-0.00251280912067967
"164"	"YBR047W"	0.243470130950287
"165"	"YBR048W"	0.131340256770717
"166"	"YBR052C"	0.127007630367759
"167"	"YBR053C"	0.0389380644671941
"168"	"YBR054W"	-0.200653145648287
"169"	"YBR056W"	-0.348525443982441
"170"	"YBR057C"	0.221702026359292
"171"	"YBR058C"	0.143255197946111
"172"	"YBR059C"	-0.552015824318803
"173"	"YBR061C"	-0.0345057510459511
"174"	"YBR062C"	0.227314214305181
"175"	"YBR063C"	-0.00952904397472857
"176"	"YBR064W"	0.157650630581649
"177"	"YBR065C"	0.281253262648267
"178"	"YBR068C"	0.0980750442581803
"179"	"YBR069C"	-0.146798858110465
"180"	"YBR071W"	0.342227232818629
"181"	"YBR072W"	-0.0721923472940716
"182"	"YBR073W"	0.311546128228903
"183"	"YBR074W"	0.105888673545843
"184"	"YBR075W"	0.0602100515411815
"185"	"YBR076W"	-0.078633381479144
"186"	"YBR077C"	-0.0530584284008963
"187"	"YBR078W"	0.172221751619846
"188"	"YBR082C"	0.208834727543447
"189"	"YBR083W"	0.68227427428925
"190"	"YBR084C-A"	0.779277378373386
"191"	"YBR084W"	0.302223975308587
"192"	"YBR085W"	0.120665081712992
"193"	"YBR086C"	-0.694983286522963
"194"	"YBR090C-A"	-0.199223574088224
"195"	"YBR090C"	0.480854198395903
"196"	"YBR092C"	0.0877975334336374
"197"	"YBR095C"	-0.404592464823148
"198"	"YBR098W"	-0.103013092488437
"199"	"YBR099C"	0.221615276015867
"200"	"YBR100W"	-0.00843825531320202
"201"	"YBR104W"	0.444303636114698
"202"	"YBR105C"	0.263908243810122
"203"	"YBR107C"	0.259609725057646
"204"	"YBR108W"	-3.3241835834657
"205"	"YBR111C"	-0.190299929077793
"206"	"YBR113W"	0.663233257964078
"207"	"YBR114W"	-0.575474825485729
"208"	"YBR115C"	1.41297673964179
"209"	"YBR116C"	0.128577802763598
"210"	"YBR118W"	0.172803158097596
"211"	"YBR119W"	0.183845727967146
"212"	"YBR125C"	0.247611545993784
"213"	"YBR126C"	0.0114746576243984
"214"	"YBR128C"	0.25674576920725
"215"	"YBR129C"	0.299759662632137
"216"	"YBR130C"	-0.0496432452701143
"217"	"YBR132C"	0.144968479776431
"218"	"YBR134W"	-0.214642251785968
"219"	"YBR137W"	0.168273392758077
"220"	"YBR138C"	0.178086077150392
"221"	"YBR141C"	0.319304127836522
"222"	"YBR144C"	-0.976426305159566
"223"	"YBR145W"	0.604149420293689
"224"	"YBR147W"	0.285902304571179
"225"	"YBR148W"	-0.134854445626642
"226"	"YBR150C"	-1.65665593317648
"227"	"YBR151W"	0.166605697056966
"228"	"YBR156C"	0.145596218247565
"229"	"YBR157C"	0.0210472473081536
"230"	"YBR161W"	0.256319305218392
"231"	"YBR162C"	0.262427302880393
"232"	"YBR162W-A"	0.0448909339141801
"233"	"YBR164C"	-2.24094636503347
"234"	"YBR165W"	-0.00143218873687696
"235"	"YBR166C"	-1.74114764108088
"236"	"YBR168W"	-0.307437501645818
"237"	"YBR171W"	-4.7527270581642
"238"	"YBR172C"	-0.363601812377191
"239"	"YBR174C"	0.109675103932415
"240"	"YBR175W"	-0.0783246897815344
"241"	"YBR176W"	-0.130790586685051
"242"	"YBR177C"	0.0464837121053092
"243"	"YBR178W"	0.311674681173695
"244"	"YBR180W"	0.3363340761609
"245"	"YBR184W"	-0.102488918451646
"246"	"YBR185C"	0.0459332041617346
"247"	"YBR186W"	-0.0156547485857627
"248"	"YBR197C"	0.0751765983453002
"249"	"YBR199W"	0.104717834660537
"250"	"YBR200W"	0.230255168478982
"251"	"YBR203W"	-0.186599662594212
"252"	"YBR204C"	0.0928648472568577
"253"	"YBR205W"	-0.269927135796697
"254"	"YBR206W"	0.185556243139794
"255"	"YBR207W"	0.124087287178677
"256"	"YBR208C"	0.190169484475474
"257"	"YBR209W"	-0.416823183558005
"258"	"YBR210W"	0.140792907129213
"259"	"YBR214W"	0.281004584477441
"260"	"YBR215W"	-0.790442726848632
"261"	"YBR216C"	0.261710499094546
"262"	"YBR217W"	0.252083213995299
"263"	"YBR218C"	0.312619598797759
"264"	"YBR219C"	-0.178158417669101
"265"	"YBR220C"	-0.362206267263087
"266"	"YBR221C"	-3.96819869710562
"267"	"YBR222C"	-1.15714644296262
"268"	"YBR223C"	0.331055061035435
"269"	"YBR224W"	0.259447599413188
"270"	"YBR225W"	0.263705273009563
"271"	"YBR226C"	-0.00109062041287418
"272"	"YBR229C"	-0.323419702041531
"273"	"YBR231C"	-0.274331863978651
"274"	"YBR232C"	-0.129055673101251
"275"	"YBR233W"	-1.57778198105486
"276"	"YBR235W"	-0.643763865458321
"277"	"YBR239C"	-0.138424537815501
"278"	"YBR240C"	0.505235615568936
"279"	"YBR241C"	-0.0780614502114861
"280"	"YBR245C"	0.367711332868753
"281"	"YBR248C"	1.29665950224098
"282"	"YBR250W"	0.489802539110434
"283"	"YBR255W"	0.530609594409885
"284"	"YBR258C"	0.403025035867362
"285"	"YBR259W"	0.36263535244851
"286"	"YBR260C"	-0.266772768098294
"287"	"YBR261C"	0.0481594712262459
"288"	"YBR262C"	-0.170921541372194
"289"	"YBR263W"	-0.190431090388571
"290"	"YBR264C"	-0.00993940902490861
"291"	"YBR266C"	1.57138204926939
"292"	"YBR267W"	-0.421979955624575
"293"	"YBR269C"	0.0585412355773839
"294"	"YBR270C"	-0.39175256083435
"295"	"YBR271W"	0.215447166333208
"296"	"YBR274W"	-0.197367199494501
"297"	"YBR275C"	0.792533856975148
"298"	"YBR276C"	-0.00542922923883793
"299"	"YBR277C"	0.156268853813446
"300"	"YBR278W"	0.108326985199581
"301"	"YBR280C"	0.0951676595370082
"302"	"YBR281C"	0.055337330204904
"303"	"YBR283C"	-0.664771388206504
"304"	"YBR284W"	-0.0845256616292108
"305"	"YBR285W"	-0.100742480943288
"306"	"YBR286W"	-0.121936049316515
"307"	"YBR287W"	0.480602067171692
"308"	"YBR289W"	-1.26856606377454
"309"	"YBR290W"	-1.24808756723333
"310"	"YBR291C"	-0.488150555741965
"311"	"YBR292C"	0.151300013459636
"312"	"YBR293W"	-0.278730139445564
"313"	"YBR294W"	0.412251443481104
"314"	"YBR295W"	0.295667771461315
"315"	"YBR296C"	0.177044685316226
"316"	"YBR297W"	-0.504466776843014
"317"	"YBR298C"	0.187896217972517
"318"	"YBR301W"	0.128302905658172
"319"	"YCL001W-A"	-0.0174402175795747
"320"	"YCL001W"	-0.623709867926161
"321"	"YCL006C"	-0.170481325155453
"322"	"YCL010C"	-0.794999404031275
"323"	"YCL011C"	-0.669840250035291
"324"	"YCL012W"	-0.253919080165878
"325"	"YCL013W"	0.00803324415517978
"326"	"YCL014W"	-0.437658329061426
"327"	"YCL016C"	-1.85904614051445
"328"	"YCL022C"	-0.00226163345116448
"329"	"YCL023C"	-0.26283159309891
"330"	"YCL024W"	-0.552731212325473
"331"	"YCL025C"	-0.206027597187153
"332"	"YCL026C-A"	-1.20551799541207
"333"	"YCL026C"	-1.05477003349174
"334"	"YCL027W"	-0.311707758037453
"335"	"YCL028W"	0.142998238825351
"336"	"YCL029C"	-0.480437816736177
"337"	"YCL034W"	-0.321472038683229
"338"	"YCL035C"	0.000737299339129217
"339"	"YCL038C"	-0.237945036354788
"340"	"YCL039W"	-0.819610604042787
"341"	"YCL042W"	-1.30965817517331
"342"	"YCL046W"	-0.633693276351893
"343"	"YCL048W"	0.0537722658509567
"344"	"YCL049C"	-0.339715629584603
"345"	"YCL050C"	-0.71344897124751
"346"	"YCL051W"	-0.0652087072779774
"347"	"YCL055W"	-0.00824989560924278
"348"	"YCL057W"	0.0180492362744853
"349"	"YCL061C"	0.0734229501238568
"350"	"YCL062W"	-0.0781790436073929
"351"	"YCL063W"	-1.7023770271128
"352"	"YCL064C"	-0.120973976124555
"353"	"YCL069W"	0.185965387811446
"354"	"YCL074W"	0.235296998133146
"355"	"YCL075W"	0.0552911044117187
"356"	"YCL076W"	0.199622236218403
"357"	"YCR001W"	-0.321305154967357
"358"	"YCR005C"	-0.0058063616483749
"359"	"YCR006C"	-0.78779436935676
"360"	"YCR007C"	-0.226371100931072
"361"	"YCR008W"	0.072310534426487
"362"	"YCR009C"	-0.800286784230561
"363"	"YCR010C"	-0.32059886596674
"364"	"YCR011C"	0.145623853943678
"365"	"YCR014C"	-0.290516936399674
"366"	"YCR015C"	-0.121050443115091
"367"	"YCR016W"	0.199139895773649
"368"	"YCR017C"	-0.0126981371625061
"369"	"YCR019W"	-0.444143043143896
"370"	"YCR020C-A"	-0.141243516316165
"371"	"YCR020C"	-0.438896632135256
"372"	"YCR021C"	-0.243700499506764
"373"	"YCR022C"	-0.250328775022019
"374"	"YCR023C"	-0.18841693345746
"375"	"YCR024C-A"	-0.182903026204259
"376"	"YCR025C"	-0.545156961509249
"377"	"YCR027C"	-0.249817655684136
"378"	"YCR028C-A"	1.15446068790789
"379"	"YCR030C"	-0.770021524952456
"380"	"YCR031C"	0.0578362601617789
"381"	"YCR032W"	0.137121533107504
"382"	"YCR033W"	-0.218912371125224
"383"	"YCR034W"	0.313282935960365
"384"	"YCR036W"	-0.19963449563852
"385"	"YCR037C"	0.139291422842161
"386"	"YCR043C"	-0.171426407485558
"387"	"YCR044C"	-0.59836238853162
"388"	"YCR045C"	-0.329086434008349
"389"	"YCR048W"	0.466287755317845
"390"	"YCR049C"	-0.205956287023404
"391"	"YCR050C"	-0.0719879077142183
"392"	"YCR051W"	-0.153797830364665
"393"	"YCR053W"	-0.477485392367229
"394"	"YCR059C"	-0.0954945104671079
"395"	"YCR060W"	-0.0563937806372108
"396"	"YCR061W"	-0.0748510827869992
"397"	"YCR062W"	-0.706939748418435
"398"	"YCR065W"	0.0415775687687904
"399"	"YCR068W"	-0.130859082859359
"400"	"YCR069W"	-0.117250685299864
"401"	"YCR071C"	0.941038132614109
"402"	"YCR073C"	0.0508461201419188
"403"	"YCR073W-A"	-0.395529396421104
"404"	"YCR075C"	0.0317707118219343
"405"	"YCR076C"	-0.166020265152952
"406"	"YCR077C"	0.213663191169604
"407"	"YCR079W"	-0.613127181956976
"408"	"YCR081W"	-0.113903757729722
"409"	"YCR082W"	-0.375423209388847
"410"	"YCR085W"	-0.172093026674357
"411"	"YCR086W"	0.653986868221041
"412"	"YCR087C-A"	-0.0266859632066379
"413"	"YCR087W"	-0.0879122516527264
"414"	"YCR088W"	0.290457504847919
"415"	"YCR090C"	0.0975091332398488
"416"	"YCR092C"	-0.125079444751716
"417"	"YCR095C"	-0.239779017227748
"418"	"YCR098C"	-0.016422959170099
"419"	"YCR099C"	-0.173799915515153
"420"	"YCR100C"	-0.0137522464887694
"421"	"YCR101C"	-0.107304216539753
"422"	"YCR102C"	0.108117050157987
"423"	"YCR102W-A"	0.244210903068099
"424"	"YCR105W"	0.148933936231051
"425"	"YCR106W"	-0.0733769049913458
"426"	"YCR107W"	-0.122783534638843
"427"	"YDL001W"	1.02923939155633
"428"	"YDL002C"	1.1401122419587
"429"	"YDL006W"	1.09535326725697
"430"	"YDL010W"	-0.0673126438499692
"431"	"YDL011C"	0.701797167743595
"432"	"YDL012C"	0.91826683326366
"433"	"YDL013W"	1.0933594045655
"434"	"YDL018C"	0.435131294492918
"435"	"YDL019C"	0.074780486448362
"436"	"YDL020C"	0.423509339056038
"437"	"YDL024C"	-0.0113456176830449
"438"	"YDL025C"	0.0196078324573069
"439"	"YDL026W"	0.171027265165696
"440"	"YDL035C"	-0.0951437161679257
"441"	"YDL036C"	-0.255500462347465
"442"	"YDL037C"	-0.10006554847373
"443"	"YDL038C"	0.218433212875353
"444"	"YDL039C"	-0.0725934705848136
"445"	"YDL048C"	0.0523480032490074
"446"	"YDL050C"	-0.333048706093927
"447"	"YDL051W"	-0.118672110249541
"448"	"YDL052C"	0.127889832295905
"449"	"YDL054C"	0.174536710865363
"450"	"YDL056W"	-0.186124392352081
"451"	"YDL059C"	0.22566478612449
"452"	"YDL063C"	0.276930365475198
"453"	"YDL066W"	0.0645958405134634
"454"	"YDL070W"	0.303468329377141
"455"	"YDL071C"	0.108966686212526
"456"	"YDL074C"	-0.507824870782908
"457"	"YDL076C"	-0.19179580722911
"458"	"YDL077C"	0.215611010311445
"459"	"YDL078C"	-0.109605717299413
"460"	"YDL079C"	-0.181272985617319
"461"	"YDL080C"	-0.207558817109928
"462"	"YDL081C"	0.818769245826537
"463"	"YDL082W"	0.625417251099309
"464"	"YDL083C"	0.30731757594882
"465"	"YDL085W"	-0.567199129958687
"466"	"YDL086W"	0.0704867109592204
"467"	"YDL088C"	0.0429566385538024
"468"	"YDL089W"	0.202335396817828
"469"	"YDL091C"	-0.38736453746435
"470"	"YDL093W"	0.106441446720927
"471"	"YDL094C"	0.156253623665409
"472"	"YDL096C"	-1.65520229975823
"473"	"YDL100C"	-6.16999793907217
"474"	"YDL104C"	-1.02847279007532
"475"	"YDL106C"	-0.0379925937629992
"476"	"YDL109C"	0.237328213455513
"477"	"YDL110C"	0.318331024971225
"478"	"YDL112W"	-0.930136878070973
"479"	"YDL114W"	-0.204256171255143
"480"	"YDL117W"	0.107873745039367
"481"	"YDL119C"	-1.01309725749134
"482"	"YDL121C"	0.0767358955931467
"483"	"YDL122W"	-0.0219585153883603
"484"	"YDL123W"	0.0324965448130746
"485"	"YDL127W"	-1.36559508696613
"486"	"YDL128W"	1.16709729220109
"487"	"YDL130W-A"	0.26271715645704
"488"	"YDL130W"	-0.101715258177944
"489"	"YDL131W"	-1.09005052672869
"490"	"YDL133C-A"	0.138363035509513
"491"	"YDL134C"	0.508345750623862
"492"	"YDL136W"	0.443465938244871
"493"	"YDL137W"	0.456181096592654
"494"	"YDL142C"	-0.649517064774118
"495"	"YDL144C"	0.211390539204889
"496"	"YDL149W"	0.0794670322304908
"497"	"YDL154W"	0.271680925716088
"498"	"YDL155W"	0.165223454497646
"499"	"YDL156W"	0.047087699891958
"500"	"YDL161W"	0.0139368994670786
"501"	"YDL162C"	-0.53141223282369
"502"	"YDL168W"	-0.0130545633740479
"503"	"YDL169C"	-0.0715519201596494
"504"	"YDL170W"	0.158142036055249
"505"	"YDL171C"	-0.000880643927189925
"506"	"YDL172C"	0.0309860325913198
"507"	"YDL173W"	0.317607166003675
"508"	"YDL174C"	0.0294073076332507
"509"	"YDL175C"	-0.964189316812798
"510"	"YDL177C"	0.0631257509839321
"511"	"YDL178W"	-0.0998012046310949
"512"	"YDL180W"	0.302048532238727
"513"	"YDL182W"	0.0861579274016154
"514"	"YDL184C"	0.14199145844234
"515"	"YDL186W"	0.0893580428220395
"516"	"YDL187C"	-0.270909765368775
"517"	"YDL188C"	0.627610602940043
"518"	"YDL189W"	-0.381929199463392
"519"	"YDL190C"	-3.10928537481725
"520"	"YDL191W"	0.126690051508688
"521"	"YDL194W"	0.0365076307918376
"522"	"YDL197C"	-2.19580622172675
"523"	"YDL199C"	0.0230383926968031
"524"	"YDL200C"	0.0334162351879258
"525"	"YDL201W"	0.200673235159009
"526"	"YDL203C"	-0.0402342768173131
"527"	"YDL204W"	0.0305400068917502
"528"	"YDL210W"	-0.198024226037068
"529"	"YDL211C"	0.066169714559562
"530"	"YDL215C"	0.0462158926240148
"531"	"YDL218W"	0.163999715583494
"532"	"YDL219W"	-0.541835780710685
"533"	"YDL223C"	-1.03274934115099
"534"	"YDL224C"	0.0442496575085184
"535"	"YDL226C"	-1.13331919320044
"536"	"YDL227C"	-0.125549537503586
"537"	"YDL229W"	-0.0286103243324087
"538"	"YDL230W"	0.080192650097267
"539"	"YDL231C"	0.101656788248562
"540"	"YDL233W"	0.158097018489504
"541"	"YDL236W"	0.0307585932857918
"542"	"YDL237W"	-0.831870897172333
"543"	"YDL239C"	-0.0616594685822543
"544"	"YDL240W"	-0.305716803653398
"545"	"YDL241W"	0.411481742349316
"546"	"YDL242W"	0.181514440164993
"547"	"YDL243C"	-0.311950347678112
"548"	"YDR001C"	0.237134639531212
"549"	"YDR004W"	1.33555051574052
"550"	"YDR005C"	1.38655073787576
"551"	"YDR006C"	1.13069825502373
"552"	"YDR007W"	1.16831264211162
"553"	"YDR009W"	0.217222648692855
"554"	"YDR010C"	-0.0984784460882302
"555"	"YDR011W"	-0.063154347427899
"556"	"YDR014W"	0.304740681431644
"557"	"YDR015C"	-0.0985239952901321
"558"	"YDR018C"	0.295983918260383
"559"	"YDR019C"	1.2104939374048
"560"	"YDR020C"	-0.0972695352355394
"561"	"YDR022C"	-0.183414097452384
"562"	"YDR024W"	0.0744587297705044
"563"	"YDR025W"	-0.018596454902939
"564"	"YDR026C"	0.138150148184901
"565"	"YDR030C"	-0.162122447707671
"566"	"YDR033W"	-0.0428491126876777
"567"	"YDR035W"	0.128518235720853
"568"	"YDR036C"	0.21665512738908
"569"	"YDR046C"	-0.337546315927082
"570"	"YDR048C"	-0.510266188669708
"571"	"YDR049W"	0.0713498523552849
"572"	"YDR051C"	-0.641543950884188
"573"	"YDR055W"	-0.509403013830098
"574"	"YDR057W"	-0.257896456442859
"575"	"YDR058C"	0.205558792220559
"576"	"YDR061W"	-0.425122963840215
"577"	"YDR063W"	0.498688988149959
"578"	"YDR066C"	-0.263061457978217
"579"	"YDR067C"	-0.168514888202179
"580"	"YDR068W"	-0.0481047546798886
"581"	"YDR070C"	-0.556070882994317
"582"	"YDR071C"	-0.450314593394507
"583"	"YDR072C"	-0.60640593066949
"584"	"YDR073W"	-0.0127619441387181
"585"	"YDR074W"	-0.547218947433369
"586"	"YDR076W"	0.120501422117639
"587"	"YDR080W"	-2.18518017308296
"588"	"YDR083W"	0.189073407051971
"589"	"YDR085C"	-0.233187103986945
"590"	"YDR089W"	0.239723315119402
"591"	"YDR090C"	0.0653221282563914
"592"	"YDR092W"	-2.3826272138671
"593"	"YDR093W"	-0.591498944780246
"594"	"YDR094W"	-1.21068415771537
"595"	"YDR095C"	-0.058265585969238
"596"	"YDR097C"	-0.475637104580856
"597"	"YDR098C"	-1.91676262246942
"598"	"YDR099W"	0.135949609369823
"599"	"YDR100W"	-1.16155080660897
"600"	"YDR101C"	-0.675166948747603
"601"	"YDR102C"	-0.244074957651613
"602"	"YDR104C"	-0.0566574038475542
"603"	"YDR108W"	-2.23095511758776
"604"	"YDR109C"	-0.279083055019877
"605"	"YDR110W"	-0.457987845920453
"606"	"YDR111C"	-0.200175108621248
"607"	"YDR112W"	-0.267706618834124
"608"	"YDR116C"	-0.185917360779284
"609"	"YDR117C"	0.57512233434775
"610"	"YDR119W"	-0.365107338171894
"611"	"YDR120C"	0.487531465521349
"612"	"YDR121W"	0.654693691066966
"613"	"YDR122W"	-0.121006781843668
"614"	"YDR123C"	-0.607478587179561
"615"	"YDR124W"	-0.199838755620119
"616"	"YDR125C"	-0.450585308730824
"617"	"YDR126W"	0.382534282805879
"618"	"YDR127W"	-0.494242302197656
"619"	"YDR128W"	-0.0219704376427492
"620"	"YDR130C"	-0.373911828918613
"621"	"YDR131C"	-0.30546588197555
"622"	"YDR132C"	-0.915350981416848
"623"	"YDR133C"	-0.27620437992384
"624"	"YDR134C"	-0.122354420311291
"625"	"YDR135C"	-0.040440472897473
"626"	"YDR139C"	-0.054422061239114
"627"	"YDR142C"	-0.221141456878253
"628"	"YDR143C"	-0.0810131281704469
"629"	"YDR144C"	-0.31489690645391
"630"	"YDR146C"	0.804250512957239
"631"	"YDR147W"	-0.304584559981567
"632"	"YDR148C"	-0.0956725062732002
"633"	"YDR149C"	-0.1846654624901
"634"	"YDR150W"	-0.32093558172994
"635"	"YDR153C"	-0.320612518554997
"636"	"YDR154C"	-0.11605360035016
"637"	"YDR155C"	-0.376592794102498
"638"	"YDR156W"	-0.242789735097073
"639"	"YDR157W"	-0.607740439011264
"640"	"YDR158W"	-0.515798571405163
"641"	"YDR159W"	-0.0271446845298983
"642"	"YDR161W"	-0.0328466633582195
"643"	"YDR162C"	-0.637959196456434
"644"	"YDR163W"	-1.1028652246918
"645"	"YDR165W"	-0.340163836345739
"646"	"YDR169C"	-0.216412494128024
"647"	"YDR171W"	-0.253799233033727
"648"	"YDR174W"	0.560243750829383
"649"	"YDR181C"	-0.327205966623018
"650"	"YDR184C"	-0.0254622010564292
"651"	"YDR185C"	-0.912861750244616
"652"	"YDR186C"	-0.84057885046315
"653"	"YDR191W"	-0.0630570451734861
"654"	"YDR192C"	-0.0404860760184375
"655"	"YDR193W"	0.509558682497307
"656"	"YDR198C"	-0.55707237371734
"657"	"YDR202C"	-0.809420435129304
"658"	"YDR203W"	-0.357673505530918
"659"	"YDR205W"	0.352419538129243
"660"	"YDR206W"	-0.105051822241098
"661"	"YDR207C"	-1.47107957402071
"662"	"YDR209C"	-0.231113983126372
"663"	"YDR210W"	-0.270113578469616
"664"	"YDR213W"	-1.0797939193092
"665"	"YDR214W"	-0.794038341618373
"666"	"YDR215C"	-0.0685229326194135
"667"	"YDR216W"	-0.60957513738176
"668"	"YDR217C"	0.591726342566984
"669"	"YDR218C"	-0.187493818446834
"670"	"YDR219C"	0.167577724799073
