"gene"	"Mycobutanil"
"66"	"YBL003C"	-0.0828689915720067
"67"	"YBL005W"	-0.140012183060125
"68"	"YBL007C"	-0.174146746368271
"69"	"YBL009W"	-0.232438311358786
"70"	"YBL010C"	-0.201654980608947
"71"	"YBL015W"	0.074898208543506
"72"	"YBL016W"	-1.84608716610351
"73"	"YBL017C"	-1.60181121396522
"74"	"YBL019W"	0.196418189562787
"75"	"YBL021C"	-0.0225207644580107
"76"	"YBL024W"	0.106855085472129
"77"	"YBL027W"	-0.0162677292917124
"78"	"YBL028C"	-0.128154149828452
"79"	"YBL029W"	-0.461252522757717
"80"	"YBL031W"	-0.203755228865527
"81"	"YBL032W"	0.08128307573064
"82"	"YBL036C"	0.0450110876108518
"83"	"YBL037W"	0.0787181057823467
"84"	"YBL039C"	-0.120759027507598
"85"	"YBL042C"	-0.0440140975602135
"86"	"YBL043W"	0.52966854246922
"87"	"YBL046W"	0.0564956710149639
"88"	"YBL048W"	0.0765860803623246
"89"	"YBL049W"	0.105266815938006
"90"	"YBL051C"	-0.00263780552626524
"91"	"YBL052C"	0.0426348534069346
"92"	"YBL053W"	0.175017235001403
"93"	"YBL054W"	0.0333996815648948
"94"	"YBL055C"	0.0192157614454474
"95"	"YBL056W"	0.425820422711034
"96"	"YBL057C"	-0.0924079887899753
"97"	"YBL059W"	-0.0141184279002864
"98"	"YBL060W"	0.227579284471033
"99"	"YBL061C"	0.23185593624019
"100"	"YBL062W"	-0.161657578676672
"101"	"YBL063W"	0.188468892081346
"102"	"YBL064C"	-0.252092447183086
"103"	"YBL065W"	-0.182840695006775
"104"	"YBL066C"	-0.0634235755813221
"105"	"YBL067C"	-0.170191926037154
"106"	"YBL068W"	-3.99525420002648e-05
"107"	"YBL069W"	-0.0240623870456741
"108"	"YBL070C"	0.250806244978246
"109"	"YBL071C"	0.0238213022276241
"110"	"YBL072C"	-0.0265220175031301
"111"	"YBL075C"	0.0574921638014656
"112"	"YBL078C"	0.221834502952394
"113"	"YBL079W"	0.0936183152885005
"114"	"YBL081W"	0.266476843398553
"115"	"YBL082C"	-0.468489691244436
"116"	"YBL083C"	-0.359292795809529
"117"	"YBL085W"	-0.0326000149779335
"118"	"YBL086C"	0.108595251982495
"119"	"YBL087C"	-0.0982078363133115
"120"	"YBL088C"	-0.060465938665637
"121"	"YBL089W"	-0.113513991460907
"122"	"YBL091C-A"	-0.144300220079397
"123"	"YBL091C"	0.126496809423274
"124"	"YBL094C"	0.0121417501525953
"125"	"YBL095W"	0.0080128493091417
"126"	"YBL096C"	0.0869781975159605
"127"	"YBL098W"	0.0375531156066905
"128"	"YBL101C"	0.116224003264085
"129"	"YBL102W"	0.119183031205889
"130"	"YBL103C"	0.145354166738102
"131"	"YBL104C"	0.212898319300388
"132"	"YBL106C"	-0.0346645117149121
"133"	"YBL107C"	0.275314241765246
"134"	"YBR001C"	0.00588264403968992
"135"	"YBR005W"	-0.196022178963945
"136"	"YBR006W"	0.141020683822858
"137"	"YBR007C"	0.148328767444124
"138"	"YBR008C"	-0.0158591385325408
"139"	"YBR009C"	0.0307435722586096
"140"	"YBR010W"	-0.0203546849336125
"141"	"YBR012C"	0.00756594039544426
"142"	"YBR013C"	0.0389894221355896
"143"	"YBR014C"	-0.326985630002398
"144"	"YBR015C"	-1.87420380035475
"145"	"YBR016W"	-0.15307250533996
"146"	"YBR018C"	0.00766541335935354
"147"	"YBR022W"	0.0766643834066838
"148"	"YBR024W"	-0.0909761764993612
"149"	"YBR025C"	0.0631813682700728
"150"	"YBR026C"	-3.42543793065263
"151"	"YBR027C"	-0.136417887965802
"152"	"YBR028C"	-0.0678524444436642
"153"	"YBR030W"	-0.14535576165394
"154"	"YBR031W"	0.0978060182892747
"155"	"YBR032W"	-0.013316157955985
"156"	"YBR033W"	-0.0173197849197457
"157"	"YBR034C"	0.075381051266938
"158"	"YBR036C"	-0.0984130438195248
"159"	"YBR040W"	-0.142058337925538
"160"	"YBR041W"	-0.0761059437089652
"161"	"YBR042C"	-2.02301454704632
"162"	"YBR043C"	-0.135656655551765
"163"	"YBR044C"	-0.68289395363492
"164"	"YBR045C"	-0.608205689601704
"165"	"YBR047W"	0.119278902627543
"166"	"YBR048W"	-0.00289115201159339
"167"	"YBR052C"	0.0310600578331244
"168"	"YBR053C"	-0.34143988948989
"169"	"YBR054W"	-0.0644475610998082
"170"	"YBR056W"	-0.709224350396163
"171"	"YBR057C"	-0.165285394116488
"172"	"YBR058C"	-0.147552783510415
"173"	"YBR059C"	0.072971797116087
"174"	"YBR061C"	-0.260961150368663
"175"	"YBR062C"	-0.0839922346207304
"176"	"YBR063C"	-0.0791811372131777
"177"	"YBR064W"	0.0888367440475418
"178"	"YBR065C"	-0.296325486690496
"179"	"YBR068C"	0.0655444649515518
"180"	"YBR069C"	-0.251145670530092
"181"	"YBR071W"	-0.130440858765623
"182"	"YBR072W"	0.00992820206780359
"183"	"YBR073W"	-0.141525884238549
"184"	"YBR074W"	0.0264125054396284
"185"	"YBR075W"	-0.0126878352162862
"186"	"YBR076W"	-0.162984586359428
"187"	"YBR077C"	0.528968333209393
"188"	"YBR078W"	-0.330884102114987
"189"	"YBR082C"	0.100779168191251
"190"	"YBR083W"	-0.192866230849482
"191"	"YBR084C-A"	-0.398785038854779
"192"	"YBR084W"	-0.184321017619538
"193"	"YBR085W"	0.0466979694341982
"194"	"YBR086C"	-0.00894307004367543
"195"	"YBR090C-A"	-0.512010443368703
"196"	"YBR090C"	-0.0764783348481336
"197"	"YBR092C"	-0.126457550285879
"198"	"YBR095C"	-0.189410863217147
"199"	"YBR098W"	-0.047539361802951
"200"	"YBR099C"	-0.00237673920316666
"201"	"YBR100W"	0.0185594604860677
"202"	"YBR104W"	0.180878931749529
"203"	"YBR105C"	-0.0998409672975903
"204"	"YBR107C"	0.20974918100072
"205"	"YBR108W"	0.823664190484168
"206"	"YBR111C"	0.151129991041777
"207"	"YBR113W"	-0.60592013036147
"208"	"YBR114W"	-0.986023828137317
"209"	"YBR115C"	-0.0921116964692216
"210"	"YBR116C"	-0.0242255343367986
"211"	"YBR118W"	-0.720806816994667
"212"	"YBR119W"	-0.180817598215708
"213"	"YBR125C"	-0.0917692124775512
"214"	"YBR126C"	0.13717280564842
"215"	"YBR128C"	-0.0608714803954203
"216"	"YBR129C"	0.00459865024551835
"217"	"YBR130C"	-0.992012413069274
"218"	"YBR132C"	0.00109952130009316
"219"	"YBR134W"	-0.0500837098042772
"220"	"YBR137W"	-0.0342775225924274
"221"	"YBR138C"	-0.11047762323927
"222"	"YBR141C"	0.0571317930340367
"223"	"YBR144C"	1.08003622457492
"224"	"YBR145W"	0.00998924670540529
"225"	"YBR147W"	-0.2053020731073
"226"	"YBR148W"	0.13758072291985
"227"	"YBR150C"	-0.0467764025038452
"228"	"YBR151W"	0.0682815516728913
"229"	"YBR156C"	-1.26162029704204
"230"	"YBR157C"	0.198944825761622
"231"	"YBR161W"	-0.0896783661455531
"232"	"YBR162C"	-0.639750668452882
"233"	"YBR162W-A"	-0.0647302617770356
"234"	"YBR164C"	-0.355686026089751
"235"	"YBR165W"	0.0268226071213055
"236"	"YBR166C"	0.427779383649675
"237"	"YBR168W"	-0.0140326312905093
"238"	"YBR171W"	-1.2323939865581
"239"	"YBR172C"	-0.630033302258956
"240"	"YBR174C"	-0.286163356650149
"241"	"YBR175W"	-0.129075265398849
"242"	"YBR176W"	-0.1805904639236
"243"	"YBR177C"	-0.102625060036506
"244"	"YBR180W"	-0.0927478150814246
"245"	"YBR183W"	-1.16752340602781
"246"	"YBR184W"	-0.0146213968278574
"247"	"YBR185C"	-0.022952194530447
"248"	"YBR186W"	0.114104626244239
"249"	"YBR197C"	0.0672666523489839
"250"	"YBR199W"	-0.0150217236764334
"251"	"YBR200W"	-0.141310505241152
"252"	"YBR203W"	-0.471439776267608
"253"	"YBR204C"	0.0203749507641596
"254"	"YBR205W"	0.0418281697777983
"255"	"YBR206W"	0.158864035774413
"256"	"YBR207W"	0.0978838310527005
"257"	"YBR208C"	0.0200473290513327
"258"	"YBR209W"	0.159900873882718
"259"	"YBR210W"	-0.151885756632983
"260"	"YBR212W"	-1.07829843426736
"261"	"YBR214W"	0.082959020821473
"262"	"YBR215W"	-0.0952310158031995
"263"	"YBR216C"	0.228780568844514
"264"	"YBR217W"	0.176321522639156
"265"	"YBR218C"	0.0561799949049114
"266"	"YBR219C"	0.190313942007869
"267"	"YBR220C"	-0.139466229765952
"268"	"YBR221C"	0.565947730506563
"269"	"YBR223C"	0.0211525294744515
"270"	"YBR224W"	0.149889760218908
"271"	"YBR225W"	0.173659198022819
"272"	"YBR226C"	0.0458880628045227
"273"	"YBR229C"	-0.247856920100796
"274"	"YBR231C"	0.443059135293438
"275"	"YBR232C"	-0.0398329224927942
"276"	"YBR233W"	-0.567643711119235
"277"	"YBR235W"	0.0708444893863492
"278"	"YBR239C"	0.203776226266771
"279"	"YBR240C"	-1.33130956733754
"280"	"YBR241C"	0.0755661080921276
"281"	"YBR245C"	0.115268374008102
"282"	"YBR248C"	-0.281658652836454
"283"	"YBR250W"	0.168651146414769
"284"	"YBR255W"	0.207039004811652
"285"	"YBR258C"	0.0996977020264326
"286"	"YBR259W"	0.13760805070804
"287"	"YBR260C"	0.0241963166576103
"288"	"YBR261C"	0.0861918101094216
"289"	"YBR262C"	0.0951352782506994
"290"	"YBR263W"	0.0902986678434529
"291"	"YBR264C"	0.0787462805064508
"292"	"YBR266C"	-0.0446871330840019
"293"	"YBR267W"	-0.0304280464367438
"294"	"YBR269C"	-0.039215640094273
"295"	"YBR270C"	0.209508321862621
"296"	"YBR271W"	0.0603189130812342
"297"	"YBR274W"	-0.216578305107753
"298"	"YBR275C"	0.0450759577319217
"299"	"YBR276C"	0.0123474025535568
"300"	"YBR277C"	0.279145993984938
"301"	"YBR278W"	0.02165551020878
"302"	"YBR280C"	0.239816814271933
"303"	"YBR281C"	-0.0150689141897419
"304"	"YBR283C"	-0.882937687395513
"305"	"YBR284W"	-0.00500048412696099
"306"	"YBR285W"	0.0904585143467061
"307"	"YBR286W"	-0.286048566218656
"308"	"YBR287W"	0.0483057209446551
"309"	"YBR289W"	-0.623154344580292
"310"	"YBR290W"	-0.15501021188269
"311"	"YBR291C"	0.171179599408394
"312"	"YBR292C"	0.171354213814952
"313"	"YBR293W"	-0.459903529162628
"314"	"YBR294W"	0.226368089779709
"315"	"YBR295W"	-0.0163008153477602
"316"	"YBR296C"	0.150020482555403
"317"	"YBR297W"	-0.47270181881119
"318"	"YBR298C"	-0.10649768279723
"319"	"YBR301W"	0.175284223774346
"320"	"YCL001W-A"	-1.14613807648883
"321"	"YCL001W"	-0.00547222343194712
"322"	"YCL006C"	-0.353208644924658
"323"	"YCL010C"	0.0362804122894662
"324"	"YCL011C"	-0.0566910832442645
"325"	"YCL012W"	-0.225023851046437
"326"	"YCL013W"	-0.0265782497124619
"327"	"YCL014W"	-0.0599764423027191
"328"	"YCL016C"	0.585335835913974
"329"	"YCL022C"	0.128121014490665
"330"	"YCL023C"	0.181855423231324
"331"	"YCL024W"	-0.417212076231923
"332"	"YCL025C"	0.00745647511933087
"333"	"YCL026C-A"	0.189042085707262
"334"	"YCL026C"	0.240435714419312
"335"	"YCL027W"	-0.789186088445162
"336"	"YCL028W"	0.0440351506969963
"337"	"YCL029C"	0.263732650118211
"338"	"YCL034W"	-0.975966662005679
"339"	"YCL035C"	0.132444943765755
"340"	"YCL038C"	-0.319005751691208
"341"	"YCL039W"	-0.376671417035643
"342"	"YCL042W"	-1.44176641878581
"343"	"YCL046W"	-0.0985836835320289
"344"	"YCL048W"	0.130736588678134
"345"	"YCL049C"	0.081832699715859
"346"	"YCL050C"	-0.04890606755888
"347"	"YCL051W"	0.155788197128197
"348"	"YCL055W"	0.192952926645197
"349"	"YCL057W"	0.0429369798586897
"350"	"YCL061C"	0.324491131304135
"351"	"YCL062W"	-0.00060706494188595
"352"	"YCL063W"	-0.428682738268903
"353"	"YCL064C"	0.0106662939597058
"354"	"YCL069W"	-0.0240777622923737
"355"	"YCL074W"	0.0271236266199614
"356"	"YCL075W"	0.151154447334253
"357"	"YCL076W"	-0.00328922615209845
"358"	"YCR001W"	-0.483860487693124
"359"	"YCR005C"	0.0560253917196289
"360"	"YCR006C"	-0.252375308556001
"361"	"YCR007C"	-0.0507093909965487
"362"	"YCR008W"	-0.0993393151416423
"363"	"YCR009C"	-0.00754866968063907
"364"	"YCR010C"	-0.016535554472583
"365"	"YCR011C"	0.0489904806317058
"366"	"YCR014C"	0.00281007770000414
"367"	"YCR015C"	-0.0412965236263883
"368"	"YCR016W"	-7.52493975712289e-05
"369"	"YCR017C"	-0.0455279710973316
"370"	"YCR019W"	-0.00110014304053972
"371"	"YCR020C-A"	-1.20106972001298
"372"	"YCR020C"	-0.0602533767871568
"373"	"YCR021C"	-0.124111328820345
"374"	"YCR022C"	0.2597480413987
"375"	"YCR023C"	0.0464168013966322
"376"	"YCR024C-A"	-0.27543532480227
"377"	"YCR025C"	-0.430478138410247
"378"	"YCR027C"	-0.0663949198892503
"379"	"YCR028C-A"	-0.0178433636341421
"380"	"YCR030C"	-0.258395194699872
"381"	"YCR031C"	-0.074230507337029
"382"	"YCR032W"	0.0065129175947752
"383"	"YCR033W"	0.232266070795748
"384"	"YCR034W"	-0.364199029505852
"385"	"YCR036W"	0.206393598855454
"386"	"YCR037C"	0.0981842730274343
"387"	"YCR043C"	0.15422025643758
"388"	"YCR044C"	-0.089382536935266
"389"	"YCR045C"	0.00511290325283989
"390"	"YCR048W"	0.0858773132808606
"391"	"YCR049C"	0.0409217109976232
"392"	"YCR050C"	-0.17414855507422
"393"	"YCR051W"	0.20918367285091
"394"	"YCR053W"	0.0939269739845743
"395"	"YCR059C"	0.0932753059935216
"396"	"YCR060W"	-0.0928332047504969
"397"	"YCR061W"	0.163195065997358
"398"	"YCR062W"	-0.524552494512775
"399"	"YCR065W"	0.26331789817076
"400"	"YCR068W"	0.0551792383553319
"401"	"YCR069W"	-0.0551373965151203
"402"	"YCR071C"	0.0224847797707825
"403"	"YCR073C"	0.193079772195878
"404"	"YCR073W-A"	-0.474398677463579
"405"	"YCR075C"	0.0462013422849098
"406"	"YCR076C"	-0.16039360389131
"407"	"YCR077C"	0.312236827442221
"408"	"YCR079W"	-0.624647044070836
"409"	"YCR081W"	0.288995193674713
"410"	"YCR082W"	-0.313844953507573
"411"	"YCR085W"	0.165585679826509
"412"	"YCR086W"	0.208107311876997
"413"	"YCR087C-A"	-0.0816518028134996
"414"	"YCR087W"	0.0394186716924079
"415"	"YCR088W"	-0.0495782195400329
"416"	"YCR090C"	-0.0434620325773248
"417"	"YCR092C"	-0.0258882518678352
"418"	"YCR095C"	0.0845072320129367
"419"	"YCR098C"	0.0923245947990898
"420"	"YCR099C"	0.0823601159335244
"421"	"YCR100C"	0.100764204849826
"422"	"YCR101C"	-0.067382068401544
"423"	"YCR102C"	0.0653833926353995
"424"	"YCR102W-A"	0.19686427161567
"425"	"YCR105W"	0.000153543057944794
"426"	"YCR106W"	-0.253153119172099
"427"	"YCR107W"	0.020154347941663
"428"	"YDL001W"	-0.328130869805348
"429"	"YDL002C"	-0.296754027599421
"430"	"YDL006W"	-0.174826536818159
"431"	"YDL010W"	-0.177435893114567
"432"	"YDL011C"	-0.292375082034
"433"	"YDL012C"	-0.138620443720937
"434"	"YDL013W"	-0.0502955226059445
"435"	"YDL018C"	-0.229368617827457
"436"	"YDL019C"	-0.745154869263497
"437"	"YDL020C"	-0.262520909588225
"438"	"YDL024C"	-0.159855076581467
"439"	"YDL025C"	0.0152562616352707
"440"	"YDL026W"	-0.174998278039803
"441"	"YDL035C"	-0.212372817890196
"442"	"YDL036C"	-0.0802100838593683
"443"	"YDL037C"	-0.0899541969529948
"444"	"YDL038C"	-0.279335566627157
"445"	"YDL039C"	-0.0938716724326178
"446"	"YDL048C"	-0.0836291500849081
"447"	"YDL050C"	-0.263404429113938
"448"	"YDL051W"	-0.281865287001105
"449"	"YDL052C"	-0.300078998135679
"450"	"YDL054C"	0.0307332180504083
"451"	"YDL056W"	-0.106411939185293
"452"	"YDL059C"	0.0428951614166167
"453"	"YDL063C"	-0.299580296155383
"454"	"YDL066W"	-0.376497116481003
"455"	"YDL070W"	0.0252659066054967
"456"	"YDL071C"	0.10692364976559
"457"	"YDL074C"	-0.639760431008892
"458"	"YDL076C"	-0.408093689286979
"459"	"YDL077C"	-0.0852391384274093
"460"	"YDL078C"	-0.176426129763203
"461"	"YDL079C"	-0.0290029249780533
"462"	"YDL080C"	-0.141938214580456
"463"	"YDL081C"	0.254927686383544
"464"	"YDL082W"	-0.16992830311258
"465"	"YDL083C"	0.0711754091591171
"466"	"YDL085W"	-0.408249022287401
"467"	"YDL086W"	-0.0238295241045036
"468"	"YDL088C"	-0.0503877067581796
"469"	"YDL089W"	-0.0727757510600039
"470"	"YDL091C"	-0.550199498105955
"471"	"YDL093W"	-0.124546918998759
"472"	"YDL094C"	-0.32430668959859
"473"	"YDL096C"	-1.38336670432952
"474"	"YDL100C"	-0.0734845973616983
"475"	"YDL106C"	0.0101794684205403
"476"	"YDL109C"	-0.0692051539941342
"477"	"YDL110C"	0.153374962079797
"478"	"YDL112W"	-0.0179607743311228
"479"	"YDL114W"	-0.773121641484097
"480"	"YDL119C"	-0.622131603336612
"481"	"YDL121C"	-0.18501947786572
"482"	"YDL122W"	0.177466599232136
"483"	"YDL123W"	0.201292702863232
"484"	"YDL127W"	-0.841335226657448
"485"	"YDL128W"	-0.0216585815401762
"486"	"YDL130W-A"	0.0737953974187907
"487"	"YDL130W"	-0.941837528060754
"488"	"YDL133C-A"	0.109126057902346
"489"	"YDL134C"	-0.0762212049569429
"490"	"YDL136W"	0.0725097049191498
"491"	"YDL137W"	-2.83033182824052
"492"	"YDL142C"	0.135060266564408
"493"	"YDL144C"	0.211575625820598
"494"	"YDL149W"	0.144862002188933
"495"	"YDL154W"	0.0681502709377735
"496"	"YDL155W"	-0.11642601931671
"497"	"YDL156W"	0.202715407248088
"498"	"YDL161W"	0.0747091089774249
"499"	"YDL162C"	-1.06269776216855
"500"	"YDL168W"	0.0103499909867931
"501"	"YDL169C"	0.0463994664182761
"502"	"YDL170W"	-0.486326121114977
"503"	"YDL171C"	-0.0427574141663411
"504"	"YDL172C"	0.393075378563081
"505"	"YDL173W"	0.359937817377506
"506"	"YDL174C"	0.0495362369029683
"507"	"YDL177C"	-0.022610292536535
"508"	"YDL178W"	-0.0710239958468382
"509"	"YDL180W"	0.0582804554503889
"510"	"YDL182W"	0.0852729452566617
"511"	"YDL184C"	0.29958333641506
"512"	"YDL186W"	0.00460007489519922
"513"	"YDL187C"	0.184783035368711
"514"	"YDL188C"	0.0710121859208854
"515"	"YDL189W"	0.266003981300686
"516"	"YDL190C"	-1.40472975501214
"517"	"YDL191W"	-0.344208031078638
"518"	"YDL194W"	1.94250337799371
"519"	"YDL197C"	-3.24220331446622
"520"	"YDL199C"	0.208229193127216
"521"	"YDL200C"	0.214996120987074
"522"	"YDL201W"	-0.0304179511314446
"523"	"YDL203C"	0.140941426627552
"524"	"YDL204W"	0.214409703270616
"525"	"YDL210W"	0.137493278236625
"526"	"YDL211C"	0.115387405173558
"527"	"YDL215C"	0.0938143451689699
"528"	"YDL218W"	-0.058062281583601
"529"	"YDL219W"	-0.537154460571207
"530"	"YDL223C"	-0.644666944682845
"531"	"YDL224C"	0.0586449067550891
"532"	"YDL226C"	-0.760826014389124
"533"	"YDL227C"	0.267401398977964
"534"	"YDL229W"	0.172908173428854
"535"	"YDL230W"	0.086238076323513
"536"	"YDL231C"	0.155387452354796
"537"	"YDL233W"	0.114682547869863
"538"	"YDL236W"	0.232447236873958
"539"	"YDL237W"	-1.86950415422573
"540"	"YDL239C"	0.0336547075990404
"541"	"YDL240W"	-0.518586856714191
"542"	"YDL241W"	0.3770107105439
"543"	"YDL242W"	0.116499042471595
"544"	"YDL243C"	0.0288362243694056
"545"	"YDR001C"	-0.339878564482787
"546"	"YDR003W"	1.59991558250916
"547"	"YDR004W"	0.013963127576593
"548"	"YDR005C"	-0.217007931445515
"549"	"YDR006C"	-0.194874927220197
"550"	"YDR007W"	-0.176741859408641
"551"	"YDR009W"	-0.0559670452468017
"552"	"YDR010C"	0.0254756970345153
"553"	"YDR011W"	-0.118166023213481
"554"	"YDR014W"	0.0658983230011585
"555"	"YDR015C"	-0.218576330259477
"556"	"YDR018C"	-0.0231313554293579
"557"	"YDR019C"	-0.022389996521188
"558"	"YDR020C"	-0.0689451798207883
"559"	"YDR022C"	0.124657226516809
"560"	"YDR024W"	-0.46572527337459
"561"	"YDR025W"	-1.37034128630062
"562"	"YDR026C"	-0.185446703513483
"563"	"YDR030C"	-0.103133324682023
"564"	"YDR033W"	-0.15992825974215
"565"	"YDR035W"	-0.199338234516498
"566"	"YDR036C"	-0.0662572788079302
"567"	"YDR046C"	-0.159970910873288
"568"	"YDR048C"	-0.207255862998759
"569"	"YDR049W"	-0.113038667604567
"570"	"YDR051C"	-0.147447381405009
"571"	"YDR055W"	-0.996242284768399
"572"	"YDR057W"	-0.70895779192187
"573"	"YDR058C"	-0.0762835658857676
"574"	"YDR061W"	-0.333962125141648
"575"	"YDR063W"	-0.114765863803764
"576"	"YDR066C"	0.0134110963299037
"577"	"YDR067C"	-0.200309422182923
"578"	"YDR068W"	-0.119902720334877
"579"	"YDR070C"	-0.555917476459721
"580"	"YDR071C"	-0.125233251378425
"581"	"YDR072C"	-0.170573366945477
"582"	"YDR073W"	-0.58252853358459
"583"	"YDR074W"	-0.17444987563079
"584"	"YDR076W"	0.190886594721679
"585"	"YDR080W"	1.35180105677025
"586"	"YDR083W"	-0.360137904106917
"587"	"YDR085C"	-0.324380010093504
"588"	"YDR089W"	-0.236515185257603
"589"	"YDR090C"	-0.0551766878618804
"590"	"YDR092W"	2.9443255522056
"591"	"YDR093W"	-0.996119251278895
"592"	"YDR094W"	-0.662197327720637
"593"	"YDR095C"	-0.209555516500437
"594"	"YDR097C"	-0.271718298350304
"595"	"YDR098C"	-0.284309392287906
"596"	"YDR099W"	-0.178444613688956
"597"	"YDR100W"	-0.745484448011463
"598"	"YDR101C"	-0.264006618788601
"599"	"YDR102C"	-0.299335726676522
"600"	"YDR104C"	-0.372746231983544
"601"	"YDR108W"	0.170986758259364
"602"	"YDR109C"	-0.0615778104078589
"603"	"YDR110W"	-0.0198642634509687
"604"	"YDR111C"	-0.420239528554384
"605"	"YDR112W"	-0.405958567692656
"606"	"YDR116C"	-0.243506007270805
"607"	"YDR117C"	0.15960576323155
"608"	"YDR119W"	-0.275104932675891
"609"	"YDR120C"	-1.36258247359238
"610"	"YDR121W"	-0.234529905124938
"611"	"YDR122W"	-0.0274307869819387
"612"	"YDR123C"	-0.233744166221371
"613"	"YDR124W"	-0.26855983797624
"614"	"YDR125C"	-0.44330124471794
"615"	"YDR126W"	-0.161072199918066
"616"	"YDR127W"	-1.03479901863961
"617"	"YDR128W"	-0.156407400588219
"618"	"YDR130C"	-0.537528947182523
"619"	"YDR131C"	-0.271557603115165
"620"	"YDR132C"	-0.228295482859872
"621"	"YDR133C"	-0.346179237598183
"622"	"YDR134C"	-0.029838071581369
"623"	"YDR135C"	-0.0925774426141782
"624"	"YDR139C"	-2.25505867540069
"625"	"YDR142C"	-0.0235123449458834
"626"	"YDR143C"	-0.275328581635427
"627"	"YDR144C"	-0.357755046224298
"628"	"YDR146C"	-0.146398956127677
"629"	"YDR147W"	-0.249992875074958
"630"	"YDR148C"	-0.135889902995342
"631"	"YDR149C"	0.152759231182253
"632"	"YDR150W"	0.382173076864656
"633"	"YDR153C"	-0.305381169254382
"634"	"YDR154C"	0.0323008775402398
"635"	"YDR155C"	-0.0930781262286586
"636"	"YDR156W"	0.107616725585472
"637"	"YDR157W"	0.037622041100024
"638"	"YDR158W"	-0.674550483738128
"639"	"YDR159W"	0.60320238970136
"640"	"YDR161W"	-0.164661938706817
"641"	"YDR162C"	-0.149850969046777
"642"	"YDR163W"	-0.147835670842181
"643"	"YDR165W"	-0.173345278374886
"644"	"YDR169C"	0.0136979329039331
"645"	"YDR171W"	-0.141589614545294
"646"	"YDR174W"	-0.225077580626533
"647"	"YDR181C"	0.0473571657386615
"648"	"YDR184C"	0.111251814928126
"649"	"YDR185C"	-0.17324131816069
"650"	"YDR186C"	-0.651848183389784
"651"	"YDR191W"	-0.139330828330542
"652"	"YDR192C"	-0.281340214168417
"653"	"YDR193W"	-1.87070203573462
"654"	"YDR198C"	-0.371704265192525
"655"	"YDR202C"	-0.966761115532275
"656"	"YDR203W"	-0.520444161078892
"657"	"YDR205W"	-0.163855685160822
"658"	"YDR206W"	-1.09761638344592
"659"	"YDR207C"	0.0895577822950616
"660"	"YDR209C"	-0.306076030218198
"661"	"YDR210W"	-0.166966989225473
"662"	"YDR213W"	-1.29699235222571
"663"	"YDR214W"	-0.941374099083817
"664"	"YDR215C"	-0.208847858982806
"665"	"YDR216W"	-1.00879179802534
