"gene"	"Vanillin"
"112"	"YBL079W"	-0.585232906740645
"113"	"YBL081W"	-0.0841024755057945
"114"	"YBL082C"	0.803239717504541
"115"	"YBL083C"	0.592926320289353
"116"	"YBL085W"	-0.0630396505680804
"117"	"YBL086C"	-0.0866723382803159
"118"	"YBL087C"	0.165670569698142
"119"	"YBL088C"	-0.268598793084512
"120"	"YBL089W"	0.296863386054794
"121"	"YBL091C-A"	0.162544729591422
"122"	"YBL091C"	0.0345593438531903
"123"	"YBL094C"	-0.144731848688961
"124"	"YBL095W"	-0.407571273148359
"125"	"YBL096C"	-0.220352750110992
"126"	"YBL098W"	0.0364298846801619
"127"	"YBL101C"	-0.0147484999020343
"128"	"YBL102W"	0.33126073003966
"129"	"YBL103C"	-0.578860151084483
"130"	"YBL104C"	-0.0830203482765923
"131"	"YBL106C"	0.165266377988215
"132"	"YBL107C"	-0.248651297198913
"133"	"YBR001C"	0.744594949708913
"134"	"YBR005W"	1.39653049970684
"135"	"YBR006W"	-0.0513345959199268
"136"	"YBR007C"	-0.343634397167657
"137"	"YBR008C"	-0.0354985400542166
"138"	"YBR009C"	0.310668250231859
"139"	"YBR010W"	0.281652943789706
"140"	"YBR012C"	0.322401033617501
"141"	"YBR013C"	0.0661739279246901
"142"	"YBR014C"	0.434553416119111
"143"	"YBR015C"	-0.290456948991199
"144"	"YBR016W"	0.842876602433321
"145"	"YBR018C"	0.0209856059602705
"146"	"YBR022W"	0.165965666163144
"147"	"YBR024W"	0.216677679960682
"148"	"YBR025C"	-0.0888878634034051
"149"	"YBR026C"	-0.598318293286701
"150"	"YBR027C"	0.0240899129319697
"151"	"YBR028C"	0.0143942030242823
"152"	"YBR030W"	0.054127267877153
"153"	"YBR031W"	0.141999101567739
"154"	"YBR032W"	0.0603886031175954
"155"	"YBR033W"	0.104695650477478
"156"	"YBR034C"	-0.0103126154155204
"157"	"YBR036C"	-0.18895031929122
"158"	"YBR040W"	-0.120314182568283
"159"	"YBR041W"	-0.877341975095429
"160"	"YBR042C"	0.795626982061858
"161"	"YBR043C"	-0.149593624756851
"162"	"YBR044C"	0.375495463982817
"163"	"YBR045C"	-0.186949082941094
"164"	"YBR047W"	0.155061410516234
"165"	"YBR048W"	-0.204343189775402
"166"	"YBR052C"	0.083840933804519
"167"	"YBR053C"	-0.0508329151468178
"168"	"YBR054W"	0.0769798912824814
"169"	"YBR056W"	0.248370253542631
"170"	"YBR057C"	0.108253784937188
"171"	"YBR058C"	-0.105224217019684
"172"	"YBR059C"	-0.346448343699708
"173"	"YBR061C"	-0.62640902976751
"174"	"YBR062C"	-0.121756491489444
"175"	"YBR063C"	-0.128005004944174
"176"	"YBR064W"	-0.10585745179202
"177"	"YBR065C"	0.141496431009833
"178"	"YBR068C"	0.0749418686449531
"179"	"YBR069C"	0.171210527442553
"180"	"YBR071W"	-0.235328816749035
"181"	"YBR072W"	-0.230164803430995
"182"	"YBR073W"	-0.170637086826356
"183"	"YBR074W"	0.00322905743002353
"184"	"YBR075W"	-0.105401884293173
"185"	"YBR076W"	0.082370638009137
"186"	"YBR077C"	-0.549766806412519
"187"	"YBR078W"	0.29902900637888
"188"	"YBR082C"	0.234660662152479
"189"	"YBR083W"	0.31966255509795
"190"	"YBR084C-A"	1.06284953857489
"191"	"YBR084W"	0.0910569082853327
"192"	"YBR085W"	0.162621915240826
"193"	"YBR086C"	0.270501620273329
"194"	"YBR090C-A"	0.0189753985382526
"195"	"YBR090C"	0.165252747879394
"196"	"YBR092C"	0.286201704493668
"197"	"YBR095C"	-0.210291420911206
"198"	"YBR098W"	-0.0217793219191794
"199"	"YBR099C"	-0.38858478017171
"200"	"YBR100W"	-0.0955740209768088
"201"	"YBR104W"	-0.29330127550115
"202"	"YBR105C"	-0.163873225445019
"203"	"YBR107C"	0.0529014025863852
"204"	"YBR108W"	-1.58402107505452
"205"	"YBR111C"	-0.0660546447513289
"206"	"YBR113W"	1.01548311533698
"207"	"YBR114W"	0.579400734999159
"208"	"YBR115C"	-0.695657851232073
"209"	"YBR116C"	-0.424512757592749
"210"	"YBR118W"	-0.644770373530349
"211"	"YBR119W"	0.289390587236218
"212"	"YBR125C"	-0.0282140404439987
"213"	"YBR126C"	0.146889559226719
"214"	"YBR128C"	0.287645281599916
"215"	"YBR129C"	0.258709910740363
"216"	"YBR130C"	0.100661187161069
"217"	"YBR132C"	0.135059944019335
"218"	"YBR134W"	-0.0478444446661249
"219"	"YBR137W"	-0.180406716399651
"220"	"YBR138C"	-0.269555815847973
"221"	"YBR141C"	-0.0668784477355977
"222"	"YBR144C"	0.216233050008689
"223"	"YBR145W"	0.11459791121759
"224"	"YBR147W"	-0.172097281143003
"225"	"YBR148W"	-0.118604462982094
"226"	"YBR150C"	2.02852100255209
"227"	"YBR151W"	-0.221937151249555
"228"	"YBR156C"	0.269625352327914
"229"	"YBR157C"	-0.124778533076396
"230"	"YBR161W"	-0.159802793392126
"231"	"YBR162C"	0.287903946716178
"232"	"YBR162W-A"	-0.670779424661024
"233"	"YBR164C"	-2.28472238483118
"234"	"YBR165W"	-0.0968813329471412
"235"	"YBR166C"	-2.25241746743047
"236"	"YBR168W"	-0.205911692589264
"237"	"YBR171W"	-0.803041272438015
"238"	"YBR172C"	-0.160721328457637
"239"	"YBR174C"	0.439048784738474
"240"	"YBR175W"	0.447536017827259
"241"	"YBR176W"	-0.280222550768524
"242"	"YBR177C"	-0.170043162782062
"243"	"YBR178W"	-1.98234394065664
"244"	"YBR180W"	0.194370198273086
"245"	"YBR184W"	0.0695734196622392
"246"	"YBR185C"	-0.133537912728003
"247"	"YBR186W"	-0.225077456831008
"248"	"YBR197C"	-0.0259690257960484
"249"	"YBR199W"	-0.0541430637678499
"250"	"YBR200W"	0.65686197074436
"251"	"YBR203W"	0.168170838014959
"252"	"YBR204C"	0.509139508611527
"253"	"YBR205W"	0.0153488130114445
"254"	"YBR206W"	0.0578857572653354
"255"	"YBR207W"	-0.0934576314828793
"256"	"YBR208C"	-0.0672660350577969
"257"	"YBR209W"	-0.920799672136339
"258"	"YBR210W"	0.315317896209253
"259"	"YBR214W"	0.309843118819598
"260"	"YBR215W"	0.869607872003903
"261"	"YBR216C"	0.480213039486103
"262"	"YBR217W"	-0.0705910634829654
"263"	"YBR218C"	-0.133894082133864
"264"	"YBR219C"	-0.0978259084887209
"265"	"YBR220C"	0.0183942351146628
"266"	"YBR221C"	0.387630882277589
"267"	"YBR222C"	-0.879300313094061
"268"	"YBR223C"	0.0185494598433594
"269"	"YBR224W"	-0.0834485966712267
"270"	"YBR225W"	-0.250995567550963
"271"	"YBR226C"	-0.0621429731352972
"272"	"YBR229C"	0.0570414214134
"273"	"YBR231C"	-1.5292090667891
"274"	"YBR232C"	-0.125933280773847
"275"	"YBR233W"	0.561642169694629
"276"	"YBR235W"	-0.754882319191176
"277"	"YBR239C"	-0.231367371170081
"278"	"YBR240C"	0.30367676550057
"279"	"YBR241C"	-0.0288001338772477
"280"	"YBR245C"	0.251741318964058
"281"	"YBR248C"	1.82133393745157
"282"	"YBR250W"	-0.491629590420354
"283"	"YBR255W"	0.174280800258359
"284"	"YBR258C"	-0.443631973896103
"285"	"YBR259W"	0.0989259463172634
"286"	"YBR260C"	-0.0384024432248459
"287"	"YBR261C"	0.171635527132029
"288"	"YBR262C"	0.219208912558884
"289"	"YBR263W"	0.208779979777961
"290"	"YBR264C"	0.11109156094445
"291"	"YBR266C"	2.08790811213216
"292"	"YBR267W"	0.37838756769783
"293"	"YBR269C"	0.015279314264646
"294"	"YBR270C"	-0.104214412006293
"295"	"YBR271W"	0.0337784762501608
"296"	"YBR274W"	0.0254911153705689
"297"	"YBR275C"	0.337539660226467
"298"	"YBR276C"	-0.0584702854881238
"299"	"YBR277C"	0.388126025978717
"300"	"YBR278W"	0.675808319158904
"301"	"YBR280C"	0.00160619957558392
"302"	"YBR281C"	0.0802186514842923
"303"	"YBR283C"	0.44728739599554
"304"	"YBR284W"	0.333256608129748
"305"	"YBR285W"	-0.168737939060496
"306"	"YBR286W"	-0.128643514616712
"307"	"YBR287W"	0.324016592908415
"308"	"YBR289W"	0.00507662713983613
"309"	"YBR290W"	0.568249173994203
"310"	"YBR291C"	1.92425087799654
"311"	"YBR292C"	0.680183612288354
"312"	"YBR293W"	0.41777583510934
"313"	"YBR294W"	-0.140951461390457
"314"	"YBR295W"	0.159499352136159
"315"	"YBR296C"	0.0194810476034757
"316"	"YBR297W"	0.285443720416129
"317"	"YBR298C"	0.00702028071783023
"318"	"YBR301W"	0.121628921192938
"319"	"YCL001W-A"	0.344864061034272
"320"	"YCL001W"	-0.0342919869275829
"321"	"YCL006C"	-0.278521674956069
"322"	"YCL010C"	-0.121019239855925
"323"	"YCL011C"	0.0653717972468983
"324"	"YCL012W"	-0.084872157755084
"325"	"YCL013W"	-0.180868551646532
"326"	"YCL014W"	-0.0517554194251988
"327"	"YCL016C"	0.84645184113636
"328"	"YCL022C"	0.0142681675936414
"329"	"YCL023C"	0.487097240686158
"330"	"YCL024W"	0.437364824166794
"331"	"YCL025C"	0.0490751146693178
"332"	"YCL026C-A"	-0.895463352855849
"333"	"YCL026C"	-0.904761593697908
"334"	"YCL027W"	0.501330404381751
"335"	"YCL028W"	-0.101742889516693
"336"	"YCL029C"	-0.984416776581806
"337"	"YCL034W"	0.38185128902698
"338"	"YCL035C"	-0.39452389467698
"339"	"YCL038C"	0.585239988859271
"340"	"YCL039W"	0.204324613487188
"341"	"YCL042W"	-0.970080615703859
"342"	"YCL046W"	0.100593866141765
"343"	"YCL048W"	0.119362247708828
"344"	"YCL049C"	-0.182479789492321
"345"	"YCL050C"	-1.16647866098381
"346"	"YCL051W"	0.260622190052238
"347"	"YCL055W"	0.179197431430494
"348"	"YCL057W"	-0.246527551838545
"349"	"YCL061C"	0.234345348142291
"350"	"YCL062W"	0.0526945119853702
"351"	"YCL063W"	-1.17917199806197
"352"	"YCL064C"	0.190598390797223
"353"	"YCL069W"	0.250998876373108
"354"	"YCL074W"	0.425148211393671
"355"	"YCL075W"	0.224553503134714
"356"	"YCL076W"	0.130034273977983
"357"	"YCR001W"	0.123515110921294
"358"	"YCR005C"	-0.226858331245327
"359"	"YCR006C"	0.702458083938091
"360"	"YCR007C"	-0.302125484243824
"361"	"YCR008W"	0.0832466860214757
"362"	"YCR009C"	-0.268376678739192
"363"	"YCR010C"	-0.219230909446237
"364"	"YCR011C"	0.119196450586082
"365"	"YCR014C"	-0.267876752616873
"366"	"YCR015C"	-0.148696353133629
"367"	"YCR016W"	-0.353290925287439
"368"	"YCR017C"	-0.627047382642234
"369"	"YCR019W"	-0.382642848501945
"370"	"YCR020C-A"	0.41019704343743
"371"	"YCR020C"	-0.302111022928259
"372"	"YCR021C"	-0.0258524519113
"373"	"YCR022C"	-0.224307457492766
"374"	"YCR023C"	-0.223139466013304
"375"	"YCR024C-A"	0.112984240491167
"376"	"YCR025C"	0.0830782462745025
"377"	"YCR027C"	-0.15733294156977
"378"	"YCR028C-A"	1.23644639862437
"379"	"YCR030C"	-1.00399617918371
"380"	"YCR031C"	-0.484680640310769
"381"	"YCR032W"	-0.274291479674209
"382"	"YCR033W"	-0.556065898381384
"383"	"YCR034W"	0.673615546436047
"384"	"YCR036W"	-0.0990344663080834
"385"	"YCR037C"	-0.177639998049991
"386"	"YCR043C"	-0.283555133934029
"387"	"YCR044C"	-0.492757957481782
"388"	"YCR045C"	-0.0131981256718635
"389"	"YCR048W"	-0.255163229150927
"390"	"YCR049C"	-0.322382947295427
"391"	"YCR050C"	-0.245723193854704
"392"	"YCR051W"	0.0318814712608359
"393"	"YCR053W"	0.543308576986579
"394"	"YCR059C"	0.195589588989501
"395"	"YCR060W"	0.0540510190931841
"396"	"YCR061W"	-0.251256510095422
"397"	"YCR062W"	0.41308814047794
"398"	"YCR065W"	-0.202850724101915
"399"	"YCR068W"	-0.0945084150363934
"400"	"YCR069W"	0.196550475042993
"401"	"YCR071C"	0.580311301910915
"402"	"YCR073C"	-0.0821564124536363
"403"	"YCR073W-A"	0.672035283820294
"404"	"YCR075C"	-0.111615988673823
"405"	"YCR076C"	-0.0744260655394341
"406"	"YCR077C"	-1.19476163136919
"407"	"YCR079W"	0.424625226717051
"408"	"YCR081W"	1.16905549021925
"409"	"YCR082W"	0.133529193562244
"410"	"YCR085W"	-0.180987854738038
"411"	"YCR086W"	-0.714068079319145
"412"	"YCR087C-A"	0.0197067894013928
"413"	"YCR087W"	-0.115009073400421
"414"	"YCR088W"	0.289513199844809
"415"	"YCR090C"	-0.219934315128314
"416"	"YCR092C"	0.0860216589126271
"417"	"YCR095C"	-0.111562484629515
"418"	"YCR098C"	0.118120194986685
"419"	"YCR099C"	-0.230822007783327
"420"	"YCR100C"	-0.0379098754789849
"421"	"YCR101C"	-0.0211738611655203
"422"	"YCR102C"	-0.091612466672138
"423"	"YCR102W-A"	-0.183651931988186
"424"	"YCR105W"	0.0583234324535193
"425"	"YCR106W"	-0.0211909503304479
"426"	"YCR107W"	0.138823603220449
"427"	"YDL001W"	1.00767252803875
"428"	"YDL002C"	1.11947790410897
"429"	"YDL006W"	1.19622894889129
"430"	"YDL010W"	-0.065042718336128
"431"	"YDL011C"	-0.00200146337972192
"432"	"YDL012C"	0.877792984630003
"433"	"YDL013W"	1.49419599123436
"434"	"YDL018C"	-0.257936248182542
"435"	"YDL019C"	0.692753257742557
"436"	"YDL020C"	0.257074149859286
"437"	"YDL024C"	0.185097673388769
"438"	"YDL025C"	-0.158907888322947
"439"	"YDL026W"	-0.0558298605961403
"440"	"YDL035C"	-0.150758499610467
"441"	"YDL036C"	-0.0365270618810523
"442"	"YDL037C"	0.130773773293695
"443"	"YDL038C"	-0.0713808953451153
"444"	"YDL039C"	0.0854920668043548
"445"	"YDL048C"	0.184853523593491
"446"	"YDL050C"	-0.145689263743361
"447"	"YDL051W"	-0.0519827909669379
"448"	"YDL052C"	0.0682737427780355
"449"	"YDL054C"	-0.0338561011317034
"450"	"YDL056W"	-0.0790181524444205
"451"	"YDL059C"	-0.153947630169541
"452"	"YDL063C"	0.174063676131646
"453"	"YDL066W"	-0.287553404257241
"454"	"YDL070W"	-0.124110746999058
"455"	"YDL071C"	-0.0222028356390146
"456"	"YDL074C"	0.433004943965302
"457"	"YDL076C"	0.652933424262807
"458"	"YDL077C"	0.835591329581115
"459"	"YDL078C"	0.440398404377755
"460"	"YDL079C"	-0.111326313760074
"461"	"YDL080C"	0.917044519100259
"462"	"YDL081C"	0.529386248736662
"463"	"YDL082W"	0.656905423675712
"464"	"YDL083C"	0.420640944607835
"465"	"YDL085W"	-0.473441490452237
"466"	"YDL086W"	-0.0951199564157267
"467"	"YDL088C"	-0.0599263801983534
"468"	"YDL089W"	0.058213983291692
"469"	"YDL091C"	-0.232692443559755
"470"	"YDL093W"	-0.168211194265749
"471"	"YDL094C"	-0.25743417705966
"472"	"YDL096C"	1.17515867512659
"473"	"YDL100C"	1.03463554580127
"474"	"YDL104C"	-1.18094684421112
"475"	"YDL106C"	0.117080949395953
"476"	"YDL109C"	0.0256522649950489
"477"	"YDL110C"	0.060340101032216
"478"	"YDL112W"	0.431746241398327
"479"	"YDL114W"	0.443541754618288
"480"	"YDL117W"	-0.431086840899995
"481"	"YDL119C"	-0.543946856753623
"482"	"YDL121C"	-0.0961513787142331
"483"	"YDL122W"	-0.03801904673471
"484"	"YDL123W"	0.116472799926147
"485"	"YDL127W"	0.316729587576668
"486"	"YDL128W"	2.69246759298964
"487"	"YDL130W-A"	0.073837656431354
"488"	"YDL130W"	0.83788624509933
"489"	"YDL131W"	-1.16493403458262
"490"	"YDL133C-A"	0.266000668682012
"491"	"YDL134C"	0.170708195328841
"492"	"YDL136W"	0.407155721760699
"493"	"YDL137W"	0.380982053528966
"494"	"YDL142C"	-1.10387786601531
"495"	"YDL144C"	-0.207227774046674
"496"	"YDL149W"	-0.0797480786293626
"497"	"YDL154W"	-0.0100312356292649
"498"	"YDL155W"	-0.557308933273575
"499"	"YDL156W"	-0.204808725945554
"500"	"YDL161W"	-0.139504006932979
"501"	"YDL162C"	-0.192651842603375
"502"	"YDL168W"	-0.115515316595886
"503"	"YDL169C"	-0.225882656998002
"504"	"YDL170W"	-0.0822753033218041
"505"	"YDL171C"	0.0311185140631766
"506"	"YDL172C"	0.345904828512954
"507"	"YDL173W"	0.14168628432039
"508"	"YDL174C"	0.0416996902516155
"509"	"YDL175C"	-0.718636233614437
"510"	"YDL177C"	0.14868102274443
"511"	"YDL178W"	-0.078504481324703
"512"	"YDL180W"	-0.337105956297357
"513"	"YDL182W"	0.11994576372341
"514"	"YDL184C"	-0.00831847523004537
"515"	"YDL186W"	0.263541882326617
"516"	"YDL187C"	-0.0379482223641179
"517"	"YDL188C"	0.276984557814752
"518"	"YDL189W"	-0.286414640066035
"519"	"YDL190C"	1.39772362868267
"520"	"YDL191W"	-0.0499375715231506
"521"	"YDL194W"	-0.186394051972288
"522"	"YDL197C"	-0.0447991870966196
"523"	"YDL199C"	-0.230434943188942
"524"	"YDL200C"	-0.108280204556855
"525"	"YDL201W"	-0.172792368004491
"526"	"YDL203C"	-0.0883511430879972
"527"	"YDL204W"	0.121772989451077
"528"	"YDL210W"	-0.0576251922633838
"529"	"YDL211C"	0.116982208942349
"530"	"YDL215C"	0.00385279332334616
"531"	"YDL218W"	0.00212865931656515
"532"	"YDL219W"	0.116119691739021
"533"	"YDL223C"	-0.114287307174381
"534"	"YDL224C"	-0.48986716187038
"535"	"YDL226C"	-0.130739484867196
"536"	"YDL227C"	-0.233720584384602
"537"	"YDL229W"	0.243659156684859
"538"	"YDL230W"	-0.0450632649247552
"539"	"YDL231C"	-0.083420317840533
"540"	"YDL233W"	0.0374449105092425
"541"	"YDL236W"	0.0803617883364921
"542"	"YDL237W"	1.5633035196128
"543"	"YDL239C"	0.243059321878884
"544"	"YDL240W"	-0.127544702518805
"545"	"YDL241W"	0.202683474746809
"546"	"YDL242W"	0.0924453005077397
"547"	"YDL243C"	0.0282767517694396
"548"	"YDR001C"	0.141954171767926
"549"	"YDR004W"	1.27254864751765
"550"	"YDR005C"	1.80524698228715
"551"	"YDR006C"	1.80826750694621
"552"	"YDR007W"	1.14047859889143
"553"	"YDR009W"	-0.174292909442868
"554"	"YDR010C"	-0.100100671756707
"555"	"YDR011W"	0.79255778854247
"556"	"YDR014W"	-0.106918452271525
"557"	"YDR015C"	-0.148843270029064
"558"	"YDR018C"	-0.118270271064286
"559"	"YDR019C"	1.14593641297295
"560"	"YDR020C"	-0.0785778135725888
"561"	"YDR022C"	-0.216116706411728
"562"	"YDR024W"	0.550500776931462
"563"	"YDR025W"	0.0200067362961937
"564"	"YDR026C"	0.137920025703535
"565"	"YDR030C"	0.447778228953538
"566"	"YDR033W"	0.364174078838918
"567"	"YDR035W"	-0.113739513150719
"568"	"YDR036C"	0.143044631107777
"569"	"YDR046C"	-0.332413537089962
"570"	"YDR048C"	-0.0935436226038526
"571"	"YDR049W"	0.663892683970054
"572"	"YDR051C"	-0.123746299424885
"573"	"YDR055W"	0.229299472453448
"574"	"YDR057W"	0.437282562288876
"575"	"YDR058C"	0.156790442531723
"576"	"YDR061W"	-0.187198594761766
"577"	"YDR063W"	1.63855977839127
"578"	"YDR066C"	-0.0262289198423908
"579"	"YDR067C"	-0.320582292483969
"580"	"YDR068W"	-0.0934753244410398
"581"	"YDR070C"	-0.0836526633760201
"582"	"YDR071C"	-0.432036327383062
"583"	"YDR072C"	0.529268560454784
"584"	"YDR073W"	0.0604342704460879
"585"	"YDR074W"	0.783408853479471
"586"	"YDR076W"	0.104721479159056
"587"	"YDR080W"	0.182113938333847
"588"	"YDR083W"	0.271551369105546
"589"	"YDR085C"	-0.0703682647986862
"590"	"YDR089W"	-0.308269323286769
"591"	"YDR090C"	0.137573998951596
"592"	"YDR092W"	1.61410005471438
"593"	"YDR093W"	0.17466876726908
"594"	"YDR094W"	0.965755299889854
"595"	"YDR095C"	0.14946351857993
"596"	"YDR097C"	0.020245507609971
"597"	"YDR098C"	-1.22285329178536
"598"	"YDR099W"	-0.15435905579567
"599"	"YDR100W"	0.349681175901087
"600"	"YDR101C"	-0.677880973171867
"601"	"YDR102C"	-0.160464626287904
"602"	"YDR104C"	-0.0266986905091723
"603"	"YDR108W"	1.34805995586682
"604"	"YDR109C"	-0.155089853018171
"605"	"YDR110W"	0.131265857347857
"606"	"YDR111C"	-0.0501601821828929
"607"	"YDR112W"	-0.253192028072209
"608"	"YDR116C"	0.165871752707818
"609"	"YDR117C"	-2.78226444595269
"610"	"YDR119W"	-0.0820747298185822
"611"	"YDR120C"	0.782634325913239
"612"	"YDR121W"	0.782754153183986
"613"	"YDR122W"	0.0210632558606638
"614"	"YDR123C"	0.34340922509141
"615"	"YDR124W"	-0.119957880990002
"616"	"YDR125C"	0.33837007161496
"617"	"YDR126W"	0.841119327400419
"618"	"YDR127W"	1.44438020978511
"619"	"YDR128W"	-0.0412999711390984
"620"	"YDR130C"	0.0196704868981758
"621"	"YDR131C"	0.0554621962234195
"622"	"YDR132C"	-0.819962271318087
"623"	"YDR133C"	0.150237909157091
"624"	"YDR134C"	-0.275847829985383
"625"	"YDR135C"	0.153999209859288
"626"	"YDR139C"	1.83243751779156
"627"	"YDR142C"	0.160861427170921
"628"	"YDR143C"	0.176207653810105
"629"	"YDR144C"	-0.0602232585963139
"630"	"YDR146C"	1.29023378532656
"631"	"YDR147W"	0.00886664386611459
"632"	"YDR148C"	0.0102965238117178
"633"	"YDR149C"	0.365950610308078
"634"	"YDR150W"	0.103168158913516
"635"	"YDR153C"	0.239112474522694
"636"	"YDR154C"	-0.0745067217432212
"637"	"YDR155C"	-0.349430779043495
"638"	"YDR156W"	0.0638126048226143
"639"	"YDR157W"	0.0363208068420839
"640"	"YDR158W"	0.659733287815754
"641"	"YDR159W"	-2.01215616738306
"642"	"YDR161W"	0.239693884124403
"643"	"YDR162C"	-0.189044208518184
"644"	"YDR163W"	-0.0357003054451207
"645"	"YDR165W"	0.182934476118486
"646"	"YDR169C"	-0.0651968423558252
"647"	"YDR171W"	-0.334682980434406
"648"	"YDR174W"	0.795338247033435
"649"	"YDR181C"	-0.00552951515808976
"650"	"YDR184C"	-0.0900606245300576
"651"	"YDR185C"	-0.080945928302949
"652"	"YDR186C"	0.267030123746045
"653"	"YDR191W"	0.149084178994017
"654"	"YDR192C"	0.130777788499942
"655"	"YDR193W"	0.519046418221729
"656"	"YDR198C"	0.0184874806349599
"657"	"YDR202C"	-0.179543152802028
"658"	"YDR203W"	-0.0195508161551939
"659"	"YDR205W"	0.0376365067217538
"660"	"YDR206W"	0.0651514628561599
"661"	"YDR207C"	-2.66295249241766
"662"	"YDR209C"	0.0260335978887988
"663"	"YDR210W"	-0.00228825277446745
"664"	"YDR213W"	0.521160629772449
"665"	"YDR214W"	0.399300419037938
"666"	"YDR215C"	0.214359169107364
"667"	"YDR216W"	0.69149219653318
"668"	"YDR217C"	0.614746927887252
"669"	"YDR218C"	-0.05867875869761
"670"	"YDR219C"	0.0531155433766617
"671"	"YDR220C"	-0.109417910541714
