"gene"	"GVL"
"496"	"YDL154W"	-0.186584161851805
"497"	"YDL155W"	-0.8308890807716
"498"	"YDL156W"	0.283252467341237
"499"	"YDL161W"	0.0783080852641481
"500"	"YDL162C"	-0.846046348509839
"501"	"YDL168W"	-0.104841604495584
"502"	"YDL169C"	0.107516457738915
"503"	"YDL170W"	-0.011598850357477
"504"	"YDL171C"	0.645109783677152
"505"	"YDL172C"	0.802003460754203
"506"	"YDL173W"	0.535775103253099
"507"	"YDL174C"	0.347669604350626
"508"	"YDL177C"	-0.075090022407589
"509"	"YDL178W"	-0.138498025744282
"510"	"YDL180W"	0.120838758069463
"511"	"YDL182W"	0.270959308760638
"512"	"YDL184C"	1.15211956812338
"513"	"YDL186W"	0.552346331713231
"514"	"YDL187C"	-0.143304238627335
"515"	"YDL188C"	0.854235760183883
"516"	"YDL189W"	0.192913580655413
"517"	"YDL190C"	1.02041713324227
"518"	"YDL191W"	0.0144012476769056
"519"	"YDL194W"	1.8026355880133
"520"	"YDL197C"	2.98195874585801
"521"	"YDL199C"	-0.0915654478040802
"522"	"YDL200C"	-0.265669444754717
"523"	"YDL201W"	0.132196728984443
"524"	"YDL203C"	-0.2501957474854
"525"	"YDL204W"	0.463408861762872
"526"	"YDL210W"	0.189381716166219
"527"	"YDL211C"	-0.100287947344309
"528"	"YDL215C"	-0.00731851863710964
"529"	"YDL218W"	-0.887363920891006
"530"	"YDL219W"	-0.11700496634908
"531"	"YDL223C"	0.167268190091757
"532"	"YDL224C"	0.0241667213990098
"533"	"YDL226C"	0.244898856958401
"534"	"YDL227C"	0.0731175846201598
"535"	"YDL229W"	0.715487743362556
"536"	"YDL230W"	-0.153439406313731
"537"	"YDL231C"	0.78867351989057
"538"	"YDL232W"	2.63456635766586
"539"	"YDL233W"	0.478083721591761
"540"	"YDL236W"	0.261240600694984
"541"	"YDL237W"	1.57590025015198
"542"	"YDL239C"	0.435119859866012
"543"	"YDL240W"	0.409625546708342
"544"	"YDL241W"	0.885212729035474
"545"	"YDL242W"	0.903904351431768
"546"	"YDL243C"	-0.104736994427207
"547"	"YDR001C"	-0.178189673327436
"548"	"YDR004W"	-0.294713328219497
"549"	"YDR005C"	-0.108815493407181
"550"	"YDR006C"	-1.15681203385407
"551"	"YDR007W"	-0.463930608349071
"552"	"YDR009W"	-0.733928216375333
"553"	"YDR010C"	0.387145228880125
"554"	"YDR011W"	-0.126507770206722
"555"	"YDR014W"	-1.15949512302622
"556"	"YDR015C"	-0.356047937546508
"557"	"YDR018C"	-0.966267458713568
"558"	"YDR019C"	-0.543639944583872
"559"	"YDR020C"	-0.594392551674736
"560"	"YDR022C"	-0.370833304607815
"561"	"YDR024W"	-1.10372325751025
"562"	"YDR025W"	-0.307078772381087
"563"	"YDR026C"	-0.697666288102727
"564"	"YDR030C"	0.430825351897499
"565"	"YDR033W"	-3.1343610612883
"566"	"YDR035W"	-1.74800464996311
"567"	"YDR036C"	0.0820456569666905
"568"	"YDR046C"	-0.111971306724915
"569"	"YDR048C"	0.0202584567421999
"570"	"YDR049W"	-1.17979445329862
"571"	"YDR051C"	-0.66947267393868
"572"	"YDR055W"	0.224209293647508
"573"	"YDR057W"	-0.0518061004128763
"574"	"YDR058C"	-0.526709777570026
"575"	"YDR061W"	-1.12599469113473
"576"	"YDR063W"	-1.76237972846544
"577"	"YDR066C"	-0.452528862075134
"578"	"YDR067C"	-0.554901795609385
"579"	"YDR068W"	0.00184323076285415
"580"	"YDR070C"	0.0134523530210424
"581"	"YDR071C"	-0.991645805750117
"582"	"YDR072C"	-1.00588930824981
"583"	"YDR073W"	-0.749290346646396
"584"	"YDR074W"	0.610881189461544
"585"	"YDR076W"	-0.49482977102087
"586"	"YDR080W"	1.23629022281177
"587"	"YDR083W"	-5.28936314566832
"588"	"YDR085C"	-0.370727904871048
"589"	"YDR089W"	0.538603143719062
"590"	"YDR090C"	-0.123810726427744
"591"	"YDR092W"	3.40221519547147
"592"	"YDR093W"	-0.188182268602023
"593"	"YDR094W"	0.789827411792397
"594"	"YDR095C"	-0.0199263644381085
"595"	"YDR097C"	-0.702749715781512
"596"	"YDR098C"	-0.490763172676757
"597"	"YDR099W"	-0.455392395341394
"598"	"YDR100W"	-0.631142978048123
"599"	"YDR101C"	0.0728441110609342
"600"	"YDR102C"	-0.310208778361537
"601"	"YDR104C"	-0.644888060927135
