"gene"	"Dimethylimidazole24"
"280"	"YBR241C"	0.0524164648135807
"281"	"YBR245C"	-0.00395416112197054
"282"	"YBR248C"	-1.0125074015595
"283"	"YBR250W"	0.144922685285692
"284"	"YBR255W"	-0.151122399651709
"285"	"YBR258C"	-0.00680230332590452
"286"	"YBR259W"	-0.18555586359764
"287"	"YBR260C"	-0.015184820759219
"288"	"YBR261C"	-0.161056785502674
"289"	"YBR262C"	0.125758037046762
"290"	"YBR263W"	-0.0960291503008058
"291"	"YBR264C"	-0.0970761480131369
"292"	"YBR266C"	-0.842318751114823
"293"	"YBR267W"	-0.266744591862473
"294"	"YBR269C"	0.0637631542198111
"295"	"YBR270C"	-0.0911906830118729
"296"	"YBR271W"	0.0957268041290291
"297"	"YBR274W"	0.00546496730487966
"298"	"YBR275C"	-0.17977000561037
"299"	"YBR276C"	-0.170417348697313
"300"	"YBR277C"	0.00159486108756647
"301"	"YBR278W"	-0.146125480185716
"302"	"YBR280C"	0.17673092916341
"303"	"YBR281C"	-0.00455423666770583
"304"	"YBR283C"	-0.357814644512837
"305"	"YBR284W"	-0.257370841769213
"306"	"YBR285W"	-0.0761240700327612
"307"	"YBR286W"	-0.0645937883354067
"308"	"YBR287W"	-0.113921878197689
"309"	"YBR289W"	-0.719768447716781
"310"	"YBR290W"	0.0329550647356742
"311"	"YBR291C"	0.134844240124493
"312"	"YBR292C"	0.0427914994413935
"313"	"YBR293W"	-0.125360797322379
"314"	"YBR294W"	-0.122509817726039
"315"	"YBR295W"	-0.238611407449763
"316"	"YBR296C"	-0.0128712451315483
"317"	"YBR297W"	-0.29412056034256
"318"	"YBR298C"	-0.0921860040598415
"319"	"YBR301W"	-0.0570489425362265
"320"	"YCL001W-A"	-1.15826289977402
"321"	"YCL001W"	-0.119441955210654
"322"	"YCL006C"	-0.184866294211381
"323"	"YCL010C"	0.201794502312104
"324"	"YCL011C"	-0.105694141906199
"325"	"YCL012W"	-0.188239638396947
"326"	"YCL013W"	-0.0510324509535351
"327"	"YCL014W"	-0.254721676986085
"328"	"YCL016C"	-1.12203134046256
"329"	"YCL022C"	-0.0683494483490725
"330"	"YCL023C"	-0.150938049948964
"331"	"YCL024W"	-0.159717343061474
"332"	"YCL025C"	0.000369585647554665
"333"	"YCL026C-A"	0.147752798477981
"334"	"YCL026C"	0.0566385534942169
"335"	"YCL027W"	-0.587138263129658
"336"	"YCL028W"	-0.154581129142965
"337"	"YCL029C"	0.29547499601687
"338"	"YCL034W"	-0.694735914078993
"339"	"YCL035C"	0.209272451729651
"340"	"YCL038C"	0.029801218403348
"341"	"YCL039W"	-0.26116382242485
"342"	"YCL042W"	-1.65715816977319
"343"	"YCL046W"	0.0579840954791655
"344"	"YCL048W"	0.00091121094669775
"345"	"YCL049C"	-0.154517683269486
"346"	"YCL050C"	-0.0796863246112789
"347"	"YCL051W"	0.0498001396832954
"348"	"YCL055W"	-0.0895818132922141
"349"	"YCL057W"	-0.139687998607128
"350"	"YCL061C"	0.0152451416139202
"351"	"YCL062W"	-0.0449486387385848
"352"	"YCL063W"	-0.17520276766482
"353"	"YCL064C"	-0.0395706962200347
"354"	"YCL069W"	0.0195245509086969
"355"	"YCL074W"	0.211946037697924
"356"	"YCL075W"	0.0410854478903772
"357"	"YCL076W"	-0.260572975669539
"358"	"YCR001W"	-0.095196126025185
"359"	"YCR005C"	0.0455705270100251
"360"	"YCR006C"	0.891163180793265
"361"	"YCR007C"	0.157746844208524
"362"	"YCR008W"	-0.125612650986597
"363"	"YCR009C"	-0.170420113325166
"364"	"YCR010C"	0.0281643671098504
"365"	"YCR011C"	-0.117614381951006
"366"	"YCR014C"	-0.140675636110839
"367"	"YCR015C"	-0.0886943454297631
"368"	"YCR016W"	0.14428084877947
"369"	"YCR017C"	0.00589169094661187
"370"	"YCR019W"	0.0552915807615986
"371"	"YCR020C-A"	-0.322877351917449
"372"	"YCR020C"	0.00752047775937803
"373"	"YCR021C"	-0.0710783031784847
"374"	"YCR022C"	0.160699038246571
"375"	"YCR023C"	0.0997930502413769
"376"	"YCR024C-A"	0.0197324840214536
"377"	"YCR025C"	-0.433456291839831
"378"	"YCR027C"	0.167615394861513
"379"	"YCR028C-A"	-0.930286805349374
"380"	"YCR030C"	0.175947285561377
"381"	"YCR031C"	-0.0299653467750715
"382"	"YCR032W"	-0.0675008170225586
"383"	"YCR033W"	-0.0848509417999809
"384"	"YCR034W"	-0.579221020156794
"385"	"YCR036W"	0.0574715554958085
"386"	"YCR037C"	0.0273279977189542
"387"	"YCR043C"	0.0432326400433859
"388"	"YCR044C"	-0.391908924615729
"389"	"YCR045C"	0.0872049784408941
"390"	"YCR048W"	-0.105102153427873
"391"	"YCR049C"	0.123451726742001
"392"	"YCR050C"	-0.099880137383217
"393"	"YCR051W"	-0.087126202381317
"394"	"YCR053W"	-0.121926495736194
"395"	"YCR059C"	-0.0962394258794978
"396"	"YCR060W"	0.0793861155946653
"397"	"YCR061W"	0.027893401129987
"398"	"YCR062W"	-0.202199920308977
"399"	"YCR065W"	-0.216260240079354
"400"	"YCR068W"	0.0552650865344404
"401"	"YCR069W"	0.0216646657895192
"402"	"YCR071C"	-0.884295767283409
"403"	"YCR073C"	0.125784114069219
"404"	"YCR073W-A"	-0.318147175813777
"405"	"YCR075C"	0.0619846646118135
"406"	"YCR076C"	-0.141157062724386
"407"	"YCR077C"	0.3521012506416
"408"	"YCR079W"	-0.320784770244566
"409"	"YCR081W"	-0.572296032396279
"410"	"YCR082W"	-0.191302975028296
"411"	"YCR085W"	0.0391099281160852
"412"	"YCR086W"	-0.0348370054713678
"413"	"YCR087C-A"	-0.222484365937543
"414"	"YCR087W"	-0.0623252459371227
"415"	"YCR088W"	0.278945022198711
"416"	"YCR090C"	-0.0840568064052753
"417"	"YCR092C"	-0.0947928885509412
"418"	"YCR095C"	-0.103610765774161
"419"	"YCR098C"	0.0834966930001824
"420"	"YCR099C"	-0.185080142454427
"421"	"YCR100C"	-0.0232231240979737
"422"	"YCR101C"	0.0140062548525184
"423"	"YCR102C"	0.0987504141058343
"424"	"YCR102W-A"	-0.0169293983874626
"425"	"YCR105W"	-0.120660919386738
"426"	"YCR106W"	-0.201235372953946
"427"	"YCR107W"	-0.102184479854533
"428"	"YDL001W"	-0.641742254788831
"429"	"YDL002C"	-0.861349709128364
"430"	"YDL006W"	-0.897715470135912
"431"	"YDL010W"	0.0562006577315999
"432"	"YDL011C"	0.0837247209945644
"433"	"YDL012C"	-0.284914380228175
"434"	"YDL013W"	-0.773980414821885
"435"	"YDL018C"	-0.124336335322239
"436"	"YDL019C"	-0.123503071792513
"437"	"YDL020C"	-0.231493079241289
"438"	"YDL024C"	0.143387181459481
"439"	"YDL025C"	0.174144298509265
"440"	"YDL026W"	0.110858984504084
"441"	"YDL035C"	-0.0510689064781908
"442"	"YDL036C"	-0.107824706099182
"443"	"YDL037C"	0.0937905425251106
"444"	"YDL038C"	-0.232808823400827
"445"	"YDL039C"	0.136241616326961
"446"	"YDL048C"	0.0543416732952789
"447"	"YDL050C"	0.172210441602449
"448"	"YDL051W"	0.089127759119743
"449"	"YDL052C"	-0.150177824076545
"450"	"YDL054C"	0.166994874814275
"451"	"YDL056W"	0.134002911305659
"452"	"YDL059C"	0.0902640169248968
"453"	"YDL063C"	-0.0925769811785398
"454"	"YDL066W"	0.0444976427347919
"455"	"YDL070W"	-0.0507827265064145
"456"	"YDL071C"	-0.0411577029370156
"457"	"YDL074C"	-0.460590668109809
"458"	"YDL076C"	0.133032478495112
"459"	"YDL077C"	-0.197196925568383
"460"	"YDL078C"	-0.0395401858886903
"461"	"YDL079C"	0.142051696851731
"462"	"YDL080C"	-0.554229896652746
"463"	"YDL081C"	-0.0368540259091268
"464"	"YDL082W"	0.100848969069312
"465"	"YDL083C"	0.190236561325839
"466"	"YDL085W"	0.241576962448444
"467"	"YDL086W"	0.030259089274623
"468"	"YDL088C"	-0.0754167629205642
"469"	"YDL089W"	0.103954663310814
"470"	"YDL091C"	0.102488333555736
"471"	"YDL093W"	-0.0854573410490786
"472"	"YDL094C"	-0.0112400402693464
"473"	"YDL096C"	0.606063079475524
"474"	"YDL100C"	0.283387497603267
"475"	"YDL106C"	0.164431600760047
"476"	"YDL109C"	0.163910782508742
"477"	"YDL110C"	0.191784163780536
"478"	"YDL112W"	0.196986421569411
"479"	"YDL114W"	-0.220303296193748
"480"	"YDL119C"	-0.593560761817413
"481"	"YDL121C"	-0.240174846393738
"482"	"YDL122W"	0.14345249878545
"483"	"YDL123W"	0.102926819352403
"484"	"YDL127W"	-0.337704417977831
"485"	"YDL128W"	-1.59178861958961
"486"	"YDL130W-A"	-0.086869566206755
"487"	"YDL130W"	-0.704404558770228
"488"	"YDL133C-A"	0.229797421749759
"489"	"YDL134C"	0.049479707694455
"490"	"YDL136W"	-0.0642033160814562
"491"	"YDL137W"	-0.625320587836381
"492"	"YDL142C"	-0.0368861803211631
"493"	"YDL144C"	0.149581866265352
"494"	"YDL149W"	0.0978517739257005
"495"	"YDL154W"	0.0290655912458421
"496"	"YDL155W"	-0.0438317280823077
"497"	"YDL156W"	0.224327378301296
"498"	"YDL161W"	0.200725161020252
"499"	"YDL162C"	-0.369812752816463
"500"	"YDL168W"	-0.036720154436496
"501"	"YDL169C"	0.0955597163560058
"502"	"YDL170W"	-0.415781956782155
"503"	"YDL171C"	-0.21000702984208
"504"	"YDL172C"	0.0104395882286488
"505"	"YDL173W"	-0.0256669425999397
"506"	"YDL174C"	0.0736672563862906
"507"	"YDL177C"	-0.042266168502427
"508"	"YDL178W"	-0.126636776191802
"509"	"YDL180W"	-0.179275457629258
"510"	"YDL182W"	-0.139069159535684
"511"	"YDL184C"	0.131089529666126
"512"	"YDL186W"	0.0432127372906876
"513"	"YDL187C"	0.018732799935014
"514"	"YDL188C"	-0.0290418834424306
"515"	"YDL189W"	0.168992062240604
"516"	"YDL190C"	0.304224475550768
"517"	"YDL191W"	-0.0196405220190609
"518"	"YDL194W"	1.77158165050803
"519"	"YDL197C"	-0.804016540458598
"520"	"YDL199C"	0.13941146381748
"521"	"YDL200C"	-0.0467089056394057
"522"	"YDL201W"	-0.118874595902359
"523"	"YDL203C"	0.0703271849194701
"524"	"YDL204W"	-0.0615308990520379
"525"	"YDL210W"	-0.0713122924625427
"526"	"YDL211C"	-0.0287521826890247
"527"	"YDL215C"	-0.0164784413339031
"528"	"YDL218W"	-0.272071397381014
"529"	"YDL219W"	-0.491982653386201
"530"	"YDL223C"	-0.149084109095309
"531"	"YDL224C"	-0.0195407875882821
"532"	"YDL226C"	0.089990060391942
"533"	"YDL227C"	0.116474085512493
"534"	"YDL229W"	0.136117594006609
"535"	"YDL230W"	0.0331607651172927
"536"	"YDL231C"	0.0848259686226022
"537"	"YDL233W"	-0.039966245935024
"538"	"YDL236W"	0.205395228244403
"539"	"YDL237W"	0.18141658700384
"540"	"YDL239C"	-0.0616536543502733
"541"	"YDL240W"	-0.236418104774352
"542"	"YDL241W"	-0.0564660364493836
"543"	"YDL242W"	-0.0189008581667889
"544"	"YDL243C"	0.110385181678616
"545"	"YDR001C"	-0.0873969266705119
"546"	"YDR004W"	-1.28009678618436
"547"	"YDR005C"	-0.705023611854851
"548"	"YDR006C"	-0.317323663596964
"549"	"YDR007W"	-0.688697361857785
"550"	"YDR009W"	-0.0923795181189282
"551"	"YDR010C"	0.198005042911688
"552"	"YDR011W"	-0.0477159263599003
"553"	"YDR014W"	0.289914380915106
"554"	"YDR015C"	-0.0974510766907887
"555"	"YDR018C"	-0.032608279876608
"556"	"YDR019C"	-0.676004809355564
"557"	"YDR020C"	-0.44878934961113
"558"	"YDR022C"	0.172002287447551
"559"	"YDR024W"	0.308689850360515
"560"	"YDR025W"	-0.538803251711435
"561"	"YDR026C"	-0.137242842636287
"562"	"YDR030C"	-0.0545506286592769
"563"	"YDR033W"	0.118103987881564
"564"	"YDR035W"	0.0985570023183529
"565"	"YDR036C"	0.078186527238319
"566"	"YDR046C"	0.0538999240559936
"567"	"YDR048C"	-0.0176778806606851
"568"	"YDR049W"	0.1665017420882
"569"	"YDR051C"	0.267550293913592
"570"	"YDR055W"	-0.283046803222761
"571"	"YDR057W"	-0.257396421639032
"572"	"YDR058C"	0.0664098583176652
"573"	"YDR061W"	0.060626161968874
"574"	"YDR063W"	-1.59178861958961
"575"	"YDR066C"	0.0823029697090484
"576"	"YDR067C"	0.0596436788609665
"577"	"YDR068W"	0.0169014707014197
"578"	"YDR070C"	-0.422573921314078
"579"	"YDR071C"	-0.0140613850890759
"580"	"YDR072C"	-0.252794700046666
"581"	"YDR073W"	0.0283039984287949
"582"	"YDR074W"	-0.253605582825506
"583"	"YDR076W"	0.200299402864644
"584"	"YDR080W"	0.161506420893147
"585"	"YDR083W"	0.209330160474281
"586"	"YDR085C"	-0.0345913048019661
"587"	"YDR089W"	-0.0447649765054354
"588"	"YDR090C"	0.010402983374028
"589"	"YDR092W"	3.10058095242896
"590"	"YDR093W"	-0.380854394748691
"591"	"YDR094W"	0.0173442056237514
"592"	"YDR095C"	-0.191400771303973
"593"	"YDR097C"	0.107606208895944
"594"	"YDR098C"	0.0977147559613393
"595"	"YDR099W"	0.234019393138538
"596"	"YDR100W"	-0.175394200471728
"597"	"YDR101C"	-0.000442318577970961
"598"	"YDR102C"	0.0135560941311422
"599"	"YDR104C"	-0.183098429992659
"600"	"YDR108W"	0.210543843630637
"601"	"YDR109C"	0.165905878075177
"602"	"YDR110W"	-0.0698127740324099
"603"	"YDR111C"	-0.101604145298649
"604"	"YDR112W"	-0.140505368593075
"605"	"YDR116C"	-0.0363304582533841
"606"	"YDR117C"	0.376633853148085
"607"	"YDR119W"	-0.0730793917083163
"608"	"YDR120C"	-0.63678013200918
"609"	"YDR121W"	0.174089892496075
"610"	"YDR122W"	0.0382643794333492
"611"	"YDR123C"	-0.0981048949559471
"612"	"YDR124W"	-0.0686179952629801
"613"	"YDR125C"	0.263046824028533
"614"	"YDR126W"	0.00824250466020729
"615"	"YDR127W"	0.0797128132176806
"616"	"YDR128W"	-0.0507753488163434
"617"	"YDR130C"	-0.0158368842157377
"618"	"YDR131C"	0.104054920173857
"619"	"YDR132C"	0.0931976186577657
"620"	"YDR133C"	-0.24142766644801
"621"	"YDR134C"	0.246920948478948
"622"	"YDR135C"	0.0809484824221835
"623"	"YDR139C"	-2.1474888921775
"624"	"YDR142C"	0.21179280737145
"625"	"YDR143C"	0.043339621037105
"626"	"YDR144C"	-0.122331030979901
"627"	"YDR146C"	0.481843121146343
"628"	"YDR147W"	-0.109204869903197
"629"	"YDR148C"	0.177936019590078
"630"	"YDR149C"	0.161777574974453
"631"	"YDR150W"	0.0743449020431581
"632"	"YDR153C"	0.111014552283322
"633"	"YDR154C"	0.234496203244187
"634"	"YDR155C"	0.0874602126303765
"635"	"YDR156W"	0.158201000183892
"636"	"YDR157W"	-0.221625069343332
"637"	"YDR158W"	-0.293376938678485
"638"	"YDR159W"	0.539400398262662
"639"	"YDR161W"	0.00753421594693272
"640"	"YDR162C"	-0.0362631053331181
"641"	"YDR163W"	0.174555683903012
"642"	"YDR165W"	-0.136291705420486
"643"	"YDR169C"	0.0685790251700325
"644"	"YDR171W"	0.0753019794838363
"645"	"YDR174W"	0.501349506367484
"646"	"YDR181C"	0.158815701144206
"647"	"YDR184C"	0.041991447025378
"648"	"YDR185C"	-0.0270517459665059
"649"	"YDR186C"	-0.0496581560796623
"650"	"YDR191W"	0.00774874434607054
"651"	"YDR192C"	-0.0406722581071483
"652"	"YDR193W"	-0.132205532878799
"653"	"YDR198C"	0.214516487287813
"654"	"YDR202C"	-0.216991930216568
"655"	"YDR203W"	-0.28774944236141
"656"	"YDR205W"	0.16444436549207
"657"	"YDR206W"	0.168841544758018
"658"	"YDR207C"	-0.507927870359889
"659"	"YDR209C"	-0.158085475970405
"660"	"YDR210W"	0.0118739120675244
"661"	"YDR213W"	-0.238645701254145
"662"	"YDR214W"	-0.202250892308981
"663"	"YDR215C"	0.110720847759502
