"gene"	"Dimethylimidazole24"
"1"	"YAL002W"	-1.46653661038424
"2"	"YAL004W"	-0.0212068083839039
"3"	"YAL005C"	-0.00322127036794813
"4"	"YAL008W"	-0.0383985680972032
"5"	"YAL010C"	0.0222961178747926
"6"	"YAL011W"	0.190401852704602
"7"	"YAL013W"	-0.0735322568922382
"8"	"YAL014C"	-0.0512123098515035
"9"	"YAL015C"	0.0259171620318385
"10"	"YAL017W"	-0.0230375072458699
"11"	"YAL018C"	-0.00798323795855745
"12"	"YAL019W"	0.0124890086721584
"13"	"YAL020C"	0.158685715222276
"14"	"YAL022C"	-0.0430467805919809
"15"	"YAL023C"	0.082359995503269
"16"	"YAL024C"	-0.0875364923012161
"17"	"YAL026C"	0.11279704125686
"18"	"YAL027W"	-0.06130564818158
"19"	"YAL028W"	-0.0452841627514072
"20"	"YAL029C"	-0.0040604740181161
"21"	"YAL030W"	0.00752113792751772
"22"	"YAL031C"	0.0494214750775769
"23"	"YAL034C"	-0.108631804400475
"24"	"YAL036C"	-0.0653418727318301
"25"	"YAL037W"	-0.0215903939146741
"26"	"YAL040C"	1.0315782490125
"27"	"YAL042W"	-0.00918827751602106
"28"	"YAL043C-A"	0.381393904249403
"29"	"YAL045C"	0.222299751786545
"30"	"YAL046C"	-0.091901377354609
"31"	"YAL048C"	0.035566056651821
"32"	"YAL049C"	0.0332923444009868
"33"	"YAL051W"	-0.0191092217150093
"34"	"YAL053W"	0.211941566921872
"35"	"YAL054C"	1.59143363984169
"36"	"YAL055W"	-0.166050052137176
"37"	"YAL056W"	-0.0617360996002013
"38"	"YAL058C-A"	-0.0294269396885059
"39"	"YAL059W"	0.106937685904516
"40"	"YAL060W"	0.0134795421564539
"41"	"YAL061W"	0.00385550720971281
"42"	"YAL062W"	0.174523730864675
"43"	"YAL064C-A"	-0.0405274158250716
"44"	"YAL065C"	-0.0387663523098045
"45"	"YAL066W"	-0.0600123657332454
"46"	"YAL067C"	-0.0393526480338082
"47"	"YAL068C"	-0.0766335322173229
"48"	"YAR002C-A"	-0.0196641566333246
"49"	"YAR002W"	-0.208717900347037
"50"	"YAR003W"	-0.733293497134089
"51"	"YAR014C"	-0.740513210989786
"52"	"YAR015W"	0.119779554864567
"53"	"YAR020C"	-0.0801913382177773
"54"	"YAR023C"	-0.0649648518352688
"55"	"YAR027W"	-0.0932463123796761
"56"	"YAR028W"	-0.0808676771060376
"57"	"YAR029W"	0.0537420994266835
"58"	"YAR030C"	-0.12370887514886
"59"	"YAR031W"	-0.0492239992095129
"60"	"YAR035W"	-0.207101104407702
"61"	"YAR037W"	-0.118691414864472
"62"	"YAR040C"	-0.00612246486233795
"63"	"YAR043C"	-0.179859570288729
"64"	"YAR044W"	-0.0220116906346312
"65"	"YAR047C"	0.177692769750874
"66"	"YBL003C"	-0.0551760017350469
"67"	"YBL005W"	-0.687829120319893
"68"	"YBL007C"	-0.283641167362004
"69"	"YBL009W"	-0.30586283388991
"70"	"YBL010C"	-0.0658601460840709
"71"	"YBL015W"	0.0675850303502276
"72"	"YBL016W"	0.570293155351555
"73"	"YBL017C"	-0.782550983636786
"74"	"YBL019W"	0.128415919637415
"75"	"YBL021C"	0.0334471844469869
"76"	"YBL024W"	0.0728820585034831
"77"	"YBL027W"	-0.016731999101721
"78"	"YBL028C"	-0.0269211319842005
"79"	"YBL029W"	-0.390764469669799
"80"	"YBL031W"	0.00835629313367758
"81"	"YBL032W"	-0.0060102386368712
"82"	"YBL036C"	-0.172316938350762
"83"	"YBL037W"	-1.15225892614669
"84"	"YBL039C"	0.0133633678150322
"85"	"YBL042C"	0.0201760443199502
"86"	"YBL043W"	-0.892116884440407
"87"	"YBL046W"	-0.174436738334068
"88"	"YBL048W"	0.170671351333487
"89"	"YBL049W"	0.0181661473253011
"90"	"YBL051C"	-0.247996890495993
"91"	"YBL052C"	-0.186025833817736
"92"	"YBL053W"	0.193054305392925
"93"	"YBL054W"	0.109883466702216
"94"	"YBL055C"	-0.0947072678259561
"95"	"YBL056W"	0.30699396604237
"96"	"YBL057C"	-0.110343651374178
"97"	"YBL059W"	-0.0910127086708485
"98"	"YBL060W"	-0.069988375057615
"99"	"YBL061C"	0.0233671869919841
"100"	"YBL062W"	-0.108477940652626
"101"	"YBL063W"	0.132341473862701
"102"	"YBL064C"	-0.094990790459724
"103"	"YBL065W"	-0.0483633612238214
"104"	"YBL066C"	-0.138808621199752
"105"	"YBL067C"	-0.0177721821823027
"106"	"YBL068W"	-0.0359791857137251
"107"	"YBL069W"	-0.112236504219173
"108"	"YBL070C"	0.109650887042518
"109"	"YBL071C"	-0.164378146315909
"110"	"YBL072C"	0.246214725856171
"111"	"YBL075C"	-0.110011981256158
"112"	"YBL078C"	0.343659642605129
"113"	"YBL079W"	0.0150886925130232
"114"	"YBL081W"	-0.183348644116053
"115"	"YBL082C"	-0.131698286862448
"116"	"YBL083C"	-0.0715933015345238
"117"	"YBL085W"	-0.0471469865813352
"118"	"YBL086C"	-0.0397722030792934
"119"	"YBL087C"	0.183349388697952
"120"	"YBL088C"	-0.0987397888032149
"121"	"YBL089W"	-0.0472712354474413
"122"	"YBL091C-A"	-0.211090138091467
"123"	"YBL091C"	0.0438283117270746
"124"	"YBL094C"	-0.188524776026612
"125"	"YBL095W"	-0.185879954169871
"126"	"YBL096C"	-0.0289150174626779
"127"	"YBL098W"	-0.0570364404810737
"128"	"YBL101C"	-0.0746187505287039
"129"	"YBL102W"	-0.110061722793843
"130"	"YBL103C"	0.0233348784990578
"131"	"YBL104C"	0.074889395508579
"132"	"YBL106C"	-0.0494307560139922
"133"	"YBL107C"	-0.0111397579486138
"134"	"YBR001C"	-0.0925997550793447
"135"	"YBR005W"	-0.300709724051934
"136"	"YBR006W"	0.0173376782973972
"137"	"YBR007C"	0.141307999256143
"138"	"YBR008C"	0.0207642973436816
"139"	"YBR009C"	-0.130533856991865
"140"	"YBR010W"	-0.0969246653903087
"141"	"YBR012C"	0.0472637604862162
"142"	"YBR013C"	0.209296250256763
"143"	"YBR014C"	0.0340581994357854
"144"	"YBR015C"	0.0457830831866329
"145"	"YBR016W"	0.134726767345678
"146"	"YBR018C"	-0.0552643419266612
"147"	"YBR022W"	-0.201073583782323
"148"	"YBR024W"	0.036385493219767
"149"	"YBR025C"	-0.103039189612099
"150"	"YBR026C"	-1.00262057644777
"151"	"YBR027C"	0.0451706444470337
"152"	"YBR028C"	-0.0134345220556521
"153"	"YBR030W"	-0.184721955969815
"154"	"YBR031W"	0.0924544186948057
"155"	"YBR032W"	0.27853987479015
"156"	"YBR033W"	0.148986537476807
"157"	"YBR034C"	-0.115369987123573
"158"	"YBR036C"	-0.183136245701924
"159"	"YBR040W"	0.112438038373949
"160"	"YBR041W"	0.153163643213658
"161"	"YBR042C"	-1.01900359103394
"162"	"YBR043C"	0.0145261753799343
"163"	"YBR044C"	-0.276820810758494
"164"	"YBR045C"	0.335806423125775
"165"	"YBR047W"	0.0700014102712165
"166"	"YBR048W"	-0.022331920852988
"167"	"YBR052C"	0.114072875968382
"168"	"YBR053C"	-0.174240694298478
"169"	"YBR054W"	0.116821378142451
"170"	"YBR056W"	-0.0555593787233142
"171"	"YBR057C"	-0.0545994350832493
"172"	"YBR058C"	0.0630245758032994
"173"	"YBR059C"	0.230148349623338
"174"	"YBR061C"	0.131312773343559
"175"	"YBR062C"	0.0451558541573435
"176"	"YBR063C"	0.010939307174175
"177"	"YBR064W"	-0.00347581643833871
"178"	"YBR065C"	0.00617234717252676
"179"	"YBR068C"	0.0726740443115481
"180"	"YBR069C"	0.149756776764066
"181"	"YBR071W"	-0.159957932851708
"182"	"YBR072W"	0.109110053998411
"183"	"YBR073W"	-0.0180472033517859
"184"	"YBR074W"	0.0427046077155446
"185"	"YBR075W"	0.115704533275504
"186"	"YBR076W"	-0.0603697916258015
"187"	"YBR077C"	0.377789303650378
"188"	"YBR078W"	-0.534608168817355
"189"	"YBR082C"	-0.0410570628012486
"190"	"YBR083W"	-0.274043283589562
"191"	"YBR084C-A"	-0.0458760185205229
"192"	"YBR084W"	0.322041369749886
"193"	"YBR085W"	0.140127246935154
"194"	"YBR086C"	0.0886198707349573
"195"	"YBR090C-A"	0.218726380174217
"196"	"YBR090C"	-0.0975847428527934
"197"	"YBR092C"	-0.156385495600082
"198"	"YBR095C"	0.0674560851938897
"199"	"YBR098W"	-0.0148349372561859
"200"	"YBR099C"	0.0080425012709425
"201"	"YBR100W"	-0.0792417277963136
"202"	"YBR104W"	0.225929624597808
"203"	"YBR105C"	0.128937096429538
"204"	"YBR107C"	0.047234636026998
"205"	"YBR108W"	-0.698571423366552
"206"	"YBR111C"	0.0227389511895851
"207"	"YBR113W"	-0.758018061633257
"208"	"YBR114W"	-0.711982957589936
"209"	"YBR115C"	-0.588038761286848
"210"	"YBR116C"	0.0668804664880463
"211"	"YBR118W"	-0.222321582108816
"212"	"YBR119W"	-0.0882852170290577
"213"	"YBR125C"	-0.225784587656469
"214"	"YBR126C"	0.218890808472457
"215"	"YBR128C"	0.0404612005340144
"216"	"YBR129C"	-0.00421161826683661
"217"	"YBR130C"	-0.452590556565498
"218"	"YBR132C"	0.118865417243233
"219"	"YBR134W"	-0.0774489260618937
"220"	"YBR137W"	0.00803516247847129
"221"	"YBR138C"	0.0479337845189499
"222"	"YBR141C"	-0.00790252994011037
"223"	"YBR144C"	-0.921767013698202
"224"	"YBR145W"	-0.0341052110404017
"225"	"YBR147W"	-0.104494256019588
"226"	"YBR148W"	0.250859862083285
"227"	"YBR150C"	-0.744599381007288
"228"	"YBR151W"	0.12912435710922
"229"	"YBR156C"	-0.833742461922022
"230"	"YBR157C"	0.20150869980616
"231"	"YBR161W"	-0.0210541457801736
"232"	"YBR162C"	0.0277956267113643
"233"	"YBR162W-A"	-0.0917834856524214
"234"	"YBR164C"	-0.00552691088354206
"235"	"YBR165W"	0.0772745550678687
"236"	"YBR166C"	0.441634682784554
"237"	"YBR168W"	0.0341948613372943
"238"	"YBR171W"	0.0577828683946894
"239"	"YBR172C"	-0.32726441605639
"240"	"YBR174C"	-0.386251592580269
"241"	"YBR175W"	-0.23523209634625
"242"	"YBR176W"	-0.124337894975921
"243"	"YBR177C"	-0.204243577126375
"244"	"YBR180W"	-0.0170582932259569
"245"	"YBR183W"	1.69105022277923
"246"	"YBR184W"	0.0698827435554876
"247"	"YBR185C"	-0.0177033330611378
"248"	"YBR186W"	-0.0570755392327927
"249"	"YBR197C"	0.0336333350985706
"250"	"YBR199W"	0.111469804395997
"251"	"YBR200W"	0.011162085924173
"252"	"YBR203W"	-0.095671795991247
"253"	"YBR204C"	0.105265607388344
"254"	"YBR205W"	-0.00801107822063334
"255"	"YBR206W"	0.0112021822628084
"256"	"YBR207W"	0.128751772644557
"257"	"YBR208C"	-0.159833954376396
"258"	"YBR209W"	0.238074707608518
"259"	"YBR210W"	-0.236430890119358
"260"	"YBR212W"	-1.12203134046256
"261"	"YBR214W"	-0.146845474599356
"262"	"YBR215W"	-0.310065343954724
"263"	"YBR216C"	-0.112398856447888
"264"	"YBR217W"	0.0168272134780851
"265"	"YBR218C"	-0.0769287948663669
"266"	"YBR219C"	0.0838686235278989
"267"	"YBR220C"	0.123181162930605
"268"	"YBR221C"	-1.43276607253148
"269"	"YBR223C"	-0.00243585388912065
"270"	"YBR224W"	-0.0396212430482128
"271"	"YBR225W"	0.0576140687722585
"272"	"YBR226C"	-0.161767871099205
"273"	"YBR229C"	-0.113857227596532
"274"	"YBR231C"	0.0359555586044324
"275"	"YBR232C"	-0.106540145297809
"276"	"YBR233W"	-0.524556070375256
"277"	"YBR235W"	0.118749859993291
"278"	"YBR239C"	0.0828026191907196
"279"	"YBR240C"	-1.76778405573798
