"gene"	"Acetamide"
"1"	"YAL004W"	0.0214742771272353
"2"	"YAL005C"	0.166197568813836
"3"	"YAL008W"	-0.0904921628339064
"4"	"YAL010C"	-0.0015709310245708
"5"	"YAL011W"	-0.636721599697411
"6"	"YAL013W"	-0.0984634363233615
"7"	"YAL014C"	-0.0405648036787211
"8"	"YAL015C"	-0.184710711888934
"9"	"YAL017W"	-0.216244488791025
"10"	"YAL018C"	-0.0890358204281289
"11"	"YAL019W"	0.064279842478861
"12"	"YAL020C"	0.137944038507107
"13"	"YAL022C"	-0.156219289987921
"14"	"YAL023C"	1.01582479180081
"15"	"YAL024C"	-0.175997545104216
"16"	"YAL026C"	0.0940633896974694
"17"	"YAL027W"	-0.327932981036386
"18"	"YAL028W"	0.0291824815060381
"19"	"YAL029C"	0.0277054305779399
"20"	"YAL030W"	-0.187053133056673
"21"	"YAL031C"	0.0859878674771948
"22"	"YAL034C"	0.0393461185701367
"23"	"YAL036C"	-0.159750116133064
"24"	"YAL037W"	-0.268799941115506
"25"	"YAL040C"	-0.779729185290578
"26"	"YAL042W"	0.158228170671014
"27"	"YAL043C-A"	0.270140088228025
"28"	"YAL045C"	-0.347685243650192
"29"	"YAL046C"	-0.0846077970184048
"30"	"YAL048C"	-0.0977549435690633
"31"	"YAL049C"	-0.0892800947732662
"32"	"YAL051W"	-0.20505223358434
"33"	"YAL053W"	-0.0521363211757724
"34"	"YAL054C"	0.772395087364151
"35"	"YAL055W"	-0.213851231528342
"36"	"YAL056W"	-0.0815496206256213
"37"	"YAL058C-A"	0.0284219437268129
"38"	"YAL059W"	-0.0609398571941774
"39"	"YAL060W"	0.0141271137130109
"40"	"YAL061W"	-0.021470307858066
"41"	"YAL062W"	-0.125926605762606
"42"	"YAL064C-A"	0.0060062492406346
"43"	"YAL065C"	-0.173871108075594
"44"	"YAL066W"	-0.227669130184256
"45"	"YAL067C"	-0.0670391178372576
"46"	"YAL068C"	-0.00617074500331706
"47"	"YAR002C-A"	0.0685896020988897
"48"	"YAR002W"	-0.644150221118695
"49"	"YAR003W"	-1.04506675367604
"50"	"YAR014C"	0.0232636780979897
"51"	"YAR015W"	-0.138208525456831
"52"	"YAR020C"	-0.0540720525849192
"53"	"YAR023C"	-0.20120555408845
"54"	"YAR027W"	-0.11773496188719
"55"	"YAR028W"	0.365016553485432
"56"	"YAR029W"	-0.0238885581867074
"57"	"YAR030C"	-0.295343474856237
"58"	"YAR031W"	0.0757681545167032
"59"	"YAR035W"	-0.233284141360636
"60"	"YAR037W"	-0.166100849889662
"61"	"YAR040C"	-0.176810963524909
"62"	"YAR043C"	-0.274622746215601
"63"	"YAR044W"	-0.0278641988435577
"64"	"YAR047C"	0.0104164425719497
"65"	"YBL003C"	-0.179681924138983
"66"	"YBL005W"	0.195439089573741
"67"	"YBL007C"	-0.200284669455108
"68"	"YBL009W"	0.108449966086921
"69"	"YBL010C"	-0.114843692458983
"70"	"YBL015W"	-0.145485859945454
"71"	"YBL017C"	1.70850116310312
"72"	"YBL019W"	-0.0361245643899238
"73"	"YBL021C"	-0.0313590771223339
"74"	"YBL024W"	0.26688428856193
"75"	"YBL027W"	-0.488191843830183
"76"	"YBL028C"	0.0367649949964811
"77"	"YBL029W"	-0.144535754435999
"78"	"YBL031W"	-0.0969054691611614
"79"	"YBL032W"	-0.129934302347177
"80"	"YBL036C"	0.0537344332163203
"81"	"YBL037W"	0.0110039558842586
"82"	"YBL039C"	0.250956996918907
"83"	"YBL042C"	-0.0421241285572694
"84"	"YBL043W"	2.04196757615821
"85"	"YBL046W"	-0.395113395646918
"86"	"YBL048W"	0.125913742866902
"87"	"YBL049W"	-0.157011924208225
"88"	"YBL051C"	0.120206517269106
"89"	"YBL052C"	-0.236194905030308
"90"	"YBL053W"	0.0778078889059886
"91"	"YBL054W"	-0.114448899726252
"92"	"YBL055C"	-0.0490553948518548
"93"	"YBL056W"	0.18363196989715
"94"	"YBL057C"	0.153653286474331
"95"	"YBL059W"	-0.625734864098408
"96"	"YBL060W"	0.148134616525914
"97"	"YBL061C"	0.15158708441641
"98"	"YBL062W"	-0.0638711254335217
"99"	"YBL063W"	-0.150091411237683
"100"	"YBL064C"	-0.0672987151387283
"101"	"YBL065W"	-0.177620925797162
"102"	"YBL066C"	0.268990549882612
"103"	"YBL067C"	-0.214931493919182
"104"	"YBL068W"	-0.363450053631046
"105"	"YBL069W"	0.174068052199172
"106"	"YBL070C"	-0.0483662082043662
"107"	"YBL071C"	0.101620232350579
"108"	"YBL072C"	0.607436506953231
"109"	"YBL075C"	-0.104658573932102
"110"	"YBL078C"	0.365821699866296
"111"	"YBL079W"	-0.0464713017281149
"112"	"YBL081W"	0.300407005876166
"113"	"YBL082C"	-0.50365028285686
"114"	"YBL083C"	0.193561028235728
"115"	"YBL085W"	-0.257645819956242
"116"	"YBL086C"	-0.379865310585582
"117"	"YBL087C"	-0.255426243473346
"118"	"YBL088C"	-0.254895427854446
"119"	"YBL089W"	-0.567176313607586
"120"	"YBL091C-A"	-0.157825635897888
"121"	"YBL091C"	-0.142053337007558
"122"	"YBL094C"	-0.104870324954086
"123"	"YBL095W"	0.0845096479114803
"124"	"YBL096C"	-0.153389482474364
"125"	"YBL098W"	0.0290660809160269
"126"	"YBL101C"	-0.224091076560651
"127"	"YBL102W"	-0.00494551635363425
"128"	"YBL103C"	-0.0669622790536079
"129"	"YBL104C"	0.000817706003706777
"130"	"YBL106C"	-0.377008182380574
"131"	"YBL107C"	-0.136617099816447
"132"	"YBR001C"	0.0661104774528113
"133"	"YBR005W"	-0.269696137361231
"134"	"YBR006W"	0.221636698483724
"135"	"YBR007C"	0.446398822695189
"136"	"YBR008C"	-0.127879472688841
"137"	"YBR009C"	0.269693520686886
"138"	"YBR010W"	0.355184585573995
"139"	"YBR012C"	0.0574559887140291
"140"	"YBR013C"	-0.0204742534861562
"141"	"YBR014C"	0.115383417735464
"142"	"YBR015C"	2.09469226752983
"143"	"YBR016W"	-0.562917323923662
"144"	"YBR018C"	0.323158766918944
"145"	"YBR022W"	0.23463874351431
"146"	"YBR024W"	0.0764400194078954
"147"	"YBR025C"	0.36249495966501
"148"	"YBR026C"	1.94675205620541
"149"	"YBR027C"	0.0566308448386845
"150"	"YBR028C"	-0.0363805268564297
"151"	"YBR030W"	0.170605522288174
"152"	"YBR031W"	0.117321234615855
"153"	"YBR032W"	0.0255084941759704
"154"	"YBR033W"	0.0126159965543448
"155"	"YBR034C"	0.236430157369529
"156"	"YBR036C"	0.060589887166984
"157"	"YBR040W"	0.0667105785168243
"158"	"YBR041W"	0.286490438647039
"159"	"YBR042C"	1.51488943419523
"160"	"YBR043C"	0.103148823149651
"161"	"YBR044C"	-0.329988906293951
"162"	"YBR045C"	-0.233230391496577
"163"	"YBR047W"	0.0549853417977384
"164"	"YBR048W"	0.208627217395334
"165"	"YBR052C"	0.181422839966504
"166"	"YBR053C"	0.0479143966584433
"167"	"YBR054W"	-0.119826045019164
"168"	"YBR056W"	-0.407349648418214
"169"	"YBR057C"	-0.0606506962941637
"170"	"YBR058C"	0.257982184822945
"171"	"YBR059C"	-0.246208814859419
"172"	"YBR061C"	0.0631161613632887
"173"	"YBR062C"	0.0642610745982772
"174"	"YBR063C"	0.211863441901902
"175"	"YBR064W"	0.0854274615426076
"176"	"YBR065C"	-0.317283611375806
"177"	"YBR068C"	-0.0215909549242803
"178"	"YBR069C"	-0.509584352927737
"179"	"YBR071W"	-0.2101496858813
"180"	"YBR072W"	0.100327951120684
"181"	"YBR073W"	0.090558839913694
"182"	"YBR074W"	0.118452811897732
"183"	"YBR075W"	-0.120143053114024
"184"	"YBR076W"	0.0233784185832032
"185"	"YBR077C"	0.546162211259213
"186"	"YBR078W"	0.235678871463458
"187"	"YBR082C"	-0.445312214050785
"188"	"YBR083W"	0.0416430620789475
"189"	"YBR084C-A"	-0.0133983316912258
"190"	"YBR084W"	0.177457494527109
"191"	"YBR085W"	0.217791921826449
"192"	"YBR086C"	0.0306950556092808
"193"	"YBR090C-A"	0.0152885509853787
"194"	"YBR090C"	0.0763399286156921
"195"	"YBR092C"	0.0659120890085427
"196"	"YBR095C"	0.144218107603359
"197"	"YBR098W"	0.0436622233897165
"198"	"YBR099C"	0.036357679053152
"199"	"YBR100W"	-0.222488795808393
"200"	"YBR104W"	0.298940837897756
"201"	"YBR105C"	0.16221773508116
"202"	"YBR107C"	-0.157828519583058
"203"	"YBR108W"	1.29250036333152
"204"	"YBR111C"	0.0943456071602327
"205"	"YBR113W"	-0.127795132769287
"206"	"YBR114W"	-0.491104264287611
"207"	"YBR115C"	0.074220460118297
"208"	"YBR116C"	-0.212779378063642
"209"	"YBR118W"	-0.409115242031488
"210"	"YBR119W"	0.101191684183692
"211"	"YBR125C"	0.120583010629417
"212"	"YBR126C"	-0.239057487095642
"213"	"YBR128C"	0.356699897589105
"214"	"YBR129C"	0.0885097993750829
"215"	"YBR130C"	-0.132952873744538
"216"	"YBR132C"	0.0180858444240775
"217"	"YBR134W"	-0.268267684680869
"218"	"YBR137W"	-0.0692760449094872
"219"	"YBR138C"	-0.157591107409465
"220"	"YBR141C"	0.11137514670771
"221"	"YBR144C"	-0.615521391635352
"222"	"YBR145W"	-0.223363166394429
"223"	"YBR147W"	0.235193950809257
"224"	"YBR148W"	0.0527151973998879
"225"	"YBR150C"	2.03215945568421
"226"	"YBR151W"	0.206207536677438
"227"	"YBR156C"	1.35289620179794
"228"	"YBR157C"	0.114082908934352
"229"	"YBR161W"	-0.00481295277284987
"230"	"YBR162C"	0.139490494587137
"231"	"YBR162W-A"	0.0499519298331011
"232"	"YBR164C"	-0.130557907043963
"233"	"YBR165W"	0.0952108527587998
"234"	"YBR166C"	-1.9877138511223
"235"	"YBR168W"	-0.573642438095823
"236"	"YBR171W"	2.6478011233452
"237"	"YBR172C"	-0.336201428662669
"238"	"YBR174C"	-0.401805038783296
"239"	"YBR175W"	-0.590571566744767
"240"	"YBR176W"	0.186604781136426
"241"	"YBR177C"	0.271611419825287
"242"	"YBR180W"	-0.0472685835844757
"243"	"YBR183W"	-1.84205713934904
"244"	"YBR184W"	-0.056501300642718
"245"	"YBR185C"	0.177205960356145
"246"	"YBR186W"	0.109576312149528
"247"	"YBR197C"	0.0684985757406261
"248"	"YBR199W"	-0.0386887706178422
"249"	"YBR200W"	-1.12967828143607
"250"	"YBR203W"	-0.0964724267369092
"251"	"YBR204C"	0.117341497900117
"252"	"YBR205W"	-0.275753358842725
"253"	"YBR206W"	0.072053414331682
"254"	"YBR207W"	0.118427890787138
"255"	"YBR208C"	-0.00521318559691142
"256"	"YBR209W"	-0.396790059565133
"257"	"YBR210W"	-0.210062041274897
"258"	"YBR212W"	-0.969087497611661
"259"	"YBR214W"	0.155056795152041
"260"	"YBR215W"	-2.12838886370745
"261"	"YBR216C"	-0.0688653770624375
"262"	"YBR217W"	0.0191437358208178
"263"	"YBR218C"	0.0752628797846322
"264"	"YBR219C"	-0.217117927991547
"265"	"YBR220C"	-0.0589728557030383
"266"	"YBR221C"	-1.27146590354327
"267"	"YBR223C"	0.0584566215233039
"268"	"YBR224W"	0.0398434845509394
"269"	"YBR225W"	-0.0678912385893233
"270"	"YBR226C"	-0.120671325442916
"271"	"YBR229C"	0.131139640441086
"272"	"YBR231C"	-0.981567446520378
"273"	"YBR232C"	-0.0580360787176629
"274"	"YBR233W"	0.715203240460099
"275"	"YBR235W"	-0.0725762393325454
"276"	"YBR239C"	-0.185410987416279
"277"	"YBR240C"	-0.237810259932754
"278"	"YBR241C"	-0.220966796747715
"279"	"YBR245C"	-0.133750662438801
"280"	"YBR248C"	-0.280257169355917
"281"	"YBR250W"	-0.0774185378671649
"282"	"YBR255W"	0.274547196277827
"283"	"YBR258C"	-0.272316908360228
"284"	"YBR259W"	0.0118470729788252
"285"	"YBR260C"	-0.174093518191163
"286"	"YBR261C"	-0.265132389408573
"287"	"YBR262C"	0.0392394498025244
"288"	"YBR263W"	-0.253229593490753
"289"	"YBR264C"	-0.0199400298156844
"290"	"YBR266C"	0.110928284470966
"291"	"YBR267W"	0.181070698495657
"292"	"YBR269C"	0.0797405236112635
"293"	"YBR270C"	-0.280007527362256
"294"	"YBR271W"	0.124163502348462
"295"	"YBR274W"	0.0501769077176355
"296"	"YBR275C"	0.156624136458265
"297"	"YBR276C"	-0.0838848581336998
"298"	"YBR277C"	-0.821654548707507
"299"	"YBR278W"	-0.610840205560317
"300"	"YBR280C"	0.0993906786609412
"301"	"YBR281C"	-0.234194094214623
"302"	"YBR283C"	-0.172941895122932
"303"	"YBR284W"	-0.116797966854351
"304"	"YBR285W"	-0.0308491605205735
"305"	"YBR286W"	-0.0681661132744938
"306"	"YBR287W"	-0.515370991312195
"307"	"YBR289W"	-0.910463305194703
"308"	"YBR290W"	-0.0256236119947779
"309"	"YBR291C"	-0.123639977831226
"310"	"YBR292C"	-0.293306440607516
"311"	"YBR293W"	-0.654733325477142
"312"	"YBR294W"	-0.242142930665839
"313"	"YBR295W"	0.00190567250140685
"314"	"YBR296C"	-0.11063316772148
"315"	"YBR297W"	-0.380532256365165
"316"	"YBR298C"	-0.206138559464522
"317"	"YBR301W"	-0.235269301115075
"318"	"YCL001W-A"	1.48341870807282
"319"	"YCL001W"	0.012367183432241
"320"	"YCL006C"	-0.174178528706557
"321"	"YCL010C"	-0.498572391990352
"322"	"YCL011C"	-0.393153670826125
"323"	"YCL012W"	-0.119941492003628
"324"	"YCL013W"	-0.00671850561769802
"325"	"YCL014W"	-0.178930868604611
"326"	"YCL016C"	-0.969087497611661
"327"	"YCL022C"	0.10671406843629
"328"	"YCL023C"	-0.109514410173011
"329"	"YCL024W"	-0.118648076990219
"330"	"YCL025C"	-0.135849559074223
"331"	"YCL026C-A"	0.00521029622645392
"332"	"YCL026C"	0.162170360043702
"333"	"YCL027W"	-0.463873345679094
"334"	"YCL028W"	0.00332346993908836
"335"	"YCL029C"	0.389882435947892
"336"	"YCL034W"	1.80864352377458
"337"	"YCL035C"	-0.10402287387984
"338"	"YCL038C"	-0.187289239579223
"339"	"YCL039W"	-0.0650114654995287
"340"	"YCL042W"	1.98496671927234
"341"	"YCL046W"	-0.254095977538368
"342"	"YCL048W"	-0.000544446780365499
"343"	"YCL049C"	-0.241889052832298
"344"	"YCL050C"	-0.213488401139489
"345"	"YCL051W"	-0.240133504780644
"346"	"YCL055W"	0.0931467567499581
"347"	"YCL057W"	-0.0230827287615826
"348"	"YCL061C"	-0.17823185810645
"349"	"YCL062W"	-0.0689947163399171
"350"	"YCL063W"	0.175736696298432
"351"	"YCL064C"	0.337846200451703
"352"	"YCL069W"	0.301911384800784
"353"	"YCL074W"	-0.405574892396843
"354"	"YCL075W"	-0.0928319655381158
"355"	"YCL076W"	0.0072185019506994
"356"	"YCR001W"	-0.277070453828025
"357"	"YCR005C"	0.149488650837562
"358"	"YCR006C"	-0.225499702569864
"359"	"YCR007C"	-0.304675828829229
"360"	"YCR008W"	0.180784245921498
"361"	"YCR009C"	0.0357058282823801
"362"	"YCR010C"	0.00406550075161992
"363"	"YCR011C"	0.213641024779193
"364"	"YCR014C"	0.144441483489255
"365"	"YCR015C"	-0.0560106740849306
"366"	"YCR016W"	0.0376371554962472
"367"	"YCR017C"	0.0760249735783337
"368"	"YCR019W"	-0.0794261031544393
"369"	"YCR020C-A"	1.01907125083181
"370"	"YCR020C"	0.0968039921597393
"371"	"YCR021C"	-0.0652070556439056
"372"	"YCR022C"	0.238452713734605
"373"	"YCR023C"	0.220634589687171
"374"	"YCR024C-A"	-0.145556314476832
"375"	"YCR025C"	0.0477503910997441
"376"	"YCR027C"	0.0202908749768403
"377"	"YCR028C-A"	0.304636659017518
"378"	"YCR030C"	0.106091625276434
"379"	"YCR031C"	0.147357274249351
"380"	"YCR032W"	0.00724351826103576
"381"	"YCR033W"	0.138046192513961
"382"	"YCR034W"	-0.0360567405771558
"383"	"YCR036W"	0.268610439203735
"384"	"YCR037C"	0.0106192961730825
"385"	"YCR043C"	-0.104712695882033
