"gene"	"Acetamide"
"386"	"YCR044C"	0.386867683331118
"387"	"YCR045C"	0.00921232140467031
"388"	"YCR048W"	0.184626126206302
"389"	"YCR049C"	0.232003735217582
"390"	"YCR050C"	-0.044962796300178
"391"	"YCR051W"	0.0166579705682316
"392"	"YCR053W"	-0.361276602408678
"393"	"YCR059C"	0.444792406737459
"394"	"YCR060W"	-0.0786931836927142
"395"	"YCR061W"	0.131655475035999
"396"	"YCR062W"	-0.360080900697168
"397"	"YCR065W"	-0.0717957008644687
"398"	"YCR068W"	-0.0524814579943219
"399"	"YCR069W"	-0.0800519396629112
"400"	"YCR071C"	0.175125955671463
"401"	"YCR073C"	0.0667798654055005
"402"	"YCR073W-A"	-0.608295429100634
"403"	"YCR075C"	-0.0444591537796014
"404"	"YCR076C"	-0.0389122693390476
"405"	"YCR077C"	-1.42504661614246
"406"	"YCR079W"	-0.374303337366447
"407"	"YCR081W"	-1.2851411802363
"408"	"YCR082W"	-0.731875109137279
"409"	"YCR085W"	-0.137843728366845
"410"	"YCR086W"	-2.78959270083862
"411"	"YCR087C-A"	0.232570050121504
"412"	"YCR087W"	0.228922932329651
"413"	"YCR088W"	-0.473893913417333
"414"	"YCR090C"	-0.0869946098543233
"415"	"YCR092C"	-0.214072540661052
"416"	"YCR095C"	-0.0455479551322978
"417"	"YCR098C"	-0.157824218231681
"418"	"YCR099C"	-0.363457289770391
"419"	"YCR100C"	-0.143878578464711
"420"	"YCR101C"	-0.30119728943398
"421"	"YCR102C"	-0.235600940156592
"422"	"YCR102W-A"	0.0316378539767003
"423"	"YCR105W"	-0.0112963937455969
"424"	"YCR106W"	0.0647313921163323
"425"	"YCR107W"	-0.0779441378407899
"426"	"YDL001W"	0.154308832752583
"427"	"YDL002C"	0.310916479446111
"428"	"YDL006W"	0.177352814971877
"429"	"YDL010W"	0.229898367592379
"430"	"YDL011C"	0.0872594408404614
"431"	"YDL012C"	0.230360729800398
"432"	"YDL013W"	0.0898491573192695
"433"	"YDL018C"	0.282324582667349
"434"	"YDL019C"	-0.369030984974403
"435"	"YDL020C"	0.235478232857335
"436"	"YDL024C"	0.236413970032183
"437"	"YDL025C"	-0.126148044584619
"438"	"YDL026W"	-0.0682768602998063
"439"	"YDL035C"	0.116947286146737
"440"	"YDL036C"	-0.172290997218548
"441"	"YDL037C"	0.0736679798647798
"442"	"YDL038C"	0.142217216924321
"443"	"YDL039C"	-0.0760465805905958
"444"	"YDL048C"	-0.155071490751054
"445"	"YDL050C"	-0.121421195430321
"446"	"YDL051W"	-0.0549502179527876
"447"	"YDL052C"	0.0351958100023452
"448"	"YDL054C"	0.0495217623114816
"449"	"YDL056W"	-0.0508804751210715
"450"	"YDL059C"	0.345358030815435
"451"	"YDL063C"	0.117670997231998
"452"	"YDL066W"	-0.00676412831859986
"453"	"YDL070W"	-0.0574777245409952
"454"	"YDL071C"	-0.124972581245057
"455"	"YDL074C"	-0.807351989182055
"456"	"YDL076C"	-0.148404211832496
"457"	"YDL077C"	0.0279930789867174
"458"	"YDL078C"	-0.043791574258668
"459"	"YDL079C"	0.170285064807563
"460"	"YDL080C"	-0.277285038716721
"461"	"YDL081C"	0.688894741324138
"462"	"YDL082W"	0.162314386904888
"463"	"YDL083C"	0.672478866885907
"464"	"YDL085W"	-0.102085795567864
"465"	"YDL086W"	0.0622041203317068
"466"	"YDL088C"	-0.0430946625558973
"467"	"YDL089W"	0.159753189224771
"468"	"YDL091C"	-0.00330179120430181
"469"	"YDL093W"	0.0353086173992785
"470"	"YDL094C"	0.364176317137661
"471"	"YDL096C"	0.122583295304977
"472"	"YDL100C"	1.13668786672368
"473"	"YDL106C"	-0.170126399583392
"474"	"YDL109C"	-0.212911457381796
"475"	"YDL110C"	0.104195184617246
"476"	"YDL112W"	-0.0684481220827496
"477"	"YDL114W"	-0.187373641527183
"478"	"YDL117W"	-1.27146590354327
"479"	"YDL119C"	0.0166321625416458
"480"	"YDL121C"	0.0717356428510314
"481"	"YDL122W"	0.37755876425339
"482"	"YDL123W"	-0.048328636435238
"483"	"YDL127W"	-0.187649090893054
"484"	"YDL128W"	1.15629686812321
"485"	"YDL130W-A"	0.0608934458457871
"486"	"YDL130W"	-0.687052003027039
"487"	"YDL131W"	1.52959545673875
"488"	"YDL133C-A"	-0.0519800719039045
"489"	"YDL134C"	0.0460599201553503
"490"	"YDL136W"	0.108214404028956
"491"	"YDL137W"	0.0936143579553047
"492"	"YDL142C"	0.405437093255097
"493"	"YDL144C"	0.171689879247575
"494"	"YDL149W"	0.120733101380028
"495"	"YDL154W"	0.0116095644265925
"496"	"YDL155W"	-0.124952721802094
"497"	"YDL156W"	-0.0261570955760933
"498"	"YDL161W"	-0.021523222111759
"499"	"YDL162C"	-0.32781518670797
"500"	"YDL168W"	-0.150240819104121
"501"	"YDL169C"	0.0284692974555833
"502"	"YDL170W"	-0.0238703604501917
"503"	"YDL171C"	0.11411329095303
"504"	"YDL172C"	0.0642516768598471
"505"	"YDL173W"	-0.109987788422634
"506"	"YDL174C"	0.0988380047914073
"507"	"YDL177C"	-0.104350535404885
"508"	"YDL178W"	0.032792094525687
"509"	"YDL180W"	0.174021637219646
"510"	"YDL182W"	0.0189492561938313
"511"	"YDL184C"	0.0708947371146668
"512"	"YDL186W"	-0.0144080702611548
"513"	"YDL187C"	-0.0629314547767042
"514"	"YDL188C"	0.204481232749433
"515"	"YDL189W"	-0.107978885499788
"516"	"YDL190C"	-0.940260608620525
"517"	"YDL191W"	-0.62863738480176
"518"	"YDL194W"	0.73948695087184
"519"	"YDL197C"	2.1519286192781
"520"	"YDL199C"	0.138099165742835
"521"	"YDL200C"	-0.167179174005441
"522"	"YDL201W"	0.132486122158239
"523"	"YDL203C"	-0.0902696932134384
"524"	"YDL204W"	-0.0632647186962416
"525"	"YDL210W"	0.12713132418655
"526"	"YDL211C"	-0.191183009971184
"527"	"YDL215C"	-0.445692254153386
"528"	"YDL218W"	0.152847328159368
"529"	"YDL219W"	-0.458491653795738
"530"	"YDL223C"	-0.909030573440799
"531"	"YDL224C"	-0.223143301149722
"532"	"YDL226C"	0.041291421367921
"533"	"YDL227C"	-0.140795228885868
"534"	"YDL229W"	-0.396703646377413
"535"	"YDL230W"	-0.16257638760419
"536"	"YDL231C"	-0.0344351230099661
"537"	"YDL233W"	-0.262345519360888
"538"	"YDL236W"	-0.343254946953201
"539"	"YDL237W"	0.435781610118926
"540"	"YDL239C"	-0.133319057213806
"541"	"YDL240W"	-0.361146395193308
"542"	"YDL241W"	-0.221693308916636
"543"	"YDL242W"	0.175330592938591
"544"	"YDL243C"	-0.335279057506874
"545"	"YDR001C"	-0.0697320190091978
"546"	"YDR004W"	0.240909600017607
"547"	"YDR005C"	0.20178473165597
"548"	"YDR006C"	0.464361488220907
"549"	"YDR007W"	0.400235342360661
"550"	"YDR009W"	-0.0543606690569401
"551"	"YDR010C"	-0.0894357905744244
"552"	"YDR011W"	-0.227129933045002
"553"	"YDR014W"	0.184129602894079
"554"	"YDR015C"	-0.057281457080839
"555"	"YDR018C"	0.0393488960546154
"556"	"YDR019C"	0.632163756193366
"557"	"YDR020C"	-0.0184079090355619
"558"	"YDR022C"	0.303236292804495
"559"	"YDR024W"	-0.58758848796959
"560"	"YDR025W"	-0.475559205805717
"561"	"YDR026C"	-0.0128570917974312
"562"	"YDR030C"	0.147086032207788
"563"	"YDR033W"	-0.202537664058338
"564"	"YDR035W"	0.00204963525627146
"565"	"YDR036C"	-0.0046179387002229
"566"	"YDR046C"	-0.00775955945984572
"567"	"YDR048C"	0.127790744739829
"568"	"YDR049W"	-0.468014342551197
"569"	"YDR051C"	-0.174575914463484
"570"	"YDR055W"	-0.39415664057372
"571"	"YDR057W"	-0.142869180264647
"572"	"YDR058C"	0.167470610264843
"573"	"YDR061W"	0.0890394227555417
"574"	"YDR063W"	1.60096374616708
"575"	"YDR066C"	0.217559754789204
"576"	"YDR067C"	-0.0157300297107927
"577"	"YDR068W"	0.0907564438820479
"578"	"YDR070C"	-0.30676666460066
"579"	"YDR071C"	0.129104929119232
"580"	"YDR072C"	-0.263794013543771
"581"	"YDR073W"	0.0913671381445152
"582"	"YDR074W"	-1.24479514819545
"583"	"YDR076W"	0.0147036624339221
"584"	"YDR080W"	-0.636065181076926
"585"	"YDR083W"	-0.746242746052914
"586"	"YDR085C"	-0.21797838133919
"587"	"YDR089W"	0.172734111334142
"588"	"YDR090C"	0.0814586056142723
"589"	"YDR093W"	-0.382795031006908
"590"	"YDR094W"	-0.40988213392703
"591"	"YDR095C"	0.168055591634329
"592"	"YDR097C"	-0.0909612638956253
"593"	"YDR098C"	0.126497068468656
"594"	"YDR099W"	0.100561882847996
"595"	"YDR100W"	-0.500433706200196
"596"	"YDR101C"	0.0652258467985669
"597"	"YDR102C"	0.193636443184543
"598"	"YDR104C"	-0.0758705960612105
"599"	"YDR108W"	-0.401224455020747
"600"	"YDR109C"	0.0286472078987229
"601"	"YDR110W"	0.0800999405722666
"602"	"YDR111C"	-0.16269757932152
"603"	"YDR112W"	0.0345778517661326
"604"	"YDR116C"	0.223479495836281
"605"	"YDR117C"	-0.280010146940995
"606"	"YDR119W"	0.0632940721837316
"607"	"YDR120C"	0.768074637698854
"608"	"YDR121W"	-0.804047750413115
"609"	"YDR122W"	0.0533130888862979
"610"	"YDR123C"	-0.12789434709588
"611"	"YDR124W"	-0.0335396409655759
"612"	"YDR125C"	1.3467745537683
"613"	"YDR126W"	-0.229242826015286
"614"	"YDR127W"	-0.644560832261988
"615"	"YDR128W"	0.0999689969344818
"616"	"YDR130C"	-0.0848507947673506
"617"	"YDR131C"	0.249336760731036
"618"	"YDR132C"	0.118766282476385
"619"	"YDR133C"	-0.101426169061202
"620"	"YDR134C"	0.0883680148608691
"621"	"YDR135C"	0.128254208471369
"622"	"YDR139C"	-0.576525833861218
"623"	"YDR142C"	0.0229919617187211
"624"	"YDR143C"	0.0517968390515765
"625"	"YDR144C"	-0.316300288165595
"626"	"YDR146C"	0.110135089733747
"627"	"YDR147W"	0.12798983039319
"628"	"YDR148C"	0.0844179472936868
"629"	"YDR149C"	0.0646252048241079
"630"	"YDR150W"	-0.112305670824709
"631"	"YDR153C"	0.0816363110896306
"632"	"YDR154C"	0.125611127640129
"633"	"YDR155C"	0.280229671224923
"634"	"YDR156W"	-0.174816276819884
"635"	"YDR157W"	0.52953027883425
"636"	"YDR158W"	-0.0792470679393661
"637"	"YDR159W"	0.656222733580838
"638"	"YDR161W"	0.0988449178333363
"639"	"YDR162C"	-0.0242631694882817
"640"	"YDR163W"	-0.433682042165742
"641"	"YDR165W"	0.397606009663976
"642"	"YDR169C"	0.0969218335198193
"643"	"YDR171W"	0.150945685965975
"644"	"YDR174W"	0.581627691456817
"645"	"YDR181C"	-0.0550091414281625
"646"	"YDR184C"	0.196866829427204
"647"	"YDR185C"	0.0316328175231573
"648"	"YDR186C"	0.553483910816144
"649"	"YDR191W"	0.256015952687715
"650"	"YDR192C"	-0.0553314303869759
"651"	"YDR193W"	1.3263626377271
"652"	"YDR198C"	-0.11954199360791
"653"	"YDR202C"	0.667204629446026
"654"	"YDR203W"	0.311723222749156
"655"	"YDR205W"	-0.0837829522312756
"656"	"YDR206W"	1.60617424791397
"657"	"YDR207C"	-0.326579121967099
"658"	"YDR209C"	-0.159109591527011
"659"	"YDR210W"	0.122408992380437
"660"	"YDR213W"	0.46897662311496
"661"	"YDR214W"	-0.238355374090867
"662"	"YDR215C"	0.0543786107566326
"663"	"YDR216W"	-0.941621916769714
"664"	"YDR217C"	-0.0186488649705659
"665"	"YDR218C"	0.0363342388911044
"666"	"YDR219C"	0.122973492719103
"667"	"YDR220C"	0.110269486877173
"668"	"YDR222W"	-0.421940247850006
