"gene"	"FerulicAcid"
"48"	"YAR002C-A"	-0.115037603269074
"49"	"YAR002W"	1.68360842094187
"50"	"YAR003W"	2.08923876386248
"51"	"YAR014C"	2.08282608641064
"52"	"YAR015W"	-0.321465186168261
"53"	"YAR020C"	0.176766825043641
"54"	"YAR023C"	0.210452900700007
"55"	"YAR027W"	-0.109223491298109
"56"	"YAR028W"	-0.867675333252693
"57"	"YAR029W"	0.127102974000967
"58"	"YAR030C"	0.238679894641294
"59"	"YAR031W"	0.335268421004507
"60"	"YAR035W"	-0.341127893305096
"61"	"YAR037W"	0.112691890365165
"62"	"YAR040C"	0.161873775279171
"63"	"YAR043C"	-0.483026445814221
"64"	"YAR044W"	-0.0564416101751676
"65"	"YAR047C"	-0.0199243630992313
"66"	"YBL003C"	0.134687859112457
"67"	"YBL005W"	2.06822606925228
"68"	"YBL007C"	-0.0745686868352759
"69"	"YBL009W"	0.367317003277214
"70"	"YBL010C"	0.0364324925384943
"71"	"YBL015W"	-0.177567135867763
"72"	"YBL016W"	-2.23258650611451
"73"	"YBL017C"	2.82353247419569
"74"	"YBL019W"	-0.21719950177437
"75"	"YBL021C"	0.000935064114901179
"76"	"YBL024W"	0.262558871711921
"77"	"YBL027W"	-0.325531033300208
"78"	"YBL028C"	0.162425446698222
"79"	"YBL029W"	1.1429035029628
"80"	"YBL031W"	-0.0885240239840033
"81"	"YBL032W"	-0.124264836213156
"82"	"YBL036C"	-0.0736314686805386
"83"	"YBL037W"	1.94549001639651
"84"	"YBL039C"	0.423873591762705
"85"	"YBL042C"	-0.0816797345393695
"86"	"YBL043W"	-0.867096034814269
"87"	"YBL046W"	-0.316812687303226
"88"	"YBL048W"	0.0222506270154766
"89"	"YBL049W"	0.0647495524371109
"90"	"YBL051C"	0.218590633159098
"91"	"YBL052C"	0.164295181818161
"92"	"YBL053W"	0.17001443548019
"93"	"YBL054W"	-0.179200653876629
"94"	"YBL055C"	-0.589868279964525
"95"	"YBL056W"	-0.126809809239474
"96"	"YBL057C"	0.0487837028519176
"97"	"YBL059W"	0.301297597459425
"98"	"YBL060W"	-0.0114875766206898
"99"	"YBL061C"	0.368184019238049
"100"	"YBL062W"	0.105027894404528
"101"	"YBL063W"	0.0652339286209414
"102"	"YBL064C"	0.238791032724627
"103"	"YBL065W"	-0.0247134194362429
"104"	"YBL066C"	0.274075188028776
"105"	"YBL067C"	0.158288335787677
"106"	"YBL068W"	-0.131531348748316
"107"	"YBL069W"	0.143164337053633
"108"	"YBL070C"	-0.318230724595818
"109"	"YBL071C"	0.451440157164341
"110"	"YBL072C"	0.329410605973498
"111"	"YBL075C"	-0.417668486843004
"112"	"YBL078C"	1.06618632341926
"113"	"YBL079W"	0.427845726932258
"114"	"YBL081W"	0.100215619997196
"115"	"YBL082C"	0.931119754652752
"116"	"YBL083C"	0.858515345782342
"117"	"YBL085W"	0.0190632466717673
"118"	"YBL086C"	-0.250130564520881
"119"	"YBL087C"	0.897038031715337
"120"	"YBL088C"	0.214975680577724
"121"	"YBL089W"	0.779209504446542
"122"	"YBL091C-A"	-0.14779254746315
"123"	"YBL091C"	-0.195862839757301
"124"	"YBL094C"	0.370333652675682
"125"	"YBL095W"	-0.00573334918956435
"126"	"YBL096C"	0.229063232257147
"127"	"YBL098W"	-0.0662911038750084
"128"	"YBL101C"	0.0416446896194592
"129"	"YBL102W"	-0.290120440231299
"130"	"YBL103C"	0.393793698926362
"131"	"YBL104C"	0.592330993260307
"132"	"YBL106C"	0.262191012484131
"133"	"YBL107C"	-0.0294466810427257
"134"	"YBR001C"	0.477771443810402
"135"	"YBR005W"	1.60806452382775
"136"	"YBR006W"	-0.00887036626622526
"137"	"YBR007C"	1.0315046313991
"138"	"YBR008C"	-0.172216514329615
"139"	"YBR009C"	0.693350895095991
"140"	"YBR010W"	0.351061080052276
"141"	"YBR012C"	0.134647531223962
"142"	"YBR013C"	0.177614496291808
"143"	"YBR014C"	0.195216730795872
"144"	"YBR015C"	-1.03176045812986
"145"	"YBR016W"	-0.211827021020005
"146"	"YBR018C"	-1.2955786009652
"147"	"YBR022W"	0.064781055833001
"148"	"YBR024W"	0.047638972373936
"149"	"YBR025C"	0.112381662647828
"150"	"YBR026C"	-0.627227503060649
"151"	"YBR027C"	-0.0802242146407926
"152"	"YBR028C"	-0.00549123042023179
"153"	"YBR030W"	-0.714777081453725
"154"	"YBR031W"	0.360871692987482
"155"	"YBR032W"	-0.252505786930414
"156"	"YBR033W"	-0.0921000222716028
"157"	"YBR034C"	0.179636786686679
"158"	"YBR036C"	-0.188609059652493
"159"	"YBR040W"	-0.296476425643854
"160"	"YBR041W"	-0.39066182016801
"161"	"YBR042C"	1.26402479328178
"162"	"YBR043C"	-0.0386764283775449
"163"	"YBR044C"	1.68480126792831
"164"	"YBR045C"	-0.0129980897885228
"165"	"YBR047W"	-0.171457597884979
"166"	"YBR048W"	-0.512078335277298
"167"	"YBR052C"	-0.35680942865126
"168"	"YBR053C"	0.140040819423214
"169"	"YBR054W"	-0.385748603036201
"170"	"YBR056W"	0.522847168586392
"171"	"YBR057C"	-0.0293444230543546
"172"	"YBR058C"	0.102942535097257
"173"	"YBR059C"	-0.49920122857537
"174"	"YBR061C"	0.187731917471791
"175"	"YBR062C"	-0.570645912015763
"176"	"YBR063C"	-0.0635287017694776
"177"	"YBR064W"	-0.24738556704268
"178"	"YBR065C"	0.254107171652854
"179"	"YBR068C"	0.346572988377164
"180"	"YBR069C"	0.771642745934991
"181"	"YBR071W"	-1.23028688840194
"182"	"YBR072W"	-0.34578390150992
"183"	"YBR073W"	0.0224874777412282
"184"	"YBR074W"	-0.173915089347836
"185"	"YBR075W"	-0.185694297679935
"186"	"YBR076W"	-0.297569784010174
"187"	"YBR077C"	-0.279992366163787
"188"	"YBR078W"	-1.15553370671902
"189"	"YBR082C"	-0.30318069572487
"190"	"YBR083W"	-0.073619171838588
"191"	"YBR084C-A"	1.46042860442226
"192"	"YBR084W"	0.226051479981235
"193"	"YBR085W"	-0.0157710910426408
"194"	"YBR086C"	-1.02497273922862
"195"	"YBR090C-A"	0.0402195137600311
"196"	"YBR090C"	-0.391009839961871
"197"	"YBR092C"	-0.198360086858772
"198"	"YBR095C"	0.384189715419888
"199"	"YBR098W"	0.827262211013185
"200"	"YBR099C"	-0.118714307770873
"201"	"YBR100W"	0.014233779063195
"202"	"YBR104W"	0.298834158288834
"203"	"YBR105C"	-0.335490147558181
"204"	"YBR107C"	-0.316502573644426
"205"	"YBR108W"	-1.6706272086599
"206"	"YBR111C"	0.220352530552899
"207"	"YBR113W"	2.96095941028671
"208"	"YBR114W"	2.2154265394938
"209"	"YBR115C"	1.85823525351383
"210"	"YBR116C"	0.197729498512457
"211"	"YBR118W"	2.14379669715131
"212"	"YBR119W"	0.307009398824373
"213"	"YBR125C"	-0.727226755587246
"214"	"YBR126C"	1.29178858143942
"215"	"YBR128C"	-0.606651899409005
"216"	"YBR129C"	0.140041808595333
"217"	"YBR130C"	1.25572639769339
"218"	"YBR132C"	0.0179409059848102
"219"	"YBR134W"	0.0686881924192565
"220"	"YBR137W"	0.318362778860825
"221"	"YBR138C"	-0.0781251038926252
"222"	"YBR141C"	-0.101098943097252
"223"	"YBR144C"	-0.155977741794723
"224"	"YBR145W"	0.708874311481223
"225"	"YBR147W"	-0.1389837536768
"226"	"YBR148W"	-0.313973572889123
"227"	"YBR150C"	0.599519057890056
"228"	"YBR151W"	0.342533751302771
"229"	"YBR156C"	0.41579488885549
"230"	"YBR157C"	-0.036344633283198
"231"	"YBR161W"	0.232805997024629
"232"	"YBR162C"	0.107291091313204
"233"	"YBR162W-A"	0.307351184878198
"234"	"YBR164C"	-4.6695935576308
"235"	"YBR165W"	0.101783887816151
"236"	"YBR166C"	-0.867265542351921
"237"	"YBR168W"	-0.637828150226931
"238"	"YBR171W"	-4.60276804627555
"239"	"YBR172C"	0.542468825155937
"240"	"YBR174C"	0.448068636030973
"241"	"YBR175W"	0.64476061275229
"242"	"YBR176W"	-0.238828661982077
"243"	"YBR177C"	0.0950727017085266
"244"	"YBR180W"	0.0482106362073737
"245"	"YBR183W"	-1.01772537845412
"246"	"YBR184W"	-0.0251985517780053
"247"	"YBR185C"	0.349928693977092
"248"	"YBR186W"	-0.0260702226280988
"249"	"YBR197C"	-0.341409214568324
"250"	"YBR199W"	0.0677123498178407
"251"	"YBR200W"	-0.0456574111974721
"252"	"YBR203W"	0.571144529299456
"253"	"YBR204C"	-0.0199548845987917
"254"	"YBR205W"	0.430809514934751
"255"	"YBR206W"	-0.0920347770056634
"256"	"YBR207W"	-0.171734135688822
"257"	"YBR208C"	0.131487410380319
"258"	"YBR209W"	-0.509614088936727
"259"	"YBR210W"	0.535781653189002
"260"	"YBR214W"	0.154020287459028
"261"	"YBR215W"	3.64477427275185
"262"	"YBR216C"	-0.184204162493175
"263"	"YBR217W"	0.367124937027737
"264"	"YBR218C"	0.158685503014799
"265"	"YBR219C"	-0.182024684615385
"266"	"YBR220C"	0.463086611560726
"267"	"YBR221C"	0.201637659812302
"268"	"YBR222C"	-1.06327542865161
"269"	"YBR223C"	0.155829026482081
"270"	"YBR224W"	0.532853863495231
"271"	"YBR225W"	-0.0863407926840639
"272"	"YBR226C"	-0.740567671128204
"273"	"YBR229C"	-0.396255644779615
"274"	"YBR231C"	0.197576667148254
"275"	"YBR232C"	-0.089499207821527
"276"	"YBR233W"	-0.349333959657386
"277"	"YBR235W"	0.0499197662750323
"278"	"YBR239C"	-0.00548973126413226
"279"	"YBR240C"	-0.278117920242537
"280"	"YBR241C"	0.0918888037351054
"281"	"YBR245C"	0.474371651378491
"282"	"YBR248C"	2.90116345904429
"283"	"YBR250W"	0.306779991326972
"284"	"YBR255W"	0.369106908939763
"285"	"YBR258C"	0.53630314541263
"286"	"YBR259W"	0.254375467453657
"287"	"YBR260C"	-0.281040514391923
"288"	"YBR261C"	-0.0483699567906165
"289"	"YBR262C"	-0.323053461703933
"290"	"YBR263W"	-0.203857978198125
"291"	"YBR264C"	0.254607302784543
"292"	"YBR266C"	2.79880425483949
"293"	"YBR267W"	-0.365551868815564
"294"	"YBR269C"	0.274588844451567
"295"	"YBR270C"	-2.08892872923025
"296"	"YBR271W"	0.314192472777991
"297"	"YBR274W"	0.351101131214148
"298"	"YBR275C"	0.463291968781867
"299"	"YBR276C"	0.182699424313855
"300"	"YBR277C"	0.157138430056003
"301"	"YBR278W"	-1.14524959939486
"302"	"YBR280C"	-0.584092899303945
"303"	"YBR281C"	0.141123475369396
"304"	"YBR283C"	1.83201354827011
"305"	"YBR284W"	0.0193310827447083
"306"	"YBR285W"	-0.0213609226640773
"307"	"YBR286W"	-0.0125066571018025
"308"	"YBR287W"	0.921024569123112
"309"	"YBR289W"	2.66216215260939
"310"	"YBR290W"	-1.71498779834297
"311"	"YBR291C"	1.02420689244145
"312"	"YBR292C"	0.882807590365158
"313"	"YBR293W"	1.1535600294432
"314"	"YBR294W"	1.48521596366681
"315"	"YBR295W"	-0.0579819797011042
"316"	"YBR296C"	-0.114535809847415
"317"	"YBR297W"	1.25613492432878
"318"	"YBR298C"	0.257756143267186
"319"	"YBR301W"	0.158838262088457
"320"	"YCL001W-A"	-0.479356684513623
"321"	"YCL001W"	-0.945097009088364
"322"	"YCL006C"	0.520017571410774
"323"	"YCL010C"	-0.978857289828269
"324"	"YCL011C"	-0.987485850493762
"325"	"YCL012W"	0.180987794938494
"326"	"YCL013W"	0.179587585129748
"327"	"YCL014W"	0.537240331408548
"328"	"YCL022C"	0.196736156860997
"329"	"YCL023C"	0.136844362355696
"330"	"YCL024W"	0.403820701245783
"331"	"YCL025C"	0.110421882357324
"332"	"YCL026C-A"	-0.0618017043086463
"333"	"YCL026C"	-0.120204618650177
"334"	"YCL027W"	1.87699634143145
"335"	"YCL028W"	0.117208838879203
"336"	"YCL029C"	-0.338800220108226
"337"	"YCL034W"	-0.0691619230211901
"338"	"YCL035C"	0.0679195446763393
"339"	"YCL038C"	1.63175919019542
"340"	"YCL039W"	0.539451321828794
"341"	"YCL042W"	-0.708721226186899
"342"	"YCL046W"	-0.331425519571942
"343"	"YCL048W"	-0.00569794452773966
"344"	"YCL049C"	0.112228648930115
"345"	"YCL050C"	-0.664379421341603
"346"	"YCL051W"	-0.199400826143878
"347"	"YCL055W"	0.223176175383976
"348"	"YCL057W"	0.372461097787267
"349"	"YCL061C"	0.262473512062461
"350"	"YCL062W"	0.363851747224284
"351"	"YCL063W"	0.0860374615541545
"352"	"YCL064C"	-0.494729079915017
"353"	"YCL069W"	-0.751039575786304
"354"	"YCL074W"	-0.521701736532919
"355"	"YCL075W"	0.270947080492227
"356"	"YCL076W"	0.191457446234644
"357"	"YCR001W"	1.46951545520503
"358"	"YCR005C"	-0.201986680113462
"359"	"YCR006C"	0.848412482794379
"360"	"YCR007C"	0.430956137192968
"361"	"YCR008W"	0.805839249513736
"362"	"YCR009C"	-0.596208627607564
"363"	"YCR010C"	-1.38062588164514
"364"	"YCR011C"	0.710786683178579
"365"	"YCR014C"	-0.357408283174303
"366"	"YCR015C"	-0.182485191590831
"367"	"YCR016W"	0.570294745326567
"368"	"YCR017C"	-0.377423702595958
"369"	"YCR019W"	-0.186409961856925
"370"	"YCR020C-A"	-0.227896409207354
"371"	"YCR020C"	-0.189791619687697
"372"	"YCR021C"	0.000652328679368634
"373"	"YCR022C"	-0.354278803952027
"374"	"YCR023C"	-0.256718350511104
"375"	"YCR024C-A"	-0.286611230541638
"376"	"YCR025C"	-0.139357598048826
"377"	"YCR027C"	0.00482481251426441
"378"	"YCR028C-A"	2.3372251323763
"379"	"YCR030C"	-0.374300917580986
"380"	"YCR031C"	0.233098224351962
"381"	"YCR032W"	-0.264616296146689
"382"	"YCR033W"	0.566836738705131
"383"	"YCR034W"	0.554394465013293
"384"	"YCR036W"	-0.688851305020581
"385"	"YCR037C"	0.226658353316916
"386"	"YCR043C"	-0.168463181174699
"387"	"YCR044C"	-2.32772966753095
"388"	"YCR045C"	0.104369453655389
"389"	"YCR048W"	-0.138635208148409
"390"	"YCR049C"	-0.0450136363864121
"391"	"YCR050C"	0.0673355381861691
"392"	"YCR051W"	0.213195557627449
"393"	"YCR053W"	-0.963024844319964
"394"	"YCR059C"	-0.991148604077769
"395"	"YCR060W"	-0.505271119819902
"396"	"YCR061W"	0.081014691192379
"397"	"YCR062W"	1.20318769527564
"398"	"YCR065W"	-0.0816756273749301
"399"	"YCR068W"	0.437314370949367
"400"	"YCR069W"	0.122258344098384
"401"	"YCR071C"	2.00474340950382
"402"	"YCR073C"	0.143723748038392
"403"	"YCR073W-A"	0.612351026889243
"404"	"YCR075C"	0.0674449642507365
"405"	"YCR076C"	0.559274079423586
"406"	"YCR077C"	-0.230048798434006
"407"	"YCR079W"	0.470892934532804
"408"	"YCR081W"	0.0396024884476194
"409"	"YCR082W"	1.06399200332248
"410"	"YCR085W"	0.168929370339305
"411"	"YCR086W"	0.211211813596638
"412"	"YCR087C-A"	-0.0735050811064545
"413"	"YCR087W"	-0.0329434494086505
"414"	"YCR088W"	0.329252263918755
"415"	"YCR090C"	0.0532134513956207
"416"	"YCR092C"	0.0176721532178084
"417"	"YCR095C"	-1.68999912633407
"418"	"YCR098C"	0.135420614482235
"419"	"YCR099C"	-0.959690206885956
"420"	"YCR100C"	0.209773619081298
"421"	"YCR101C"	0.584726944361402
"422"	"YCR102C"	0.110790841965196
"423"	"YCR102W-A"	0.166973886877009
"424"	"YCR105W"	-0.148428953510338
"425"	"YCR106W"	-0.0555823663818811
"426"	"YCR107W"	0.354755000494848
"427"	"YDL001W"	2.10108166668963
"428"	"YDL002C"	2.06106497224289
"429"	"YDL006W"	2.09975531008971
"430"	"YDL010W"	-0.0564562282614818
"431"	"YDL011C"	1.27476184153678
"432"	"YDL012C"	1.74398948409215
"433"	"YDL013W"	1.69261207471174
"434"	"YDL018C"	1.17909808848765
"435"	"YDL019C"	1.00307784153086
"436"	"YDL020C"	1.74870752890117
"437"	"YDL024C"	-0.290997479156004
"438"	"YDL025C"	-0.409980945119627
"439"	"YDL026W"	0.0573722742759295
"440"	"YDL035C"	-1.5728691528336
"441"	"YDL036C"	-0.256544271664093
"442"	"YDL037C"	-0.107578400127645
"443"	"YDL038C"	-0.12412559476489
"444"	"YDL039C"	0.154480431946692
"445"	"YDL048C"	-0.133777657857605
"446"	"YDL050C"	-1.12329254837094
"447"	"YDL051W"	-0.196153447646204
"448"	"YDL052C"	0.623268135540716
"449"	"YDL054C"	-0.0372426402972559
"450"	"YDL056W"	-1.2013222412805
"451"	"YDL059C"	0.228352490551528
"452"	"YDL063C"	0.619019886930163
"453"	"YDL066W"	-0.264279535657315
"454"	"YDL070W"	0.0876843534951234
"455"	"YDL071C"	0.288855313494687
"456"	"YDL074C"	1.87197733825165
"457"	"YDL076C"	0.535014444425128
"458"	"YDL077C"	0.989158000674306
"459"	"YDL078C"	0.412899412598519
"460"	"YDL079C"	-0.357192489295691
"461"	"YDL080C"	1.79136439820011
"462"	"YDL081C"	1.34400475498662
"463"	"YDL082W"	0.819932884762686
"464"	"YDL083C"	0.192007654720998
"465"	"YDL085W"	-0.759967787749455
"466"	"YDL086W"	-0.626176553436578
"467"	"YDL088C"	-0.825868177578862
"468"	"YDL089W"	-0.826157214294153
"469"	"YDL091C"	0.689882271954322
"470"	"YDL093W"	-0.362344552072366
"471"	"YDL094C"	-0.114927605183537
"472"	"YDL095W"	1.54737554848904
"473"	"YDL096C"	-0.038944460541566
"474"	"YDL100C"	-0.0537417407995024
"475"	"YDL104C"	-1.05160083993491
"476"	"YDL106C"	-0.330962991978552
"477"	"YDL109C"	-0.0442935083757141
"478"	"YDL110C"	-0.195783596771324
"479"	"YDL112W"	-0.520845618366429
"480"	"YDL114W"	0.896877274410488
"481"	"YDL117W"	-1.71049378556875
"482"	"YDL119C"	-3.0495942188526
"483"	"YDL121C"	-0.157427398184374
"484"	"YDL122W"	0.00474344026315215
"485"	"YDL123W"	-0.283840750756718
"486"	"YDL127W"	1.66008498392249
"487"	"YDL130W-A"	0.398018218936365
"488"	"YDL130W"	2.00078642507321
"489"	"YDL133C-A"	-0.205013685854194
"490"	"YDL134C"	0.482624976373049
"491"	"YDL136W"	0.17616591159627
"492"	"YDL137W"	0.546587779467557
"493"	"YDL142C"	-0.170526973468024
"494"	"YDL144C"	0.134172833632703
"495"	"YDL149W"	0.0800779431726602
"496"	"YDL154W"	-0.0218899226851508
"497"	"YDL155W"	-0.0120673008526942
"498"	"YDL156W"	0.00880190540885837
"499"	"YDL161W"	0.0980523364300895
"500"	"YDL162C"	2.52093936333269
"501"	"YDL168W"	0.168507784019866
"502"	"YDL169C"	-0.0808245383745795
"503"	"YDL170W"	0.900367677351576
"504"	"YDL171C"	0.124371436990661
"505"	"YDL172C"	-0.0567135905864149
"506"	"YDL173W"	0.0852196288026316
"507"	"YDL174C"	0.050065033161715
"508"	"YDL175C"	-0.859088630052586
"509"	"YDL177C"	-0.492386741898547
"510"	"YDL178W"	-0.348019879517606
"511"	"YDL180W"	0.514195084209516
"512"	"YDL182W"	0.201672702843867
"513"	"YDL184C"	0.237378027168895
"514"	"YDL186W"	0.118363319720407
"515"	"YDL187C"	-0.112507978831226
"516"	"YDL188C"	0.627572916270451
"517"	"YDL189W"	-0.494155313305774
"518"	"YDL190C"	1.58156594811141
"519"	"YDL191W"	0.103888019733193
"520"	"YDL194W"	-0.44499935129824
"521"	"YDL197C"	-0.865444338741317
"522"	"YDL199C"	-0.0819227011295416
"523"	"YDL200C"	0.252139945400415
"524"	"YDL201W"	0.333397732763081
"525"	"YDL203C"	0.221548891358101
"526"	"YDL204W"	-0.0536336640095983
"527"	"YDL210W"	-0.406668804550444
"528"	"YDL211C"	-0.00146023041405087
"529"	"YDL215C"	-1.3519583869414
"530"	"YDL218W"	-0.742819354156415
"531"	"YDL219W"	1.33106894608063
"532"	"YDL223C"	1.41892183721302
"533"	"YDL224C"	-0.0458543838612869
"534"	"YDL226C"	-2.14313987903687
"535"	"YDL227C"	-0.19106685997059
"536"	"YDL229W"	0.10470688690705
"537"	"YDL230W"	-0.095939279132343
"538"	"YDL231C"	0.301773831723237
"539"	"YDL233W"	0.251924641445285
"540"	"YDL236W"	-0.188081847332892
"541"	"YDL237W"	1.03029154754497
"542"	"YDL239C"	-0.167899204377849
"543"	"YDL240W"	1.48089018209604
"544"	"YDL241W"	0.172898488515074
"545"	"YDL242W"	0.190998598819339
"546"	"YDL243C"	0.229610733091057
"547"	"YDR001C"	1.65182490083325
"548"	"YDR003W"	1.58743456009083
"549"	"YDR004W"	2.16592909595177
"550"	"YDR005C"	1.43620240551075
"551"	"YDR006C"	1.8686372664234
"552"	"YDR007W"	2.12335573705727
"553"	"YDR009W"	1.44830752239862
"554"	"YDR010C"	-0.573033729150774
"555"	"YDR011W"	-0.171868377498834
"556"	"YDR014W"	1.23521340333761
"557"	"YDR015C"	0.413390825119165
"558"	"YDR018C"	1.10894474701017
"559"	"YDR019C"	2.18996982336857
"560"	"YDR020C"	0.812783560107845
"561"	"YDR022C"	0.542572666822759
"562"	"YDR024W"	1.7787851687109
"563"	"YDR025W"	2.15854944647708
"564"	"YDR026C"	1.23011529149901
"565"	"YDR030C"	-0.24021532884974
"566"	"YDR033W"	-0.894262485736296
"567"	"YDR035W"	-0.0225152660353012
"568"	"YDR036C"	-0.76711849474111
"569"	"YDR046C"	-0.593428027626878
"570"	"YDR048C"	-0.522143872463259
"571"	"YDR049W"	-0.100108224566693
"572"	"YDR051C"	-0.422095154160399
"573"	"YDR055W"	0.755486080626191
"574"	"YDR057W"	1.38020735539341
"575"	"YDR058C"	-0.149287773987123
"576"	"YDR061W"	-0.187291689565951
"577"	"YDR063W"	-1.06309853598958
"578"	"YDR066C"	-0.454852994906962
"579"	"YDR067C"	-1.87735630838505
"580"	"YDR068W"	-0.325308539241333
"581"	"YDR070C"	-0.0990893889479549
"582"	"YDR071C"	-1.6791424084777
"583"	"YDR072C"	-0.655744786116986
"584"	"YDR073W"	-0.245655379023197
"585"	"YDR074W"	-1.8569558473556
"586"	"YDR076W"	-0.283323764774631
"587"	"YDR080W"	2.79413921067269
"588"	"YDR083W"	-0.227182838878341
"589"	"YDR085C"	-0.310689437383995
"590"	"YDR089W"	0.439810256704488
"591"	"YDR090C"	-0.117524273904173
"592"	"YDR092W"	0.236340686544477
"593"	"YDR093W"	-0.345078829416446
"594"	"YDR094W"	1.85817527428706
"595"	"YDR095C"	-0.329066341357321
"596"	"YDR097C"	-0.140304214068592
"597"	"YDR098C"	-0.691874987527255
"598"	"YDR099W"	-0.0319475782881055
"599"	"YDR100W"	0.464368108902052
"600"	"YDR101C"	-1.06341149617392
"601"	"YDR102C"	-0.359513511702817
"602"	"YDR104C"	-0.614385320984423
"603"	"YDR108W"	-3.56431150651929
"604"	"YDR109C"	-0.340911574994042
"605"	"YDR110W"	-0.0337975771699863
"606"	"YDR111C"	0.0136924043616556
"607"	"YDR112W"	-0.188246203639961
"608"	"YDR116C"	-0.068825280931288
"609"	"YDR117C"	0.0988623284036126
"610"	"YDR119W"	-0.349220569604908
"611"	"YDR120C"	-0.128462772549049
"612"	"YDR121W"	1.42697837504074
"613"	"YDR122W"	-0.310148751028074
"614"	"YDR123C"	-1.28469889522244
"615"	"YDR124W"	-0.0960435800347637
"616"	"YDR125C"	-1.00563496802812
"617"	"YDR126W"	0.873604842180511
"618"	"YDR127W"	1.55082871312192
"619"	"YDR128W"	-0.0427559985852339
"620"	"YDR130C"	0.219597597839616
"621"	"YDR131C"	-0.139981272775143
"622"	"YDR132C"	-0.214579640483483
"623"	"YDR133C"	0.0116825833842226
"624"	"YDR134C"	-0.163550479501208
"625"	"YDR135C"	-0.304711739097146
"626"	"YDR139C"	2.55749858772839
"627"	"YDR142C"	-0.288445231447326
"628"	"YDR143C"	0.233995978749629
"629"	"YDR144C"	-0.189230759404647
"630"	"YDR146C"	1.13603441495238
"631"	"YDR147W"	-0.572262289915551
"632"	"YDR148C"	-0.10681838454413
"633"	"YDR149C"	-1.00051966138126
"634"	"YDR150W"	-0.496398648365387
"635"	"YDR153C"	-1.28357222600307
"636"	"YDR154C"	-0.142068688849243
"637"	"YDR155C"	-0.424669801669704
"638"	"YDR156W"	-0.796518552267039
"639"	"YDR157W"	-1.04056417184471
"640"	"YDR158W"	-0.422786925937885
"641"	"YDR159W"	-2.84937355677561
"642"	"YDR161W"	0.185478447856273
"643"	"YDR162C"	-1.13076970946449
"644"	"YDR163W"	-0.264839787996611
"645"	"YDR165W"	0.503889589582663
"646"	"YDR169C"	-0.283713619262678
"647"	"YDR171W"	-0.248461248601174
"648"	"YDR174W"	1.34598588013625
"649"	"YDR181C"	-0.294657056085552
"650"	"YDR184C"	-1.27966913266629
"651"	"YDR185C"	-0.975936757623701
"652"	"YDR186C"	-1.02013500384969
"653"	"YDR191W"	-0.340093101911488
"654"	"YDR192C"	-0.304501269164334
"655"	"YDR193W"	-0.187232493720996
"656"	"YDR198C"	-0.0127933081140048
"657"	"YDR202C"	-1.68556375763669
"658"	"YDR203W"	0.10849963928334
"659"	"YDR205W"	-0.00767943331706164
"660"	"YDR206W"	0.461539011298724
"661"	"YDR207C"	0.0698867580776064
"662"	"YDR209C"	-0.265755585390416
"663"	"YDR210W"	-0.174151716492826
"664"	"YDR213W"	-0.0372566294336264
"665"	"YDR214W"	0.675732449094572
"666"	"YDR215C"	0.0887559158888827
"667"	"YDR216W"	1.38139693598115
"668"	"YDR217C"	0.606968453134781
"669"	"YDR218C"	-0.0481154326490296
"670"	"YDR219C"	-0.0648203653843803
"671"	"YDR220C"	-0.212443801578339
"672"	"YDR222W"	0.0241034810512335
"673"	"YDR223W"	-1.27796058754435
"674"	"YDR229W"	-0.13636147229735
