"gene"	"CinnamicAcid"
"58"	"YAR031W"	-0.0403647290581748
"59"	"YAR035W"	-0.294597663558354
"60"	"YAR037W"	0.1624801885282
"61"	"YAR040C"	0.0358686642540264
"62"	"YAR043C"	0.68718268336101
"63"	"YAR044W"	0.152047356218264
"64"	"YAR047C"	0.0481214422196287
"65"	"YBL003C"	-0.000261203092189954
"66"	"YBL005W"	0.270742089347217
"67"	"YBL007C"	-1.55056655788804
"68"	"YBL009W"	0.0775863883239024
"69"	"YBL010C"	-0.139018843323337
"70"	"YBL015W"	0.0536859716543657
"71"	"YBL016W"	0.162170225476814
"72"	"YBL017C"	1.72059425984821
"73"	"YBL019W"	-0.0955270718426715
"74"	"YBL021C"	-0.253372013428888
"75"	"YBL024W"	-0.165440485693835
"76"	"YBL027W"	-0.557295291384169
"77"	"YBL028C"	-0.144982389660248
"78"	"YBL029W"	0.736325984030699
"79"	"YBL031W"	0.126879485304274
"80"	"YBL032W"	0.190348011154623
"81"	"YBL036C"	-0.259449722524421
"82"	"YBL037W"	2.78086743252703
"83"	"YBL039C"	0.110935632230498
"84"	"YBL042C"	-0.219652026795138
"85"	"YBL043W"	0.678431744038884
"86"	"YBL046W"	-0.347912545768492
"87"	"YBL048W"	-0.183854342802277
"88"	"YBL049W"	-0.289974596940541
"89"	"YBL051C"	-0.599971973303218
"90"	"YBL052C"	-0.0946539918263567
"91"	"YBL053W"	-0.16488142802042
"92"	"YBL054W"	-0.332128342809189
"93"	"YBL055C"	0.186838938084006
"94"	"YBL056W"	-0.375813489694212
"95"	"YBL057C"	0.0413636091648462
"96"	"YBL059W"	0.378926349608516
"97"	"YBL060W"	-0.304226754553007
"98"	"YBL061C"	0.154828828698331
"99"	"YBL062W"	0.0989539876090113
"100"	"YBL063W"	-0.085216951196486
"101"	"YBL064C"	-0.139730539423987
"102"	"YBL065W"	-0.270019551299269
"103"	"YBL066C"	-0.226767305856652
"104"	"YBL067C"	-0.361414677612576
"105"	"YBL068W"	-0.0764122535336435
"106"	"YBL069W"	0.123988110608838
"107"	"YBL070C"	-0.285381745266669
"108"	"YBL071C"	-0.184626696780763
"109"	"YBL072C"	0.595941322893308
"110"	"YBL075C"	-0.0802652788220822
"111"	"YBL078C"	0.167477395926486
"112"	"YBL079W"	-0.101408927094597
"113"	"YBL081W"	-0.0177519080333527
"114"	"YBL082C"	1.16546881454181
"115"	"YBL083C"	0.947921134271464
"116"	"YBL085W"	-0.259114935266198
"117"	"YBL086C"	-0.298944325369622
"118"	"YBL087C"	0.527172906807672
"119"	"YBL088C"	-0.213670972865502
"120"	"YBL089W"	-0.875795832283745
"121"	"YBL091C-A"	-0.211214575593745
"122"	"YBL091C"	-0.405999934299591
"123"	"YBL094C"	0.166891193862065
"124"	"YBL095W"	-0.243187979824327
"125"	"YBL096C"	0.0290629450608681
"126"	"YBL098W"	-0.271748536533701
"127"	"YBL101C"	-0.169742192430624
"128"	"YBL102W"	-0.576835417306166
"129"	"YBL103C"	-0.0703539441958782
"130"	"YBL104C"	-0.42412729848692
"131"	"YBL106C"	-0.114558882535158
"132"	"YBL107C"	-0.132918457754959
"133"	"YBR001C"	-0.491768297973089
"134"	"YBR005W"	-0.271202170918573
"135"	"YBR006W"	-0.179921434331756
"136"	"YBR007C"	0.190967214094061
"137"	"YBR008C"	-0.29563587598814
"138"	"YBR009C"	-0.0426119394000904
"139"	"YBR010W"	0.0287400167702016
"140"	"YBR012C"	-0.036337037142896
"141"	"YBR013C"	-0.0734938155508265
"142"	"YBR014C"	-0.0290013220822834
"143"	"YBR015C"	0.441336096744057
"144"	"YBR016W"	-0.648858006323705
"145"	"YBR018C"	-0.861779975789529
"146"	"YBR022W"	0.148757900008508
"147"	"YBR024W"	0.16373040930584
"148"	"YBR025C"	0.0567384963939441
"149"	"YBR026C"	1.41582131373783
"150"	"YBR027C"	-0.146018951201035
"151"	"YBR028C"	-0.0999410265941373
"152"	"YBR030W"	-0.77170891957773
"153"	"YBR031W"	0.363524175519031
"154"	"YBR032W"	0.306222022680264
"155"	"YBR033W"	-0.135937602587957
"156"	"YBR034C"	-0.350865389230469
"157"	"YBR036C"	-0.236896903865649
"158"	"YBR040W"	0.410844284671169
"159"	"YBR041W"	-0.315931485999087
"160"	"YBR042C"	1.86353193406058
"161"	"YBR043C"	0.0611279309860566
"162"	"YBR044C"	1.85938111061953
"163"	"YBR045C"	0.249570031008176
"164"	"YBR047W"	-0.185815815230456
"165"	"YBR048W"	0.817969380075546
"166"	"YBR052C"	-0.254515315783479
"167"	"YBR053C"	0.0724981260218498
"168"	"YBR054W"	-0.165114492206107
"169"	"YBR056W"	0.784456406890074
"170"	"YBR057C"	0.285843549828882
"171"	"YBR058C"	0.46795945577607
"172"	"YBR059C"	-0.707139959205244
"173"	"YBR061C"	0.127721344633941
"174"	"YBR062C"	0.280349752422309
"175"	"YBR063C"	-0.193952088951224
"176"	"YBR064W"	0.125379720678785
"177"	"YBR065C"	0.291640675754394
"178"	"YBR068C"	-0.143001132296928
"179"	"YBR069C"	0.78818863462765
"180"	"YBR071W"	0.214072428918885
"181"	"YBR072W"	-0.152477483422964
"182"	"YBR073W"	-0.00472207443028911
"183"	"YBR074W"	-0.125034563342957
"184"	"YBR075W"	-0.311051424685864
"185"	"YBR076W"	0.180312230156849
"186"	"YBR077C"	-0.842990460664524
"187"	"YBR078W"	0.127398075766007
"188"	"YBR082C"	-0.135458996998251
"189"	"YBR083W"	0.0110135267469101
"190"	"YBR084C-A"	1.41488551618457
"191"	"YBR084W"	0.116496595804434
"192"	"YBR085W"	-0.127043879208019
"193"	"YBR086C"	-0.911285332126236
"194"	"YBR090C-A"	0.426694503233958
"195"	"YBR090C"	0.524624260145367
"196"	"YBR092C"	-0.357635526974984
"197"	"YBR095C"	-0.710384922856615
"198"	"YBR098W"	0.418471767722235
"199"	"YBR099C"	0.03632530511837
"200"	"YBR100W"	-0.181514301956558
"201"	"YBR104W"	0.352735772762003
"202"	"YBR105C"	0.397162599232107
"203"	"YBR107C"	-0.300122569267821
"204"	"YBR108W"	0.571375125158819
"205"	"YBR111C"	-0.0297596746673938
"206"	"YBR113W"	0.811942898750461
"207"	"YBR114W"	2.14194581616171
"208"	"YBR115C"	-0.390396274842291
"209"	"YBR116C"	0.169761885206051
"210"	"YBR118W"	1.69609044070609
"211"	"YBR119W"	0.20354729142752
"212"	"YBR125C"	-0.49256379814518
"213"	"YBR126C"	-1.48529576658876
"214"	"YBR128C"	0.409601959060315
"215"	"YBR129C"	0.182095394099799
"216"	"YBR130C"	1.24163784385439
"217"	"YBR132C"	0.220092214307227
"218"	"YBR134W"	-0.403958149914356
"219"	"YBR137W"	0.343792934486537
"220"	"YBR138C"	0.0852617399687623
"221"	"YBR141C"	0.022590349041372
"222"	"YBR144C"	1.49954767868336
"223"	"YBR145W"	0.361672093838055
"224"	"YBR147W"	0.459253096784351
"225"	"YBR148W"	-0.170149380512796
"226"	"YBR150C"	-2.01567460857818
"227"	"YBR151W"	0.0113584926014561
"228"	"YBR156C"	1.42436937302588
"229"	"YBR157C"	0.22736642343347
"230"	"YBR161W"	-0.00134649548000258
"231"	"YBR162C"	0.624695477536436
"232"	"YBR162W-A"	0.260756148619885
"233"	"YBR164C"	-1.29338236350335
"234"	"YBR165W"	0.276275708952169
"235"	"YBR166C"	-0.148092446395324
"236"	"YBR168W"	-0.517813942795886
"237"	"YBR171W"	-1.53245759265553
"238"	"YBR172C"	0.859323035232589
"239"	"YBR174C"	-0.486839247493473
"240"	"YBR175W"	-0.530410819467366
"241"	"YBR176W"	0.0144516855544853
"242"	"YBR177C"	0.0733495996057559
"243"	"YBR180W"	0.0411448291435426
"244"	"YBR183W"	-0.947095009031589
"245"	"YBR184W"	-0.0301418298460982
"246"	"YBR185C"	0.219186164690616
"247"	"YBR186W"	-0.170119797894359
"248"	"YBR197C"	0.544047316702024
"249"	"YBR199W"	0.0914489545804348
"250"	"YBR200W"	-1.24547575099136
"251"	"YBR203W"	1.20040224397853
"252"	"YBR204C"	-0.238772489486575
"253"	"YBR205W"	-0.55129056587178
"254"	"YBR206W"	-0.161180888144625
"255"	"YBR207W"	-0.292150282629845
"256"	"YBR208C"	0.0245885748264689
"257"	"YBR209W"	-0.345552152382553
"258"	"YBR210W"	1.14302237898461
"259"	"YBR214W"	-0.228995212907304
"260"	"YBR215W"	3.60026078405534
"261"	"YBR216C"	-0.238941654307262
"262"	"YBR217W"	0.265129261051854
"263"	"YBR218C"	0.158242053227968
"264"	"YBR219C"	-0.212000595293852
"265"	"YBR220C"	0.529548509068441
"266"	"YBR221C"	0.287461478914113
"267"	"YBR222C"	-1.00065858711745
"268"	"YBR223C"	-0.0531180037639019
"269"	"YBR224W"	-0.272918455398876
"270"	"YBR225W"	-0.121025845532399
"271"	"YBR226C"	0.468510434808152
"272"	"YBR229C"	-0.948407596819657
"273"	"YBR231C"	0.0880041772189628
"274"	"YBR232C"	-0.0898028294744684
"275"	"YBR233W"	1.50036674584334
"276"	"YBR235W"	-0.429427348853479
"277"	"YBR239C"	0.309057846681077
"278"	"YBR240C"	0.150877063105664
"279"	"YBR241C"	-0.101694013219859
"280"	"YBR245C"	0.126052378424274
"281"	"YBR248C"	0.745459194019175
"282"	"YBR250W"	0.331546959815362
"283"	"YBR255W"	0.264460032256793
"284"	"YBR258C"	0.321366977500829
"285"	"YBR259W"	0.266436724234453
"286"	"YBR260C"	-0.00144062539641759
"287"	"YBR261C"	-0.331330562447894
"288"	"YBR262C"	-0.100443056974557
"289"	"YBR263W"	0.337819544243526
"290"	"YBR264C"	0.335660579207022
"291"	"YBR266C"	0.523860070755701
"292"	"YBR267W"	0.186063282395006
"293"	"YBR269C"	0.0282440832514094
"294"	"YBR270C"	0.322303089729062
"295"	"YBR271W"	0.281547661013869
"296"	"YBR274W"	0.3569308933405
"297"	"YBR275C"	0.21104274287659
"298"	"YBR276C"	0.078741637543469
"299"	"YBR277C"	0.0721549822674103
"300"	"YBR278W"	-0.492285357917324
"301"	"YBR280C"	0.361341282465637
"302"	"YBR281C"	0.0221992761396279
"303"	"YBR283C"	1.13720736283346
"304"	"YBR284W"	-0.0578628097191873
"305"	"YBR285W"	-0.0246889963302464
"306"	"YBR286W"	-0.0345369087019822
"307"	"YBR287W"	0.405202009820458
"308"	"YBR289W"	-0.65373795810793
"309"	"YBR290W"	0.317132533336544
"310"	"YBR291C"	0.677056034938045
"311"	"YBR292C"	0.348961626923848
"312"	"YBR293W"	1.21650292724545
"313"	"YBR294W"	0.213590885763874
"314"	"YBR295W"	-0.166126289769251
"315"	"YBR296C"	-0.0748791166066766
"316"	"YBR297W"	1.14907039224003
"317"	"YBR298C"	0.065280538030774
"318"	"YBR301W"	0.0832336103916324
"319"	"YCL001W-A"	0.821364633944221
"320"	"YCL001W"	-0.390646809968617
"321"	"YCL006C"	0.211740134452533
"322"	"YCL010C"	-0.84324848581445
"323"	"YCL011C"	0.281640764030753
"324"	"YCL012W"	0.155415118576547
"325"	"YCL013W"	0.151949279134983
"326"	"YCL014W"	0.592807924203286
"327"	"YCL022C"	0.0809927202225738
"328"	"YCL023C"	-0.427704771810395
"329"	"YCL024W"	0.112266478602539
"330"	"YCL025C"	-0.112239293653827
"331"	"YCL026C-A"	-0.310148200634955
"332"	"YCL026C"	-0.371642506347166
"333"	"YCL027W"	1.65999792444612
"334"	"YCL028W"	0.116076170272896
"335"	"YCL029C"	-0.882702342432745
"336"	"YCL034W"	1.12609819626294
"337"	"YCL035C"	0.115211335158478
"338"	"YCL038C"	0.420809689725317
"339"	"YCL039W"	0.571205794674463
"340"	"YCL042W"	1.69352323241779
"341"	"YCL046W"	-0.27698811616602
"342"	"YCL048W"	0.105942355388998
"343"	"YCL049C"	-0.19244738267416
"344"	"YCL050C"	-0.265477359905973
"345"	"YCL051W"	0.0514679326479733
"346"	"YCL055W"	0.334070798660672
"347"	"YCL057W"	0.17824701297356
"348"	"YCL061C"	0.345024157433711
"349"	"YCL062W"	-0.10281668358363
"350"	"YCL063W"	-1.59904954215048
"351"	"YCL064C"	-0.544454645022985
"352"	"YCL069W"	-0.577798040039676
"353"	"YCL074W"	0.287825374644454
"354"	"YCL075W"	0.0937752987736539
"355"	"YCL076W"	0.0973807300249618
"356"	"YCR001W"	1.34793612488989
"357"	"YCR005C"	0.0194716879059621
"358"	"YCR006C"	1.47942259615709
"359"	"YCR007C"	0.441335532448272
"360"	"YCR008W"	-0.417093645224647
"361"	"YCR009C"	-0.556592690348067
"362"	"YCR010C"	-0.337808044053311
"363"	"YCR011C"	0.142781308804197
"364"	"YCR014C"	0.0840761201590779
"365"	"YCR015C"	-0.173292099425312
"366"	"YCR016W"	0.539263912328158
"367"	"YCR017C"	0.0921767077402274
"368"	"YCR019W"	-0.124570363155773
"369"	"YCR020C-A"	1.51980338899461
"370"	"YCR020C"	-0.23563239982284
"371"	"YCR021C"	-0.0624079980793895
"372"	"YCR022C"	0.209952235328204
"373"	"YCR023C"	-0.104604086554816
"374"	"YCR024C-A"	0.121107900297741
"375"	"YCR025C"	0.776955034255511
"376"	"YCR027C"	-0.254582854557107
"377"	"YCR028C-A"	0.461857608752684
"378"	"YCR030C"	-0.35186155731928
"379"	"YCR031C"	0.339808469660093
"380"	"YCR032W"	-0.208859459389585
"381"	"YCR033W"	-0.0519191343533283
"382"	"YCR034W"	0.12109036677924
"383"	"YCR036W"	-0.389553171696799
"384"	"YCR037C"	0.453578456710274
"385"	"YCR043C"	-0.039666901215618
"386"	"YCR044C"	-1.11262032775038
"387"	"YCR045C"	0.003302006139915
"388"	"YCR048W"	0.0786058967416025
"389"	"YCR049C"	-0.0490760781642584
"390"	"YCR050C"	-0.0125278241519039
"391"	"YCR051W"	0.0564882756693512
"392"	"YCR053W"	-0.845245748869818
"393"	"YCR059C"	-0.960346569692838
"394"	"YCR060W"	0.311204326055641
"395"	"YCR061W"	0.0543692455043724
"396"	"YCR062W"	1.35986382416751
"397"	"YCR065W"	0.50479847304038
"398"	"YCR068W"	0.00825868964195629
"399"	"YCR069W"	0.0638149421646151
"400"	"YCR071C"	0.466083982918787
"401"	"YCR073C"	-0.0578273617065014
"402"	"YCR073W-A"	1.52949698913511
"403"	"YCR075C"	0.0903700708479417
"404"	"YCR076C"	0.170417077253195
"405"	"YCR077C"	-0.0707527829968615
"406"	"YCR079W"	0.732048178806183
"407"	"YCR081W"	-0.0578982413518719
"408"	"YCR082W"	0.723338284538896
"409"	"YCR085W"	0.0133257584005133
"410"	"YCR086W"	1.16134378975009
"411"	"YCR087C-A"	-0.689925231129105
"412"	"YCR087W"	0.0767310282992363
"413"	"YCR088W"	-0.715716045210735
"414"	"YCR090C"	-0.184025107978178
"415"	"YCR092C"	-0.039172165706088
"416"	"YCR095C"	-0.333105517694428
"417"	"YCR098C"	0.000758488373685435
"418"	"YCR099C"	0.372530976393036
"419"	"YCR100C"	0.0301809409445469
"420"	"YCR101C"	0.462264766669708
"421"	"YCR102C"	0.0269324889376679
"422"	"YCR102W-A"	0.0412175058973263
"423"	"YCR105W"	0.000107407249065075
"424"	"YCR106W"	0.120560133091241
"425"	"YCR107W"	-0.275930425131537
"426"	"YDL001W"	-0.150450604927496
"427"	"YDL002C"	0.289028319456423
"428"	"YDL006W"	0.326405149095449
"429"	"YDL010W"	0.293151959650215
"430"	"YDL011C"	-0.163132449555221
"431"	"YDL012C"	-0.148208620668545
"432"	"YDL013W"	-0.482318078850309
"433"	"YDL018C"	-0.130444550789177
"434"	"YDL019C"	1.40731583436777
"435"	"YDL020C"	-1.35778717330111
"436"	"YDL024C"	-0.178168877190586
"437"	"YDL025C"	-0.162226084087102
"438"	"YDL026W"	-0.0686150956821413
"439"	"YDL035C"	0.0528075107881634
"440"	"YDL036C"	-0.389141757310954
"441"	"YDL037C"	-0.104546428724255
"442"	"YDL038C"	0.178786224859447
"443"	"YDL039C"	0.0621641896442112
"444"	"YDL048C"	-0.0873408312269963
"445"	"YDL050C"	-0.929649132421051
"446"	"YDL051W"	-0.25283225095073
"447"	"YDL052C"	0.884251791432338
"448"	"YDL054C"	0.0265688613086885
"449"	"YDL056W"	-0.533068168237876
"450"	"YDL059C"	-0.0440364023632387
"451"	"YDL063C"	0.71239380855881
"452"	"YDL066W"	0.611786033045165
"453"	"YDL070W"	-0.179725624562448
"454"	"YDL071C"	0.138087350931468
"455"	"YDL074C"	0.647830519685382
"456"	"YDL076C"	-0.0425474965740527
"457"	"YDL077C"	-0.281626422059003
"458"	"YDL078C"	-0.716599994815177
"459"	"YDL079C"	-0.0803905911270118
"460"	"YDL080C"	2.30102874630116
"461"	"YDL081C"	0.531805596744081
"462"	"YDL082W"	0.728010977881155
"463"	"YDL083C"	-0.0158608699535953
"464"	"YDL085W"	-0.529778515552524
"465"	"YDL086W"	0.252849809630349
"466"	"YDL088C"	0.268507093748227
"467"	"YDL089W"	0.274154774859453
"468"	"YDL091C"	0.0851310930746478
"469"	"YDL093W"	-0.319339910068733
"470"	"YDL094C"	0.070887396578149
"471"	"YDL096C"	-0.429772991845056
"472"	"YDL100C"	0.506799775577878
"473"	"YDL104C"	-1.10350336187877
"474"	"YDL106C"	0.0687016045754033
"475"	"YDL109C"	0.0869555574047413
"476"	"YDL110C"	0.117201436102072
"477"	"YDL112W"	-0.619143728259209
"478"	"YDL114W"	1.22906251416774
"479"	"YDL117W"	-0.308211896299335
"480"	"YDL119C"	-2.25331337299654
"481"	"YDL121C"	-0.015935073281383
"482"	"YDL122W"	-0.513957105054453
"483"	"YDL123W"	-0.326229722762327
"484"	"YDL127W"	1.58014034056683
"485"	"YDL130W-A"	-0.107487935050998
"486"	"YDL130W"	1.97855705512987
"487"	"YDL133C-A"	-0.540396545815069
"488"	"YDL134C"	-0.752670585003232
"489"	"YDL136W"	0.229055292347024
"490"	"YDL137W"	2.33780452125125
"491"	"YDL142C"	-1.00772726794888
"492"	"YDL144C"	0.0192273190567329
"493"	"YDL149W"	0.174774233130912
"494"	"YDL154W"	0.132755912855077
"495"	"YDL155W"	-0.142210983884515
"496"	"YDL156W"	0.0277743673933756
"497"	"YDL161W"	-0.0811731412301987
"498"	"YDL162C"	1.98131646769141
"499"	"YDL168W"	0.0625601230161611
"500"	"YDL169C"	-0.0317710887523463
"501"	"YDL170W"	1.06595313617486
"502"	"YDL171C"	-0.0959255271077426
"503"	"YDL172C"	-0.277126921770504
"504"	"YDL173W"	-0.00967918914243528
"505"	"YDL174C"	0.135156871581105
"506"	"YDL175C"	-0.796910200252721
"507"	"YDL177C"	0.0186876222536198
"508"	"YDL178W"	-0.338988285004605
"509"	"YDL180W"	-0.234147708938479
"510"	"YDL182W"	-0.150835804388869
"511"	"YDL184C"	-0.148938182200506
"512"	"YDL186W"	-0.00734916440652937
"513"	"YDL187C"	0.169193975247577
"514"	"YDL188C"	0.12411371788002
"515"	"YDL189W"	-0.0435692578685367
"516"	"YDL190C"	1.72341709956628
"517"	"YDL191W"	0.879513089541225
"518"	"YDL194W"	-2.95254626951251
"519"	"YDL197C"	0.454887555221887
"520"	"YDL199C"	0.0598691224569743
"521"	"YDL200C"	0.0229667726137601
"522"	"YDL201W"	0.0557324334407469
"523"	"YDL203C"	0.14528401125121
"524"	"YDL204W"	-0.20414734167966
"525"	"YDL210W"	0.331295298096888
"526"	"YDL211C"	0.355212630017597
"527"	"YDL215C"	0.103503662743133
"528"	"YDL218W"	-0.628502692190522
"529"	"YDL219W"	0.936946070807514
"530"	"YDL223C"	0.409500764770541
"531"	"YDL224C"	-0.265748998695966
"532"	"YDL226C"	-0.286881966288741
"533"	"YDL227C"	-0.052121269059587
"534"	"YDL229W"	0.534406663075809
"535"	"YDL230W"	0.0446489805897137
"536"	"YDL231C"	0.0108985966301697
"537"	"YDL233W"	-0.139870141023658
"538"	"YDL236W"	0.196077855686715
"539"	"YDL237W"	1.48544232568747
"540"	"YDL239C"	0.395405272861593
"541"	"YDL240W"	1.33978322726026
"542"	"YDL241W"	-0.0968821849764951
"543"	"YDL242W"	0.201873703810463
"544"	"YDL243C"	-0.0600457204846538
"545"	"YDR001C"	0.298920777959693
"546"	"YDR004W"	0.120632918024601
"547"	"YDR005C"	0.0463633107208202
"548"	"YDR006C"	-0.483956657490877
"549"	"YDR007W"	0.0908347336158175
"550"	"YDR009W"	-0.201174023732126
"551"	"YDR010C"	0.0511087166691021
"552"	"YDR011W"	-0.0307253363926359
"553"	"YDR014W"	-0.380864628147427
"554"	"YDR015C"	-0.075793505058849
"555"	"YDR018C"	-0.317396622139836
"556"	"YDR019C"	0.227027880125286
"557"	"YDR020C"	-0.295873964346102
"558"	"YDR022C"	-0.660252615642438
"559"	"YDR024W"	-1.14446130379585
"560"	"YDR025W"	1.46444921561786
"561"	"YDR026C"	-0.140833685174638
"562"	"YDR030C"	-0.66985636546851
"563"	"YDR033W"	-1.0510225653302
"564"	"YDR035W"	-0.439889465683581
"565"	"YDR036C"	-0.0667952276367756
"566"	"YDR046C"	0.062706127037662
"567"	"YDR048C"	-0.0955005923175405
"568"	"YDR049W"	-0.62324936625485
"569"	"YDR051C"	-0.344073438302355
"570"	"YDR055W"	1.17391144985492
"571"	"YDR057W"	1.17482641971392
"572"	"YDR058C"	-0.138720669785149
"573"	"YDR061W"	-0.190492548706247
"574"	"YDR063W"	-0.992148000364776
"575"	"YDR066C"	-0.221805319261965
"576"	"YDR067C"	-0.488745125008394
"577"	"YDR068W"	0.365675934774927
"578"	"YDR070C"	0.403059466402463
"579"	"YDR071C"	-0.789250770057111
"580"	"YDR072C"	-0.689106452336296
"581"	"YDR073W"	-0.824480706988885
"582"	"YDR074W"	-0.240131016352468
"583"	"YDR076W"	-0.184585835188302
"584"	"YDR080W"	-0.947095009031589
"585"	"YDR083W"	-0.387108424448449
"586"	"YDR085C"	0.123541198395513
"587"	"YDR089W"	0.233034122710548
"588"	"YDR090C"	-0.607377221143227
"589"	"YDR092W"	2.02729830260014
"590"	"YDR093W"	1.06492213281288
"591"	"YDR094W"	1.54673039986803
"592"	"YDR095C"	-0.265397339412326
"593"	"YDR097C"	-0.520894786012874
"594"	"YDR098C"	-1.02381667751084
"595"	"YDR099W"	-0.506794240278639
"596"	"YDR100W"	0.656682990751326
"597"	"YDR101C"	-0.157627757629788
"598"	"YDR102C"	-0.248978736714929
"599"	"YDR104C"	-0.0243410137320834
"600"	"YDR108W"	-0.729499189988736
"601"	"YDR109C"	-0.322536285512372
"602"	"YDR110W"	-0.439742588508744
"603"	"YDR111C"	-0.00281943745228605
"604"	"YDR112W"	-0.407401065335876
"605"	"YDR116C"	0.00948854194096769
"606"	"YDR117C"	-1.83839667778122
"607"	"YDR119W"	-0.337052440568622
"608"	"YDR120C"	0.113978225564985
"609"	"YDR121W"	-0.235357567337676
"610"	"YDR122W"	-0.043042926083107
"611"	"YDR123C"	-1.04658121937464
"612"	"YDR124W"	-0.189818356895913
"613"	"YDR125C"	1.4794242588124
"614"	"YDR126W"	-0.705814252734756
"615"	"YDR127W"	1.23626734582892
"616"	"YDR128W"	-0.328921911780688
"617"	"YDR130C"	0.24057612012805
"618"	"YDR131C"	0.028610945105974
"619"	"YDR132C"	-0.25247402037812
"620"	"YDR133C"	-0.285915379459749
"621"	"YDR134C"	-0.44244513578488
"622"	"YDR135C"	-0.113627479495295
"623"	"YDR139C"	2.58359075080357
"624"	"YDR142C"	-0.143653381081494
"625"	"YDR143C"	0.310059056591365
"626"	"YDR144C"	-0.487491750658965
"627"	"YDR146C"	0.146444223038085
"628"	"YDR147W"	-0.601586662790375
"629"	"YDR148C"	-0.123071780748633
"630"	"YDR149C"	0.360074802385262
"631"	"YDR150W"	-0.731924169051581
"632"	"YDR153C"	-0.148222426600685
"633"	"YDR154C"	-0.586454061132923
"634"	"YDR155C"	-0.368780308404758
"635"	"YDR156W"	-0.0349670094874053
"636"	"YDR157W"	-0.47823971561529
"637"	"YDR158W"	0.10759568256552
"638"	"YDR159W"	-1.68051141523213
"639"	"YDR161W"	-0.192065698432504
"640"	"YDR162C"	-2.01169429682753
"641"	"YDR163W"	-0.188887993512456
"642"	"YDR165W"	0.043256240286695
"643"	"YDR169C"	-0.299198354955391
"644"	"YDR171W"	-0.265197483555466
"645"	"YDR174W"	0.86165525353396
"646"	"YDR181C"	-0.157741944805817
"647"	"YDR184C"	0.119167682612381
"648"	"YDR185C"	-0.704446631021333
"649"	"YDR186C"	-0.142614873782105
"650"	"YDR191W"	-0.510953808262252
"651"	"YDR192C"	-0.0749121821679116
"652"	"YDR193W"	1.49078092455264
"653"	"YDR198C"	0.311525300563853
"654"	"YDR202C"	-0.104274496252754
"655"	"YDR203W"	0.0694359264391006
"656"	"YDR205W"	-0.153858694008344
"657"	"YDR206W"	1.07053043834707
"658"	"YDR207C"	-0.226917499771597
"659"	"YDR209C"	-0.198119494244852
"660"	"YDR210W"	-0.577826752358515
"661"	"YDR213W"	-1.23826627014561
"662"	"YDR214W"	0.816538329877324
"663"	"YDR215C"	-0.018904640058256
"664"	"YDR216W"	1.55949578604285
"665"	"YDR217C"	1.50979490782311
"666"	"YDR218C"	-0.29381686891953
"667"	"YDR219C"	-0.033732121373185
"668"	"YDR220C"	0.0458622246217089
"669"	"YDR222W"	-0.358458821372934
"670"	"YDR223W"	-0.429903895848222
"671"	"YDR229W"	-0.166098259657701
"672"	"YDR233C"	-0.745448966702062
"673"	"YDR239C"	-0.306497091178025
