"gene"	"FeruloylAmide"
"66"	"YBL005W"	2.24983009725933
"67"	"YBL007C"	0.851616443672991
"68"	"YBL009W"	1.19175917966354
"69"	"YBL010C"	-0.673377994853525
"70"	"YBL015W"	-0.358796984565042
"71"	"YBL016W"	-0.292884695772061
"72"	"YBL017C"	4.16563593150496
"73"	"YBL019W"	-0.325946486079302
"74"	"YBL021C"	-0.197678575542011
"75"	"YBL024W"	0.219736189168091
"76"	"YBL027W"	0.616557414775931
"77"	"YBL028C"	-0.108059198406973
"78"	"YBL029W"	0.580012261950432
"79"	"YBL031W"	-0.411992295623641
"80"	"YBL032W"	-0.579435585131882
"81"	"YBL036C"	-0.0113359101078925
"82"	"YBL037W"	0.626866337327849
"83"	"YBL039C"	0.0455277707784974
"84"	"YBL042C"	-0.575705178081775
"85"	"YBL043W"	-0.585250387512588
"86"	"YBL046W"	-0.677624546989224
"87"	"YBL048W"	0.0962535595745269
"88"	"YBL049W"	-0.275023699229185
"89"	"YBL051C"	1.2713899175158
"90"	"YBL052C"	-0.30116915132422
"91"	"YBL053W"	-0.151865341314624
"92"	"YBL054W"	-0.242599547284316
"93"	"YBL055C"	0.291692838597572
"94"	"YBL056W"	0.117785354388766
"95"	"YBL057C"	0.196867729136884
"96"	"YBL059W"	-0.415313741612589
"97"	"YBL060W"	-0.0832481538781109
"98"	"YBL061C"	-0.00690884607242881
"99"	"YBL062W"	-0.0278202136194725
"100"	"YBL063W"	-0.125645748283944
"101"	"YBL064C"	-0.618184508386864
"102"	"YBL065W"	-0.252176547134178
"103"	"YBL066C"	0.168432477394509
"104"	"YBL067C"	0.0877456239588147
"105"	"YBL068W"	-0.86401621782132
"106"	"YBL069W"	0.253655632475798
"107"	"YBL070C"	-0.199324865656861
"108"	"YBL071C"	0.00446810780326128
"109"	"YBL072C"	0.923652049215956
"110"	"YBL075C"	0.139113575169221
"111"	"YBL078C"	0.371585890632605
"112"	"YBL079W"	-0.0995316006308022
"113"	"YBL081W"	0.539824676273765
"114"	"YBL082C"	0.146203951369392
"115"	"YBL083C"	0.599639123070697
"116"	"YBL085W"	-0.118149148012415
"117"	"YBL086C"	-0.428310024060534
"118"	"YBL087C"	0.302391165292868
"119"	"YBL088C"	-0.0267703578724739
"120"	"YBL089W"	1.03868836710055
"121"	"YBL091C-A"	-0.199091337897097
"122"	"YBL091C"	-0.220923120793262
"123"	"YBL094C"	-0.0507138502878543
"124"	"YBL095W"	-0.175539457449896
"125"	"YBL096C"	0.0966370709636936
"126"	"YBL098W"	-0.0930837447871672
"127"	"YBL101C"	-0.203204711177874
"128"	"YBL102W"	-0.122403720403674
"129"	"YBL103C"	-0.24011277117196
"130"	"YBL104C"	0.0232407792719492
"131"	"YBL106C"	0.169851901150263
"132"	"YBL107C"	-0.0555253169181327
"133"	"YBR001C"	0.936696911766328
"134"	"YBR005W"	3.08003082287094
"135"	"YBR006W"	0.403925721001336
"136"	"YBR007C"	0.361335019004246
"137"	"YBR008C"	-0.274139337921768
"138"	"YBR009C"	1.08009013092339
"139"	"YBR010W"	0.965266123164735
"140"	"YBR012C"	0.543025121301104
"141"	"YBR013C"	0.236916027952478
"142"	"YBR014C"	0.313120935988678
"143"	"YBR015C"	0.257793672532457
"144"	"YBR016W"	-0.0245235546033736
"145"	"YBR018C"	0.28073901839176
"146"	"YBR022W"	0.0685379953872585
"147"	"YBR024W"	-0.478556669990265
"148"	"YBR025C"	0.498657887401891
"149"	"YBR026C"	1.88276605672451
"150"	"YBR027C"	-0.116007713282931
"151"	"YBR028C"	0.0122689574042664
"152"	"YBR030W"	0.128127166168575
"153"	"YBR031W"	-0.33357677688562
"154"	"YBR032W"	-0.0976077479530399
"155"	"YBR033W"	-0.341096838919193
"156"	"YBR034C"	0.658482264828917
"157"	"YBR036C"	0.674932562319739
"158"	"YBR040W"	-0.330739294491828
"159"	"YBR041W"	0.307254869435718
"160"	"YBR042C"	2.7307090625474
"161"	"YBR043C"	0.308299670524832
"162"	"YBR044C"	0.328133674827445
"163"	"YBR045C"	0.186513265087465
"164"	"YBR047W"	0.122426033218024
"165"	"YBR048W"	0.510882138953438
"166"	"YBR052C"	0.0525826918984125
"167"	"YBR053C"	0.166305825099969
"168"	"YBR054W"	-0.181460435516109
"169"	"YBR056W"	-0.101693121868067
"170"	"YBR057C"	0.271025215374998
"171"	"YBR058C"	-0.115653224996022
"172"	"YBR059C"	-0.0219394525194165
"173"	"YBR061C"	0.413845403438457
"174"	"YBR062C"	0.431185906556128
"175"	"YBR063C"	0.155534227714446
"176"	"YBR064W"	-0.0461800063168078
"177"	"YBR065C"	0.132682117496435
"178"	"YBR068C"	0.390006598116574
"179"	"YBR069C"	0.067989589151782
"180"	"YBR071W"	-0.451678018780731
"181"	"YBR072W"	-0.417432123753076
"182"	"YBR073W"	0.223535868269335
"183"	"YBR074W"	-0.00457352973046637
"184"	"YBR075W"	-0.209024031105573
"185"	"YBR076W"	-0.0984837298560685
"186"	"YBR077C"	0.34400155360184
"187"	"YBR078W"	-0.20880278039785
"188"	"YBR082C"	-0.798297839653505
"189"	"YBR083W"	0.658176584500526
"190"	"YBR084C-A"	1.08238379598708
"191"	"YBR084W"	0.0535548617474326
"192"	"YBR085W"	0.390044238264012
"193"	"YBR086C"	0.50163213703957
"194"	"YBR090C-A"	-0.0307076227292845
"195"	"YBR090C"	0.490656310563971
"196"	"YBR092C"	0.0455726508547474
"197"	"YBR095C"	-0.104629256837942
"198"	"YBR098W"	0.0200801446611246
"199"	"YBR099C"	0.099739093463308
"200"	"YBR100W"	-0.082679255888711
"201"	"YBR104W"	-0.57825620579728
"202"	"YBR105C"	0.146414812561359
"203"	"YBR107C"	0.0873996776429062
"204"	"YBR108W"	0.474591336161727
"205"	"YBR111C"	-0.245755042715819
"206"	"YBR113W"	3.27208913713157
"207"	"YBR114W"	1.51944914732609
"208"	"YBR115C"	3.44409853502356
"209"	"YBR116C"	-0.110424882765712
"210"	"YBR118W"	0.557310411685106
"211"	"YBR119W"	0.257897109087266
"212"	"YBR125C"	0.176920371466752
"213"	"YBR126C"	0.608944169362357
"214"	"YBR128C"	0.222833161021804
"215"	"YBR129C"	0.018834172549853
"216"	"YBR130C"	0.582026273137692
"217"	"YBR132C"	-0.133648040011798
"218"	"YBR134W"	-0.674898957508303
"219"	"YBR137W"	-0.0879005624335
"220"	"YBR138C"	-0.392338522366162
"221"	"YBR141C"	0.41965740485876
"222"	"YBR144C"	-3.22072967214626
"223"	"YBR145W"	-0.675313901016081
"224"	"YBR147W"	0.0544119253062146
"225"	"YBR148W"	-0.245918902585823
"226"	"YBR150C"	1.81085854509147
"227"	"YBR151W"	-0.42378470384366
"228"	"YBR156C"	1.06362695443262
"229"	"YBR157C"	-0.0508689609108346
"230"	"YBR161W"	-0.101903257253259
"231"	"YBR162C"	0.0634452337780713
"232"	"YBR162W-A"	-0.648613647880129
"233"	"YBR164C"	-1.89407690118365
"234"	"YBR165W"	-0.377547707745287
"235"	"YBR166C"	-0.602542413687087
"236"	"YBR168W"	0.395740587303179
"237"	"YBR171W"	0.718277762269092
"238"	"YBR172C"	0.0723859629238412
"239"	"YBR174C"	-0.414101536269261
"240"	"YBR175W"	-0.24595013808227
"241"	"YBR176W"	-0.209626856714283
"242"	"YBR177C"	-0.00721464652932825
"243"	"YBR180W"	0.143921875850594
"244"	"YBR183W"	2.65443600445825
"245"	"YBR184W"	-0.0392403842313605
"246"	"YBR185C"	0.255552078902721
"247"	"YBR186W"	0.128741818867583
"248"	"YBR197C"	-0.00574673590634662
"249"	"YBR199W"	-0.286473108652601
"250"	"YBR200W"	1.00203467057753
"251"	"YBR203W"	0.575800916250476
"252"	"YBR204C"	-0.272065813796642
"253"	"YBR205W"	-1.17144479964611
"254"	"YBR206W"	-0.136998956050185
"255"	"YBR207W"	-0.404453013410767
"256"	"YBR208C"	-0.018631903070663
"257"	"YBR209W"	-1.1040243444515
"258"	"YBR210W"	-0.0709080345793776
"259"	"YBR214W"	-0.128352930572728
"260"	"YBR215W"	0.379729337682661
"261"	"YBR216C"	-0.0819237906978233
"262"	"YBR217W"	0.061995273556821
"263"	"YBR218C"	0.113894646221552
"264"	"YBR219C"	-0.118036042669677
"265"	"YBR220C"	0.103723352156035
"266"	"YBR221C"	-1.11236697823637
"267"	"YBR222C"	1.83081572016657
"268"	"YBR223C"	0.213130332041506
"269"	"YBR224W"	0.0153371976272653
"270"	"YBR225W"	0.21009036842133
"271"	"YBR226C"	0.0101378842068229
"272"	"YBR229C"	-0.334858818206069
"273"	"YBR231C"	-4.60118292443944
"274"	"YBR232C"	-0.000677710381263278
"275"	"YBR233W"	1.33125201860251
"276"	"YBR235W"	-0.706415937283911
"277"	"YBR239C"	-1.04302268313775
"278"	"YBR240C"	0.159995780116773
"279"	"YBR241C"	-0.0963847532577416
"280"	"YBR245C"	-0.415808922287625
"281"	"YBR248C"	2.14701262930869
"282"	"YBR250W"	0.00626251892055372
"283"	"YBR255W"	0.113817732970618
"284"	"YBR258C"	-0.685334421746312
"285"	"YBR259W"	0.0732580111391427
"286"	"YBR260C"	-0.668643268744208
"287"	"YBR261C"	-0.0170250434323847
"288"	"YBR262C"	0.0499400460929863
"289"	"YBR263W"	0.279399087338408
"290"	"YBR264C"	0.134291871245473
"291"	"YBR266C"	2.96881024275365
"292"	"YBR267W"	1.03267387607428
"293"	"YBR269C"	0.0107263784174007
"294"	"YBR270C"	-1.67032205692987
"295"	"YBR271W"	0.0463740596075914
"296"	"YBR274W"	0.0576337844565504
"297"	"YBR275C"	0.514819332464766
"298"	"YBR276C"	-0.121015203792645
"299"	"YBR277C"	-0.165012458946724
"300"	"YBR278W"	0.687267270786852
"301"	"YBR280C"	0.0233496136067139
"302"	"YBR281C"	-0.168517464559351
"303"	"YBR283C"	1.31534078924269
"304"	"YBR284W"	0.38442241833574
"305"	"YBR285W"	-0.210166441253687
"306"	"YBR286W"	-0.431192718398547
"307"	"YBR287W"	-0.946735026727829
"308"	"YBR289W"	1.27419481088595
"309"	"YBR290W"	0.168691712339596
"310"	"YBR291C"	0.8055070305842
"311"	"YBR292C"	0.38354438352744
"312"	"YBR293W"	0.177173864616256
"313"	"YBR294W"	0.901092506745464
"314"	"YBR295W"	-0.187877006557558
"315"	"YBR296C"	-0.0755751483815187
"316"	"YBR297W"	0.502322288684915
"317"	"YBR298C"	-0.109882798305927
"318"	"YBR301W"	-0.0894635585484967
"319"	"YCL001W-A"	1.10473882352845
"320"	"YCL001W"	-0.510035666744436
"321"	"YCL006C"	-0.217360051850363
"322"	"YCL010C"	-1.6230556585899
"323"	"YCL011C"	-2.31759178707153
"324"	"YCL012W"	-0.219492110406621
"325"	"YCL013W"	-0.409879947354817
"326"	"YCL014W"	-0.303061008134996
"327"	"YCL022C"	0.181162846041325
"328"	"YCL023C"	-0.363719591050042
"329"	"YCL024W"	0.0308222579669812
"330"	"YCL025C"	-0.635556254940795
"331"	"YCL026C-A"	-0.257502933240807
"332"	"YCL026C"	0.0363725815377133
"333"	"YCL027W"	0.038949730567376
"334"	"YCL028W"	0.112755689671279
"335"	"YCL029C"	0.780298332596889
"336"	"YCL034W"	1.22745618603168
"337"	"YCL035C"	-0.493854235101043
"338"	"YCL038C"	0.334472079821316
"339"	"YCL039W"	0.0346557348343103
"340"	"YCL042W"	1.48896332468336
"341"	"YCL046W"	0.121815555269411
"342"	"YCL048W"	-0.43503806359441
"343"	"YCL049C"	-0.403190235006618
"344"	"YCL050C"	-0.411002228849014
"345"	"YCL051W"	-0.198777530963386
"346"	"YCL055W"	-0.417537339938442
"347"	"YCL057W"	-0.403938198154228
"348"	"YCL061C"	0.857423622761916
"349"	"YCL062W"	0.109929751650893
"350"	"YCL063W"	0.439090237648671
"351"	"YCL064C"	0.605451156139234
"352"	"YCL069W"	0.37212891133661
"353"	"YCL074W"	0.0321368863678446
"354"	"YCL075W"	0.38393700136339
"355"	"YCL076W"	-0.0305577848141664
"356"	"YCR001W"	0.38806246403737
"357"	"YCR005C"	-0.27999446738779
"358"	"YCR006C"	0.422113410544553
"359"	"YCR007C"	-0.0726555615834364
"360"	"YCR008W"	0.542955469011268
"361"	"YCR009C"	0.577765555307244
"362"	"YCR010C"	-1.22019288791034
"363"	"YCR011C"	0.110302977536352
"364"	"YCR014C"	0.0531856047615976
"365"	"YCR015C"	-0.336304720693434
"366"	"YCR016W"	0.278976801898719
"367"	"YCR017C"	-0.675319623298807
"368"	"YCR019W"	-0.488753051478474
"369"	"YCR020C-A"	1.32824183761319
"370"	"YCR020C"	-0.516698828964642
"371"	"YCR021C"	-0.313517730752458
"372"	"YCR022C"	0.0340140043230432
"373"	"YCR023C"	0.0301723043736876
"374"	"YCR024C-A"	-0.166356707228569
"375"	"YCR025C"	0.483600532551784
"376"	"YCR027C"	-0.173748187830372
"377"	"YCR028C-A"	2.79864995949278
"378"	"YCR030C"	-0.126522940099421
"379"	"YCR031C"	0.392027884474767
"380"	"YCR032W"	-0.362354580874421
"381"	"YCR033W"	-0.789469731300295
"382"	"YCR034W"	0.250528650064574
"383"	"YCR036W"	0.00703986515526521
"384"	"YCR037C"	-0.539393708029124
"385"	"YCR043C"	-0.370342526556882
"386"	"YCR044C"	0.444566927146994
"387"	"YCR045C"	-0.384576795636864
"388"	"YCR048W"	0.146050132292504
"389"	"YCR049C"	-0.836169121349935
"390"	"YCR050C"	-0.129488891513234
"391"	"YCR051W"	-0.273784031272804
"392"	"YCR053W"	-6.87592608681921
"393"	"YCR059C"	0.548330590726086
"394"	"YCR060W"	0.0189042457095545
"395"	"YCR061W"	0.0107971351833399
"396"	"YCR062W"	0.673512878676721
"397"	"YCR065W"	-0.505307889885499
"398"	"YCR068W"	-0.235162859040223
"399"	"YCR069W"	-0.0491751193807534
"400"	"YCR071C"	2.07893895615094
"401"	"YCR073C"	0.0679470232539658
"402"	"YCR073W-A"	0.120747139674027
"403"	"YCR075C"	-0.429327853777768
"404"	"YCR076C"	-0.229021651632642
"405"	"YCR077C"	-1.6820514504107
"406"	"YCR079W"	0.565754697358585
"407"	"YCR081W"	0.280270207766466
"408"	"YCR082W"	-0.396214415623311
"409"	"YCR085W"	0.0100702647818405
"410"	"YCR086W"	-0.0599650361749328
"411"	"YCR087C-A"	0.332218816734495
"412"	"YCR087W"	-0.0525309474015284
"413"	"YCR088W"	-0.743053030609459
"414"	"YCR090C"	-0.23954526523667
"415"	"YCR092C"	0.021125767674607
"416"	"YCR095C"	-1.3445723460237
"417"	"YCR098C"	-0.564747265050164
"418"	"YCR099C"	-0.204559612547677
"419"	"YCR100C"	-0.163048177216474
"420"	"YCR101C"	-0.029322235320879
"421"	"YCR102C"	-0.254581379868711
"422"	"YCR102W-A"	0.0175363183683383
"423"	"YCR105W"	0.00378959912303005
"424"	"YCR106W"	-0.162768440951612
"425"	"YCR107W"	0.156380628482439
"426"	"YDL001W"	2.7351625284069
"427"	"YDL002C"	2.84930657273652
"428"	"YDL006W"	2.81161783386521
"429"	"YDL010W"	0.0348584554158868
"430"	"YDL011C"	1.31099853287401
"431"	"YDL012C"	2.18697369384599
"432"	"YDL013W"	3.65362704836478
"433"	"YDL018C"	1.19479217251217
"434"	"YDL019C"	0.531936586309946
"435"	"YDL020C"	1.35841010907879
"436"	"YDL024C"	0.248568154495667
"437"	"YDL025C"	0.304148078297709
"438"	"YDL026W"	0.108038366382031
"439"	"YDL035C"	0.0387645729450734
"440"	"YDL036C"	-0.247180782194899
"441"	"YDL037C"	-0.026466791206515
"442"	"YDL038C"	-0.180147922046803
"443"	"YDL039C"	-0.155583076761764
"444"	"YDL048C"	-0.744894368864159
"445"	"YDL050C"	-0.0315134656300086
"446"	"YDL051W"	-0.00804294064835368
"447"	"YDL052C"	0.173949331674324
"448"	"YDL054C"	0.215554576489096
"449"	"YDL056W"	-0.60983864699157
"450"	"YDL059C"	-0.147425288105489
"451"	"YDL063C"	0.240945135397557
"452"	"YDL066W"	0.221545226145241
"453"	"YDL070W"	-0.343490523353819
"454"	"YDL071C"	-0.214238560398088
"455"	"YDL074C"	0.0237762351193792
"456"	"YDL076C"	0.39117195104108
"457"	"YDL077C"	1.44058237092675
"458"	"YDL078C"	0.236299674090537
"459"	"YDL079C"	-0.316149322564725
"460"	"YDL080C"	1.62037134070116
"461"	"YDL081C"	1.13875864621093
"462"	"YDL082W"	0.948824304840497
"463"	"YDL083C"	1.0664798495717
"464"	"YDL085W"	-0.340019296861649
"465"	"YDL086W"	0.364659261773227
"466"	"YDL088C"	-0.231515670415027
"467"	"YDL089W"	0.00546537333485798
"468"	"YDL091C"	0.423788680776476
"469"	"YDL093W"	-0.584074892019824
"470"	"YDL094C"	0.154917527046226
"471"	"YDL096C"	-0.0344543999353797
"472"	"YDL100C"	1.72465436297423
"473"	"YDL104C"	-0.984166437432084
"474"	"YDL106C"	-0.0911874497701932
"475"	"YDL109C"	-0.646921570659369
"476"	"YDL110C"	0.148356877590453
"477"	"YDL112W"	0.467943585844807
"478"	"YDL114W"	0.613536389813242
"479"	"YDL117W"	-1.63810243858818
"480"	"YDL119C"	-2.69851348872542
"481"	"YDL121C"	-0.164462552107383
"482"	"YDL122W"	0.10398293068393
"483"	"YDL123W"	-0.286065992115937
"484"	"YDL127W"	0.512406797024972
"485"	"YDL130W-A"	0.0744302428286544
"486"	"YDL130W"	0.984272193548568
"487"	"YDL133C-A"	0.461829864706921
"488"	"YDL134C"	0.213429783954203
"489"	"YDL136W"	0.871680903672294
"490"	"YDL137W"	1.7610850505695
"491"	"YDL142C"	0.683764356960183
"492"	"YDL144C"	0.283362364193213
"493"	"YDL149W"	-0.0936565993808181
"494"	"YDL154W"	-0.350349371976904
"495"	"YDL155W"	-1.12436664222979
"496"	"YDL156W"	-0.0284351033671058
"497"	"YDL161W"	-0.0163588052957408
"498"	"YDL162C"	0.902530848893507
"499"	"YDL168W"	-0.274637822167322
"500"	"YDL169C"	-0.329778623126799
"501"	"YDL170W"	-0.415033978708192
"502"	"YDL171C"	0.120664321303413
"503"	"YDL172C"	-0.0181064893600248
"504"	"YDL173W"	0.251266418543142
"505"	"YDL174C"	-0.125129806184049
"506"	"YDL175C"	-0.752772960155756
"507"	"YDL177C"	-0.221509674701055
"508"	"YDL178W"	0.0340747859489703
"509"	"YDL180W"	-0.300182794570785
"510"	"YDL182W"	-0.370623538265468
"511"	"YDL184C"	0.181122393661372
"512"	"YDL186W"	0.21890109343643
"513"	"YDL187C"	-0.218865672957687
"514"	"YDL188C"	-0.163972663771925
"515"	"YDL189W"	-0.551780093628162
"516"	"YDL190C"	0.136510908274685
"517"	"YDL191W"	-0.517642662679987
"518"	"YDL194W"	-0.113258959630262
"519"	"YDL197C"	0.105426017685563
"520"	"YDL199C"	-0.278094151321625
"521"	"YDL200C"	-0.216637628270269
"522"	"YDL201W"	-0.14626708138728
"523"	"YDL203C"	-0.224655902553364
"524"	"YDL204W"	-0.0170183077324174
"525"	"YDL210W"	0.109029134808865
"526"	"YDL211C"	-0.160453383256612
"527"	"YDL215C"	-1.04936985038488
"528"	"YDL218W"	0.304379275677383
"529"	"YDL219W"	0.312296656471434
"530"	"YDL223C"	0.0840062340865677
"531"	"YDL224C"	0.196492562487332
"532"	"YDL226C"	0.177547244239385
"533"	"YDL227C"	-0.888895819559156
"534"	"YDL229W"	-0.845038477426106
"535"	"YDL230W"	-0.234942715878661
"536"	"YDL231C"	0.0791272465927996
"537"	"YDL232W"	1.70963627399988
"538"	"YDL233W"	0.0492591282616143
"539"	"YDL236W"	-0.406563846546338
"540"	"YDL237W"	-1.43058421771471
"541"	"YDL239C"	0.0447978465748335
"542"	"YDL240W"	0.196087827076099
"543"	"YDL241W"	-0.0586121126980635
"544"	"YDL242W"	0.0255115097239892
"545"	"YDL243C"	-0.194147209257673
"546"	"YDR001C"	1.64056747363302
"547"	"YDR003W"	3.12035491149957
"548"	"YDR004W"	2.92917561824101
"549"	"YDR005C"	3.38721352706937
"550"	"YDR006C"	3.94970934698177
"551"	"YDR007W"	3.15480509056661
"552"	"YDR009W"	1.21887026097132
"553"	"YDR010C"	0.0776874587957475
"554"	"YDR011W"	0.501881957047948
"555"	"YDR014W"	1.30810395693339
"556"	"YDR015C"	0.322356375562108
"557"	"YDR018C"	1.28903741143353
"558"	"YDR019C"	3.08539376257747
"559"	"YDR020C"	1.24392685726935
"560"	"YDR022C"	0.969494960022832
"561"	"YDR024W"	1.64512022340561
"562"	"YDR025W"	2.60198917111147
"563"	"YDR026C"	1.04617785036441
"564"	"YDR030C"	0.470964959748027
"565"	"YDR033W"	-0.00025929885284892
"566"	"YDR035W"	0.0934257456708387
"567"	"YDR036C"	0.227997685108989
"568"	"YDR046C"	0.378178583511912
"569"	"YDR048C"	0.164396826138652
"570"	"YDR049W"	1.07100284940521
"571"	"YDR051C"	-0.00883593030500155
"572"	"YDR055W"	0.62533524050876
"573"	"YDR057W"	0.433815273196004
"574"	"YDR058C"	0.412397258341632
"575"	"YDR061W"	-0.558860139846451
"576"	"YDR063W"	1.23746969512539
"577"	"YDR066C"	0.140516270528842
"578"	"YDR067C"	-0.619472033263091
"579"	"YDR068W"	-0.463259589416974
"580"	"YDR070C"	0.0829432404400567
"581"	"YDR071C"	-0.409443030688881
"582"	"YDR072C"	0.301155932244115
"583"	"YDR073W"	0.0759802106630258
"584"	"YDR074W"	-2.55934102420398
"585"	"YDR076W"	-0.196759960595113
"586"	"YDR080W"	3.3097552108167
"587"	"YDR083W"	-0.357514490425319
"588"	"YDR085C"	-0.52426783068109
"589"	"YDR089W"	-0.0550925349703211
"590"	"YDR090C"	0.21989609341378
"591"	"YDR092W"	0.196682925247241
"592"	"YDR093W"	0.64037269272881
"593"	"YDR094W"	1.42970949725882
"594"	"YDR095C"	0.406884699965645
"595"	"YDR097C"	0.213829805987344
"596"	"YDR098C"	0.177794830051283
"597"	"YDR099W"	0.802414030786033
"598"	"YDR100W"	0.557171791051242
"599"	"YDR101C"	0.110360869211498
"600"	"YDR102C"	-0.0296045939922471
"601"	"YDR104C"	0.188544613329277
"602"	"YDR108W"	-4.09662142054695
"603"	"YDR109C"	0.243446190722236
"604"	"YDR110W"	0.0756231654273855
"605"	"YDR111C"	-0.124589445996456
"606"	"YDR112W"	0.0891652218144039
"607"	"YDR116C"	0.224844234427083
"608"	"YDR117C"	0.590500292469511
"609"	"YDR119W"	-0.13316194514824
"610"	"YDR120C"	0.701753590323688
"611"	"YDR121W"	-0.519784837629072
"612"	"YDR122W"	-0.0381128938247096
"613"	"YDR123C"	0.262648015971768
"614"	"YDR124W"	-0.131255763539184
"615"	"YDR125C"	0.898265628767297
"616"	"YDR126W"	1.66148747669445
"617"	"YDR127W"	0.199361008650583
"618"	"YDR128W"	0.413756328568091
"619"	"YDR130C"	0.331742442849103
"620"	"YDR131C"	0.18147611888308
"621"	"YDR132C"	0.0281874327016041
"622"	"YDR133C"	0.333088231273918
"623"	"YDR134C"	0.00690863220742382
"624"	"YDR135C"	-0.0813404338777169
"625"	"YDR139C"	0.955941573094425
"626"	"YDR142C"	-0.0129314416070418
"627"	"YDR143C"	0.150463782577892
"628"	"YDR144C"	-0.668926121808255
"629"	"YDR146C"	2.05510079504319
"630"	"YDR147W"	0.210579267389115
"631"	"YDR148C"	-0.186134938806987
"632"	"YDR149C"	-0.287371964008865
"633"	"YDR150W"	-0.507202101849407
"634"	"YDR153C"	0.20386797170407
"635"	"YDR154C"	0.266427650762057
"636"	"YDR155C"	-0.248972321606169
"637"	"YDR156W"	-0.97171546675107
"638"	"YDR157W"	-0.899759884740184
"639"	"YDR158W"	0.713529516191202
"640"	"YDR159W"	-1.74210948751623
"641"	"YDR161W"	0.0675839401442693
"642"	"YDR162C"	0.152666630091626
"643"	"YDR163W"	0.773386734637031
"644"	"YDR165W"	0.648908554682288
"645"	"YDR169C"	0.234904972122492
"646"	"YDR171W"	-0.456242806966026
"647"	"YDR174W"	2.36307805293584
"648"	"YDR181C"	0.0822084682354785
"649"	"YDR184C"	-0.135922284470781
"650"	"YDR185C"	-0.236413214386832
"651"	"YDR186C"	0.228050725655525
"652"	"YDR191W"	0.458027188647111
"653"	"YDR192C"	-0.163720548451586
"654"	"YDR193W"	0.790869094363933
"655"	"YDR198C"	-0.142806934487414
"656"	"YDR202C"	1.30228514654171
"657"	"YDR203W"	0.713388073450042
"658"	"YDR205W"	0.646952734531192
"659"	"YDR206W"	1.80067963083274
"660"	"YDR207C"	0.804107962843135
"661"	"YDR209C"	-0.0998904653499864
"662"	"YDR210W"	-0.0703923662502214
"663"	"YDR213W"	-0.232180136310655
"664"	"YDR214W"	-0.0972020817870829
"665"	"YDR215C"	-0.0394848864856514
"666"	"YDR216W"	0.112916285511366
"667"	"YDR217C"	-0.163671345424387
"668"	"YDR218C"	-0.0818936459775962
"669"	"YDR219C"	0.317361142231904
"670"	"YDR220C"	0.0148259502048743
"671"	"YDR222W"	0.120388566939921
"672"	"YDR223W"	-0.726624483715366
"673"	"YDR229W"	-0.173904086480242
"674"	"YDR233C"	0.197862313635057
