"gene"	"Benomyl"
"257"	"YBR207W"	0.334953375034751
"258"	"YBR208C"	-0.0931494832844918
"259"	"YBR209W"	-0.0788564592692278
"260"	"YBR210W"	-0.27240793245692
"261"	"YBR212W"	-1.28559806547014
"262"	"YBR214W"	-0.0143155178499616
"263"	"YBR215W"	-0.847684048127406
"264"	"YBR216C"	0.256356669339542
"265"	"YBR217W"	0.131577835040765
"266"	"YBR218C"	0.00352271130772651
"267"	"YBR219C"	0.0952452222375142
"268"	"YBR220C"	-0.0258828075711886
"269"	"YBR221C"	-1.57787377031609
"270"	"YBR223C"	0.0262001780952992
"271"	"YBR224W"	0.0660802104776533
"272"	"YBR225W"	0.124219787903151
"273"	"YBR226C"	-0.00227491189440408
"274"	"YBR229C"	-0.134762128298257
"275"	"YBR231C"	-0.430660438378551
"276"	"YBR232C"	-0.0531559933774222
"277"	"YBR233W"	-1.35231520644071
"278"	"YBR235W"	-0.240914937566594
"279"	"YBR239C"	0.184705247012584
"280"	"YBR240C"	-0.081276007695302
"281"	"YBR241C"	0.245248251709549
"282"	"YBR245C"	-0.055786330672017
"283"	"YBR248C"	-0.150301646903845
"284"	"YBR250W"	0.167672935972691
"285"	"YBR255W"	-0.00800506542901959
"286"	"YBR258C"	0.0817262654134791
"287"	"YBR259W"	-0.0448171117525633
"288"	"YBR260C"	0.0177692595603358
"289"	"YBR261C"	-0.176515543512313
"290"	"YBR262C"	0.0231472845457733
"291"	"YBR263W"	-0.233117441028804
"292"	"YBR264C"	0.00286991488674745
"293"	"YBR266C"	0.0311611150476748
"294"	"YBR267W"	-0.190632181419191
"295"	"YBR269C"	0.113619778482424
"296"	"YBR270C"	-0.0231028650186314
"297"	"YBR271W"	0.000645462336255744
"298"	"YBR274W"	-0.0175235832650132
"299"	"YBR275C"	0.112512580345055
"300"	"YBR276C"	-0.0288509255416887
"301"	"YBR277C"	0.123857632196259
"302"	"YBR278W"	0.0488658093166921
"303"	"YBR280C"	0.252155619319073
"304"	"YBR281C"	0.143285161488972
"305"	"YBR283C"	-0.594273394515772
"306"	"YBR284W"	-0.0397764099559977
"307"	"YBR285W"	-0.00720245033823626
"308"	"YBR286W"	0.0698236196277263
"309"	"YBR287W"	0.148386868158053
"310"	"YBR289W"	-0.110079912461279
"311"	"YBR290W"	0.0969780229553654
"312"	"YBR291C"	0.0617532148329569
"313"	"YBR292C"	0.0270716979409249
"314"	"YBR293W"	-0.281550087547815
"315"	"YBR294W"	0.0172034398317191
"316"	"YBR295W"	-0.0485731943010796
"317"	"YBR296C"	0.0376876605443091
"318"	"YBR297W"	-0.517317622801761
"319"	"YBR298C"	0.0279354852856621
"320"	"YBR301W"	-0.010007345945887
"321"	"YCL001W-A"	-0.926841915474594
"322"	"YCL001W"	0.0215478127656006
"323"	"YCL006C"	0.00501480550210996
"324"	"YCL010C"	0.240951870338677
"325"	"YCL011C"	-0.0716261640617041
"326"	"YCL012W"	-0.14083728094441
"327"	"YCL013W"	0.175334242140874
"328"	"YCL014W"	0.0694957024998379
"329"	"YCL016C"	-1.28559806547014
"330"	"YCL022C"	0.0303545839465073
"331"	"YCL023C"	0.0349158373727337
"332"	"YCL024W"	-0.199989638523943
"333"	"YCL025C"	0.273529078379605
"334"	"YCL026C-A"	0.228018220258808
"335"	"YCL026C"	0.0226272807111266
"336"	"YCL027W"	-0.405142833790098
"337"	"YCL028W"	-0.163941309985222
"338"	"YCL029C"	-0.61849873993363
"339"	"YCL034W"	-1.91515658974005
"340"	"YCL035C"	0.219740263496199
"341"	"YCL038C"	-0.19864353098089
"342"	"YCL039W"	-0.167781662236916
"343"	"YCL042W"	-0.657907553695474
"344"	"YCL046W"	-0.0225450952721364
"345"	"YCL048W"	0.0635725948818539
"346"	"YCL049C"	0.0805433244053732
"347"	"YCL050C"	0.0352096108425103
"348"	"YCL051W"	0.183372313362045
"349"	"YCL055W"	0.00697820623319854
"350"	"YCL057W"	-0.0594183867493523
"351"	"YCL061C"	-0.161865735589687
"352"	"YCL062W"	0.00652089699111351
"353"	"YCL063W"	-0.179622406503018
"354"	"YCL064C"	-0.0586021265771051
"355"	"YCL069W"	-0.0979997942479473
"356"	"YCL074W"	-0.151115523909083
"357"	"YCL075W"	0.14225873415177
"358"	"YCL076W"	-0.103322865605555
"359"	"YCR001W"	-0.0321408886088233
"360"	"YCR005C"	0.356342728826672
"361"	"YCR006C"	-0.159921463558824
"362"	"YCR007C"	0.0692898498201951
"363"	"YCR008W"	-0.0657000789520058
"364"	"YCR009C"	0.172885496885351
"365"	"YCR010C"	0.22354040352752
"366"	"YCR011C"	0.0615595805645525
"367"	"YCR014C"	0.0666617325066653
"368"	"YCR015C"	0.0991318784709885
"369"	"YCR016W"	0.128447062487496
"370"	"YCR017C"	-0.045491186136847
"371"	"YCR019W"	0.15154993606557
"372"	"YCR020C-A"	-0.654305573293031
"373"	"YCR020C"	0.135684038238872
"374"	"YCR021C"	0.139198915352107
"375"	"YCR022C"	0.108331931982097
"376"	"YCR023C"	0.417756343562484
"377"	"YCR024C-A"	-0.0115117685970089
"378"	"YCR025C"	-0.237023224147546
"379"	"YCR027C"	0.125331421170983
"380"	"YCR028C-A"	-0.0348730053621403
"381"	"YCR030C"	-0.0945220696470081
"382"	"YCR031C"	-0.00803857276926307
"383"	"YCR032W"	0.0682710586827281
"384"	"YCR033W"	0.0128460037861278
"385"	"YCR034W"	0.0372152259694631
"386"	"YCR036W"	0.192492191773562
"387"	"YCR037C"	0.0833949405474707
"388"	"YCR043C"	0.207450680151092
"389"	"YCR044C"	-0.0343500537158321
"390"	"YCR045C"	0.1418297834352
"391"	"YCR048W"	0.0248788303250921
"392"	"YCR049C"	0.141442881224792
"393"	"YCR050C"	-0.0079527366966363
"394"	"YCR051W"	0.101099714483329
"395"	"YCR053W"	0.28481032640885
"396"	"YCR059C"	0.0854216583048389
"397"	"YCR060W"	-0.0354221151794227
"398"	"YCR061W"	0.142656931456677
"399"	"YCR062W"	-0.0354564713115296
"400"	"YCR065W"	0.0185833601356745
"401"	"YCR068W"	0.264290234461619
"402"	"YCR069W"	-0.0551294801020822
"403"	"YCR071C"	-0.0351271290696877
"404"	"YCR073C"	0.0820233493302436
"405"	"YCR073W-A"	-1.05077956911494
"406"	"YCR075C"	0.0796682684436855
"407"	"YCR076C"	-0.0245755510565576
"408"	"YCR077C"	0.320397800640299
"409"	"YCR079W"	-0.419151610699896
"410"	"YCR081W"	0.0142947262423883
"411"	"YCR082W"	-0.376295538350163
"412"	"YCR085W"	0.118396643503055
"413"	"YCR086W"	-0.211453570880655
"414"	"YCR087C-A"	-0.166514941442226
"415"	"YCR087W"	-0.00935147501056536
"416"	"YCR088W"	-0.161962780740487
"417"	"YCR090C"	0.0985470780999559
"418"	"YCR092C"	-0.042051686271933
"419"	"YCR095C"	-0.129050225175265
"420"	"YCR098C"	0.113702012960662
"421"	"YCR099C"	-0.0314117320801593
"422"	"YCR100C"	-0.013394588347893
"423"	"YCR101C"	0.0802666102301442
"424"	"YCR102C"	0.123403674507533
"425"	"YCR102W-A"	0.0565613445113397
"426"	"YCR105W"	-0.0233395788312899
"427"	"YCR106W"	-0.0996169813965823
"428"	"YCR107W"	0.204766501516239
"429"	"YDL001W"	-0.20302400561065
"430"	"YDL002C"	-0.273314139020423
"431"	"YDL006W"	-0.308517837215526
"432"	"YDL010W"	-0.0422732831569734
"433"	"YDL011C"	0.0822697400373231
"434"	"YDL012C"	-0.0681137941985476
"435"	"YDL013W"	-0.273199994770323
"436"	"YDL018C"	-0.169660731352813
"437"	"YDL019C"	-0.292263062945274
"438"	"YDL020C"	-0.0740250117052614
"439"	"YDL024C"	-0.0226250882149985
"440"	"YDL025C"	0.313897349399799
"441"	"YDL026W"	-0.131533526611751
"442"	"YDL035C"	-0.0774432406928937
"443"	"YDL036C"	0.0953499421707467
"444"	"YDL037C"	0.0726006235064615
"445"	"YDL038C"	-0.103479433150437
"446"	"YDL039C"	0.0360496465951061
"447"	"YDL048C"	0.0247607615916125
"448"	"YDL050C"	0.148377849056777
"449"	"YDL051W"	-0.00134269018186942
"450"	"YDL052C"	-0.159904926531134
"451"	"YDL054C"	-0.00322446796692196
"452"	"YDL056W"	-0.127393955064994
"453"	"YDL059C"	-0.0324034912966659
"454"	"YDL063C"	-0.0508319578096701
"455"	"YDL066W"	-0.0337894982487695
"456"	"YDL070W"	-0.164534461398285
"457"	"YDL071C"	-0.0734781768188065
"458"	"YDL074C"	-0.546976857196823
"459"	"YDL076C"	-0.0557042207296874
"460"	"YDL077C"	-0.0184738622112979
"461"	"YDL078C"	-0.221533346766374
"462"	"YDL079C"	0.0496584539039824
"463"	"YDL080C"	-0.522085350878077
"464"	"YDL081C"	0.446819247533087
"465"	"YDL082W"	0.151659270168659
"466"	"YDL083C"	0.0737309721251869
"467"	"YDL085W"	0.120808492327186
"468"	"YDL086W"	-0.11007327647251
"469"	"YDL088C"	-0.0494506887960717
"470"	"YDL089W"	-0.0647998398143498
"471"	"YDL091C"	-0.114713797674717
"472"	"YDL093W"	0.184101984906042
"473"	"YDL094C"	-0.26132549195875
"474"	"YDL096C"	-0.0451044710309307
"475"	"YDL100C"	0.194175054478369
"476"	"YDL106C"	0.131445945455445
"477"	"YDL109C"	0.151410294579821
"478"	"YDL110C"	0.173008297699591
"479"	"YDL112W"	0.0592811339528126
"480"	"YDL114W"	-0.347419457255845
"481"	"YDL119C"	-0.0514860708820053
"482"	"YDL121C"	0.0209733635928657
"483"	"YDL122W"	0.113694893731059
"484"	"YDL123W"	0.171560628638189
"485"	"YDL127W"	-0.351818938844838
"486"	"YDL128W"	0.209208189325397
"487"	"YDL130W-A"	-0.145393149904082
"488"	"YDL130W"	-0.655721873900622
"489"	"YDL133C-A"	0.146305158766772
"490"	"YDL134C"	0.15715720429485
"491"	"YDL136W"	-0.0217347700188955
"492"	"YDL137W"	-0.721337173152537
"493"	"YDL142C"	0.00203235148510583
"494"	"YDL144C"	-0.00178703654430266
"495"	"YDL149W"	0.247073817170389
"496"	"YDL154W"	0.156061935353405
"497"	"YDL155W"	-0.105701953876567
"498"	"YDL156W"	0.306844916108911
"499"	"YDL161W"	0.164796966531204
"500"	"YDL162C"	-0.548621471016541
"501"	"YDL168W"	0.0839387644901033
"502"	"YDL169C"	0.139751664570422
"503"	"YDL170W"	-0.107911651953512
"504"	"YDL171C"	-0.139918102747417
"505"	"YDL172C"	0.17504826074135
"506"	"YDL173W"	0.195362975446592
"507"	"YDL174C"	0.0883825658072528
"508"	"YDL177C"	-0.0969032408279742
"509"	"YDL178W"	-0.0288164452999963
"510"	"YDL180W"	0.0170702132815562
"511"	"YDL182W"	0.0455910336340801
"512"	"YDL184C"	-0.00510267507543042
"513"	"YDL186W"	0.0304223014135214
"514"	"YDL187C"	0.304301877834733
"515"	"YDL188C"	-0.0961050070455836
"516"	"YDL189W"	0.117951403208926
"517"	"YDL190C"	-1.69843179884426
"518"	"YDL191W"	-0.00472616029163092
"519"	"YDL194W"	2.14616381445246
"520"	"YDL197C"	-1.16263461932312
"521"	"YDL199C"	0.080903704370752
"522"	"YDL200C"	0.213666887889744
"523"	"YDL201W"	0.154483494487066
"524"	"YDL203C"	0.00150404969555866
"525"	"YDL204W"	-0.0293797121330657
"526"	"YDL210W"	0.094168392329653
"527"	"YDL211C"	0.0143167334426462
"528"	"YDL215C"	0.0332560149146382
"529"	"YDL218W"	0.00430870609494785
"530"	"YDL219W"	-0.407163822343317
"531"	"YDL223C"	-0.375658369570665
"532"	"YDL224C"	0.0191029493338634
"533"	"YDL226C"	-0.0168316163807938
"534"	"YDL227C"	0.268906008308314
"535"	"YDL229W"	0.241161782487148
"536"	"YDL230W"	0.201799568834606
"537"	"YDL231C"	0.0173102705816728
"538"	"YDL233W"	0.211226345040885
"539"	"YDL236W"	0.100183922717973
"540"	"YDL237W"	-0.0983057584535178
"541"	"YDL239C"	-0.0965814287565655
"542"	"YDL240W"	-0.229050974504351
"543"	"YDL241W"	0.0679625454653357
"544"	"YDL242W"	-0.0202721508341993
"545"	"YDL243C"	0.0673796037088794
"546"	"YDR001C"	-0.110818823237088
"547"	"YDR004W"	-0.10999760254835
"548"	"YDR005C"	-0.684477761357021
"549"	"YDR006C"	-0.00406377135299868
"550"	"YDR007W"	-0.0588124031770968
"551"	"YDR009W"	-0.0147429368928352
"552"	"YDR010C"	-0.053880861673207
"553"	"YDR011W"	0.0329807834926657
"554"	"YDR014W"	0.0182405234348229
"555"	"YDR015C"	-0.05451323536956
"556"	"YDR018C"	0.192103015280894
"557"	"YDR019C"	-0.159068128952535
"558"	"YDR020C"	-0.567391776221049
"559"	"YDR022C"	-0.00237908473722346
"560"	"YDR024W"	-0.0305290463656174
"561"	"YDR025W"	0.027548318936411
"562"	"YDR026C"	-0.0513504062328508
"563"	"YDR030C"	-0.0545023836977331
"564"	"YDR033W"	-0.0390051580062058
"565"	"YDR035W"	0.131506596070793
"566"	"YDR036C"	-0.175987349979036
"567"	"YDR046C"	0.0787283739567708
"568"	"YDR048C"	0.0497991492139057
"569"	"YDR049W"	-0.0737833539528692
"570"	"YDR051C"	0.0870750372067919
"571"	"YDR055W"	-0.423789347093576
"572"	"YDR057W"	-0.435842547776856
"573"	"YDR058C"	-0.131238699486689
"574"	"YDR061W"	-0.138169505089634
"575"	"YDR063W"	0.102507837858756
"576"	"YDR066C"	-0.00297716025436117
"577"	"YDR067C"	-0.180831195523874
"578"	"YDR068W"	0.0141818468248697
"579"	"YDR070C"	-0.63469232155029
"580"	"YDR071C"	0.0251628072846573
"581"	"YDR072C"	0.19212293118234
"582"	"YDR073W"	0.0227780512272197
"583"	"YDR074W"	-0.288105981511628
"584"	"YDR076W"	-0.0402554805401308
"585"	"YDR080W"	0.936555240922926
"586"	"YDR083W"	-0.594698862737648
"587"	"YDR085C"	-0.216729315589253
"588"	"YDR089W"	-0.0372017440100019
"589"	"YDR090C"	-0.115219393235557
"590"	"YDR093W"	-0.260174917789925
"591"	"YDR094W"	-0.535417054173631
"592"	"YDR095C"	-0.0588092750563435
"593"	"YDR097C"	-0.141986184069109
"594"	"YDR098C"	-0.207644523877533
"595"	"YDR099W"	-0.0689868378593543
"596"	"YDR100W"	-0.251104214731091
"597"	"YDR101C"	-0.267760300966258
"598"	"YDR102C"	-0.213438335291366
"599"	"YDR104C"	-0.227077664323139
"600"	"YDR108W"	-0.115532423413252
"601"	"YDR109C"	0.114249051882076
"602"	"YDR110W"	-0.0122214976985999
"603"	"YDR111C"	-0.192864658853075
"604"	"YDR112W"	-0.019345036786141
"605"	"YDR116C"	0.111584193177837
"606"	"YDR117C"	-0.651041635975209
"607"	"YDR119W"	-0.123510386491187
"608"	"YDR120C"	-0.691226513564822
"609"	"YDR121W"	0.0807134569138913
"610"	"YDR122W"	-0.0398797199725051
"611"	"YDR123C"	-0.107159451105302
"612"	"YDR124W"	-0.0505299064721929
"613"	"YDR125C"	-0.67578458625107
"614"	"YDR126W"	0.0687368628039255
"615"	"YDR127W"	0.358991404815723
"616"	"YDR128W"	-0.091271291247654
"617"	"YDR130C"	-0.0832718048918603
"618"	"YDR131C"	0.0455010702245823
"619"	"YDR132C"	-0.0114028253084219
"620"	"YDR133C"	-0.219659783423994
"621"	"YDR134C"	0.129753837559206
"622"	"YDR135C"	-0.105152198872865
"623"	"YDR139C"	-2.11002679946601
"624"	"YDR142C"	0.157738977946832
"625"	"YDR143C"	-0.178631021886363
"626"	"YDR144C"	-0.11136095278706
"627"	"YDR146C"	0.199172605952097
"628"	"YDR147W"	-0.0550268406927678
"629"	"YDR148C"	0.0793870759267784
"630"	"YDR149C"	-0.278630348126889
"631"	"YDR150W"	-0.030646014746908
"632"	"YDR153C"	-0.00670516631965323
"633"	"YDR154C"	0.139368013091865
"634"	"YDR155C"	-0.0493694084720036
"635"	"YDR156W"	0.0030317792279812
"636"	"YDR157W"	0.0473179356592785
"637"	"YDR158W"	-0.381220820009988
"638"	"YDR159W"	0.43188145556667
"639"	"YDR161W"	-0.164498114270321
"640"	"YDR162C"	-0.162449142347609
"641"	"YDR163W"	-0.0921031488147378
"642"	"YDR165W"	0.0634481373948789
"643"	"YDR169C"	-0.163986180443585
"644"	"YDR171W"	0.161398165514802
"645"	"YDR174W"	0.634279850373965
"646"	"YDR181C"	-0.0935450219050233
"647"	"YDR184C"	0.127803122780339
"648"	"YDR185C"	0.079563789301789
"649"	"YDR186C"	-0.19108046877655
"650"	"YDR191W"	-0.0525690247344369
"651"	"YDR192C"	-0.144522143919664
"652"	"YDR193W"	-0.186579892116224
"653"	"YDR198C"	-0.0967555163335017
"654"	"YDR202C"	-0.365681776932452
"655"	"YDR203W"	-0.0843044253534486
"656"	"YDR205W"	-0.0372526239453932
"657"	"YDR206W"	-0.997066049683303
"658"	"YDR207C"	0.226403730529734
"659"	"YDR209C"	-0.0581270728410245
"660"	"YDR210W"	-0.125371758809065
"661"	"YDR213W"	0.385581779140377
"662"	"YDR214W"	-0.565517214650504
"663"	"YDR215C"	-0.0563988324921698
"664"	"YDR216W"	-1.25374241342519
