"gene"	"Benomyl"
"1"	"YAL002W"	-1.63633155287632
"2"	"YAL004W"	-0.182980557587412
"3"	"YAL005C"	0.00306474618292659
"4"	"YAL008W"	-0.0691710753504924
"5"	"YAL010C"	-0.171421537105509
"6"	"YAL011W"	0.120084052939534
"7"	"YAL013W"	0.0617988665396146
"8"	"YAL014C"	-0.0372127057613288
"9"	"YAL015C"	0.236604711680735
"10"	"YAL017W"	0.134496563655307
"11"	"YAL018C"	-0.069992425075054
"12"	"YAL019W"	0.413028719031855
"13"	"YAL020C"	0.235831417071724
"14"	"YAL022C"	-0.0641737726496413
"15"	"YAL023C"	-0.166055875411073
"16"	"YAL024C"	-0.13826274221252
"17"	"YAL026C"	-0.172444911848605
"18"	"YAL027W"	-0.0682181818855133
"19"	"YAL028W"	0.0265333943797652
"20"	"YAL029C"	0.0826361601069811
"21"	"YAL030W"	-0.0341083418462428
"22"	"YAL031C"	0.244718628771261
"23"	"YAL034C"	-0.00685527753450512
"24"	"YAL036C"	-0.123153043779997
"25"	"YAL037W"	0.23983343589939
"26"	"YAL040C"	0.779352473705394
"27"	"YAL042W"	0.222609888509491
"28"	"YAL043C-A"	-0.0700394737710271
"29"	"YAL045C"	0.289414637124532
"30"	"YAL046C"	0.0839147292490257
"31"	"YAL048C"	0.136064919995976
"32"	"YAL049C"	0.033855193121126
"33"	"YAL051W"	-0.0679613293422315
"34"	"YAL053W"	0.220443923591922
"35"	"YAL054C"	2.30060732312498
"36"	"YAL055W"	0.100838485314329
"37"	"YAL056W"	-0.0828398793958007
"38"	"YAL058C-A"	-0.047627090114409
"39"	"YAL059W"	-0.053708168794165
"40"	"YAL060W"	0.0511665276971836
"41"	"YAL061W"	-0.0574462665120838
"42"	"YAL062W"	0.0608616885302862
"43"	"YAL064C-A"	-0.0361669213478188
"44"	"YAL065C"	0.136851076695064
"45"	"YAL066W"	-0.0126056218296382
"46"	"YAL067C"	-0.0547159147018051
"47"	"YAL068C"	0.0013172781229111
"48"	"YAR002C-A"	0.163473562559097
"49"	"YAR002W"	-0.375801836542639
"50"	"YAR003W"	-0.765640193220777
"51"	"YAR014C"	-2.05623316049227
"52"	"YAR015W"	0.13096553629903
"53"	"YAR020C"	0.142639202366948
"54"	"YAR023C"	0.066953699597875
"55"	"YAR027W"	0.105123483414982
"56"	"YAR028W"	0.0929861973738768
"57"	"YAR029W"	0.187451968406852
"58"	"YAR030C"	0.0617587048565128
"59"	"YAR031W"	0.143525319725617
"60"	"YAR035W"	-0.0647548608840803
"61"	"YAR037W"	0.0680833840373428
"62"	"YAR040C"	0.0795932252033266
"63"	"YAR043C"	0.0498761042551377
"64"	"YAR044W"	0.132388860282914
"65"	"YAR047C"	0.215867126302521
"66"	"YBL003C"	0.237451375647461
"67"	"YBL005W"	-0.382887244252901
"68"	"YBL007C"	-0.218448837879009
"69"	"YBL009W"	-0.0167607095083418
"70"	"YBL010C"	0.0201152580250623
"71"	"YBL015W"	0.0659320658010882
"72"	"YBL016W"	1.14690882488064
"73"	"YBL017C"	-0.648445963337212
"74"	"YBL019W"	0.175344521717375
"75"	"YBL021C"	0.103130404450087
"76"	"YBL024W"	0.178481785344267
"77"	"YBL027W"	-0.0944947329027455
"78"	"YBL028C"	0.0390993000296676
"79"	"YBL029W"	-0.332111242337464
"80"	"YBL031W"	-0.04805548474293
"81"	"YBL032W"	0.020687719298892
"82"	"YBL036C"	-0.0237191322734907
"83"	"YBL037W"	-1.72818800074993
"84"	"YBL039C"	-0.13325552357823
"85"	"YBL042C"	-0.0149452872611123
"86"	"YBL043W"	-0.983845092377561
"87"	"YBL046W"	-0.0130207466487615
"88"	"YBL048W"	0.155105601676026
"89"	"YBL049W"	-0.117381758052386
"90"	"YBL051C"	-0.206677353100808
"91"	"YBL052C"	-0.0546946969979246
"92"	"YBL053W"	0.211699082096005
"93"	"YBL054W"	0.148473208994799
"94"	"YBL055C"	-0.142627305565867
"95"	"YBL056W"	0.11183023569053
"96"	"YBL057C"	0.0306397588302902
"97"	"YBL059W"	0.0878359197079989
"98"	"YBL060W"	0.129644299233731
"99"	"YBL061C"	0.120330877962572
"100"	"YBL062W"	-0.0111137753179056
"101"	"YBL063W"	0.0686525233757427
"102"	"YBL064C"	-0.00220587301695298
"103"	"YBL065W"	0.0732750331619909
"104"	"YBL066C"	-0.0978000989770228
"105"	"YBL067C"	0.054773979818195
"106"	"YBL068W"	-0.12777534543148
"107"	"YBL069W"	-0.00529264510814439
"108"	"YBL070C"	0.134061755164279
"109"	"YBL071C"	0.198523928677655
"110"	"YBL072C"	0.140072593222386
"111"	"YBL075C"	0.00983437877973443
"112"	"YBL078C"	0.0757180869813315
"113"	"YBL079W"	0.0726828781211303
"114"	"YBL081W"	0.159734457233156
"115"	"YBL082C"	-0.553843990006755
"116"	"YBL083C"	-0.117300542590658
"117"	"YBL085W"	0.039087274073806
"118"	"YBL086C"	0.17895265364295
"119"	"YBL087C"	0.0167850978296381
"120"	"YBL088C"	0.0137972101886141
"121"	"YBL089W"	-0.077137249873953
"122"	"YBL091C-A"	-0.171172311732091
"123"	"YBL091C"	0.190712681062993
"124"	"YBL094C"	-0.10539206532632
"125"	"YBL095W"	-0.00591005342938409
"126"	"YBL096C"	-0.0123482817069047
"127"	"YBL098W"	0.0144306916869948
"128"	"YBL101C"	-0.0748545382183015
"129"	"YBL102W"	-0.0112102550729203
"130"	"YBL103C"	0.0803288665682481
"131"	"YBL104C"	0.218747198193096
"132"	"YBL106C"	0.141903225885692
"133"	"YBL107C"	0.198334250124503
"134"	"YBR001C"	0.208248654623895
"135"	"YBR005W"	-0.0328824106628459
"136"	"YBR006W"	-0.0083863983175351
"137"	"YBR007C"	-0.0239772736291196
"138"	"YBR008C"	0.0436377894270693
"139"	"YBR009C"	0.0430697381472992
"140"	"YBR010W"	0.0725368091322871
"141"	"YBR012C"	-0.0796025936712299
"142"	"YBR013C"	0.140767226419265
"143"	"YBR014C"	-0.148523858543572
"144"	"YBR015C"	-0.693464983469238
"145"	"YBR016W"	-0.465323094335721
"146"	"YBR018C"	-0.0359074273863897
"147"	"YBR022W"	-0.154569132094894
"148"	"YBR024W"	-0.0954836556571685
"149"	"YBR025C"	-0.0514261455720741
"150"	"YBR026C"	-0.597355339676284
"151"	"YBR027C"	-0.236844015224552
"152"	"YBR028C"	-0.117624672402922
"153"	"YBR030W"	0.0678436389401864
"154"	"YBR031W"	-0.0255817958024995
"155"	"YBR032W"	0.00385955932680692
"156"	"YBR033W"	-0.0186135487794829
"157"	"YBR034C"	-0.106301456100098
"158"	"YBR036C"	0.0149950447992867
"159"	"YBR040W"	0.133912045787928
"160"	"YBR041W"	0.0829673899902182
"161"	"YBR042C"	-2.06330194633327
"162"	"YBR043C"	-0.0273717117026411
"163"	"YBR044C"	-0.108095911467206
"164"	"YBR045C"	-0.0631281606041993
"165"	"YBR047W"	-0.0263511519243911
"166"	"YBR048W"	0.101613564612214
"167"	"YBR052C"	0.195780981020817
"168"	"YBR053C"	-0.0957123988569882
"169"	"YBR054W"	0.0489799329203587
"170"	"YBR056W"	-0.260961683031613
"171"	"YBR057C"	0.0321567349924284
"172"	"YBR058C"	-0.0834214653103464
"173"	"YBR059C"	0.154418985169635
"174"	"YBR061C"	0.129177990912217
"175"	"YBR062C"	-0.138163209561973
"176"	"YBR063C"	-0.00388155581441832
"177"	"YBR064W"	0.101796993179677
"178"	"YBR065C"	-0.1336161513425
"179"	"YBR068C"	0.159638258089833
"180"	"YBR069C"	-0.150897444956883
"181"	"YBR071W"	-0.269391483748226
"182"	"YBR072W"	0.194319990262418
"183"	"YBR073W"	-0.212068013615345
"184"	"YBR074W"	-0.0103412809748685
"185"	"YBR075W"	-0.00440683890552405
"186"	"YBR076W"	0.018193618016171
"187"	"YBR077C"	0.39686947547074
"188"	"YBR078W"	0.0224070444671539
"189"	"YBR082C"	0.11554063460154
"190"	"YBR083W"	-0.146660120883764
"191"	"YBR084C-A"	0.0887671729040501
"192"	"YBR084W"	0.139872174267751
"193"	"YBR085W"	-0.0943238251734782
"194"	"YBR086C"	-0.0346002018633225
"195"	"YBR090C-A"	-0.0240904530109369
"196"	"YBR090C"	-0.2031709835455
"197"	"YBR092C"	-0.183706210763597
"198"	"YBR095C"	0.0603419899414519
"199"	"YBR098W"	-0.133880539095132
"200"	"YBR099C"	-0.00012882752656156
"201"	"YBR100W"	-0.0997435098398413
"202"	"YBR104W"	0.118053741506351
"203"	"YBR105C"	0.115886441159049
"204"	"YBR107C"	-0.150582758588471
"205"	"YBR108W"	-0.480821341521215
"206"	"YBR111C"	0.235825646748592
"207"	"YBR113W"	-0.558549114791274
"208"	"YBR114W"	-0.957287454383881
"209"	"YBR115C"	-0.00472406975598621
"210"	"YBR116C"	-0.0043273602531937
"211"	"YBR118W"	-0.334897572384091
"212"	"YBR119W"	0.0489153685107038
"213"	"YBR125C"	-0.0849130771703431
"214"	"YBR126C"	-0.14081210850068
"215"	"YBR128C"	0.0583572461626785
"216"	"YBR129C"	0.0258975733816389
"217"	"YBR130C"	-0.534679977242331
"218"	"YBR132C"	0.023236923865351
"219"	"YBR134W"	-0.076117854966852
"220"	"YBR137W"	0.0535131254507793
"221"	"YBR138C"	0.0478026205491178
"222"	"YBR141C"	-0.132315148323806
"223"	"YBR144C"	0.928443126052031
"224"	"YBR145W"	0.0136368937690237
"225"	"YBR147W"	-0.0231573279493178
"226"	"YBR148W"	0.245816147978237
"227"	"YBR150C"	-1.05901688937062
"228"	"YBR151W"	0.11178750246641
"229"	"YBR156C"	-0.490112283135353
"230"	"YBR157C"	-0.021897253527558
"231"	"YBR161W"	-0.00430067327529767
"232"	"YBR162C"	-0.157711129299707
"233"	"YBR162W-A"	0.12151287973992
"234"	"YBR164C"	-0.00670222639752892
"235"	"YBR165W"	0.0773284463087774
"236"	"YBR166C"	0.245691074725404
"237"	"YBR168W"	0.0591217545736044
"238"	"YBR171W"	-0.794281638354619
"239"	"YBR172C"	-0.398269228404835
"240"	"YBR174C"	-0.00983422258235848
"241"	"YBR175W"	-0.109167050214538
"242"	"YBR176W"	-0.0977511032734904
"243"	"YBR177C"	0.0210792173974673
"244"	"YBR178W"	1.80709894619822
"245"	"YBR180W"	-0.119617595323919
"246"	"YBR183W"	-0.983845092377561
"247"	"YBR184W"	-0.0888214225189206
"248"	"YBR185C"	0.10772698736979
"249"	"YBR186W"	-0.0493387682950848
"250"	"YBR197C"	0.0306247752439779
"251"	"YBR199W"	0.03338727040037
"252"	"YBR200W"	-0.10466229652945
"253"	"YBR203W"	-0.358225531226754
"254"	"YBR204C"	-0.0190429648075324
"255"	"YBR205W"	0.0323081082241051
"256"	"YBR206W"	0.0217022671482815
