"gene"	"Furfural"
"1"	"YAL002W"	-1.51396169314368
"2"	"YAL004W"	-0.171538455860413
"3"	"YAL005C"	-0.116216741329463
"4"	"YAL008W"	0.0629656535548329
"5"	"YAL010C"	0.242421271995135
"6"	"YAL011W"	-0.0639585084790407
"7"	"YAL013W"	0.235584869963296
"8"	"YAL014C"	-0.035426290381544
"9"	"YAL015C"	-0.0345394042208267
"10"	"YAL017W"	0.133195141629572
"11"	"YAL018C"	0.0870103170266177
"12"	"YAL019W"	-0.476684397083246
"13"	"YAL020C"	0.452035868617039
"14"	"YAL022C"	0.0832477074763581
"15"	"YAL023C"	-0.208104827036039
"16"	"YAL024C"	-0.0475468338793393
"17"	"YAL026C"	0.398151738825843
"18"	"YAL027W"	0.10948117838668
"19"	"YAL028W"	0.242800074217279
"20"	"YAL029C"	0.108431678281301
"21"	"YAL030W"	-0.112339236854494
"22"	"YAL031C"	0.126062105434889
"23"	"YAL034C"	0.142646187042496
"24"	"YAL036C"	0.0807056978006114
"25"	"YAL037W"	0.167387048144116
"26"	"YAL040C"	1.73025968286382
"27"	"YAL042W"	0.127085719936053
"28"	"YAL043C-A"	0.511817959713307
"29"	"YAL045C"	0.154120462914469
"30"	"YAL046C"	0.0759452748137298
"31"	"YAL048C"	0.332386233268134
"32"	"YAL049C"	0.199955561598437
"33"	"YAL051W"	-0.00306614197877088
"34"	"YAL053W"	0.339157534923072
"35"	"YAL054C"	1.82166951008368
"36"	"YAL055W"	0.180810569260989
"37"	"YAL056W"	0.0930030710817169
"38"	"YAL058C-A"	-0.122467746408942
"39"	"YAL058W"	1.72516195959564
"40"	"YAL059W"	0.0351619158185352
"41"	"YAL060W"	0.141997364701268
"42"	"YAL061W"	0.118331519497634
"43"	"YAL062W"	0.214627502272417
"44"	"YAL064C-A"	0.137037674287236
"45"	"YAL065C"	0.0949680884579933
"46"	"YAL066W"	0.0904709369135943
"47"	"YAL067C"	-0.00211156927965206
"48"	"YAL068C"	0.191781474698174
"49"	"YAR002C-A"	0.188666587446317
"50"	"YAR002W"	0.936693679357976
"51"	"YAR003W"	0.129476619233591
"52"	"YAR014C"	-0.753062102269899
"53"	"YAR015W"	0.566337763305584
"54"	"YAR020C"	0.172324337468103
"55"	"YAR023C"	0.0841901422139129
"56"	"YAR027W"	0.228081657079171
"57"	"YAR028W"	-0.484786367049603
"58"	"YAR029W"	0.598548479003935
"59"	"YAR030C"	0.0503082822486776
"60"	"YAR031W"	0.419900698307869
"61"	"YAR035W"	-0.187219717612755
"62"	"YAR037W"	0.0123151027345882
"63"	"YAR040C"	0.170007754892085
"64"	"YAR043C"	0.343621215659642
"65"	"YAR044W"	0.375236030486907
"66"	"YAR047C"	0.156143102974361
"67"	"YBL003C"	-0.0336053104724184
"68"	"YBL005W"	0.0838079484956824
"69"	"YBL007C"	0.0948570472553478
"70"	"YBL009W"	0.0703053174416053
"71"	"YBL010C"	-0.175474891399619
"72"	"YBL015W"	-0.181709192563469
"73"	"YBL016W"	-1.44549251654544
"74"	"YBL017C"	0.471262477854936
"75"	"YBL019W"	0.215713100498751
"76"	"YBL021C"	-0.0514428506320291
"77"	"YBL024W"	-0.868345806692894
"78"	"YBL027W"	-0.0188044860222256
"79"	"YBL028C"	0.113810279412041
"80"	"YBL029W"	-0.643249631900962
"81"	"YBL031W"	-0.328150747969409
"82"	"YBL032W"	0.412763737871544
"83"	"YBL036C"	-0.00714542992697152
"84"	"YBL037W"	-0.312805812021639
"85"	"YBL039C"	0.111301221769818
"86"	"YBL042C"	-0.0309030370697148
"87"	"YBL043W"	1.0860099308042
"88"	"YBL046W"	0.161963326831581
"89"	"YBL048W"	0.248256696539735
"90"	"YBL049W"	0.0337246629703574
"91"	"YBL051C"	-1.13130286305954
"92"	"YBL052C"	-0.0935759920419464
"93"	"YBL053W"	0.353451728601273
"94"	"YBL054W"	0.28874078451462
"95"	"YBL055C"	0.324093052634182
"96"	"YBL056W"	0.430819771640253
"97"	"YBL057C"	-1.65211974453393
"98"	"YBL059W"	0.0493452437739632
"99"	"YBL060W"	0.175576670052922
"100"	"YBL061C"	0.0734682491202262
"101"	"YBL062W"	0.0847137060670704
"102"	"YBL063W"	0.0975540408126257
"103"	"YBL064C"	0.322604675165506
"104"	"YBL065W"	-0.148494704910838
"105"	"YBL066C"	0.162799856910756
"106"	"YBL067C"	0.0486306345466192
"107"	"YBL068W"	-0.0161637419705018
"108"	"YBL069W"	0.179750910292344
"109"	"YBL070C"	0.175205675468543
"110"	"YBL071C"	0.150453814378533
"111"	"YBL072C"	1.24427602529895
"112"	"YBL075C"	0.0450708617312096
"113"	"YBL078C"	0.605585150250119
"114"	"YBL079W"	0.355663833120618
"115"	"YBL081W"	0.348369047671516
"116"	"YBL082C"	0.370771654576186
"117"	"YBL083C"	0.154057181854473
"118"	"YBL085W"	0.0880545125067638
"119"	"YBL086C"	0.207602735791778
"120"	"YBL087C"	0.429798579848376
"121"	"YBL088C"	0.018037140730764
"122"	"YBL089W"	0.0267395770974363
"123"	"YBL091C-A"	0.174950574392194
"124"	"YBL091C"	0.07784085032427
"125"	"YBL094C"	0.115457756939724
"126"	"YBL095W"	0.0401247825696052
"127"	"YBL096C"	0.203536294024295
"128"	"YBL098W"	-0.0215186535572787
"129"	"YBL101C"	0.244727263272073
"130"	"YBL102W"	0.350677798258572
"131"	"YBL103C"	0.206903556373359
"132"	"YBL104C"	0.279832639775348
"133"	"YBL106C"	0.00369670169558184
"134"	"YBL107C"	0.0794847053238269
"135"	"YBR001C"	0.127657054502272
"136"	"YBR005W"	0.281659948069971
"137"	"YBR006W"	-0.0760652680742234
"138"	"YBR007C"	0.312808628069921
"139"	"YBR008C"	-0.0402537417226566
"140"	"YBR009C"	0.419735359924058
"141"	"YBR010W"	0.915359529670474
"142"	"YBR012C"	-0.210039474616955
"143"	"YBR013C"	0.20779224757034
"144"	"YBR014C"	0.0242090775417519
"145"	"YBR015C"	-0.233931817477295
"146"	"YBR016W"	-0.63846971686507
"147"	"YBR018C"	-0.880917926108103
"148"	"YBR022W"	0.00577924058561264
"149"	"YBR024W"	0.0189255189034939
"150"	"YBR025C"	-3.21531105870149
"151"	"YBR026C"	-0.0193730276331716
"152"	"YBR027C"	-0.211040987452703
"153"	"YBR028C"	-0.158552391261468
"154"	"YBR030W"	-0.372133522766551
"155"	"YBR031W"	0.036660481137642
"156"	"YBR032W"	0.11596302692211
"157"	"YBR033W"	-0.14247873658235
"158"	"YBR034C"	0.203724438213938
"159"	"YBR036C"	-0.124913810718744
"160"	"YBR040W"	0.0815556691947309
"161"	"YBR041W"	-0.3214967183716
"162"	"YBR042C"	-0.710900119089963
"163"	"YBR043C"	-0.0951345141518203
"164"	"YBR044C"	-0.190225674644402
"165"	"YBR045C"	-0.165575486422298
"166"	"YBR047W"	0.109465499637314
"167"	"YBR048W"	1.35230724559361
"168"	"YBR052C"	-0.232626895249793
"169"	"YBR053C"	-0.316833808616708
"170"	"YBR054W"	0.0183823565546014
"171"	"YBR056W"	-0.246063295695384
"172"	"YBR057C"	-0.226426798259359
"173"	"YBR058C"	0.274343802255559
"174"	"YBR059C"	-0.16905097446521
"175"	"YBR061C"	-1.9445547931903
"176"	"YBR062C"	-0.166980508606994
"177"	"YBR063C"	-0.23225931929871
"178"	"YBR064W"	-0.260835076120029
"179"	"YBR065C"	-0.687279010812262
"180"	"YBR068C"	0.251399352757569
"181"	"YBR069C"	-0.389864152571862
"182"	"YBR071W"	-0.770636017528831
"183"	"YBR072W"	-0.183162568760477
"184"	"YBR073W"	-0.0980407424699155
"185"	"YBR074W"	0.0538244181445973
"186"	"YBR075W"	0.001068119477546
"187"	"YBR076W"	-0.0873405266613137
"188"	"YBR077C"	0.0657618565165314
"189"	"YBR078W"	-0.176538935068414
"190"	"YBR082C"	1.36570714547866
"191"	"YBR083W"	-0.584916616428034
"192"	"YBR084C-A"	-0.00904379915203797
"193"	"YBR084W"	0.0821476721149537
"194"	"YBR085W"	0.118343952632946
"195"	"YBR086C"	-0.197284983998992
"196"	"YBR090C-A"	-0.0748259821415038
"197"	"YBR090C"	-0.210931601427642
"198"	"YBR092C"	-0.139565543116553
"199"	"YBR095C"	0.9540865976895
"200"	"YBR098W"	-0.14530120608664
"201"	"YBR099C"	-0.0346564721351556
"202"	"YBR100W"	0.0238866337425815
"203"	"YBR104W"	-0.195400459562694
"204"	"YBR105C"	-0.100455801977745
"205"	"YBR107C"	0.295000745483798
"206"	"YBR108W"	-2.47842529509377
"207"	"YBR111C"	0.275288843669929
"208"	"YBR113W"	-0.36000168471356
"209"	"YBR114W"	-0.878065213909846
"210"	"YBR115C"	0.546948578355857
"211"	"YBR116C"	-0.13110718410301
"212"	"YBR118W"	-0.367181318710902
"213"	"YBR119W"	-0.45192909662545
"214"	"YBR125C"	-0.404235793556874
"215"	"YBR126C"	0.156971499664499
"216"	"YBR128C"	0.164553280461065
"217"	"YBR129C"	-0.0736661230858144
"218"	"YBR130C"	-0.626092485941381
"219"	"YBR132C"	-0.180549294323441
"220"	"YBR134W"	0.0552634215719065
"221"	"YBR137W"	-0.0911244134587506
"222"	"YBR138C"	-0.0507059433911225
"223"	"YBR141C"	-0.19797353023509
"224"	"YBR144C"	1.47550480360169
"225"	"YBR145W"	0.20147604803294
"226"	"YBR147W"	-0.17548515897912
"227"	"YBR148W"	-0.0284650391832541
"228"	"YBR150C"	-3.00459867127644
"229"	"YBR151W"	-0.0778437371953629
"230"	"YBR156C"	-0.564304723463489
"231"	"YBR157C"	-0.0524547690064526
"232"	"YBR161W"	-0.342312681894905
"233"	"YBR162C"	-0.0600581479842589
"234"	"YBR162W-A"	-0.337795654940548
"235"	"YBR164C"	-0.0129701703154492
"236"	"YBR165W"	0.372111799183574
"237"	"YBR166C"	-0.477643639203636
"238"	"YBR168W"	-1.1300331588903
"239"	"YBR171W"	-0.386788885948069
"240"	"YBR172C"	-0.608375404280281
"241"	"YBR174C"	0.918768681033471
"242"	"YBR175W"	0.903384831341732
"243"	"YBR176W"	0.0208300798358331
"244"	"YBR177C"	-0.147101739323612
"245"	"YBR180W"	-0.123224251097988
"246"	"YBR183W"	0.817868471028797
"247"	"YBR184W"	-0.0896075891418965
"248"	"YBR185C"	0.171962808439431
"249"	"YBR186W"	-0.107595090385485
"250"	"YBR197C"	0.0694784029533203
"251"	"YBR199W"	0.0164495214045642
"252"	"YBR200W"	0.105364781854246
"253"	"YBR203W"	0.143874262261886
"254"	"YBR204C"	0.322120954737398
"255"	"YBR205W"	0.569247113065707
"256"	"YBR206W"	0.0666257664383669
"257"	"YBR207W"	0.310934677057784
"258"	"YBR208C"	-0.254201564600191
"259"	"YBR209W"	0.0458111407495719
"260"	"YBR210W"	-0.0596827271352805
"261"	"YBR212W"	-1.29424273517284
"262"	"YBR214W"	0.207929738615215
"263"	"YBR215W"	-0.634966415684236
"264"	"YBR216C"	0.12126539947968
"265"	"YBR217W"	0.0616517661144298
"266"	"YBR218C"	-0.0972813515201285
"267"	"YBR219C"	-0.0729038971443371
"268"	"YBR220C"	-0.101511586902114
"269"	"YBR221C"	-1.44549251654544
"270"	"YBR223C"	0.219637403961493
"271"	"YBR224W"	0.169130717973979
"272"	"YBR225W"	0.406471618497129
"273"	"YBR226C"	0.245174034954799
"274"	"YBR229C"	0.0787329861879046
"275"	"YBR231C"	0.0543246833796532
"276"	"YBR232C"	-0.000844452248356728
"277"	"YBR233W"	-2.31230494810163
"278"	"YBR235W"	0.212191606925188
"279"	"YBR239C"	0.108800086418802
"280"	"YBR240C"	0.0117389016959888
"281"	"YBR241C"	0.0227119702474403
"282"	"YBR245C"	-0.00260858457681028
"283"	"YBR248C"	-0.0866617930430212
"284"	"YBR250W"	0.078986303481113
"285"	"YBR255W"	0.0934731457386739
"286"	"YBR258C"	-0.256191359635217
"287"	"YBR259W"	0.0143769148441921
"288"	"YBR260C"	-0.0617563328122065
"289"	"YBR261C"	0.078817047106853
"290"	"YBR262C"	0.397231872768294
"291"	"YBR263W"	0.26602197225357
"292"	"YBR264C"	0.148148862128277
"293"	"YBR266C"	0.578713038208563
"294"	"YBR267W"	0.732168430631664
"295"	"YBR269C"	-0.0915055520030825
"296"	"YBR270C"	0.141171179523299
"297"	"YBR271W"	0.163617396100012
"298"	"YBR274W"	-0.0573278595805427
"299"	"YBR275C"	0.729454237776352
"300"	"YBR276C"	0.0505903806200755
"301"	"YBR277C"	0.599260102036219
"302"	"YBR278W"	-0.0706302589982105
"303"	"YBR280C"	0.437095728429316
