"gene"	"Isobutanol"
"582"	"YDR074W"	-0.903333811430581
"583"	"YDR076W"	-0.295360023335144
"584"	"YDR080W"	-1.85786842592408
"585"	"YDR083W"	-1.16679663359585
"586"	"YDR085C"	-0.189189201105775
"587"	"YDR089W"	-0.237282858673264
"588"	"YDR090C"	-0.218201539716923
"589"	"YDR093W"	-1.47143544649203
"590"	"YDR094W"	-0.801728276895705
"591"	"YDR095C"	-0.297472686649201
"592"	"YDR097C"	-0.27590625875831
"593"	"YDR098C"	-0.568833170596582
"594"	"YDR099W"	-0.215216476314501
"595"	"YDR100W"	-0.878749677823253
"596"	"YDR101C"	-1.25311291731285
"597"	"YDR102C"	-0.0880972586600593
"598"	"YDR104C"	-0.294929161340342
"599"	"YDR108W"	0.599576870199837
"600"	"YDR109C"	-0.0618129257825385
"601"	"YDR110W"	-0.0454773152138467
"602"	"YDR111C"	-0.181663945753154
"603"	"YDR112W"	-0.0643057839760378
"604"	"YDR116C"	0.0584474487313075
"605"	"YDR117C"	0.937549399010175
"606"	"YDR119W"	-0.123004830827248
"607"	"YDR120C"	-1.71433891939218
"608"	"YDR121W"	0.488425235716057
"609"	"YDR122W"	0.0674628513343546
"610"	"YDR123C"	-0.292121670209876
"611"	"YDR124W"	-0.118443542198495
"612"	"YDR125C"	-0.607924532408983
"613"	"YDR126W"	0.000709394308263186
"614"	"YDR127W"	-6.54078230599781
"615"	"YDR128W"	-0.290122160684946
"616"	"YDR130C"	-0.866473860383751
"617"	"YDR131C"	-0.327783838771414
"618"	"YDR132C"	-0.18188175992537
"619"	"YDR133C"	-0.162488791442787
"620"	"YDR134C"	-0.00773559614813911
"621"	"YDR135C"	-0.0585562684201524
"622"	"YDR139C"	-1.94608477060926
"623"	"YDR142C"	0.181950311161893
"624"	"YDR143C"	0.0987401494849879
"625"	"YDR144C"	-0.0879503990335848
"626"	"YDR146C"	0.383110398527142
"627"	"YDR147W"	-0.224959165233575
"628"	"YDR148C"	0.0652494135033101
"629"	"YDR149C"	-0.369310875333715
"630"	"YDR150W"	-0.344279740310853
"631"	"YDR153C"	-0.0194136136819693
"632"	"YDR154C"	0.187648991757898
"633"	"YDR155C"	0.274901640823935
"634"	"YDR156W"	-0.887888180049122
"635"	"YDR157W"	-0.326554377428536
"636"	"YDR158W"	-1.352861015627
"637"	"YDR159W"	-1.26106320197159
"638"	"YDR161W"	-0.0410143159740201
"639"	"YDR162C"	-1.85281670256193
"640"	"YDR163W"	-0.215252603132476
"641"	"YDR165W"	0.0119528807374063
"642"	"YDR169C"	-0.130976813718305
"643"	"YDR171W"	-0.0100543629591686
"644"	"YDR174W"	-0.285853190655054
"645"	"YDR181C"	-0.112730854196404
"646"	"YDR184C"	0.0127728641099173
"647"	"YDR185C"	0.238005216526876
"648"	"YDR186C"	0.329477952081083
"649"	"YDR191W"	-0.0610290729497719
"650"	"YDR192C"	-0.207876046467884
"651"	"YDR193W"	-0.0482581435054636
"652"	"YDR198C"	-0.458564833931914
"653"	"YDR202C"	-1.11398918290272
"654"	"YDR203W"	-0.0753176434945587
"655"	"YDR205W"	-0.262414162472869
"656"	"YDR206W"	-0.289129199532057
"657"	"YDR207C"	-3.30695501317921
"658"	"YDR209C"	-0.158981177212895
"659"	"YDR210W"	-0.178221871127879
"660"	"YDR213W"	-0.446878025764758
"661"	"YDR214W"	-1.09419143071697
"662"	"YDR215C"	0.224654305672439
"663"	"YDR216W"	-1.02433654285935
"664"	"YDR217C"	-0.773434095550108
"665"	"YDR218C"	-0.0543954299288184
