gene	22Dipyridyl	24Dimethylimidazole	26Dimethylpyrazine	2Methylimidazole	45Methylimidazole	4OHAcetophenone	4OHBenzaldehyde	4OHBenzoicAcid	5HMF	Acetamide	AcetoSyringone	Acetovanillone	AzelaicAcid	BMIMCl	Benomyl	BenzoicAcid	CV	CaffeicAcid	CinnamicAcid	CoumaricAcid	CoumaroylAmide	DMSO	EMIMCl	EtOH	FerulicAcid	FeruloylAmide	Furfural	GVL	Isobutanol	LevulinicAcid	MBO	Methylglyoxal	Mycobutanil	NAO	SinapicAcid	SodiumGlyoxylate	Syringaldehyde	SyringicAcid	VanillicAcid	Vanillin	SodiumAcetate	SodiumButyrate
21	YAL029C	0.219655256198573	-0.00406047401810841	-0.350505300803895	-0.0520233373173405	-0.0907490886685433	-0.0366372766471629	-0.534481302642533	-0.0226837758955179	-0.377818965118276	0.0277054305776221	-0.288027078479302	-0.135397648576832	0.11420296566432	0.224030320613948	0.0826361601070246	-0.0750343213086335	0.66090089307371	-0.18741141795408	0.064148240410532	-0.0897731760801273	-0.247695546419996	0.26206330353265	0.249820153277234	-0.00501819983544776	-0.0118017495113962	-0.104795934209051	0.108431678291869	-0.495656982663157	0.0475749724537517	-0.0995212466362682	-0.0526982696592711	0.262744802453752	0.100195785203983	0.056509934106242	-0.345982115085861	0.0171955125738393	-0.170926230924285	-0.144517438287217	-0.0549997872651064	-0.223332075926925	-0.0775257348203163	0.212128616247694
22	YAL030W	0.151568814513405	0.00752113792761254	-0.400881753998871	-0.0889880373854758	0.00975463504639159	0.0477176442348225	-0.0126720702109288	-0.0219636384039665	-0.400292158562531	-0.187053133056968	-0.136035727754818	-0.129371433670568	0.163779346998531	0.0292131220910964	-0.0341083418462159	0.0418650942916927	-1.82704574173941	-0.152198586838705	0.205331884551535	0.0037530990919014	-0.38796537926578	-0.345214955570598	-0.0619533966516287	0.277716750558182	-0.0288401638937579	-0.240694674409139	-0.112339236755969	-0.221261906951364	-0.15205218487135	-0.096223020964607	-0.324232591623808	0.237293417632158	-0.0313021768225132	0.0188860838155103	-0.452425633744436	-0.0718135532662333	-0.0760928245686057	0.108575241138877	-0.0519883570245714	-0.0617397132136559	-0.167564449694923	-0.092243869910849
23	YAL031C	0.11357593736832	0.0494214750773309	-0.52562161909097	0.0297825892204875	-0.0319382062071279	0.0484826974482128	-0.0524133590727772	0.0234592157393838	-0.152645148160477	0.0859878674768386	-0.255454866825066	-0.136022470323682	0.179952414730305	0.120073630503076	0.244718628771191	-0.144884896016084	0.122301421276643	-0.314829572709385	0.0745423100051165	0.0805438736919646	-0.103847930925945	-0.163380711396585	0.237383064216472	-0.000473899765221902	0.0604556560366631	-0.225541542866191	0.126062105213881	0.0194056484129482	0.0405021315262032	0.0950064218743068	0.186964689422444	0.254125165492516	0.0309490714209914	0.174629181466583	-0.0562001840135591	0.144844040576863	-0.140881501770754	-0.186886449285252	-0.0626140555974182	-0.0286097679457172	-0.209243582725984	0.342004503387375
24	YAL034C	0.218223340894772	-0.10863180440042	0.391392802017094	-0.0173033312519172	-0.311533422125924	-0.271144164071143	-0.236613811636144	-0.03718475297499	-0.00210082045529514	0.0393461185702854	-0.886200892113321	-0.7683555088101	-0.0447822665905854	-0.215857086333907	-0.00685527753457944	-0.0655712493383068	-2.225389684125	0.0185428309139396	0.0911044298328312	0.127384922313334	0.329037698166781	0.126776433426168	-0.691911783904133	0.941840655648428	0.166107286276068	0.124343432320362	0.142646186657302	0.74142681894535	-0.211180236620612	0.0443050743873489	-0.103397120630541	-0.345810014776455	0.0660261526336834	-1.16018941843094	-0.206505238750505	0.0436902696567868	0.16441596847038	0.566715753512827	0.244993855736078	-0.00373050367258996	-0.305798842463387	0.118336053646292
25	YAL036C	0.159249186314601	-0.0653418727318941	0.258872612239536	0.119739298244789	-0.00367699670014267	-0.339682521303309	-0.212700740112948	0.054346825266952	-0.235080861775821	-0.159750116132984	-0.504226096863538	-0.521669376847351	0.103576338107142	-0.0218206821939662	-0.123153043779976	0.213301491190723	-0.0489546712419688	-0.134154943246484	0.315398142626303	-0.341929769815634	0.0354112845920134	-0.269348774846039	-0.419159395216066	1.04147164817954	-0.418140571962496	0.068753194387194	0.0807056978006666	0.234714851059267	-0.405071440353867	-0.185034513901511	-0.365526211476261	-0.0267207673474082	0.128554190206647	-0.037197827832764	-0.276138985713046	0.114618606190913	0.406021016952342	0.376811221238167	-0.0197883991473806	-0.186243683971337	-0.0782762086511222	0.0332342470092369
26	YAL037W	0.116053996107658	-0.021590393914551	-0.532006045895948	-0.0597699869131155	-0.0347510922563534	-0.205949973164357	-0.217525832701716	0.0119735953820005	-0.284884533335661	-0.268799941115874	0.0206868217944464	-0.0872750466360687	-0.0653070666467478	0.323375488241998	0.239833435899472	-0.162726029098992	-0.0317307130323154	-0.249623027390599	-0.00698608962388116	0.175942141408016	-0.221196862636756	-0.189465403614799	-0.0634300915851743	-0.172496494265285	0.117253163941625	-0.136520419434458	0.167387048198161	-0.144776286675544	0.13973476082189	-0.244364481105927	0.0028634798071175	0.273006005203722	0.101266102385782	0.0412837923564768	-0.230166641119441	0.00234567145671425	0.10541230809955	-0.237013736062748	-0.216295973958425	0.129359032339847	-0.200642957880642	0.202832988398816
27	YAL040C	-0.624592984350902	1.03157824898443	-1.06048394234947	0.768488450849648	0.606637353443137	1.08296643019306	-1.17734012678488	-1.16299134341178	-1.03175862247286	-0.779729184506584	1.55046905396362	-0.968866324713003	0.881099364933122	-0.326016192045167	0.779352473625259	-0.986439965236004	-2.473226917745	0.578628334050338	0.633170580591362	0.923833263412396	1.15514048333236	-2.80788314335117	1.84545172508265	0.443861482893285	1.51906501537408	0.672906195681455	1.73026039579993	0.362624906489306	-2.43139317887939	-2.91216460594139	-2.37648262378601	1.0199501010124	0.692126160828573	-0.677873689233894	2.0188188825552	-0.0865387451583024	0.755889343593107	0.966414428965741	1.73779835722101	2.02164773130147	-0.264028959407748	-0.301554134876909
28	YAL042W	0.391626461622653	-0.00918827751575069	0.428585112561596	-0.0435431776486538	-0.0263688965689016	-0.156793347181223	-0.398784497855091	-0.215409119405147	-0.0930584713572916	0.158228170670873	-0.281391493843257	-0.0980829172442323	-0.305161370949199	0.102999508436932	0.222609888509521	-0.170676782156293	0.681416887324218	-0.341913883168094	-0.364895670900835	-0.309717754854207	-0.336098462208507	0.337380246117916	-0.886828314455063	0.703969024096109	-0.717797634270593	-0.0435163094798818	0.127085719957534	-0.599400124691199	-0.707940878952931	-0.164410342526395	-1.39175589727465	-0.216348060150383	0.0447601597416263	0.649675688938673	-0.481903860820679	0.147799879294224	-0.494630170401171	-0.318532277369663	-0.654505835424492	-0.674305720076076	0.24992116355637	0.255194839151946
29	YAL043C-A	0.0418019884900629	0.381393904249342	-0.110376028236332	-0.00981392718620161	0.24169648714726	0.207591201511171	0.616110311839861	0.327487910868357	-0.474558512190278	0.270140088228401	-0.32846615758552	0.219256321727069	-0.211602551834979	-0.256475942965606	-0.0700394737712014	0.383701736938071	0.26422349210824	-0.300506299834312	0.164564849374522	-0.864187607029976	0.318676777873593	0.45712478774214	-0.799092222912818	-0.507075053075725	0.263294714047289	0.565854868146504	0.511817959900628	-0.620918340327498	-0.406621945979557	-0.0391267116179887	-1.5589627802391	-0.0517382820884876	-0.543403522583991	0.368495719985305	0.00722593259346957	-0.0916128481455009	0.210341203184007	0.199302650602238	-0.368983951589425	-0.385202739662838	-0.0517994033209089	0.119490251301721
30	YAL045C	0.390331369900394	0.222299751786549	-0.607207299633935	-0.0283742049531526	0.293118254149348	-0.0548569651947763	0.00314046273422181	0.175470250656601	-0.377572237821004	-0.347685243651647	-0.1458948351295	-0.185537672298614	-0.0651440852161327	0.0640969694168207	0.289414637124566	0.0909006243574732	0.544759623860049	-0.136726371299422	0.32647240066994	0.135571817399656	-0.153842032258828	-0.225069378859245	0.0993862195385997	-0.152232994914047	0.0857908072349694	-0.229817939587832	0.154120462916942	-0.0408310741954172	0.0307122233589991	-0.109410206393644	0.255642892174054	0.301565200479314	0.267412061531276	0.0432233020633716	-0.0937480318366742	0.15330789258235	0.0380401461702572	0.00483702426782531	-0.0233285027989501	0.0894007041198729	-0.212111402346891	0.183387296321155
31	YAL046C	0.0704830076912376	-0.0919013773546129	-0.422762679584808	0.0593746097069296	0.032890733245123	-0.0775911853121793	-0.135599184557205	-0.0911773667079121	-0.289409536616954	-0.0846077970177424	-0.0608116866788454	-0.118495334243134	0.0959215883497346	-0.130951450493786	0.0839147292489014	-0.0665948543621051	0.353037261996793	-0.375099036316198	-0.0323998340382319	0.0276923267531561	-0.197734703594771	-0.081413012715438	0.223477101386514	0.037448662612659	0.208352687965647	-0.063667272801287	0.0759452743941963	-0.170848500797864	-0.148347688821614	-0.0358382222046072	-0.0449674577531966	0.1516040635172	0.0733002898618292	0.0533165515925382	-0.233286126202138	0.0993897981973766	-0.136097156160483	-0.331251615456592	0.166603564143743	-0.0544059562081877	-0.309182892169442	-0.124049921398978
32	YAL048C	0.262366394769019	0.0355660566517006	-0.672820084578158	-0.0405935551217352	0.0202699400210578	0.0229967306331407	-0.00448631602577468	-0.0137014819906819	-0.265825417420103	-0.0977549435689377	0.230396779294823	0.298847005075956	-0.146276275935045	-0.125049049907554	0.136064919995963	-0.140625730796186	0.54279603913637	-0.250341937384	-0.148327662174597	-0.104730246944475	0.0686218876924126	-0.229138291368507	-0.0370966821413176	-0.555716980146821	0.332335477636488	0.178831713478711	0.332386233243277	-0.17684609102431	-0.250269583458915	-0.143092170219661	-0.133384821528442	0.270103505372843	0.0249125744764385	0.825265269973296	-0.261051392800862	-0.111525436373293	-0.101250771954089	-0.119917176773564	-0.12578077088148	-0.0568734960945149	-0.109250779849067	-0.157289495045869
33	YAL049C	0.113988325489221	0.0332923444012149	-0.644659252482648	-0.277080845304573	-0.130771472911782	-0.278549409753828	-0.17905798747615	-0.163555837256297	-0.173322862556424	-0.0892800947738736	-0.298948353591488	-0.216987578060473	0.113794597518807	0.153767684384575	0.0338551931212464	-0.0960527094401563	0.233390538196231	-0.442339384812711	-0.0477946156607276	-0.0836977465856093	-0.209457612840779	-0.223425504074546	0.0108992365238372	-0.0842913155498037	0.0129215784433259	-0.438973592756394	0.199955561864104	-0.180694316899235	-0.18712337014227	0.0172166023497371	0.0293639350048725	0.337871564583954	0.143606496714869	-0.131461316718583	-0.155721169283058	0.0524227512138307	-0.254253975218323	-0.289739144280489	-0.157888553178645	-0.268767454652184	-0.195130558093141	0.0978696996797597
34	YAL051W	0.0454788679112505	-0.0191092217149594	0.169956307902196	0.0225586525662814	-0.119833340113003	-0.288369606906785	-0.0693678958136902	0.0463084212123348	-0.265171498466493	-0.205052233584366	-0.7499313067971	-0.57002641841255	-0.623269720041074	-0.140341516498002	-0.0679613293422444	0.0123669539820061	0.0949660716128751	-0.0182298639665104	0.434995241636663	-0.287116758491881	-0.251844610138154	-0.455821708964029	-0.612185438964693	0.863812761041456	-0.282878305908374	-0.247321119028593	-0.00306614201286687	0.0562755952387513	-0.333493004981853	-0.143329637769997	-0.244828567094681	0.00470203177989992	0.0513897414540106	-0.426649400140671	-0.406611154647974	-0.026510286665972	0.162703419315427	0.151638107106522	-0.0791635573650689	-0.0814311058485512	-0.0784574456665861	0.00207818433124888
35	YAL053W	0.173826847006481	0.211941566921893	-0.55239193170949	0.248342771706753	0.277376662915826	0.166530837429134	0.0599825339644566	0.0485940336389121	-0.312985572094082	-0.0521363211753956	0.277692611448916	0.432663376323404	0.0460412057926961	0.101901017386653	0.220443923591968	-0.00035644211967963	-0.0852490903015357	0.00244571317200446	0.30810599053952	-0.0679709751280752	-0.159570957858147	0.173205260595796	0.0258731387390221	-0.190096071785662	0.0323236481859982	0.00644779433950427	0.339157534678085	-0.271936051623258	-0.0398214855315729	-0.113891791192911	0.156803825654804	0.37487527560615	0.220503920449542	0.261667548150576	0.0153353126343029	0.154160558920872	0.200596220432429	0.281424125417889	0.340573880260278	0.227868537869115	-0.39974130251778	-0.0912414407113757
