"gene"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"1"	"YAL002W"	0	0	0	0	0
"2"	"YAL004W"	0.244496288038921	8.21197514257435	3.60547633307495	0.0672063029333789	0.610771882001647
"3"	"YAL005C"	0.283488711555157	8.28675310569996	3.78073564628305	0.0612368297177993	0.6012993328791
"4"	"YAL007C"	0	0	0	0	0
"5"	"YAL008W"	0.112286081064577	8.60229908690444	0.603581421144403	0.443273861001273	0.892451786286212
"6"	"YAL010C"	-0.376019341251092	4.40251665471227	0.505696635401988	0.482478838338629	0.905267511482354
"7"	"YAL011W"	0.203783495355604	6.40569752905818	0.648951167695759	0.426802170217907	0.890901354184121
"8"	"YAL013W"	-0.262300609884983	6.77128190214068	1.31436486770278	0.260632382761684	0.833423861011369
"9"	"YAL014C"	-0.175645444904485	9.90105349348587	2.68844325835392	0.111483044338784	0.697458019852207
"10"	"YAL015C"	-0.042293414804695	8.60219122266562	0.0975771105598963	0.756909226365189	0.965568850247241
"11"	"YAL017W"	-0.0386984868093892	9.10306704093149	0.133843816047903	0.717036489671849	0.962054489066525
"12"	"YAL018C"	0.0922966762464926	9.12252555391476	0.600572450389777	0.44440145020123	0.892451786286212
"13"	"YAL019W"	-0.0102073330249672	8.91618658642692	0.00699521211301049	0.933898150160982	0.991807256095024
"14"	"YAL020C"	0.204286750931728	9.12888718935621	3.81659860263023	0.0600899928760108	0.6012993328791
"15"	"YAL022C"	-0.230829826927975	8.71787406675772	3.8714868743301	0.0583810219328771	0.592958242708566
"16"	"YAL023C"	-0.462555282411719	9.04677237031895	18.7950576425156	0.00014982345544059	0.0445100515538087
"17"	"YAL024C"	0.233105045436573	9.31022517352453	3.25555402769102	0.0811909003413442	0.629508692234432
"18"	"YAL026C"	-0.182017557550101	8.49430287921061	1.88492458121417	0.179911527526348	0.774199078266512
"19"	"YAL027W"	-0.139660930619293	8.64791908590325	1.30082229683135	0.263051163327529	0.833423861011369
"20"	"YAL028W"	0.186602708690616	8.80971543489731	3.01748801434078	0.0925889236144746	0.655277143320687
"21"	"YAL029C"	-0.0750343213086335	8.75722274012861	0.358736536303389	0.553687260642425	0.931827883919547
"22"	"YAL030W"	0.0418650942916927	8.80432256700286	0.137951905959703	0.712925633436774	0.962054489066525
"23"	"YAL031C"	-0.144884896016084	8.50539034445123	1.26832914376242	0.268973762902132	0.834058081445541
"24"	"YAL034C"	-0.0655712493383068	9.47662981025983	0.372185234156456	0.546391181425795	0.928417056151737
"25"	"YAL036C"	0.213301491190723	8.98666678456227	3.48251192678489	0.07178497014269	0.610771882001647
"26"	"YAL037W"	-0.162726029098992	8.61486897559478	1.8812825615164	0.180320228480051	0.774199078266512
"27"	"YAL040C"	-0.986439965236004	0.276939782872945	0.305144631500905	0.585371479741051	0.935511266624749
"28"	"YAL042W"	-0.170676782156293	8.64179137443909	2.14686460623618	0.153223007153928	0.741166920629243
"29"	"YAL043C-A"	0.383701736938071	6.20064904439873	1.7144520633296	0.200309638733677	0.787463214017097
"30"	"YAL045C"	0.0909006243574732	8.44491847382104	0.503879978428528	0.483259945280144	0.905267511482354
"31"	"YAL046C"	-0.0665948543621051	9.35307846316998	0.393108116980228	0.535394203815586	0.928264767192248
