gene	26Dimethylpyrazine	MBO	Vanillin	BMIMCl	CoumaroylAmide	FerulicAcid	EMIMCl	SodiumAcetate	Furfural	Benomyl	CV	MMS-A	SinapicAcid	Mycobutanil	QUADRIS1	Acetamide	4OHBenzoicAcid	NAO	CinnamicAcid	GVL	AzelaicAcid	CoumaricAcid	24Dimethylimidazole	AcetoSyringone	Isobutanol	BenzoicAcid	VanillicAcid	CaffeicAcid	SyringicAcid	QUADRIS2	LevulinicAcid	SodiumButyrate	45Methylimidazole	Syringaldehyde	4OHAcetophenone	DMSO	2Methylimidazole	SodiumGlyoxylate	Acetovanillone	4OHBenzaldehyde	5HMF	EtOH	MMS-BC	FeruloylAmide	22Dipyridyl	Methylglyoxal
YAL019W	-0.45913326444562896	0.0	-0.40582907021454	0.0	-0.392375082198068	-0.9512213942562472	0.0	0.0	-0.47668439708324606	0.0	0.0	-0.688977073943803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.605261739552318	0.0	0.0	0.0	-0.6487948163241629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.422881329528448	0.0	-0.804796583437896	0.0	0.0	0.0	0.0	0.0
YAL020C	0.0	0.0	0.0	0.0	0.0	-0.47555495963348204	-0.499986275856761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.650313349760154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.629766030297008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL022C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.24267710364847	-0.5278736693743831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL023C	0.0	-0.625787696578897	0.0	0.0	-0.6099582914415079	-0.7948522418916999	0.0	0.0	0.0	0.0	0.0	-1.23820874403005	-0.9037357522832941	0.0	0.0	0.0	0.0	0.0	0.0	-1.01679401818107	-1.49541881938598	-0.9711882089125341	0.0	0.0	0.0	-0.462555282392559	-1.2292654041650501	-1.1115512929833502	-1.59895129681597	0.0	0.0	0.0	0.0	-0.46338839761052897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL024C	0.0	-1.878815170187	0.0	0.0	-1.07515618224568	-0.486216659654496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.070308420147031	-0.36484737921231003	0.0	0.0	-2.64413130702483	-1.15016399978726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.10623546206445	-0.7218973411777521	0.0	0.0	-1.2856079887318501	-0.7329959698130171	0.0	0.0	0.0	-2.60653259749068	0.0	0.0
YAL026C	0.0	-2.16903657691023	-0.7455723140810459	0.0	-8.628645882125861	-2.5052722736803	0.0	0.0	0.0	0.0	0.0	0.0	-1.2989903530898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.78786729160396	-1.62355594624836	0.0	0.0	0.0	0.0	-3.66986908885633	-0.7724358731676809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.76045807062922	0.0	0.0	0.0	-3.71725463424969	0.0	-0.775014651412521
YAL027W	0.0	0.0	0.0	0.0	0.0	0.0	-0.507907278210609	0.0	0.0	0.0	-1.11892135416905	0.0	0.0	0.0	0.0	0.0	0.0	-0.676079789225497	0.0	0.0	0.0	0.0	0.0	-0.321855029822961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.43037917234292405	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL028W	0.0	0.0	0.0	0.0	0.0	0.0	-0.6560716447811159	0.0	0.0	0.0	-1.09737914088052	0.0	0.0	0.0	0.0	0.0	0.0	-0.669334388872659	0.0	0.0	0.0	0.0	0.0	-0.461397727006272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7465467153085451	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL029C	-0.350505300804831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.49565698266306296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL030W	-0.40088175399792403	0.0	0.0	0.0	-0.3879653769005661	0.0	0.0	0.0	0.0	0.0	-1.827045741738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL031C	-0.5256216190916361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL034C	0.0	0.0	0.0	0.0	0.0	0.0	-0.691911783904154	0.0	0.0	0.0	-2.2253896841261898	0.0	0.0	0.0	0.0	0.0	0.0	-1.16018941843204	0.0	0.0	0.0	0.0	0.0	-0.8862008921156479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.768355508810147	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL036C	0.0	-0.36552621147624	0.0	0.0	0.0	0.0	-0.41915939521606105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.504226096864553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.521669376847291	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL037W	-0.532006045897646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL042W	0.0	-1.3917558972742798	-0.674305720077236	0.0	-0.33609845875214195	-0.7177976342707459	-0.8868283144550451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.364895670900396	-0.5994001246922529	0.0	0.0	0.0	0.0	-0.707940878953947	0.0	-0.6545058354243131	0.0	-0.318532277369632	0.0	0.0	0.0	0.0	-0.49463017040116497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL043C-A	0.0	-1.55896278023913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL045C	-0.607207299633714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL046C	-0.422762679584729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.655447270073386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.331251615456582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL048C	-0.6728200845801761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.555716980147739	0.0	0.0	0.0	0.0
YAL049C	-0.6446592524822199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.289739144280489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.438973592755912	0.0	0.0
YAL051W	0.0	0.0	0.0	0.0	0.0	0.0	-0.6121854389647271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.62326972001792	0.0	0.0	-0.7499313068028051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5700264184125811	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL053W	-0.5523919317148199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL055W	0.0	-1.0845222610995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.42408864668524	0.0	0.0	0.0	0.0
YAL056W	0.0	0.0	-0.9681335223752751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.47287022639850296	0.0	0.0	-0.8177869649338041	0.0	-0.515719760453367	0.0	0.0	0.0	0.0	-0.9249874141701842	0.0	0.0	0.0	0.0	-0.408876427727049	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL058C-A	0.0	-0.392634567875693	-0.38656159819150104	0.0	0.0	0.0	-0.687017962818521	0.0	0.0	0.0	-1.88206091603218	0.0	0.0	0.0	0.0	0.0	0.0	-1.2071816476754	0.0	0.0	0.0	0.0	0.0	-0.620016286571703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.557123907718377	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL059W	0.0	-3.25653002845924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.15539211243954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL060W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7294986328422199	0.0	0.0	0.0	0.0	0.0	0.0	-0.424853412612576	0.0	0.0	0.0	0.0	0.0	-0.409468459901114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.393656149501459	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL061W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.02224067848574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL062W	-0.3624881018461861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6367220280669971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.552313214819863	0.0	0.0
YAL064C-A	-0.339066424410348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.34088557108794704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL065C	-0.459407994433052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL066W	0.0	0.0	0.0	0.0	-0.309253655556317	0.0	0.0	0.0	0.0	0.0	0.0	-1.07686620611915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL067C	-0.47854416386461796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL068C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.553307033424611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR002C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.38919912692860603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.331446573120739	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR003W	0.0	-1.48272410517166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.43336518715624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.25429557531141	0.0	0.0	0.0	0.0
YAR015W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR020C	-0.46128591777553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.376150506582811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR023C	-0.5834563671369001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.43722144159391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR027W	-0.613937606591399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.847003997242603	0.0	0.0	0.0	0.0	0.0	-0.35011349005050896	0.0	-0.472832880887753	0.0	0.0	0.0	-0.48771657095039206	0.0	0.0	-0.44868563062171796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR028W	0.0	-0.6362002953815239	0.0	0.0	0.0	-0.867675333252693	0.0	0.0	-0.48478636704960293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.759060870424114	-0.903160830166032	-0.49303220616911503	0.0	0.0	0.0	-0.7132154412732691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.600505240390206
YAR029W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.93662382652445	0.0	0.0	0.0	0.0	0.0	0.0	-0.6951845540484279	0.0	0.0	0.0	0.0	0.0	-0.7074200675957759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.628998243728307	0.0	0.0	0.0	-0.579577474250408	-0.511467052979077	0.0	0.0	0.0	0.0	0.0	0.0
YAR030C	-0.540538567754367	0.0	0.0	0.0	-0.4166840747679221	0.0	0.0	0.0	0.0	0.0	0.0	-0.686125451704873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR031W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2031737965948501	0.0	0.0	0.0	0.0	0.0	0.0	-0.5863488189906361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR035W	0.0	-0.416753664848909	-0.827693010321631	0.0	0.0	0.0	-0.5722946173265451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.374438560745893	0.0	0.0	0.0	0.0	0.0	-0.966443943901984	0.0	-0.44229031421677395	0.0	0.0	0.0	0.0	-0.745299127511824	0.0	0.0	0.0	0.0	-0.5001203268371861	-0.556009375476157	0.0	0.0	0.0	0.0	0.0	0.0
YAR037W	-0.696509340395756	0.0	0.0	0.0	-0.32871873627998	0.0	0.0	0.0	0.0	0.0	0.0	-0.5700159817392391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.484563754729577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.482214054476424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR040C	0.0	0.0	0.0	0.0	0.0	0.0	-0.44641929380771994	0.0	0.0	0.0	-0.94061734791762	0.0	0.0	0.0	0.0	0.0	0.0	-0.549184303231611	0.0	0.0	0.0	0.0	0.0	-0.444759943890207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.533621485196651	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR043C	0.0	-0.6160309191412521	0.0	0.0	0.0	-0.483026445814221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.561884375499381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.332572837494357	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR044W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36012513846660904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAR047C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL003C	-0.6302602276989079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.856421097362572	0.0	0.0	0.0	0.0
YBL005W	0.0	0.0	0.0	-3.44672220004025	0.0	0.0	-3.62900845839346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.25055653817349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.29864628126362	-0.932799361312768
