gene	26Dimethylpyrazine	MBO	Vanillin	BMIMCl	CoumaroylAmide	FerulicAcid	EMIMCl	SodiumAcetate	Furfural	Benomyl	CV	MMS-A	SinapicAcid	Mycobutanil	QUADRIS1	Acetamide	4OHBenzoicAcid	NAO	CinnamicAcid	GVL	AzelaicAcid	CoumaricAcid	24Dimethylimidazole	AcetoSyringone	Isobutanol	BenzoicAcid	VanillicAcid	CaffeicAcid	SyringicAcid	QUADRIS2	LevulinicAcid	SodiumButyrate	45Methylimidazole	Syringaldehyde	4OHAcetophenone	DMSO	2Methylimidazole	SodiumGlyoxylate	Acetovanillone	4OHBenzaldehyde	5HMF	EtOH	MMS-BC	FeruloylAmide	22Dipyridyl	Methylglyoxal
YAL004W	0.649959456407446	0.0	0.0224260300878919	0.0	0.173592526843936	0.0	0.0	0.0	0.0	0.0	0.7776442554771701	0.38656769613426395	0.0	0.16008398111978697	0.0	0.0214742771272353	0.174476285525778	0.0	0.49681513254424103	0.0996210328377521	0.0	0.0	0.0	0.0	0.0	0.24449628818263103	0.14290806736092002	0.0	0.6460056576745269	0.0957982020891603	0.30784522928159197	0.0	0.0877650505861125	0.8447567862566391	0.0	0.0	0.0	0.294576322860523	0.0	0.0	0.0	1.15042989179564	0.279777231215843	0.274030164156923	0.23577829157958702	0.0
YAL005C	0.717080482408537	0.0	0.0	0.0	0.310788836412281	0.0	0.0	0.0	0.0	0.00306474618292659	0.0	0.298902578098518	0.0	0.006369016894377221	0.0	0.166197568813836	0.251798532462766	0.0	0.37440741751331	0.26592133061234696	0.0	0.0	0.0	0.0	0.0	0.283488711824769	0.45155934671422293	0.23127994729542	1.03147836272606	0.583575918600783	0.302929993590156	0.0	0.0922342881930345	0.9403002723855179	0.0	0.086540274703086	0.292140265826949	0.0557956826592712	0.0	0.0	0.0	1.4039381549943901	0.0603244789018231	0.35160453372437	0.20696711511738503	0.0
YAL008W	0.157677317823046	0.0	0.0	0.238970448136986	0.13672289395546	0.0	0.0	0.0	0.0629656535548329	0.0	0.0	0.0	0.0	0.23112771343141197	0.0	0.0	0.0	0.0	0.42944318487500305	0.0	0.0585301249803258	0.0	0.0	0.0	0.0	0.11228608132850802	0.0301968841509108	0.0144563569857943	0.30208762795680605	0.0	0.0	0.108168346896218	0.0	0.0839806673396931	0.0	0.0	0.00730170016883067	0.0374634242741991	0.0	0.0764302313809134	0.0	0.388212059786758	0.0	0.0	0.0992006666373065	0.2474073474028
YAL010C	0.0	0.0	0.0	0.0	0.0	1.75358886948304	0.21505056608415898	0.886829530690131	0.24242127199513502	0.0	0.0	0.0	0.49964535926017	0.16854775949328898	0.484969726220132	0.0	0.0	0.0	0.696031727587188	0.0	0.0	0.744184704106539	0.0222961178747926	1.2603504660609	0.0	0.0	0.268831378696105	0.0	0.0	0.0886278961328295	0.645278573907351	0.0	0.0	1.4009444944852	0.0	0.160862083944142	0.13790937935403302	0.18225327003939898	0.40670430744466	0.0	1.26745030131083	0.0	0.0	0.375505724724425	0.55324859702819	0.605842293276848
YAL011W	0.0	0.0413362434330719	0.0	0.0	0.0	0.10409777671471801	0.0	0.0	0.0	0.120084052939534	0.0	0.0	0.0	0.151802785098062	0.0948564813732618	0.0	0.114463526038949	0.0	0.5527776039203389	0.0	0.0	0.0	0.190401852704602	0.0	0.217267045279284	0.203783495709329	0.0	0.0	0.0	0.22971039345548605	0.0	0.127668688943446	0.0	0.0	0.0	0.0	0.0741997763425998	0.17883574110913797	0.0	0.0	0.0	0.0	0.0	0.0	0.0516701566645777	0.41930915472752794
YAL013W	0.0	0.0	0.0	0.241839361173572	0.0	0.0838613368988665	0.7532026254695551	0.0	0.23558486996329603	0.0617988665396146	0.44688341460851	0.0	0.0355335384172519	0.0	0.0	0.0	0.0	1.62661940142219	0.0	0.0	0.0	0.0	0.0	0.056504241297284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31509958390680204	0.0790911022413435	0.5214359286511121	0.341469894232393	0.159232596857663	0.44065416461446705	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL014C	0.45961930825422204	0.208890553327869	0.0	0.0379430661822223	0.0	0.346353590896672	0.0	0.0	0.0	0.0	0.0	0.0683955805408096	0.0	0.14917752755452499	0.0	0.0	0.0	0.08547054592505701	0.234310259174936	0.19199746069979298	0.0	0.0180196427128846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232810573646589	0.0171560118427108	0.00871460809339846	0.509469748064855	0.0	0.0	0.0865464240681271	0.139689125068755	0.0	0.0	0.00883765669606403	0.7795899818153241	0.00454918669961376	0.0	0.0695294027993558	0.0
YAL015C	0.0	0.0	0.0	0.41546841525131	0.0375983956102107	0.0645760643386215	0.0	0.0	0.0	0.23660471168073496	0.0	0.0	0.0	0.0832456513486098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0539959718585387	0.0259171620318385	0.0	0.0	0.0	0.0	0.0	0.0	0.133813002165563	0.0	0.25631804216667997	0.08822340290778098	0.0	0.0388638069848471	0.0	0.15624683748061	0.0735164212736133	0.0	0.0	0.0	0.46332525158603294	0.0	0.0	0.22046422031820898	0.084195298271422
YAL017W	0.0	0.0166652556177991	0.0	0.0353326715472343	0.0	0.114006816292167	0.0	0.0	0.133195141629572	0.134496563655307	0.0	0.5262999094583489	0.0	0.3157952541668211	0.0	0.0	0.0263925983746338	0.0	0.0	0.20838955097047798	0.0	0.129462745204233	0.0	0.17430343823914302	0.0	0.0	0.0625860591785858	0.0	0.253565938294862	0.275348263615443	0.0	0.0	0.0	0.133761063785796	0.0270712932017993	0.0467924786415469	0.0271702954926848	0.0209049503158876	0.0	0.0	0.0	0.6714478587187989	0.0	0.0	0.39066887625919794	0.0223927054346207
YAL018C	0.0418220248351028	0.0	0.0834442987002948	0.0	0.0308075326075723	0.0	0.0	0.0	0.0870103170266177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273968548932783	0.0	0.350909474061158	0.0	0.0	0.0	0.0	0.0	0.0	0.0922966761811478	0.178271223031788	0.0	0.385311345688906	0.0	0.0	0.0	0.0261593842862126	0.252486114213717	0.0	0.0	0.0882760464991252	0.0	0.0	0.0	0.0	0.476047893015365	0.0	0.0	0.0847960166658024	0.0032494951018825
