gene	26Dimethylpyrazine	MBO	Vanillin	BMIMCl	CoumaroylAmide	FerulicAcid	EMIMCl	SodiumAcetate	Furfural	Benomyl	CV	MMS-A	SinapicAcid	Mycobutanil	QUADRIS1	Acetamide	4OHBenzoicAcid	NAO	CinnamicAcid	GVL	AzelaicAcid	CoumaricAcid	24Dimethylimidazole	AcetoSyringone	Isobutanol	BenzoicAcid	VanillicAcid	CaffeicAcid	SyringicAcid	QUADRIS2	LevulinicAcid	SodiumButyrate	45Methylimidazole	Syringaldehyde	4OHAcetophenone	DMSO	2Methylimidazole	SodiumGlyoxylate	Acetovanillone	4OHBenzaldehyde	5HMF	EtOH	MMS-BC	FeruloylAmide	22Dipyridyl	Methylglyoxal
YAL004W	0.0	-0.802685010927588	0.0	-0.215619755524793	0.0	-0.38394105258912803	-0.773955399238048	-0.129204337901417	-0.17153845586041297	-0.182980557587412	0.0	0.0	-0.308840337391656	0.0	-0.563408421157886	0.0	0.0	-0.316974666648209	0.0	0.0	-0.504281067969838	-0.313307996106194	-0.0212068083839039	-0.957754586493769	-0.294540769309312	0.0	0.0	-0.10360882794224302	0.0	0.0	0.0	-0.00572448107360865	0.0	0.0	-0.38141126104808004	-0.0207080393852703	-0.118717136685319	0.0	-0.517671293233149	-0.4896437300706071	-0.0148935827658685	0.0	0.0	0.0	0.0	-0.426393722083259
YAL005C	0.0	-0.8953354892582379	-0.0395184417523447	-0.34213695980205394	0.0	-0.30581805240386306	-0.79655494021752	-0.12211245614493599	-0.11621674132946301	0.0	-0.516379058765837	0.0	-0.22586239580916898	0.0	-0.482409373076561	0.0	0.0	-0.427237319789382	0.0	0.0	-0.24913247887568202	-0.260027010342707	-0.00322127036794813	-0.9140867638114459	-0.602497463386052	0.0	0.0	0.0	0.0	0.0	0.0	-0.0644650590359746	0.0	0.0	-0.41395348176815205	0.0	0.0	0.0	-0.581577843579694	-0.18395674155882802	-0.013594214560341999	0.0	0.0	0.0	0.0	-0.32313751183454603
YAL008W	0.0	-0.237428169807921	-0.148986777781241	0.0	0.0	-0.224719538037994	-0.150414125369013	-0.0965441343406192	0.0	-0.0691710753504924	-0.8693010969989441	-0.295220701040364	-0.12772260397758198	0.0	-0.0260016951074712	-0.0904921628339064	-0.0339503657328888	-0.376799526637739	0.0	-0.19735231872854103	0.0	-0.18232819670521802	-0.0383985680972032	-0.47378171739021396	-0.208847503506403	0.0	0.0	0.0	0.0	-0.117547462437673	-0.00744934555062757	0.0	-0.0221476238358299	0.0	-0.0524208346019365	-0.23746210380219396	0.0	0.0	-0.23994172908101605	0.0	-0.139199857126987	0.0	-0.260565959152167	-0.0590198278273924	0.0	0.0
YAL010C	-2.1259911764923602	-4.26611692281704	-0.00310483880510037	-0.7746994726149631	-0.7363600172949349	0.0	0.0	0.0	0.0	-0.171421537105509	-3.79654824373411	-1.85549298915642	0.0	0.0	0.0	-0.0015709310245708	-0.0447962223360539	-0.319270999990567	0.0	-4.97071146121385	-0.9784429730069159	0.0	0.0	0.0	-5.17813174635692	-0.37601934997437897	0.0	-0.0619724218009993	-0.46073331715273796	0.0	0.0	-0.738891971889496	-0.182575818241996	0.0	-0.303032962538362	0.0	0.0	0.0	0.0	-0.851690979945917	0.0	-0.28808575941231	-0.9875762311976729	0.0	0.0	0.0
YAL011W	-0.837312118981386	0.0	-0.656789176568943	-0.295462906518811	-1.89873646659361	0.0	-0.0346060735550429	-0.5778923115401761	-0.0639585084790407	0.0	-0.738581287430533	-0.869169432157271	-0.7044019427653241	0.0	0.0	-0.6367215996974109	0.0	-0.627562514507165	0.0	-0.309233485477531	-0.48736804581526794	-0.126547966068161	0.0	-4.717953745293269	0.0	0.0	-0.131869698820173	-0.597293724737982	-0.48824893190798707	0.0	-0.143141173750662	0.0	-0.0467876683010014	-0.48739198988872	-2.42099103526001	-2.50174687413837	0.0	0.0	-5.89366817667332	-0.34565765229108303	-0.20144160653547	-0.35028779524644704	-1.2856990447393	-6.941189235738679	0.0	0.0
YAL013W	-0.8512601689652951	-1.04661423607744	-0.14114179575660502	0.0	-0.41335080038684	0.0	0.0	-0.264071391789358	0.0	0.0	0.0	-0.6834234164615649	0.0	-0.428009392152367	-0.0458014387681711	-0.0984634363233615	-0.293989730943584	0.0	-1.40131903759743	-0.30633053664391807	-0.8919836158277091	-0.18181998231263702	-0.0735322568922382	0.0	-1.3215652596004	-0.262300609842365	-1.78643189344955	-0.409751122499145	-0.416192348224533	-0.0166464611832365	-0.0155847368967047	-0.195583881900325	-0.12943241530431698	0.0	0.0	0.0	0.0	0.0	0.0	-0.362531775518059	-0.168409824989795	-0.318682591143007	-0.317434995131321	-0.00602294099880566	-0.284945960316757	-0.0267587488353179
YAL014C	0.0	0.0	-0.0687466599708189	0.0	-0.0220283259934866	0.0	-0.635982998855575	-0.14426139128158402	-0.035426290381544	-0.0372127057613288	-0.26907820932172	0.0	-0.30692433034726396	0.0	-0.299580792135164	-0.0405648036787211	-0.027139431173814	0.0	0.0	0.0	-0.426040805653399	0.0	-0.0512123098515035	-0.631645595278998	-0.11523990116872	-0.17564544517709804	-0.118920628682682	-0.20129612569800198	-0.037295699033776	-0.061389366620939995	0.0	0.0	0.0	0.0	-0.348722258561326	-0.363237949970285	0.0	0.0	-0.628366329476727	-0.027327499978905	0.0	0.0	0.0	-0.39632792390446797	0.0	-0.13555985405508197
YAL015C	-0.0249666902853692	-0.0158727635712746	-0.30705873937262396	0.0	0.0	0.0	-0.17611596975597305	-0.15188180455797198	-0.0345394042208267	0.0	-0.023012649621080003	-0.49260730692591204	-0.21051099824200303	0.0	-0.498308494064543	-0.184710711888934	-0.00378076912749353	-0.0106445239054242	-0.114418960774845	-0.21687808435477302	-0.290914029583745	0.0	0.0	-0.19994231605925197	-0.128032581619554	-0.0422934146605947	-0.532024603562932	-0.351473986630129	-0.31514693912065	0.0	-0.14346812271942802	0.0	0.0	-0.5588078158360589	0.0	-0.24650399022374303	0.0	0.0	-0.171648998904057	-0.413558753592951	-0.24582632191292897	0.0	-0.617565494527078	-0.15922442197175798	0.0	0.0
YAL017W	-0.16652025146135502	0.0	-0.253784390084056	0.0	-0.0009331186308749801	0.0	-0.234656501064943	-0.478673782883545	0.0	0.0	-0.648696580547546	0.0	-0.0533777325135905	0.0	-0.25792665304261697	-0.21624448879102498	0.0	-0.18984388509599898	-0.10661583358955498	0.0	-0.21257181818746898	0.0	-0.0230375072458699	0.0	-0.133648033592488	-0.0386984868617832	0.0	-0.117453582958005	0.0	0.0	-0.281277966919646	-0.0143808586258776	-0.0409650362949379	0.0	0.0	0.0	0.0	0.0	-0.121116280977981	-0.178158440054738	-0.321016190728841	0.0	-0.41166384166972103	-0.104778335271237	0.0	0.0
YAL018C	0.0	-0.38519046899756104	0.0	-0.00567370876141316	0.0	-0.219977349013618	-0.45103347995820997	-0.156277411527991	0.0	-0.069992425075054	-0.0840407710486128	-0.430398486141135	-0.404540502273926	-0.00179636242375005	-0.23073446515481197	-0.0890358204281289	0.0	-0.20648782442624497	0.0	-0.17317643766754598	-0.0460620301342268	-0.114256077114485	-0.00798323795855745	-0.53660548488599	-0.384275249337586	0.0	0.0	-0.0943246960991172	0.0	-0.0823317155602278	-0.0679500356755929	-0.0493248652064136	0.0	0.0	-0.0686873226252266	-0.221409226207966	0.0	-0.0528654861309191	-0.34507337267132804	-0.24200908781653602	-0.16487900847388198	0.0	-0.22470371619562102	-0.108637866212611	0.0	0.0
