gene	26Dimethylpyrazine	MBO	Vanillin	BMIMCl	CoumaroylAmide	FerulicAcid	EMIMCl	SodiumAcetate	Furfural	Benomyl	CV	MMS-A	SinapicAcid	Mycobutanil	QUADRIS1	Acetamide	4OHBenzoicAcid	NAO	CinnamicAcid	GVL	AzelaicAcid	CoumaricAcid	24Dimethylimidazole	AcetoSyringone	Isobutanol	BenzoicAcid	VanillicAcid	CaffeicAcid	SyringicAcid	QUADRIS2	LevulinicAcid	SodiumButyrate	45Methylimidazole	Syringaldehyde	4OHAcetophenone	DMSO	2Methylimidazole	SodiumGlyoxylate	Acetovanillone	4OHBenzaldehyde	5HMF	EtOH	MMS-BC	FeruloylAmide	22Dipyridyl	Methylglyoxal
YAL004W	0.649959456407446	-0.802685010927588	0.0224260300878919	-0.215619755524793	0.173592526843936	-0.38394105258912803	-0.773955399238048	-0.129204337901417	-0.17153845586041297	-0.182980557587412	0.7776442554771701	0.38656769613426395	-0.308840337391656	0.16008398111978697	-0.563408421157886	0.0214742771272353	0.174476285525778	-0.316974666648209	0.49681513254424103	0.0996210328377521	-0.504281067969838	-0.313307996106194	-0.0212068083839039	-0.957754586493769	-0.294540769309312	0.24449628818263103	0.14290806736092002	-0.10360882794224302	0.6460056576745269	0.0957982020891603	0.30784522928159197	-0.00572448107360865	0.0877650505861125	0.8447567862566391	-0.38141126104808004	-0.0207080393852703	-0.118717136685319	0.294576322860523	-0.517671293233149	-0.4896437300706071	-0.0148935827658685	1.15042989179564	0.279777231215843	0.274030164156923	0.23577829157958702	-0.426393722083259
YAL005C	0.717080482408537	-0.8953354892582379	-0.0395184417523447	-0.34213695980205394	0.310788836412281	-0.30581805240386306	-0.79655494021752	-0.12211245614493599	-0.11621674132946301	0.00306474618292659	-0.516379058765837	0.298902578098518	-0.22586239580916898	0.006369016894377221	-0.482409373076561	0.166197568813836	0.251798532462766	-0.427237319789382	0.37440741751331	0.26592133061234696	-0.24913247887568202	-0.260027010342707	-0.00322127036794813	-0.9140867638114459	-0.602497463386052	0.283488711824769	0.45155934671422293	0.23127994729542	1.03147836272606	0.583575918600783	0.302929993590156	-0.0644650590359746	0.0922342881930345	0.9403002723855179	-0.41395348176815205	0.086540274703086	0.292140265826949	0.0557956826592712	-0.581577843579694	-0.18395674155882802	-0.013594214560341999	1.4039381549943901	0.0603244789018231	0.35160453372437	0.20696711511738503	-0.32313751183454603
YAL008W	0.157677317823046	-0.237428169807921	-0.148986777781241	0.238970448136986	0.13672289395546	-0.224719538037994	-0.150414125369013	-0.0965441343406192	0.0629656535548329	-0.0691710753504924	-0.8693010969989441	-0.295220701040364	-0.12772260397758198	0.23112771343141197	-0.0260016951074712	-0.0904921628339064	-0.0339503657328888	-0.376799526637739	0.42944318487500305	-0.19735231872854103	0.0585301249803258	-0.18232819670521802	-0.0383985680972032	-0.47378171739021396	-0.208847503506403	0.11228608132850802	0.0301968841509108	0.0144563569857943	0.30208762795680605	-0.117547462437673	-0.00744934555062757	0.108168346896218	-0.0221476238358299	0.0839806673396931	-0.0524208346019365	-0.23746210380219396	0.00730170016883067	0.0374634242741991	-0.23994172908101605	0.0764302313809134	-0.139199857126987	0.388212059786758	-0.260565959152167	-0.0590198278273924	0.0992006666373065	0.2474073474028
YAL010C	-2.1259911764923602	-4.26611692281704	-0.00310483880510037	-0.7746994726149631	-0.7363600172949349	1.75358886948304	0.21505056608415898	0.886829530690131	0.24242127199513502	-0.171421537105509	-3.79654824373411	-1.85549298915642	0.49964535926017	0.16854775949328898	0.484969726220132	-0.0015709310245708	-0.0447962223360539	-0.319270999990567	0.696031727587188	-4.97071146121385	-0.9784429730069159	0.744184704106539	0.0222961178747926	1.2603504660609	-5.17813174635692	-0.37601934997437897	0.268831378696105	-0.0619724218009993	-0.46073331715273796	0.0886278961328295	0.645278573907351	-0.738891971889496	-0.182575818241996	1.4009444944852	-0.303032962538362	0.160862083944142	0.13790937935403302	0.18225327003939898	0.40670430744466	-0.851690979945917	1.26745030131083	-0.28808575941231	-0.9875762311976729	0.375505724724425	0.55324859702819	0.605842293276848
YAL011W	-0.837312118981386	0.0413362434330719	-0.656789176568943	-0.295462906518811	-1.89873646659361	0.10409777671471801	-0.0346060735550429	-0.5778923115401761	-0.0639585084790407	0.120084052939534	-0.738581287430533	-0.869169432157271	-0.7044019427653241	0.151802785098062	0.0948564813732618	-0.6367215996974109	0.114463526038949	-0.627562514507165	0.5527776039203389	-0.309233485477531	-0.48736804581526794	-0.126547966068161	0.190401852704602	-4.717953745293269	0.217267045279284	0.203783495709329	-0.131869698820173	-0.597293724737982	-0.48824893190798707	0.22971039345548605	-0.143141173750662	0.127668688943446	-0.0467876683010014	-0.48739198988872	-2.42099103526001	-2.50174687413837	0.0741997763425998	0.17883574110913797	-5.89366817667332	-0.34565765229108303	-0.20144160653547	-0.35028779524644704	-1.2856990447393	-6.941189235738679	0.0516701566645777	0.41930915472752794
YAL013W	-0.8512601689652951	-1.04661423607744	-0.14114179575660502	0.241839361173572	-0.41335080038684	0.0838613368988665	0.7532026254695551	-0.264071391789358	0.23558486996329603	0.0617988665396146	0.44688341460851	-0.6834234164615649	0.0355335384172519	-0.428009392152367	-0.0458014387681711	-0.0984634363233615	-0.293989730943584	1.62661940142219	-1.40131903759743	-0.30633053664391807	-0.8919836158277091	-0.18181998231263702	-0.0735322568922382	0.056504241297284	-1.3215652596004	-0.262300609842365	-1.78643189344955	-0.409751122499145	-0.416192348224533	-0.0166464611832365	-0.0155847368967047	-0.195583881900325	-0.12943241530431698	0.31509958390680204	0.0790911022413435	0.5214359286511121	0.341469894232393	0.159232596857663	0.44065416461446705	-0.362531775518059	-0.168409824989795	-0.318682591143007	-0.317434995131321	-0.00602294099880566	-0.284945960316757	-0.0267587488353179
YAL014C	0.45961930825422204	0.208890553327869	-0.0687466599708189	0.0379430661822223	-0.0220283259934866	0.346353590896672	-0.635982998855575	-0.14426139128158402	-0.035426290381544	-0.0372127057613288	-0.26907820932172	0.0683955805408096	-0.30692433034726396	0.14917752755452499	-0.299580792135164	-0.0405648036787211	-0.027139431173814	0.08547054592505701	0.234310259174936	0.19199746069979298	-0.426040805653399	0.0180196427128846	-0.0512123098515035	-0.631645595278998	-0.11523990116872	-0.17564544517709804	-0.118920628682682	-0.20129612569800198	-0.037295699033776	-0.061389366620939995	0.0232810573646589	0.0171560118427108	0.00871460809339846	0.509469748064855	-0.348722258561326	-0.363237949970285	0.0865464240681271	0.139689125068755	-0.628366329476727	-0.027327499978905	0.00883765669606403	0.7795899818153241	0.00454918669961376	-0.39632792390446797	0.0695294027993558	-0.13555985405508197
YAL015C	-0.0249666902853692	-0.0158727635712746	-0.30705873937262396	0.41546841525131	0.0375983956102107	0.0645760643386215	-0.17611596975597305	-0.15188180455797198	-0.0345394042208267	0.23660471168073496	-0.023012649621080003	-0.49260730692591204	-0.21051099824200303	0.0832456513486098	-0.498308494064543	-0.184710711888934	-0.00378076912749353	-0.0106445239054242	-0.114418960774845	-0.21687808435477302	-0.290914029583745	0.0539959718585387	0.0259171620318385	-0.19994231605925197	-0.128032581619554	-0.0422934146605947	-0.532024603562932	-0.351473986630129	-0.31514693912065	0.133813002165563	-0.14346812271942802	0.25631804216667997	0.08822340290778098	-0.5588078158360589	0.0388638069848471	-0.24650399022374303	0.15624683748061	0.0735164212736133	-0.171648998904057	-0.413558753592951	-0.24582632191292897	0.46332525158603294	-0.617565494527078	-0.15922442197175798	0.22046422031820898	0.084195298271422
YAL017W	-0.16652025146135502	0.0166652556177991	-0.253784390084056	0.0353326715472343	-0.0009331186308749801	0.114006816292167	-0.234656501064943	-0.478673782883545	0.133195141629572	0.134496563655307	-0.648696580547546	0.5262999094583489	-0.0533777325135905	0.3157952541668211	-0.25792665304261697	-0.21624448879102498	0.0263925983746338	-0.18984388509599898	-0.10661583358955498	0.20838955097047798	-0.21257181818746898	0.129462745204233	-0.0230375072458699	0.17430343823914302	-0.133648033592488	-0.0386984868617832	0.0625860591785858	-0.117453582958005	0.253565938294862	0.275348263615443	-0.281277966919646	-0.0143808586258776	-0.0409650362949379	0.133761063785796	0.0270712932017993	0.0467924786415469	0.0271702954926848	0.0209049503158876	-0.121116280977981	-0.178158440054738	-0.321016190728841	0.6714478587187989	-0.41166384166972103	-0.104778335271237	0.39066887625919794	0.0223927054346207
YAL018C	0.0418220248351028	-0.38519046899756104	0.0834442987002948	-0.00567370876141316	0.0308075326075723	-0.219977349013618	-0.45103347995820997	-0.156277411527991	0.0870103170266177	-0.069992425075054	-0.0840407710486128	-0.430398486141135	-0.404540502273926	-0.00179636242375005	-0.23073446515481197	-0.0890358204281289	0.0273968548932783	-0.20648782442624497	0.350909474061158	-0.17317643766754598	-0.0460620301342268	-0.114256077114485	-0.00798323795855745	-0.53660548488599	-0.384275249337586	0.0922966761811478	0.178271223031788	-0.0943246960991172	0.385311345688906	-0.0823317155602278	-0.0679500356755929	-0.0493248652064136	0.0261593842862126	0.252486114213717	-0.0686873226252266	-0.221409226207966	0.0882760464991252	-0.0528654861309191	-0.34507337267132804	-0.24200908781653602	-0.16487900847388198	0.476047893015365	-0.22470371619562102	-0.108637866212611	0.0847960166658024	0.0032494951018825
