"gene"	"LevulinicAcid"
"667"	"YDR218C"	-0.0770252669276558
"668"	"YDR219C"	0.20209542153372
"669"	"YDR220C"	0.129814534278975
"670"	"YDR222W"	-0.393542745545861
"671"	"YDR223W"	-0.342448350563068
"672"	"YDR229W"	-0.174999842461595
"673"	"YDR233C"	-0.143617185840271
"674"	"YDR239C"	-0.0825539990099818
"675"	"YDR241W"	0.0108379699949775
"676"	"YDR242W"	-0.0079500316222194
"677"	"YDR244W"	-0.0551744614379059
"678"	"YDR245W"	-1.41985981692636
"679"	"YDR247W"	-0.0102856259142133
"680"	"YDR248C"	-0.209484929438906
"681"	"YDR249C"	-0.267356134412585
"682"	"YDR250C"	-0.0430220722027869
"683"	"YDR251W"	0.0961421035375748
"684"	"YDR252W"	-0.526849945918808
"685"	"YDR253C"	0.0803763158183328
"686"	"YDR254W"	-0.185282626439489
"687"	"YDR255C"	-0.200920282973749
"688"	"YDR256C"	-0.139066320390714
"689"	"YDR257C"	-0.133219050347107
"690"	"YDR258C"	0.0239107780208896
"691"	"YDR259C"	-0.0962171326561637
"692"	"YDR261C"	-0.202654881811897
"693"	"YDR262W"	-0.173525445834897
"694"	"YDR263C"	-0.244166958829292
"695"	"YDR265W"	-0.0989344785049544
"696"	"YDR266C"	-0.0371295935466165
"697"	"YDR269C"	0.0916243339655562
"698"	"YDR272W"	-0.141180158330586
"699"	"YDR273W"	-0.121213867238679
"700"	"YDR275W"	-0.00139724487386745
"701"	"YDR276C"	0.168437109347514
"702"	"YDR277C"	0.0667095562075317
"703"	"YDR278C"	-0.152106905399976
"704"	"YDR281C"	-0.163383082301629
"705"	"YDR285W"	-0.37113893468921
"706"	"YDR289C"	-0.278207635477223
"707"	"YDR290W"	-0.00684590249900467
"708"	"YDR291W"	-0.090496699381707
"709"	"YDR293C"	-0.338509304281412
"710"	"YDR294C"	-0.306982916736332
"711"	"YDR297W"	0.277171119934174
"712"	"YDR304C"	0.485432530389786
"713"	"YDR305C"	-0.241505514302583
"714"	"YDR306C"	-0.208123102213931
"715"	"YDR307W"	0.095432588154031
"716"	"YDR309C"	-0.28172917928099
"717"	"YDR310C"	-0.738930860630294
"718"	"YDR312W"	0.117623477579538
"719"	"YDR313C"	-0.0115943330745823
"720"	"YDR314C"	0.0374282663668158
"721"	"YDR316W"	-0.0458487745047761
"722"	"YDR317W"	-0.208998629815424
"723"	"YDR319C"	-0.0922515365140471
"724"	"YDR320C"	0.00589228669601392
"725"	"YDR321W"	-0.0762431181728405
"726"	"YDR326C"	-0.215496847386501
"727"	"YDR329C"	-0.0502636268248906
"728"	"YDR330W"	-0.082080099796094
"729"	"YDR333C"	0.186649835630773
"730"	"YDR334W"	-0.15490355820427
"731"	"YDR335W"	0.208761669283959
"732"	"YDR336W"	-0.437960612289728
"733"	"YDR338C"	-0.146443184429904
"734"	"YDR340W"	0.954073211116041
"735"	"YDR344C"	0.0452055494070872
"736"	"YDR345C"	-0.0995144785863945
"737"	"YDR346C"	-0.385076279340591
"738"	"YDR349C"	-0.149188648209331
"739"	"YDR351W"	-0.139048238321803
"740"	"YDR352W"	0.289380893253447
"741"	"YDR354W"	0.141669032959368
"742"	"YDR357C"	2.70948995454884
"743"	"YDR358W"	-0.332839050713391
"744"	"YDR359C"	0.489888719536045
"745"	"YDR360W"	-0.139454196695338
"746"	"YDR363W"	0.00881768353532771
"747"	"YDR368W"	0.195174957713604
"748"	"YDR370C"	0.0417969448764529
"749"	"YDR371W"	0.207308155654526
"750"	"YDR372C"	0.0995519106187424
"751"	"YDR375C"	-0.00208795614078684
"752"	"YDR378C"	-0.405797155053413
"753"	"YDR383C"	0.168099193197068
"754"	"YDR385W"	-0.99929989187165
"755"	"YDR386W"	-0.179371862949029
"756"	"YDR388W"	-0.143843552240285
"757"	"YDR389W"	0.545134394431624
"758"	"YDR393W"	0.408338454711428
"759"	"YDR395W"	0.080064369118435
"760"	"YDR400W"	-0.0061318945535597
"761"	"YDR402C"	0.176661311378189
"762"	"YDR403W"	-0.0604883297659904
"763"	"YDR406W"	0.146411907433147
"764"	"YDR408C"	-1.43856443011431
"765"	"YDR409W"	0.135422700162094
"766"	"YDR411C"	0.0315601251558459
"767"	"YDR414C"	0.0546681754627407
"768"	"YDR415C"	0.0480766637652741
"769"	"YDR421W"	0.0279275764099738
"770"	"YDR423C"	-0.139015851543452
"771"	"YDR424C"	-0.097969676049452
"772"	"YDR425W"	0.149976252410896
"773"	"YDR426C"	-0.0971868310278194
"774"	"YDR428C"	0.0207306762462418
"775"	"YDR430C"	-0.0945788521397018
"776"	"YDR431W"	-0.177900730975802
"777"	"YDR435C"	0.236966984436496
"778"	"YDR436W"	-0.0393452026325112
"779"	"YDR440W"	0.0421642930802126
"780"	"YDR441C"	0.163884825877843
"781"	"YDR445C"	0.238468926545643
"782"	"YDR451C"	-0.280981592872323
"783"	"YDR452W"	-0.375586422786373
"784"	"YDR455C"	0.0563157071475362
"785"	"YDR458C"	-0.36954364034882
"786"	"YDR459C"	-0.0257754593870565
"787"	"YDR461W"	0.164957169495757
"788"	"YDR463W"	-0.265584419274764
"789"	"YDR465C"	-0.0110116397028334
"790"	"YDR466W"	0.723591000396589
"791"	"YDR467C"	-1.07668902734713
"792"	"YDR474C"	0.150784412041874
"793"	"YDR475C"	-0.156061838210471
"794"	"YDR476C"	0.130958643004716
"795"	"YDR477W"	0.533046833041739
"796"	"YDR479C"	1.41526842472682
"797"	"YDR480W"	-0.125780577472708
"798"	"YDR481C"	0.128374908015584
"799"	"YDR482C"	0.125453531078429
"800"	"YDR483W"	-0.344883539144153
"801"	"YDR485C"	0.205982349109521
"802"	"YDR486C"	-0.0700609005132843
"803"	"YDR488C"	-0.280453493800173
"804"	"YDR490C"	-0.101426048816396
"805"	"YDR491C"	0.445034106999089
"806"	"YDR492W"	0.0826842379536472
"807"	"YDR493W"	0.0168768393282665
"808"	"YDR497C"	0.0860884574409535
"809"	"YDR501W"	-0.0290279270757024
"810"	"YDR502C"	-0.136034176395691
"811"	"YDR503C"	-0.670141827648245
"812"	"YDR504C"	0.0867177064972119
"813"	"YDR505C"	0.0595278433318069
"814"	"YDR508C"	0.00072302085774581
"815"	"YDR509W"	-0.310488209849784
"816"	"YDR511W"	-0.217515120908651
"817"	"YDR512C"	0.134245048331437
"818"	"YDR513W"	-0.191927449366518
"819"	"YDR515W"	0.025274951372809
"820"	"YDR516C"	0.00752445801299566
"821"	"YDR517W"	0.168685580739974
"822"	"YDR519W"	0.0850343943057466
"823"	"YDR520C"	-0.00956100390237236
"824"	"YDR522C"	0.0110475468152807
"825"	"YDR524C"	0.0287858072908209
"826"	"YDR525W-A"	-0.0416121465080024
"827"	"YDR525W"	0.10379403287449
"828"	"YDR528W"	-0.0205485877902945
"829"	"YDR530C"	-0.0352548677633615
"830"	"YDR533C"	-0.0422789026788753
"831"	"YDR534C"	-0.0968523472390218
"832"	"YDR535C"	-0.192298056808527
"833"	"YDR536W"	0.0672813661579477
"834"	"YDR537C"	0.164860674961509
"835"	"YDR538W"	0.229064687516474
"836"	"YDR539W"	0.0412210505235778
"837"	"YDR540C"	0.162728291733729
"838"	"YDR541C"	0.0399575852317355
"839"	"YEL001C"	0.101288353998758
"840"	"YEL003W"	0.374018745947544
"841"	"YEL004W"	0.0206908563416405
"842"	"YEL005C"	-0.0731488803520137
"843"	"YEL006W"	-0.110632694060882
"844"	"YEL007W"	-1.07593564562313
"845"	"YEL008W"	-0.392182509618517
"846"	"YEL010W"	-0.164478786878931
"847"	"YEL011W"	0.141465296610606
"848"	"YEL012W"	-0.527879319455494
"849"	"YEL013W"	0.145704475332446
"850"	"YEL014C"	-0.0432780977667015
"851"	"YEL015W"	-0.17551565475811
"852"	"YEL016C"	0.0349869284094757
"853"	"YEL017C-A"	-0.0955380443950901
"854"	"YEL017W"	0.224128099220316
"855"	"YEL020C"	0.164787052233609
"856"	"YEL023C"	0.282540297922534
"857"	"YEL025C"	-0.147506152584216
"858"	"YEL028W"	0.0696746451416102
"859"	"YEL031W"	-0.301474184015498
"860"	"YEL033W"	-0.356792237940425
"861"	"YEL037C"	0.316936003540442
"862"	"YEL038W"	-0.0101310976111959
"863"	"YEL039C"	-0.0873789825288167
"864"	"YEL042W"	-0.130888751361306
"865"	"YEL043W"	0.161667203152304
"866"	"YEL047C"	0.0197813684244307
"867"	"YEL048C"	0.126892921931416
"868"	"YEL049W"	-0.0603181136777965
"869"	"YEL052W"	0.0773429968823476
"870"	"YEL053C"	-0.164015734632611
"871"	"YEL056W"	-0.114751545877404
"872"	"YEL059W"	0.0534176857793012
"873"	"YEL061C"	0.232421503661776
"874"	"YEL063C"	-0.624261457657456
"875"	"YEL065W"	0.125421224956419
"876"	"YEL066W"	-0.122806414146406
"877"	"YEL067C"	-0.0687873477098628
"878"	"YEL068C"	-0.0492990558651891
"879"	"YEL071W"	-0.176634805133332
"880"	"YER001W"	0.212789711991378
"881"	"YER005W"	0.24769379256846
"882"	"YER007C-A"	-0.0193478064344297
"883"	"YER007W"	0.107587025579353
"884"	"YER010C"	0.128617570230466
"885"	"YER011W"	0.210353119122167
"886"	"YER016W"	0.0409179520565198
"887"	"YER019C-A"	-0.0295438671318855
"888"	"YER019W"	-0.028511095563198
"889"	"YER020W"	0.167815621512387
"890"	"YER024W"	0.20124663156254
"891"	"YER027C"	0.114720326006271
"892"	"YER028C"	0.0963930034361433
"893"	"YER030W"	-0.0365996478593571
"894"	"YER032W"	-0.0580391914274451
"895"	"YER033C"	0.773692837911114
"896"	"YER034W"	-0.18933993589172
"897"	"YER035W"	-0.138622812516336
"898"	"YER038W-A"	0.129826193699969
"899"	"YER039C-A"	-0.0125131549971076
"900"	"YER041W"	-0.0689885726329767
"901"	"YER042W"	0.151500008958391
"902"	"YER045C"	0.166755114206951
"903"	"YER046W-A"	3.39527046237483
"904"	"YER046W"	0.405846658409058
"905"	"YER047C"	-0.879775894255039
"906"	"YER048C"	0.139251242173075
"907"	"YER052C"	1.34088825306469
"908"	"YER053C"	-0.194464127687289
"909"	"YER054C"	-0.255862331619293
"910"	"YER056C-A"	-0.269212773683463
"911"	"YER056C"	-0.0136567517691067
"912"	"YER057C"	-0.183111180674773
"913"	"YER059W"	0.434516381267549
"914"	"YER060W-A"	-0.0123215046410299
"915"	"YER060W"	-0.324812909292478
"916"	"YER062C"	-0.299989052865016
"917"	"YER063W"	0.076349207188185
"918"	"YER064C"	0.235312896941132
"919"	"YER065C"	-0.131439101476965
"920"	"YER066C-A"	0.205885045883406
"921"	"YER066W"	-0.606752850381887
"922"	"YER067C-A"	0.0559212834965596
"923"	"YER067W"	0.00351320543791923
"924"	"YER071C"	-0.0404673611559769
"925"	"YER072W"	0.0489549004467149
"926"	"YER073W"	0.0641186158397845
"927"	"YER074W"	0.203631657139623
"928"	"YER075C"	0.374775631031485
"929"	"YER078C"	-0.0639912797074444
"930"	"YER079W"	0.133567305478665
"931"	"YER080W"	-0.118497092175168
"932"	"YER081W"	0.307214204612763
"933"	"YER083C"	0.0657954177490889
"934"	"YER084W"	0.184455917785913
"935"	"YER085C"	-0.0612691340448111
"936"	"YER087C-A"	-0.0278299796199848
"937"	"YER088C"	0.295796060114325
"938"	"YER089C"	0.0335919473405691
"939"	"YER090W"	-0.0633699636179217
"940"	"YER091C-A"	0.169635788433917
"941"	"YER091C"	0.279966892218713
"942"	"YER092W"	0.223022309550353
"943"	"YER093C-A"	-0.230503493948028
"944"	"YER095W"	-0.435514012699702
"945"	"YER096W"	0.0614352157596269
"946"	"YER097W"	-0.151535592799489
"947"	"YER098W"	-0.129327162102985
"948"	"YER106W"	0.0559122481290359
"949"	"YER108C"	-0.301378099163004
"950"	"YER109C"	-0.0620689356777471
"951"	"YER111C"	-0.0971682704179474
"952"	"YER113C"	-0.205402123407663
"953"	"YER114C"	-0.0686186375843117
"954"	"YER115C"	0.0689044317347515
"955"	"YER116C"	0.487502997308009
"956"	"YER118C"	0.146704442785325
"957"	"YER119C-A"	-0.0937010699517987
"958"	"YER119C"	0.02754696057688
"959"	"YER120W"	0.0756648492276948
"960"	"YER121W"	0.279771582355349
"961"	"YER123W"	-0.128812294168044
"962"	"YER124C"	-0.117883758999232
"963"	"YER128W"	0.171181529892964
"964"	"YER129W"	0.32954088684316
"965"	"YER130C"	2.02846582600928
"966"	"YER131W"	-0.261793691774188
"967"	"YER132C"	0.154004362882921
"968"	"YER134C"	0.0617496492173936
"969"	"YER135C"	-0.0040904565016203
"970"	"YER137C"	-0.221797088472772
"971"	"YER139C"	0.0333793028164503
"972"	"YER140W"	-0.0563902285018649
"973"	"YER142C"	0.0723712571792371
"974"	"YER143W"	-0.168485459197182
"975"	"YER144C"	0.202583290844759
"976"	"YER145C"	-0.366710500588632
"977"	"YER149C"	-0.00899182591437669
"978"	"YER150W"	-0.0521836163925623
"979"	"YER151C"	-0.35133199266822
"980"	"YER152C"	-0.289541256471327
"981"	"YER153C"	0.114752867257522
"982"	"YER155C"	-0.120888258662991
"983"	"YER156C"	-0.697330900769877
"984"	"YER158C"	0.0559288618734617
"985"	"YER161C"	1.60087575572879
"986"	"YER162C"	-0.395766080831618
"987"	"YER163C"	0.237007170530911
"988"	"YER164W"	-0.0369803443832382
"989"	"YER166W"	-0.164517370883468
"990"	"YER167W"	0.148953607501904
"991"	"YER170W"	-0.0354003764919043
"992"	"YER173W"	0.17545081060325
"993"	"YER174C"	-0.0279130617796319
"994"	"YER175C"	0.025314737326475
"995"	"YER176W"	-0.266649528521014
"996"	"YER177W"	-0.0220719159447407
"997"	"YER178W"	0.481695958515365
"998"	"YER179W"	-0.0610209940336306
"999"	"YER180C"	-0.026991658777567
"1000"	"YER181C"	-0.21807068678941
"1001"	"YER182W"	0.247719474629005
"1002"	"YER183C"	0.1015675142367
"1003"	"YER184C"	-0.0171531118487248
"1004"	"YER185W"	-0.145055390423202
"1005"	"YER186C"	0.0328701495901058
"1006"	"YER187W"	0.122806007859679
"1007"	"YER188W"	0.229724733730771
"1008"	"YFL001W"	-0.0200186098809032
"1009"	"YFL003C"	0.0345096246607244
"1010"	"YFL004W"	-0.0318597817092774
"1011"	"YFL006W"	-0.109461330956927
"1012"	"YFL007W"	-0.11034571988848
"1013"	"YFL010C"	0.0967586828745765
"1014"	"YFL010W-A"	0.369013904620749
"1015"	"YFL011W"	-0.0626387990402886
"1016"	"YFL012W"	0.246225971644525
"1017"	"YFL013C"	0.0374288575989713
"1018"	"YFL013W-A"	-0.09432335070831
"1019"	"YFL014W"	-0.0289130602432088
"1020"	"YFL015C"	-0.0762629891356529
"1021"	"YFL018C"	0.2179199913973
"1022"	"YFL019C"	-0.192771421821937
"1023"	"YFL021W"	0.153754474801733
"1024"	"YFL025C"	-0.0375508069555552
"1025"	"YFL027C"	0.0558284104290339
"1026"	"YFL028C"	-0.301328088471718
"1027"	"YFL030W"	-0.196079149810778
"1028"	"YFL031W"	-0.234329738255472
"1029"	"YFL032W"	-0.684717622016445
"1030"	"YFL033C"	-0.150080486153472
"1031"	"YFL034W"	-0.00175001128650424
"1032"	"YFL035C-B"	0.00755194061318537
"1033"	"YFL040W"	-0.0419199563757116
"1034"	"YFL041W"	-0.169108987418931
"1035"	"YFL042C"	-0.36659425453945
"1036"	"YFL043C"	-0.257077098147744
"1037"	"YFL044C"	-0.291698938674816
"1038"	"YFL046W"	-0.0959649772539502
"1039"	"YFL047W"	0.0610780879789036
"1040"	"YFL048C"	0.10304037791151
"1041"	"YFL049W"	-0.142190982011948
"1042"	"YFL050C"	0.160049347251538
"1043"	"YFL051C"	0.347519756530625
"1044"	"YFL052W"	0.111517695860431
"1045"	"YFL053W"	-0.0874504672873241
"1046"	"YFL054C"	0.0271513760729186
"1047"	"YFL055W"	-0.113239076764667
"1048"	"YFL056C"	-0.0318154332305475
"1049"	"YFL063W"	-0.0986193904802149
"1050"	"YFR006W"	-0.00375732153552484
"1051"	"YFR007W"	-0.222926071034699
"1052"	"YFR008W"	-0.0226326257206069
"1053"	"YFR009W"	-0.551273206862462
"1054"	"YFR010W"	0.135729926415256
"1055"	"YFR011C"	-0.0393176684304408
"1056"	"YFR012W"	-0.167828841849606
"1057"	"YFR013W"	0.0107297117233686
"1058"	"YFR014C"	0.253026405703313
"1059"	"YFR016C"	-0.297390013192045
"1060"	"YFR017C"	-0.207206089658958
"1061"	"YFR018C"	-0.0651652559810671
"1062"	"YFR021W"	-0.0359631027269797
"1063"	"YFR022W"	-0.110116877690821
"1064"	"YFR023W"	-0.13767372800152
"1065"	"YFR024C-A"	-0.686775766014325
"1066"	"YFR024C"	-0.00858281847619392
"1067"	"YFR026C"	-0.297198707589175
"1068"	"YFR031C-A"	0.0807348676321837
"1069"	"YFR032C-A"	-0.0997267595451079
"1070"	"YFR032C"	-0.18016902576387
"1071"	"YFR033C"	-0.189684427890152
"1072"	"YFR034C"	1.15645109811028
"1073"	"YFR038W"	-0.0159042686833287
"1074"	"YFR039C"	0.00928196313059978
"1075"	"YFR040W"	-0.118382615754505
"1076"	"YFR041C"	0.0140363851524968
"1077"	"YFR044C"	-0.0194083492394011
"1078"	"YFR045W"	-0.301435624630343
"1079"	"YFR046C"	-0.169389853534226
"1080"	"YFR047C"	0.0277501997604878
"1081"	"YFR048W"	0.669325818052839
"1082"	"YFR053C"	0.112933164524766
"1083"	"YFR054C"	0.113546745604227
"1084"	"YFR056C"	-0.00495196800743799
"1085"	"YGL002W"	-0.276813976646101
"1086"	"YGL004C"	0.151963867694735
"1087"	"YGL005C"	0.134393903300478
"1088"	"YGL006W"	0.0311442611203283
"1089"	"YGL007W"	-0.330529022127915
"1090"	"YGL009C"	0.335497868681296
"1091"	"YGL010W"	0.338452075878029
"1092"	"YGL015C"	0.227130324753606
"1093"	"YGL016W"	2.50315364212036
"1094"	"YGL017W"	0.538660521253055
"1095"	"YGL019W"	2.45884187597837
"1096"	"YGL020C"	0.276873070083254
"1097"	"YGL021W"	0.0912637014201218
"1098"	"YGL023C"	0.259076724147945
"1099"	"YGL027C"	-0.695722403123842
"1100"	"YGL028C"	-0.108185614125548
"1101"	"YGL029W"	-0.0249195574746455
"1102"	"YGL031C"	0.000906757022253993
"1103"	"YGL032C"	-0.0733668240300077
"1104"	"YGL035C"	0.193407642494379
"1105"	"YGL036W"	0.620906704955898
"1106"	"YGL037C"	-0.30322988066456
"1107"	"YGL039W"	0.205532179868423
"1108"	"YGL043W"	-0.209427946527161
"1109"	"YGL045W"	0.221528985345473
"1110"	"YGL046W"	0.259766459666128
"1111"	"YGL049C"	0.0610466022167591
"1112"	"YGL050W"	-0.0854353768064305
"1113"	"YGL051W"	0.213058361998825
"1114"	"YGL053W"	0.142565408116784
"1115"	"YGL054C"	-0.224944277953474
"1116"	"YGL056C"	0.022625992726149
"1117"	"YGL057C"	0.14794446485586
"1118"	"YGL059W"	-0.0569328933738081
"1119"	"YGL060W"	-0.657823084953391
"1120"	"YGL062W"	0.196685349131671
"1121"	"YGL063W"	-0.0163424350299581
"1122"	"YGL066W"	0.33181425200468
"1123"	"YGL067W"	0.50663711423074
"1124"	"YGL077C"	-0.0987438739634099
"1125"	"YGL078C"	0.0751043559310449
"1126"	"YGL079W"	-0.00484053836627697
"1127"	"YGL080W"	-0.082958000505715
"1128"	"YGL081W"	-0.149544193707491
"1129"	"YGL082W"	0.380551917168781
"1130"	"YGL083W"	0.17993635078007
"1131"	"YGL084C"	0.0998798797959251
"1132"	"YGL085W"	0.589989839575997
"1133"	"YGL086W"	0.273942230550154
"1134"	"YGL087C"	-0.0135285194952943
"1135"	"YGL089C"	0.12682456027913
"1136"	"YGL090W"	0.0540820052812127
"1137"	"YGL094C"	0.0116574995484297
"1138"	"YGL096W"	0.0258217628660715
"1139"	"YGL101W"	1.34043195485777
"1140"	"YGL105W"	-0.460273410416407
"1141"	"YGL108C"	0.09311926272642
"1142"	"YGL109W"	-0.290366914035015
"1143"	"YGL110C"	0.0171330232404491
"1144"	"YGL114W"	0.0433557335472967
"1145"	"YGL115W"	0.592673707610221
"1146"	"YGL117W"	-0.0832249962922744
"1147"	"YGL121C"	-0.000653519896686384
"1148"	"YGL124C"	-0.369876803866589
"1149"	"YGL125W"	0.754301924278148
"1150"	"YGL126W"	0.257820252099472
"1151"	"YGL131C"	0.413985538120037
"1152"	"YGL132W"	-0.127599661928032
"1153"	"YGL136C"	-0.411551035074388
"1154"	"YGL138C"	-0.184150043034849
"1155"	"YGL139W"	0.375410293668643
"1156"	"YGL140C"	0.00442169687635471
"1157"	"YGL141W"	9.72263216365712e-05
"1158"	"YGL144C"	0.0308085403742786
"1159"	"YGL146C"	-0.510928207472946
"1160"	"YGL147C"	0.177891900315599
"1161"	"YGL148W"	-2.89868629376649
"1162"	"YGL149W"	0.367954689080619
"1163"	"YGL151W"	-0.510498082002288
"1164"	"YGL152C"	0.276842581408845
"1165"	"YGL153W"	-0.060092846205459
"1166"	"YGL154C"	0.575544525610371
"1167"	"YGL156W"	0.365386850943633
"1168"	"YGL157W"	0.0489582043227202
"1169"	"YGL158W"	0.248069687621284
"1170"	"YGL159W"	0.261844243669628
"1171"	"YGL160W"	-0.308459443472499
"1172"	"YGL161C"	0.204634221830934
"1173"	"YGL162W"	0.0131812478290828
"1174"	"YGL163C"	0.0186757576135921
"1175"	"YGL164C"	0.201007221281539
"1176"	"YGL165C"	0.0724599279484853
"1177"	"YGL166W"	0.041980416802569
"1178"	"YGL167C"	1.65936943554501
"1179"	"YGL170C"	0.0858508934116076
"1180"	"YGL173C"	-0.597888362432817
"1181"	"YGL175C"	0.139730671954937
"1182"	"YGL177W"	0.0205006394710461
"1183"	"YGL179C"	-0.0876448067673828
"1184"	"YGL180W"	0.129508342996865
"1185"	"YGL181W"	0.178798689708573
"1186"	"YGL194C"	0.160050042246245
"1187"	"YGL195W"	-1.66025953679618
"1188"	"YGL196W"	-0.030942113814792
"1189"	"YGL197W"	0.319258346529399
"1190"	"YGL198W"	-0.681515055434029
"1191"	"YGL199C"	0.0160342500521275
"1192"	"YGL202W"	0.196013615781856
"1193"	"YGL205W"	0.0340969243361183
"1194"	"YGL208W"	-0.0859500999820106
"1195"	"YGL209W"	-0.0920034280673594
"1196"	"YGL210W"	-0.0656044189422537
"1197"	"YGL211W"	0.172217335782651
"1198"	"YGL212W"	0.0617427274941429
"1199"	"YGL213C"	0.179730255332389
"1200"	"YGL214W"	0.291673274039428
"1201"	"YGL215W"	-0.112853585523664
"1202"	"YGL216W"	-0.0134810634451873
"1203"	"YGL217C"	0.25248576257962
"1204"	"YGL219C"	0.0652722068161684
"1205"	"YGL221C"	-0.0519707218042116
"1206"	"YGL222C"	-0.304379776343612
"1207"	"YGL224C"	0.228479762008421
"1208"	"YGL226C-A"	0.0815898239476463
"1209"	"YGL226W"	1.61686411559455
"1210"	"YGL228W"	0.0684349219403656
"1211"	"YGL230C"	0.0793223193306577
"1212"	"YGL231C"	-0.318777440180882
"1213"	"YGL232W"	0.11407810759267
"1214"	"YGL234W"	-0.0736706130045888
"1215"	"YGL235W"	0.00559045201081996
"1216"	"YGL237C"	0.183722734804792
"1217"	"YGL241W"	0.152863803161142
"1218"	"YGL242C"	0.0478942128310556
"1219"	"YGL243W"	0.123496626367178
"1220"	"YGL244W"	-0.239654926408914
"1221"	"YGL248W"	-0.0418941744329224
"1222"	"YGL249W"	0.0261738554878821
"1223"	"YGL250W"	-0.638878764282022
"1224"	"YGL251C"	-0.31061061890831
"1225"	"YGL252C"	0.105381979392527
"1226"	"YGL253W"	-0.387169620130247
"1227"	"YGL254W"	0.0360405722257085
"1228"	"YGL255W"	0.530480526155475
"1229"	"YGL256W"	0.271234782689721
"1230"	"YGL257C"	0.214331395478287
"1231"	"YGL258W"	-0.210950969182288
"1232"	"YGL259W"	0.0732322924916225
"1233"	"YGL260W"	-0.392401656905435
"1234"	"YGL261C"	-0.127484687794225
"1235"	"YGL262W"	0.313580469004787
"1236"	"YGL263W"	0.190289977207925
"1237"	"YGR001C"	0.36578511766219
"1238"	"YGR003W"	-0.0779958771482858
"1239"	"YGR004W"	-0.232636006217384
"1240"	"YGR007W"	1.61686411559455
"1241"	"YGR008C"	-0.0615499010878431
"1242"	"YGR010W"	-0.093569497527489
"1243"	"YGR011W"	0.0162427032827883
"1244"	"YGR012W"	-0.10554879101171
"1245"	"YGR014W"	0.196308152858572
"1246"	"YGR015C"	-0.203944881710076
"1247"	"YGR016W"	-0.0261756130136169
"1248"	"YGR017W"	-0.0806668533542471
"1249"	"YGR018C"	-0.234310668665023
"1250"	"YGR019W"	0.0576979644946499
"1251"	"YGR021W"	-0.0246604964945228
"1252"	"YGR022C"	0.519681089361113
"1253"	"YGR023W"	-0.132588438448636
"1254"	"YGR025W"	0.115945470133484
"1255"	"YGR026W"	-0.169622881078045
"1256"	"YGR028W"	0.147760891665823
"1257"	"YGR031W"	-0.0372151205057201
"1258"	"YGR032W"	0.32142277025222
"1259"	"YGR033C"	-0.179076010282192
"1260"	"YGR034W"	0.11013652303377
"1261"	"YGR035C"	0.0118230612691756
"1262"	"YGR037C"	0.227042364909006
"1263"	"YGR038W"	-0.248982864177988
"1264"	"YGR040W"	-0.0784925578007706
"1265"	"YGR042W"	-0.505595373480596
"1266"	"YGR043C"	-0.425869401383897
"1267"	"YGR044C"	-0.174264994852593
"1268"	"YGR045C"	-0.120267663256882
"1269"	"YGR049W"	0.275597918422844
"1270"	"YGR050C"	0.133684151908777
"1271"	"YGR051C"	-0.0968430418483981
"1272"	"YGR053C"	0.17433657195666
"1273"	"YGR055W"	0.157972461207089
"1274"	"YGR058W"	-0.343337451665299
"1275"	"YGR059W"	-0.291665502688465
"1276"	"YGR061C"	-0.0691822473010972
"1277"	"YGR066C"	-0.0333255745240505
"1278"	"YGR067C"	0.0595668215346451
"1279"	"YGR068C"	0.541957095728581
"1280"	"YGR069W"	-0.690031261722351
"1281"	"YGR070W"	1.68346146795713
"1282"	"YGR071C"	0.160218991536527
"1283"	"YGR072W"	0.0947029050939595
"1284"	"YGR077C"	-0.144012393870834
"1285"	"YGR078C"	0.553952703872302
"1286"	"YGR079W"	0.112891272154926
"1287"	"YGR080W"	-0.067122362746336
"1288"	"YGR084C"	0.0716214784739101
"1289"	"YGR085C"	0.190250931139484
"1290"	"YGR086C"	0.160420937755386
"1291"	"YGR087C"	-0.114074219924599
"1292"	"YGR088W"	0.274497295225033
"1293"	"YGR089W"	0.131066512809229
"1294"	"YGR092W"	-0.0347459885986358
"1295"	"YGR093W"	-0.0154854984702753
"1296"	"YGR096W"	2.4679044890001
"1297"	"YGR097W"	-0.248381708914146
"1298"	"YGR100W"	-0.248424736947056
"1299"	"YGR101W"	0.546277375538315
"1300"	"YGR106C"	-0.170112690996036
"1301"	"YGR107W"	0.0420689620016934
"1302"	"YGR108W"	-0.0450317235831326
"1303"	"YGR109C"	0.408365139128841
"1304"	"YGR111W"	-0.0531583780896529
"1305"	"YGR117C"	-0.117431052406078
"1306"	"YGR118W"	-0.0294153663337808
"1307"	"YGR121C"	0.173569244782643
"1308"	"YGR122C-A"	-0.0250506016975554
"1309"	"YGR122W"	-2.31272593956642
"1310"	"YGR123C"	-0.382221303689027
"1311"	"YGR125W"	-0.0149057784051229
"1312"	"YGR126W"	-0.119692158494967
"1313"	"YGR127W"	0.0124548666701478
"1314"	"YGR129W"	-0.0740176592531887
"1315"	"YGR130C"	0.0231056625937658
"1316"	"YGR131W"	-0.0550102781485041
"1317"	"YGR132C"	1.61686411559455
"1318"	"YGR133W"	-0.115673780286165
"1319"	"YGR134W"	-0.266182542564073
"1320"	"YGR136W"	-0.293400832547462
"1321"	"YGR137W"	-0.0139426636285666
"1322"	"YGR141W"	-0.156934847621389
"1323"	"YGR142W"	-0.00406007080527974
"1324"	"YGR143W"	-0.160772781320848
