"gene"	"OHAcetophenone4"
"1"	"YAL004W"	-0.38141126104808
"2"	"YAL005C"	-0.413953481768152
"3"	"YAL008W"	-0.0524208346019365
"4"	"YAL010C"	-0.303032962538362
"5"	"YAL011W"	-2.42099103526001
"6"	"YAL013W"	0.0790911022413435
"7"	"YAL014C"	-0.348722258561326
"8"	"YAL015C"	0.0388638069848471
"9"	"YAL017W"	0.0270712932017993
"10"	"YAL018C"	-0.0686873226252266
"11"	"YAL019W"	-0.290001168856318
"12"	"YAL020C"	-0.0131747725298731
"13"	"YAL022C"	-0.0439190542806836
"14"	"YAL023C"	0.332763797289153
"15"	"YAL024C"	-1.10623546206445
"16"	"YAL026C"	0.373276809434636
"17"	"YAL027W"	-0.125355132512652
"18"	"YAL028W"	-0.18005291416784
"19"	"YAL029C"	-0.0366372766462249
"20"	"YAL030W"	0.0477176442351659
"21"	"YAL031C"	0.0484826974512599
"22"	"YAL034C"	-0.271144164071518
"23"	"YAL036C"	-0.339682521303384
"24"	"YAL037W"	-0.205949973163155
"25"	"YAL040C"	1.08296643023885
"26"	"YAL042W"	-0.156793347180561
"27"	"YAL043C-A"	0.207591201525884
"28"	"YAL045C"	-0.0548569651944713
"29"	"YAL046C"	-0.0775911853137285
"30"	"YAL048C"	0.0229967306321784
"31"	"YAL049C"	-0.278549409752803
"32"	"YAL051W"	-0.288369606906409
"33"	"YAL053W"	0.166530837430295
"34"	"YAL054C"	-0.0843313125392968
"35"	"YAL055W"	0.0746854383105103
"36"	"YAL056W"	-0.289263079847809
"37"	"YAL058C-A"	-0.208263480689357
"38"	"YAL059W"	0.195312368446134
"39"	"YAL060W"	-0.335801048882222
"40"	"YAL061W"	-0.247277221721977
"41"	"YAL062W"	-0.119633710551244
"42"	"YAL064C-A"	0.0803493532926254
"43"	"YAL065C"	-0.0913337084321412
"44"	"YAL066W"	0.0694375050529552
"45"	"YAL067C"	-0.127032352685185
"46"	"YAL068C"	-0.0726298951132617
"47"	"YAR002C-A"	-0.0118906928305188
"48"	"YAR002W"	1.57892185243503
"49"	"YAR003W"	0.736773456742786
"50"	"YAR014C"	3.90133848623858
"51"	"YAR015W"	0.293376072474495
"52"	"YAR020C"	-0.0998343670847222
"53"	"YAR023C"	0.00527145986454616
"54"	"YAR027W"	-0.00192971891934712
"55"	"YAR028W"	0.360998952838577
"56"	"YAR029W"	-0.628998243728307
"57"	"YAR030C"	-0.247458489518377
"58"	"YAR031W"	-0.177368748287222
"59"	"YAR035W"	-0.131774902381641
"60"	"YAR037W"	-0.198700162729429
"61"	"YAR040C"	-0.284458586971927
"62"	"YAR043C"	0.1270741175965
"63"	"YAR044W"	0.16777795008659
"64"	"YAR047C"	-0.0207962525335165
"65"	"YBL003C"	0.330601343182733
"66"	"YBL005W"	0.221516508400558
"67"	"YBL007C"	1.40918377194911
"68"	"YBL009W"	0.697492262809431
"69"	"YBL010C"	0.212193057130013
"70"	"YBL015W"	0.0628034149590747
"71"	"YBL016W"	0.14567718675248
"72"	"YBL017C"	3.40909605882079
"73"	"YBL019W"	0.214042035933771
"74"	"YBL021C"	0.208678924319216
"75"	"YBL024W"	0.0342930149186996
"76"	"YBL027W"	-0.406477774509535
"77"	"YBL028C"	0.0458261977827747
"78"	"YBL029W"	0.622653712364731
"79"	"YBL031W"	0.100196166455837
"80"	"YBL032W"	-0.26517811299969
"81"	"YBL036C"	0.267643742789576
"82"	"YBL037W"	2.81008796737194
"83"	"YBL039C"	0.0331232578089298
"84"	"YBL042C"	-0.233464305820009
"85"	"YBL043W"	0.39701020362699
"86"	"YBL046W"	-0.837411987901433
"87"	"YBL048W"	-0.0604042952904705
"88"	"YBL049W"	-0.268291261933261
"89"	"YBL051C"	0.725465937401783
"90"	"YBL052C"	0.0602744003712678
"91"	"YBL053W"	-0.0510323697338787
"92"	"YBL054W"	0.307226179975935
"93"	"YBL055C"	-0.0392990261182125
"94"	"YBL056W"	-0.138867865859218
"95"	"YBL057C"	0.239130106274765
"96"	"YBL059W"	0.120702009249844
"97"	"YBL060W"	0.00331286464047077
"98"	"YBL061C"	0.243898195562695
"99"	"YBL062W"	0.179124981898925
"100"	"YBL063W"	-0.0399263668833744
"101"	"YBL064C"	-0.134211906523422
"102"	"YBL065W"	0.233623857690055
"103"	"YBL066C"	-0.0948529153716177
"104"	"YBL067C"	0.417111755416765
"105"	"YBL068W"	-0.0997961338882694
"106"	"YBL069W"	0.288559613359149
"107"	"YBL070C"	-0.0435347148300861
"108"	"YBL071C"	0.175397528589266
"109"	"YBL072C"	0.0723823708125425
"110"	"YBL075C"	0.0425129058394055
"111"	"YBL078C"	0.54784358353682
"112"	"YBL079W"	-0.141146925555634
"113"	"YBL081W"	0.714735729060836
"114"	"YBL082C"	1.14677676883081
"115"	"YBL083C"	1.21841763735834
"116"	"YBL085W"	-0.22263463332833
"117"	"YBL086C"	-0.154949646131985
"118"	"YBL087C"	0.13534937054826
"119"	"YBL088C"	0.155625790674507
"120"	"YBL089W"	-0.530620516255305
"121"	"YBL091C-A"	-0.181087319943783
"122"	"YBL091C"	-0.00907817671066666
"123"	"YBL094C"	0.130243017933555
"124"	"YBL095W"	0.0365693192931478
"125"	"YBL096C"	0.0728550692739291
"126"	"YBL098W"	0.0533421372009343
"127"	"YBL101C"	-0.115116693322034
"128"	"YBL102W"	0.142085778240326
"129"	"YBL103C"	-0.211261442697186
"130"	"YBL104C"	-0.115145901258419
"131"	"YBL106C"	-0.157388179751671
"132"	"YBL107C"	-0.105426545970614
"133"	"YBR001C"	0.327832173303926
"134"	"YBR005W"	1.30479343865958
"135"	"YBR006W"	-0.305601610296348
"136"	"YBR007C"	-0.104929179225928
"137"	"YBR008C"	0.156367097135818
"138"	"YBR009C"	0.785289835162223
"139"	"YBR010W"	0.134294560968118
"140"	"YBR012C"	0.193681483076775
"141"	"YBR013C"	0.219303018638436
"142"	"YBR014C"	0.494240970419831
"143"	"YBR015C"	2.15427274031511
"144"	"YBR016W"	-1.1431925575428
"145"	"YBR018C"	0.528698497658027
"146"	"YBR022W"	0.0636261017808723
"147"	"YBR024W"	0.187421018826389
"148"	"YBR025C"	-0.287802697660267
"149"	"YBR026C"	2.0584349495526
"150"	"YBR027C"	0.241254703101023
"151"	"YBR028C"	0.0186491593105805
"152"	"YBR030W"	0.536511439207821
"153"	"YBR031W"	0.554273022324112
"154"	"YBR032W"	-0.0222548134393162
"155"	"YBR033W"	0.0965036597025156
"156"	"YBR034C"	-0.0328674341591199
"157"	"YBR036C"	0.0875210625838021
"158"	"YBR040W"	0.350166674672116
"159"	"YBR041W"	-0.00129139735321486
"160"	"YBR042C"	3.1725316956891
"161"	"YBR043C"	-0.0715821778946698
"162"	"YBR044C"	1.30238386014666
"163"	"YBR045C"	0.105430100588864
"164"	"YBR047W"	0.0895512464724425
"165"	"YBR048W"	-0.611485041772039
"166"	"YBR052C"	0.19501624232376
"167"	"YBR053C"	0.423292464830693
