"gene"	"CoumaroylAmide"
"197"	"YBR095C"	-0.0315682373870681
"198"	"YBR098W"	0.360222264087324
"199"	"YBR099C"	0.183096409270378
"200"	"YBR100W"	0.169308901074247
"201"	"YBR104W"	0.0540495473633884
"202"	"YBR105C"	0.212111855679229
"203"	"YBR107C"	0.247375202687826
"204"	"YBR108W"	-1.42753512558358
"205"	"YBR111C"	-0.391956638386955
"206"	"YBR113W"	1.85344216471133
"207"	"YBR114W"	0.566369457394259
"208"	"YBR115C"	2.12440646294689
"209"	"YBR116C"	-0.269421091044722
"210"	"YBR118W"	0.0661035783158267
"211"	"YBR119W"	-0.00484921277994391
"212"	"YBR125C"	0.313936625587644
"213"	"YBR126C"	-0.401826651299991
"214"	"YBR128C"	0.228608659159631
"215"	"YBR129C"	-0.0396764403827065
"216"	"YBR130C"	0.00208774075290621
"217"	"YBR132C"	-0.0925540086266852
"218"	"YBR134W"	-0.189235289422115
"219"	"YBR137W"	0.197772325670343
"220"	"YBR138C"	-0.226546449492269
"221"	"YBR141C"	0.207543517253764
"222"	"YBR144C"	1.41627322473177
"223"	"YBR145W"	0.0338216720182626
"224"	"YBR147W"	-0.0627426546583283
"225"	"YBR148W"	-0.0752503584070193
"226"	"YBR150C"	0.0878951205208819
"227"	"YBR151W"	0.0118112571018612
"228"	"YBR156C"	-0.320918134444987
"229"	"YBR157C"	-0.191531635373483
"230"	"YBR161W"	0.131018879117394
"231"	"YBR162C"	-0.137344519441916
"232"	"YBR162W-A"	-0.385237230094173
"233"	"YBR164C"	-3.49978184628554
"234"	"YBR165W"	-0.163541923353614
"235"	"YBR166C"	-0.583612454665636
"236"	"YBR168W"	-0.0479348346697502
"237"	"YBR171W"	-4.51089843877403
"238"	"YBR172C"	-0.603517479685751
"239"	"YBR174C"	0.0355341065113089
"240"	"YBR175W"	0.406980815750648
"241"	"YBR176W"	-0.00976324450612315
"242"	"YBR177C"	-0.0667108866456859
"243"	"YBR180W"	-0.212003613129762
"244"	"YBR183W"	0.564658854411736
"245"	"YBR184W"	0.0203787195819755
"246"	"YBR185C"	-0.138933804283111
"247"	"YBR186W"	0.0622331021761005
"248"	"YBR197C"	0.243593975355465
"249"	"YBR199W"	-0.117555203376784
"250"	"YBR200W"	0.240470612094788
"251"	"YBR203W"	0.105781878665615
"252"	"YBR204C"	-0.129053977612397
"253"	"YBR205W"	0.0155623038262886
"254"	"YBR206W"	-0.113001385612822
"255"	"YBR207W"	-0.37840008799918
"256"	"YBR208C"	0.0444304469722314
"257"	"YBR209W"	-0.470891139500172
"258"	"YBR210W"	0.0817496724783353
"259"	"YBR214W"	0.482466303996413
"260"	"YBR215W"	0.0977076333755817
"261"	"YBR216C"	0.234863275804669
"262"	"YBR217W"	0.0490999652858292
"263"	"YBR218C"	0.175686006060434
"264"	"YBR219C"	-0.336234937440894
"265"	"YBR220C"	-0.0680353625534297
"266"	"YBR221C"	-0.788426169921325
"267"	"YBR222C"	1.003976268793
"268"	"YBR223C"	0.210250354275967
"269"	"YBR224W"	-0.114141626535958
"270"	"YBR225W"	0.264736133648017
"271"	"YBR226C"	0.199116574742829
"272"	"YBR229C"	-0.158658339407248
"273"	"YBR231C"	-1.51711110282959
"274"	"YBR232C"	-0.208218109324527
"275"	"YBR233W"	-0.302478844765601
"276"	"YBR235W"	0.191721763344549
"277"	"YBR239C"	-0.431306635548063
"278"	"YBR240C"	1.71080700830225
"279"	"YBR241C"	-0.116544274562153
"280"	"YBR245C"	0.102814999000587
"281"	"YBR248C"	1.95627105303155
"282"	"YBR250W"	0.0223620488903068
"283"	"YBR255W"	0.404735479129773
"284"	"YBR258C"	-0.0711884734706511
"285"	"YBR259W"	0.324069040291615
"286"	"YBR260C"	-0.456393990058316
"287"	"YBR261C"	0.384535246501375
"288"	"YBR262C"	-0.0132534821231439
"289"	"YBR263W"	0.144894232961729
"290"	"YBR264C"	-0.122709820413075
"291"	"YBR266C"	2.05786828412881
"292"	"YBR267W"	0.552925901905513
"293"	"YBR269C"	-0.0686473765739041
"294"	"YBR270C"	-1.43116978665049
"295"	"YBR271W"	0.282773999141739
"296"	"YBR274W"	-0.529681136118257
"297"	"YBR275C"	0.483464857659595
"298"	"YBR276C"	-0.231115456919718
"299"	"YBR277C"	-0.101001539229265
"300"	"YBR278W"	0.028242427838222
"301"	"YBR280C"	0.225277976822283
"302"	"YBR281C"	-0.0584963699108703
"303"	"YBR283C"	-0.0476014936500079
"304"	"YBR284W"	-0.0172909189460666
"305"	"YBR285W"	-0.0101050506629515
"306"	"YBR286W"	-0.388381949307785
"307"	"YBR287W"	-0.253497403436952
"308"	"YBR289W"	1.47445716941236
"309"	"YBR290W"	-0.0802804512877914
"310"	"YBR291C"	-0.129792812343777
"311"	"YBR292C"	0.271547029241053
"312"	"YBR293W"	0.203799668785791
"313"	"YBR294W"	1.42870811723955
"314"	"YBR295W"	-0.356619404156047
"315"	"YBR296C"	-0.119812169396546
"316"	"YBR297W"	0.121109302425531
"317"	"YBR298C"	-0.168857386421458
"318"	"YBR301W"	-0.20902881952397
"319"	"YCL001W-A"	-0.85342296970629
"320"	"YCL001W"	-0.284833337844983
"321"	"YCL006C"	-0.0444117541290406
"322"	"YCL010C"	-0.386405115063932
"323"	"YCL011C"	-1.37207483544864
"324"	"YCL012W"	0.0127732665231733
"325"	"YCL013W"	0.0119467904358399
"326"	"YCL014W"	-0.0242830738467538
"327"	"YCL022C"	0.354739274136726
"328"	"YCL023C"	0.336028322956179
"329"	"YCL024W"	0.395516491866072
"330"	"YCL025C"	-0.130006704504594
"331"	"YCL026C-A"	0.0739675042958745
"332"	"YCL026C"	0.117517475288389
"333"	"YCL027W"	0.14728579890558
"334"	"YCL028W"	-0.0706267646881393
"335"	"YCL029C"	-0.441687045057191
"336"	"YCL034W"	-1.08583173029546
"337"	"YCL035C"	-0.234849782594632
"338"	"YCL038C"	0.189557182991426
"339"	"YCL039W"	-0.159768645321666
"340"	"YCL042W"	0.586876908047079
"341"	"YCL046W"	-0.180218688054972
"342"	"YCL048W"	-0.351273368707755
"343"	"YCL049C"	-0.2665210854021
"344"	"YCL050C"	-0.106456808263734
"345"	"YCL051W"	-0.192755479923015
"346"	"YCL055W"	0.238388707650538
"347"	"YCL057W"	-0.0978810882599034
"348"	"YCL061C"	0.66246203251772
"349"	"YCL062W"	0.0690255584806564
"350"	"YCL063W"	0.809080187637815
"351"	"YCL064C"	0.0890548995964539
"352"	"YCL069W"	-0.0172794047314205
"353"	"YCL074W"	0.100142096921099
"354"	"YCL075W"	0.405558153637717
"355"	"YCL076W"	0.0100049467833632
"356"	"YCR001W"	0.158275523559743
"357"	"YCR005C"	-0.253981393504804
"358"	"YCR006C"	-0.484840023984326
"359"	"YCR007C"	-0.153570972179655
"360"	"YCR008W"	0.457230217779099
"361"	"YCR009C"	-0.0548982470817948
"362"	"YCR010C"	-0.776557962718182
"363"	"YCR011C"	0.126875369881293
"364"	"YCR014C"	-0.116896135344318
"365"	"YCR015C"	-0.282651046678441
"366"	"YCR016W"	-0.062208976338777
"367"	"YCR017C"	-0.50668045423517
"368"	"YCR019W"	-0.245409324824887
"369"	"YCR020C-A"	-0.387216301994826
"370"	"YCR020C"	-0.459493563981996
"371"	"YCR021C"	-0.130960207297434
"372"	"YCR022C"	0.215074172758863
"373"	"YCR023C"	-0.0996514335106574
"374"	"YCR024C-A"	-0.373202203986529
"375"	"YCR025C"	-0.147415667726271
"376"	"YCR027C"	-0.0687531880043206
"377"	"YCR028C-A"	1.69422071998373
"378"	"YCR030C"	-0.0337320092308897
"379"	"YCR031C"	0.150949997863599
"380"	"YCR032W"	0.188467973220502
"381"	"YCR033W"	-0.0363323367241394
"382"	"YCR034W"	-0.0950197023407024
"383"	"YCR036W"	-0.305344747885279
"384"	"YCR037C"	-0.118040288513619
"385"	"YCR043C"	-0.294542329643504
"386"	"YCR044C"	-0.885902525861103
"387"	"YCR045C"	-0.217011481301581
"388"	"YCR048W"	0.302065611611197
"389"	"YCR049C"	-0.245062474470057
"390"	"YCR050C"	-0.139951592180722
"391"	"YCR051W"	-0.0140406902579079
"392"	"YCR053W"	-0.355757028342463
"393"	"YCR059C"	-0.144267853356686
"394"	"YCR060W"	0.0947418030333103
"395"	"YCR061W"	0.191458262242616
"396"	"YCR062W"	0.195986763263633
"397"	"YCR065W"	-0.237801377325881
"398"	"YCR068W"	0.0705052428598034
"399"	"YCR069W"	-0.0340221318423018
"400"	"YCR071C"	1.75661276766516
"401"	"YCR073C"	0.321926372848056
"402"	"YCR073W-A"	-0.354322890164272
"403"	"YCR075C"	-0.122886895819948
"404"	"YCR076C"	0.0446058472251713
"405"	"YCR077C"	-0.886268330049249
"406"	"YCR079W"	0.235749440000298
"407"	"YCR081W"	0.448337227215676
"408"	"YCR082W"	-0.0913955575648591
"409"	"YCR085W"	-0.199225281461247
"410"	"YCR086W"	0.54451151923182
"411"	"YCR087C-A"	-0.0872318879196858
"412"	"YCR087W"	0.0528821456238862
"413"	"YCR088W"	0.0920191347781374
"414"	"YCR090C"	-0.0554575271880198
"415"	"YCR092C"	-0.184367372887829
"416"	"YCR095C"	-0.94065270424348
"417"	"YCR098C"	-0.107558709586853
"418"	"YCR099C"	-0.12856293105379
"419"	"YCR100C"	-0.0658080074386982
"420"	"YCR101C"	-0.0305042321700471
"421"	"YCR102C"	-0.0840967698584077
"422"	"YCR102W-A"	0.267521047221763
"423"	"YCR105W"	-0.075117982800118
"424"	"YCR106W"	-0.209602729058605
"425"	"YCR107W"	-0.106711635162025
"426"	"YDL001W"	1.71323552522047
"427"	"YDL002C"	1.8184814874163
"428"	"YDL006W"	1.85990149739934
"429"	"YDL010W"	-0.0808065687311542
"430"	"YDL011C"	1.3840943092742
"431"	"YDL012C"	1.49231773101785
"432"	"YDL013W"	1.86948025606565
"433"	"YDL018C"	1.51469463280474
"434"	"YDL019C"	0.332163189984429
"435"	"YDL020C"	0.85111742357076
"436"	"YDL024C"	0.369204347757019
"437"	"YDL025C"	-0.256167073765957
"438"	"YDL026W"	-0.0132799495673386
"439"	"YDL035C"	0.221908530037628
"440"	"YDL036C"	-0.407754042206266
"441"	"YDL037C"	-0.120724049462357
"442"	"YDL038C"	-0.137876422424892
"443"	"YDL039C"	-0.0779211690579422
"444"	"YDL048C"	0.0504034889697917
"445"	"YDL050C"	-0.926673429751828
"446"	"YDL051W"	-0.281736539892759
"447"	"YDL052C"	-0.173146493781191
"448"	"YDL054C"	0.252319268835833
"449"	"YDL056W"	-0.470388404293707
"450"	"YDL059C"	-0.230361791896909
"451"	"YDL063C"	-0.0103046464420953
"452"	"YDL066W"	0.106438654825766
"453"	"YDL070W"	0.311612515749919
"454"	"YDL071C"	0.0373026076301075
"455"	"YDL074C"	0.100252376002439
"456"	"YDL076C"	0.211382148943921
"457"	"YDL077C"	1.40143521684228
"458"	"YDL078C"	-0.203262599465806
"459"	"YDL079C"	-0.222145264962954
"460"	"YDL080C"	0.417542293616327
"461"	"YDL081C"	0.556114663133939
"462"	"YDL082W"	0.221390570749618
"463"	"YDL083C"	0.630702674243517
"464"	"YDL085W"	-0.108919651550004
"465"	"YDL086W"	0.173944757452499
"466"	"YDL088C"	0.280761635808328
"467"	"YDL089W"	-0.0224978496404075
"468"	"YDL091C"	-0.284607019924353
"469"	"YDL093W"	-0.538194503897397
"470"	"YDL094C"	-0.110596964135321
"471"	"YDL096C"	-0.577507428500771
"472"	"YDL100C"	-0.139139525052921
"473"	"YDL104C"	-1.1261167782064
"474"	"YDL106C"	-0.118691165683249
"475"	"YDL109C"	-0.186300161647809
"476"	"YDL110C"	0.140203517253705
"477"	"YDL112W"	0.0675393579518488
"478"	"YDL114W"	0.125830952591872
"479"	"YDL117W"	-1.84211528678945
"480"	"YDL119C"	-2.93628182462442
"481"	"YDL121C"	-0.345689969837498
"482"	"YDL122W"	-0.429592160909608
"483"	"YDL123W"	-0.10373173606533
"484"	"YDL127W"	-0.809794817915564
"485"	"YDL130W-A"	0.434980430716174
"486"	"YDL130W"	0.410037004857513
"487"	"YDL133C-A"	0.459414502675431
"488"	"YDL134C"	-0.00937770605279233
"489"	"YDL136W"	0.228871413448334
"490"	"YDL137W"	0.371775834553505
"491"	"YDL142C"	0.232429600236129
"492"	"YDL144C"	0.367834439554764
"493"	"YDL149W"	-0.00593474360656785
"494"	"YDL154W"	-0.221636289639506
"495"	"YDL155W"	-0.618129250049808
"496"	"YDL156W"	-0.150623026675013
"497"	"YDL161W"	-0.13086935333568
"498"	"YDL162C"	0.882751587653361
"499"	"YDL168W"	-0.171907959843076
"500"	"YDL169C"	-0.166091504280489
"501"	"YDL170W"	-0.210109362560407
"502"	"YDL171C"	0.227516600643414
"503"	"YDL172C"	0.208992130955066
"504"	"YDL173W"	0.442203199171154
"505"	"YDL174C"	-0.183067839492353
"506"	"YDL175C"	-0.696553775725312
"507"	"YDL177C"	-0.280059048625061
"508"	"YDL178W"	-0.102648724605898
"509"	"YDL180W"	-0.326523292368658
"510"	"YDL182W"	0.00373682309989565
"511"	"YDL184C"	0.126466020708786
"512"	"YDL186W"	0.271661687600438
"513"	"YDL187C"	-0.155472060525843
"514"	"YDL188C"	0.284713894913873
"515"	"YDL189W"	-0.404882279146675
"516"	"YDL190C"	-1.48195922685406
"517"	"YDL191W"	-0.330416038148525
"518"	"YDL194W"	-2.99208711035533
"519"	"YDL197C"	-2.38450283853056
"520"	"YDL199C"	-0.331810888126861
"521"	"YDL200C"	-0.122871918807764
"522"	"YDL201W"	-0.0396213922631415
"523"	"YDL203C"	-0.059180491208006
"524"	"YDL204W"	0.325305399557315
"525"	"YDL210W"	0.0354490061659493
"526"	"YDL211C"	-0.0403564425052674
"527"	"YDL215C"	-1.07702519785923
"528"	"YDL218W"	-0.330134959471076
"529"	"YDL219W"	0.210304423493938
"530"	"YDL223C"	-0.286028630699328
"531"	"YDL224C"	-0.00609891289726488
"532"	"YDL226C"	-2.02784234062826
"533"	"YDL227C"	-0.267047673867461
"534"	"YDL229W"	-0.00584388304097271
"535"	"YDL230W"	-0.272109163071924
"536"	"YDL231C"	0.204166264211422
"537"	"YDL232W"	1.66165785978511
"538"	"YDL233W"	0.182222870469968
"539"	"YDL236W"	-0.0165387942913727
"540"	"YDL237W"	-1.32435512057461
"541"	"YDL239C"	0.208098881978116
"542"	"YDL240W"	-0.14367076220285
"543"	"YDL241W"	0.252971214959589
"544"	"YDL242W"	0.12515493967488
"545"	"YDL243C"	-0.160272512652798
"546"	"YDR001C"	1.49280245866005
"547"	"YDR004W"	1.78936639125105
"548"	"YDR005C"	2.09117573874042
"549"	"YDR006C"	2.20698162648394
"550"	"YDR007W"	1.84582057350408
"551"	"YDR009W"	1.54053580258273
"552"	"YDR010C"	0.178561354586646
"553"	"YDR011W"	-0.119362359127579
"554"	"YDR014W"	1.36652947382974
"555"	"YDR015C"	0.405147384158491
"556"	"YDR018C"	1.60781219089729
"557"	"YDR019C"	1.94488373803561
"558"	"YDR020C"	1.15012858695025
"559"	"YDR022C"	0.786288334298162
"560"	"YDR024W"	1.40289947730224
"561"	"YDR025W"	1.76990272447398
"562"	"YDR026C"	1.49977049375535
"563"	"YDR030C"	0.470065457579207
"564"	"YDR033W"	-0.127491600591687
"565"	"YDR035W"	-0.0986781351883072
"566"	"YDR036C"	0.209988032438375
"567"	"YDR046C"	0.135213534477604
"568"	"YDR048C"	-0.0313403451469076
"569"	"YDR049W"	0.480456782546003
"570"	"YDR051C"	-0.442923405772211
"571"	"YDR055W"	0.225441955731808
"572"	"YDR057W"	0.183059765002795
"573"	"YDR058C"	0.571308227432253
"574"	"YDR061W"	-0.524814799748384
"575"	"YDR063W"	-1.193280141107
"576"	"YDR066C"	-0.126779780081146
"577"	"YDR067C"	-0.834553043267731
"578"	"YDR068W"	-0.120880210593627
"579"	"YDR070C"	-0.61986570743599
"580"	"YDR071C"	0.289792065966355
"581"	"YDR072C"	-0.249001545362439
"582"	"YDR073W"	0.12876075439918
"583"	"YDR074W"	-0.0691892519984888
"584"	"YDR076W"	0.0964772260039103
"585"	"YDR080W"	-1.14308210302844
"586"	"YDR083W"	0.570985770676383
"587"	"YDR085C"	-0.362913618311456
"588"	"YDR089W"	0.471198649732163
"589"	"YDR090C"	0.353448425672056
"590"	"YDR092W"	-2.46056829852854
"591"	"YDR093W"	0.0955753580482803
"592"	"YDR094W"	1.03703446923234
"593"	"YDR095C"	0.136827705545461
"594"	"YDR097C"	-0.247592342154787
"595"	"YDR098C"	0.376243836203033
"596"	"YDR099W"	0.268429603175487
"597"	"YDR100W"	0.0605098315884153
"598"	"YDR101C"	0.14280964396298
"599"	"YDR102C"	-0.0559472948790149
"600"	"YDR104C"	0.00083213560405103
"601"	"YDR108W"	-1.38783358433461
"602"	"YDR109C"	-0.146043339809885
"603"	"YDR110W"	-0.0221406782822011
"604"	"YDR111C"	-0.139842955493237
"605"	"YDR112W"	0.0242147059488492
"606"	"YDR116C"	-0.155512908477543
"607"	"YDR117C"	-1.94687791601247
"608"	"YDR119W"	0.00934565571882097
"609"	"YDR120C"	0.247237992430948
"610"	"YDR121W"	0.529944161262556
"611"	"YDR122W"	-0.0188720732647679
"612"	"YDR123C"	-0.569135811920305
"613"	"YDR124W"	-0.127920697721889
"614"	"YDR125C"	-0.743648997533245
"615"	"YDR126W"	1.52609025094344
"616"	"YDR127W"	0.882647478822579
"617"	"YDR128W"	0.390618725123351
"618"	"YDR130C"	0.109929096376693
"619"	"YDR131C"	0.00190112238821748
"620"	"YDR132C"	0.104187132999263
"621"	"YDR133C"	-0.0780159716722832
"622"	"YDR134C"	0.108503689295144
"623"	"YDR135C"	0.145369487485482
"624"	"YDR139C"	0.0259969586055106
"625"	"YDR142C"	0.0969139535260501
"626"	"YDR143C"	-0.0886726743944981
"627"	"YDR144C"	-0.374690019141128
"628"	"YDR146C"	1.24688352438224
"629"	"YDR147W"	-0.258661634923745
"630"	"YDR148C"	-0.267874950769153
"631"	"YDR149C"	-0.252367146760067
"632"	"YDR150W"	-0.307653611012275
"633"	"YDR153C"	0.119906372811485
"634"	"YDR154C"	0.126600318675166
"635"	"YDR155C"	-0.114941910259587
"636"	"YDR156W"	0.735226656290776
"637"	"YDR157W"	-0.824773290501751
"638"	"YDR158W"	-0.132212384513584
"639"	"YDR159W"	-2.34545187673365
"640"	"YDR161W"	-0.137030953234847
"641"	"YDR162C"	-0.378972544180961
"642"	"YDR163W"	-0.276764503838151
"643"	"YDR165W"	-0.0999530613186652
"644"	"YDR169C"	0.193299751601779
"645"	"YDR171W"	-0.220786212740372
"646"	"YDR174W"	1.29536898192835
"647"	"YDR181C"	-0.156467382603569
"648"	"YDR184C"	-0.0452757433335575
"649"	"YDR185C"	-0.16758317797098
"650"	"YDR186C"	-0.00299679831619863
"651"	"YDR191W"	0.186955031088743
"652"	"YDR192C"	-0.165777931858243
"653"	"YDR193W"	-0.0302101709384588
"654"	"YDR198C"	-0.048465013094757
"655"	"YDR202C"	0.0456590524566603
"656"	"YDR203W"	-0.210811919576115
"657"	"YDR205W"	0.311825083007222
"658"	"YDR206W"	0.422659394977147
"659"	"YDR207C"	-0.00172069823546841
"660"	"YDR209C"	-0.175818096202396
"661"	"YDR210W"	-0.19730292099373
"662"	"YDR213W"	-0.633686035167654
"663"	"YDR214W"	-0.0204258776320929
"664"	"YDR215C"	0.16140315250451
"665"	"YDR216W"	0.0399039629974834
"666"	"YDR217C"	0.237370688719899
"667"	"YDR218C"	0.0696443538759351
"668"	"YDR219C"	-0.107633472200555
"669"	"YDR220C"	-0.14059344986683
"670"	"YDR222W"	0.274625541002617
"671"	"YDR223W"	-1.20778933566838
