"gene"	"CoumaroylAmide"
"1"	"YAL004W"	0.173592526843936
"2"	"YAL005C"	0.310788836412281
"3"	"YAL008W"	0.13672289395546
"4"	"YAL010C"	-0.736360017294935
"5"	"YAL011W"	-1.89873646659361
"6"	"YAL013W"	-0.41335080038684
"7"	"YAL014C"	-0.0220283259934866
"8"	"YAL015C"	0.0375983956102107
"9"	"YAL017W"	-0.00093311863087498
"10"	"YAL018C"	0.0308075326075723
"11"	"YAL019W"	-0.392375082198068
"12"	"YAL020C"	0.0874117713268257
"13"	"YAL022C"	0.134692962842057
"14"	"YAL023C"	-0.609958291441508
"15"	"YAL024C"	-1.07515618224568
"16"	"YAL026C"	-8.62864588212586
"17"	"YAL027W"	0.110657589288427
"18"	"YAL028W"	0.282711527616065
"19"	"YAL029C"	-0.247695543842741
"20"	"YAL030W"	-0.387965376900566
"21"	"YAL031C"	-0.103847929565974
"22"	"YAL034C"	0.329037695260206
"23"	"YAL036C"	0.0354112846735048
"24"	"YAL037W"	-0.221196855834139
"25"	"YAL040C"	1.15513892881236
"26"	"YAL042W"	-0.336098458752142
"27"	"YAL043C-A"	0.318676771776988
"28"	"YAL045C"	-0.153842029918925
"29"	"YAL046C"	-0.197734704088564
"30"	"YAL048C"	0.0686218876785276
"31"	"YAL049C"	-0.209457612528342
"32"	"YAL051W"	-0.251844609282485
"33"	"YAL053W"	-0.15957095937498
"34"	"YAL054C"	-0.689894181154902
"35"	"YAL055W"	0.0586454086001974
"36"	"YAL056W"	-0.00908225761310296
"37"	"YAL058C-A"	0.199136355076861
"38"	"YAL059W"	0.113243976387743
"39"	"YAL060W"	0.21635874400116
"40"	"YAL061W"	0.128244467414934
"41"	"YAL062W"	-0.173599436308855
"42"	"YAL064C-A"	-0.29596067497992
"43"	"YAL065C"	-0.176318436567162
"44"	"YAL066W"	-0.309253655556317
"45"	"YAL067C"	-0.142137014545548
"46"	"YAL068C"	-0.216727511264916
"47"	"YAR002C-A"	0.0969112349622861
"48"	"YAR002W"	-0.0144113762572326
"49"	"YAR003W"	0.0730133455319244
"50"	"YAR014C"	1.53194498892391
"51"	"YAR015W"	-0.209205425451206
"52"	"YAR020C"	-0.169290868778889
"53"	"YAR023C"	-0.271331634348364
"54"	"YAR027W"	-0.0350102918582283
"55"	"YAR028W"	-0.257048455171385
"56"	"YAR029W"	0.327788884134597
"57"	"YAR030C"	-0.416684074767922
"58"	"YAR031W"	0.142199722528568
"59"	"YAR035W"	0.146281545938242
"60"	"YAR037W"	-0.32871873627998
"61"	"YAR040C"	0.192446550205099
"62"	"YAR043C"	0.195069709141783
"63"	"YAR044W"	-0.223658551504007
"64"	"YAR047C"	-0.242510646280739
"65"	"YBL003C"	0.23563291553861
"66"	"YBL005W"	1.77121276822331
"67"	"YBL007C"	0.384281709863753
"68"	"YBL009W"	0.825981149956648
"69"	"YBL010C"	-0.208875900114141
"70"	"YBL015W"	-0.195898661585604
"71"	"YBL016W"	-2.0617671561706
"72"	"YBL017C"	2.11167314628644
"73"	"YBL019W"	-0.160971134813371
"74"	"YBL021C"	-0.262494078539428
"75"	"YBL024W"	0.00462467358616497
"76"	"YBL027W"	0.419933518618037
"77"	"YBL028C"	-0.100301131563574
"78"	"YBL029W"	0.231305827717807
"79"	"YBL031W"	-0.222050683919696
"80"	"YBL032W"	-0.271334368719108
"81"	"YBL036C"	-0.221539712954637
"82"	"YBL037W"	-1.18410054173973
"83"	"YBL039C"	0.208756708499724
"84"	"YBL042C"	-0.277648800916331
"85"	"YBL043W"	-2.15944533858786
"86"	"YBL046W"	-0.615600430587653
"87"	"YBL048W"	-0.254784789701993
"88"	"YBL049W"	-0.247810536010554
"89"	"YBL051C"	0.649120212019744
"90"	"YBL052C"	-0.092370513541132
"91"	"YBL053W"	-0.180816618433712
"92"	"YBL054W"	-0.308166355273623
"93"	"YBL055C"	0.35084899576482
"94"	"YBL056W"	0.213023759015396
"95"	"YBL057C"	-0.11921635210481
"96"	"YBL059W"	-0.183666543953637
"97"	"YBL060W"	0.0749481435539511
"98"	"YBL061C"	0.0694806692497755
"99"	"YBL062W"	-0.0532678065573938
"100"	"YBL063W"	-0.172367079208786
"101"	"YBL064C"	-0.545144175076933
"102"	"YBL065W"	-0.225155410927536
"103"	"YBL066C"	0.197896883882762
"104"	"YBL067C"	-0.188243597253169
"105"	"YBL068W"	-0.17825636807637
"106"	"YBL069W"	0.433771928426127
"107"	"YBL070C"	-0.180412178259679
"108"	"YBL071C"	0.171007495968206
"109"	"YBL072C"	0.193614613583131
"110"	"YBL075C"	0.156334407743392
"111"	"YBL078C"	0.527251715459604
"112"	"YBL079W"	-0.102779982314269
"113"	"YBL081W"	0.444863667120157
"114"	"YBL082C"	0.0426035068455846
"115"	"YBL083C"	0.174735318339645
"116"	"YBL085W"	-0.586448711661262
"117"	"YBL086C"	-0.414682980581091
"118"	"YBL087C"	0.186321068020788
"119"	"YBL088C"	-0.0392451101861751
"120"	"YBL089W"	0.52288380031205
"121"	"YBL091C-A"	0.251163821483262
"122"	"YBL091C"	-0.101685561539976
"123"	"YBL094C"	0.00446679089966354
"124"	"YBL095W"	-0.204317794529257
"125"	"YBL096C"	-0.106444995391391
"126"	"YBL098W"	-0.0523264835160237
"127"	"YBL101C"	-0.1678228153245
"128"	"YBL102W"	0.0737332405674651
"129"	"YBL103C"	0.164346220778746
"130"	"YBL104C"	-0.118242342222823
"131"	"YBL106C"	0.496397084027696
"132"	"YBL107C"	-0.114115133598221
"133"	"YBR001C"	0.649747767292997
"134"	"YBR005W"	1.5642995016964
"135"	"YBR006W"	0.221512509961505
"136"	"YBR007C"	0.514381305167957
"137"	"YBR008C"	-0.254392777079864
"138"	"YBR009C"	0.891818177495231
"139"	"YBR010W"	0.617637474781123
"140"	"YBR012C"	0.61346230197185
"141"	"YBR013C"	0.220121395432382
"142"	"YBR014C"	0.0388678029221705
"143"	"YBR015C"	-0.156157343762482
"144"	"YBR016W"	0.713071464556671
"145"	"YBR018C"	-0.162420556319464
"146"	"YBR022W"	0.239593431252983
"147"	"YBR024W"	-0.0675014536670431
"148"	"YBR025C"	0.165055058676278
"149"	"YBR026C"	0.442798995135681
"150"	"YBR027C"	-0.045005510623004
"151"	"YBR028C"	-0.0469172381684078
"152"	"YBR030W"	0.060361489408997
"153"	"YBR031W"	0.0490498463108239
"154"	"YBR032W"	-0.128388104229371
"155"	"YBR033W"	-0.0290907082436856
"156"	"YBR034C"	0.657344103400789
"157"	"YBR036C"	0.141543769108035
"158"	"YBR040W"	-0.12498487311811
"159"	"YBR041W"	0.35092875370666
"160"	"YBR042C"	0.803170863681379
"161"	"YBR043C"	0.412282007077198
"162"	"YBR044C"	-0.475908900506756
"163"	"YBR045C"	0.139287846463162
"164"	"YBR047W"	0.432859456541928
"165"	"YBR048W"	0.375781742026132
"166"	"YBR052C"	-0.370319756095816
"167"	"YBR053C"	0.229131879190896
"168"	"YBR054W"	-0.263893875394104
"169"	"YBR056W"	-0.0848040542867892
"170"	"YBR057C"	0.0489106426028271
"171"	"YBR058C"	-0.42702370262031
"172"	"YBR059C"	-0.124209713164459
"173"	"YBR061C"	-0.00112681644006415
"174"	"YBR062C"	-0.0219091149447516
"175"	"YBR063C"	0.21964664626798
"176"	"YBR064W"	-0.0376636169706541
"177"	"YBR065C"	-0.161860555752137
"178"	"YBR068C"	0.188845084298015
"179"	"YBR069C"	0.019339996008677
"180"	"YBR071W"	-0.0705073264756753
"181"	"YBR072W"	-0.226833668465866
"182"	"YBR073W"	0.27418612383949
"183"	"YBR074W"	0.57036223324404
"184"	"YBR075W"	-0.0235232806244797
"185"	"YBR076W"	-0.0337519054002454
"186"	"YBR077C"	0.287839835935997
"187"	"YBR078W"	-1.10033270185767
"188"	"YBR082C"	-1.61603006630605
"189"	"YBR083W"	0.266571923932336
"190"	"YBR084C-A"	0.770496218439193
"191"	"YBR084W"	-0.189499505173067
"192"	"YBR085W"	0.399375438881512
"193"	"YBR086C"	0.0463029183590699
"194"	"YBR090C-A"	-0.238914384075025
"195"	"YBR090C"	0.304717643244711
"196"	"YBR092C"	0.277893199924786
