"gene"	"AzelaicAcid"
"213"	"YBR125C"	-0.616242916978925
"214"	"YBR126C"	-0.427998232240738
"215"	"YBR128C"	-0.157076551737481
"216"	"YBR129C"	0.339415638131501
"217"	"YBR130C"	0.758113659263526
"218"	"YBR132C"	0.0847687399312645
"219"	"YBR134W"	-0.796187793105357
"220"	"YBR137W"	0.386886893033315
"221"	"YBR138C"	0.146101758896445
"222"	"YBR141C"	-0.239431244062315
"223"	"YBR144C"	1.43241759180611
"224"	"YBR145W"	0.193031015314125
"225"	"YBR147W"	0.831717148141688
"226"	"YBR148W"	0.0781644448212108
"227"	"YBR150C"	0.175612667470137
"228"	"YBR151W"	0.266322000126389
"229"	"YBR156C"	1.58946466516201
"230"	"YBR157C"	0.0680056952527732
"231"	"YBR161W"	0.266618820130945
"232"	"YBR162C"	0.414796272541559
"233"	"YBR162W-A"	-0.0406803795826751
"234"	"YBR164C"	-1.54692694799121
"235"	"YBR165W"	-0.0598370057659424
"236"	"YBR166C"	0.610359822833413
"237"	"YBR168W"	-0.236190548329633
"238"	"YBR171W"	0.438304717082244
"239"	"YBR172C"	0.275106319761343
"240"	"YBR174C"	-0.0658380870595402
"241"	"YBR175W"	-0.28381920922178
"242"	"YBR176W"	-0.0636624299170278
"243"	"YBR177C"	0.293455056777091
"244"	"YBR178W"	-1.98849942755131
"245"	"YBR180W"	0.227690074545764
"246"	"YBR183W"	2.6954824421756
"247"	"YBR184W"	-0.183172539143354
"248"	"YBR185C"	0.535654371540191
"249"	"YBR186W"	-0.0487819306620994
"250"	"YBR197C"	0.123248660918234
"251"	"YBR199W"	0.295408098919876
"252"	"YBR200W"	0.300507265494418
"253"	"YBR203W"	-0.284036470246106
"254"	"YBR204C"	0.176426136602717
"255"	"YBR205W"	-0.619480277049555
"256"	"YBR206W"	0.169111691226452
"257"	"YBR207W"	0.449371517752495
"258"	"YBR208C"	0.344021544176698
"259"	"YBR209W"	-0.344209616553209
"260"	"YBR210W"	0.466864311409011
"261"	"YBR214W"	-0.241681607770323
"262"	"YBR215W"	1.87864692822775
"263"	"YBR216C"	-0.131942073087133
"264"	"YBR217W"	0.293794884324977
"265"	"YBR218C"	0.0623919056999516
"266"	"YBR219C"	0.00639744033467674
"267"	"YBR220C"	0.0336486228465622
"268"	"YBR221C"	-0.175288879615133
"269"	"YBR222C"	-0.939719087079012
"270"	"YBR223C"	0.0221393884578749
"271"	"YBR224W"	0.0235310504498755
"272"	"YBR225W"	-0.902805324590813
"273"	"YBR226C"	-0.170668312737004
"274"	"YBR229C"	-0.837154671049146
"275"	"YBR231C"	-0.363577182730776
"276"	"YBR232C"	-0.0244637092303815
"277"	"YBR233W"	-0.317349883290621
"278"	"YBR235W"	-0.805415288778026
"279"	"YBR239C"	0.0403740338923158
"280"	"YBR240C"	1.17235853034271
"281"	"YBR241C"	-0.177792865462533
"282"	"YBR245C"	-0.56657028971206
"283"	"YBR248C"	1.08817748840236
"284"	"YBR250W"	0.443480998792919
"285"	"YBR255W"	-0.258523796122878
"286"	"YBR258C"	0.605984555033393
"287"	"YBR259W"	-0.262459979427818
"288"	"YBR260C"	-0.0827447833235073
"289"	"YBR261C"	-0.383844362015498
"290"	"YBR262C"	-0.567630499732932
"291"	"YBR263W"	-0.521722622216473
"292"	"YBR264C"	-0.209038263870279
"293"	"YBR266C"	1.2141383810517
"294"	"YBR267W"	-0.023296993342022
"295"	"YBR269C"	0.462271658502262
"296"	"YBR270C"	-0.502488435088098
"297"	"YBR271W"	0.115018434842317
"298"	"YBR274W"	0.0642576476623814
"299"	"YBR275C"	-0.221143680528272
"300"	"YBR276C"	0.0290404708557302
"301"	"YBR277C"	0.106548011138319
"302"	"YBR278W"	-0.190732055696924
"303"	"YBR280C"	-0.30614034821998
"304"	"YBR281C"	0.339892897298658
"305"	"YBR283C"	0.0180825087444641
"306"	"YBR284W"	0.0700651274339654
"307"	"YBR285W"	0.0114199506135026
"308"	"YBR286W"	0.435475380087536
"309"	"YBR287W"	0.00749569924835039
"310"	"YBR289W"	-0.252214498544865
"311"	"YBR290W"	-0.902785717443612
"312"	"YBR291C"	0.796880525222014
"313"	"YBR292C"	0.314816895589939
"314"	"YBR293W"	0.3947207956526
"315"	"YBR294W"	0.185813655349983
"316"	"YBR295W"	0.0242080356588148
"317"	"YBR296C"	0.111379978177839
"318"	"YBR297W"	-0.0395405850512347
"319"	"YBR298C"	0.365562095280706
"320"	"YBR301W"	0.0144042221380349
"321"	"YCL001W-A"	1.0968057549878
"322"	"YCL001W"	-0.535279050357597
"323"	"YCL006C"	0.170831266693287
"324"	"YCL010C"	-0.57796207302654
"325"	"YCL011C"	-0.328766422189997
"326"	"YCL012W"	-0.325442929806075
"327"	"YCL013W"	-0.0809682476359185
"328"	"YCL014W"	-0.204353075409577
"329"	"YCL016C"	-1.98849942755131
"330"	"YCL022C"	-0.214990833111118
"331"	"YCL023C"	-0.341518493432096
"332"	"YCL024W"	-0.218294598991592
"333"	"YCL025C"	0.192473529411884
"334"	"YCL026C-A"	-0.158480913392151
"335"	"YCL026C"	-0.113388967403521
"336"	"YCL027W"	0.323439749464009
"337"	"YCL028W"	0.0936503904264111
"338"	"YCL029C"	-0.924107926618977
"339"	"YCL034W"	1.14706916406631
"340"	"YCL035C"	0.162634443509473
"341"	"YCL038C"	-1.21647733640786
"342"	"YCL039W"	0.051401901486795
"343"	"YCL042W"	1.32406690122732
"344"	"YCL046W"	0.00709541331979479
"345"	"YCL048W"	0.0950436334612555
"346"	"YCL049C"	0.0805171631731866
"347"	"YCL050C"	-0.161621091647106
"348"	"YCL051W"	0.0274818760201571
"349"	"YCL055W"	-0.164634169842653
"350"	"YCL057W"	0.176346044709247
"351"	"YCL061C"	-0.559898163854554
"352"	"YCL062W"	0.505591039211333
"353"	"YCL063W"	0.928757401599956
"354"	"YCL064C"	0.334270101313764
"355"	"YCL069W"	0.0420841257307245
"356"	"YCL074W"	-0.739695785031938
"357"	"YCL075W"	-0.167590672184977
"358"	"YCL076W"	0.0144430250829301
"359"	"YCR001W"	0.199692679470162
"360"	"YCR005C"	0.23376057250275
"361"	"YCR006C"	0.607873211679288
"362"	"YCR007C"	-0.370494815642625
"363"	"YCR008W"	-0.247313540321859
"364"	"YCR009C"	-0.784831986434285
"365"	"YCR010C"	-0.00741364829597938
"366"	"YCR011C"	1.02406148134201
"367"	"YCR014C"	-0.104904988033815
"368"	"YCR015C"	-0.058671330429873
"369"	"YCR016W"	0.296237234764677
"370"	"YCR017C"	0.227891157239162
"371"	"YCR019W"	-0.0456502478116803
"372"	"YCR020C-A"	1.31135909130821
"373"	"YCR020C"	-0.314943993622302
"374"	"YCR021C"	-0.124496598299594
"375"	"YCR022C"	-0.52314836961407
"376"	"YCR023C"	0.063796106122136
"377"	"YCR024C-A"	0.197067144778723
"378"	"YCR025C"	-0.178073031025964
"379"	"YCR027C"	0.0580343278597706
"380"	"YCR028C-A"	0.864055935527989
"381"	"YCR030C"	0.0926022229083138
"382"	"YCR031C"	0.174845158341661
"383"	"YCR032W"	-0.0124830232922473
"384"	"YCR033W"	-0.610347032495003
"385"	"YCR034W"	0.464693062211484
"386"	"YCR036W"	-0.228710780331586
"387"	"YCR037C"	0.654827936655973
"388"	"YCR043C"	-0.0637054808206617
"389"	"YCR044C"	-0.775393647658915
"390"	"YCR045C"	0.278491776871873
"391"	"YCR048W"	-0.016612047011397
"392"	"YCR049C"	0.120597121721188
"393"	"YCR050C"	0.145236252517878
"394"	"YCR051W"	-0.0639941196067726
"395"	"YCR053W"	-1.36130382953758
"396"	"YCR059C"	-0.323926751532832
"397"	"YCR060W"	-0.490885199944878
"398"	"YCR061W"	-0.415077607024325
"399"	"YCR062W"	0.533052403154026
"400"	"YCR065W"	-0.202021440333104
"401"	"YCR068W"	0.338617190583085
"402"	"YCR069W"	0.0166163335682178
"403"	"YCR071C"	0.831596516883093
"404"	"YCR073C"	-0.313129807826727
"405"	"YCR073W-A"	-0.809753290430087
"406"	"YCR075C"	-0.124143855444369
"407"	"YCR076C"	0.366889578950817
"408"	"YCR077C"	-1.17247277412207
"409"	"YCR079W"	-0.388198075679706
"410"	"YCR081W"	-0.411125432377762
"411"	"YCR082W"	0.0860098259501501
"412"	"YCR085W"	0.201339145536716
"413"	"YCR086W"	0.461138151310868
"414"	"YCR087C-A"	-0.973397661092649
"415"	"YCR087W"	0.121762766543333
"416"	"YCR088W"	0.94352048065741
"417"	"YCR090C"	0.178373291280577
"418"	"YCR092C"	-0.172320073476598
"419"	"YCR095C"	-0.0825275362757749
"420"	"YCR098C"	-0.0307016405197328
"421"	"YCR099C"	-0.464402619085525
"422"	"YCR100C"	0.25313087935743
"423"	"YCR101C"	0.194242497947753
"424"	"YCR102C"	0.221442087858068
"425"	"YCR102W-A"	0.0266603604877978
"426"	"YCR105W"	-0.0996813633014053
"427"	"YCR106W"	0.315077566252151
"428"	"YCR107W"	0.100868349834256
"429"	"YDL001W"	1.06002311325127
"430"	"YDL002C"	1.10156592164434
"431"	"YDL006W"	0.732424812277378
"432"	"YDL010W"	0.389308253091689
"433"	"YDL011C"	0.322276060001161
"434"	"YDL012C"	0.236841505655792
"435"	"YDL013W"	0.994765416534982
"436"	"YDL018C"	0.395181216035521
"437"	"YDL019C"	0.388417391152576
"438"	"YDL020C"	-0.162828410553176
"439"	"YDL024C"	-0.059715580808887
"440"	"YDL025C"	0.169564328950684
"441"	"YDL026W"	0.428695516452549
"442"	"YDL035C"	-0.465346706465439
"443"	"YDL036C"	0.148112310683959
"444"	"YDL037C"	0.41107968081103
"445"	"YDL038C"	0.526410896208716
"446"	"YDL039C"	0.278514719120376
"447"	"YDL048C"	0.30808670130001
"448"	"YDL050C"	-0.436847349404895
"449"	"YDL051W"	0.0506723122215191
"450"	"YDL052C"	1.29085439801527
"451"	"YDL054C"	0.019279117695191
"452"	"YDL056W"	0.034655801296743
"453"	"YDL059C"	0.373921343859849
"454"	"YDL063C"	0.2471755055123
"455"	"YDL066W"	-0.258719853632486
"456"	"YDL070W"	0.122767929248749
"457"	"YDL071C"	0.0754166470799335
"458"	"YDL074C"	-0.880600828885142
"459"	"YDL076C"	0.239292714110863
"460"	"YDL077C"	0.0322602946332296
"461"	"YDL078C"	-1.7575156004872
"462"	"YDL079C"	0.401820280579276
"463"	"YDL080C"	0.77904152124667
"464"	"YDL081C"	-0.0876763743182621
"465"	"YDL082W"	0.284903936705258
"466"	"YDL083C"	0.220172436079794
"467"	"YDL085W"	-0.136486712678884
"468"	"YDL086W"	-0.131882147814984
"469"	"YDL088C"	-0.00531766225775927
"470"	"YDL089W"	-0.417104285797328
"471"	"YDL091C"	-0.0982915899153196
"472"	"YDL093W"	0.13717674024321
"473"	"YDL094C"	0.540064904568719
"474"	"YDL096C"	-2.343650670003
"475"	"YDL100C"	0.540537813618904
"476"	"YDL104C"	-1.12900617966117
"477"	"YDL106C"	0.0519277299694599
"478"	"YDL109C"	0.431377572034393
"479"	"YDL110C"	0.15693446062289
"480"	"YDL112W"	-1.23060832608936
"481"	"YDL114W"	0.180113607414035
"482"	"YDL117W"	-2.37125087784126
"483"	"YDL119C"	-1.06341284042999
"484"	"YDL121C"	0.0932859224761993
"485"	"YDL122W"	-0.246189734856724
"486"	"YDL123W"	-0.0777635376849385
"487"	"YDL127W"	0.319367606030098
"488"	"YDL128W"	2.54259958362357
"489"	"YDL130W-A"	-0.0272137315843237
"490"	"YDL130W"	0.88446077323635
"491"	"YDL131W"	0.669029246267125
"492"	"YDL133C-A"	-0.732253177322094
"493"	"YDL134C"	0.555954650495286
"494"	"YDL136W"	0.392352135985732
"495"	"YDL137W"	1.37271577216568
"496"	"YDL142C"	0.498221277283551
"497"	"YDL144C"	-0.232073136818468
"498"	"YDL149W"	0.0477168278784264
"499"	"YDL154W"	0.121351543589733
"500"	"YDL155W"	0.308216065965403
"501"	"YDL156W"	-0.170662760590192
"502"	"YDL161W"	0.401042140325513
"503"	"YDL162C"	-0.677685578787369
"504"	"YDL168W"	0.131083885295015
"505"	"YDL169C"	0.109567535567701
"506"	"YDL170W"	0.163086760458526
"507"	"YDL171C"	-0.116207863612729
"508"	"YDL172C"	-0.416132832573563
"509"	"YDL173W"	-0.103846561686306
"510"	"YDL174C"	-0.0481825290121039
"511"	"YDL175C"	-0.784266579228662
"512"	"YDL177C"	0.265472951419153
"513"	"YDL178W"	0.0189588168122067
"514"	"YDL180W"	0.0576064872413113
"515"	"YDL182W"	0.134029387333643
"516"	"YDL184C"	-0.0339704972329402
"517"	"YDL186W"	-0.34443213526991
"518"	"YDL187C"	-0.147907196743883
"519"	"YDL188C"	0.173488549438934
"520"	"YDL189W"	-0.473497016994749
"521"	"YDL190C"	-0.341963702052127
"522"	"YDL191W"	-0.216625211582275
"523"	"YDL194W"	-2.60662830197612
"524"	"YDL197C"	-0.138974274524763
"525"	"YDL199C"	-0.340147185199581
"526"	"YDL200C"	-0.343451897068389
"527"	"YDL201W"	0.0811652285388694
"528"	"YDL203C"	0.204438844990377
"529"	"YDL204W"	-0.33922814371263
"530"	"YDL210W"	-0.10797696309483
"531"	"YDL211C"	0.119466392136727
"532"	"YDL215C"	0.0543259530344527
"533"	"YDL218W"	-0.12783633613126
"534"	"YDL219W"	-0.285845827599037
"535"	"YDL223C"	-0.0756033622391679
"536"	"YDL224C"	-0.056066192252181
"537"	"YDL226C"	0.470540650595417
"538"	"YDL227C"	-0.188966244030464
"539"	"YDL229W"	-0.0137888338049529
"540"	"YDL230W"	0.134388423671204
"541"	"YDL231C"	-0.136785489828302
"542"	"YDL233W"	-0.2357837933876
"543"	"YDL236W"	-0.0292280712928025
"544"	"YDL237W"	1.16800317113529
"545"	"YDL239C"	-0.21288462812677
"546"	"YDL240W"	0.517483179982296
"547"	"YDL241W"	-0.0485474688084188
"548"	"YDL242W"	0.24399721858867
"549"	"YDL243C"	-0.0555838605173374
"550"	"YDR001C"	0.436512367936336
"551"	"YDR004W"	1.27156349487902
"552"	"YDR005C"	1.16352659472087
"553"	"YDR006C"	1.11978406824963
"554"	"YDR007W"	0.654691520605891
"555"	"YDR009W"	0.344939550191516
"556"	"YDR010C"	-0.224131122093042
"557"	"YDR011W"	0.159794181764325
"558"	"YDR014W"	0.321984081746812
"559"	"YDR015C"	0.333517904950858
"560"	"YDR018C"	0.571316194213535
"561"	"YDR019C"	0.842151541869607
"562"	"YDR020C"	0.259975290789814
"563"	"YDR022C"	0.0852030416240514
"564"	"YDR024W"	-0.0471714512560677
"565"	"YDR025W"	0.735426239236803
"566"	"YDR026C"	0.409803212069919
"567"	"YDR030C"	-0.368601153649453
"568"	"YDR033W"	0.404996826936919
"569"	"YDR035W"	0.148557192251166
"570"	"YDR036C"	-0.583994895763698
"571"	"YDR046C"	0.0420328403522085
"572"	"YDR048C"	0.16909143322441
"573"	"YDR049W"	-0.371484791070346
"574"	"YDR051C"	0.105567556307282
"575"	"YDR055W"	-0.218040262710849
"576"	"YDR057W"	0.506303150693579
"577"	"YDR058C"	-0.203114300870865
"578"	"YDR061W"	0.305889717915023
"579"	"YDR063W"	-1.69102439798167
"580"	"YDR066C"	-0.139603251942635
"581"	"YDR067C"	0.254011385545198
"582"	"YDR068W"	0.460689142547333
"583"	"YDR070C"	-1.07514774776707
"584"	"YDR071C"	-1.06567702819581
"585"	"YDR072C"	0.160234748904408
"586"	"YDR073W"	0.670865579891251
"587"	"YDR074W"	-2.04195788082774
"588"	"YDR076W"	-0.61959680039068
"589"	"YDR080W"	0.771593231335306
"590"	"YDR083W"	0.894998675139983
"591"	"YDR085C"	0.433063531159211
"592"	"YDR089W"	0.325424314168372
"593"	"YDR090C"	0.0698976679844968
"594"	"YDR092W"	1.3390602919175
"595"	"YDR093W"	0.46405099990594
"596"	"YDR094W"	0.448277871859273
"597"	"YDR095C"	0.656219161572603
"598"	"YDR097C"	-0.0472959544009566
"599"	"YDR098C"	-0.279134017635253
"600"	"YDR099W"	0.331149418252792
"601"	"YDR100W"	-0.112352382917105
"602"	"YDR101C"	-0.24402491762091
"603"	"YDR102C"	0.408353616910743
"604"	"YDR104C"	0.32312925539055
"605"	"YDR108W"	-1.40642964766146
"606"	"YDR109C"	0.0819662395468903
"607"	"YDR110W"	0.324584149272457
"608"	"YDR111C"	0.514729151035697
"609"	"YDR112W"	0.491078189718544
"610"	"YDR116C"	1.01265079311554
"611"	"YDR117C"	0.614525315177225
"612"	"YDR119W"	0.0827404061842346
"613"	"YDR120C"	1.25467538727553
"614"	"YDR121W"	0.774842036260757
"615"	"YDR122W"	0.0270185798796317
"616"	"YDR123C"	-0.31458089318233
"617"	"YDR124W"	0.403854800866606
"618"	"YDR125C"	0.954478564347036
"619"	"YDR126W"	-0.26762470398566
"620"	"YDR127W"	0.383959147978327
"621"	"YDR128W"	-0.0274743257561312
"622"	"YDR130C"	0.451361219035359
"623"	"YDR131C"	0.297847635816643
"624"	"YDR132C"	0.0518207435098571
"625"	"YDR133C"	0.489997716943058
"626"	"YDR134C"	-0.0474726567344531
"627"	"YDR135C"	0.302753752578211
"628"	"YDR139C"	1.41748314569792
"629"	"YDR142C"	0.253539462058189
"630"	"YDR143C"	0.237495197010452
"631"	"YDR144C"	0.680379779637683
"632"	"YDR146C"	1.1794413579996
"633"	"YDR147W"	0.41780290273942
"634"	"YDR148C"	0.061638136708066
"635"	"YDR149C"	-0.215732194449584
"636"	"YDR150W"	0.0859213780447163
"637"	"YDR153C"	0.525957898019436
"638"	"YDR154C"	0.241306938777533
"639"	"YDR155C"	0.155687105295437
"640"	"YDR156W"	-0.00767836712557215
"641"	"YDR157W"	-0.205471294990885
"642"	"YDR158W"	-0.016365322187101
"643"	"YDR159W"	-1.2647401157305
"644"	"YDR161W"	0.706286727661018
"645"	"YDR162C"	0.0130142649377245
"646"	"YDR163W"	0.131029534952921
"647"	"YDR165W"	0.725543306822806
"648"	"YDR169C"	0.114891849848095
"649"	"YDR171W"	0.386790143455911
"650"	"YDR174W"	0.232998673133687
"651"	"YDR181C"	0.152728827580647
"652"	"YDR184C"	0.192440988261141
"653"	"YDR185C"	-0.0428788416610498
"654"	"YDR186C"	-2.77792239401577
"655"	"YDR191W"	-0.162250100686163
"656"	"YDR192C"	0.15552002093667
"657"	"YDR193W"	1.14725762428971
"658"	"YDR198C"	0.295048390102126
"659"	"YDR202C"	-0.619647221788017
"660"	"YDR203W"	0.918752066995434
"661"	"YDR205W"	0.196561322647114
"662"	"YDR206W"	0.944563360693541
"663"	"YDR207C"	0.610566086772836
"664"	"YDR209C"	0.267474348204244
"665"	"YDR210W"	0.258053294393112
"666"	"YDR213W"	-3.59011601596663
"667"	"YDR214W"	0.513256671840439
"668"	"YDR215C"	0.427847974690233
"669"	"YDR216W"	1.13540650577419
"670"	"YDR217C"	1.21185548940726
"671"	"YDR218C"	0.39619177402772
"672"	"YDR219C"	0.405373485654679
"673"	"YDR220C"	0.432981755040951
"674"	"YDR222W"	0.972069239167966
"675"	"YDR223W"	0.0303818068225004
"676"	"YDR229W"	0.316913215763273
