"gene"	"SyringicAcid"
"284"	"YBR255W"	0.532197466135357
"285"	"YBR258C"	0.283920362065204
"286"	"YBR259W"	0.275679726080772
"287"	"YBR260C"	0.042555604767612
"288"	"YBR261C"	-0.188245604903925
"289"	"YBR262C"	0.494540197428552
"290"	"YBR263W"	0.490109857831155
"291"	"YBR264C"	0.084135166711078
"292"	"YBR266C"	1.38410618590431
"293"	"YBR267W"	0.711924580769607
"294"	"YBR269C"	-0.00228673217856343
"295"	"YBR270C"	-0.0493271969887729
"296"	"YBR271W"	0.19369391758068
"297"	"YBR274W"	-0.286774753325465
"298"	"YBR275C"	0.53214700267375
"299"	"YBR276C"	-0.0952781183341978
"300"	"YBR277C"	-0.275811756676004
"301"	"YBR278W"	0.117015136466864
"302"	"YBR280C"	0.568726673958173
"303"	"YBR281C"	0.0313994502938225
"304"	"YBR283C"	0.895815560902005
"305"	"YBR284W"	-0.139615014951218
"306"	"YBR285W"	0.004240738661086
"307"	"YBR286W"	-0.139642613291801
"308"	"YBR287W"	0.0300967981451688
"309"	"YBR289W"	-0.00335889102176316
"310"	"YBR290W"	-0.0795156006530285
"311"	"YBR291C"	0.579899924722326
"312"	"YBR292C"	0.0863342336094402
"313"	"YBR293W"	1.22232158017483
"314"	"YBR294W"	0.649172208465347
"315"	"YBR295W"	-0.0412375743493926
"316"	"YBR296C"	0.126361173186008
"317"	"YBR297W"	1.01215385295114
"318"	"YBR298C"	-0.0931736381059301
"319"	"YBR301W"	-0.177904799003607
"320"	"YCL001W-A"	-0.634541300372072
"321"	"YCL001W"	-0.0546329026290218
"322"	"YCL006C"	0.194259611769262
"323"	"YCL010C"	-0.87759274535769
"324"	"YCL011C"	0.0561683148696283
"325"	"YCL012W"	-0.422819000923205
"326"	"YCL013W"	-0.241746542396638
"327"	"YCL014W"	0.287753908754805
"328"	"YCL016C"	-1.64923826736398
"329"	"YCL022C"	0.388077942909187
"330"	"YCL023C"	-0.23576877459048
"331"	"YCL024W"	0.00176016970682727
"332"	"YCL025C"	-0.235172423759663
"333"	"YCL026C-A"	-0.548770961108452
"334"	"YCL026C"	-0.670993563902328
"335"	"YCL027W"	0.878719347347893
"336"	"YCL028W"	-0.0395747270111434
"337"	"YCL029C"	-0.00923509890919549
"338"	"YCL034W"	-2.5112460089244
"339"	"YCL035C"	-0.0900565133102673
"340"	"YCL038C"	0.260026526492937
"341"	"YCL039W"	0.361111862898117
"342"	"YCL042W"	-2.72374269774817
"343"	"YCL046W"	-0.406652213618744
"344"	"YCL048W"	-0.209995185700594
"345"	"YCL049C"	-0.159584051635258
"346"	"YCL050C"	-0.47002449801044
"347"	"YCL051W"	-0.217608473788956
"348"	"YCL055W"	-0.209417924945884
"349"	"YCL057W"	-0.0601925607523427
"350"	"YCL061C"	-0.167898210826003
"351"	"YCL062W"	0.0519454800263119
"352"	"YCL063W"	-0.776814370987117
"353"	"YCL064C"	0.204709074484591
"354"	"YCL069W"	0.196253550666797
"355"	"YCL074W"	0.690994464100987
"356"	"YCL075W"	0.47693198703986
"357"	"YCL076W"	-0.0723953508373789
"358"	"YCR001W"	1.00216759544715
"359"	"YCR005C"	-0.12102411288105
"360"	"YCR006C"	0.992881144841381
"361"	"YCR007C"	0.619238042160917
"362"	"YCR008W"	0.287533528350111
"363"	"YCR009C"	-0.337609245218096
"364"	"YCR010C"	-0.466515514943734
"365"	"YCR011C"	0.367145544161374
"366"	"YCR014C"	-0.277266274897505
"367"	"YCR015C"	-0.324766226320781
"368"	"YCR016W"	0.370278993219288
"369"	"YCR017C"	-0.626983993528228
"370"	"YCR019W"	-0.426431546643557
"371"	"YCR020C-A"	-1.44615161676462
"372"	"YCR020C"	-0.56226558642689
"373"	"YCR021C"	-0.072200113021948
"374"	"YCR022C"	0.195686044344953
"375"	"YCR023C"	0.00616347101370507
"376"	"YCR024C-A"	-0.176767256172162
"377"	"YCR025C"	0.884781400725714
"378"	"YCR027C"	-0.188001406545697
"379"	"YCR028C-A"	0.846123869275233
"380"	"YCR030C"	-0.62742776721219
"381"	"YCR031C"	-0.0551212740187001
"382"	"YCR032W"	0.205222420566729
"383"	"YCR033W"	0.132228597351119
"384"	"YCR034W"	0.24451394500568
"385"	"YCR036W"	-0.129571930742097
"386"	"YCR037C"	0.201353877351383
"387"	"YCR043C"	-0.318018070156863
"388"	"YCR044C"	-1.17457729722028
"389"	"YCR045C"	-0.152181069679339
"390"	"YCR048W"	0.461367266824841
"391"	"YCR049C"	-0.188802072566724
"392"	"YCR050C"	-0.386844748592673
"393"	"YCR051W"	-0.231338126674704
"394"	"YCR053W"	-1.90539799168016
"395"	"YCR059C"	0.0490250810539734
"396"	"YCR060W"	0.929376636727454
"397"	"YCR061W"	-0.0105177282205594
"398"	"YCR062W"	0.825153576704073
"399"	"YCR065W"	-0.134059942736294
"400"	"YCR068W"	-0.043703823742212
"401"	"YCR069W"	0.0465197506159304
"402"	"YCR071C"	0.666760868175227
"403"	"YCR073C"	0.243671870493883
"404"	"YCR073W-A"	0.965467352917833
"405"	"YCR075C"	-0.389707407086362
"406"	"YCR076C"	-0.484166077362688
"407"	"YCR077C"	-0.932591887573214
"408"	"YCR079W"	0.975960383798254
"409"	"YCR081W"	-0.743426640950872
"410"	"YCR082W"	0.805333328734713
"411"	"YCR085W"	0.120096953551837
"412"	"YCR086W"	-1.00834563972985
"413"	"YCR087C-A"	-0.030009531169064
"414"	"YCR087W"	-0.283789483410028
"415"	"YCR088W"	-0.236170388524539
"416"	"YCR090C"	-0.181352106307061
"417"	"YCR092C"	-0.341326180789147
"418"	"YCR095C"	-0.560924920302892
"419"	"YCR098C"	-0.190282107361873
"420"	"YCR099C"	0.583942080024704
"421"	"YCR100C"	-0.0140640150545686
"422"	"YCR101C"	0.450129951450868
"423"	"YCR102C"	-0.0304138401853768
"424"	"YCR102W-A"	0.450376590170628
"425"	"YCR105W"	-0.145002285994495
"426"	"YCR106W"	-0.281876954405492
"427"	"YCR107W"	-0.255386026993412
"428"	"YDL001W"	0.795478784029121
"429"	"YDL002C"	0.747328595064398
"430"	"YDL006W"	0.810862751724584
"431"	"YDL010W"	-0.545949927223687
"432"	"YDL011C"	0.512739567032385
"433"	"YDL012C"	0.595923316033243
"434"	"YDL013W"	0.869033502596589
"435"	"YDL018C"	0.414797039507788
"436"	"YDL019C"	1.44146134328176
"437"	"YDL020C"	-0.5010480157773
"438"	"YDL024C"	0.0323289710682199
"439"	"YDL025C"	-0.313620957331506
"440"	"YDL026W"	-0.105991594662058
"441"	"YDL035C"	0.130305551554126
"442"	"YDL036C"	-0.228258296656387
"443"	"YDL037C"	-0.575510651733773
"444"	"YDL038C"	-0.552894845735293
"445"	"YDL039C"	-0.30112704396251
"446"	"YDL048C"	-0.30502792130859
"447"	"YDL050C"	-0.652382741919651
"448"	"YDL051W"	-0.39071593362204
"449"	"YDL052C"	-0.0382782235004132
"450"	"YDL054C"	-0.0757901023136771
"451"	"YDL056W"	-0.94850418569477
"452"	"YDL059C"	-0.371385250038571
"453"	"YDL063C"	-0.173650893882095
"454"	"YDL066W"	1.01461258654697
"455"	"YDL070W"	0.21596977906312
"456"	"YDL071C"	-0.58871893769585
"457"	"YDL074C"	0.84472309211344
"458"	"YDL076C"	0.311747605409174
"459"	"YDL077C"	0.0304438150248724
"460"	"YDL078C"	-0.267623453838492
"461"	"YDL079C"	-0.32050698773616
"462"	"YDL080C"	0.895558161513388
"463"	"YDL081C"	-0.0476901302622213
"464"	"YDL082W"	0.0422004158602227
"465"	"YDL083C"	0.317955206920907
"466"	"YDL085W"	-0.78002245506008
"467"	"YDL086W"	0.159026812156022
"468"	"YDL088C"	0.0743167167568725
"469"	"YDL089W"	0.423464467930843
"470"	"YDL091C"	0.706897185299347
"471"	"YDL093W"	-0.566467287320345
"472"	"YDL094C"	-0.29889451001167
"473"	"YDL096C"	-2.27492881932914
"474"	"YDL100C"	-0.0578788361638776
"475"	"YDL104C"	-1.128858827756
"476"	"YDL106C"	-0.302866365029233
"477"	"YDL109C"	-0.343066603592524
"478"	"YDL110C"	0.0845694848688878
"479"	"YDL112W"	-0.538488152005784
"480"	"YDL114W"	0.792253410091073
"481"	"YDL117W"	-2.29720040439614
"482"	"YDL119C"	-0.468017330521009
"483"	"YDL121C"	-0.331619124249117
"484"	"YDL122W"	-0.566206361008088
"485"	"YDL123W"	-0.334739791912701
"486"	"YDL127W"	0.185115724510215
"487"	"YDL128W"	-1.33606677102581
"488"	"YDL130W-A"	0.328144497411997
"489"	"YDL130W"	1.31218269028535
"490"	"YDL131W"	-0.972835625603325
"491"	"YDL133C-A"	0.301524423635755
"492"	"YDL134C"	0.203661463816087
"493"	"YDL136W"	0.0340646965273853
"494"	"YDL137W"	-0.932615882026873
"495"	"YDL142C"	-0.841064493099221
"496"	"YDL144C"	0.162196534259622
"497"	"YDL149W"	0.155491940459248
"498"	"YDL154W"	-0.207532841276127
"499"	"YDL155W"	-0.205054081164735
"500"	"YDL156W"	0.0181005788587783
"501"	"YDL161W"	-0.37752005465812
"502"	"YDL162C"	1.67016155485929
"503"	"YDL168W"	-0.164536110908936
"504"	"YDL169C"	-0.207557705687688
"505"	"YDL170W"	0.531958469106682
"506"	"YDL171C"	0.052122076597879
"507"	"YDL172C"	-0.0461993196796296
"508"	"YDL173W"	0.438390487921576
"509"	"YDL174C"	-0.0265869663216717
"510"	"YDL175C"	-0.941406189804954
"511"	"YDL177C"	0.0429749420715207
"512"	"YDL178W"	-0.206337372438434
"513"	"YDL180W"	-0.295839788578065
"514"	"YDL182W"	-0.0391584186029938
"515"	"YDL184C"	0.311745345203482
"516"	"YDL186W"	-0.0150857153810025
"517"	"YDL187C"	-0.352577183948669
"518"	"YDL188C"	0.466734571109177
"519"	"YDL189W"	-0.118904954531559
"520"	"YDL190C"	0.338048915337897
"521"	"YDL191W"	0.60594604690497
"522"	"YDL194W"	0.0430030483008537
"523"	"YDL197C"	-1.75892695369001
"524"	"YDL199C"	-0.283945039925408
"525"	"YDL200C"	0.0567565503480607
"526"	"YDL201W"	-0.187229506454086
"527"	"YDL203C"	-0.0308221583945497
"528"	"YDL204W"	0.150466760885445
"529"	"YDL210W"	0.164342699858252
"530"	"YDL211C"	0.236203886516541
"531"	"YDL215C"	-0.136815429398636
"532"	"YDL218W"	0.0834162826124326
"533"	"YDL219W"	0.865783367918135
"534"	"YDL223C"	0.914104074134464
"535"	"YDL224C"	0.0134221716854582
"536"	"YDL226C"	-0.390659614963059
"537"	"YDL227C"	-0.141096220100887
"538"	"YDL229W"	-0.146211488449047
"539"	"YDL230W"	0.126354320915085
"540"	"YDL231C"	0.504458320368361
"541"	"YDL233W"	0.0971720077249342
"542"	"YDL236W"	-0.0548131082426706
"543"	"YDL237W"	-2.48286302925179
"544"	"YDL239C"	0.279653942877211
"545"	"YDL240W"	0.142590253894144
"546"	"YDL241W"	0.524755057438497
"547"	"YDL242W"	0.185232935542572
"548"	"YDL243C"	-0.214438768886183
"549"	"YDR001C"	1.04876411287878
"550"	"YDR004W"	1.18957288637809
"551"	"YDR005C"	0.786830277821649
"552"	"YDR006C"	0.919335540922444
"553"	"YDR007W"	0.926225767199663
"554"	"YDR009W"	0.0891458015704229
"555"	"YDR010C"	0.0935625748484909
"556"	"YDR011W"	-0.0996237735320447
"557"	"YDR014W"	0.413502720959329
"558"	"YDR015C"	-0.145914062497831
"559"	"YDR018C"	0.606087173113176
"560"	"YDR019C"	1.06065865274922
"561"	"YDR020C"	-0.230999519838559
"562"	"YDR022C"	0.238199538192308
"563"	"YDR024W"	0.57290416359574
"564"	"YDR025W"	1.94318567882476
"565"	"YDR026C"	0.317577091626626
"566"	"YDR030C"	-0.202091551561638
"567"	"YDR033W"	-0.135620900400333
"568"	"YDR035W"	-0.488057784081517
"569"	"YDR036C"	0.247560246906049
"570"	"YDR046C"	-0.139752255023873
"571"	"YDR048C"	-0.685844305412509
"572"	"YDR049W"	0.288119710559512
"573"	"YDR051C"	-0.39640556502427
"574"	"YDR055W"	1.14920559241812
"575"	"YDR057W"	0.654847704255796
"576"	"YDR058C"	0.107976147870688
"577"	"YDR061W"	-0.311897923542845
"578"	"YDR063W"	-1.40521003221503
"579"	"YDR066C"	-0.341586292503451
"580"	"YDR067C"	-0.33676565276845
"581"	"YDR068W"	0.023961558216769
"582"	"YDR070C"	0.714484525115979
"583"	"YDR071C"	-0.30414156398947
"584"	"YDR072C"	-0.133596135640454
"585"	"YDR073W"	-0.0116883108412443
"586"	"YDR074W"	-0.801892443349035
"587"	"YDR076W"	0.203833189507322
"588"	"YDR080W"	0.1423913651259
"589"	"YDR083W"	-0.539470614883332
"590"	"YDR085C"	-0.195729130715719
"591"	"YDR089W"	0.029001466494949
"592"	"YDR090C"	-0.00416091307551001
"593"	"YDR092W"	-1.56307156411866
"594"	"YDR093W"	0.852740757927889
"595"	"YDR094W"	1.03762694451708
"596"	"YDR095C"	0.0156536510960095
"597"	"YDR097C"	-0.444443160715051
"598"	"YDR098C"	-0.800420160961799
"599"	"YDR099W"	-0.465762492791931
"600"	"YDR100W"	0.633387926607515
"601"	"YDR101C"	-0.469329070485466
"602"	"YDR102C"	-0.513742504672756
"603"	"YDR104C"	-0.0858479427888984
"604"	"YDR108W"	-1.03921013782967
"605"	"YDR109C"	-0.346126456554774
"606"	"YDR110W"	-0.566815679153228
"607"	"YDR111C"	-0.516405657782647
"608"	"YDR112W"	-0.492178582405356
"609"	"YDR116C"	-0.55299836500943
"610"	"YDR117C"	-2.48712378223279
"611"	"YDR119W"	-0.657202444303585
"612"	"YDR120C"	-0.631047189384113
"613"	"YDR121W"	-0.726550808593479
"614"	"YDR122W"	-0.274235675710387
"615"	"YDR123C"	-0.942935772778928
"616"	"YDR124W"	-0.533033696050539
"617"	"YDR125C"	-0.792419420184189
"618"	"YDR126W"	0.724123790253664
"619"	"YDR127W"	-1.03345236486739
"620"	"YDR128W"	-0.0246926878534645
"621"	"YDR130C"	0.128749837175193
"622"	"YDR131C"	-0.686693885596583
"623"	"YDR132C"	-0.854417041693697
"624"	"YDR133C"	-0.677234842782874
"625"	"YDR134C"	0.13913728596604
"626"	"YDR135C"	-0.369956042555024
"627"	"YDR139C"	0.744448563486864
"628"	"YDR142C"	-0.488560127277426
"629"	"YDR143C"	-0.549660842468778
"630"	"YDR144C"	-0.636276949913776
"631"	"YDR146C"	0.046657956182786
"632"	"YDR147W"	-0.344520446312255
"633"	"YDR148C"	-1.04245142404756
"634"	"YDR149C"	-0.518504509629202
"635"	"YDR150W"	-0.794101714088411
"636"	"YDR153C"	-0.726500706006975
"637"	"YDR154C"	-0.684322115088557
"638"	"YDR155C"	-0.635555139448499
"639"	"YDR156W"	-0.126384460602642
"640"	"YDR157W"	-0.535960669078056
"641"	"YDR158W"	0.519486270396516
"642"	"YDR159W"	-1.58630484933507
"643"	"YDR161W"	-0.487690016295863
"644"	"YDR162C"	-0.265050921400711
"645"	"YDR163W"	0.400210253573539
"646"	"YDR165W"	-0.438268803227199
"647"	"YDR169C"	-0.318000801519511
"648"	"YDR171W"	-0.417213015502229
"649"	"YDR174W"	0.452934835934021
"650"	"YDR181C"	-0.42594502817504
"651"	"YDR184C"	0.0693839902819852
"652"	"YDR185C"	-0.641525696031187
"653"	"YDR186C"	-0.864678058338445
"654"	"YDR191W"	-0.223048024862791
"655"	"YDR192C"	-0.409935040548853
"656"	"YDR193W"	-1.37218200250444
"657"	"YDR198C"	0.124281440470882
"658"	"YDR202C"	-0.358752343297565
"659"	"YDR203W"	-0.693520803257255
"660"	"YDR205W"	-0.0437289795893708
"661"	"YDR206W"	-1.12716733356421
"662"	"YDR207C"	-0.571022072337259
"663"	"YDR209C"	-0.564174110190433
"664"	"YDR210W"	-0.413135371547866
"665"	"YDR213W"	-0.0970269444971562
"666"	"YDR214W"	0.371265942413639
"667"	"YDR215C"	-0.170830325510814
"668"	"YDR216W"	1.09427575742431
"669"	"YDR217C"	-0.939267356127322
"670"	"YDR218C"	-0.349236859170138
"671"	"YDR219C"	-0.478957712717524
"672"	"YDR220C"	-0.728774851861581
