"gene"	"EMIMCl"
"379"	"YCR028C-A"	-3.32458644508042
"380"	"YCR030C"	-0.283587321831462
"381"	"YCR031C"	-0.0124668562032768
"382"	"YCR032W"	-0.589253391201784
"383"	"YCR033W"	-0.796488226016336
"384"	"YCR034W"	1.04235932211638
"385"	"YCR036W"	0.106711316318148
"386"	"YCR037C"	0.388501146401661
"387"	"YCR043C"	0.182488450642826
"388"	"YCR044C"	0.257474673519492
"389"	"YCR045C"	0.109070285098872
"390"	"YCR048W"	-0.985138187815042
"391"	"YCR049C"	0.0127951570028449
"392"	"YCR050C"	0.251073366128534
"393"	"YCR051W"	0.374090496488449
"394"	"YCR053W"	-1.13290353229975
"395"	"YCR059C"	0.134093136969062
"396"	"YCR060W"	-0.846292580087549
"397"	"YCR061W"	-0.453237472158161
"398"	"YCR062W"	-0.430729700345079
"399"	"YCR065W"	0.218610512066083
"400"	"YCR068W"	0.15883157783269
"401"	"YCR069W"	0.242012195236378
"402"	"YCR071C"	-3.21700370238033
"403"	"YCR073C"	-0.576593846349422
"404"	"YCR073W-A"	-1.32912311016604
"405"	"YCR075C"	-0.0427682730802593
"406"	"YCR076C"	0.161657065326269
"407"	"YCR077C"	0.226540112426131
"408"	"YCR079W"	-1.50119094975766
"409"	"YCR081W"	-0.815326755336196
"410"	"YCR082W"	-0.38346036559402
"411"	"YCR085W"	0.00844183277633073
"412"	"YCR086W"	-0.117194568005757
"413"	"YCR087C-A"	0.0951314895398958
"414"	"YCR087W"	0.141201108181606
"415"	"YCR088W"	0.540792728929821
"416"	"YCR090C"	0.125452952357083
"417"	"YCR092C"	0.0296176746724269
"418"	"YCR095C"	-0.187680531100461
"419"	"YCR098C"	0.131433233444731
"420"	"YCR099C"	-0.85491171770282
"421"	"YCR100C"	0.157116944456143
"422"	"YCR101C"	-0.213614287413977
"423"	"YCR102C"	0.176365786686621
"424"	"YCR102W-A"	-0.565540687396256
"425"	"YCR105W"	0.0193868634183722
"426"	"YCR106W"	0.0290876365142021
"427"	"YCR107W"	0.166730086295672
"428"	"YDL001W"	-1.62877334572362
"429"	"YDL002C"	-2.18746055713951
"430"	"YDL006W"	-2.05625548153856
"431"	"YDL010W"	-0.0154180703677445
"432"	"YDL011C"	0.233666543143547
"433"	"YDL012C"	-0.586263971156778
"434"	"YDL013W"	-0.842546743000466
"435"	"YDL018C"	0.266945520705451
"436"	"YDL019C"	-0.395350266194146
"437"	"YDL020C"	0.57172333835068
"438"	"YDL024C"	-0.19255594784144
"439"	"YDL025C"	0.458650953493502
"440"	"YDL026W"	0.232703092823009
"441"	"YDL035C"	0.0218383793663252
"442"	"YDL036C"	0.385240184761664
"443"	"YDL037C"	0.615001402051456
"444"	"YDL038C"	0.339721355563682
"445"	"YDL039C"	0.154514445495146
"446"	"YDL048C"	0.344778367857662
"447"	"YDL050C"	0.536599598926489
"448"	"YDL051W"	0.488150412087387
"449"	"YDL052C"	0.0457329653910446
"450"	"YDL054C"	-0.0545504183580711
"451"	"YDL056W"	0.208084070871402
"452"	"YDL059C"	0.264675180008448
"453"	"YDL063C"	0.396792186562681
"454"	"YDL066W"	-0.811124864118218
"455"	"YDL070W"	-0.368752967841573
"456"	"YDL071C"	0.0882488464836216
"457"	"YDL074C"	-0.153392563650663
"458"	"YDL076C"	-0.0830353417766819
