"gene"	"Syringaldehyde"
"85"	"YBL043W"	-1.79294784361975
"86"	"YBL046W"	-0.252347958117149
"87"	"YBL048W"	0.079858782399827
"88"	"YBL049W"	-0.411421470378588
"89"	"YBL051C"	0.417369066199166
"90"	"YBL052C"	-0.170844266468355
"91"	"YBL053W"	-0.47264055453085
"92"	"YBL054W"	0.253565442138695
"93"	"YBL055C"	0.410158209096124
"94"	"YBL056W"	-0.0318850281013145
"95"	"YBL057C"	0.0316487520584223
"96"	"YBL059W"	0.276862371973807
"97"	"YBL060W"	0.0520202660173725
"98"	"YBL061C"	-0.0529675583396095
"99"	"YBL062W"	0.0794794734835118
"100"	"YBL063W"	-0.336280405018295
"101"	"YBL064C"	-0.0966818003894916
"102"	"YBL065W"	-0.346004705845692
"103"	"YBL066C"	0.0456315017552917
"104"	"YBL067C"	-0.285172496385969
"105"	"YBL068W"	-0.0436605461874884
"106"	"YBL069W"	0.0467599650086487
"107"	"YBL070C"	-0.515063369139598
"108"	"YBL071C"	-0.0831571048612337
"109"	"YBL072C"	-0.648837171401891
"110"	"YBL075C"	0.216247882819091
"111"	"YBL078C"	0.207304328644972
"112"	"YBL079W"	-0.975150345973896
"113"	"YBL081W"	0.0893937278684703
"114"	"YBL082C"	0.344570033987268
"115"	"YBL083C"	0.0183786420025063
"116"	"YBL085W"	-0.125776055278003
"117"	"YBL086C"	-0.262252889460666
"118"	"YBL087C"	0.170296450690206
"119"	"YBL088C"	-0.245119355396259
"120"	"YBL089W"	0.0365726730717134
"121"	"YBL091C-A"	-0.0339219967858572
"122"	"YBL091C"	-0.392120927841921
"123"	"YBL094C"	0.00560598245248188
"124"	"YBL095W"	-0.307579828966654
"125"	"YBL096C"	-0.279250082800825
"126"	"YBL098W"	-0.136267841950675
"127"	"YBL101C"	-0.264373342614424
"128"	"YBL102W"	-0.200587829713725
"129"	"YBL103C"	0.0310816579957162
"130"	"YBL104C"	-0.162045551679143
"131"	"YBL106C"	0.351625313271173
"132"	"YBL107C"	-0.0818760985271119
"133"	"YBR001C"	0.366432220963613
"134"	"YBR005W"	1.00037781919511
"135"	"YBR006W"	0.0156079464502609
"136"	"YBR007C"	0.21564449813683
"137"	"YBR008C"	-0.379606274034288
"138"	"YBR009C"	0.0935168991190598
"139"	"YBR010W"	0.0740421707909141
"140"	"YBR012C"	0.0814278276084777
"141"	"YBR013C"	-0.0653266202643585
"142"	"YBR014C"	-0.177295317700604
"143"	"YBR015C"	-1.30830764539844
"144"	"YBR016W"	0.539087117303727
"145"	"YBR018C"	-0.0566958278042625
"146"	"YBR022W"	0.307846019728539
"147"	"YBR024W"	-0.28477072806393
"148"	"YBR025C"	-0.189885223622408
"149"	"YBR026C"	-0.623788109852884
"150"	"YBR027C"	-0.249574012279066
"151"	"YBR028C"	-0.0901782465046023
"152"	"YBR030W"	0.0611418492691294
"153"	"YBR031W"	-0.0884355103451085
"154"	"YBR032W"	0.134010210476764
"155"	"YBR033W"	-0.308223186945875
"156"	"YBR034C"	-0.141611660560698
"157"	"YBR036C"	-0.243871204306018
"158"	"YBR040W"	0.21001354385025
"159"	"YBR041W"	-0.0250111658753785
"160"	"YBR042C"	0.331918830891939
"161"	"YBR043C"	0.108567987547156
"162"	"YBR044C"	0.830876551509487
"163"	"YBR045C"	0.00877741348142846
"164"	"YBR047W"	0.0528021914102058
"165"	"YBR048W"	0.208454067866414
"166"	"YBR052C"	-0.439394617782295
"167"	"YBR053C"	-0.196793700111213
"168"	"YBR054W"	-0.469787596702531
"169"	"YBR056W"	0.337553744578202
"170"	"YBR057C"	-0.0327379692087533
"171"	"YBR058C"	-0.533458684142041
"172"	"YBR059C"	-0.505633003113503
"173"	"YBR061C"	-0.880631124872973
"174"	"YBR062C"	0.198043844678075
"175"	"YBR063C"	0.00922044102063241
"176"	"YBR064W"	-0.242737891008288
"177"	"YBR065C"	-0.207211882584371
"178"	"YBR068C"	-0.00546290557670384
"179"	"YBR069C"	0.347893544961316
"180"	"YBR071W"	0.417387096861312
"181"	"YBR072W"	-0.42335184779751
"182"	"YBR073W"	-0.0505942840147178
"183"	"YBR074W"	-0.03038118000905
"184"	"YBR075W"	-0.195721067453435
"185"	"YBR076W"	0.0620746627732557
"186"	"YBR077C"	0.513518540134471
"187"	"YBR078W"	0.210290368707967
"188"	"YBR082C"	-0.372716211923993
"189"	"YBR083W"	0.507788190872628
"190"	"YBR084C-A"	0.696819012938026
"191"	"YBR084W"	0.210858687794034
"192"	"YBR085W"	0.0621314055851105
"193"	"YBR086C"	-0.222140294510253
"194"	"YBR090C-A"	-0.0550698518557701
"195"	"YBR090C"	0.874282388383761
"196"	"YBR092C"	0.0144116544078011
"197"	"YBR095C"	0.127686293454732
"198"	"YBR098W"	-0.101683892255195
"199"	"YBR099C"	-0.188865205988535
"200"	"YBR100W"	-0.141058488768664
"201"	"YBR104W"	-0.0333995266366434
"202"	"YBR105C"	0.239068296036481
"203"	"YBR107C"	0.25706224449527
"204"	"YBR108W"	1.72798733313482
"205"	"YBR111C"	-0.300369033929145
"206"	"YBR113W"	1.42948538251401
"207"	"YBR114W"	0.925015388214837
"208"	"YBR115C"	1.28851241219265
"209"	"YBR116C"	-0.327124538327334
"210"	"YBR118W"	0.633919879412828
"211"	"YBR119W"	-0.0987193114889363
"212"	"YBR125C"	-0.241980949340552
"213"	"YBR126C"	-0.490909441827999
"214"	"YBR128C"	0.910471963139078
"215"	"YBR129C"	-0.33408853101702
"216"	"YBR130C"	0.548404709995093
"217"	"YBR132C"	-0.186861978917553
"218"	"YBR134W"	-0.122189976957651
"219"	"YBR137W"	-0.285292675456324
"220"	"YBR138C"	-0.0589851910096227
"221"	"YBR141C"	0.0653219015218664
"222"	"YBR144C"	0.711594306967104
"223"	"YBR145W"	-0.0894326840650434
"224"	"YBR147W"	-0.150750959752225
"225"	"YBR148W"	-0.329451329069629
"226"	"YBR150C"	-0.985461027213814
"227"	"YBR151W"	-0.303491719278037
"228"	"YBR156C"	-0.334701145156529
"229"	"YBR157C"	0.130309588289299
"230"	"YBR161W"	-0.254609882498466
"231"	"YBR162C"	-0.347028361111623
"232"	"YBR162W-A"	-0.174959242558888
"233"	"YBR164C"	-0.652867986455707
"234"	"YBR165W"	0.120825920427184
"235"	"YBR166C"	-0.460424431186942
"236"	"YBR168W"	-0.335265150893854
"237"	"YBR171W"	-2.29966678709613
"238"	"YBR172C"	0.645166115844053
"239"	"YBR174C"	-0.194409475493147
"240"	"YBR175W"	-0.0408779972655591
"241"	"YBR176W"	-0.164694685827351
"242"	"YBR177C"	-0.22507509616969
"243"	"YBR180W"	-0.0834219458839531
"244"	"YBR183W"	-1.05891163193207
"245"	"YBR184W"	-0.0901576887477969
"246"	"YBR185C"	-0.0534934508048758
"247"	"YBR186W"	-0.0257285552217773
"248"	"YBR197C"	0.272052998370367
"249"	"YBR199W"	-0.294845959822545
"250"	"YBR200W"	-0.267597899812617
"251"	"YBR203W"	1.32085905805951
"252"	"YBR204C"	0.0898081805740507
"253"	"YBR205W"	0.257935845009972
"254"	"YBR206W"	-0.192298566382009
"255"	"YBR207W"	-0.342425300826952
"256"	"YBR208C"	-0.0135270688356726
"257"	"YBR209W"	-0.963037535443356
"258"	"YBR210W"	0.612133674955769
"259"	"YBR214W"	0.139564084498107
"260"	"YBR215W"	2.43775753986481
"261"	"YBR216C"	0.144071242385424
"262"	"YBR217W"	-0.153186131729667
"263"	"YBR218C"	0.107953541075651
"264"	"YBR219C"	-0.640441316150229
"265"	"YBR220C"	0.172932237275166
"266"	"YBR221C"	-1.79934763435189
"267"	"YBR222C"	-1.21039724105332
"268"	"YBR223C"	0.102341030861207
"269"	"YBR224W"	-0.324195959928798
"270"	"YBR225W"	0.926375119523153
"271"	"YBR226C"	0.380788922343621
"272"	"YBR229C"	-0.389709085332572
"273"	"YBR231C"	-0.0890750535610231
"274"	"YBR232C"	-0.181937351837657
"275"	"YBR233W"	-0.686414305746957
"276"	"YBR235W"	-0.546154128830155
"277"	"YBR239C"	0.0142130173283094
"278"	"YBR240C"	0.507884377137837
"279"	"YBR241C"	0.0246656024926638
"280"	"YBR245C"	-0.235979916661796
"281"	"YBR248C"	1.86537257164836
"282"	"YBR250W"	-0.0380074424401514
"283"	"YBR255W"	0.192849061312693
"284"	"YBR258C"	0.279649156689574
"285"	"YBR259W"	0.138340505981819
"286"	"YBR260C"	-0.296736582029292
"287"	"YBR261C"	-0.275884811804061
"288"	"YBR262C"	0.706383643726115
"289"	"YBR263W"	0.977338370671425
"290"	"YBR264C"	-0.17942513640252
"291"	"YBR266C"	1.57366770440555
"292"	"YBR267W"	1.01752547934778
"293"	"YBR269C"	-0.112755987555146
"294"	"YBR270C"	0.516873550111812
"295"	"YBR271W"	0.112696989322683
"296"	"YBR274W"	-0.199054706970821
"297"	"YBR275C"	0.401919843093907
"298"	"YBR276C"	-0.30539189157163
"299"	"YBR277C"	-0.179255345793516
"300"	"YBR278W"	0.172252523398092
"301"	"YBR280C"	0.463714604892875
"302"	"YBR281C"	-0.080113250408189
"303"	"YBR283C"	0.431432296517807
"304"	"YBR284W"	-0.0411138248520001
"305"	"YBR285W"	-0.189096077643
"306"	"YBR286W"	-0.163305777594504
"307"	"YBR287W"	0.170456754530118
"308"	"YBR289W"	-0.161553042653071
"309"	"YBR290W"	0.518368038867524
"310"	"YBR291C"	0.261490340747848
"311"	"YBR292C"	0.211134324381231
"312"	"YBR293W"	0.664600357535671
"313"	"YBR294W"	0.142639923536287
"314"	"YBR295W"	0.0325975684895088
"315"	"YBR296C"	-0.0223722152913532
"316"	"YBR297W"	0.609801182353967
"317"	"YBR298C"	0.00948843548872547
"318"	"YBR301W"	-0.1073422410271
"319"	"YCL001W-A"	-0.0757007867394781
"320"	"YCL001W"	0.466259128047934
"321"	"YCL006C"	0.147666974407341
"322"	"YCL010C"	-0.468224616343903
"323"	"YCL011C"	0.291269112385837
"324"	"YCL012W"	0.0478031400677351
"325"	"YCL013W"	-0.139150603976401
"326"	"YCL014W"	0.375936836312296
"327"	"YCL022C"	0.244396974131377
"328"	"YCL023C"	0.037774503286785
"329"	"YCL024W"	0.300760749105908
"330"	"YCL025C"	-0.153632812292135
"331"	"YCL026C-A"	-0.879142459603096
"332"	"YCL026C"	-0.880554661163152
"333"	"YCL027W"	0.634504315395849
"334"	"YCL028W"	0.143848717512295
"335"	"YCL029C"	0.253498204759412
"336"	"YCL034W"	0.151219279123173
"337"	"YCL035C"	-0.106332656772473
"338"	"YCL038C"	-0.00312347143612021
"339"	"YCL039W"	0.13888814698332
"340"	"YCL042W"	-1.40059223032264
"341"	"YCL046W"	0.0411170220213355
"342"	"YCL048W"	-0.269654480171935
"343"	"YCL049C"	-0.128014433434035
"344"	"YCL050C"	-0.974719066859717
"345"	"YCL051W"	-0.0576838350093242
"346"	"YCL055W"	-0.154944795777528
"347"	"YCL057W"	-0.204212167742576
"348"	"YCL061C"	0.248965217493923
"349"	"YCL062W"	-0.0984824055441138
"350"	"YCL063W"	-2.37723451825737
"351"	"YCL064C"	0.0580469332740152
"352"	"YCL069W"	0.110038344678823
"353"	"YCL074W"	0.990281839685603
"354"	"YCL075W"	0.190073163513468
"355"	"YCL076W"	0.00681737161381204
"356"	"YCR001W"	0.492806921371663
"357"	"YCR005C"	-0.154957437953942
"358"	"YCR006C"	0.789948080343882
"359"	"YCR007C"	0.142597927000351
"360"	"YCR008W"	-0.130277425396625
"361"	"YCR009C"	1.12414035390497
"362"	"YCR010C"	-0.526755531434252
"363"	"YCR011C"	0.0601869049358813
"364"	"YCR014C"	-0.382092996026585
"365"	"YCR015C"	-0.544247952879608
"366"	"YCR016W"	0.160686627352066
"367"	"YCR017C"	-0.430735082504471
"368"	"YCR019W"	-0.374065115340307
"369"	"YCR020C-A"	-0.261044770028661
"370"	"YCR020C"	-0.211420355280651
"371"	"YCR021C"	-0.0246405442504983
"372"	"YCR022C"	0.474610059055961
"373"	"YCR023C"	-0.0367836113705292
"374"	"YCR024C-A"	-0.0175208408420799
"375"	"YCR025C"	0.888016454944193
"376"	"YCR027C"	-0.246012218563213
"377"	"YCR028C-A"	1.29012329509038
"378"	"YCR030C"	-0.912861114028679
"379"	"YCR031C"	-0.403092992471991
"380"	"YCR032W"	0.0251247113500649
"381"	"YCR033W"	0.218319833709304
"382"	"YCR034W"	0.658802894061853
"383"	"YCR036W"	-0.159629966152304
"384"	"YCR037C"	-0.114488740683262
"385"	"YCR043C"	-0.203079530564572
"386"	"YCR044C"	-0.258624440217543
"387"	"YCR045C"	-0.309059341667668
"388"	"YCR048W"	0.118229251353312
"389"	"YCR049C"	-0.387448476972355
"390"	"YCR050C"	-0.0435023857999207
"391"	"YCR051W"	-0.337108472327663
"392"	"YCR053W"	0.675044646657171
"393"	"YCR059C"	0.0783210625698507
"394"	"YCR060W"	0.864835359460212
"395"	"YCR061W"	-0.012488488124612
"396"	"YCR062W"	0.502504923321852
"397"	"YCR065W"	-0.0411186512089503
"398"	"YCR068W"	-0.184509156159554
"399"	"YCR069W"	0.0370724025020213
"400"	"YCR071C"	0.909801787887677
"401"	"YCR073C"	0.17939274444356
"402"	"YCR073W-A"	1.20061561183673
"403"	"YCR075C"	-0.284689276248763
"404"	"YCR076C"	-0.0803797331547203
"405"	"YCR077C"	0.547495876869731
"406"	"YCR079W"	0.727842377682085
"407"	"YCR081W"	1.00000876586974
"408"	"YCR082W"	0.210113096947796
"409"	"YCR085W"	-0.107491842555343
"410"	"YCR086W"	0.631939294918059
"411"	"YCR087C-A"	0.0206735890517967
"412"	"YCR087W"	-0.129828272985318
"413"	"YCR088W"	0.325953094821638
"414"	"YCR090C"	-0.132696158330933
"415"	"YCR092C"	-0.0790150848461668
"416"	"YCR095C"	-0.917986864483609
"417"	"YCR098C"	0.0685329025608999
"418"	"YCR099C"	0.628305170056518
"419"	"YCR100C"	-0.187690280194287
"420"	"YCR101C"	-0.105502965894801
"421"	"YCR102C"	-0.128897876992793
"422"	"YCR102W-A"	0.125108263384073
"423"	"YCR105W"	-0.068361972693749
"424"	"YCR106W"	-0.356718307994625
"425"	"YCR107W"	-0.14817170138467
"426"	"YDL001W"	0.828546175818772
"427"	"YDL002C"	1.09714315412402
"428"	"YDL006W"	0.850653689792285
"429"	"YDL010W"	-0.267051546134292
"430"	"YDL011C"	0.0884023671089162
"431"	"YDL012C"	0.691898769997276
"432"	"YDL013W"	0.90247539509172
"433"	"YDL018C"	-0.182254005245835
"434"	"YDL019C"	1.1771316577035
"435"	"YDL020C"	-0.405841869012302
"436"	"YDL024C"	0.0100430262363993
"437"	"YDL025C"	-0.333318893099569
"438"	"YDL026W"	-0.218347435413137
"439"	"YDL035C"	0.422714776384562
"440"	"YDL036C"	-0.515158095867799
"441"	"YDL037C"	-0.172596860555808
"442"	"YDL038C"	-0.316510437747547
"443"	"YDL039C"	-0.0248249762812572
"444"	"YDL048C"	-0.142797973255838
"445"	"YDL050C"	-0.164675209406184
"446"	"YDL051W"	-0.39712320319959
"447"	"YDL052C"	-0.368644635936972
"448"	"YDL054C"	-0.21504832802392
"449"	"YDL056W"	0.00905460667682657
"450"	"YDL059C"	-0.255163408590936
"451"	"YDL063C"	0.0847267625083723
"452"	"YDL066W"	1.07415556714224
"453"	"YDL070W"	0.232602279316171
"454"	"YDL071C"	-0.093186934413453
"455"	"YDL074C"	0.531053864548481
"456"	"YDL076C"	0.361842522292778
"457"	"YDL077C"	0.426726571586824
"458"	"YDL078C"	0.185116976282399
"459"	"YDL079C"	-0.365869415960177
"460"	"YDL080C"	0.869635492329723
"461"	"YDL081C"	0.197594185615931
"462"	"YDL082W"	0.212373403757396
"463"	"YDL083C"	-0.161732579454411
"464"	"YDL085W"	-0.329059014837378
"465"	"YDL086W"	0.658360340235452
"466"	"YDL088C"	0.399120944508651
"467"	"YDL089W"	0.705282543082693
"468"	"YDL091C"	0.479161639581512
"469"	"YDL093W"	-0.43360565077859
"470"	"YDL094C"	-0.179622312691319
"471"	"YDL096C"	-0.618200846026008
"472"	"YDL100C"	-0.991275725006988
"473"	"YDL104C"	-0.916033921911433
"474"	"YDL106C"	-0.374273696034414
"475"	"YDL109C"	-0.175103522329182
"476"	"YDL110C"	-0.0512657914729214
"477"	"YDL112W"	-0.247576826906822
"478"	"YDL114W"	0.465774033372906
"479"	"YDL117W"	0.226896857745239
"480"	"YDL119C"	-1.01585065445492
"481"	"YDL121C"	-0.177226123776721
"482"	"YDL122W"	-0.292479844064917
"483"	"YDL123W"	-0.226378390919222
"484"	"YDL127W"	0.454173060134241
"485"	"YDL128W"	4.14907453670688
"486"	"YDL130W-A"	0.037749629558342
"487"	"YDL130W"	1.01103944807534
"488"	"YDL133C-A"	-0.0337603895177321
"489"	"YDL134C"	0.150757493481648
"490"	"YDL136W"	0.175585796390699
"491"	"YDL137W"	0.957903689721258
"492"	"YDL142C"	-1.75147177052078
"493"	"YDL144C"	-0.088023501890353
"494"	"YDL149W"	0.0968610274847432
"495"	"YDL154W"	-0.208942474652794
"496"	"YDL155W"	-0.382047447719711
"497"	"YDL156W"	-0.00200748952996375
"498"	"YDL161W"	-0.335359540131036
"499"	"YDL162C"	0.990308950243345
"500"	"YDL168W"	-0.0929699307539566
"501"	"YDL169C"	-0.51332916451471
"502"	"YDL170W"	0.164404160496093
"503"	"YDL171C"	-0.0325184135572514
"504"	"YDL172C"	-0.122875357696405
"505"	"YDL173W"	0.424823231792237
"506"	"YDL174C"	-0.0188747694611483
"507"	"YDL175C"	-0.983688756293505
"508"	"YDL177C"	-0.145033868128542
"509"	"YDL178W"	-0.0382121614360574
"510"	"YDL180W"	-0.304454263042554
"511"	"YDL182W"	0.0346602445476067
"512"	"YDL184C"	-0.0584508975156703
"513"	"YDL186W"	0.159573610972294
"514"	"YDL187C"	0.0487558084258874
"515"	"YDL188C"	0.243441797568833
"516"	"YDL189W"	-0.0836459129722765
"517"	"YDL190C"	0.860093647412061
"518"	"YDL191W"	0.241453193447017
"519"	"YDL194W"	-0.182144487366462
"520"	"YDL197C"	-1.69233580299931
"521"	"YDL199C"	-0.322924239897471
"522"	"YDL200C"	-0.0955286166658928
"523"	"YDL201W"	-0.460992936796273
"524"	"YDL203C"	0.0788443925772596
"525"	"YDL204W"	0.244984693825895
"526"	"YDL210W"	0.37897595151636
"527"	"YDL211C"	0.242068230341007
"528"	"YDL215C"	0.0409211096146638
"529"	"YDL218W"	-0.0924028195666742
"530"	"YDL219W"	0.710232695934682
"531"	"YDL223C"	0.420263702119119
"532"	"YDL224C"	-0.620210740922417
"533"	"YDL226C"	-0.190415798141868
"534"	"YDL227C"	-0.0591014172206829
"535"	"YDL229W"	-0.29499531867517
"536"	"YDL230W"	0.194577790149399
"537"	"YDL231C"	0.096572935374695
"538"	"YDL233W"	-0.0742770565359068
"539"	"YDL236W"	0.241322842655822
"540"	"YDL237W"	0.108608989818013
"541"	"YDL239C"	0.532126691593231
"542"	"YDL240W"	0.327815130742161
"543"	"YDL241W"	0.0166831116908827
"544"	"YDL242W"	0.116616057050692
"545"	"YDL243C"	-0.273088355101238
"546"	"YDR001C"	0.508228342160931
"547"	"YDR004W"	1.04467542073256
"548"	"YDR005C"	0.787733219285002
"549"	"YDR006C"	1.14952173980678
"550"	"YDR007W"	1.13416383319689
"551"	"YDR009W"	0.232526787933549
"552"	"YDR010C"	0.286550429460465
"553"	"YDR011W"	0.145322137266116
"554"	"YDR014W"	0.350333828032411
"555"	"YDR015C"	0.0975256897865972
"556"	"YDR018C"	0.399009696454471
"557"	"YDR019C"	1.17718461449398
"558"	"YDR020C"	-0.246397739620959
"559"	"YDR022C"	0.0222627099775967
"560"	"YDR024W"	-0.274467878859696
"561"	"YDR025W"	0.840550506337017
"562"	"YDR026C"	0.460520708940864
"563"	"YDR030C"	0.120682831764883
"564"	"YDR033W"	0.152559589130055
"565"	"YDR035W"	-0.687995460818896
"566"	"YDR036C"	0.863735615705428
"567"	"YDR046C"	0.240090543913709
"568"	"YDR048C"	-0.605641026201499
"569"	"YDR049W"	-0.00584935995375089
"570"	"YDR051C"	-0.512577066172109
"571"	"YDR055W"	1.17540569796724
"572"	"YDR057W"	0.252211560223424
"573"	"YDR058C"	0.241065000545996
"574"	"YDR061W"	-0.0668611137964729
"575"	"YDR063W"	0.572143513999234
"576"	"YDR066C"	-0.249688169552276
"577"	"YDR067C"	-0.373445195707554
"578"	"YDR068W"	0.149370844128994
"579"	"YDR070C"	0.804687389250347
"580"	"YDR071C"	-0.334012589810785
"581"	"YDR072C"	0.0375114294936022
"582"	"YDR073W"	-0.442057549383964
"583"	"YDR074W"	0.512991288196943
"584"	"YDR076W"	0.370738898188395
"585"	"YDR080W"	0.408296219357901
"586"	"YDR083W"	0.0803723756052925
"587"	"YDR085C"	-0.188490978783729
"588"	"YDR089W"	0.053464328293009
"589"	"YDR090C"	0.0902880886255886
"590"	"YDR092W"	1.98757850959084
"591"	"YDR093W"	0.951607018235398
"592"	"YDR094W"	1.27985730470144
"593"	"YDR095C"	-0.165163053145784
"594"	"YDR097C"	0.224139427970983
"595"	"YDR098C"	-1.40372678444302
"596"	"YDR099W"	-0.628356877645243
"597"	"YDR100W"	-0.0565461139991386
"598"	"YDR101C"	-0.368649172027806
"599"	"YDR102C"	-0.262016263206656
"600"	"YDR104C"	-0.0206206369081941
"601"	"YDR108W"	0.700816047472339
"602"	"YDR109C"	-0.190233366113546
"603"	"YDR110W"	-0.201739846966196
"604"	"YDR111C"	-0.127273730657444
"605"	"YDR112W"	-0.252690079155806
"606"	"YDR116C"	-0.218349340975583
"607"	"YDR117C"	-1.74803156913904
"608"	"YDR119W"	-0.553458291482592
"609"	"YDR120C"	0.306823736762784
"610"	"YDR121W"	-0.69629744733664
"611"	"YDR122W"	0.0144456359937871
"612"	"YDR123C"	-0.554726727405019
"613"	"YDR124W"	-0.430328199787984
"614"	"YDR125C"	-0.0759927422484277
"615"	"YDR126W"	1.0307324368439
"616"	"YDR127W"	0.447887198642171
"617"	"YDR128W"	0.152547107749848
"618"	"YDR130C"	0.17123889633554
"619"	"YDR131C"	-0.333266255142595
"620"	"YDR132C"	-1.00760070972724
"621"	"YDR133C"	0.117440469255821
"622"	"YDR134C"	-0.368556811542734
"623"	"YDR135C"	0.325267921608959
"624"	"YDR139C"	1.95544268259096
"625"	"YDR142C"	-0.0500846310016791
"626"	"YDR143C"	-0.134756975675989
"627"	"YDR144C"	-0.335880249695178
"628"	"YDR146C"	0.908243290950777
"629"	"YDR147W"	-0.107480208986336
"630"	"YDR148C"	-0.305299111956483
"631"	"YDR149C"	0.433836615305092
"632"	"YDR150W"	-0.317700782438975
"633"	"YDR153C"	0.0494308465591409
"634"	"YDR154C"	-0.354891147839794
"635"	"YDR155C"	-0.42914758631958
"636"	"YDR156W"	0.180275525913438
"637"	"YDR157W"	0.0878997871021673
"638"	"YDR158W"	0.739415370447004
"639"	"YDR159W"	0.37355345302237
"640"	"YDR161W"	-0.139255249445255
"641"	"YDR162C"	-0.142453970345614
"642"	"YDR163W"	0.393714899360584
"643"	"YDR165W"	-0.178382067696963
"644"	"YDR169C"	-0.155849214500758
"645"	"YDR171W"	-0.332683653582018
"646"	"YDR174W"	0.428855872557145
"647"	"YDR181C"	0.0379178613988475
"648"	"YDR184C"	0.2364807976618
"649"	"YDR185C"	-0.317946063069548
"650"	"YDR186C"	-0.27183511187916
"651"	"YDR191W"	-0.106219360807854
"652"	"YDR192C"	-0.289282014035545
"653"	"YDR193W"	-0.059353204962123
"654"	"YDR198C"	0.126805592883062
"655"	"YDR202C"	0.857615014391018
"656"	"YDR203W"	-0.752540714312485
"657"	"YDR205W"	0.119831524358973
"658"	"YDR206W"	-1.11766598329328
"659"	"YDR207C"	-0.148721495335969
"660"	"YDR209C"	-0.370287760846298
"661"	"YDR210W"	-0.31465633926841
"662"	"YDR213W"	0.10417443038732
"663"	"YDR214W"	0.362331926818873
"664"	"YDR215C"	-0.0149312799226955
"665"	"YDR216W"	0.76251017667394
"666"	"YDR217C"	0.878079643579415
"667"	"YDR218C"	-0.396972523443656
"668"	"YDR219C"	-0.293091445721263
"669"	"YDR220C"	-0.32303019117191
"670"	"YDR222W"	-0.0099872362221306
"671"	"YDR223W"	-0.031835945790448
"672"	"YDR229W"	-0.353523512681855
