"gene"	"Dimethylpyrazine26"
"134"	"YBR006W"	0.229709571771578
"135"	"YBR007C"	0.674836196793428
"136"	"YBR008C"	-0.517137989885633
"137"	"YBR009C"	-0.122015414680998
"138"	"YBR010W"	0.394840580607267
"139"	"YBR012C"	0.347443705707083
"140"	"YBR013C"	-0.192252634818559
"141"	"YBR014C"	-0.211127899284786
"142"	"YBR015C"	1.60820333661793
"143"	"YBR016W"	-1.16471168810456
"144"	"YBR018C"	0.267390423541808
"145"	"YBR022W"	0.508554813082633
"146"	"YBR024W"	-0.488380549319217
"147"	"YBR025C"	0.545089224071887
"148"	"YBR026C"	1.65140241650432
"149"	"YBR027C"	-0.449228609264426
"150"	"YBR028C"	-0.602969657509372
"151"	"YBR030W"	-0.145514509123483
"152"	"YBR031W"	0.0253444249183986
"153"	"YBR032W"	0.0485710300359266
"154"	"YBR033W"	-0.297240628328475
"155"	"YBR034C"	0.543971108991594
"156"	"YBR036C"	-0.407777363087679
"157"	"YBR040W"	-0.780457561346511
"158"	"YBR041W"	0.051758561947917
"159"	"YBR042C"	1.58986262101372
"160"	"YBR043C"	0.518904920445685
"161"	"YBR044C"	1.0222494274578
"162"	"YBR045C"	-0.597994478277481
"163"	"YBR047W"	0.186371896838381
"164"	"YBR048W"	1.22062919852851
"165"	"YBR052C"	-0.187478765445876
"166"	"YBR053C"	0.0318386449933173
"167"	"YBR054W"	-0.464914823121968
"168"	"YBR056W"	-0.332167021076717
"169"	"YBR057C"	-0.657321943454957
"170"	"YBR058C"	-0.0421384383748591
"171"	"YBR059C"	-1.09288078238318
"172"	"YBR061C"	-1.33237692265289
"173"	"YBR062C"	0.381442011003626
"174"	"YBR063C"	0.0941937769501921
"175"	"YBR064W"	-0.453669441603613
"176"	"YBR065C"	-0.309877220188493
"177"	"YBR068C"	0.099892954742771
"178"	"YBR069C"	-0.371948290671538
"179"	"YBR071W"	0.0136609922044534
"180"	"YBR072W"	-0.464026568635109
"181"	"YBR073W"	0.348478676069363
"182"	"YBR074W"	0.169293026119226
"183"	"YBR075W"	-0.232819621793137
"184"	"YBR076W"	0.143240298206703
"185"	"YBR077C"	0.627346788296804
"186"	"YBR078W"	-0.153459273589909
"187"	"YBR082C"	-0.397987514058015
"188"	"YBR083W"	0.904601967001117
"189"	"YBR084C-A"	1.28833953691259
"190"	"YBR084W"	-0.199707486997442
"191"	"YBR085W"	-0.0109532894570183
"192"	"YBR086C"	-0.450575406028254
"193"	"YBR090C-A"	0.078109801081083
"194"	"YBR090C"	0.984304375056316
"195"	"YBR092C"	0.149619326152079
"196"	"YBR095C"	-0.724304861610686
"197"	"YBR098W"	-0.0390934850749578
"198"	"YBR099C"	0.0456939088136836
"199"	"YBR100W"	-0.0928039639789909
"200"	"YBR104W"	0.161470519228434
"201"	"YBR105C"	-0.0368193528646191
"202"	"YBR107C"	-0.292975845801737
"203"	"YBR108W"	4.91029410133065
"204"	"YBR111C"	-0.440484476084984
"205"	"YBR113W"	0.216587187601912
"206"	"YBR114W"	1.09982290629401
"207"	"YBR115C"	0.642690197362875
"208"	"YBR116C"	-0.361581327962036
"209"	"YBR118W"	0.378498593722854
"210"	"YBR119W"	-0.00795303275988165
"211"	"YBR125C"	0.777225664663546
"212"	"YBR126C"	-0.837427804223169
"213"	"YBR128C"	0.725118885642953
"214"	"YBR129C"	-0.228193090893485
"215"	"YBR130C"	-0.168592022091423
"216"	"YBR132C"	-0.60441866334306
"217"	"YBR134W"	-0.568588612779014
"218"	"YBR137W"	-0.134515273422879
"219"	"YBR138C"	-0.522616670988277
"220"	"YBR141C"	0.384096652048158
"221"	"YBR144C"	3.86091073096287
"222"	"YBR145W"	0.276111441497578
"223"	"YBR147W"	0.112444727382611
"224"	"YBR148W"	-0.0448157786725228
"225"	"YBR150C"	2.94787333966285
"226"	"YBR151W"	-0.345460411266621
"227"	"YBR156C"	1.26326193149388
"228"	"YBR157C"	-0.211155542258409
"229"	"YBR161W"	-0.570957874699521
"230"	"YBR162C"	0.138360926579907
"231"	"YBR162W-A"	-0.109013911566396
"232"	"YBR164C"	-1.90949699992027
"233"	"YBR165W"	0.322319607282416
"234"	"YBR166C"	-0.0364101271661982
"235"	"YBR168W"	0.315661656501706
"236"	"YBR171W"	0.647512017198279
"237"	"YBR172C"	0.269664001149569
"238"	"YBR174C"	-0.0842788928831787
"239"	"YBR175W"	0.0460039726784522
"240"	"YBR176W"	0.340329207075613
"241"	"YBR177C"	-0.261992115955412
"242"	"YBR180W"	-0.165438378283598
"243"	"YBR183W"	2.05434893966085
"244"	"YBR184W"	-0.115641753099127
"245"	"YBR185C"	-0.286252321508458
"246"	"YBR186W"	0.0842667246690032
"247"	"YBR197C"	0.409744755702677
"248"	"YBR199W"	-0.515193566319132
"249"	"YBR200W"	-1.15395163167536
"250"	"YBR203W"	1.32187245396958
"251"	"YBR204C"	-0.550443033049439
"252"	"YBR205W"	-0.386322580672197
"253"	"YBR206W"	-0.0160330712681345
"254"	"YBR207W"	-0.14039332453674
"255"	"YBR208C"	0.0305744766282974
"256"	"YBR209W"	-1.51786915251478
"257"	"YBR210W"	0.438627797374893
"258"	"YBR212W"	-1.01403607475249
"259"	"YBR214W"	0.549753341565235
"260"	"YBR215W"	0.671137707024217
"261"	"YBR216C"	-0.0133764837234329
"262"	"YBR217W"	0.204426928694177
"263"	"YBR218C"	0.397333434035555
"264"	"YBR219C"	-0.719818713569
"265"	"YBR220C"	-0.0677971264685396
"266"	"YBR221C"	3.49691751700956
"267"	"YBR223C"	0.44153153099005
"268"	"YBR224W"	-0.14836302849741
"269"	"YBR225W"	0.735762631681026
"270"	"YBR226C"	0.88913514711628
"271"	"YBR229C"	-0.25499349832703
"272"	"YBR231C"	-0.827552136885901
"273"	"YBR232C"	-0.0156864848460304
"274"	"YBR233W"	0.122355023325241
"275"	"YBR235W"	0.227348694599736
"276"	"YBR239C"	0.231991726460318
"277"	"YBR240C"	-1.46140856092472
"278"	"YBR241C"	-0.316938605563044
"279"	"YBR245C"	-0.0282353232906631
"280"	"YBR248C"	0.646081252462519
"281"	"YBR250W"	0.183859549338553
"282"	"YBR255W"	0.500189835639654
"283"	"YBR258C"	0.050943730029121
"284"	"YBR259W"	0.337137579790797
"285"	"YBR260C"	-0.559092210320689
"286"	"YBR261C"	-0.464265533552676
"287"	"YBR262C"	0.732954026324608
"288"	"YBR263W"	0.784583229148494
"289"	"YBR264C"	0.473052679444838
"290"	"YBR266C"	0.984112277411605
"291"	"YBR267W"	1.29704772005582
"292"	"YBR269C"	-0.128801235170023
"293"	"YBR270C"	0.511607798885485
"294"	"YBR271W"	0.30694469001635
"295"	"YBR274W"	-0.0807409215616689
"296"	"YBR275C"	0.64096949905343
"297"	"YBR276C"	-0.396575394010613
"298"	"YBR277C"	-0.619129628925623
"299"	"YBR278W"	0.449494482062447
"300"	"YBR280C"	1.04123333702405
"301"	"YBR281C"	-0.283989051401376
"302"	"YBR283C"	-0.0305377225511264
"303"	"YBR284W"	-0.136914836024224
"304"	"YBR285W"	-0.440374143052452
"305"	"YBR286W"	-0.0240974004065296
"306"	"YBR287W"	0.219252051639561
"307"	"YBR289W"	0.679003715181372
"308"	"YBR290W"	0.826015978737215
"309"	"YBR291C"	0.929189207333869
"310"	"YBR292C"	-0.450338121491571
"311"	"YBR293W"	0.105130728482929
"312"	"YBR294W"	-0.481834665752182
"313"	"YBR295W"	0.0790675866825373
"314"	"YBR296C"	-0.223606797951651
"315"	"YBR297W"	-0.00401011227324762
"316"	"YBR298C"	-0.463983672271563
"317"	"YBR301W"	-0.386470983834092
"318"	"YCL001W-A"	1.85830535050983
"319"	"YCL001W"	-0.0528071039105456
"320"	"YCL006C"	0.0129222900879463
"321"	"YCL010C"	-0.714701570288859
"322"	"YCL011C"	0.16104423752838
"323"	"YCL012W"	-0.336645733864372
"324"	"YCL013W"	-0.648169361065026
"325"	"YCL014W"	-0.815209412298256
"326"	"YCL016C"	-1.01403607475249
"327"	"YCL022C"	0.2728424635031
"328"	"YCL023C"	-0.341264787780096
"329"	"YCL024W"	-0.407075428842642
"330"	"YCL025C"	-0.232323543361662
"331"	"YCL026C-A"	0.479951597866843
"332"	"YCL026C"	0.755313600681482
"333"	"YCL027W"	-0.0494943652355193
"334"	"YCL028W"	0.0563307202841869
"335"	"YCL029C"	0.215072682785283
"336"	"YCL034W"	2.00828576419528
"337"	"YCL035C"	-0.111592594178563
"338"	"YCL038C"	-0.406497077295883
"339"	"YCL039W"	0.132712421128872
"340"	"YCL042W"	1.68004638404823
"341"	"YCL046W"	-0.0745755216175364
"342"	"YCL048W"	-0.360257573812434
"343"	"YCL049C"	-0.591518744887209
"344"	"YCL050C"	0.225021855015
"345"	"YCL051W"	-0.216144673771646
"346"	"YCL055W"	-0.0803450608573401
"347"	"YCL057W"	-0.201443206806214
"348"	"YCL061C"	0.0814532813006699
"349"	"YCL062W"	-0.128377715455047
"350"	"YCL063W"	0.658890383890778
"351"	"YCL064C"	0.466902054006359
"352"	"YCL069W"	0.610802109978693
"353"	"YCL074W"	0.822786731975263
"354"	"YCL075W"	0.157765455339802
"355"	"YCL076W"	-0.0230921175637815
"356"	"YCR001W"	-0.124480984071007
"357"	"YCR005C"	-0.394159551975118
"358"	"YCR006C"	0.458568329376318
"359"	"YCR007C"	-0.280729925947801
"360"	"YCR008W"	0.618313429722964
"361"	"YCR009C"	0.132437682318611
"362"	"YCR010C"	-0.388616814556112
"363"	"YCR011C"	-0.201740277630522
"364"	"YCR014C"	-0.262318345560552
"365"	"YCR015C"	-0.513313928837356
"366"	"YCR016W"	-0.113096967371392
"367"	"YCR017C"	-0.0798148017591776
"368"	"YCR019W"	-0.220780464911352
"369"	"YCR020C-A"	0.288911725045698
"370"	"YCR020C"	-0.286707592675135
"371"	"YCR021C"	-0.702167775310845
"372"	"YCR022C"	0.390945128886921
"373"	"YCR023C"	-0.281868017894417
"374"	"YCR024C-A"	-1.01720375348168
"375"	"YCR025C"	0.416041765617705
"376"	"YCR027C"	-0.455080092489575
"377"	"YCR028C-A"	0.291637472237103
"378"	"YCR030C"	0.402034760046008
"379"	"YCR031C"	-0.0134943070426502
"380"	"YCR032W"	0.0361364439696949
"381"	"YCR033W"	0.0802335170997172
"382"	"YCR034W"	0.0692486606499346
"383"	"YCR036W"	0.121749662238692
"384"	"YCR037C"	0.200098169609069
"385"	"YCR043C"	-0.0759811451757032
"386"	"YCR044C"	-0.461538361614993
"387"	"YCR045C"	-0.302293038335233
"388"	"YCR048W"	0.758664042455441
"389"	"YCR049C"	-0.457010173493866
"390"	"YCR050C"	-0.279360056604589
"391"	"YCR051W"	-0.536744990926404
"392"	"YCR053W"	-1.16102842857102
"393"	"YCR059C"	0.754186091122155
"394"	"YCR060W"	0.833815756777743
"395"	"YCR061W"	0.273941969477821
"396"	"YCR062W"	-0.18375717435754
"397"	"YCR065W"	-0.266253565490086
"398"	"YCR068W"	-0.18578722514716
"399"	"YCR069W"	-0.26599722091684
"400"	"YCR071C"	0.174769247348338
"401"	"YCR073C"	0.5304908796491
"402"	"YCR073W-A"	1.41418591070552
"403"	"YCR075C"	-0.510361240232597
"404"	"YCR076C"	-0.807420124173561
"405"	"YCR077C"	-2.04653769568546
"406"	"YCR079W"	0.0382619902487071
"407"	"YCR081W"	0.533284976977195
"408"	"YCR082W"	-0.310332479602252
"409"	"YCR085W"	-0.154259461425803
"410"	"YCR086W"	1.39168699711916
"411"	"YCR087C-A"	-0.18166130864821
"412"	"YCR087W"	-0.105979490234473
"413"	"YCR088W"	-0.593902806052973
"414"	"YCR090C"	-0.653249254600952
"415"	"YCR092C"	-0.388860125425181
"416"	"YCR095C"	-1.18030681532959
"417"	"YCR098C"	-0.419113931807848
"418"	"YCR099C"	0.48036957391763
"419"	"YCR100C"	-0.352706755942254
"420"	"YCR101C"	-0.227990521248339
"421"	"YCR102C"	-0.662026781002423
"422"	"YCR102W-A"	0.38174822980808
"423"	"YCR105W"	-0.154189259893136
"424"	"YCR106W"	-0.368420957847599
"425"	"YCR107W"	-0.113917397161522
"426"	"YDL001W"	0.108951772100107
"427"	"YDL002C"	0.27872085868345
"428"	"YDL006W"	-0.26077275903076
"429"	"YDL010W"	-0.15601003788949
"430"	"YDL011C"	-0.650748805258791
"431"	"YDL012C"	0.121369457679156
"432"	"YDL013W"	-0.165488882449766
"433"	"YDL018C"	-0.465524488601441
"434"	"YDL019C"	0.373345007154962
"435"	"YDL020C"	-0.15250961217849
"436"	"YDL023C"	1.49409697279532
"437"	"YDL024C"	0.283053924511215
"438"	"YDL025C"	-0.478954376527017
"439"	"YDL026W"	-0.325743456440088
"440"	"YDL035C"	1.13043095522022
"441"	"YDL036C"	-0.609613973395852
"442"	"YDL037C"	-0.618803309095581
"443"	"YDL038C"	-0.318720354876009
"444"	"YDL039C"	-0.270025808038407
"445"	"YDL048C"	-0.170377955766689
"446"	"YDL050C"	-0.723042137376312
"447"	"YDL051W"	-0.44884980324925
"448"	"YDL052C"	-0.612182638530904
"449"	"YDL054C"	0.0434867909326248
"450"	"YDL056W"	-0.878212862543313
"451"	"YDL059C"	-0.460664971138168
"452"	"YDL063C"	-0.26558787728128
"453"	"YDL066W"	0.918053916487774
"454"	"YDL070W"	0.18025673835435
"455"	"YDL071C"	-0.723312073848654
"456"	"YDL074C"	0.226367020151253
"457"	"YDL076C"	-0.411880819290309
"458"	"YDL077C"	-1.5079715659883
"459"	"YDL078C"	-0.531493719085815
"460"	"YDL079C"	-0.321882159269377
"461"	"YDL080C"	0.791827901183807
"462"	"YDL081C"	0.00368495923577221
"463"	"YDL082W"	0.501461376663546
"464"	"YDL083C"	1.57842708074748
"465"	"YDL085W"	0.103351691402367
"466"	"YDL086W"	0.659868736554475
"467"	"YDL088C"	0.762282460865363
"468"	"YDL089W"	1.01261530602377
"469"	"YDL091C"	0.215286644131911
"470"	"YDL093W"	-0.364122941128206
"471"	"YDL094C"	0.334165409488622
"472"	"YDL096C"	-0.199767672872691
"473"	"YDL100C"	3.33893951558086
"474"	"YDL106C"	-0.357526726604454
"475"	"YDL109C"	-0.384317964969473
"476"	"YDL110C"	-0.108624119863319
"477"	"YDL112W"	0.21573739405798
"478"	"YDL114W"	-0.0112763220748929
"479"	"YDL117W"	-1.08161124904424
"480"	"YDL119C"	-1.4040744332804
"481"	"YDL121C"	-0.610051853667549
"482"	"YDL122W"	-0.413300868742632
"483"	"YDL123W"	-0.363849202519771
"484"	"YDL127W"	0.838253709303342
"485"	"YDL128W"	1.88526285591425
"486"	"YDL130W-A"	0.10777520585403
"487"	"YDL130W"	0.525105326483053
"488"	"YDL133C-A"	0.429670725320204
"489"	"YDL134C"	-0.326190128807081
"490"	"YDL136W"	0.56743229849728
"491"	"YDL137W"	1.40498729082798
"492"	"YDL142C"	1.23835532726224
"493"	"YDL144C"	0.524025233994869
"494"	"YDL149W"	0.104094778061698
"495"	"YDL154W"	-0.186542333980416
"496"	"YDL155W"	-0.43903780503806
"497"	"YDL156W"	0.0217158540954412
"498"	"YDL161W"	-0.625349816412432
"499"	"YDL162C"	1.20490717703697
"500"	"YDL168W"	-0.416100416178782
"501"	"YDL169C"	-0.30262795316144
"502"	"YDL170W"	-0.196030472502818
"503"	"YDL171C"	0.186416211817248
"504"	"YDL172C"	0.340225601161682
"505"	"YDL173W"	0.698501075908159
"506"	"YDL174C"	-0.329479147657689
"507"	"YDL177C"	0.179357278812372
"508"	"YDL178W"	0.0275611236446367
"509"	"YDL180W"	-0.448577391964952
"510"	"YDL182W"	-0.179919882884507
"511"	"YDL184C"	0.867732888833535
"512"	"YDL186W"	0.120461692417966
"513"	"YDL187C"	0.0716723824736911
"514"	"YDL188C"	0.306918570951792
"515"	"YDL189W"	-0.0858628446528522
"516"	"YDL190C"	1.25471021128175
"517"	"YDL191W"	-0.169133421662367
"518"	"YDL194W"	2.47466620295293
"519"	"YDL197C"	3.82686407631714
"520"	"YDL199C"	-0.272461928093139
"521"	"YDL200C"	-0.297700695262389
"522"	"YDL201W"	-0.487936335617437
"523"	"YDL203C"	-0.201601148006398
"524"	"YDL204W"	0.0632147513498956
"525"	"YDL210W"	0.476871940482283
"526"	"YDL211C"	0.26271444992115
"527"	"YDL215C"	0.0726481966929595
"528"	"YDL218W"	0.491592919335282
"529"	"YDL219W"	0.030627936295265
"530"	"YDL223C"	0.161929253008631
"531"	"YDL224C"	-0.416687754982295
"532"	"YDL226C"	-0.191726142541633
"533"	"YDL227C"	-0.0560634101410357
"534"	"YDL229W"	-0.180602044395268
"535"	"YDL230W"	-0.0746273787595243
"536"	"YDL231C"	0.385785868256011
"537"	"YDL233W"	-0.398311367235384
"538"	"YDL236W"	0.190683430531074
"539"	"YDL237W"	0.510355842219867
"540"	"YDL239C"	0.515355058527963
"541"	"YDL240W"	-0.42839363592817
"542"	"YDL241W"	0.0769899675706738
"543"	"YDL242W"	0.586808865719381
"544"	"YDL243C"	-0.3760829734874
"545"	"YDR001C"	-0.474724065167264
"546"	"YDR004W"	0.342015324376695
"547"	"YDR005C"	0.620132140630908
"548"	"YDR006C"	0.510253688044311
"549"	"YDR007W"	0.494350542464882
"550"	"YDR009W"	-0.505912078751411
"551"	"YDR010C"	0.547211810861256
"552"	"YDR011W"	-0.63844288944892
"553"	"YDR014W"	-0.160112795694243
"554"	"YDR015C"	-0.565936757402909
"555"	"YDR018C"	-0.202565336077652
"556"	"YDR019C"	0.618645179788446
"557"	"YDR020C"	-0.611248319494793
"558"	"YDR022C"	0.0370509004544519
"559"	"YDR024W"	-0.700006106627618
"560"	"YDR025W"	-0.0536170520705007
"561"	"YDR026C"	-0.0994651415647734
"562"	"YDR030C"	-0.0804750051164597
"563"	"YDR033W"	-0.0805514211446685
"564"	"YDR035W"	-0.853549295517715
"565"	"YDR036C"	0.755371543587735
"566"	"YDR046C"	0.348532822237345
"567"	"YDR048C"	-0.267749637637604
"568"	"YDR049W"	0.735283213242703
"569"	"YDR051C"	-0.736980088881578
"570"	"YDR055W"	1.07107734710928
"571"	"YDR057W"	-0.271973098167409
"572"	"YDR058C"	0.182829430383817
"573"	"YDR061W"	-0.167513711786297
"574"	"YDR063W"	0.723116236816799
"575"	"YDR066C"	-0.194737425769786
"576"	"YDR067C"	-0.320127358926028
"577"	"YDR068W"	0.085221641540073
"578"	"YDR070C"	0.817736010521136
"579"	"YDR071C"	0.318995884192775
"580"	"YDR072C"	-0.569149345839775
"581"	"YDR073W"	-0.297266006446885
"582"	"YDR074W"	-0.343883846367263
"583"	"YDR076W"	0.823796586925208
"584"	"YDR080W"	-2.14228514400896
"585"	"YDR083W"	-0.358580397345971
"586"	"YDR085C"	-0.244401579986658
"587"	"YDR089W"	0.37922475309435
"588"	"YDR090C"	-0.192465696917611
"589"	"YDR093W"	0.900595375801104
"590"	"YDR094W"	0.709736816810307
"591"	"YDR095C"	-0.115682210199974
"592"	"YDR097C"	0.366090014921577
"593"	"YDR098C"	0.338383960391407
"594"	"YDR099W"	-0.138459120286392
"595"	"YDR100W"	-0.538491037962456
"596"	"YDR101C"	0.869251774528219
"597"	"YDR102C"	-0.219644990638458
"598"	"YDR104C"	0.12343566071306
"599"	"YDR108W"	-0.977040447587688
"600"	"YDR109C"	-0.127476838089426
"601"	"YDR110W"	-0.412724255962864
"602"	"YDR111C"	-0.822748261515451
"603"	"YDR112W"	-0.957675183887679
"604"	"YDR116C"	-0.0642429699143102
"605"	"YDR117C"	-0.457168613115495
"606"	"YDR119W"	-0.536918848401892
"607"	"YDR120C"	1.09298901317207
"608"	"YDR121W"	-0.157342800116014
"609"	"YDR122W"	-0.103197270782081
"610"	"YDR123C"	-0.350363617416595
"611"	"YDR124W"	-0.607473030430796
"612"	"YDR125C"	2.21573772805349
"613"	"YDR126W"	-0.696746276292036
"614"	"YDR127W"	0.76182065434746
"615"	"YDR128W"	0.154091777342618
"616"	"YDR130C"	-0.248041241193966
"617"	"YDR131C"	-0.376168893685694
"618"	"YDR132C"	0.259367898934488
"619"	"YDR133C"	-0.0246475439663926
"620"	"YDR134C"	0.091181022451283
"621"	"YDR135C"	-0.00506094512520326
"622"	"YDR139C"	-0.886005969081735
"623"	"YDR142C"	-0.353663403026
"624"	"YDR143C"	-0.400928865387255
"625"	"YDR144C"	-0.555318312800331
"626"	"YDR146C"	0.649205265161229
"627"	"YDR147W"	-0.546563957088299
"628"	"YDR148C"	-0.486409510733638
"629"	"YDR149C"	0.238556800701787
"630"	"YDR150W"	-0.491888551531659
"631"	"YDR153C"	-0.266420538508116
"632"	"YDR154C"	-0.59099112210446
"633"	"YDR155C"	-0.285679709865799
"634"	"YDR156W"	1.27068309439677
"635"	"YDR157W"	-0.450581318317355
"636"	"YDR158W"	0.280637866457908
"637"	"YDR159W"	-0.288085601247424
"638"	"YDR161W"	-0.00443549152693859
"639"	"YDR162C"	-2.01071171693131
"640"	"YDR163W"	-0.547880703513335
"641"	"YDR165W"	0.090425457088595
"642"	"YDR169C"	-0.333671075304722
"643"	"YDR171W"	-0.400150357535566
"644"	"YDR174W"	0.0159307631555926
"645"	"YDR181C"	-0.550771166318464
"646"	"YDR184C"	0.327780336258451
"647"	"YDR185C"	-0.417167048749492
"648"	"YDR186C"	0.0526473423993359
"649"	"YDR191W"	-0.0595490876428649
"650"	"YDR192C"	-0.591132378932877
"651"	"YDR193W"	1.87349740328384
"652"	"YDR198C"	-0.253154724907047
"653"	"YDR202C"	0.559787167101525
"654"	"YDR203W"	-0.882320294965006
"655"	"YDR205W"	0.209646303657412
"656"	"YDR206W"	1.796778007621
"657"	"YDR207C"	-2.72285096221624
"658"	"YDR209C"	-0.449957396867007
"659"	"YDR210W"	-0.179323449550961
"660"	"YDR213W"	-1.36408854827318
"661"	"YDR214W"	-0.00135495979646175
"662"	"YDR215C"	-0.75817533814646
"663"	"YDR216W"	0.499412075758055
"664"	"YDR217C"	-0.554097798969489
"665"	"YDR218C"	-0.537203385956542
"666"	"YDR219C"	-0.375366394432584
"667"	"YDR220C"	-0.208498760159125
"668"	"YDR222W"	-0.610183478717868
"669"	"YDR223W"	0.193680494559267
"670"	"YDR229W"	-0.272345143514159
"671"	"YDR233C"	-0.617821523587586
"672"	"YDR239C"	-0.444805022075399
"673"	"YDR241W"	0.121444183492531
