"gene"	"SinapicAcid"
"1"	"YAL004W"	-0.308840337391656
"2"	"YAL005C"	-0.225862395809169
"3"	"YAL008W"	-0.127722603977582
"4"	"YAL010C"	0.49964535926017
"5"	"YAL011W"	-0.704401942765324
"6"	"YAL013W"	0.0355335384172519
"7"	"YAL014C"	-0.306924330347264
"8"	"YAL015C"	-0.210510998242003
"9"	"YAL017W"	-0.0533777325135905
"10"	"YAL018C"	-0.404540502273926
"11"	"YAL019W"	-0.523839031431973
"12"	"YAL020C"	-0.476510280106037
"13"	"YAL022C"	-0.11711770508367
"14"	"YAL023C"	-0.903735752283294
"15"	"YAL024C"	-0.088764659236121
"16"	"YAL026C"	-1.29899035308984
"17"	"YAL027W"	-0.160036573175085
"18"	"YAL028W"	-0.186629002958499
"19"	"YAL029C"	-0.345982114982754
"20"	"YAL030W"	-0.452425633663142
"21"	"YAL031C"	-0.0562001837191206
"22"	"YAL034C"	-0.206505239157508
"23"	"YAL036C"	-0.276138985636464
"24"	"YAL037W"	-0.230166641172669
"25"	"YAL040C"	2.01881663077925
"26"	"YAL042W"	-0.481903860497403
"27"	"YAL043C-A"	0.00722593244458969
"28"	"YAL045C"	-0.0937480309873074
"29"	"YAL046C"	-0.233286125884125
"30"	"YAL048C"	-0.261051392850342
"31"	"YAL049C"	-0.155721168811344
"32"	"YAL051W"	-0.406611154507962
"33"	"YAL053W"	0.0153353126324603
"34"	"YAL054C"	0.263909674144203
"35"	"YAL055W"	-0.312657638451389
"36"	"YAL056W"	-0.394686134022651
"37"	"YAL058C-A"	-0.190664795154586
"38"	"YAL059W"	-0.25425718060212
"39"	"YAL060W"	-0.0530073691571481
"40"	"YAL061W"	-0.324944189331415
"41"	"YAL062W"	-0.209823767351469
"42"	"YAL064C-A"	-0.149823483090416
"43"	"YAL065C"	-0.289059915595268
"44"	"YAL066W"	-0.180036195899247
"45"	"YAL067C"	-0.221590241990226
"46"	"YAL068C"	-0.0782175471358842
"47"	"YAR002C-A"	-0.256947264331277
"48"	"YAR002W"	-0.75140279457858
"49"	"YAR003W"	0.394107656193278
"50"	"YAR014C"	-1.10449364145592
"51"	"YAR015W"	-0.216779618716939
"52"	"YAR020C"	-0.271024121050361
"53"	"YAR023C"	-0.172718817836341
"54"	"YAR027W"	-0.443022945277564
"55"	"YAR028W"	-0.368289180156713
"56"	"YAR029W"	-0.326313091997288
"57"	"YAR030C"	-0.305007655304234
"58"	"YAR031W"	0.103958567202603
"59"	"YAR035W"	-0.437873720620542
"60"	"YAR037W"	-0.201419681184412
"61"	"YAR040C"	-0.332229828649956
"62"	"YAR043C"	-0.342649213949133
"63"	"YAR044W"	-0.332106299636439
"64"	"YAR047C"	-0.335138025550438
"65"	"YBL003C"	0.417489271042742
"66"	"YBL005W"	1.15474316068559
"67"	"YBL007C"	-0.497906099301353
"68"	"YBL009W"	0.300371419397132
"69"	"YBL010C"	0.219503897727007
"70"	"YBL015W"	0.154208676425016
"71"	"YBL016W"	-1.86908058573522
"72"	"YBL017C"	1.50247408664855
"73"	"YBL019W"	0.0465379244942302
"74"	"YBL021C"	0.0346981799810876
"75"	"YBL024W"	0.443518388455446
"76"	"YBL027W"	0.267225301125211
"77"	"YBL028C"	0.172099696171616
"78"	"YBL029W"	0.202452511349933
"79"	"YBL031W"	0.168124988014291
"80"	"YBL032W"	0.0770864773920323
"81"	"YBL036C"	0.0845459462786457
"82"	"YBL037W"	-0.308166962615559
"83"	"YBL039C"	0.460490661811893
"84"	"YBL042C"	-0.309381374818954
"85"	"YBL043W"	-1.59361495693724
"86"	"YBL046W"	-0.722150251792577
"87"	"YBL048W"	0.053149858744108
"88"	"YBL049W"	-0.0361005705822453
"89"	"YBL051C"	0.213770342387599
"90"	"YBL052C"	-0.0517980218080016
"91"	"YBL053W"	-0.0650319696056379
"92"	"YBL054W"	-0.171724335011325
"93"	"YBL055C"	-0.306027136425937
"94"	"YBL056W"	0.198131741966292
"95"	"YBL057C"	0.128881959484935
"96"	"YBL059W"	-0.513416341004792
"97"	"YBL060W"	0.0795219771830595
"98"	"YBL061C"	0.163500789491372
"99"	"YBL062W"	0.06357894241735
"100"	"YBL063W"	-0.220232270959378
"101"	"YBL064C"	0.0887335276779111
"102"	"YBL065W"	-0.22985849281044
"103"	"YBL066C"	-0.0754415007178477
"104"	"YBL067C"	-0.486326382644085
"105"	"YBL068W"	-0.4823841220449
"106"	"YBL069W"	0.171362729425251
"107"	"YBL070C"	-0.382256782578531
"108"	"YBL071C"	0.070321704298226
"109"	"YBL072C"	0.190407417322075
"110"	"YBL075C"	-0.259579522575879
"111"	"YBL078C"	-0.0608556901266345
"112"	"YBL079W"	-0.100353231008693
"113"	"YBL081W"	0.0513483300639692
"114"	"YBL082C"	0.181082516395057
"115"	"YBL083C"	0.0441683076452429
"116"	"YBL085W"	-0.0285999517275799
"117"	"YBL086C"	-0.562561386542701
"118"	"YBL087C"	0.132539107233015
"119"	"YBL088C"	-0.173626788232881
"120"	"YBL089W"	0.344222817370553
"121"	"YBL091C-A"	-0.133844783053116
"122"	"YBL091C"	-0.34835367138689
"123"	"YBL094C"	0.0229312518433868
"124"	"YBL095W"	-0.169149973385702
"125"	"YBL096C"	-0.181597940272052
"126"	"YBL098W"	-0.201736188179295
"127"	"YBL101C"	-0.0367719500992437
"128"	"YBL102W"	0.00394644300621484
"129"	"YBL103C"	-0.238242220997218
"130"	"YBL104C"	0.235295410211113
"131"	"YBL106C"	0.0684463147512363
"132"	"YBL107C"	-0.0779866475057931
"133"	"YBR001C"	0.463878153717389
"134"	"YBR005W"	1.1779737890517
"135"	"YBR006W"	0.138853877451875
"136"	"YBR007C"	0.301033843663974
"137"	"YBR008C"	0.246206469386603
"138"	"YBR009C"	0.585167338006275
"139"	"YBR010W"	0.17440365250924
"140"	"YBR012C"	0.0423890913253174
"141"	"YBR013C"	0.116230641860353
"142"	"YBR014C"	0.0557732648865186
"143"	"YBR015C"	0.738051701716568
"144"	"YBR016W"	0.282673667538784
"145"	"YBR018C"	0.0237563906967581
"146"	"YBR022W"	0.263799215327129
"147"	"YBR024W"	0.201888967104899
"148"	"YBR025C"	0.170639568252411
"149"	"YBR026C"	0.812400609933985
"150"	"YBR027C"	0.332153879816892
"151"	"YBR028C"	0.159831345268412
"152"	"YBR030W"	0.0417982937455202
"153"	"YBR031W"	0.302224915270629
"154"	"YBR032W"	-0.0736974526022958
"155"	"YBR033W"	0.0321171384669678
"156"	"YBR034C"	0.0730420442979994
"157"	"YBR036C"	-0.606616301919664
"158"	"YBR040W"	0.318273116001162
"159"	"YBR041W"	-0.339328728757618
"160"	"YBR042C"	1.29814852309496
"161"	"YBR043C"	0.0403288237324105
"162"	"YBR044C"	0.00804771467661572
"163"	"YBR045C"	0.492938123763282
"164"	"YBR047W"	0.208540418977499
"165"	"YBR048W"	0.00163142762241877
"166"	"YBR052C"	0.305479472907503
"167"	"YBR053C"	0.176305993970451
"168"	"YBR054W"	-0.0861266376650126
"169"	"YBR056W"	0.431635172586195
"170"	"YBR057C"	0.212628855320893
"171"	"YBR058C"	0.568088719940258
"172"	"YBR059C"	-0.181865253271183
"173"	"YBR061C"	0.336917861476852
"174"	"YBR062C"	0.177236336892116
"175"	"YBR063C"	0.0392920842864027
"176"	"YBR064W"	0.00899797613980563
"177"	"YBR065C"	0.414518196147433
"178"	"YBR068C"	0.716788705549375
"179"	"YBR069C"	0.445529905341672
"180"	"YBR071W"	-0.476745790172117
"181"	"YBR072W"	-0.128089342248804
"182"	"YBR073W"	-0.015467721225152
"183"	"YBR074W"	0.168355870393143
"184"	"YBR075W"	0.0664551414068282
"185"	"YBR076W"	0.0440682837391192
"186"	"YBR077C"	0.543844363340977
"187"	"YBR078W"	0.0481935122151763
"188"	"YBR082C"	0.22652226845478
"189"	"YBR083W"	0.0591791810750039
"190"	"YBR084C-A"	0.630609772019439
"191"	"YBR084W"	0.321302910110257
"192"	"YBR085W"	0.215695282741929
"193"	"YBR086C"	-0.227581221937891
"194"	"YBR090C-A"	0.24968738880658
"195"	"YBR090C"	-0.189559353615432
"196"	"YBR092C"	0.13498013162612
"197"	"YBR095C"	0.565513550819553
"198"	"YBR098W"	0.177553938702234
"199"	"YBR099C"	0.0285611471293771
"200"	"YBR100W"	-0.125045588828024
"201"	"YBR104W"	0.358541186422024
"202"	"YBR105C"	0.0830248887596793
"203"	"YBR107C"	0.0352140418585221
"204"	"YBR108W"	-1.66301842104234
"205"	"YBR111C"	0.0381545014638228
"206"	"YBR113W"	0.963512577502221
"207"	"YBR114W"	0.374992161213606
"208"	"YBR115C"	1.32452374111749
"209"	"YBR116C"	0.120515511907574
"210"	"YBR118W"	0.464160045158421
"211"	"YBR119W"	0.23286646456279
"212"	"YBR125C"	-0.326359012683235
"213"	"YBR126C"	0.709213030316612
"214"	"YBR128C"	-0.218851118638937
"215"	"YBR129C"	0.229082558919578
"216"	"YBR130C"	0.372237746180501
"217"	"YBR132C"	0.146632601627832
"218"	"YBR134W"	-0.00123838767993176
"219"	"YBR137W"	0.464228900143781
"220"	"YBR138C"	0.147923370373177
"221"	"YBR141C"	0.128192868881009
"222"	"YBR144C"	0.24984777767791
"223"	"YBR145W"	0.223880506893116
"224"	"YBR147W"	0.476374260963996
"225"	"YBR148W"	0.158110901752321
"226"	"YBR150C"	-1.5857606970139
"227"	"YBR151W"	0.398603881376366
"228"	"YBR156C"	0.836868946179672
"229"	"YBR157C"	0.05199236639934
"230"	"YBR161W"	0.255118263077638
"231"	"YBR162C"	-0.124852937625018
"232"	"YBR162W-A"	0.258107571658921
"233"	"YBR164C"	-1.66940134502438
"234"	"YBR165W"	0.022490017334315
"235"	"YBR166C"	0.623661660150321
"236"	"YBR168W"	-0.05727954233757
"237"	"YBR171W"	-2.69143696631033
"238"	"YBR172C"	0.172841619813705
"239"	"YBR174C"	0.480771280817189
"240"	"YBR175W"	0.359963216282088
"241"	"YBR176W"	-0.0214845987308643
"242"	"YBR177C"	0.183364059439172
"243"	"YBR178W"	-1.68094664722126
"244"	"YBR180W"	-0.0450756023898339
"245"	"YBR184W"	0.0745745244007131
"246"	"YBR185C"	0.102833104250826
"247"	"YBR186W"	-0.108027736716997
"248"	"YBR197C"	-0.216802418285401
"249"	"YBR199W"	0.0368649702201015
"250"	"YBR200W"	0.0620204447168403
"251"	"YBR203W"	0.043395393991244
"252"	"YBR204C"	0.191395080893645
"253"	"YBR205W"	0.209136076253584
"254"	"YBR206W"	-0.00878011871854354
"255"	"YBR207W"	0.109146450005513
"256"	"YBR208C"	0.198497290360184
"257"	"YBR209W"	-0.086625582992291
"258"	"YBR210W"	0.329324289830368
"259"	"YBR214W"	0.153329335705832
"260"	"YBR215W"	-0.0603041353234984
"261"	"YBR216C"	0.260024393383807
"262"	"YBR217W"	-0.0657443132711159
"263"	"YBR218C"	0.0616805845559688
"264"	"YBR219C"	-0.0541768136283519
"265"	"YBR220C"	0.0335517701889613
"266"	"YBR221C"	-0.738632308555974
"267"	"YBR222C"	-0.89445711961625
"268"	"YBR223C"	0.0147070307524652
"269"	"YBR224W"	0.310500640360701
"270"	"YBR225W"	-0.378612207783295
"271"	"YBR226C"	-0.334386072216147
"272"	"YBR229C"	-0.175735573501781
"273"	"YBR231C"	-0.333026538514711
"274"	"YBR232C"	-0.208595988482903
"275"	"YBR233W"	0.164340173986485
"276"	"YBR235W"	-0.375253661927198
"277"	"YBR239C"	-0.171635456737051
"278"	"YBR240C"	1.23893464172503
"279"	"YBR241C"	-0.046914700199448
"280"	"YBR245C"	-0.107265105253897
"281"	"YBR248C"	1.31053825056136
"282"	"YBR250W"	0.113964020748872
"283"	"YBR255W"	0.0971525993326343
"284"	"YBR258C"	0.288701373393411
"285"	"YBR259W"	0.150751266202354
"286"	"YBR260C"	-0.0611871361122278
"287"	"YBR261C"	0.181330057137685
"288"	"YBR262C"	-0.294020574214755
"289"	"YBR263W"	-0.586955625210147
"290"	"YBR264C"	-0.193796661086535
"291"	"YBR266C"	1.51518931079658
"292"	"YBR267W"	0.00620536441719606
"293"	"YBR269C"	0.013040133556587
"294"	"YBR270C"	-0.468255214664546
"295"	"YBR271W"	0.0649655333520088
"296"	"YBR274W"	-0.281260172804053
"297"	"YBR275C"	0.459570537035326
"298"	"YBR276C"	-0.125973214780119
"299"	"YBR277C"	-0.542526187250233
"300"	"YBR278W"	-0.391300743942095
"301"	"YBR280C"	-0.25858762721445
"302"	"YBR281C"	0.0778345165098031
"303"	"YBR283C"	0.207786395873216
"304"	"YBR284W"	0.0715596350498878
"305"	"YBR285W"	-0.0788232388199572
"306"	"YBR286W"	-0.14857433604474
"307"	"YBR287W"	0.263945036791563
"308"	"YBR289W"	0.744910796139721
"309"	"YBR290W"	-0.699373063888745
"310"	"YBR291C"	0.440919575051295
"311"	"YBR292C"	0.413705882033023
"312"	"YBR293W"	0.0250316929608449
"313"	"YBR294W"	0.889322475286698
"314"	"YBR295W"	-0.0600928216257904
"315"	"YBR296C"	-0.119264984869732
"316"	"YBR297W"	0.129869322258419
"317"	"YBR298C"	0.102771903842708
"318"	"YBR301W"	-0.0136307689029351
"319"	"YCL001W-A"	0.0768862221793073
"320"	"YCL001W"	-0.53554614912876
"321"	"YCL006C"	-0.277183588035342
"322"	"YCL010C"	-0.467162030251851
"323"	"YCL011C"	-0.594652732399246
"324"	"YCL012W"	0.00131688138581166
"325"	"YCL013W"	-0.0401156328261959
"326"	"YCL014W"	-0.0306007916981007
"327"	"YCL016C"	-1.68094664722126
"328"	"YCL022C"	-0.257220507600834
"329"	"YCL023C"	-0.0700860467462733
"330"	"YCL024W"	0.0187442257966675
"331"	"YCL025C"	-0.107130427280439
"332"	"YCL026C-A"	-0.367139739795392
"333"	"YCL026C"	-0.180352663046171
"334"	"YCL027W"	0.225900882951366
"335"	"YCL028W"	-0.14506677861416
"336"	"YCL029C"	-0.0720094763012949
"337"	"YCL034W"	0.452768652025404
"338"	"YCL035C"	-0.101020076122786
"339"	"YCL038C"	-0.417167914040126
"340"	"YCL039W"	-0.179726627538676
"341"	"YCL042W"	0.645469310010675
"342"	"YCL046W"	-0.202717743764456
"343"	"YCL048W"	-0.216767627022153
"344"	"YCL049C"	-0.158898592842855
"345"	"YCL050C"	-0.594613019110485
"346"	"YCL051W"	-0.23695551617097
"347"	"YCL055W"	-0.25761105694304
"348"	"YCL057W"	-0.0447563337702827
"349"	"YCL061C"	-1.01533220524391
"350"	"YCL062W"	0.132360728843173
"351"	"YCL063W"	0.116326991661775
"352"	"YCL064C"	-0.150124086965129
"353"	"YCL069W"	-0.232582911070824
"354"	"YCL074W"	-0.324938503118613
"355"	"YCL075W"	-0.0362845713742325
"356"	"YCL076W"	0.0726490682555281
"357"	"YCR001W"	0.0328697758218204
"358"	"YCR005C"	-0.190561994963233
"359"	"YCR006C"	0.198676943491235
"360"	"YCR007C"	-0.257977611544006
"361"	"YCR008W"	0.494437029936213
"362"	"YCR009C"	-0.0872548570361653
"363"	"YCR010C"	-0.892145841734582
"364"	"YCR011C"	0.225786159758931
"365"	"YCR014C"	-0.338553972712916
"366"	"YCR015C"	-0.219347362285894
"367"	"YCR016W"	0.252677355414608
"368"	"YCR017C"	-0.13557317438837
"369"	"YCR019W"	-0.221765785987976
"370"	"YCR020C-A"	0.370168933133098
"371"	"YCR020C"	-0.305851587691722
"372"	"YCR021C"	-0.122043478286714
"373"	"YCR022C"	-0.376443019740428
"374"	"YCR023C"	-0.0937907805510579
"375"	"YCR024C-A"	0.0432708728895068
"376"	"YCR025C"	-0.248756556558234
"377"	"YCR027C"	-0.221097034862962
"378"	"YCR028C-A"	1.20650908530597
"379"	"YCR030C"	-0.267201697335088
"380"	"YCR031C"	-0.0139989107796958
"381"	"YCR032W"	-0.186481225937382
"382"	"YCR033W"	-0.00841263295682177
"383"	"YCR034W"	-0.142114294342511
"384"	"YCR036W"	-0.346458989067353
"385"	"YCR037C"	-0.0979392852328032
"386"	"YCR043C"	-0.295498259210495
"387"	"YCR044C"	-0.834607888183392
"388"	"YCR045C"	-0.136965024892237
"389"	"YCR048W"	0.0277363194981127
"390"	"YCR049C"	-0.322013945537309
"391"	"YCR050C"	-0.202809742874245
"392"	"YCR051W"	0.154562421097894
"393"	"YCR053W"	-0.642114503126491
"394"	"YCR059C"	-0.22150643445388
"395"	"YCR060W"	-0.540552020029833
"396"	"YCR061W"	-0.220382491545013
"397"	"YCR062W"	0.187870054752111
"398"	"YCR065W"	0.0317703363762681
"399"	"YCR068W"	-0.126609641844796
"400"	"YCR069W"	0.026261348149296
"401"	"YCR071C"	0.768239905080455
"402"	"YCR073C"	-0.0377662501760166
"403"	"YCR073W-A"	-0.654913689661488
"404"	"YCR075C"	-0.352498995880158
"405"	"YCR076C"	-0.00841571459097325
"406"	"YCR077C"	-0.332136363966721
"407"	"YCR079W"	-0.39030777793776
"408"	"YCR081W"	0.0285750360582471
"409"	"YCR082W"	-0.0273700814458686
