"gene"	"SinapicAcid"
"410"	"YCR085W"	0.00713253120430409
"411"	"YCR086W"	-0.18991610740276
"412"	"YCR087C-A"	-0.0848679355185249
"413"	"YCR087W"	-0.0534801585373606
"414"	"YCR088W"	-0.123735733986949
"415"	"YCR090C"	-0.0492098870226071
"416"	"YCR092C"	-0.456502405974712
"417"	"YCR095C"	-1.62717777923381
"418"	"YCR098C"	0.0409952719601167
"419"	"YCR099C"	-0.471885641970183
"420"	"YCR100C"	-0.0448304796862401
"421"	"YCR101C"	0.17185630191222
"422"	"YCR102C"	-0.00228613205476587
"423"	"YCR102W-A"	0.000754437325797706
"424"	"YCR105W"	-0.113587193600655
"425"	"YCR106W"	0.0189950938725406
"426"	"YCR107W"	0.0629686532718819
"427"	"YDL001W"	1.41046950038577
"428"	"YDL002C"	1.33416610959012
"429"	"YDL006W"	1.28529824466416
"430"	"YDL010W"	0.360560415877569
"431"	"YDL011C"	1.350128009484
"432"	"YDL012C"	1.24552717502926
"433"	"YDL013W"	1.4004019166267
"434"	"YDL018C"	1.13492322849055
"435"	"YDL019C"	0.355981320107954
"436"	"YDL020C"	1.1017695785087
"437"	"YDL024C"	0.161949794834008
"438"	"YDL025C"	-0.220022989607667
"439"	"YDL026W"	0.0837527209374452
"440"	"YDL035C"	-0.27813138356927
"441"	"YDL036C"	0.211732047631118
"442"	"YDL037C"	0.240865134183875
"443"	"YDL038C"	0.405654364160421
"444"	"YDL039C"	0.270864027336626
"445"	"YDL048C"	0.0798296627734262
"446"	"YDL050C"	-0.266361476879558
"447"	"YDL051W"	0.0369639749949189
"448"	"YDL052C"	0.360788086073544
"449"	"YDL054C"	0.119075944273911
"450"	"YDL056W"	0.0727700814742171
"451"	"YDL059C"	0.12693270506105
"452"	"YDL063C"	0.37066060775922
"453"	"YDL066W"	-0.31542998409119
"454"	"YDL070W"	-0.0161865436557229
"455"	"YDL071C"	-0.0604638227581509
"456"	"YDL074C"	0.433443156936583
"457"	"YDL076C"	0.398762999315571
"458"	"YDL077C"	1.10504621330419
"459"	"YDL078C"	0.170584339542169
"460"	"YDL079C"	0.201235530874644
"461"	"YDL080C"	0.246116312865757
"462"	"YDL081C"	0.420389852611831
"463"	"YDL082W"	0.432136464237168
"464"	"YDL083C"	0.124437974796401
"465"	"YDL085W"	0.0238059010447457
"466"	"YDL086W"	-0.0986313885434665
"467"	"YDL088C"	-0.194579998186412
"468"	"YDL089W"	-0.0841967540606765
"469"	"YDL091C"	0.389542517245907
"470"	"YDL093W"	0.04609749721438
"471"	"YDL094C"	0.128412163686686
"472"	"YDL096C"	-0.845941230317102
"473"	"YDL100C"	0.220756745620846
"474"	"YDL104C"	-1.38887432341018
"475"	"YDL106C"	-0.0906875165156914
"476"	"YDL109C"	0.276352996930925
"477"	"YDL110C"	0.181112856357682
"478"	"YDL112W"	-0.0786884940914163
"479"	"YDL114W"	0.134064918181203
"480"	"YDL117W"	-0.851945632578644
"481"	"YDL119C"	-1.80320766528589
"482"	"YDL121C"	0.141345090828397
"483"	"YDL122W"	-0.0534533881371437
"484"	"YDL123W"	0.0699237105480691
"485"	"YDL127W"	-0.241230699272745
"486"	"YDL128W"	0.403308587236439
"487"	"YDL130W-A"	0.0929698030987738
"488"	"YDL130W"	0.67455527990135
"489"	"YDL131W"	0.914001740878371
"490"	"YDL133C-A"	0.0888479803261107
"491"	"YDL134C"	0.455424789576279
"492"	"YDL136W"	0.53601935415563
"493"	"YDL137W"	0.178809662015498
"494"	"YDL142C"	0.363701702805419
"495"	"YDL144C"	-0.0479152950552598
"496"	"YDL149W"	0.151484347238045
"497"	"YDL154W"	0.270904080772175
"498"	"YDL155W"	0.103427647143104
"499"	"YDL156W"	-0.0529262157999105
"500"	"YDL161W"	0.0806847890711292
"501"	"YDL162C"	0.287178647846333
"502"	"YDL168W"	0.125940096491001
"503"	"YDL169C"	0.00890555663754152
"504"	"YDL170W"	0.220303690603938
"505"	"YDL171C"	0.317439667905984
"506"	"YDL172C"	-0.0396156538177595
"507"	"YDL173W"	-0.129110905536715
"508"	"YDL174C"	-0.0847092597881832
"509"	"YDL175C"	-0.730313954031527
"510"	"YDL177C"	-0.23503073228659
"511"	"YDL178W"	-0.0909723088540669
"512"	"YDL180W"	-0.077267246085808
"513"	"YDL182W"	0.179490876410815
"514"	"YDL184C"	-0.0641302217906146
"515"	"YDL186W"	0.223795625639239
"516"	"YDL187C"	-0.206110712927424
"517"	"YDL188C"	0.343555811583509
"518"	"YDL189W"	-0.176722173882282
"519"	"YDL190C"	-2.53996339975349
"520"	"YDL191W"	-0.0103320711615269
"521"	"YDL194W"	-0.315501170508963
"522"	"YDL197C"	-1.22931021016829
"523"	"YDL199C"	-0.390775774402905
"524"	"YDL200C"	-0.111122449309909
"525"	"YDL201W"	0.070559661366796
"526"	"YDL203C"	0.111115164948369
"527"	"YDL204W"	0.0101161852582793
"528"	"YDL210W"	-0.112641434759455
"529"	"YDL211C"	-0.134298183979857
"530"	"YDL214C"	1.55424828082788
"531"	"YDL215C"	-0.55112580817692
"532"	"YDL218W"	-0.140599061479246
"533"	"YDL219W"	-0.223899215367568
"534"	"YDL223C"	-0.395200658477097
"535"	"YDL224C"	-0.00586037455039796
"536"	"YDL226C"	-0.00397767508507305
"537"	"YDL227C"	-0.298100441133066
"538"	"YDL229W"	-0.281457676527021
"539"	"YDL230W"	-0.255338781181653
"540"	"YDL231C"	-0.026664367914974
"541"	"YDL233W"	-0.0859720740124913
"542"	"YDL236W"	-0.244556958996892
"543"	"YDL237W"	-2.16943592335969
"544"	"YDL239C"	-0.29126488076212
"545"	"YDL240W"	0.17676654911711
"546"	"YDL241W"	-0.0858731640096132
"547"	"YDL242W"	-0.107162257584928
"548"	"YDL243C"	-0.100341469852193
"549"	"YDR001C"	1.17127347375135
"550"	"YDR004W"	1.4484653677042
"551"	"YDR005C"	1.41942025740442
"552"	"YDR006C"	1.50923189683332
"553"	"YDR007W"	1.14762545821993
"554"	"YDR009W"	1.18912570434052
"555"	"YDR010C"	-0.348942192240727
"556"	"YDR011W"	0.506123017591848
"557"	"YDR014W"	1.07385816142206
"558"	"YDR015C"	0.686399134105263
"559"	"YDR018C"	1.0821465283682
"560"	"YDR019C"	1.38445002534949
"561"	"YDR020C"	0.764973422192675
"562"	"YDR022C"	0.412928780755583
"563"	"YDR024W"	1.31000354306753
"564"	"YDR025W"	1.02473995029983
"565"	"YDR026C"	1.14943502591757
"566"	"YDR030C"	0.217644936731484
"567"	"YDR033W"	-0.0475935704002169
"568"	"YDR035W"	0.0160884167428202
"569"	"YDR036C"	-0.463633031917874
"570"	"YDR046C"	-0.221025800686577
"571"	"YDR048C"	0.188550082074082
"572"	"YDR049W"	0.539549364801379
"573"	"YDR051C"	-0.00751558377435396
"574"	"YDR055W"	-0.0391461624326994
"575"	"YDR057W"	0.570755916763558
"576"	"YDR058C"	0.334797230834747
"577"	"YDR061W"	0.30456895198503
"578"	"YDR063W"	-1.42644366713602
"579"	"YDR066C"	0.206647079774559
"580"	"YDR067C"	-0.894445381588142
"581"	"YDR068W"	0.0547020907523339
"582"	"YDR070C"	-0.381079031202524
"583"	"YDR071C"	-0.00136673062553587
"584"	"YDR072C"	-0.0483732680658437
"585"	"YDR073W"	0.330185349557837
"586"	"YDR074W"	-0.400236712521821
"587"	"YDR076W"	-0.309530663051878
"588"	"YDR080W"	-0.143130904605443
"589"	"YDR083W"	-0.00707933788232754
"590"	"YDR085C"	0.0752996661002303
"591"	"YDR089W"	0.184497775363278
"592"	"YDR090C"	0.224089059817738
"593"	"YDR092W"	1.7204836116101
"594"	"YDR093W"	-0.0612616661470671
"595"	"YDR094W"	0.0989502339793158
"596"	"YDR095C"	0.102388206686569
"597"	"YDR097C"	-0.0906043684992577
"598"	"YDR098C"	-0.26927677564619
"599"	"YDR099W"	0.121094156723304
"600"	"YDR100W"	-0.0180864721064368
"601"	"YDR101C"	-0.133997676678225
"602"	"YDR102C"	0.161732985640081
"603"	"YDR104C"	-0.0685301604279036
"604"	"YDR108W"	-1.6445130066152
"605"	"YDR109C"	0.283866427688799
"606"	"YDR110W"	0.411448111901807
"607"	"YDR111C"	0.0688071013122198
"608"	"YDR112W"	0.0420867223902648
"609"	"YDR116C"	0.153955361593447
"610"	"YDR117C"	-2.63938600214259
"611"	"YDR119W"	-0.0911553852191331
"612"	"YDR120C"	0.600128842403024
"613"	"YDR121W"	-0.560515756341391
"614"	"YDR122W"	-0.226347383569194
"615"	"YDR123C"	-0.44334715467046
"616"	"YDR124W"	0.0253510489953576
"617"	"YDR125C"	0.194570557346828
"618"	"YDR126W"	1.10569482710449
"619"	"YDR127W"	-0.935005010145702
"620"	"YDR128W"	0.253372973730763
"621"	"YDR130C"	0.175993209519729
"622"	"YDR131C"	0.23381990549476
"623"	"YDR132C"	-0.0430747265718378
"624"	"YDR133C"	-0.0380603642459531
"625"	"YDR134C"	-0.072436041816508
"626"	"YDR135C"	0.299491640370375
"627"	"YDR139C"	1.03754881409201
"628"	"YDR142C"	0.0755820500564962
"629"	"YDR143C"	0.395718320249075
"630"	"YDR144C"	0.445417149391015
"631"	"YDR146C"	0.514388550283905
"632"	"YDR147W"	0.00224532396702968
"633"	"YDR148C"	0.304808302068065
"634"	"YDR149C"	-0.616194673270711
"635"	"YDR150W"	-0.141185145596529
"636"	"YDR153C"	0.0282094934157642
"637"	"YDR154C"	0.265970801067104
"638"	"YDR155C"	0.291196736388858
"639"	"YDR156W"	-0.690474854972025
"640"	"YDR157W"	-0.570022873305619
"641"	"YDR158W"	0.27278746392723
"642"	"YDR159W"	-0.0656735350625122
"643"	"YDR161W"	0.204326840826089
"644"	"YDR162C"	0.0852917696923796
"645"	"YDR163W"	-0.0302328085338338
"646"	"YDR165W"	0.284434375838502
"647"	"YDR169C"	0.156852221731828
"648"	"YDR171W"	0.164586350403031
"649"	"YDR174W"	0.936031623464052
"650"	"YDR181C"	0.0674515537568165
"651"	"YDR184C"	0.0497839785416438
"652"	"YDR185C"	-0.202097712972955
"653"	"YDR186C"	0.227053508718902
"654"	"YDR191W"	0.215665858720609
"655"	"YDR192C"	0.0836881380985123
"656"	"YDR193W"	0.991871841559394
"657"	"YDR198C"	0.234776136725505
"658"	"YDR202C"	-0.409960472420216
"659"	"YDR203W"	0.366952839309867
"660"	"YDR205W"	0.141669662043935
"661"	"YDR206W"	1.0187101416071
"662"	"YDR207C"	0.0357132872989188
"663"	"YDR209C"	0.199796056585208
"664"	"YDR210W"	0.318449316080904
"665"	"YDR213W"	0.0809338056534664
"666"	"YDR214W"	0.243744301963921
"667"	"YDR215C"	0.523484175269389
"668"	"YDR216W"	1.22496198896136
"669"	"YDR217C"	0.576198038722492
"670"	"YDR218C"	0.189166353793727
"671"	"YDR219C"	0.0901318233116834
"672"	"YDR220C"	0.164428951305676
