"gene"	"Methylglyoxal"
"168"	"YBR054W"	0.197868815333848
"169"	"YBR056W"	-0.218323060179323
"170"	"YBR057C"	-0.019598210118094
"171"	"YBR058C"	-0.0852629097857481
"172"	"YBR059C"	0.261743262518219
"173"	"YBR061C"	-0.249543048783509
"174"	"YBR062C"	-0.0669848376466921
"175"	"YBR063C"	-0.242175271388469
"176"	"YBR064W"	0.191340436459182
"177"	"YBR065C"	0.09834954358506
"178"	"YBR068C"	-0.0804037458005341
"179"	"YBR069C"	0.000302719600510448
"180"	"YBR071W"	-0.127350499884127
"181"	"YBR072W"	0.117239398708843
"182"	"YBR073W"	-0.603950923564339
"183"	"YBR074W"	-0.380540421920859
"184"	"YBR075W"	-0.266551185313193
"185"	"YBR076W"	-0.0688402426588389
"186"	"YBR077C"	0.66062851868185
"187"	"YBR078W"	-0.0172175858383953
"188"	"YBR082C"	-0.220754040413572
"189"	"YBR083W"	-0.676472344105834
"190"	"YBR084C-A"	0.263278137679963
"191"	"YBR084W"	0.260044783402755
"192"	"YBR085W"	-0.25499190949848
"193"	"YBR086C"	-0.85525684509632
"194"	"YBR090C-A"	-0.0993231174127917
"195"	"YBR090C"	-0.358584027975614
"196"	"YBR092C"	-0.480653516696
"197"	"YBR095C"	0.0707702031762922
"198"	"YBR098W"	-0.101718446563295
"199"	"YBR099C"	-0.762646494683266
"200"	"YBR100W"	-0.0926502975159761
"201"	"YBR104W"	-1.03532494220004
"202"	"YBR105C"	0.421223805137815
"203"	"YBR107C"	-0.0271255095658753
"204"	"YBR108W"	1.56562780307293
"205"	"YBR111C"	0.376489065491395
"206"	"YBR113W"	-1.05927606503339
"207"	"YBR114W"	-1.62046731045209
"208"	"YBR115C"	0.0169885428770947
"209"	"YBR116C"	0.194948593633619
"210"	"YBR118W"	-1.01752481745522
"211"	"YBR119W"	0.197818797764999
"212"	"YBR125C"	-0.597753678352864
"213"	"YBR126C"	0.699554179016915
"214"	"YBR128C"	-0.256659074834479
"215"	"YBR129C"	0.205505124765399
"216"	"YBR130C"	-0.389053375170413
"217"	"YBR132C"	0.250185958853676
"218"	"YBR134W"	0.274640050833613
"219"	"YBR137W"	0.356604974549582
"220"	"YBR138C"	0.269390790050344
"221"	"YBR141C"	-0.537754720904445
"222"	"YBR144C"	2.56935184809897
"223"	"YBR145W"	0.468543955020097
"224"	"YBR147W"	0.371667670267765
"225"	"YBR148W"	0.455459910739433
"226"	"YBR150C"	1.46922814311697
"227"	"YBR151W"	0.298020045435035
"228"	"YBR156C"	1.6014283374269
"229"	"YBR157C"	0.40899644610591
"230"	"YBR161W"	0.818240042913244
"231"	"YBR162C"	0.21810939477488
"232"	"YBR162W-A"	-2.2697726992029
"233"	"YBR164C"	-2.12583707534308
"234"	"YBR165W"	0.439836210341984
"235"	"YBR166C"	-1.54379580776746
"236"	"YBR168W"	0.00811390752141848
"237"	"YBR171W"	-0.72325732718375
"238"	"YBR172C"	-0.63397879680967
"239"	"YBR174C"	-0.455433430140263
"240"	"YBR175W"	-0.486054890477417
"241"	"YBR176W"	0.107671115372352
"242"	"YBR177C"	0.330605345589511
"243"	"YBR180W"	0.1448591213044
"244"	"YBR183W"	-1.84371710197611
"245"	"YBR184W"	-0.0686815160985654
"246"	"YBR185C"	0.160064779568562
"247"	"YBR186W"	-0.0170840405487175
"248"	"YBR197C"	-0.0271577945420133
"249"	"YBR199W"	0.206118008013718
"250"	"YBR200W"	0.492616721167601
"251"	"YBR203W"	-0.630092493032479
"252"	"YBR204C"	0.585327632910093
"253"	"YBR205W"	0.553723159277831
"254"	"YBR206W"	0.193960605234875
"255"	"YBR207W"	0.297598613768084
"256"	"YBR208C"	0.116257614101861
"257"	"YBR209W"	0.0304896543636587
"258"	"YBR210W"	0.251711073443075
"259"	"YBR212W"	-0.978698680171641
"260"	"YBR214W"	-0.126060135151985
"261"	"YBR215W"	0.198823467011479
"262"	"YBR216C"	-0.368193039618225
"263"	"YBR217W"	0.565862846054909
"264"	"YBR218C"	-0.569270560915008
"265"	"YBR219C"	0.102633086875285
"266"	"YBR220C"	0.0933807877278871
"267"	"YBR221C"	-1.26159365031815
"268"	"YBR223C"	-0.216592856752996
"269"	"YBR224W"	0.0769049928582737
"270"	"YBR225W"	-0.046771121330498
"271"	"YBR226C"	-0.136286548855213
"272"	"YBR229C"	0.150064626175426
"273"	"YBR231C"	0.480263532638803
"274"	"YBR232C"	0.244254622556873
"275"	"YBR233W"	0.755265270531945
"276"	"YBR235W"	-0.157368974431945
"277"	"YBR239C"	-0.145572930301326
"278"	"YBR240C"	-0.1731100413324
"279"	"YBR241C"	0.327662980516604
"280"	"YBR245C"	-0.37556964637848
"281"	"YBR248C"	0.0401425526004083
"282"	"YBR250W"	0.818058747759755
"283"	"YBR255W"	-0.308731978513707
"284"	"YBR258C"	-2.03185228460068
"285"	"YBR259W"	0.031268958987946
"286"	"YBR260C"	0.502539850157903
"287"	"YBR261C"	-0.231334674816861
"288"	"YBR262C"	-0.1253664452381
"289"	"YBR263W"	-0.378432005355663
"290"	"YBR264C"	0.212218952576068
"291"	"YBR266C"	-0.193729086436568
"292"	"YBR267W"	-0.0952359047755069
"293"	"YBR269C"	0.366741180585994
"294"	"YBR270C"	0.0795740363659604
"295"	"YBR271W"	-0.126015205688428
"296"	"YBR274W"	0.468437532609982
"297"	"YBR275C"	-0.189362724583421
"298"	"YBR276C"	0.209869703358739
"299"	"YBR277C"	0.65903762662232
"300"	"YBR278W"	-0.131366776506088
"301"	"YBR280C"	0.204433062558788
"302"	"YBR281C"	0.50130217177622
"303"	"YBR283C"	-0.106410092227303
"304"	"YBR284W"	0.0925447492120732
"305"	"YBR285W"	0.28815811919591
"306"	"YBR286W"	0.537908130418929
"307"	"YBR287W"	0.611093034076759
"308"	"YBR289W"	-1.00010041001966
"309"	"YBR290W"	-1.01139653479058
"310"	"YBR291C"	0.642242665375363
"311"	"YBR292C"	0.58693648785845
"312"	"YBR293W"	-0.194970136641563
"313"	"YBR294W"	0.0867292291903246
"314"	"YBR295W"	0.159001827275125
"315"	"YBR296C"	0.148053897814265
"316"	"YBR297W"	-0.153630638611221
"317"	"YBR298C"	0.300404496993316
"318"	"YBR301W"	0.297531868302689
"319"	"YCL001W-A"	-0.213334808572564
"320"	"YCL001W"	-0.165464814671337
"321"	"YCL006C"	-0.336062497437918
"322"	"YCL010C"	-0.353221293182287
"323"	"YCL011C"	0.114079896360063
"324"	"YCL012W"	-0.0798075631280558
"325"	"YCL013W"	0.265283768742315
"326"	"YCL014W"	0.244052851172747
"327"	"YCL016C"	-0.978698680171641
"328"	"YCL022C"	-0.409022285392663
"329"	"YCL023C"	-0.176616204209168
"330"	"YCL024W"	-0.104131261411803
"331"	"YCL025C"	0.246330781335466
"332"	"YCL026C-A"	-0.0108889390894884
"333"	"YCL026C"	-0.170528650073687
"334"	"YCL027W"	-0.46854092896579
"335"	"YCL028W"	-0.205816019166919
"336"	"YCL029C"	-0.417549070300532
"337"	"YCL034W"	1.19553388725557
"338"	"YCL035C"	0.219903610924871
"339"	"YCL038C"	-0.543962350845078
"340"	"YCL039W"	0.0280076800417263
"341"	"YCL042W"	2.01053950929479
"342"	"YCL046W"	0.0164628127136398
"343"	"YCL048W"	0.257658846381971
"344"	"YCL049C"	0.0490052605507589
"345"	"YCL050C"	-0.228046606390965
"346"	"YCL051W"	0.393430088890294
"347"	"YCL055W"	0.124089237107847
"348"	"YCL057W"	0.36303995420934
"349"	"YCL061C"	0.32271201776833
"350"	"YCL062W"	0.549748984086067
"351"	"YCL063W"	0.158933365533507
"352"	"YCL064C"	-0.137568401630139
"353"	"YCL069W"	-0.855384500446186
"354"	"YCL074W"	-0.548411662402572
"355"	"YCL075W"	-0.675731253920305
"356"	"YCL076W"	0.0754576013950547
"357"	"YCR001W"	-0.234803453971379
"358"	"YCR005C"	0.347631458470483
"359"	"YCR006C"	-0.161608555130253
"360"	"YCR007C"	-0.102499913214493
"361"	"YCR008W"	-0.700339936058995
"362"	"YCR009C"	-0.361985978635615
"363"	"YCR010C"	0.224155555608455
"364"	"YCR011C"	0.0905545756425142
"365"	"YCR014C"	-0.0214051624631277
"366"	"YCR015C"	0.00787622886182208
"367"	"YCR016W"	0.176425137948059
"368"	"YCR017C"	0.394211458481448
"369"	"YCR019W"	0.00575390171576506
"370"	"YCR020C-A"	0.686390049295417
"371"	"YCR020C"	-0.0146746773076743
"372"	"YCR021C"	-0.000924851410618332
"373"	"YCR022C"	-0.018063953507675
"374"	"YCR023C"	0.19689766313383
"375"	"YCR024C-A"	-0.0748532659168682
"376"	"YCR025C"	-0.650387804150049
"377"	"YCR027C"	0.167002588585003
"378"	"YCR028C-A"	-0.704319842276172
"379"	"YCR030C"	-0.132453848604903
"380"	"YCR031C"	0.419265951570693
"381"	"YCR032W"	-0.113335809065471
"382"	"YCR033W"	0.44549072713895
"383"	"YCR034W"	0.844980504220462
"384"	"YCR036W"	-0.0473936802319244
"385"	"YCR037C"	0.554293496079061
"386"	"YCR043C"	0.179888459724594
"387"	"YCR044C"	-0.234016232427617
"388"	"YCR045C"	0.185034364227978
"389"	"YCR048W"	-0.303425124348187
"390"	"YCR049C"	0.280255530109379
"391"	"YCR050C"	0.291590444768951
"392"	"YCR051W"	0.285912266722235
"393"	"YCR053W"	-1.12935187723912
"394"	"YCR059C"	-1.05873612933374
"395"	"YCR060W"	-0.601997358029468
"396"	"YCR061W"	-0.223530528670366
"397"	"YCR062W"	-0.367571547687193
"398"	"YCR065W"	0.0892911878288375
"399"	"YCR068W"	0.303010656821456
"400"	"YCR069W"	0.285882327264164
"401"	"YCR071C"	-0.284869367757404
"402"	"YCR073C"	-0.214160805793663
"403"	"YCR073W-A"	-0.760278342708927
"404"	"YCR075C"	0.192865191865368
"405"	"YCR076C"	0.240286279818648
"406"	"YCR077C"	0.41324688785892
"407"	"YCR079W"	-0.693819704108705
"408"	"YCR081W"	0.892602078693023
"409"	"YCR082W"	-0.229935432006289
"410"	"YCR085W"	0.0878303325040869
"411"	"YCR086W"	-0.0896002637268382
"412"	"YCR087C-A"	-0.0950285512905343
"413"	"YCR087W"	0.125163675746995
"414"	"YCR088W"	0.59867559836035
"415"	"YCR090C"	-0.148231832699969
"416"	"YCR092C"	0.230829536061117
"417"	"YCR095C"	0.240311112747643
"418"	"YCR098C"	0.212315540506591
"419"	"YCR099C"	-0.176293901754329
"420"	"YCR100C"	0.429244944096377
"421"	"YCR101C"	0.124270688266446
"422"	"YCR102C"	0.226878124578475
"423"	"YCR102W-A"	-0.451952691198095
"424"	"YCR105W"	0.178402114183108
"425"	"YCR106W"	0.168815375093205
"426"	"YCR107W"	0.224331246503926
"427"	"YDL001W"	-0.610672215647949
"428"	"YDL002C"	-0.924174597361099
"429"	"YDL006W"	-0.747288010045971
"430"	"YDL010W"	0.246960778984918
"431"	"YDL011C"	0.0932405921612347
"432"	"YDL012C"	-0.526659939322428
"433"	"YDL013W"	-0.31951911620242
"434"	"YDL018C"	0.122595392889366
"435"	"YDL019C"	-0.550682847856458
"436"	"YDL020C"	-0.257717130012601
"437"	"YDL024C"	-0.293560913492833
"438"	"YDL025C"	0.234996601634587
"439"	"YDL026W"	0.100567251781245
"440"	"YDL035C"	-0.331650257050914
"441"	"YDL036C"	0.0551449752234695
"442"	"YDL037C"	0.110784181569835
"443"	"YDL038C"	0.182794392223794
"444"	"YDL039C"	0.0992664084227665
"445"	"YDL048C"	-0.0689696769004108
"446"	"YDL050C"	0.0368218654840987
"447"	"YDL051W"	0.100339448787181
"448"	"YDL052C"	0.137737263003988
"449"	"YDL054C"	-0.0540413041662883
"450"	"YDL056W"	0.366355455719218
"451"	"YDL059C"	-0.226206277814289
"452"	"YDL063C"	0.579194493359783
"453"	"YDL066W"	-0.645639788133972
"454"	"YDL070W"	-0.0177953711424228
"455"	"YDL071C"	0.353196994984141
"456"	"YDL074C"	-1.26882348651539
"457"	"YDL076C"	0.047780411524947
"458"	"YDL077C"	0.295180318943487
"459"	"YDL078C"	0.0650839053664689
"460"	"YDL079C"	0.175911387176783
"461"	"YDL080C"	-0.59592309659497
"462"	"YDL081C"	-0.533642156523255
"463"	"YDL082W"	0.703085990945394
"464"	"YDL083C"	-0.494994559234423
"465"	"YDL085W"	0.223305579199538
"466"	"YDL086W"	0.0106135911556111
"467"	"YDL088C"	0.106553285900304
"468"	"YDL089W"	-0.498008668122406
"469"	"YDL091C"	-0.480434272137501
"470"	"YDL093W"	0.184460524069035
"471"	"YDL094C"	0.105320645708593
"472"	"YDL096C"	-0.603511301106673
"473"	"YDL100C"	-0.756099118883924
"474"	"YDL106C"	0.484376661567549
"475"	"YDL109C"	0.0647033936896575
"476"	"YDL110C"	-0.0769667686824444
"477"	"YDL112W"	-0.257288199705134
"478"	"YDL114W"	-0.221809454762182
"479"	"YDL117W"	-1.26159365031815
"480"	"YDL119C"	-0.841670068745445
"481"	"YDL121C"	0.37735905364845
"482"	"YDL122W"	0.276573353900636
"483"	"YDL123W"	0.0540983072350938
"484"	"YDL127W"	-0.67649438013912
"485"	"YDL128W"	-0.978698680171641
"486"	"YDL130W-A"	-0.527718949148174
"487"	"YDL130W"	-0.433865424118375
"488"	"YDL133C-A"	-0.630712749542553
"489"	"YDL134C"	0.133634615749554
"490"	"YDL136W"	0.471245380952645
"491"	"YDL137W"	0.915318678791313
"492"	"YDL142C"	0.680365571507084
"493"	"YDL144C"	-0.525953756907728
"494"	"YDL149W"	0.230496736442306
"495"	"YDL154W"	0.173600602165256
"496"	"YDL155W"	-1.1293393382125
"497"	"YDL156W"	-0.044189220125739
"498"	"YDL161W"	0.272750506230284
"499"	"YDL162C"	-1.2033153837112
"500"	"YDL168W"	-0.326433369067554
"501"	"YDL169C"	0.343000947234457
"502"	"YDL170W"	-0.146002016503882
"503"	"YDL171C"	-0.49651647840735
"504"	"YDL172C"	-0.10103738275048
"505"	"YDL173W"	-0.472040204151874
"506"	"YDL174C"	0.264726488798975
"507"	"YDL177C"	0.0480680196365553
"508"	"YDL178W"	-0.0438814422291642
"509"	"YDL180W"	0.309365959678616
"510"	"YDL182W"	0.222397741562018
"511"	"YDL184C"	-0.372061140293909
"512"	"YDL186W"	-0.132527099468374
"513"	"YDL187C"	0.0346449931318727
"514"	"YDL188C"	-0.282752509579605
"515"	"YDL189W"	0.720776332204539
"516"	"YDL190C"	-0.847021328010308
"517"	"YDL191W"	0.484311842187377
"518"	"YDL194W"	0.558808962072644
"519"	"YDL197C"	1.42991940317071
"520"	"YDL199C"	0.217349115030444
"521"	"YDL200C"	0.0893634665152028
"522"	"YDL201W"	-0.456378888089119
"523"	"YDL203C"	0.346672547753478
"524"	"YDL204W"	-0.227760078541031
"525"	"YDL210W"	-0.0436343603413245
"526"	"YDL211C"	0.135716491561405
"527"	"YDL215C"	0.323947136573087
"528"	"YDL218W"	-0.437470281444796
"529"	"YDL219W"	-0.604037337789686
"530"	"YDL223C"	-0.317709412902888
"531"	"YDL224C"	0.466919530812226
"532"	"YDL226C"	0.252639748897102
"533"	"YDL227C"	0.486820443681941
"534"	"YDL229W"	0.435866061261034
"535"	"YDL230W"	0.377769677455553
"536"	"YDL231C"	-0.210353505757788
"537"	"YDL233W"	-0.180861415528045
"538"	"YDL236W"	0.133789869682828
"539"	"YDL237W"	-1.65768182678223
"540"	"YDL239C"	-0.0816971476182734
"541"	"YDL240W"	-0.0544243679232122
"542"	"YDL241W"	-0.29370399316196
"543"	"YDL242W"	0.155876419525771
"544"	"YDL243C"	0.338361636387071
"545"	"YDR001C"	0.0682802962541704
"546"	"YDR004W"	-1.03999345218634
"547"	"YDR005C"	-0.716455049866596
"548"	"YDR006C"	-0.610847608395366
"549"	"YDR007W"	-1.5327190588294
"550"	"YDR009W"	-0.0708510556666311
"551"	"YDR010C"	-0.170077099123823
"552"	"YDR011W"	-0.143564777212341
"553"	"YDR014W"	0.0567858479804704
"554"	"YDR015C"	0.125030926147762
"555"	"YDR018C"	0.164887110806492
"556"	"YDR019C"	-0.352611399207751
"557"	"YDR020C"	-0.143094765111604
"558"	"YDR022C"	-0.326693935931728
"559"	"YDR024W"	0.229044570404304
"560"	"YDR025W"	-0.250157190441142
"561"	"YDR026C"	-0.0499781077291382
"562"	"YDR030C"	-0.344716673205383
"563"	"YDR033W"	0.126312398702233
"564"	"YDR035W"	0.148119798325219
"565"	"YDR036C"	-0.660661799514127
"566"	"YDR046C"	-0.306655132300766
"567"	"YDR048C"	-1.06346964491992
"568"	"YDR049W"	-1.11713510561903
"569"	"YDR051C"	0.122609280817185
"570"	"YDR055W"	-1.17391646835928
"571"	"YDR057W"	-0.42052838446294
"572"	"YDR058C"	-0.473608475351521
"573"	"YDR061W"	0.0904937478935369
"574"	"YDR063W"	0.558808962072644
"575"	"YDR066C"	-0.0630366229303133
"576"	"YDR067C"	-0.0244519597249877
"577"	"YDR068W"	0.00979098770241933
"578"	"YDR070C"	-0.949446740368457
"579"	"YDR071C"	-0.344887060220453
"580"	"YDR072C"	0.441431051770214
"581"	"YDR073W"	-0.440118551445525
"582"	"YDR074W"	0.372159178881994
"583"	"YDR076W"	-1.79726898280048
"584"	"YDR080W"	-0.820712061191563
"585"	"YDR083W"	0.664123717900817
"586"	"YDR085C"	0.0846188086889896
"587"	"YDR089W"	-0.287988558916293
"588"	"YDR090C"	-0.241008841148326
"589"	"YDR092W"	2.06120763523929
"590"	"YDR093W"	-1.07342972473007
"591"	"YDR094W"	-0.80488353531143
"592"	"YDR095C"	-0.299929012212234
"593"	"YDR097C"	-0.0287833863664175
"594"	"YDR098C"	-0.502459359325466
"595"	"YDR099W"	0.0964216711874169
"596"	"YDR100W"	-0.650826093696227
"597"	"YDR101C"	0.315351682212646
"598"	"YDR102C"	0.0474026039668807
"599"	"YDR104C"	-0.544807474904052
"600"	"YDR108W"	0.373231768227868
"601"	"YDR109C"	-0.0933015899680495
"602"	"YDR110W"	0.257952831861059
"603"	"YDR111C"	-0.0228127921177688
"604"	"YDR112W"	-0.0264685235299338
"605"	"YDR116C"	0.0706838040297698
"606"	"YDR117C"	0.790302647724703
"607"	"YDR119W"	-0.120474732979729
"608"	"YDR120C"	0.927172399986291
"609"	"YDR121W"	0.633403296133605
"610"	"YDR122W"	-0.0663474983554833
"611"	"YDR123C"	0.247784370856456
"612"	"YDR124W"	-0.125295816709254
"613"	"YDR125C"	1.05249481019497
"614"	"YDR126W"	-0.0188032260676117
"615"	"YDR127W"	-0.0747393965259925
"616"	"YDR128W"	-0.329255362067168
"617"	"YDR130C"	-0.0979755766211823
"618"	"YDR131C"	0.172890645544369
"619"	"YDR132C"	0.0132297580878767
"620"	"YDR133C"	0.22729083660081
"621"	"YDR134C"	-0.490239804515527
"622"	"YDR135C"	-0.0804531592344575
"623"	"YDR139C"	-0.96960082062337
"624"	"YDR142C"	0.0434612215607754
"625"	"YDR143C"	-0.148961832612889
"626"	"YDR144C"	0.140493016987643
"627"	"YDR146C"	0.827742756889029
"628"	"YDR147W"	0.0173186796023917
"629"	"YDR148C"	0.13979689908447
"630"	"YDR149C"	-0.396786452800949
"631"	"YDR150W"	-0.00361099091686272
"632"	"YDR153C"	0.481981933523943
"633"	"YDR154C"	0.0206094610989635
"634"	"YDR155C"	0.266984644948582
"635"	"YDR156W"	-0.0153453981907334
"636"	"YDR157W"	0.198591167671855
"637"	"YDR158W"	-1.34316017871957
"638"	"YDR159W"	-0.128811795099812
"639"	"YDR161W"	-0.103749958978747
"640"	"YDR162C"	-0.635556435676972
"641"	"YDR163W"	-0.209426102010484
"642"	"YDR165W"	-0.0307897329309008
"643"	"YDR169C"	0.0433068415497053
"644"	"YDR171W"	0.132501554023236
"645"	"YDR174W"	-0.191614691628807
"646"	"YDR181C"	0.127665633122497
"647"	"YDR184C"	0.248847453202067
"648"	"YDR185C"	-0.00809353139171625
"649"	"YDR186C"	-0.644194676430116
"650"	"YDR191W"	-0.479171555119085
"651"	"YDR192C"	0.153982623759904
"652"	"YDR193W"	2.36567541373516
"653"	"YDR198C"	-0.0681111417806127
"654"	"YDR202C"	-1.13259555835843
"655"	"YDR203W"	0.111254091989335
"656"	"YDR205W"	-0.481098598032679
"657"	"YDR206W"	0.71111761701993
"658"	"YDR207C"	0.159100130018932
"659"	"YDR209C"	0.00214892004072614
"660"	"YDR210W"	-0.0770695813092024
"661"	"YDR213W"	-0.785340366006366
"662"	"YDR214W"	-0.0887773765005839
"663"	"YDR215C"	0.323577317482664
"664"	"YDR216W"	-0.389429138170136
"665"	"YDR217C"	-0.269607618064068
"666"	"YDR218C"	0.214716130926506
"667"	"YDR219C"	0.0269592131034746
"668"	"YDR220C"	0.428574068588951
"669"	"YDR222W"	0.543873098396966
"670"	"YDR223W"	-7.19398932711483e-06
"671"	"YDR229W"	0.234591992645503
"672"	"YDR233C"	0.0892740837042028
"673"	"YDR239C"	0.128070479797573
"674"	"YDR241W"	0.467942046026724
