"gene"	"Acetovanillone"
"402"	"YCR073C"	-0.734461407574549
"403"	"YCR073W-A"	0.526565271238384
"404"	"YCR075C"	0.0432417469228945
"405"	"YCR076C"	0.27479054478568
"406"	"YCR077C"	-0.0946458459518396
"407"	"YCR079W"	0.425379880808643
"408"	"YCR081W"	-1.03296663714002
"409"	"YCR082W"	-0.243283296143935
"410"	"YCR085W"	-0.226437634992872
"411"	"YCR086W"	-0.506045524892427
"412"	"YCR087C-A"	0.556079098262951
"413"	"YCR087W"	0.0337257939477177
"414"	"YCR088W"	-1.04516515736255
"415"	"YCR090C"	0.114623979826444
"416"	"YCR092C"	-0.00806770280794305
"417"	"YCR095C"	-0.124299292952043
"418"	"YCR098C"	-0.0808334626056787
"419"	"YCR099C"	-0.84544135690016
"420"	"YCR100C"	-0.0898323548832689
"421"	"YCR101C"	0.296451483459875
"422"	"YCR102C"	-0.295398342662786
"423"	"YCR102W-A"	-0.754404863898856
"424"	"YCR105W"	0.0967268988208434
"425"	"YCR106W"	0.0271629057941274
"426"	"YCR107W"	0.0549356327146201
"427"	"YDL001W"	1.03863759762615
"428"	"YDL002C"	1.42110800850167
"429"	"YDL006W"	1.23852474285366
"430"	"YDL010W"	0.0537850893483579
"431"	"YDL011C"	0.129805967336137
"432"	"YDL012C"	0.49770105026514
"433"	"YDL013W"	1.23409937342459
"434"	"YDL018C"	-0.0236312330339063
"435"	"YDL019C"	0.629784805614607
"436"	"YDL020C"	0.370377493771282
"437"	"YDL024C"	-0.00957156885601403
"438"	"YDL025C"	0.216011034126204
"439"	"YDL026W"	0.0139364400524948
"440"	"YDL035C"	-0.294385751077396
"441"	"YDL036C"	0.141074984660923
"442"	"YDL037C"	0.357086182273226
"443"	"YDL038C"	0.181630778833481
"444"	"YDL039C"	0.234680772306467
"445"	"YDL048C"	0.300154762184487
"446"	"YDL050C"	0.38586272064951
"447"	"YDL051W"	0.218616155660495
"448"	"YDL052C"	0.574761404111074
"449"	"YDL054C"	0.0250926913997854
"450"	"YDL056W"	0.550194879528547
"451"	"YDL059C"	0.283008116874018
"452"	"YDL063C"	0.145976831142428
"453"	"YDL066W"	-0.54502906576964
"454"	"YDL070W"	-1.4245681878822
"455"	"YDL071C"	-0.620883608929007
"456"	"YDL074C"	0.388502200934814
"457"	"YDL076C"	0.50472625507062
"458"	"YDL077C"	0.782031568760036
"459"	"YDL078C"	0.960125669512257
"460"	"YDL079C"	0.192271795405478
"461"	"YDL080C"	1.6081655624021
"462"	"YDL081C"	1.53101506928613
"463"	"YDL082W"	0.361361076874285
"464"	"YDL083C"	0.0214013181417165
"465"	"YDL085W"	-0.204958656732448
"466"	"YDL086W"	0.0276197386572736
"467"	"YDL088C"	-0.11422751665914
"468"	"YDL089W"	-0.799207692380166
"469"	"YDL091C"	0.696234274122627
"470"	"YDL093W"	-0.0245915000067512
"471"	"YDL094C"	0.0577646485492977
"472"	"YDL095W"	2.40653262439727
"473"	"YDL096C"	2.88133637733267
"474"	"YDL100C"	2.85314158797907
"475"	"YDL104C"	0.600244790841916
"476"	"YDL106C"	0.253082919891133
"477"	"YDL109C"	-0.00444648606674651
"478"	"YDL110C"	-0.154205577210033
"479"	"YDL112W"	-0.0133281957854149
"480"	"YDL114W"	0.984794079069072
"481"	"YDL117W"	0.733407649366139
"482"	"YDL119C"	-0.207425886563911
"483"	"YDL121C"	0.239773799352586
"484"	"YDL122W"	-0.342349342239651
"485"	"YDL123W"	-0.0268506932373985
"486"	"YDL127W"	0.906397042536164
"487"	"YDL130W-A"	-0.245428023280241
"488"	"YDL130W"	1.32352701217908
"489"	"YDL133C-A"	0.14382686716285
"490"	"YDL134C"	0.417718128465949
"491"	"YDL136W"	0.991491728659786
"492"	"YDL137W"	2.62747564938835
"493"	"YDL142C"	1.1693085693845
"494"	"YDL144C"	-0.587564833948939
"495"	"YDL149W"	0.210428826092275
"496"	"YDL154W"	0.115490528479511
"497"	"YDL155W"	0.269372434536679
"498"	"YDL156W"	-0.477406904011657
"499"	"YDL161W"	0.0256021123977183
"500"	"YDL162C"	0.56533352656622
"501"	"YDL168W"	-0.039468134917866
"502"	"YDL169C"	-0.0196616492068504
"503"	"YDL170W"	0.811514230468518
"504"	"YDL171C"	-0.0555567629575055
"505"	"YDL172C"	-0.275869530404919
"506"	"YDL173W"	-0.126214484143535
"507"	"YDL174C"	0.0866675946118879
"508"	"YDL175C"	-0.985462307814014
"509"	"YDL177C"	-0.136846506850781
"510"	"YDL178W"	0.389034489817023
"511"	"YDL180W"	0.337991200751722
"512"	"YDL182W"	0.216739948825365
"513"	"YDL184C"	-0.315576335191327
"514"	"YDL186W"	0.215483385673215
"515"	"YDL187C"	-0.193899040523094
"516"	"YDL188C"	-0.125483767325622
"517"	"YDL189W"	0.0549583868223189
"518"	"YDL190C"	0.74888293339183
"519"	"YDL191W"	-0.416358477566154
"520"	"YDL194W"	0.175287691946146
"521"	"YDL197C"	-0.655256824509828
"522"	"YDL199C"	0.136334085065417
"523"	"YDL200C"	-0.183129288730071
"524"	"YDL201W"	0.251105683145571
"525"	"YDL203C"	-0.30165456972253
"526"	"YDL204W"	-0.0132839919256474
"527"	"YDL210W"	-0.200643592090153
"528"	"YDL211C"	-0.101258926905752
"529"	"YDL215C"	-0.371349197786311
"530"	"YDL218W"	0.599499182302756
"531"	"YDL219W"	0.79839529347074
"532"	"YDL223C"	0.78716043356522
"533"	"YDL224C"	-0.508856195133509
"534"	"YDL226C"	-0.0620118168345309
"535"	"YDL227C"	-0.313441071284965
"536"	"YDL229W"	-0.0310576220833734
"537"	"YDL230W"	-0.0275705045616039
"538"	"YDL231C"	-0.589191086492797
"539"	"YDL233W"	-0.0879641880291496
"540"	"YDL236W"	-0.693583737855904
"541"	"YDL237W"	-1.7521499613334
"542"	"YDL239C"	-0.391147381535835
"543"	"YDL240W"	1.30555679163127
"544"	"YDL241W"	-0.654144072711136
"545"	"YDL242W"	-0.162886879320955
"546"	"YDL243C"	-0.13443150538439
"547"	"YDR001C"	0.319198996875624
"548"	"YDR004W"	1.02540116429782
"549"	"YDR005C"	1.2413146642862
"550"	"YDR006C"	1.58494804904804
"551"	"YDR007W"	1.38255461932251
"552"	"YDR009W"	0.0798470254025899
"553"	"YDR010C"	-0.450937660288195
"554"	"YDR011W"	1.02844430667146
"555"	"YDR014W"	-0.169704340306589
"556"	"YDR015C"	-0.00654399270645998
"557"	"YDR018C"	-0.0352096147843651
"558"	"YDR019C"	1.18776065012485
"559"	"YDR020C"	-0.0128292544025412
"560"	"YDR022C"	0.400068707812807
"561"	"YDR024W"	-0.335657293961167
"562"	"YDR025W"	0.569595658077775
"563"	"YDR026C"	0.130021356610644
"564"	"YDR030C"	0.439156004236518
"565"	"YDR033W"	-1.31085191568032
"566"	"YDR035W"	0.152857249369777
"567"	"YDR036C"	-0.479033624236977
"568"	"YDR046C"	-0.233192813260801
"569"	"YDR048C"	-0.309795664172345
"570"	"YDR049W"	0.104716943160406
"571"	"YDR051C"	-0.180924173032875
"572"	"YDR055W"	0.784757042084287
"573"	"YDR057W"	0.896821003895232
"574"	"YDR058C"	-0.361095734051573
"575"	"YDR061W"	0.172039344135785
"576"	"YDR063W"	-1.01127854476914
"577"	"YDR066C"	0.337152475089669
"578"	"YDR067C"	0.174425606918846
"579"	"YDR068W"	-0.114890824151217
"580"	"YDR070C"	-0.644202622674856
"581"	"YDR071C"	0.204056181780751
"582"	"YDR072C"	0.239089825296369
"583"	"YDR073W"	0.408148865350583
"584"	"YDR074W"	0.0845767502768841
"585"	"YDR076W"	-0.325079707036537
"586"	"YDR080W"	2.45402049990781
"587"	"YDR083W"	-1.01420339926313
"588"	"YDR085C"	0.0777327729596212
"589"	"YDR089W"	-0.116662734352516
"590"	"YDR090C"	0.153199699757327
"591"	"YDR092W"	1.91615501905385
"592"	"YDR093W"	0.299268135562636
"593"	"YDR094W"	1.80605896625118
"594"	"YDR095C"	-0.245411538606884
"595"	"YDR097C"	0.101785046362661
"596"	"YDR098C"	-0.307951985111922
"597"	"YDR099W"	0.224728286269221
"598"	"YDR100W"	0.778716109482862
"599"	"YDR101C"	-0.639512544033932
"600"	"YDR102C"	-0.180272182717876
"601"	"YDR104C"	-0.0869177718537166
"602"	"YDR108W"	-1.5870610928314
"603"	"YDR109C"	-0.257110784498003
"604"	"YDR110W"	0.136457706478619
"605"	"YDR111C"	0.211349508071175
"606"	"YDR112W"	-0.0452908420814702
"607"	"YDR116C"	0.428013678789612
"608"	"YDR117C"	-0.231109267591904
"609"	"YDR119W"	-0.04157870502713
"610"	"YDR120C"	2.08362862313649
"611"	"YDR121W"	0.517627036261249
"612"	"YDR122W"	-0.0854446933438687
"613"	"YDR123C"	0.338798700629087
"614"	"YDR124W"	0.0301764912136075
"615"	"YDR125C"	1.07084068935433
"616"	"YDR126W"	1.04025605892823
"617"	"YDR127W"	1.49772959339716
"618"	"YDR128W"	-0.443520504980953
"619"	"YDR130C"	0.208342046323712
"620"	"YDR131C"	0.163246304649627
"621"	"YDR132C"	-0.267226236203726
"622"	"YDR133C"	0.25780711211936
"623"	"YDR134C"	-0.371256269971045
"624"	"YDR135C"	-0.271922471729172
"625"	"YDR139C"	2.54740491626651
"626"	"YDR142C"	0.0511168004340625
"627"	"YDR143C"	0.0782096055108057
"628"	"YDR144C"	0.0273757873064652
"629"	"YDR146C"	1.02951528570643
"630"	"YDR147W"	-0.0476314993729619
"631"	"YDR148C"	0.0250336209987669
"632"	"YDR149C"	0.332632520336758
"633"	"YDR150W"	0.14292347775683
