"gene"	"BMIMCl"
"81"	"YBL032W"	-0.13443033114732
"82"	"YBL036C"	0.0366769715036401
"83"	"YBL037W"	-0.615847236690816
"84"	"YBL039C"	-0.323619468103792
"85"	"YBL042C"	0.200504730985829
"86"	"YBL043W"	-0.68585743285122
"87"	"YBL046W"	0.0226771522823586
"88"	"YBL048W"	0.241392560274954
"89"	"YBL049W"	0.0421560844654099
"90"	"YBL051C"	-0.205238058767653
"91"	"YBL052C"	0.314075216862754
"92"	"YBL053W"	0.270411793542984
"93"	"YBL054W"	0.501340393517007
"94"	"YBL055C"	-0.233914208320234
"95"	"YBL056W"	0.0907899364650114
"96"	"YBL057C"	-0.48866642602419
"97"	"YBL059W"	-0.309913979480854
"98"	"YBL060W"	-0.197638227582774
"99"	"YBL061C"	0.120005369992911
"100"	"YBL062W"	-0.00184397105774102
"101"	"YBL063W"	0.197604881524489
"102"	"YBL064C"	-0.256555363671786
"103"	"YBL065W"	-0.442912663077956
"104"	"YBL066C"	-0.238410741622964
"105"	"YBL067C"	-0.0294706400218645
"106"	"YBL068W"	0.2202889312792
"107"	"YBL069W"	-0.499295098556094
"108"	"YBL070C"	0.148676050527945
"109"	"YBL071C"	-0.0972982662534792
"110"	"YBL072C"	0.548245730380963
"111"	"YBL075C"	0.00258776142449656
"112"	"YBL078C"	-0.137407850433444
"113"	"YBL079W"	0.458418929505461
"114"	"YBL081W"	-0.189784510730136
"115"	"YBL082C"	-0.0392218879136075
"116"	"YBL083C"	-0.378606276830603
"117"	"YBL085W"	0.310186727809036
"118"	"YBL086C"	0.257192275662848
"119"	"YBL087C"	-0.0440223562674949
"120"	"YBL088C"	-0.0973965873578429
"121"	"YBL089W"	0.177907366542595
"122"	"YBL091C-A"	0.00266490417267127
"123"	"YBL091C"	0.124041920025905
"124"	"YBL094C"	-0.186362570417365
"125"	"YBL095W"	-0.580368147318655
"126"	"YBL096C"	0.212483185846414
"127"	"YBL098W"	0.012034519254827
"128"	"YBL101C"	-0.181092701334855
"129"	"YBL102W"	0.181006269729293
"130"	"YBL103C"	0.111141794498556
"131"	"YBL104C"	0.135385728258507
"132"	"YBL106C"	-0.0700534067348718
"133"	"YBL107C"	0.0536372879322497
"134"	"YBR001C"	0.144886548883833
"135"	"YBR005W"	-0.281669290740675
"136"	"YBR006W"	-0.0608295194228165
"137"	"YBR007C"	0.173545036584229
"138"	"YBR008C"	0.234413560247008
"139"	"YBR009C"	0.312788594675112
"140"	"YBR010W"	-0.127334359782146
"141"	"YBR012C"	-0.353955924334825
"142"	"YBR013C"	0.134157530169599
"143"	"YBR014C"	-0.371395030338024
"144"	"YBR015C"	-1.0032243234759
"145"	"YBR016W"	0.521844652912546
"146"	"YBR018C"	-0.113537451186861
"147"	"YBR022W"	-0.314619594922927
"148"	"YBR024W"	-0.00352118778950434
"149"	"YBR025C"	-0.257582573690053
"150"	"YBR026C"	-2.97692591580272
"151"	"YBR027C"	-0.124570910846376
"152"	"YBR028C"	-0.109303773272649
"153"	"YBR030W"	0.218678240591105
"154"	"YBR031W"	0.116957204244824
"155"	"YBR032W"	-0.301487650794839
"156"	"YBR033W"	0.102325441823512
"157"	"YBR034C"	-0.0703840284185783
"158"	"YBR036C"	0.342289696732047
"159"	"YBR040W"	-0.0674088513722359
"160"	"YBR041W"	0.0757017569304284
"161"	"YBR042C"	-1.63201486265529
"162"	"YBR043C"	-0.430782995435945
"163"	"YBR044C"	-0.561251252441373
"164"	"YBR045C"	-0.901809467021566
"165"	"YBR047W"	-0.250026546161776
"166"	"YBR048W"	0.517304386304141
"167"	"YBR052C"	-0.178355029796755
"168"	"YBR053C"	-0.52135691413555
"169"	"YBR054W"	0.0913587594246347
"170"	"YBR056W"	-0.421502259107761
"171"	"YBR057C"	0.163722716466606
"172"	"YBR058C"	-0.381927920481551
"173"	"YBR059C"	0.352072699243555
"174"	"YBR061C"	0.0336896419298828
"175"	"YBR062C"	-0.179025542263516
"176"	"YBR063C"	-0.264320011685143
"177"	"YBR064W"	0.205356258477254
"178"	"YBR065C"	0.0503150597808923
"179"	"YBR068C"	0.0321617953648858
"180"	"YBR069C"	-0.529912831933721
"181"	"YBR071W"	-0.264202848588095
"182"	"YBR072W"	0.259895734845448
"183"	"YBR073W"	-0.456173354089771
"184"	"YBR074W"	-0.0108652612374022
"185"	"YBR075W"	0.330959096318035
"186"	"YBR076W"	-0.0228957769617458
"187"	"YBR077C"	0.0618923498522216
"188"	"YBR078W"	-0.151834235004565
"189"	"YBR082C"	0.0492600557856247
"190"	"YBR083W"	-0.350393593238804
"191"	"YBR084C-A"	-0.0244722091734999
"192"	"YBR084W"	-0.0168266272225834
"193"	"YBR085W"	-0.0275638899375579
"194"	"YBR086C"	-0.1520831827858
"195"	"YBR090C-A"	-0.130519598372417
"196"	"YBR090C"	-0.241412965761626
"197"	"YBR092C"	-0.243755152599483
"198"	"YBR095C"	0.424822001324247
"199"	"YBR098W"	-0.350491687669239
"200"	"YBR099C"	-0.154424875390288
"201"	"YBR100W"	0.0220942812642572
"202"	"YBR104W"	0.261987247292332
"203"	"YBR105C"	0.515958549866385
"204"	"YBR107C"	0.0963510805924606
"205"	"YBR108W"	0.323501862269379
"206"	"YBR111C"	0.297300047846174
"207"	"YBR113W"	-0.971689473339491
"208"	"YBR114W"	-1.66436891972675
"209"	"YBR115C"	-1.19222817465774
"210"	"YBR116C"	0.249224369861747
"211"	"YBR118W"	-0.436670128700722
"212"	"YBR119W"	0.280477257209327
"213"	"YBR125C"	-0.184961194706389
"214"	"YBR126C"	0.455947557127856
"215"	"YBR128C"	0.0958487499335754
"216"	"YBR129C"	0.0584560669470109
"217"	"YBR130C"	-0.765614382012794
"218"	"YBR132C"	0.0144403385182767
"219"	"YBR134W"	0.203964134240967
"220"	"YBR137W"	-0.0551472268293619
"221"	"YBR138C"	0.267646588040818
"222"	"YBR141C"	-0.0300514311626261
"223"	"YBR144C"	-0.728138272100233
"224"	"YBR145W"	0.0196863780296539
"225"	"YBR147W"	0.17837421329087
"226"	"YBR148W"	0.0572304029530347
"227"	"YBR150C"	-1.09372612874016
"228"	"YBR151W"	-0.0140351919443712
"229"	"YBR156C"	-1.15147748419036
"230"	"YBR157C"	0.243384191519718
"231"	"YBR161W"	0.297183517992886
"232"	"YBR162C"	-0.42311644614776
"233"	"YBR162W-A"	0.165995372400252
"234"	"YBR164C"	0.55337903718321
"235"	"YBR165W"	0.102207862375516
"236"	"YBR166C"	-0.834365552841464
"237"	"YBR168W"	0.461646016191875
"238"	"YBR171W"	-0.473630294105698
"239"	"YBR172C"	-0.925729394003774
"240"	"YBR174C"	0.102030555301231
"241"	"YBR175W"	0.351798986688547
"242"	"YBR176W"	-0.383540362786847
"243"	"YBR177C"	0.0323552629665232
"244"	"YBR180W"	-0.143428893476391
"245"	"YBR183W"	-0.68585743285122
"246"	"YBR184W"	-0.224037648538838
"247"	"YBR185C"	0.0258363302839694
"248"	"YBR186W"	-0.0809580634041351
"249"	"YBR197C"	-0.0610137882496894
"250"	"YBR199W"	0.0182322653229893
"251"	"YBR200W"	0.67456325053049
"252"	"YBR203W"	-0.374885422765433
"253"	"YBR204C"	0.20830586617907
"254"	"YBR205W"	0.190119357958036
"255"	"YBR206W"	-0.27398991535454
"256"	"YBR207W"	0.49064724615052
"257"	"YBR208C"	-0.0144183284906054
"258"	"YBR209W"	-0.284629976770463
"259"	"YBR210W"	-0.565301242079657
"260"	"YBR212W"	-1.45281795606194
"261"	"YBR214W"	-0.139972714329672
"262"	"YBR215W"	-0.55691187524404
"263"	"YBR216C"	0.322816280263212
"264"	"YBR217W"	0.215135990259858
"265"	"YBR218C"	-0.198050028768667
"266"	"YBR219C"	0.294214528415465
"267"	"YBR220C"	0.124317660303142
"268"	"YBR221C"	-1.13998074778642
"269"	"YBR223C"	-0.137539329669203
"270"	"YBR224W"	0.176025304271733
"271"	"YBR225W"	0.166273296605343
"272"	"YBR226C"	0.0209195188415201
"273"	"YBR229C"	0.457793138895661
"274"	"YBR231C"	-0.0676071267202494
"275"	"YBR232C"	-0.0429786160440016
"276"	"YBR233W"	-1.47477481883433
"277"	"YBR235W"	0.138760709652467
"278"	"YBR239C"	0.308012761945937
"279"	"YBR240C"	0.0612531350603874
"280"	"YBR241C"	-0.00133409556925088
"281"	"YBR245C"	0.239896852600879
"282"	"YBR248C"	-3.3936348562984
"283"	"YBR250W"	0.569764179346943
"284"	"YBR255W"	-0.362113792933841
"285"	"YBR258C"	0.185239598128837
"286"	"YBR259W"	-0.155437946053863
"287"	"YBR260C"	0.0601430671811149
"288"	"YBR261C"	-0.27744130021364
"289"	"YBR262C"	-0.0131844592824175
"290"	"YBR263W"	0.0790945038847993
"291"	"YBR264C"	-0.180440995713708
"292"	"YBR266C"	-2.43886822256854
"293"	"YBR267W"	0.256816580911661
"294"	"YBR269C"	-0.322430942882377
"295"	"YBR270C"	0.332585530925617
"296"	"YBR271W"	-0.455246901091912
"297"	"YBR274W"	-0.370973086016053
"298"	"YBR275C"	-0.15473744589252
"299"	"YBR276C"	0.160213436213911
"300"	"YBR277C"	0.207650430428715
"301"	"YBR278W"	0.444722566980642
"302"	"YBR280C"	0.251826861894045
"303"	"YBR281C"	0.203489517252429
"304"	"YBR283C"	-0.806832002278311
"305"	"YBR284W"	0.148889452361895
"306"	"YBR285W"	0.1656693538611
"307"	"YBR286W"	-0.169744520699862
"308"	"YBR287W"	0.389579500306062
"309"	"YBR289W"	0.790629451806871
"310"	"YBR290W"	0.12520386783682
"311"	"YBR291C"	0.126947180391364
"312"	"YBR292C"	0.445863924126474
"313"	"YBR293W"	-0.356458453280622
"314"	"YBR294W"	0.174157180528859
"315"	"YBR295W"	0.139709490577075
"316"	"YBR296C"	0.269737301300782
"317"	"YBR297W"	-0.505367581306685
"318"	"YBR298C"	-0.315557249420526
"319"	"YBR301W"	0.257505066675963
"320"	"YCL001W-A"	-1.42955499985635
"321"	"YCL001W"	0.14207221097966
"322"	"YCL006C"	-0.454041197760848
"323"	"YCL010C"	0.4206503051904
"324"	"YCL011C"	0.225647058198525
"325"	"YCL012W"	-0.193679909513912
"326"	"YCL013W"	0.104834656129823
"327"	"YCL014W"	-0.065171446866092
"328"	"YCL016C"	-1.45281795606194
"329"	"YCL022C"	-0.086595367802757
"330"	"YCL023C"	-0.111881162593352
"331"	"YCL024W"	-0.223414599214736
"332"	"YCL025C"	0.0951602685779998
"333"	"YCL026C-A"	0.116463740943964
"334"	"YCL026C"	-0.155770075682238
"335"	"YCL027W"	-1.21542548255556
"336"	"YCL028W"	-0.0842150664271378
"337"	"YCL029C"	0.0691446206994416
"338"	"YCL034W"	-1.45875207938845
"339"	"YCL035C"	0.153439516339682
"340"	"YCL038C"	-0.28178167658668
"341"	"YCL039W"	-0.31587109331102
"342"	"YCL042W"	-1.18362466115758
"343"	"YCL046W"	0.0112391392711016
"344"	"YCL048W"	0.123858252267523
"345"	"YCL049C"	0.0588168643032842
"346"	"YCL050C"	-0.143798901889982
"347"	"YCL051W"	-0.146574207475963
"348"	"YCL055W"	-0.278702655511711
"349"	"YCL057W"	-0.11397353863822
"350"	"YCL061C"	0.122544837745093
"351"	"YCL062W"	0.186638569705746
"352"	"YCL063W"	-0.476658088635697
"353"	"YCL064C"	-0.100063984627194
"354"	"YCL069W"	-0.149513666241214
"355"	"YCL074W"	0.00777395476200192
"356"	"YCL075W"	-0.0813537796172438
"357"	"YCL076W"	-0.200492861125782
"358"	"YCR001W"	-0.174384501103197
"359"	"YCR005C"	0.282824465023438
"360"	"YCR006C"	-0.607698447422842
"361"	"YCR007C"	0.112784530266801
"362"	"YCR008W"	-0.825445593348608
"363"	"YCR009C"	0.303331392987832
"364"	"YCR010C"	0.35237257985347
"365"	"YCR011C"	0.126717816801144
"366"	"YCR014C"	-0.24870672411751
"367"	"YCR015C"	-0.117241834571933
"368"	"YCR016W"	0.218745937119032
"369"	"YCR017C"	0.0799583112646462
"370"	"YCR019W"	0.137311944386055
"371"	"YCR020C-A"	-0.487015570815682
"372"	"YCR020C"	-0.073501419105714
"373"	"YCR021C"	0.198581829243783
"374"	"YCR022C"	-0.0326322939838596
"375"	"YCR023C"	0.353392712108425
"376"	"YCR024C-A"	-0.0987639400690753
"377"	"YCR025C"	-0.356033619224223
"378"	"YCR027C"	-0.193013749035624
"379"	"YCR028C-A"	-3.48331753650781
"380"	"YCR030C"	-0.785591803457288
"381"	"YCR031C"	-0.0411802182274937
"382"	"YCR032W"	-0.0269796502634811
"383"	"YCR033W"	-0.19324790050997
"384"	"YCR034W"	0.937773146944962
"385"	"YCR036W"	0.469531840823733
"386"	"YCR037C"	0.122862418878738
"387"	"YCR043C"	0.317818478659785
"388"	"YCR044C"	0.33370397822343
"389"	"YCR045C"	0.0137145855763414
"390"	"YCR048W"	-0.561090465202071
"391"	"YCR049C"	0.0656083357411153
"392"	"YCR050C"	-0.0232196999750964
"393"	"YCR051W"	0.196650317868033
"394"	"YCR053W"	0.129444554794246
"395"	"YCR059C"	0.439191514202211
"396"	"YCR060W"	-0.0618939463958607
"397"	"YCR061W"	0.0114910962971105
"398"	"YCR062W"	-0.407673612509063
"399"	"YCR065W"	0.0553902998883225
"400"	"YCR068W"	0.307893461843587
"401"	"YCR069W"	0.269227330103108
"402"	"YCR071C"	-3.40629333640671
"403"	"YCR073C"	-0.20496101394219
"404"	"YCR073W-A"	-1.06533777198901
"405"	"YCR075C"	0.0854676795182381
"406"	"YCR076C"	0.208896966205788
"407"	"YCR077C"	-0.103633839199486
"408"	"YCR079W"	-1.26524473656252
"409"	"YCR081W"	-0.576660311810066
"410"	"YCR082W"	-0.533481078568772
"411"	"YCR085W"	0.31055423380828
"412"	"YCR086W"	0.25228264246578
"413"	"YCR087C-A"	-0.235033429118723
"414"	"YCR087W"	0.0620632970956164
"415"	"YCR088W"	0.483798296563559
"416"	"YCR090C"	0.0626142530279278
"417"	"YCR092C"	0.122715806049987
"418"	"YCR095C"	-0.392451098073256
"419"	"YCR098C"	0.169793071256161
"420"	"YCR099C"	-0.0231613270835865
"421"	"YCR100C"	-0.159703784334353
"422"	"YCR101C"	-0.406648105106441
"423"	"YCR102C"	-0.00680986581557567
"424"	"YCR102W-A"	-0.205169990318419
"425"	"YCR105W"	-0.121137014041514
"426"	"YCR106W"	-0.555045226096911
"427"	"YCR107W"	0.0281061119932822
"428"	"YDL001W"	-1.57102516158308
"429"	"YDL002C"	-2.93640600552566
"430"	"YDL006W"	-2.06273063000218
"431"	"YDL010W"	-0.0744648643895365
"432"	"YDL011C"	-0.138811156048611
"433"	"YDL012C"	-1.19690910019411
"434"	"YDL013W"	-1.59699397431838
"435"	"YDL018C"	-0.0558096642898674
"436"	"YDL019C"	-0.924882060548283
"437"	"YDL020C"	0.114582332696874
"438"	"YDL024C"	-0.397961727096086
"439"	"YDL025C"	0.304992196564731
"440"	"YDL026W"	0.198860103757057
"441"	"YDL035C"	-0.0445925119074096
"442"	"YDL036C"	0.218256392652885
"443"	"YDL037C"	0.181416067487199
"444"	"YDL038C"	-0.340692418737925
"445"	"YDL039C"	0.107627182494215
"446"	"YDL048C"	0.267839974689469
"447"	"YDL050C"	0.104527209710345
"448"	"YDL051W"	0.123295010934422
"449"	"YDL052C"	-0.261968641781205
"450"	"YDL054C"	-0.0610338547840642
"451"	"YDL056W"	0.132863110885532
"452"	"YDL059C"	-0.141980470005019
"453"	"YDL063C"	-0.0343094669072586
"454"	"YDL066W"	-0.088446628496988
"455"	"YDL070W"	-0.21961693209067
"456"	"YDL071C"	-0.0498072276753156
"457"	"YDL074C"	-0.677001946862008
"458"	"YDL076C"	-0.208927001632378
"459"	"YDL077C"	0.424246809195936
"460"	"YDL078C"	0.0662106019979769
"461"	"YDL079C"	0.0583606710886856
"462"	"YDL080C"	-1.0501413704583
"463"	"YDL081C"	0.266404866372351
"464"	"YDL082W"	0.0666869461010415
"465"	"YDL083C"	0.0533615881853548
"466"	"YDL085W"	-0.331728404018707
"467"	"YDL086W"	0.068626852642147
"468"	"YDL088C"	0.0958567495692969
"469"	"YDL089W"	-0.576871930406531
"470"	"YDL091C"	0.032252014641934
"471"	"YDL093W"	0.140964003983279
"472"	"YDL094C"	-0.550729612662111
"473"	"YDL096C"	-0.166104883326679
"474"	"YDL100C"	0.418114400508132
"475"	"YDL106C"	0.432165548809088
"476"	"YDL109C"	0.137866006623426
"477"	"YDL110C"	-0.00907287612843353
"478"	"YDL112W"	-0.037324365540485
"479"	"YDL114W"	-0.6497599025964
"480"	"YDL117W"	1.75647446116789
"481"	"YDL119C"	-1.15303944261201
"482"	"YDL121C"	-0.238998330623328
"483"	"YDL122W"	-0.265384298233819
"484"	"YDL123W"	0.242062452783056
"485"	"YDL127W"	-0.899639356693034
"486"	"YDL128W"	0.1315952367001
"487"	"YDL130W-A"	-0.38850964745348
"488"	"YDL130W"	-0.693705188846622
"489"	"YDL131W"	1.75647446116789
"490"	"YDL133C-A"	-0.218197494953069
"491"	"YDL134C"	0.0213492233209751
"492"	"YDL136W"	0.279237558763621
"493"	"YDL137W"	-0.997720278844238
"494"	"YDL142C"	0.291688303771134
"495"	"YDL144C"	-0.181477274516744
"496"	"YDL149W"	0.164169577369947
"497"	"YDL154W"	0.349732958781427
"498"	"YDL155W"	0.00584461803619022
"499"	"YDL156W"	0.2544581008419
"500"	"YDL161W"	0.311402533408433
"501"	"YDL162C"	-0.862173655664496
"502"	"YDL168W"	0.213087521621031
"503"	"YDL169C"	0.125602663546157
"504"	"YDL170W"	-0.30314069269485
"505"	"YDL171C"	-0.229520751627263
"506"	"YDL172C"	0.0436683914250999
"507"	"YDL173W"	-0.0188342748113509
"508"	"YDL174C"	0.0848485792640583
"509"	"YDL177C"	-0.0114429931682861
"510"	"YDL178W"	-0.101345745680984
"511"	"YDL180W"	-0.118147018950572
"512"	"YDL182W"	-0.00215605038820421
"513"	"YDL184C"	-0.223494206450976
"514"	"YDL186W"	-0.0772605901866635
"515"	"YDL187C"	0.0026629822914467
"516"	"YDL188C"	-0.221313157204284
"517"	"YDL189W"	0.354804323895182
"518"	"YDL190C"	0.00610298357313366
"519"	"YDL191W"	-0.505981961005693
"520"	"YDL194W"	1.23806434179139
"521"	"YDL197C"	-0.166825642675359
"522"	"YDL199C"	0.131998588274551
"523"	"YDL200C"	0.338431619683935
"524"	"YDL201W"	0.164354332361689
"525"	"YDL203C"	0.224088013270265
"526"	"YDL204W"	0.241387353001771
"527"	"YDL210W"	0.0559593923719482
"528"	"YDL211C"	0.254010676860528
"529"	"YDL215C"	0.188614562851423
"530"	"YDL218W"	0.0655852917930975
"531"	"YDL219W"	-0.704000008739848
"532"	"YDL223C"	-0.499905208852846
"533"	"YDL224C"	-0.0240404813561117
"534"	"YDL226C"	-0.0394426985011571
"535"	"YDL227C"	0.222864704429138
"536"	"YDL229W"	-0.053856671782908
"537"	"YDL230W"	0.206626796909223
"538"	"YDL231C"	-0.0932699823545531
"539"	"YDL233W"	0.102153802842896
"540"	"YDL236W"	0.326741790138458
"541"	"YDL237W"	-2.21743890087412
"542"	"YDL239C"	-0.0508284338667954
"543"	"YDL240W"	-0.777178617775255
"544"	"YDL241W"	-0.0642451881303064
"545"	"YDL242W"	-0.108078007651716
"546"	"YDL243C"	0.0568901421146544
"547"	"YDR001C"	-0.0915031097133761
"548"	"YDR004W"	-2.85372555922207
"549"	"YDR005C"	-4.14351521974648
"550"	"YDR006C"	-1.12962844271714
"551"	"YDR007W"	-2.66094601288891
"552"	"YDR009W"	0.0248363942734064
"553"	"YDR010C"	0.127164090490532
"554"	"YDR011W"	0.112449517295613
"555"	"YDR014W"	0.460482695479357
"556"	"YDR015C"	0.0591971726001798
"557"	"YDR018C"	0.160890995009539
"558"	"YDR019C"	-2.70937889377889
"559"	"YDR020C"	-0.104140250158238
"560"	"YDR022C"	0.385989883351529
"561"	"YDR024W"	0.447283264323007
"562"	"YDR025W"	-1.46130700175622
"563"	"YDR026C"	-0.136212037865189
"564"	"YDR030C"	0.0681298688124075
"565"	"YDR033W"	0.55938567260875
"566"	"YDR035W"	0.346577252435895
"567"	"YDR036C"	-0.23652753696459
"568"	"YDR046C"	-0.00824496998134063
"569"	"YDR048C"	-0.00405712343091415
"570"	"YDR049W"	0.625843829812131
"571"	"YDR051C"	0.0159276089860178
"572"	"YDR055W"	-0.631884945413665
"573"	"YDR057W"	-0.533051694931359
"574"	"YDR058C"	-0.121410829032928
"575"	"YDR061W"	-0.392984064107816
"576"	"YDR063W"	0.111850966931687
"577"	"YDR066C"	-0.0714053117392976
"578"	"YDR067C"	-0.284888562012759
"579"	"YDR068W"	0.00186100678983358
"580"	"YDR070C"	-0.997343073044638
"581"	"YDR071C"	0.191634499737785
"582"	"YDR072C"	0.478031228785324
"583"	"YDR073W"	-0.20346060921262
"584"	"YDR074W"	-0.485276488666403
"585"	"YDR076W"	-0.00299427927068387
"586"	"YDR080W"	0.759404554715563
"587"	"YDR083W"	0.623462932038455
"588"	"YDR085C"	-0.122703263957131
"589"	"YDR089W"	-0.255495402214965
"590"	"YDR090C"	-2.99168916736209
"591"	"YDR092W"	1.76366483804959
"592"	"YDR093W"	-1.08971581499263
"593"	"YDR094W"	0.239570087771298
"594"	"YDR095C"	-0.112277529190468
"595"	"YDR097C"	-0.00302722720868515
"596"	"YDR098C"	0.107174912995475
"597"	"YDR099W"	-0.0210916048027288
"598"	"YDR100W"	-0.32290338084806
"599"	"YDR101C"	0.314518909126105
"600"	"YDR102C"	-0.087786465924156
"601"	"YDR104C"	-0.309341069806784
"602"	"YDR108W"	0.700722373312907
"603"	"YDR109C"	0.0400018748529428
"604"	"YDR110W"	0.478615411608934
"605"	"YDR111C"	-0.131118909442021
"606"	"YDR112W"	0.0274519077249287
"607"	"YDR116C"	-0.145911109960946
"608"	"YDR117C"	1.43808522332327
"609"	"YDR119W"	0.247444326791929
"610"	"YDR120C"	-0.892124313882687
"611"	"YDR121W"	0.677255355112947
"612"	"YDR122W"	0.242596402596299
"613"	"YDR123C"	0.53088469251911
"614"	"YDR124W"	-0.0151171315199676
"615"	"YDR125C"	-0.912312255953317
"616"	"YDR126W"	0.494773983406032
"617"	"YDR127W"	0.512957029262442
"618"	"YDR128W"	-0.191607749836612
"619"	"YDR130C"	-0.301073294376007
"620"	"YDR131C"	-0.0844849664601626
"621"	"YDR132C"	-0.180105964252624
"622"	"YDR133C"	0.142626278714664
"623"	"YDR134C"	0.27623201849044
"624"	"YDR135C"	0.0538536392655125
"625"	"YDR139C"	-1.56260304184372
"626"	"YDR142C"	0.312813425422303
"627"	"YDR143C"	0.242051284659514
"628"	"YDR144C"	0.218632837221751
"629"	"YDR146C"	0.403719540067859
"630"	"YDR147W"	0.227398238105738
"631"	"YDR148C"	0.377988817727757
"632"	"YDR149C"	-0.270021682100471
"633"	"YDR150W"	0.106522108362839
"634"	"YDR153C"	0.157369868094412
"635"	"YDR154C"	0.21411522049546
"636"	"YDR155C"	0.077249882872388
"637"	"YDR156W"	0.476490012086468
"638"	"YDR157W"	0.548617458446965
"639"	"YDR158W"	-0.21155972576084
"640"	"YDR159W"	0.39087817324914
"641"	"YDR161W"	0.158404526078766
"642"	"YDR162C"	0.21962063818935
"643"	"YDR163W"	0.329120405976403
"644"	"YDR165W"	-0.285071447435485
"645"	"YDR169C"	0.20360266676898
"646"	"YDR171W"	0.144173438203369
"647"	"YDR174W"	1.21351155023733
"648"	"YDR181C"	0.255712936545785
"649"	"YDR184C"	0.267681944888626
"650"	"YDR185C"	0.430727049524043
"651"	"YDR186C"	0.221175568093145
"652"	"YDR191W"	-0.221167403507611
"653"	"YDR192C"	0.109686443616072
"654"	"YDR193W"	-1.24217506413584
"655"	"YDR198C"	-0.271656842989917
"656"	"YDR202C"	-0.545577533767129
"657"	"YDR203W"	0.466921024584885
"658"	"YDR205W"	-0.34137244093416
"659"	"YDR206W"	-1.1340753567207
"660"	"YDR207C"	0.0236931472360943
"661"	"YDR209C"	0.0116403809222715
"662"	"YDR210W"	0.153974536708316
"663"	"YDR213W"	-0.0237197298126215
"664"	"YDR214W"	-0.429221865701559
"665"	"YDR215C"	0.320664764851962
"666"	"YDR216W"	-1.0145269623558
"667"	"YDR217C"	-1.28901898550256
"668"	"YDR218C"	0.0791972548600804
"669"	"YDR219C"	0.172060760030677
"670"	"YDR220C"	-0.057331657676594
"671"	"YDR222W"	0.368748229910884
"672"	"YDR223W"	0.281174426731771
