"gene"	"MBO"
"126"	"YBL096C"	-0.154283430995178
"127"	"YBL098W"	-0.109555482058799
"128"	"YBL101C"	0.269795964130482
"129"	"YBL102W"	0.103792040828902
"130"	"YBL103C"	-0.355949808447628
"131"	"YBL104C"	0.0359593236074657
"132"	"YBL106C"	-0.0241653967524189
"133"	"YBL107C"	0.0409710389167399
"134"	"YBR001C"	0.115462801314956
"135"	"YBR005W"	0.271756557115939
"136"	"YBR006W"	0.0721896026680779
"137"	"YBR007C"	-0.0732614852002653
"138"	"YBR008C"	0.229873684776032
"139"	"YBR009C"	0.964891515740237
"140"	"YBR010W"	0.241645131314274
"141"	"YBR012C"	0.0870333258286042
"142"	"YBR013C"	0.391822544867466
"143"	"YBR014C"	0.308738431820804
"144"	"YBR015C"	-0.622542587036218
"145"	"YBR016W"	-2.74365329611748
"146"	"YBR018C"	-0.830060359850331
"147"	"YBR022W"	0.206601695894835
"148"	"YBR024W"	0.293489175040226
"149"	"YBR025C"	0.253504593676365
"150"	"YBR026C"	-0.507327111898076
"151"	"YBR027C"	0.208040322643123
"152"	"YBR028C"	0.207904909383209
"153"	"YBR030W"	-0.159321581563293
"154"	"YBR031W"	0.768939460026149
"155"	"YBR032W"	0.0828128093572799
"156"	"YBR033W"	0.281119280724803
"157"	"YBR034C"	0.125702286214192
"158"	"YBR036C"	-0.53945331290416
"159"	"YBR040W"	0.0347476559915824
"160"	"YBR041W"	-1.4694593308372
"161"	"YBR042C"	-0.114809614101959
"162"	"YBR043C"	0.0523873145856139
"163"	"YBR044C"	-0.0235227136525906
"164"	"YBR045C"	0.0392302142231572
"165"	"YBR047W"	0.132011457497149
"166"	"YBR048W"	-0.0925533639702914
"167"	"YBR052C"	0.307034977749788
"168"	"YBR053C"	0.33633495304973
"169"	"YBR054W"	0.52224695938306
"170"	"YBR056W"	-0.17179989756232
"171"	"YBR057C"	0.223763232003568
"172"	"YBR058C"	-0.560245263198857
"173"	"YBR059C"	0.77724247168813
"174"	"YBR061C"	0.501445124361824
"175"	"YBR062C"	-0.508894819520152
"176"	"YBR063C"	0.075505815515392
"177"	"YBR064W"	0.355324404628297
"178"	"YBR065C"	0.287767796224799
"179"	"YBR068C"	-1.13811037176466
"180"	"YBR069C"	0.164738945170271
"181"	"YBR071W"	-0.771590684942931
"182"	"YBR072W"	0.119355407650539
"183"	"YBR073W"	0.326566752525505
"184"	"YBR074W"	0.0977596365665404
"185"	"YBR075W"	0.179601559643346
"186"	"YBR076W"	0.0614353790865656
"187"	"YBR077C"	-1.24604835178847
"188"	"YBR078W"	-0.280061272407344
"189"	"YBR082C"	-0.0493648998344985
"190"	"YBR083W"	-0.526286838186631
"191"	"YBR084C-A"	-0.277798676671402
"192"	"YBR084W"	-0.511445679471129
"193"	"YBR085W"	-0.0718042270655271
"194"	"YBR086C"	0.516650235644488
"195"	"YBR090C-A"	-0.24558877983937
"196"	"YBR090C"	-0.301288020460124
"197"	"YBR092C"	-0.215229594591667
"198"	"YBR095C"	-0.224760265962372
"199"	"YBR098W"	0.311488673621612
"200"	"YBR099C"	0.00520590583870353
"201"	"YBR100W"	-0.0485466581395872
"202"	"YBR104W"	-0.0739057555173882
"203"	"YBR105C"	-0.884900926774231
"204"	"YBR107C"	-0.463387137117679
"205"	"YBR108W"	-2.4767884973127
"206"	"YBR111C"	0.0360219720607333
"207"	"YBR113W"	0.0291453466235865
"208"	"YBR114W"	-0.596824841973225
"209"	"YBR115C"	-0.0919812156952491
"210"	"YBR116C"	-0.0326893223273529
"211"	"YBR118W"	-1.02753190918475
"212"	"YBR119W"	0.305732065406022
"213"	"YBR125C"	-0.31301965584056
"214"	"YBR126C"	-0.157769557089978
"215"	"YBR128C"	-0.117745642293724
"216"	"YBR129C"	0.196332858472551
"217"	"YBR130C"	-0.614338912871463
"218"	"YBR132C"	0.38200141292172
"219"	"YBR134W"	-1.28818203208868
"220"	"YBR137W"	-0.0491757643537265
"221"	"YBR138C"	0.11236917116292
"222"	"YBR141C"	0.194899273700026
"223"	"YBR144C"	1.43138501726055
"224"	"YBR145W"	0.297110115351621
"225"	"YBR147W"	-0.193789763367714
"226"	"YBR148W"	0.189474004477344
"227"	"YBR150C"	0.137932852093789
"228"	"YBR151W"	-0.0217953853665902
"229"	"YBR156C"	-0.126273996374841
"230"	"YBR157C"	0.294294813647187
"231"	"YBR161W"	-0.122808411371486
"232"	"YBR162C"	0.607009573154242
"233"	"YBR162W-A"	-0.527367234322611
"234"	"YBR164C"	-1.59849139225975
"235"	"YBR165W"	-0.0772888609660905
"236"	"YBR166C"	-1.59135330160388
"237"	"YBR168W"	0.196517762621893
"238"	"YBR171W"	-4.54474680141129
"239"	"YBR172C"	-0.0783987187689032
"240"	"YBR174C"	-0.67966275450565
"241"	"YBR175W"	-0.728228243972695
"242"	"YBR176W"	-0.171305876564733
"243"	"YBR177C"	0.195462302972558
"244"	"YBR178W"	1.62990632332776
"245"	"YBR180W"	0.154697563423622
"246"	"YBR183W"	-0.896457159813967
"247"	"YBR184W"	-0.0679220268291609
"248"	"YBR185C"	-0.171898733215774
"249"	"YBR186W"	0.191260323800991
"250"	"YBR197C"	-0.270405769178369
"251"	"YBR199W"	0.127024964009633
"252"	"YBR200W"	-1.64179520813706
"253"	"YBR203W"	-0.818515275199874
"254"	"YBR204C"	0.249228530315178
"255"	"YBR205W"	-1.19823713352559
"256"	"YBR206W"	0.16491759257713
"257"	"YBR207W"	0.194397806896435
"258"	"YBR208C"	0.0268602326467917
"259"	"YBR209W"	-0.716185062835153
"260"	"YBR210W"	-0.242540278507067
"261"	"YBR212W"	-1.21535453066364
"262"	"YBR214W"	0.0885763488275549
"263"	"YBR215W"	-0.526947306103822
"264"	"YBR216C"	-0.0249578213225339
"265"	"YBR217W"	0.331490193953144
"266"	"YBR218C"	-0.0547254851911972
"267"	"YBR219C"	0.0416417907285296
"268"	"YBR220C"	0.0685338923706272
"269"	"YBR221C"	-1.46472033655078
"270"	"YBR223C"	-0.0641666680399679
"271"	"YBR224W"	0.402755664232022
"272"	"YBR225W"	-0.134449245785186
"273"	"YBR226C"	-0.561042840783621
"274"	"YBR229C"	0.227427523196395
"275"	"YBR231C"	-0.083913946761957
"276"	"YBR232C"	0.321003569523709
"277"	"YBR233W"	-1.44102948385545
"278"	"YBR235W"	0.129632788012183
"279"	"YBR239C"	-0.43058827037771
"280"	"YBR240C"	-0.250737033721527
"281"	"YBR241C"	0.240298842521029
"282"	"YBR245C"	-0.17064609443632
"283"	"YBR248C"	0.0217398778178158
"284"	"YBR250W"	-0.0102271416592342
"285"	"YBR255W"	-0.0427996024682462
"286"	"YBR258C"	-0.303145588803341
"287"	"YBR259W"	0.0757287522984126
"288"	"YBR260C"	0.0334546032332221
"289"	"YBR261C"	0.173799724637018
"290"	"YBR262C"	-0.676876463954286
"291"	"YBR263W"	-0.222618671074891
"292"	"YBR264C"	0.102200445155694
"293"	"YBR266C"	0.37923343374303
"294"	"YBR267W"	-1.78249056005505
"295"	"YBR269C"	0.262604187484944
"296"	"YBR270C"	-0.785721586257423
"297"	"YBR271W"	-0.00506395366324074
"298"	"YBR274W"	0.189528488746418
"299"	"YBR275C"	0.334131504620571
"300"	"YBR276C"	-0.317526571537861
"301"	"YBR277C"	0.0197616329010237
"302"	"YBR278W"	-0.229365147023579
"303"	"YBR280C"	-0.361019588443416
"304"	"YBR281C"	0.281105146138901
"305"	"YBR283C"	-0.934460531720362
"306"	"YBR284W"	0.253854121536682
"307"	"YBR285W"	0.328848958401796
"308"	"YBR286W"	-0.128055096411049
"309"	"YBR287W"	-0.408759905270629
"310"	"YBR289W"	-0.42508687889251
"311"	"YBR290W"	-0.476494045916082
"312"	"YBR291C"	1.78420182906939
"313"	"YBR292C"	0.521649609732402
"314"	"YBR293W"	-0.0763578553756669
"315"	"YBR294W"	-0.639732791941472
"316"	"YBR295W"	-0.0884396924509932
"317"	"YBR296C"	0.235260408793093
"318"	"YBR297W"	-0.302622893968173
"319"	"YBR298C"	0.0967954434634012
"320"	"YBR301W"	0.377486470571405
"321"	"YCL001W-A"	-0.615503793272646
"322"	"YCL001W"	-0.351353124477187
"323"	"YCL006C"	0.148814872615571
"324"	"YCL010C"	-0.985697072005989
"325"	"YCL011C"	-0.992017552433037
"326"	"YCL012W"	0.0837960170356312
"327"	"YCL013W"	0.193858423413819
"328"	"YCL014W"	-0.0877232748532403
"329"	"YCL016C"	0.58725335348731
"330"	"YCL022C"	0.188417817485074
"331"	"YCL023C"	-0.121156809370443
"332"	"YCL024W"	-0.112109279625792
"333"	"YCL025C"	0.270802844996306
"334"	"YCL026C-A"	-0.223782362973446
"335"	"YCL026C"	-0.205815709277589
"336"	"YCL027W"	-0.296832449764101
"337"	"YCL028W"	-0.0992624810876045
"338"	"YCL029C"	-3.95625012607221
"339"	"YCL034W"	-0.618400054410304
"340"	"YCL035C"	-0.04271314986392
"341"	"YCL038C"	0.0224664940413917
"342"	"YCL039W"	-0.178816454371765
"343"	"YCL042W"	-1.20839337120936
"344"	"YCL046W"	-0.0032880946073857
"345"	"YCL048W"	-0.000327286235374042
"346"	"YCL049C"	-0.0191875284674103
"347"	"YCL050C"	-0.26944138676884
"348"	"YCL051W"	0.0608060362054238
"349"	"YCL055W"	0.0872196857150716
"350"	"YCL057W"	-0.218200472577883
"351"	"YCL061C"	-0.359497898947403
"352"	"YCL062W"	-0.446473451216254
"353"	"YCL063W"	-1.06169358855981
"354"	"YCL064C"	-0.406335897718761
"355"	"YCL069W"	-0.241178150885995
"356"	"YCL074W"	-0.376557805146435
"357"	"YCL075W"	-0.0473051189048519
"358"	"YCL076W"	-0.00267154407618332
"359"	"YCR001W"	-0.188182246372875
"360"	"YCR005C"	-0.0904520053335647
"361"	"YCR006C"	-0.526129385697591
"362"	"YCR007C"	0.0376817156083714
"363"	"YCR008W"	-0.262175408837958
"364"	"YCR009C"	-0.46478741080974
"365"	"YCR010C"	0.0288023566286936
"366"	"YCR011C"	-0.0598194780616867
"367"	"YCR014C"	-0.322464626792132
"368"	"YCR015C"	0.161919345024432
"369"	"YCR016W"	-0.119587285643259
"370"	"YCR017C"	0.00146849716597809
"371"	"YCR019W"	-0.0162089857816901
"372"	"YCR020C-A"	0.326521218223122
"373"	"YCR020C"	-0.0515519352978135
"374"	"YCR021C"	0.013004528738352
"375"	"YCR022C"	-0.275415680541856
"376"	"YCR023C"	0.192683542964072
"377"	"YCR024C-A"	0.19560517743995
"378"	"YCR025C"	-0.434381070649697
"379"	"YCR027C"	0.0211075524448569
"380"	"YCR028C-A"	0.148343618734566
"381"	"YCR030C"	0.0104249492294911
"382"	"YCR031C"	0.489192557373581
"383"	"YCR032W"	-0.0677574853802258
"384"	"YCR033W"	-0.469492883908723
"385"	"YCR034W"	-0.868436012095402
"386"	"YCR036W"	0.0657599214288044
"387"	"YCR037C"	-0.132281900489056
"388"	"YCR043C"	0.201824973890776
"389"	"YCR044C"	-0.123596915990816
"390"	"YCR045C"	0.110710357904042
"391"	"YCR048W"	-0.371766789494778
"392"	"YCR049C"	0.0977458870821316
"393"	"YCR050C"	0.17240079149906
"394"	"YCR051W"	0.312251638933987
"395"	"YCR053W"	-2.57791216284503
"396"	"YCR059C"	-0.222461757555362
"397"	"YCR060W"	-2.05408574290763
"398"	"YCR061W"	0.0175675796878571
"399"	"YCR062W"	-0.0430716653843287
"400"	"YCR065W"	-1.00530838810614
"401"	"YCR068W"	0.422109261749978
"402"	"YCR069W"	-0.00690644446922718
"403"	"YCR071C"	0.367054457081563
"404"	"YCR073C"	-0.0308281506216235
"405"	"YCR073W-A"	-0.976974610692231
"406"	"YCR075C"	0.0632654765876668
"407"	"YCR076C"	-1.98597079390873
"408"	"YCR077C"	-0.307811821283772
"409"	"YCR079W"	-0.387831493017817
"410"	"YCR081W"	-0.375508229043125
"411"	"YCR082W"	-0.0282042650450034
"412"	"YCR085W"	0.162082146276336
"413"	"YCR086W"	-0.166783804202483
"414"	"YCR087C-A"	-0.266551054801739
"415"	"YCR087W"	0.00493065610875775
"416"	"YCR088W"	-3.56709554087278
"417"	"YCR090C"	-0.160280989424716
"418"	"YCR092C"	-0.181843205827326
"419"	"YCR095C"	0.0968959996424671
"420"	"YCR098C"	0.190392491620706
"421"	"YCR099C"	-0.563337883473968
"422"	"YCR100C"	0.113084967757125
"423"	"YCR101C"	0.105016631940795
"424"	"YCR102C"	0.185236825145725
"425"	"YCR102W-A"	0.106601743108383
"426"	"YCR105W"	0.177217121726609
"427"	"YCR106W"	0.0237102603173057
"428"	"YCR107W"	0.0417673923763207
"429"	"YDL001W"	0.297873631922155
"430"	"YDL002C"	0.523897039656981
"431"	"YDL006W"	0.761711521263236
"432"	"YDL010W"	0.305143548961001
"433"	"YDL011C"	-0.584279035792039
"434"	"YDL012C"	0.0483209152258321
"435"	"YDL013W"	-0.685652882341873
"436"	"YDL018C"	-0.534103770523358
"437"	"YDL019C"	-0.403904431876076
"438"	"YDL020C"	-2.21166733838694
"439"	"YDL024C"	0.287835439914828
"440"	"YDL025C"	0.309984744755516
"441"	"YDL026W"	0.253507908314469
"442"	"YDL035C"	-0.934674104496306
"443"	"YDL036C"	0.378763653690527
"444"	"YDL037C"	0.414627516220912
"445"	"YDL038C"	0.132488355119894
"446"	"YDL039C"	0.216742027436108
"447"	"YDL048C"	0.482018611454708
"448"	"YDL050C"	0.150199052667037
"449"	"YDL051W"	0.170138156538308
"450"	"YDL052C"	0.204046869649032
"451"	"YDL054C"	0.325395241647524
"452"	"YDL056W"	0.479239778624139
"453"	"YDL059C"	0.306251853856136
"454"	"YDL063C"	0.00658433219241449
"455"	"YDL066W"	-0.399345775853382
"456"	"YDL070W"	0.111066700910855
"457"	"YDL071C"	0.0785264042964465
"458"	"YDL074C"	-2.27251330685855
"459"	"YDL076C"	0.0333586860959377
"460"	"YDL077C"	-0.0415713184209696
"461"	"YDL078C"	-0.137233986884471
"462"	"YDL079C"	0.490859473652262
"463"	"YDL080C"	0.38076329555105
"464"	"YDL081C"	0.695540585056991
"465"	"YDL082W"	0.471613830332852
"466"	"YDL083C"	0.979594995013028
"467"	"YDL085W"	-0.0629650803918416
"468"	"YDL086W"	-0.220795621000794
"469"	"YDL088C"	-0.257425744958429
"470"	"YDL089W"	-0.464701996089376
"471"	"YDL091C"	-0.458230924911886
"472"	"YDL093W"	-0.346673211699292
"473"	"YDL094C"	-0.459996241934899
"474"	"YDL096C"	0.0549968125722143
"475"	"YDL100C"	-1.82682964945673
"476"	"YDL106C"	0.703911312854555
"477"	"YDL109C"	0.210970863136631
"478"	"YDL110C"	0.0613616440300543
"479"	"YDL112W"	-0.0156266919864195
"480"	"YDL114W"	-0.371551830642724
"481"	"YDL119C"	-1.8847864300051
"482"	"YDL121C"	0.263589648438548
"483"	"YDL122W"	-0.283184195192732
"484"	"YDL123W"	0.0553936477742863
"485"	"YDL127W"	-0.568076506178619
"486"	"YDL128W"	0.751892969188901
"487"	"YDL130W-A"	-0.166248208103328
"488"	"YDL130W"	0.278311179902843
"489"	"YDL133C-A"	0.280686713334104
"490"	"YDL134C"	0.117082803097156
"491"	"YDL136W"	0.232241322984805
"492"	"YDL137W"	-1.69982210095352
"493"	"YDL142C"	-1.03993671168944
"494"	"YDL144C"	0.127145796751126
"495"	"YDL149W"	0.435039519931931
"496"	"YDL154W"	0.292336057079999
"497"	"YDL155W"	-1.53261221155248
"498"	"YDL156W"	0.200461784792657
"499"	"YDL161W"	0.220751251716151
"500"	"YDL162C"	-1.34729199212683
"501"	"YDL168W"	0.187910597535053
"502"	"YDL169C"	0.073600294349686
"503"	"YDL170W"	-0.405085968769922
"504"	"YDL171C"	0.0319364613584793
"505"	"YDL172C"	-0.302321629870747
"506"	"YDL173W"	0.0218813907172764
"507"	"YDL174C"	0.0478976880937462
"508"	"YDL177C"	-0.298974465121768
"509"	"YDL178W"	0.305301054847664
"510"	"YDL180W"	-0.185749809496107
"511"	"YDL182W"	0.0489516400508073
"512"	"YDL184C"	0.157806769038163
"513"	"YDL186W"	0.131604027752883
"514"	"YDL187C"	0.0629672445600077
"515"	"YDL188C"	-0.061241734720251
"516"	"YDL189W"	-0.0897091738238391
"517"	"YDL190C"	0.813328226251582
"518"	"YDL191W"	0.0511593026688217
"519"	"YDL194W"	2.33086143915788
"520"	"YDL197C"	0.26257644875712
"521"	"YDL199C"	0.260247508258019
"522"	"YDL200C"	0.0473547091198618
"523"	"YDL201W"	0.181798357603022
"524"	"YDL203C"	0.158799079441863
"525"	"YDL204W"	0.0492161221474749
"526"	"YDL210W"	-0.338751466881581
"527"	"YDL211C"	-0.181714812711254
"528"	"YDL214C"	1.62990632332776
"529"	"YDL215C"	-0.899840196702731
"530"	"YDL218W"	-0.456886348534456
"531"	"YDL219W"	-0.57119779217619
"532"	"YDL223C"	-0.6224044269884
"533"	"YDL224C"	-1.38965200755272
"534"	"YDL226C"	0.409539442567443
"535"	"YDL227C"	0.055731362731679
"536"	"YDL229W"	0.202550114167244
"537"	"YDL230W"	0.0969900603323728
"538"	"YDL231C"	-0.0286182529452662
"539"	"YDL233W"	0.050441287273533
"540"	"YDL236W"	0.0843686110367621
"541"	"YDL237W"	-2.03100593578686
"542"	"YDL239C"	-0.317862686783964
"543"	"YDL240W"	-0.879142953613718
"544"	"YDL241W"	0.00922202211672232
"545"	"YDL242W"	0.297658656052442
"546"	"YDL243C"	0.313820733812191
"547"	"YDR001C"	-0.85275810875614
"548"	"YDR004W"	0.458114629359913
"549"	"YDR005C"	-0.0101535609163829
"550"	"YDR006C"	-0.531436311742843
"551"	"YDR007W"	0.223208195533159
"552"	"YDR009W"	-0.466029442091611
"553"	"YDR010C"	-0.325297215309799
"554"	"YDR011W"	0.11492703561778
"555"	"YDR014W"	-0.406176451388722
"556"	"YDR015C"	0.097001846020369
"557"	"YDR018C"	-0.507060133353357
"558"	"YDR019C"	0.529947197980448
"559"	"YDR020C"	-0.414758791184996
"560"	"YDR022C"	-0.371635015535612
"561"	"YDR024W"	0.0313807537294674
"562"	"YDR025W"	-0.463061757651209
"563"	"YDR026C"	-0.189232752353441
"564"	"YDR030C"	0.151001290755756
"565"	"YDR032C"	1.62990632332776
"566"	"YDR033W"	-2.62315780786732
"567"	"YDR035W"	0.469279130942945
"568"	"YDR036C"	-0.102248910445176
"569"	"YDR046C"	-0.159795824988126
"570"	"YDR048C"	-0.251536303402671
"571"	"YDR049W"	-0.568216896957012
"572"	"YDR051C"	0.351142903255774
"573"	"YDR055W"	-0.448521246333249
"574"	"YDR057W"	-0.346334580408133
"575"	"YDR058C"	-5.17487558792784
"576"	"YDR061W"	-0.0120512175082939
"577"	"YDR063W"	0.0780994887617605
"578"	"YDR066C"	0.380556163131386
"579"	"YDR067C"	0.0178088586601532
"580"	"YDR068W"	0.091646157834602
"581"	"YDR070C"	-1.2749006468289
"582"	"YDR071C"	-0.371077789204869
"583"	"YDR072C"	-0.112540928649192
"584"	"YDR073W"	0.271655100259081
"585"	"YDR074W"	-0.597161483145012
"586"	"YDR076W"	-1.27759327249472
"587"	"YDR080W"	-1.87956370539713
"588"	"YDR083W"	-2.49020905502
"589"	"YDR085C"	-0.179159034901845
"590"	"YDR089W"	0.0459353410915546
"591"	"YDR090C"	-0.00253687630530893
"592"	"YDR092W"	2.85942601638859
"593"	"YDR093W"	-1.2296586902087
"594"	"YDR094W"	-0.413991418798966
"595"	"YDR095C"	-0.14288033253777
"596"	"YDR097C"	-0.322381448627253
"597"	"YDR098C"	-0.357402564912884
"598"	"YDR099W"	0.264253641849234
"599"	"YDR100W"	-0.286368121716036
"600"	"YDR101C"	-2.50459069369717
"601"	"YDR102C"	0.258396095492708
"602"	"YDR104C"	-0.0459506159066381
"603"	"YDR108W"	1.45257598339884
"604"	"YDR109C"	0.121265362203633
"605"	"YDR110W"	0.133009655702814
"606"	"YDR111C"	0.230103150482092
"607"	"YDR112W"	0.152167384194494
"608"	"YDR116C"	0.667224835602105
"609"	"YDR117C"	-0.399511155274524
"610"	"YDR119W"	0.264055731529333
"611"	"YDR120C"	-1.30922863966131
"612"	"YDR121W"	0.548947564273063
"613"	"YDR122W"	0.280030259449556
"614"	"YDR123C"	-0.36058148629223
"615"	"YDR124W"	0.251348779090746
"616"	"YDR125C"	-0.306179873079016
"617"	"YDR126W"	-0.277417931026985
"618"	"YDR127W"	-6.57396400785559
"619"	"YDR128W"	0.19924924850057
"620"	"YDR130C"	-0.63909939337978
"621"	"YDR131C"	0.0691830288620809
"622"	"YDR132C"	-0.0031988236125299
"623"	"YDR133C"	0.454263078834689
"624"	"YDR134C"	0.180586567128351
"625"	"YDR135C"	0.0770504881668736
"626"	"YDR139C"	-1.08562303783591
"627"	"YDR142C"	0.536296772167493
"628"	"YDR143C"	0.353923087642728
"629"	"YDR144C"	0.354174424805422
"630"	"YDR146C"	1.4111828969832
"631"	"YDR147W"	0.121449222682982
"632"	"YDR148C"	0.0100188279275108
"633"	"YDR149C"	-0.0810695786257244
"634"	"YDR150W"	-0.0620003824250617
"635"	"YDR153C"	0.06199931042872
"636"	"YDR154C"	0.524572771127669
"637"	"YDR155C"	0.446083624692565
"638"	"YDR156W"	-3.76593917668057
"639"	"YDR157W"	-0.0676452856628827
"640"	"YDR158W"	-0.708445860433461
"641"	"YDR159W"	-0.937136004804542
"642"	"YDR161W"	0.138163277273681
"643"	"YDR162C"	-2.6573112545478
"644"	"YDR163W"	-0.356499544327015
"645"	"YDR165W"	0.144896433051756
"646"	"YDR169C"	0.12243433250035
"647"	"YDR171W"	0.415033362660354
"648"	"YDR174W"	-0.835182339304466
"649"	"YDR181C"	0.296722400981543
"650"	"YDR184C"	0.167245329908114
"651"	"YDR185C"	0.249979121033517
"652"	"YDR186C"	0.223270900093496
"653"	"YDR191W"	-0.104162988156575
"654"	"YDR192C"	-0.298619429419761
"655"	"YDR193W"	0.301183253120612
"656"	"YDR198C"	-0.0507141375341552
"657"	"YDR202C"	-1.43095060096867
"658"	"YDR203W"	-0.338429996821546
"659"	"YDR205W"	-0.165722141434671
"660"	"YDR206W"	0.0885382900573997
"661"	"YDR207C"	-5.2819544620777
"662"	"YDR209C"	0.128321601089696
"663"	"YDR210W"	0.0247121002314342
"664"	"YDR213W"	0.369589925646132
"665"	"YDR214W"	-0.188008658043093
"666"	"YDR215C"	0.481719203524297
"667"	"YDR216W"	-0.0120114798857423
"668"	"YDR217C"	-0.547306153162173
"669"	"YDR218C"	0.162284052706996
"670"	"YDR219C"	0.552782529193281
"671"	"YDR220C"	0.22597862774971
