"gene"	"AcetoSyringone"
"615"	"YDR123C"	0.224602771260457
"616"	"YDR124W"	0.410621944074686
"617"	"YDR125C"	0.219610529236725
"618"	"YDR126W"	2.99085228957847
"619"	"YDR127W"	0.784836949322848
"620"	"YDR128W"	-0.178349790238366
"621"	"YDR130C"	-0.110127702778241
"622"	"YDR131C"	0.231915366790726
"623"	"YDR132C"	-0.0222429858281773
"624"	"YDR133C"	0.0999816985617784
"625"	"YDR134C"	-0.36264102964689
"626"	"YDR135C"	0.396720563761756
"627"	"YDR139C"	1.91196559748924
"628"	"YDR142C"	0.522070314367572
"629"	"YDR143C"	0.595867086436488
"630"	"YDR144C"	0.218561306136848
"631"	"YDR146C"	1.81083409588084
"632"	"YDR147W"	0.574007658191372
"633"	"YDR148C"	0.0389031625619705
"634"	"YDR149C"	0.284611157068498
"635"	"YDR150W"	0.688994337033508
"636"	"YDR153C"	0.709080093126657
"637"	"YDR154C"	0.0409044590578817
"638"	"YDR155C"	0.0546398841140378
"639"	"YDR156W"	-0.36566514625348
"640"	"YDR157W"	0.224635478566029
"641"	"YDR158W"	1.28277226256047
"642"	"YDR159W"	-1.5803979828299
"643"	"YDR161W"	0.336494400552363
"644"	"YDR162C"	0.570971011182342
"645"	"YDR163W"	0.421756824651745
"646"	"YDR165W"	0.80861306197402
"647"	"YDR169C"	-0.125160198513917
"648"	"YDR171W"	0.16532068387164
"649"	"YDR174W"	2.57543118787036
"650"	"YDR181C"	0.374303905269078
"651"	"YDR184C"	-0.0173337825425338
"652"	"YDR185C"	0.377012298234222
"653"	"YDR186C"	0.973801185318313
"654"	"YDR191W"	-0.13055853908205
"655"	"YDR192C"	0.665719405237302
"656"	"YDR193W"	0.25018327091143
"657"	"YDR198C"	0.178058185922279
"658"	"YDR202C"	-0.296749011256862
"659"	"YDR203W"	1.04764529198477
"660"	"YDR205W"	-0.160561413306448
"661"	"YDR206W"	0.695869694445812
"662"	"YDR207C"	-2.24176279799899
"663"	"YDR209C"	0.138009249628591
"664"	"YDR210W"	0.594121595396638
"665"	"YDR213W"	1.50054021035068
"666"	"YDR214W"	0.807358330847491
"667"	"YDR215C"	0.447642484645044
"668"	"YDR216W"	0.486254349465697
"669"	"YDR217C"	1.23322383738978
"670"	"YDR218C"	0.396508172882412
"671"	"YDR219C"	1.12052626557164
"672"	"YDR220C"	0.289148172773348
"673"	"YDR222W"	0.558723709099193
"674"	"YDR223W"	-0.070874895756159
"675"	"YDR229W"	0.367562250425415
