"gene"	"NAO"
"110"	"YBL072C"	1.9000680578207
"111"	"YBL075C"	0.0393533144573851
"112"	"YBL078C"	-0.987334933198793
"113"	"YBL079W"	0.773845087697074
"114"	"YBL081W"	0.306686155327902
"115"	"YBL082C"	1.50135628546451
"116"	"YBL083C"	1.24869429127173
"117"	"YBL085W"	0.367320851583329
"118"	"YBL086C"	0.302301716787454
"119"	"YBL087C"	1.04522352078311
"120"	"YBL088C"	-0.0517382820101779
"121"	"YBL089W"	4.7877619262272
"122"	"YBL091C-A"	-0.0110059453465461
"123"	"YBL091C"	0.446936994691677
"124"	"YBL094C"	-0.328870183042754
"125"	"YBL095W"	-0.135034162890705
"126"	"YBL096C"	0.368847367371185
"127"	"YBL098W"	0.106106491425918
"128"	"YBL101C"	0.0137973823369705
"129"	"YBL102W"	-0.276745814733735
"130"	"YBL103C"	-0.694403787843045
"131"	"YBL104C"	0.549938171291602
"132"	"YBL106C"	-0.82673787639783
"133"	"YBL107C"	0.514871477817985
"134"	"YBR001C"	4.93487692435889
"135"	"YBR005W"	4.68405861925142
"136"	"YBR006W"	-0.606623290159637
"137"	"YBR007C"	0.527244701746221
"138"	"YBR008C"	0.182256269347059
"139"	"YBR009C"	4.27296829235231
"140"	"YBR010W"	-0.654560231261182
"141"	"YBR012C"	-0.796969802520569
"142"	"YBR013C"	0.517155518698833
"143"	"YBR014C"	0.134784896533142
"144"	"YBR015C"	0.0539091221666288
"145"	"YBR016W"	2.01849146197455
"146"	"YBR018C"	-0.271302852254641
"147"	"YBR022W"	-1.38574350037585
"148"	"YBR024W"	0.127042225311071
"149"	"YBR025C"	0.0706698443770013
"150"	"YBR026C"	0.835779636145198
"151"	"YBR027C"	-0.0686087788399291
"152"	"YBR028C"	0.053727994476313
"153"	"YBR030W"	-0.117065456680995
"154"	"YBR031W"	0.529070199326997
"155"	"YBR032W"	0.0571037407971837
"156"	"YBR033W"	-0.0818786921833566
"157"	"YBR034C"	-1.26485795645618
"158"	"YBR036C"	-0.446316178611753
"159"	"YBR040W"	0.669690696256042
"160"	"YBR041W"	-1.00438751644405
"161"	"YBR042C"	-1.02555169916999
"162"	"YBR043C"	-1.15812796539218
"163"	"YBR044C"	1.42323141064102
"164"	"YBR045C"	-0.11778225312396
"165"	"YBR047W"	-0.93718484340772
"166"	"YBR048W"	1.11121509801722
"167"	"YBR052C"	0.218348566691603
"168"	"YBR053C"	0.0343111626540099
"169"	"YBR054W"	0.0719389593506461
"170"	"YBR056W"	0.418446508286695
"171"	"YBR057C"	0.0471051181659856
"172"	"YBR058C"	-0.0613496274600415
"173"	"YBR059C"	0.294357928353815
"174"	"YBR061C"	-0.00507258053689232
"175"	"YBR062C"	0.0358230580702851
"176"	"YBR063C"	-0.457892936571396
"177"	"YBR064W"	0.376491770330252
"178"	"YBR065C"	0.219909281440199
"179"	"YBR068C"	1.37253751790416
"180"	"YBR069C"	0.256949287907699
"181"	"YBR071W"	-0.187183013158475
"182"	"YBR072W"	-0.0692436075982139
"183"	"YBR073W"	-0.947601026350573
"184"	"YBR074W"	-0.682413661385482
"185"	"YBR075W"	-0.16623320696722
"186"	"YBR076W"	-0.0672987103402389
"187"	"YBR077C"	0.851859993916688
"188"	"YBR078W"	1.12898271439558
"189"	"YBR082C"	2.49228764103325
"190"	"YBR083W"	-1.00396649530121
"191"	"YBR084C-A"	1.09775291601327
"192"	"YBR084W"	-0.0794399447048068
"193"	"YBR085W"	-0.170855309218237
"194"	"YBR086C"	1.15772320226701
"195"	"YBR090C-A"	-0.0390427679535032
"196"	"YBR090C"	-0.0545892023941621
"197"	"YBR092C"	-0.311068687595794
"198"	"YBR095C"	1.13407557154376
"199"	"YBR098W"	-0.20112705989573
"200"	"YBR099C"	-0.273074764128518
"201"	"YBR100W"	-0.228254634192538
"202"	"YBR104W"	0.401154403839816
"203"	"YBR105C"	0.0735563266086854
"204"	"YBR107C"	-0.693257293544274
"205"	"YBR108W"	-2.18028678640446
"206"	"YBR111C"	-0.0558179382917805
"207"	"YBR113W"	3.43438070626089
"208"	"YBR114W"	0.357709704599541
"209"	"YBR115C"	4.26834418651648
"210"	"YBR116C"	0.0501890491845297
"211"	"YBR118W"	1.75152679929253
"212"	"YBR119W"	0.594754640281809
"213"	"YBR125C"	-0.329170812666089
"214"	"YBR126C"	-0.280756282929587
"215"	"YBR128C"	0.0539042627196653
"216"	"YBR129C"	0.151917592653341
"217"	"YBR130C"	0.104553642867409
"218"	"YBR132C"	0.344506571094916
"219"	"YBR134W"	0.716848632567137
"220"	"YBR137W"	0.245981763854351
"221"	"YBR138C"	0.131175864090567
"222"	"YBR141C"	0.126850820040836
"223"	"YBR144C"	3.07989098009994
"224"	"YBR145W"	0.381672821628056
"225"	"YBR147W"	0.375671768126345
"226"	"YBR148W"	0.155171675789067
"227"	"YBR150C"	-0.13964270538867
"228"	"YBR151W"	0.247890567613659
"229"	"YBR156C"	0.405418069487534
"230"	"YBR157C"	0.153088510593812
"231"	"YBR161W"	0.369257960750278
"232"	"YBR162C"	0.34969854870593
"233"	"YBR162W-A"	0.793028302932379
"234"	"YBR164C"	1.86016697463021
"235"	"YBR165W"	0.22961527781968
"236"	"YBR166C"	-0.405486253993579
"237"	"YBR168W"	-0.0332500928295015
"238"	"YBR171W"	1.10454757790887
"239"	"YBR172C"	-0.364556173709053
"240"	"YBR174C"	1.53262861614377
"241"	"YBR175W"	1.10204306441879
"242"	"YBR176W"	0.249762467014336
"243"	"YBR177C"	0.0415478821975669
"244"	"YBR180W"	0.118597363193573
"245"	"YBR183W"	1.47754463285614
"246"	"YBR184W"	-0.33772794934619
"247"	"YBR185C"	0.0369620207346317
"248"	"YBR186W"	-0.15359581615006
"249"	"YBR197C"	0.0270465194697689
"250"	"YBR199W"	0.0163445066712961
"251"	"YBR200W"	4.45632627389936
"252"	"YBR203W"	0.456473602953281
"253"	"YBR204C"	0.56499725890157
"254"	"YBR205W"	0.99527124411464
"255"	"YBR206W"	-0.167277334042027
"256"	"YBR207W"	0.100611362327381
"257"	"YBR208C"	-0.621289795790325
"258"	"YBR209W"	-0.64767301171333
"259"	"YBR210W"	0.306514022074646
"260"	"YBR212W"	-1.17486903658246
"261"	"YBR214W"	-0.654621799855949
"262"	"YBR215W"	1.23389425079066
"263"	"YBR216C"	-0.547210946699428
"264"	"YBR217W"	0.172326599394315
"265"	"YBR218C"	-0.781893938765397
"266"	"YBR219C"	0.288441172056272
"267"	"YBR220C"	0.545218442107304
"268"	"YBR221C"	2.81741650222301
"269"	"YBR222C"	2.02144067954483
"270"	"YBR223C"	-0.829890746167266
"271"	"YBR224W"	0.0933237632937453
"272"	"YBR225W"	0.283477170077612
"273"	"YBR226C"	-0.0701458086641773
"274"	"YBR229C"	-0.307426876673092
"275"	"YBR231C"	-0.192709156751058
"276"	"YBR232C"	0.247468801506695
"277"	"YBR233W"	0.301621602346405
"278"	"YBR235W"	0.211024236595036
"279"	"YBR239C"	0.513233166709829
"280"	"YBR240C"	0.741668628163747
"281"	"YBR241C"	0.0865066346960592
"282"	"YBR245C"	-1.24826573646055
"283"	"YBR248C"	1.65420755014339
"284"	"YBR250W"	0.45096065547289
"285"	"YBR255W"	-0.315014689425318
"286"	"YBR258C"	0.419126790029804
"287"	"YBR259W"	-0.413510516296142
"288"	"YBR260C"	0.283121331689045
"289"	"YBR261C"	-0.520787938393243
"290"	"YBR262C"	-0.0263571686193698
"291"	"YBR263W"	-0.0421564268381025
"292"	"YBR264C"	0.360022625832163
"293"	"YBR266C"	2.05485590870744
"294"	"YBR267W"	1.21091950957358
"295"	"YBR269C"	0.0139255414595443
"296"	"YBR270C"	0.37972324060236
"297"	"YBR271W"	-0.584813822639027
"298"	"YBR274W"	0.313887127374857
"299"	"YBR275C"	-0.867884709977631
"300"	"YBR276C"	0.257511581382866
"301"	"YBR277C"	0.306964434107722
"302"	"YBR278W"	0.38303333705462
"303"	"YBR280C"	0.0446546205565524
"304"	"YBR281C"	0.110788285199378
"305"	"YBR283C"	0.92594270050821
"306"	"YBR284W"	0.0928304089844771
"307"	"YBR285W"	0.157985496080119
"308"	"YBR286W"	0.222848438502742
"309"	"YBR287W"	0.321293776670275
"310"	"YBR289W"	3.52626685637616
"311"	"YBR290W"	1.69280368586698
"312"	"YBR291C"	0.435837827577213
"313"	"YBR292C"	0.173230698220798
"314"	"YBR293W"	0.411545648357799
"315"	"YBR294W"	0.832298772583206
"316"	"YBR295W"	0.251350010646293
"317"	"YBR296C"	0.0835520620081476
"318"	"YBR297W"	0.382874712049494
"319"	"YBR298C"	-0.0594491314818657
"320"	"YBR301W"	0.278319750447999
"321"	"YCL001W-A"	0.191699117833313
"322"	"YCL001W"	0.651583316400614
"323"	"YCL006C"	-0.439119803626897
"324"	"YCL010C"	-0.217457729338037
"325"	"YCL011C"	0.382291621107116
"326"	"YCL012W"	-0.171682774434202
"327"	"YCL013W"	0.0771303655314042
"328"	"YCL014W"	-0.0194865780703155
"329"	"YCL016C"	0.88206657925787
"330"	"YCL022C"	-1.16015085705846
"331"	"YCL023C"	-0.392660177665524
"332"	"YCL024W"	-0.264714022909995
"333"	"YCL025C"	-0.189270697177655
"334"	"YCL026C-A"	-0.351145766230584
"335"	"YCL026C"	0.00281797252997416
"336"	"YCL027W"	0.49878075535938
"337"	"YCL028W"	-0.497150299534082
"338"	"YCL029C"	-0.17799640897459
"339"	"YCL034W"	0.166273839085253
"340"	"YCL035C"	0.0303740453096581
"341"	"YCL038C"	0.241201720715619
"342"	"YCL039W"	0.564157206498717
"343"	"YCL042W"	-0.2059535442529
"344"	"YCL046W"	0.127361178791887
"345"	"YCL048W"	0.141411865931815
"346"	"YCL049C"	0.0271157236502166
"347"	"YCL050C"	-0.206643918294009
"348"	"YCL051W"	0.45703556874494
"349"	"YCL055W"	-0.242441010979216
"350"	"YCL057W"	0.138944977334609
"351"	"YCL061C"	0.562130714978616
"352"	"YCL062W"	0.294972378617221
"353"	"YCL063W"	-0.127534085703797
"354"	"YCL064C"	-0.003186619663263
"355"	"YCL069W"	-0.00705234165360952
"356"	"YCL074W"	0.229570536728707
"357"	"YCL075W"	-0.80760961224002
"358"	"YCL076W"	-0.17101812550904
"359"	"YCR001W"	0.814584250061393
"360"	"YCR005C"	0.0712696155036531
"361"	"YCR006C"	1.32831103291388
"362"	"YCR007C"	-0.216398053732914
"363"	"YCR008W"	-1.09638712666265
"364"	"YCR009C"	1.2499750022659
"365"	"YCR010C"	0.652427578466917
"366"	"YCR011C"	-0.3634057460727
"367"	"YCR014C"	0.490861941785128
"368"	"YCR015C"	0.0826907536296915
"369"	"YCR016W"	0.123531740381811
"370"	"YCR017C"	0.347891953085874
"371"	"YCR019W"	-0.152738750709417
"372"	"YCR020C-A"	0.529835251682765
"373"	"YCR020C"	-0.657014448221601
"374"	"YCR021C"	0.206491862709547
"375"	"YCR022C"	0.0887896948810225
"376"	"YCR023C"	0.18298483468168
"377"	"YCR024C-A"	-0.107569500629365
"378"	"YCR025C"	-0.00192905111526246
"379"	"YCR027C"	0.153704163091398
"380"	"YCR028C-A"	1.54225552348605
"381"	"YCR030C"	-0.0713458775883719
"382"	"YCR031C"	0.782232965086031
"383"	"YCR032W"	-0.589832305900575
"384"	"YCR033W"	-0.891239792126966
"385"	"YCR034W"	1.81179560247092
"386"	"YCR036W"	0.263484967264206
"387"	"YCR037C"	0.233441252175014
"388"	"YCR043C"	0.293974464708653
"389"	"YCR044C"	-0.642732392059601
"390"	"YCR045C"	-0.10574746801769
"391"	"YCR048W"	-0.911669855951829
"392"	"YCR049C"	0.334241133598449
"393"	"YCR050C"	-0.0541496357436755
"394"	"YCR051W"	0.0664977522864495
"395"	"YCR053W"	-0.873619326798798
"396"	"YCR059C"	0.0937156883729966
"397"	"YCR060W"	0.20031379427842
"398"	"YCR061W"	-0.951345557715958
"399"	"YCR062W"	0.178951851920281
"400"	"YCR065W"	0.372996589112765
"401"	"YCR068W"	0.185229585202546
"402"	"YCR069W"	-0.234658720090253
"403"	"YCR071C"	0.384577024333298
"404"	"YCR073C"	-1.35131627911927
"405"	"YCR073W-A"	0.141710758368567
"406"	"YCR075C"	-0.0948482111010777
"407"	"YCR076C"	0.155670036963692
"408"	"YCR077C"	-0.497461433959528
"409"	"YCR079W"	-1.67597383964251
"410"	"YCR081W"	0.328188765385251
"411"	"YCR082W"	0.631087061508702
"412"	"YCR085W"	-0.419106832659481
"413"	"YCR086W"	0.113425709974329
"414"	"YCR087C-A"	-0.125224170912512
"415"	"YCR087W"	-0.205114678490874
"416"	"YCR088W"	1.13028002002714
"417"	"YCR090C"	-0.0409345933396231
"418"	"YCR092C"	0.268143466245544
"419"	"YCR095C"	0.188875610860826
"420"	"YCR098C"	0.15615360243775
"421"	"YCR099C"	-0.346735095666576
"422"	"YCR100C"	0.0414200910044789
"423"	"YCR101C"	0.011055811684904
"424"	"YCR102C"	-0.0807495855740931
"425"	"YCR102W-A"	-1.17750490954632
"426"	"YCR105W"	0.0482296652276445
"427"	"YCR106W"	-0.0795465195553053
"428"	"YCR107W"	0.589723041362089
"429"	"YDL001W"	1.62785140183977
"430"	"YDL002C"	1.13990942252812
"431"	"YDL006W"	2.74018834260709
"432"	"YDL010W"	0.191339569146399
"433"	"YDL011C"	0.817609385043258
"434"	"YDL012C"	1.8338742714976
"435"	"YDL013W"	4.77386224119378
"436"	"YDL018C"	0.906727785308942
"437"	"YDL019C"	0.27025334793007
"438"	"YDL020C"	2.33244374028998
"439"	"YDL024C"	-0.44309786135999
"440"	"YDL025C"	0.404640178853765
"441"	"YDL026W"	-0.0315989168965467
"442"	"YDL035C"	0.130854779472333
"443"	"YDL036C"	0.149984878395495
"444"	"YDL037C"	0.227937290644778
"445"	"YDL038C"	0.0631092386631057
"446"	"YDL039C"	-0.0365911119496843
"447"	"YDL048C"	0.180259899689604
"448"	"YDL050C"	0.33276375885607
"449"	"YDL051W"	0.314030898328549
"450"	"YDL052C"	0.0375576940264444
"451"	"YDL054C"	-0.5128109469093
"452"	"YDL056W"	0.729456114102859
"453"	"YDL059C"	0.418155901317904
"454"	"YDL063C"	0.875479345221906
"455"	"YDL066W"	0.0715430349915597
"456"	"YDL070W"	-0.989148043056751
"457"	"YDL071C"	-0.0668411631349309
"458"	"YDL074C"	0.752042615476758
"459"	"YDL076C"	0.194880550854338
"460"	"YDL077C"	4.53177747463064
"461"	"YDL078C"	0.326841426826326
"462"	"YDL079C"	0.0683709473548053
"463"	"YDL080C"	0.770974281747829
"464"	"YDL081C"	2.24899818794312
"465"	"YDL082W"	1.10997737583547
"466"	"YDL083C"	0.939175054520007
"467"	"YDL085W"	-0.715329868577203
"468"	"YDL086W"	-0.289444998347925
"469"	"YDL088C"	-0.158258893165722
"470"	"YDL089W"	0.193410009210154
"471"	"YDL091C"	0.0535039513446695
"472"	"YDL093W"	0.00576771547495205
"473"	"YDL094C"	0.04330872992289
"474"	"YDL096C"	0.802963068392198
"475"	"YDL100C"	-0.934144234639076
"476"	"YDL106C"	0.516827623647461
"477"	"YDL109C"	-0.0682602770292066
"478"	"YDL110C"	-0.103732534858853
"479"	"YDL112W"	-0.463755432597396
"480"	"YDL114W"	-0.293266847950753
"481"	"YDL119C"	0.276216725359347
"482"	"YDL121C"	0.131465856104942
"483"	"YDL122W"	0.255245622986062
"484"	"YDL123W"	0.14114088448245
"485"	"YDL127W"	1.38459688432227
"486"	"YDL128W"	0.0459347180340231
"487"	"YDL130W-A"	-1.08166943381722
"488"	"YDL130W"	1.3494751193907
"489"	"YDL133C-A"	-0.792293236772897
"490"	"YDL134C"	-0.0237228327651369
"491"	"YDL136W"	0.566417233608369
"492"	"YDL137W"	-0.435352935103565
"493"	"YDL142C"	-1.89840861740956
"494"	"YDL144C"	-0.994695916926213
"495"	"YDL149W"	-0.268818329159356
"496"	"YDL154W"	0.212420624299012
"497"	"YDL155W"	0.22474065420441
"498"	"YDL156W"	-0.17313838945571
"499"	"YDL161W"	-0.0403670589408586
"500"	"YDL162C"	0.18373585254644
"501"	"YDL168W"	0.0111967761558878
"502"	"YDL169C"	0.0699650079814279
"503"	"YDL170W"	0.279442001518816
"504"	"YDL171C"	-0.720646961102298
"505"	"YDL172C"	0.023156242288577
"506"	"YDL173W"	-0.562880411270804
"507"	"YDL174C"	-0.0657691146628442
"508"	"YDL177C"	0.0733847343071512
"509"	"YDL178W"	-0.164780138633341
"510"	"YDL180W"	-0.299595491844715
"511"	"YDL182W"	-0.297871276036715
"512"	"YDL184C"	-0.827057963762397
"513"	"YDL186W"	-0.592416626010476
"514"	"YDL187C"	0.234453988495313
"515"	"YDL188C"	-1.17975978938305
"516"	"YDL189W"	0.146879088329515
"517"	"YDL190C"	2.68044330135163
"518"	"YDL191W"	-0.846544033092449
"519"	"YDL194W"	0.260047494220514
"520"	"YDL197C"	0.241499427965262
"521"	"YDL199C"	-0.000405915867473827
"522"	"YDL200C"	0.105322406985216
"523"	"YDL201W"	0.141489164438455
"524"	"YDL203C"	-0.0322157131443969
"525"	"YDL204W"	-0.516034161694549
"526"	"YDL210W"	-0.0378827541952874
"527"	"YDL211C"	-0.252753149484148
"528"	"YDL214C"	1.80268565254724
"529"	"YDL215C"	0.0688729289434723
"530"	"YDL218W"	-0.380293172027747
"531"	"YDL219W"	-0.255552487464565
"532"	"YDL223C"	0.167277647768769
"533"	"YDL224C"	-0.51127064121126
"534"	"YDL226C"	1.27690532843333
"535"	"YDL227C"	-0.0618741841031086
"536"	"YDL229W"	0.153146785412578
"537"	"YDL230W"	0.131752774321324
"538"	"YDL231C"	-0.820262943809907
"539"	"YDL233W"	-0.751230741254978
"540"	"YDL236W"	0.16771116880788
"541"	"YDL237W"	0.0993640655237803
"542"	"YDL239C"	-0.277944061385439
"543"	"YDL240W"	0.580493048852333
"544"	"YDL241W"	-0.596117735599551
"545"	"YDL242W"	-0.622110768777863
"546"	"YDL243C"	0.0105205982780544
"547"	"YDR001C"	1.34485051879291
"548"	"YDR004W"	2.21035025086591
"549"	"YDR005C"	1.207112522167
"550"	"YDR006C"	4.931123419809
"551"	"YDR007W"	2.09067235204985
"552"	"YDR009W"	0.987713836408307
"553"	"YDR010C"	-0.00494507891936393
"554"	"YDR011W"	4.04919737659539
"555"	"YDR014W"	0.777733878157586
"556"	"YDR015C"	-0.00901969459339432
"557"	"YDR018C"	1.05347162007194
"558"	"YDR019C"	1.55675658842347
"559"	"YDR020C"	0.182852923168868
"560"	"YDR022C"	0.925042498033153
"561"	"YDR024W"	4.45046205304755
"562"	"YDR025W"	1.49535221641696
"563"	"YDR026C"	2.30105721976619
"564"	"YDR030C"	-0.0578095823700953
"565"	"YDR033W"	1.52009162454693
"566"	"YDR035W"	0.617946376887826
"567"	"YDR036C"	0.356246387957759
"568"	"YDR046C"	0.201382130440182
"569"	"YDR048C"	0.0875255520769538
"570"	"YDR049W"	5.07575092637231
"571"	"YDR051C"	0.115825595931897
"572"	"YDR055W"	0.539364464590938
"573"	"YDR057W"	0.172522421391262
"574"	"YDR058C"	-0.646342284588316
"575"	"YDR061W"	0.0963915449715959
"576"	"YDR063W"	-1.82804109403268
"577"	"YDR066C"	0.124689363794938
"578"	"YDR067C"	0.212909096768361
"579"	"YDR068W"	-0.0314614642045108
"580"	"YDR070C"	0.130440374688407
"581"	"YDR071C"	-0.514757899441231
"582"	"YDR072C"	-0.58364268885571
"583"	"YDR073W"	-0.0839585105184735
"584"	"YDR074W"	-1.19862564835818
"585"	"YDR076W"	0.539740751694567
"586"	"YDR080W"	0.787561078315356
"587"	"YDR083W"	2.26286811174871
"588"	"YDR085C"	0.191679062140226
"589"	"YDR089W"	-0.468261060917928
"590"	"YDR090C"	-0.404880072219632
"591"	"YDR092W"	3.56603644846372
"592"	"YDR093W"	0.0346493374962789
"593"	"YDR094W"	1.30300300929051
"594"	"YDR095C"	-0.449559392288706
"595"	"YDR097C"	0.29735439766946
"596"	"YDR098C"	0.145044124778701
"597"	"YDR099W"	0.219913791224505
"598"	"YDR100W"	0.755117013395766
"599"	"YDR101C"	0.470139505070088
"600"	"YDR102C"	-0.181301356165322
"601"	"YDR104C"	0.0696903283411419
"602"	"YDR108W"	1.96099285187016
"603"	"YDR109C"	-0.139811422532807
"604"	"YDR110W"	-0.247690620727887
"605"	"YDR111C"	0.012445659596174
"606"	"YDR112W"	-0.473716723457952
"607"	"YDR116C"	0.026101021125153
"608"	"YDR117C"	1.02075022306088
"609"	"YDR119W"	0.480456879843945
"610"	"YDR120C"	1.07931829685126
"611"	"YDR121W"	0.649737703577311
"612"	"YDR122W"	0.317127341478183
"613"	"YDR123C"	0.67690749635061
"614"	"YDR124W"	0.14717582942556
"615"	"YDR125C"	0.279843075642274
"616"	"YDR126W"	4.5396284175268
"617"	"YDR127W"	3.01834379110962
"618"	"YDR128W"	-0.847252251071891
"619"	"YDR130C"	0.35809396457946
"620"	"YDR131C"	0.151105993916386
"621"	"YDR132C"	-0.0613240598082399
"622"	"YDR133C"	0.230686458596451
"623"	"YDR134C"	-0.651917010386181
"624"	"YDR135C"	-0.0861399710021034
"625"	"YDR139C"	1.54727673248855
"626"	"YDR142C"	0.361221142340192
"627"	"YDR143C"	0.239879769016099
"628"	"YDR144C"	0.322284341300154
"629"	"YDR146C"	1.67677959667323
"630"	"YDR147W"	0.163684847686466
"631"	"YDR148C"	-0.0616458816995373
"632"	"YDR149C"	0.19878202479135
"633"	"YDR150W"	0.298782510520349
"634"	"YDR153C"	0.083904661138889
"635"	"YDR154C"	0.240390215016436
"636"	"YDR155C"	0.156674006101171
"637"	"YDR156W"	0.7050430271248
"638"	"YDR157W"	1.24504190002209
"639"	"YDR158W"	0.281364175855212
"640"	"YDR159W"	0.462865144307066
"641"	"YDR161W"	0.309514160139625
"642"	"YDR162C"	0.363191011320831
"643"	"YDR163W"	0.63797137157774
"644"	"YDR165W"	0.63181350705337
"645"	"YDR169C"	-0.382691751062646
"646"	"YDR171W"	0.248792542799534
"647"	"YDR174W"	3.06304025002781
"648"	"YDR181C"	-0.738542666682386
"649"	"YDR184C"	0.321272514406017
"650"	"YDR185C"	0.428127779791612
"651"	"YDR186C"	0.867415504619351
"652"	"YDR191W"	-0.43919033689087
"653"	"YDR192C"	0.28780735018147
"654"	"YDR193W"	0.615937586895063
"655"	"YDR198C"	0.126624991295089
"656"	"YDR202C"	0.489308603966317
"657"	"YDR203W"	1.30955513962902
"658"	"YDR205W"	-0.577191500303504
"659"	"YDR206W"	-0.377604851533092
"660"	"YDR207C"	1.38786790020481
"661"	"YDR209C"	0.167992055118707
"662"	"YDR210W"	0.0242816446400616
"663"	"YDR213W"	1.17931987467749
"664"	"YDR214W"	0.0576528549486125
"665"	"YDR215C"	-0.0664395859765406
"666"	"YDR216W"	0.281072935204966
"667"	"YDR217C"	-0.144555148794059
"668"	"YDR218C"	0.102992340156532
"669"	"YDR219C"	0.10465495302475
"670"	"YDR220C"	0.115425101351456
"671"	"YDR222W"	1.66300818422457
"672"	"YDR223W"	0.01932787228905
"673"	"YDR229W"	0.0833930434821303
"674"	"YDR233C"	-0.258793747045148
"675"	"YDR239C"	0.146091533769583
"676"	"YDR241W"	0.473034461318517
"677"	"YDR242W"	0.618455590678184
"678"	"YDR244W"	-1.21368884044774
"679"	"YDR245W"	2.60654340708812
