"gene"	"OHBenzoicAcid4"
"139"	"YBR010W"	0.207026118289305
"140"	"YBR012C"	-0.01368795330199
"141"	"YBR013C"	0.0109611947500994
"142"	"YBR014C"	0.0934241217632626
"143"	"YBR015C"	0.0686803549621964
"144"	"YBR016W"	0.148157793045308
"145"	"YBR018C"	0.0516875033477916
"146"	"YBR022W"	0.0589974644668379
"147"	"YBR024W"	0.0622354681970974
"148"	"YBR025C"	0.0109098342665481
"149"	"YBR026C"	-0.61317463518638
"150"	"YBR027C"	0.181121985027895
"151"	"YBR028C"	-0.0151073885563833
"152"	"YBR030W"	-0.0844923339878552
"153"	"YBR031W"	0.0320930427709419
"154"	"YBR032W"	0.0375635469606316
"155"	"YBR033W"	0.036642906633898
"156"	"YBR034C"	0.104526713951048
"157"	"YBR036C"	0.298833911927341
"158"	"YBR040W"	0.227011375555884
"159"	"YBR041W"	0.108843972496782
"160"	"YBR042C"	0.898453050963155
"161"	"YBR043C"	0.036990775606031
"162"	"YBR044C"	1.27384645316972
"163"	"YBR045C"	0.249367952847719
"164"	"YBR047W"	-0.140650786696199
"165"	"YBR048W"	-0.0843955049048003
"166"	"YBR052C"	-0.136121618008586
"167"	"YBR053C"	0.037380769118349
"168"	"YBR054W"	-0.0263070134733662
"169"	"YBR056W"	0.567507145070003
"170"	"YBR057C"	0.221448728880231
"171"	"YBR058C"	0.367734036142258
"172"	"YBR059C"	-0.123436692428387
"173"	"YBR061C"	0.329907752468801
"174"	"YBR062C"	0.120796628590554
"175"	"YBR063C"	0.179433182665542
"176"	"YBR064W"	-0.139527161728485
"177"	"YBR065C"	-0.0907989637742272
"178"	"YBR068C"	0.247745718058137
"179"	"YBR069C"	0.443163092176032
"180"	"YBR071W"	0.0326180212577919
"181"	"YBR072W"	-0.353687069095431
"182"	"YBR073W"	0.0930811333134822
"183"	"YBR074W"	0.0675861707910108
"184"	"YBR075W"	0.0477119542151341
"185"	"YBR076W"	0.0590595179009296
"186"	"YBR077C"	-0.288712257469217
"187"	"YBR078W"	0.181167631081694
"188"	"YBR082C"	0.185401849120595
"189"	"YBR083W"	0.201367568934345
"190"	"YBR084C-A"	0.512327549268301
"191"	"YBR084W"	0.112158472235127
"192"	"YBR085W"	-0.0258482842563926
"193"	"YBR086C"	-0.103590044229676
"194"	"YBR090C-A"	0.484122023974071
"195"	"YBR090C"	0.129773224544949
"196"	"YBR092C"	-0.0634292211191937
"197"	"YBR095C"	0.144221027439539
"198"	"YBR098W"	0.0187312584832248
"199"	"YBR099C"	-0.0505326328909867
"200"	"YBR100W"	-0.0413887278568051
"201"	"YBR104W"	0.27545823501273
"202"	"YBR105C"	0.121454091850561
"203"	"YBR107C"	-0.00903097893300046
"204"	"YBR108W"	0.0309991394203269
"205"	"YBR111C"	0.116916900985348
"206"	"YBR113W"	0.575102137480726
"207"	"YBR114W"	1.06494402183437
"208"	"YBR115C"	0.0493179001636069
"209"	"YBR116C"	0.13921082622082
"210"	"YBR118W"	0.927138099948381
"211"	"YBR119W"	-0.0619814339578233
"212"	"YBR125C"	0.00886189016079008
"213"	"YBR126C"	0.104828366923871
"214"	"YBR128C"	0.14289129833528
"215"	"YBR129C"	0.127979855631678
"216"	"YBR130C"	0.71865655522562
"217"	"YBR132C"	0.0755269673537381
"218"	"YBR134W"	-0.189912271028242
"219"	"YBR137W"	0.019917664672464
"220"	"YBR138C"	-0.175400870870188
"221"	"YBR141C"	-0.0515600172086935
"222"	"YBR144C"	0.743028123525545
"223"	"YBR145W"	0.0587321211941201
"224"	"YBR147W"	0.0651083689134505
"225"	"YBR148W"	-0.128816795073607
"226"	"YBR150C"	1.1294115420028
"227"	"YBR151W"	0.0556357209379849
"228"	"YBR156C"	0.260023826523765
"229"	"YBR157C"	0.129199229144826
"230"	"YBR161W"	0.27323485897033
"231"	"YBR162C"	0.170746412696546
"232"	"YBR162W-A"	-0.102184260983542
"233"	"YBR164C"	-0.161741434676954
"234"	"YBR165W"	0.0179755203295243
"235"	"YBR166C"	1.09634513720747
"236"	"YBR168W"	-0.0528377376848142
"237"	"YBR171W"	-0.385599347466008
"238"	"YBR172C"	0.416056807960665
"239"	"YBR174C"	0.106052547254258
"240"	"YBR175W"	-0.00605860388059392
"241"	"YBR176W"	-0.1655269104385
"242"	"YBR177C"	0.112308325948103
"243"	"YBR178W"	1.81076919591461
"244"	"YBR180W"	0.0863907260789044
"245"	"YBR183W"	-1.16299134242513
"246"	"YBR184W"	-0.220418445897791
"247"	"YBR185C"	0.0851145267951016
"248"	"YBR186W"	-0.145329237161116
"249"	"YBR197C"	-0.0459696415967971
"250"	"YBR199W"	-0.010163808542133
"251"	"YBR200W"	-0.330002020624689
"252"	"YBR203W"	0.430880232268915
"253"	"YBR204C"	-0.161000969869188
"254"	"YBR205W"	-0.188104424191062
"255"	"YBR206W"	-0.264050025935728
"256"	"YBR207W"	-0.261338650405842
"257"	"YBR208C"	-0.0881007369197836
"258"	"YBR209W"	-0.344090841666352
"259"	"YBR210W"	0.660007384400009
"260"	"YBR214W"	-0.0456638305188833
"261"	"YBR215W"	0.988656585126741
"262"	"YBR216C"	-0.265959074702399
"263"	"YBR217W"	-0.0326019121013956
"264"	"YBR218C"	0.0038584278613354
"265"	"YBR219C"	-0.180930242404108
"266"	"YBR220C"	0.432723845291106
"267"	"YBR221C"	-0.57701845283975
"268"	"YBR222C"	-1.15989945976067
"269"	"YBR223C"	-0.00787607655980507
"270"	"YBR224W"	0.0475124348575916
"271"	"YBR225W"	-0.00266318015505183
"272"	"YBR226C"	-0.246005261963502
"273"	"YBR229C"	0.0405336135008046
"274"	"YBR231C"	0.000654405065445162
"275"	"YBR232C"	-0.27348366681846
"276"	"YBR233W"	0.49145187141466
"277"	"YBR235W"	0.0717694862728684
"278"	"YBR239C"	-0.190035454904805
"279"	"YBR240C"	0.694533643715471
"280"	"YBR241C"	-0.100566903537157
"281"	"YBR245C"	0.166421197572911
"282"	"YBR248C"	0.647515158937329
"283"	"YBR250W"	0.0453441765895405
"284"	"YBR255W"	-0.0789428453799301
"285"	"YBR258C"	0.110209300276751
"286"	"YBR259W"	-0.000866765125952828
"287"	"YBR260C"	-0.115757545368891
"288"	"YBR261C"	-0.19150747800039
"289"	"YBR262C"	0.0258554580267462
"290"	"YBR263W"	0.0963839794036535
"291"	"YBR264C"	-0.136866200754686
"292"	"YBR266C"	0.233930174469403
"293"	"YBR267W"	-0.0304771451061511
"294"	"YBR269C"	0.159583234496674
"295"	"YBR270C"	-0.0731389165238362
"296"	"YBR271W"	0.129857546548637
"297"	"YBR274W"	0.0327788597424944
"298"	"YBR275C"	0.351971934529026
"299"	"YBR276C"	-0.0698923726129265
"300"	"YBR277C"	-0.196659333041462
"301"	"YBR278W"	-0.198102987792515
"302"	"YBR280C"	-0.0285710921289041
"303"	"YBR281C"	-0.0648681119024037
"304"	"YBR283C"	1.10227066209949
"305"	"YBR284W"	-0.20189588302613
"306"	"YBR285W"	-0.146583425574248
"307"	"YBR286W"	0.0177931742094836
"308"	"YBR287W"	-0.00519874900877789
"309"	"YBR289W"	0.153540423275072
"310"	"YBR290W"	-0.245992229569865
"311"	"YBR291C"	-0.281957700497789
"312"	"YBR292C"	0.0533393472603264
"313"	"YBR293W"	0.760753429700234
"314"	"YBR294W"	0.145859477192281
"315"	"YBR295W"	-0.088534798979295
"316"	"YBR296C"	-0.0828917077987321
"317"	"YBR297W"	0.826238409784947
"318"	"YBR298C"	0.0711501699152124
"319"	"YBR301W"	-0.0548908835631956
"320"	"YCL001W-A"	-0.0912361867053379
"321"	"YCL001W"	-0.251395139485312
"322"	"YCL006C"	0.271189361523309
"323"	"YCL010C"	-0.377225940079639
"324"	"YCL011C"	-0.132674199562525
"325"	"YCL012W"	0.105775296026008
"326"	"YCL013W"	0.0257597748712625
"327"	"YCL014W"	0.275829558100085
"328"	"YCL022C"	0.112804896991023
"329"	"YCL023C"	-0.198389158810725
"330"	"YCL024W"	0.266569874740463
"331"	"YCL025C"	-0.00606567622847572
"332"	"YCL026C-A"	-0.0728116026463704
"333"	"YCL026C"	-0.392747947155174
"334"	"YCL027W"	0.990146426530393
"335"	"YCL028W"	0.152750682995316
"336"	"YCL029C"	-0.102363707445388
"337"	"YCL034W"	0.563792209139524
"338"	"YCL035C"	-0.30042810078528
"339"	"YCL038C"	0.403264029144427
"340"	"YCL039W"	0.24307088635562
"341"	"YCL042W"	0.637637366704981
"342"	"YCL046W"	-0.0570960035475025
"343"	"YCL048W"	-0.114991867515612
"344"	"YCL049C"	0.0158145120614711
"345"	"YCL050C"	-0.227309551298244
"346"	"YCL051W"	0.00783793793871645
"347"	"YCL055W"	0.00115948613482566
"348"	"YCL057W"	0.0884834221677251
"349"	"YCL061C"	0.0662581538613034
"350"	"YCL062W"	0.0711347767097117
"351"	"YCL063W"	-0.097564234087759
"352"	"YCL064C"	0.0829521876216117
"353"	"YCL069W"	-0.00988682398153614
"354"	"YCL074W"	0.0183165248949657
"355"	"YCL075W"	0.0720508100876335
"356"	"YCL076W"	0.247413741046677
"357"	"YCR001W"	0.580759450435579
"358"	"YCR005C"	0.00436600041962549
"359"	"YCR006C"	1.39700489145068
"360"	"YCR007C"	0.480562808843648
"361"	"YCR008W"	0.201189860216726
"362"	"YCR009C"	-0.0542773690899579
"363"	"YCR010C"	-0.188042199746448
"364"	"YCR011C"	0.283210893224168
"365"	"YCR014C"	-0.0289323721330053
"366"	"YCR015C"	-0.0969995645169406
"367"	"YCR016W"	0.325215973030918
"368"	"YCR017C"	0.154905328461633
"369"	"YCR019W"	0.189641927945254
"370"	"YCR020C-A"	0.413391849702898
"371"	"YCR020C"	-0.155226299295598
"372"	"YCR021C"	0.0479396075859465
"373"	"YCR022C"	-0.057339249635617
"374"	"YCR023C"	0.164038231513539
"375"	"YCR024C-A"	-0.113693341484753
"376"	"YCR025C"	0.386680365899354
"377"	"YCR027C"	0.0573597575532836
"378"	"YCR028C-A"	0.325260005853095
"379"	"YCR030C"	-0.26311580413587
"380"	"YCR031C"	0.138166015277841
"381"	"YCR032W"	0.13926649297314
"382"	"YCR033W"	-0.163910048675653
"383"	"YCR034W"	-0.0401601492996592
"384"	"YCR036W"	0.0455350072603506
"385"	"YCR037C"	0.0974098487085071
"386"	"YCR043C"	-0.148547030825888
"387"	"YCR044C"	-0.413623772525556
"388"	"YCR045C"	0.00923226448991389
"389"	"YCR048W"	0.00592659509668278
"390"	"YCR049C"	0.180049093055076
"391"	"YCR050C"	0.0100480268842883
"392"	"YCR051W"	-0.169954410274338
"393"	"YCR053W"	-0.836232609549119
"394"	"YCR059C"	-0.162000051388101
"395"	"YCR060W"	-0.0124254431931383
"396"	"YCR061W"	-0.146562464866568
"397"	"YCR062W"	1.09888028558126
"398"	"YCR065W"	0.215215832622032
"399"	"YCR068W"	-0.291853827508833
"400"	"YCR069W"	-0.0157038805974966
"401"	"YCR071C"	0.0589754019388862
"402"	"YCR073C"	-0.0309734456774117
"403"	"YCR073W-A"	0.566296432730931
"404"	"YCR075C"	-0.0547770134807398
"405"	"YCR076C"	-0.0731823180877935
"406"	"YCR077C"	-0.270643587263253
"407"	"YCR079W"	0.687040861972779
"408"	"YCR081W"	-0.363982619166374
"409"	"YCR082W"	0.42558692840173
"410"	"YCR085W"	-0.00560328843255039
"411"	"YCR086W"	-0.101776177519038
"412"	"YCR087C-A"	0.13412344694053
"413"	"YCR087W"	0.145987334246051
"414"	"YCR088W"	-0.16206150733867
"415"	"YCR090C"	0.211295077203351
"416"	"YCR092C"	0.00812626725693998
"417"	"YCR095C"	-0.0997856069143678
"418"	"YCR098C"	0.0900934813896845
"419"	"YCR099C"	0.0236518375106755
"420"	"YCR100C"	-0.0715083565269646
"421"	"YCR101C"	0.414839645373445
"422"	"YCR102C"	0.172315789175842
"423"	"YCR102W-A"	-0.0137005093202744
"424"	"YCR105W"	-0.0974898095627523
"425"	"YCR106W"	0.0316384171495228
"426"	"YCR107W"	-0.00610896980897597
"427"	"YDL001W"	0.341340384106907
"428"	"YDL002C"	0.395551343039276
"429"	"YDL006W"	0.0704518008288968
"430"	"YDL010W"	0.166927420210911
"431"	"YDL011C"	0.0501350911985692
"432"	"YDL012C"	0.256054566320762
"433"	"YDL013W"	0.0892143212686174
"434"	"YDL018C"	0.0507206926569615
"435"	"YDL019C"	0.819019228598785
"436"	"YDL020C"	-0.250679707223043
"437"	"YDL024C"	-0.0104564304466667
"438"	"YDL025C"	-0.156299485846586
"439"	"YDL026W"	0.00586249572122656
"440"	"YDL035C"	-0.24126636663657
"441"	"YDL036C"	-0.0440937734499342
"442"	"YDL037C"	-0.12738818369788
"443"	"YDL038C"	0.0765935656949223
"444"	"YDL039C"	0.135329929036216
"445"	"YDL048C"	-0.124733057034208
"446"	"YDL050C"	-0.30167698659599
"447"	"YDL051W"	-0.0729467590110423
"448"	"YDL052C"	0.296056420320334
"449"	"YDL054C"	0.0128192735290697
"450"	"YDL056W"	0.0545719012416284
"451"	"YDL059C"	-0.13280046287456
"452"	"YDL063C"	-0.242454196205417
"453"	"YDL066W"	0.430597595642366
"454"	"YDL070W"	0.104529214686027
"455"	"YDL071C"	-0.0545762727235308
"456"	"YDL074C"	0.597461736885107
"457"	"YDL076C"	-0.0109660374979669
"458"	"YDL077C"	-0.275545106399623
"459"	"YDL078C"	0.00733761916475627
"460"	"YDL079C"	-0.116533435863804
"461"	"YDL080C"	1.26664870782015
"462"	"YDL081C"	-0.14267192474029
"463"	"YDL082W"	-0.0209532565885467
"464"	"YDL083C"	0.449522936750046
"465"	"YDL085W"	0.311708884604519
"466"	"YDL086W"	-0.0551237002649956
"467"	"YDL088C"	0.234210122762647
"468"	"YDL089W"	-0.120428246587121
"469"	"YDL091C"	0.443738544710522
"470"	"YDL093W"	-0.137893574268707
"471"	"YDL094C"	-0.000914053373133541
"472"	"YDL096C"	-0.319158201243526
"473"	"YDL100C"	0.158877257024752
"474"	"YDL104C"	-0.9245131972568
"475"	"YDL106C"	-0.312515871538443
"476"	"YDL109C"	0.130147350346721
"477"	"YDL110C"	-0.0223768644734735
"478"	"YDL112W"	-0.238664059883244
"479"	"YDL114W"	0.713540709743249
"480"	"YDL117W"	0.24140277450656
"481"	"YDL119C"	-0.866746917861872
"482"	"YDL121C"	0.0432251316822391
"483"	"YDL122W"	-0.308970518284829
"484"	"YDL123W"	-0.00538918350737187
"485"	"YDL127W"	0.212900957725059
"486"	"YDL130W-A"	-0.0292040030846977
"487"	"YDL130W"	0.71435911952125
"488"	"YDL131W"	1.81076919591461
"489"	"YDL133C-A"	-0.232870730110229
"490"	"YDL134C"	-0.0508751944057605
"491"	"YDL136W"	0.138128254299975
"492"	"YDL137W"	0.480791220259447
"493"	"YDL142C"	-0.0930847286586579
"494"	"YDL144C"	-0.0634319560345472
"495"	"YDL149W"	0.196724143767103
"496"	"YDL154W"	0.0120421609651421
"497"	"YDL155W"	0.0286856723027707
"498"	"YDL156W"	-0.0191169552988226
"499"	"YDL161W"	0.00889828938086957
"500"	"YDL162C"	0.742456774585232
"501"	"YDL168W"	-0.0124049637472971
"502"	"YDL169C"	0.0520578114617142
"503"	"YDL170W"	0.262195095617179
"504"	"YDL171C"	-0.156973484568629
"505"	"YDL172C"	-0.523998508835419
"506"	"YDL173W"	0.029776758962612
"507"	"YDL174C"	-0.105057797771268
"508"	"YDL175C"	0.719944560206943
"509"	"YDL177C"	-0.0499937054510549
"510"	"YDL178W"	-0.10436287909624
"511"	"YDL180W"	-0.389113436586901
"512"	"YDL182W"	-0.172404698117798
"513"	"YDL184C"	-0.160122899654699
"514"	"YDL186W"	-0.118395520068326
"515"	"YDL187C"	-0.104008299876046
"516"	"YDL188C"	0.068603792443636
"517"	"YDL189W"	-0.235073679160524
"518"	"YDL190C"	1.24802657675137
"519"	"YDL191W"	0.573672150629492
"520"	"YDL194W"	-0.82444333188501
"521"	"YDL197C"	0.370560333843633
"522"	"YDL199C"	-0.193039863173297
"523"	"YDL200C"	0.0247558261136467
"524"	"YDL201W"	-0.0415667835849379
"525"	"YDL203C"	0.0956412777525442
"526"	"YDL204W"	-0.00147603917629737
"527"	"YDL210W"	-0.00507676366027114
"528"	"YDL211C"	0.0960044092755358
"529"	"YDL215C"	-0.186788625989646
"530"	"YDL218W"	-0.234630760520863
"531"	"YDL219W"	0.421438094764277
"532"	"YDL223C"	0.414589122813227
"533"	"YDL224C"	0.0174164012540692
"534"	"YDL226C"	-0.142001964299591
"535"	"YDL227C"	-0.16468087928405
"536"	"YDL229W"	-0.0561505246219723
"537"	"YDL230W"	0.0246369369818603
"538"	"YDL231C"	0.0636967729496241
"539"	"YDL233W"	0.0455503265934869
"540"	"YDL236W"	-0.216754164161718
"541"	"YDL237W"	0.921225549531972
"542"	"YDL239C"	-0.0507016824104448
"543"	"YDL240W"	0.621618133753632
"544"	"YDL241W"	0.0250905427922597
"545"	"YDL242W"	-0.0145705445869095
"546"	"YDL243C"	-0.111086133942931
"547"	"YDR001C"	0.377948251940794
"548"	"YDR004W"	0.182747446616929
"549"	"YDR005C"	0.852510910287819
"550"	"YDR006C"	0.118597480359325
"551"	"YDR007W"	0.0784465264981463
"552"	"YDR009W"	-0.107883696749609
"553"	"YDR010C"	-0.222983143155669
"554"	"YDR011W"	-0.0275813466654698
"555"	"YDR014W"	-0.0837294151252331
"556"	"YDR015C"	0.0154431319536645
"557"	"YDR018C"	-0.0639691506282994
"558"	"YDR019C"	0.365205142973493
"559"	"YDR020C"	0.143223983969384
"560"	"YDR022C"	-0.260847330962261
"561"	"YDR024W"	-0.226164720883718
"562"	"YDR025W"	1.3233595742594
"563"	"YDR026C"	0.0529866394360116
"564"	"YDR030C"	-0.0906806243709411
"565"	"YDR033W"	-0.148099049669788
"566"	"YDR035W"	0.0316280632189138
"567"	"YDR036C"	-0.231967450818741
"568"	"YDR046C"	-0.299095210165088
"569"	"YDR048C"	-0.103984424039528
"570"	"YDR049W"	-0.0423932579783993
"571"	"YDR051C"	-0.0836412349115032
"572"	"YDR055W"	0.717660055049365
"573"	"YDR057W"	0.433351739038324
"574"	"YDR058C"	0.0718417528162265
"575"	"YDR061W"	-0.227436040390056
"576"	"YDR063W"	0.697480035457733
"577"	"YDR066C"	-0.171537595664484
"578"	"YDR067C"	0.0386022843752312
"579"	"YDR068W"	-0.0770699440423882
"580"	"YDR070C"	0.336446661919649
"581"	"YDR071C"	-0.656929618347394
"582"	"YDR072C"	-0.0690875793127462
"583"	"YDR073W"	0.0941115677059436
"584"	"YDR074W"	-0.244499062193921
"585"	"YDR076W"	-0.198800089942517
"586"	"YDR080W"	2.34692574878995
"587"	"YDR083W"	-0.439980851527526
"588"	"YDR085C"	-0.00861212864206111
"589"	"YDR089W"	0.123007540794074
"590"	"YDR090C"	0.151679335623471
"591"	"YDR092W"	0.813983862680601
"592"	"YDR093W"	0.559094478553206
"593"	"YDR094W"	1.35832613274984
"594"	"YDR095C"	0.0897861553770081
"595"	"YDR097C"	-0.187772923999135
"596"	"YDR098C"	-0.108693376979292
"597"	"YDR099W"	0.0656323965312721
"598"	"YDR100W"	0.596311627876813
"599"	"YDR101C"	-0.403623461021783
"600"	"YDR102C"	0.0659506441254154
"601"	"YDR104C"	-0.01487242908291
"602"	"YDR108W"	-0.0144970938836693
"603"	"YDR109C"	-0.106233670953263
"604"	"YDR110W"	0.00726363074228246
"605"	"YDR111C"	0.178600337390444
"606"	"YDR112W"	0.00656969273601514
"607"	"YDR116C"	0.320765824053121
"608"	"YDR117C"	0.415191268450037
"609"	"YDR119W"	-0.395520433976869
"610"	"YDR120C"	-0.0629495947141121
"611"	"YDR121W"	0.0065941383940009
"612"	"YDR122W"	-0.0754018681845931
"613"	"YDR123C"	-0.636591810876723
"614"	"YDR124W"	-0.18643497464875
"615"	"YDR125C"	0.147421589111081
"616"	"YDR126W"	-0.458545892172067
"617"	"YDR127W"	1.30604925486617
"618"	"YDR128W"	-0.239692116872774
"619"	"YDR130C"	0.159182610092739
"620"	"YDR131C"	-0.00209360715693292
"621"	"YDR132C"	-0.0825171093692124
"622"	"YDR133C"	0.0625639899791934
"623"	"YDR134C"	-0.07241471826005
"624"	"YDR135C"	-0.0646489902415091
"625"	"YDR139C"	0.567292354155153
"626"	"YDR142C"	-0.195028184167856
"627"	"YDR143C"	-0.12172445604882
"628"	"YDR144C"	0.0182899266412998
"629"	"YDR146C"	0.697718686562584
"630"	"YDR147W"	-0.116413753909421
"631"	"YDR148C"	-0.381740886490361
"632"	"YDR149C"	-0.0902214415338018
"633"	"YDR150W"	0.00287844671481796
"634"	"YDR153C"	-0.0679363404713677
"635"	"YDR154C"	-0.278101493626202
"636"	"YDR155C"	-0.145495775988873
"637"	"YDR156W"	-0.326280850670715
"638"	"YDR157W"	0.0832275285679022
"639"	"YDR158W"	0.491337762899292
"640"	"YDR159W"	-0.107803668027906
"641"	"YDR161W"	0.000124653348865301
"642"	"YDR162C"	-0.166996965295707
"643"	"YDR163W"	0.403073425458727
"644"	"YDR165W"	0.13048331814628
"645"	"YDR169C"	-0.138399920281462
"646"	"YDR171W"	0.070977440280498
"647"	"YDR174W"	-0.549002934979783
"648"	"YDR181C"	-0.0313038939471174
"649"	"YDR184C"	-0.0774337805455558
"650"	"YDR185C"	-0.215380140988577
"651"	"YDR186C"	-0.0708358104329541
"652"	"YDR191W"	-0.354759324459624
"653"	"YDR192C"	-0.397937055139818
"654"	"YDR193W"	0.486010887140855
"655"	"YDR198C"	0.28155469657871
"656"	"YDR202C"	0.444447312470864
"657"	"YDR203W"	0.0771558411505793
"658"	"YDR205W"	-0.0866330715149735
"659"	"YDR206W"	0.570525827845029
"660"	"YDR207C"	0.0467813513379148
"661"	"YDR209C"	0.0331069624456208
"662"	"YDR210W"	-0.199351085088837
"663"	"YDR213W"	-0.862682029540121
"664"	"YDR214W"	0.419128817817332
"665"	"YDR215C"	-0.0115557288803775
"666"	"YDR216W"	0.975301275312485
