"Inhibitor"	"Direction"	"Deletion"	"log_FC"
"789"	"FerulicAcid"	"down"	"YOR008C-A"	-2.77667785651899
"799"	"FerulicAcid"	"down"	"YPL120W"	-5.75343736136623
"809"	"FerulicAcid"	"down"	"YFL025C"	-2.69337680653129
"8115"	"FerulicAcid"	"down"	"YGR170W"	-2.04774170870958
"8212"	"FerulicAcid"	"down"	"YCR044C"	-2.32772966753096
"8310"	"FerulicAcid"	"down"	"YGL084C"	-2.40614415378848
"849"	"FerulicAcid"	"down"	"YKL046C"	-2.73172640089729
"1103"	"FeruloylAmide"	"up"	"YBR115C"	3.44409853502324
"290"	"FeruloylAmide"	"up"	"YDR006C"	3.94970934698103
"380"	"FeruloylAmide"	"up"	"YGL005C"	3.58562791477869
"490"	"FeruloylAmide"	"up"	"YHR018C"	3.77275022178862
"590"	"FeruloylAmide"	"up"	"YBR005W"	3.08003082287094
"680"	"FeruloylAmide"	"up"	"YDL013W"	3.6536270483642
"760"	"FeruloylAmide"	"up"	"YJL071W"	3.0298944652994
"850"	"FeruloylAmide"	"up"	"YDR276C"	3.04628088044715
"938"	"FeruloylAmide"	"up"	"YOL095C"	2.80427591318622
"1027"	"FeruloylAmide"	"up"	"YBR266C"	2.96881024275348
"1125"	"FeruloylAmide"	"up"	"YPR191W"	2.49952864328178
"1221"	"FeruloylAmide"	"up"	"YDL002C"	2.84930657273673
"1317"	"FeruloylAmide"	"up"	"YPR173C"	2.7354342090277
"1414"	"FeruloylAmide"	"up"	"YNR041C"	2.81659112873157
"1513"	"FeruloylAmide"	"up"	"YML001W"	2.79012782811016
"1612"	"FeruloylAmide"	"up"	"YNL081C"	2.52225704380539
"1711"	"FeruloylAmide"	"up"	"YDR393W"	3.05580460274603
"1812"	"FeruloylAmide"	"up"	"YDL006W"	2.81161783386487
"1912"	"FeruloylAmide"	"up"	"YDR019C"	3.08539376257744
"2012"	"FeruloylAmide"	"up"	"YGL009C"	2.95279579528992
"2118"	"FeruloylAmide"	"up"	"YGL105W"	3.05782622119777
"2215"	"FeruloylAmide"	"up"	"YGR032W"	3.05286781405812
"2314"	"FeruloylAmide"	"up"	"YMR143W"	2.85973656271571
"2413"	"FeruloylAmide"	"up"	"YDL001W"	2.73516252840681
"2513"	"FeruloylAmide"	"up"	"YIL094C"	2.73568452407356
"2613"	"FeruloylAmide"	"up"	"YKL124W"	2.41478237954362
"2713"	"FeruloylAmide"	"up"	"YDR007W"	3.15480509056661
"2812"	"FeruloylAmide"	"up"	"YGL017W"	2.61932127192315
"2911"	"FeruloylAmide"	"up"	"YGR101W"	2.86773713549741
"3012"	"FeruloylAmide"	"up"	"YGR022C"	3.41509835542322
"3118"	"FeruloylAmide"	"up"	"YGL010W"	2.90168640869347
"3216"	"FeruloylAmide"	"up"	"YIL020C"	3.23662873510818
"3314"	"FeruloylAmide"	"up"	"YCR028C-A"	2.79864995949244
"3412"	"FeruloylAmide"	"up"	"YPL178W"	2.45408416954657
"3511"	"FeruloylAmide"	"up"	"YNL273W"	2.26545323180755
"3612"	"FeruloylAmide"	"up"	"YBL005W"	2.24983009725957
"3712"	"FeruloylAmide"	"up"	"YDL012C"	2.18697369384599
"3811"	"FeruloylAmide"	"up"	"YLR239C"	2.41159654124766
"3912"	"FeruloylAmide"	"up"	"YEL063C"	3.43190386123122
"4012"	"FeruloylAmide"	"up"	"YDR004W"	2.92917561824094
"4117"	"FeruloylAmide"	"up"	"YNL003C"	2.20417691871743
"4214"	"FeruloylAmide"	"up"	"YGL154C"	2.86585581235654
"4313"	"FeruloylAmide"	"up"	"YER177W"	1.62977745032242
"4413"	"FeruloylAmide"	"up"	"YJL046W"	2.34069260913613
"4512"	"FeruloylAmide"	"up"	"YGL004C"	2.5458729566177
"4612"	"FeruloylAmide"	"up"	"YCR071C"	2.07893895615061
"4712"	"FeruloylAmide"	"up"	"YDR126W"	1.66148747669465
"4811"	"FeruloylAmide"	"up"	"YOR125C"	2.07289411429336
"4911"	"FeruloylAmide"	"up"	"YGL007W"	2.41527163181911
"5011"	"FeruloylAmide"	"up"	"YBR248C"	2.14701262930742
"5117"	"FeruloylAmide"	"up"	"YLR176C"	1.64086425026034
"5215"	"FeruloylAmide"	"up"	"YGR089W"	1.83742561821795
"5314"	"FeruloylAmide"	"up"	"YDR024W"	1.64512022340581
"5412"	"FeruloylAmide"	"up"	"YBR113W"	3.27208913712865
"5512"	"FeruloylAmide"	"up"	"YBL017C"	4.16563593151859
"5612"	"FeruloylAmide"	"up"	"YER151C"	1.71867227744198
"5713"	"FeruloylAmide"	"up"	"YDR174W"	2.36307805293522
"5813"	"FeruloylAmide"	"up"	"YDR001C"	1.64056747363298
"5912"	"FeruloylAmide"	"up"	"YPL095C"	1.64152127310593
"6012"	"FeruloylAmide"	"up"	"YDR146C"	2.05510079504278
"6118"	"FeruloylAmide"	"up"	"YDR005C"	3.38721352706916
"6214"	"FeruloylAmide"	"down"	"YGL054C"	-6.14779866880248
"6313"	"FeruloylAmide"	"down"	"YHL031C"	-2.71377437190661
"6412"	"FeruloylAmide"	"down"	"YMR274C"	-1.94131464090878
"6512"	"FeruloylAmide"	"down"	"YIL160C"	-4.41483951348912
"6612"	"FeruloylAmide"	"down"	"YAL026C"	-3.71725463424877
"6712"	"FeruloylAmide"	"down"	"YPR119W"	-3.36142160992102
"6812"	"FeruloylAmide"	"down"	"YDL119C"	-2.69851348872507
"6912"	"FeruloylAmide"	"down"	"YML003W"	-2.5776069234863
"7012"	"FeruloylAmide"	"down"	"YIL079C"	-1.81060766100557
"7117"	"FeruloylAmide"	"down"	"YAL024C"	-2.60653259749307
"7214"	"FeruloylAmide"	"down"	"YCR053W"	-6.87592608681936
"7312"	"FeruloylAmide"	"down"	"YCL010C"	-1.6230556585919
"7411"	"FeruloylAmide"	"down"	"YMR111C"	-1.66542709684171
"7511"	"FeruloylAmide"	"down"	"YBR164C"	-1.89407690118353
"7611"	"FeruloylAmide"	"down"	"YIL107C"	-1.95323532774137
"7710"	"FeruloylAmide"	"down"	"YDR485C"	-7.12632254058558
"7810"	"FeruloylAmide"	"down"	"YAL011W"	-6.94118923573991
"7910"	"FeruloylAmide"	"down"	"YBR270C"	-1.67032205693115
"8010"	"FeruloylAmide"	"down"	"YJR140C"	-1.971970981358
"8116"	"FeruloylAmide"	"down"	"YDR074W"	-2.55934102420517
"8213"	"FeruloylAmide"	"down"	"YOL012C"	-8.99811135319611
"8311"	"FeruloylAmide"	"down"	"YCL011C"	-2.31759178707173
"8410"	"FeruloylAmide"	"down"	"YLR049C"	-2.2241259758248
"859"	"FeruloylAmide"	"down"	"YBR231C"	-4.60118292444313
"1104"	"Furfural"	"up"	"YNR010W"	1.69078442712758
"2100"	"Furfural"	"up"	"YGL195W"	2.86655106164311
"390"	"Furfural"	"up"	"YFR009W"	2.45840840087546
"4100"	"Furfural"	"up"	"YDR409W"	1.65019706439241
"5100"	"Furfural"	"up"	"YGL244W"	1.30880172320418
"690"	"Furfural"	"up"	"YKL185W"	1.20813913464883
"770"	"Furfural"	"up"	"YDL076C"	1.22905015996666
"860"	"Furfural"	"up"	"YMR219W"	1.18389647056517
"939"	"Furfural"	"up"	"YPL213W"	2.34524082132268
"1028"	"Furfural"	"up"	"YJL120W"	2.5525559557041
"1126"	"Furfural"	"up"	"YBR082C"	1.36570714395859
"1222"	"Furfural"	"up"	"YBR048W"	1.35230724490342
"1318"	"Furfural"	"up"	"YBR291C"	1.281573863272
"1415"	"Furfural"	"up"	"YLR372W"	2.5391851929805
"1514"	"Furfural"	"up"	"YKR026C"	1.33376798410508
"1613"	"Furfural"	"up"	"YBL072C"	1.2442760251324
"1712"	"Furfural"	"up"	"YOR209C"	3.89664581698643
"1813"	"Furfural"	"up"	"YDR146C"	1.33980376604705
"1913"	"Furfural"	"up"	"YDR159W"	1.91732803898599
"2013"	"Furfural"	"up"	"YPL181W"	1.30326073595787
"2119"	"Furfural"	"up"	"YMR307W"	1.3394597992672
"2216"	"Furfural"	"up"	"YPL158C"	1.25744577578876
"2315"	"Furfural"	"up"	"YOR039W"	1.22977386669919
"2414"	"Furfural"	"up"	"YKL212W"	1.29940575363711
"2514"	"Furfural"	"up"	"YOR293W"	1.11985335134383
"2614"	"Furfural"	"up"	"YOR026W"	1.41680048050403
"2714"	"Furfural"	"up"	"YLR410W"	1.17901612972093
"4713"	"Furfural"	"down"	"YMR283C"	-3.71635472599681
"4812"	"Furfural"	"down"	"YBR025C"	-3.21531105898921
"4912"	"Furfural"	"down"	"YDR049W"	-4.79294180988658
"5012"	"Furfural"	"down"	"YNL056W"	-2.25768591938625
"5118"	"Furfural"	"down"	"YNL147W"	-5.97930729308626
"5216"	"Furfural"	"down"	"YDR048C"	-2.62489378691816
"5315"	"Furfural"	"down"	"YNL099C"	-1.64853912916384
"5413"	"Furfural"	"down"	"YHL029C"	-1.37131797423553
"5513"	"Furfural"	"down"	"YBL057C"	-1.65211974445726
"5613"	"Furfural"	"down"	"YKL079W"	-1.61585849565493
"5714"	"Furfural"	"down"	"YDR395W"	-1.38285504944434
"5814"	"Furfural"	"down"	"YBR061C"	-1.94455479372437
"5913"	"Furfural"	"down"	"YLR315W"	-3.67119695178904
"6013"	"Furfural"	"down"	"YCR053W"	-3.19526626327538
"6119"	"Furfural"	"down"	"YDR067C"	-1.9680784215086
"6215"	"Furfural"	"down"	"YOL061W"	-1.26652733723081
"6314"	"Furfural"	"down"	"YCR095C"	-1.25988766099202
"6413"	"Furfural"	"down"	"YGL020C"	-2.61574289970444
"6513"	"Furfural"	"down"	"YDL051W"	-1.19061061039595
"6613"	"Furfural"	"down"	"YMR183C"	-2.70215170433066
"6713"	"Furfural"	"down"	"YKL081W"	-1.24683186488992
"6813"	"Furfural"	"down"	"YER083C"	-3.34284493123277
"6913"	"Furfural"	"down"	"YDL020C"	-2.00932045367257
"7013"	"Furfural"	"down"	"YDL119C"	-1.18058965512171
"7118"	"Furfural"	"down"	"YOR243C"	-1.18823709258202
"7215"	"Furfural"	"down"	"YGR058W"	-1.37028514694195
"7313"	"Furfural"	"down"	"YDR378C"	-5.64603067722234
"7412"	"Furfural"	"down"	"YNL153C"	-1.48210535347348
"7512"	"Furfural"	"down"	"YDR360W"	-1.88458489498058
"7612"	"Furfural"	"down"	"YFL001W"	-1.91267248835426
"7711"	"Furfural"	"down"	"YBL051C"	-1.13130286274528
"7811"	"Furfural"	"down"	"YER151C"	-1.77285819820545
"7911"	"Furfural"	"down"	"YLR182W"	-1.30715586824003
"8011"	"Furfural"	"down"	"YNL064C"	-2.73452129482882
"8117"	"Furfural"	"down"	"YDL050C"	-1.09016003029043
"8214"	"Furfural"	"down"	"YBR168W"	-1.13003315876238
"8312"	"Furfural"	"down"	"YDL081C"	-2.30226322934759
"8411"	"Furfural"	"down"	"YNL070W"	-1.29324254192319
"8510"	"Furfural"	"down"	"YLR261C"	-2.20553325928077
"869"	"Furfural"	"down"	"YKL050C"	-1.29518708761108
"879"	"Furfural"	"down"	"YLR262C"	-1.74532864248619
"888"	"Furfural"	"down"	"YLR032W"	-1.2105969431027
"898"	"Furfural"	"down"	"YLR125W"	-1.13887878422238
"908"	"Furfural"	"down"	"YLR113W"	-1.43499623962536
"9113"	"Furfural"	"down"	"YGL015C"	-1.1776725994433
"9211"	"Furfural"	"down"	"YNL136W"	-1.26088830050815
"6216"	"GVL"	"down"	"YAL024C"	-6.07030842013724
"6315"	"GVL"	"down"	"YCR076C"	-2.9533912303246
"6414"	"GVL"	"down"	"YOL124C"	-3.79862666246976
"6514"	"GVL"	"down"	"YIL066C"	-3.71891326751767
"6614"	"GVL"	"down"	"YIL076W"	-11.4935546086785
"6714"	"GVL"	"down"	"YFL031W"	-3.47191271450968
"6814"	"GVL"	"down"	"YLL025W"	-4.90489703973884
"6914"	"GVL"	"down"	"YIL160C"	-6.67065212398157
"7014"	"GVL"	"down"	"YOL116W"	-4.27241051461423
"7119"	"GVL"	"down"	"YGL244W"	-3.09986382970741
"7216"	"GVL"	"down"	"YDR452W"	-4.64641817107292
"7314"	"GVL"	"down"	"YIL079C"	-2.82578986749078
"7413"	"GVL"	"down"	"YNL098C"	-4.5906210550243
"7513"	"GVL"	"down"	"YDR435C"	-4.96991663478059
"7613"	"GVL"	"down"	"YPR119W"	-2.85055402491941
"7712"	"GVL"	"down"	"YCR088W"	-4.10391226824366
"7812"	"GVL"	"down"	"YHL031C"	-1.9438440271812
"7912"	"GVL"	"down"	"YDR033W"	-3.13436106128701
"8012"	"GVL"	"down"	"YML124C"	-3.09323447653257
"8118"	"GVL"	"down"	"YDR503C"	-6.27891252043037
"8215"	"GVL"	"down"	"YER155C"	-4.51857965054259
"8313"	"GVL"	"down"	"YMR255W"	-2.42958800143765
"8412"	"GVL"	"down"	"YIL012W"	-2.43572701731191
"8511"	"GVL"	"down"	"YDL119C"	-2.32745667953841
"8610"	"GVL"	"down"	"YHL025W"	-3.77551860851378
"8710"	"GVL"	"down"	"YML003W"	-2.51264829004881
"889"	"GVL"	"down"	"YDR293C"	-4.82085796879414
"899"	"GVL"	"down"	"YIR033W"	-3.3890505148775
"909"	"GVL"	"down"	"YHR079C"	-2.80296939754902
"9114"	"GVL"	"down"	"YDR252W"	-10.064362792129
"9212"	"GVL"	"down"	"YLR182W"	-3.10545651918758
"9310"	"GVL"	"down"	"YER178W"	-2.06297545034629
"947"	"GVL"	"down"	"YDR354W"	-4.10871831541595
"957"	"GVL"	"down"	"YLR315W"	-10.2610580484443
"967"	"GVL"	"down"	"YOR067C"	-2.46348354103382
"974"	"GVL"	"down"	"YGR058W"	-3.1067716083454
"984"	"GVL"	"down"	"YOL035C"	-3.69634474467715
"994"	"GVL"	"down"	"YBR016W"	-6.49945739048676
"1004"	"GVL"	"down"	"YOL083W"	-2.60640632222385
"10111"	"GVL"	"down"	"YNL153C"	-4.55503694657734
"1029"	"GVL"	"down"	"YGR170W"	-2.71737409698057
"1033"	"GVL"	"down"	"YOL112W"	-5.64239018808463
"1043"	"GVL"	"down"	"YML071C"	-3.20756619786502
"1053"	"GVL"	"down"	"YER090W"	-3.54093809602514
"1063"	"GVL"	"down"	"YPL161C"	-3.38349582880482
"1073"	"GVL"	"down"	"YPL105C"	-3.61060034737524
"1083"	"GVL"	"down"	"YJR033C"	-3.71889653228764
"1093"	"GVL"	"down"	"YDR455C"	-3.70532131482705
"1105"	"GVL"	"down"	"YOL129W"	-4.92033576913433
"11111"	"GVL"	"down"	"YHR095W"	-2.34283170719152
"1127"	"GVL"	"down"	"YLR125W"	-3.03405023108821
"1132"	"GVL"	"down"	"YGL054C"	-2.96139243705686
"1142"	"GVL"	"down"	"YBR036C"	-1.96007594124205
"1151"	"GVL"	"down"	"YDR147W"	-2.0510425045584
"1161"	"GVL"	"down"	"YBR078W"	-2.33007111703571
"1171"	"GVL"	"down"	"YJR073C"	-2.37721740476225
"1181"	"GVL"	"down"	"YDR162C"	-4.523596307826
"1191"	"GVL"	"down"	"YFL032W"	-2.94792364930962
"1201"	"GVL"	"down"	"YEL061C"	-4.56283609745091
"12110"	"GVL"	"down"	"YBR134W"	-2.08528327074657
"1223"	"GVL"	"down"	"YDR222W"	-3.00604777405575
"1106"	"Isobutanol"	"up"	"YBR291C"	1.49537981769942
"2101"	"Isobutanol"	"up"	"YJL120W"	2.80483558284442
"6915"	"Isobutanol"	"down"	"YER090W"	-5.04282806782186
"7015"	"Isobutanol"	"down"	"YHL031C"	-3.08425924438689
"7120"	"Isobutanol"	"down"	"YIL160C"	-2.78577954280949
"7217"	"Isobutanol"	"down"	"YCR076C"	-2.01929640344612
"7315"	"Isobutanol"	"down"	"YOL116W"	-1.98065202895984
"7414"	"Isobutanol"	"down"	"YOL124C"	-1.64443942480487
"7514"	"Isobutanol"	"down"	"YGL244W"	-2.00894684724442
"7614"	"Isobutanol"	"down"	"YDR354W"	-4.10509851731008
"7713"	"Isobutanol"	"down"	"YPR119W"	-2.76502928161847
"7813"	"Isobutanol"	"down"	"YML111W"	-1.50467047622652
"7913"	"Isobutanol"	"down"	"YMR312W"	-1.68906278479816
"8013"	"Isobutanol"	"down"	"YGL023C"	-3.23478070298671
"8119"	"Isobutanol"	"down"	"YKL110C"	-1.654272093732
"8216"	"Isobutanol"	"down"	"YCR088W"	-2.19066568871084
"8314"	"Isobutanol"	"down"	"YKL211C"	-5.55171638122967
"8413"	"Isobutanol"	"down"	"YDR162C"	-1.85281670256537
"8512"	"Isobutanol"	"down"	"YFL001W"	-4.86208349934631
"8611"	"Isobutanol"	"down"	"YML003W"	-1.76559838146663
"8711"	"Isobutanol"	"down"	"YDR058C"	-3.61491137249653
"8810"	"Isobutanol"	"down"	"YBL051C"	-1.72176127456058
"8910"	"Isobutanol"	"down"	"YHR034C"	-3.14145683622249
"9010"	"Isobutanol"	"down"	"YLL025W"	-1.45978060586342
"9115"	"Isobutanol"	"down"	"YDR033W"	-1.45940635758564
"9213"	"Isobutanol"	"down"	"YCL029C"	-3.90927400737267
"9311"	"Isobutanol"	"down"	"YGR058W"	-1.64640486450348
"948"	"Isobutanol"	"down"	"YBR205W"	-1.69551013368925
"958"	"Isobutanol"	"down"	"YLR182W"	-2.96173914798708
"968"	"Isobutanol"	"down"	"YDR455C"	-1.93160521186394
"975"	"Isobutanol"	"down"	"YER155C"	-2.35700933684541
"985"	"Isobutanol"	"down"	"YBR134W"	-1.4943477178735
"995"	"Isobutanol"	"down"	"YMR183C"	-2.84781811022331
"1005"	"Isobutanol"	"down"	"YNL098C"	-2.03976325818961
"10112"	"Isobutanol"	"down"	"YNL140C"	-5.39568752205179
"10210"	"Isobutanol"	"down"	"YGL043W"	-2.94223806607076
"1034"	"Isobutanol"	"down"	"YOL035C"	-2.08626861320287
"1044"	"Isobutanol"	"down"	"YAL010C"	-5.17813174635268
"1054"	"Isobutanol"	"down"	"YMR036C"	-1.43078075361913
"1064"	"Isobutanol"	"down"	"YOL129W"	-1.45627056303121
"1074"	"Isobutanol"	"down"	"YGR078C"	-2.37238028605468
"1084"	"Isobutanol"	"down"	"YGR200C"	-1.47132566982339
"1094"	"Isobutanol"	"down"	"YDR503C"	-1.74917148896932
"1107"	"Isobutanol"	"down"	"YMR226C"	-1.50994024904869
"11112"	"Isobutanol"	"down"	"YKL008C"	-1.92552882913331
"1128"	"Isobutanol"	"down"	"YCL063W"	-1.48285856159943
"1133"	"Isobutanol"	"down"	"YCR060W"	-1.89684709002933
"1143"	"Isobutanol"	"down"	"YGL219C"	-1.74543419551083
"1152"	"Isobutanol"	"down"	"YOL112W"	-1.6138052486808
"1162"	"Isobutanol"	"down"	"YLR292C"	-1.90613827887967
"1172"	"Isobutanol"	"down"	"YGR170W"	-1.51482213166889
"1182"	"Isobutanol"	"down"	"YJR066W"	-1.74847574343676
"1192"	"Isobutanol"	"down"	"YGR092W"	-7.6172812728343
"1202"	"Isobutanol"	"down"	"YLR386W"	-2.3160425130174
"12111"	"Isobutanol"	"down"	"YDR207C"	-3.30695501316883
"1224"	"Isobutanol"	"down"	"YGR157W"	-2.65618084908472
"1231"	"Isobutanol"	"down"	"YLR373C"	-1.56050835031972
"1241"	"Isobutanol"	"down"	"YLR125W"	-1.55157645265709
"1251"	"Isobutanol"	"down"	"YER016W"	-1.55266310451202
"1261"	"Isobutanol"	"down"	"YEL061C"	-1.4102419109313
"1271"	"Isobutanol"	"down"	"YJR054W"	-1.6129232544309
"1281"	"Isobutanol"	"down"	"YLR315W"	-2.00755502865832
"1291"	"Isobutanol"	"down"	"YEL011W"	-1.4754721303516
"1301"	"Isobutanol"	"down"	"YDR293C"	-1.63838512717509
"1319"	"Isobutanol"	"down"	"YPL105C"	-1.44159758013409
"1321"	"Isobutanol"	"down"	"YKR007W"	-1.64277692127801
"1331"	"Isobutanol"	"down"	"YDL074C"	-2.09852777908357
"1341"	"Isobutanol"	"down"	"YIL134W"	-1.51435429815857
"1351"	"Isobutanol"	"down"	"YNL064C"	-3.07186290780812
"1361"	"Isobutanol"	"down"	"YDR127W"	-6.54078230599835
"1108"	"LevulinicAcid"	"up"	"YJL120W"	1.90622692832395
"1030"	"LevulinicAcid"	"down"	"YML076C"	-1.1522796027888
"1129"	"LevulinicAcid"	"down"	"YCR086W"	-0.971342047976579
"1225"	"LevulinicAcid"	"down"	"YHL025W"	-1.23601543345568
"1320"	"LevulinicAcid"	"down"	"YPL058C"	-1.72642129143107
"1416"	"LevulinicAcid"	"down"	"YCR077C"	-1.11960986183847
"1515"	"LevulinicAcid"	"down"	"YCR034W"	-0.986579938082522
"1614"	"LevulinicAcid"	"down"	"YDL096C"	-1.70921569604458
"1713"	"LevulinicAcid"	"down"	"YGL195W"	-1.66025953678625
"1814"	"LevulinicAcid"	"down"	"YGL148W"	-2.89868629353801
"1109"	"MBO"	"up"	"YHR004C"	4.45505535400487
"8911"	"MBO"	"down"	"YER090W"	-12.0185842374339
"9011"	"MBO"	"down"	"YAL059W"	-3.25653002846171
"9116"	"MBO"	"down"	"YOL116W"	-3.50771538492927
"9214"	"MBO"	"down"	"YIL160C"	-4.67734531418958
"9312"	"MBO"	"down"	"YDR058C"	-5.17487558792791
"949"	"MBO"	"down"	"YCR088W"	-3.56709554087276
"959"	"MBO"	"down"	"YGL244W"	-3.08041455006394
"969"	"MBO"	"down"	"YPR119W"	-4.31565980351614
"976"	"MBO"	"down"	"YMR312W"	-2.3188171057107
"986"	"MBO"	"down"	"YBL051C"	-2.90860434444573
"996"	"MBO"	"down"	"YOR091W"	-3.12417510528861
"1006"	"MBO"	"down"	"YDR452W"	-3.88367721726822
"10113"	"MBO"	"down"	"YDR033W"	-2.62315780787038
"10211"	"MBO"	"down"	"YML121W"	-2.55592000344416
"1035"	"MBO"	"down"	"YOR067C"	-3.25170817101618
"1045"	"MBO"	"down"	"YER155C"	-3.92396517149215
"1055"	"MBO"	"down"	"YOL124C"	-2.71605991893896
"1065"	"MBO"	"down"	"YAL024C"	-1.87881517018678
"1075"	"MBO"	"down"	"YML003W"	-3.34979351717375
"1085"	"MBO"	"down"	"YCR076C"	-1.9859707939105
"1095"	"MBO"	"down"	"YLR021W"	-1.96063170613817
"11010"	"MBO"	"down"	"YDR354W"	-4.86800499324803
"11113"	"MBO"	"down"	"YKL110C"	-1.86982644971042
"11210"	"MBO"	"down"	"YOR002W"	-2.50150191365093
"1134"	"MBO"	"down"	"YDR503C"	-3.20930874423916
"1144"	"MBO"	"down"	"YLL025W"	-3.57656946637858
"1153"	"MBO"	"down"	"YLR292C"	-5.52521416137059
"1163"	"MBO"	"down"	"YFL001W"	-5.23968138781901
"1173"	"MBO"	"down"	"YDR101C"	-2.50459069369766
"1183"	"MBO"	"down"	"YGL023C"	-3.3675558846572
"1193"	"MBO"	"down"	"YGR058W"	-2.53139244098249
"1203"	"MBO"	"down"	"YLR426W"	-2.0898752582653
"12112"	"MBO"	"down"	"YHR034C"	-4.32331468564219
"1226"	"MBO"	"down"	"YDR156W"	-3.76593917668787
"1232"	"MBO"	"down"	"YNL242W"	-3.00975171771786
"1242"	"MBO"	"down"	"YGR200C"	-2.24020220277725
"1252"	"MBO"	"down"	"YAL026C"	-2.16903657691818
"1262"	"MBO"	"down"	"YOL129W"	-2.970813606989
"1272"	"MBO"	"down"	"YKL211C"	-7.09274631618569
"1282"	"MBO"	"down"	"YMR007W"	-2.05099786925854
"1292"	"MBO"	"down"	"YHL031C"	-2.55016257244614
"1302"	"MBO"	"down"	"YHR123W"	-2.05077830737417
"13110"	"MBO"	"down"	"YCL029C"	-3.95625012606834
"1322"	"MBO"	"down"	"YGL219C"	-3.44332685178466
"1332"	"MBO"	"down"	"YOL035C"	-2.8046743511179
"1342"	"MBO"	"down"	"YMR226C"	-2.25559136997052
"1352"	"MBO"	"down"	"YGL007W"	-2.48455147369333
"1362"	"MBO"	"down"	"YDR455C"	-3.67731911584406
"1371"	"MBO"	"down"	"YDR162C"	-2.65731125455571
"1381"	"MBO"	"down"	"YNL293W"	-2.37853173143273
"1391"	"MBO"	"down"	"YMR183C"	-5.03874396340628
"1401"	"MBO"	"down"	"YNR006W"	-2.4128438621994
"1417"	"MBO"	"down"	"YIL097W"	-1.97526907534958
"1421"	"MBO"	"down"	"YMR036C"	-2.33760576525554
"1431"	"MBO"	"down"	"YLR125W"	-3.12852351845994
"1441"	"MBO"	"down"	"YGR157W"	-3.19479078009713
"1451"	"MBO"	"down"	"YGR224W"	-3.1312167188839
"1461"	"MBO"	"down"	"YLR102C"	-2.23056684988337
"1471"	"MBO"	"down"	"YOR014W"	-8.7201711351013
"1481"	"MBO"	"down"	"YEL063C"	-1.93119184249218
"1491"	"MBO"	"down"	"YIL012W"	-2.44548448606049
"1501"	"MBO"	"down"	"YKL008C"	-2.52950403550221
"1516"	"MBO"	"down"	"YNL098C"	-2.37478604601863
"1521"	"MBO"	"down"	"YER167W"	-1.80369062135751
"1531"	"MBO"	"down"	"YKL050C"	-2.91609319534461
"1541"	"MBO"	"down"	"YCR053W"	-2.5779121628457
"1551"	"MBO"	"down"	"YDR293C"	-2.66785080749436
"1561"	"MBO"	"down"	"YPL105C"	-2.32920151871337
"1571"	"MBO"	"down"	"YDR207C"	-5.28195446208639
"1581"	"MBO"	"down"	"YGR078C"	-2.77366361618897
"1591"	"MBO"	"down"	"YDR252W"	-2.88616613520188
"1601"	"MBO"	"down"	"YMR143W"	-2.02426604677362
"1615"	"MBO"	"down"	"YOL112W"	-3.30903353717009
"1621"	"MBO"	"down"	"YCR060W"	-2.05408574290772
"1631"	"MBO"	"down"	"YNL064C"	-5.83429292300983
"1641"	"MBO"	"down"	"YKL146W"	-2.46936776716302
"1651"	"MBO"	"down"	"YPL144W"	-1.85412956052061
"1661"	"MBO"	"down"	"YNL153C"	-1.96967884835433
"1671"	"MBO"	"down"	"YKL006W"	-1.92820368062304
"1681"	"MBO"	"down"	"YLR360W"	-2.15387692584074
"1691"	"MBO"	"down"	"YER016W"	-2.39236433268356
"1701"	"MBO"	"down"	"YAL010C"	-4.26611692283894
"1714"	"MBO"	"down"	"YER151C"	-2.1930516936939
"1721"	"MBO"	"down"	"YLR182W"	-2.87215447933982
"1731"	"MBO"	"down"	"YLR113W"	-2.68305111456171
"1741"	"MBO"	"down"	"YBR016W"	-2.74365329611555
"1751"	"MBO"	"down"	"YLR373C"	-1.99140154068629
"1761"	"MBO"	"down"	"YPL157W"	-1.8170692346517
"1130"	"Methylglyoxal"	"up"	"YMR021C"	1.29549704105658
"2102"	"Methylglyoxal"	"up"	"YIL128W"	1.79403800658793
"3100"	"Methylglyoxal"	"up"	"YJL120W"	2.45937726697529
"4215"	"Methylglyoxal"	"down"	"YDR272W"	-7.27941996324813
"4314"	"Methylglyoxal"	"down"	"YML131W"	-2.03847708501366
"4414"	"Methylglyoxal"	"down"	"YPR189W"	-2.43787747954988
"4513"	"Methylglyoxal"	"down"	"YBR162W-A"	-2.2697726991944
"4613"	"Methylglyoxal"	"down"	"YMR232W"	-1.91675574383264
"4714"	"Methylglyoxal"	"down"	"YOL092W"	-2.07727635572894
"4813"	"Methylglyoxal"	"down"	"YGL007W"	-2.02672323654442
"4913"	"Methylglyoxal"	"down"	"YBR258C"	-2.03185228459496
"5013"	"Methylglyoxal"	"down"	"YGR157W"	-4.99737598720018
"5119"	"Methylglyoxal"	"down"	"YNL323W"	-1.83639463475112
"5217"	"Methylglyoxal"	"down"	"YGL217C"	-1.98911240362964
"5316"	"Methylglyoxal"	"down"	"YKR023W"	-1.65873345855474
"5414"	"Methylglyoxal"	"down"	"YLR032W"	-4.81419570958112
"5514"	"Methylglyoxal"	"down"	"YNL094W"	-1.7000026980849
"5614"	"Methylglyoxal"	"down"	"YGL213C"	-2.51173373445912
"5715"	"Methylglyoxal"	"down"	"YBR164C"	-2.12583707533828
