"Inhibitor"	"Direction"	"Deletion"	"log_FC"
"323"	"Acetamide"	"down"	"YCR077C"	-1.42504661614127
"333"	"Acetamide"	"down"	"YNL229C"	-1.20726471169735
"343"	"Acetamide"	"down"	"YJL124C"	-1.56588606313353
"353"	"Acetamide"	"down"	"YNL147W"	-1.76594242676357
"363"	"Acetamide"	"down"	"YHL025W"	-1.06770984560036
"373"	"Acetamide"	"down"	"YLR085C"	-1.17612825776498
"383"	"Acetamide"	"down"	"YBR231C"	-0.981567446520304
"394"	"Acetamide"	"down"	"YDR378C"	-1.73270679757581
"404"	"Acetamide"	"down"	"YML016C"	-0.960179318858182
"139"	"AcetoSyringone"	"up"	"YGL136C"	2.88278331248006
"220"	"AcetoSyringone"	"up"	"YDR126W"	2.99085228957651
"320"	"AcetoSyringone"	"up"	"YGR089W"	3.09965984583959
"419"	"AcetoSyringone"	"up"	"YPL095C"	2.88669919941909
"518"	"AcetoSyringone"	"up"	"YLR239C"	2.46715003528624
"617"	"AcetoSyringone"	"up"	"YGL007W"	3.15550359990086
"717"	"AcetoSyringone"	"up"	"YKL124W"	2.86401531971918
"816"	"AcetoSyringone"	"up"	"YER108C"	2.27257245619904
"916"	"AcetoSyringone"	"up"	"YGL105W"	3.85883521140279
"1014"	"AcetoSyringone"	"up"	"YIL020C"	3.00297812845948
"1114"	"AcetoSyringone"	"up"	"YGR023W"	2.0253880001666
"1214"	"AcetoSyringone"	"up"	"YDR006C"	2.97713139723294
"1310"	"AcetoSyringone"	"up"	"YMR143W"	3.86941423180901
"144"	"AcetoSyringone"	"up"	"YEL063C"	3.80777721292909
"155"	"AcetoSyringone"	"up"	"YBR115C"	3.34936378020812
"164"	"AcetoSyringone"	"up"	"YDL077C"	2.71931275315462
"174"	"AcetoSyringone"	"up"	"YNR041C"	2.78737311557242
"184"	"AcetoSyringone"	"up"	"YBL003C"	1.89171410196327
"194"	"AcetoSyringone"	"up"	"YBL009W"	2.50690822620905
"204"	"AcetoSyringone"	"up"	"YBR005W"	3.030513898073
"2111"	"AcetoSyringone"	"up"	"YER092W"	2.18910297738519
"226"	"AcetoSyringone"	"up"	"YMR039C"	1.91188124049905
"235"	"AcetoSyringone"	"up"	"YHR018C"	3.33343577228198
"245"	"AcetoSyringone"	"up"	"YGR101W"	2.94502841846251
"256"	"AcetoSyringone"	"up"	"YNL215W"	2.02513246194417
"266"	"AcetoSyringone"	"up"	"YGR032W"	3.06326647455765
"276"	"AcetoSyringone"	"up"	"YDR393W"	3.00852293921114
"285"	"AcetoSyringone"	"up"	"YOR309C"	2.10909186432665
"294"	"AcetoSyringone"	"up"	"YDL013W"	3.05985227517186
"304"	"AcetoSyringone"	"up"	"YIL094C"	2.9629547699823
"3110"	"AcetoSyringone"	"up"	"YDR011W"	2.50938019355581
"324"	"AcetoSyringone"	"up"	"YBR001C"	1.94172013092544
"334"	"AcetoSyringone"	"up"	"YGL005C"	3.24271960791686
"344"	"AcetoSyringone"	"up"	"YDR007W"	2.96651736729561
"354"	"AcetoSyringone"	"up"	"YJL071W"	3.19537979808675
"364"	"AcetoSyringone"	"up"	"YGL004C"	2.39807677584277
"374"	"AcetoSyringone"	"up"	"YDL002C"	3.04121399660152
"384"	"AcetoSyringone"	"up"	"YPR191W"	2.33607917012058
"395"	"AcetoSyringone"	"up"	"YNL003C"	2.47734548879338
"405"	"AcetoSyringone"	"up"	"YCR028C-A"	2.72870446681505
"4110"	"AcetoSyringone"	"up"	"YNL081C"	2.56057389377978
"424"	"AcetoSyringone"	"up"	"YBR266C"	2.97003729713725
"434"	"AcetoSyringone"	"up"	"YGR184C"	2.72199091897655
"444"	"AcetoSyringone"	"up"	"YDR276C"	2.52866669155395
"454"	"AcetoSyringone"	"up"	"YDL001W"	2.5710226495624
"464"	"AcetoSyringone"	"up"	"YDL006W"	2.43046636186997
"474"	"AcetoSyringone"	"up"	"YOR221C"	2.5962496090081
"483"	"AcetoSyringone"	"up"	"YGL009C"	2.89903729840497
"493"	"AcetoSyringone"	"up"	"YPL178W"	2.50421930815439
"503"	"AcetoSyringone"	"up"	"YGL017W"	2.85571068476117
"519"	"AcetoSyringone"	"up"	"YJL204C"	2.89310383918493
"523"	"AcetoSyringone"	"up"	"YBR200W"	1.81693509452371
"533"	"AcetoSyringone"	"up"	"YOL095C"	2.60402034603386
"543"	"AcetoSyringone"	"up"	"YPR173C"	2.78089580698685
"553"	"AcetoSyringone"	"up"	"YDR019C"	2.69780161045571
"563"	"AcetoSyringone"	"up"	"YGL010W"	2.76434625259104
"573"	"AcetoSyringone"	"up"	"YDR004W"	2.7303300630096
"583"	"AcetoSyringone"	"up"	"YGR022C"	2.99495343106877
"593"	"AcetoSyringone"	"up"	"YML001W"	2.2650462598702
"603"	"AcetoSyringone"	"up"	"YDL081C"	2.25009290711652
"618"	"AcetoSyringone"	"up"	"YBR291C"	2.34801371019251
"623"	"AcetoSyringone"	"up"	"YDR174W"	2.57543118787059
"632"	"AcetoSyringone"	"up"	"YOR125C"	2.39720118370826
"642"	"AcetoSyringone"	"up"	"YMR294W"	2.00164125214534
"653"	"AcetoSyringone"	"up"	"YJL046W"	2.3978102879506
"663"	"AcetoSyringone"	"up"	"YPR123C"	2.45322229900377
"673"	"AcetoSyringone"	"up"	"YMR116C"	2.96383226352188
"683"	"AcetoSyringone"	"up"	"YGL154C"	2.92256342016988
"693"	"AcetoSyringone"	"up"	"YBR248C"	1.83658962325877
"703"	"AcetoSyringone"	"up"	"YJL120W"	2.961982205476
"718"	"AcetoSyringone"	"up"	"YDR477W"	1.92310407174696
"723"	"AcetoSyringone"	"up"	"YDL096C"	2.82364884357411
"733"	"AcetoSyringone"	"down"	"YEL037C"	-3.06519442098684
"743"	"AcetoSyringone"	"down"	"YAL024C"	-2.64413130702661
"753"	"AcetoSyringone"	"down"	"YDL070W"	-2.59704741940658
"763"	"AcetoSyringone"	"down"	"YOL124C"	-2.09674739073946
"772"	"AcetoSyringone"	"down"	"YHL031C"	-3.02891753923984
"782"	"AcetoSyringone"	"down"	"YML097C"	-3.80084027145362
"792"	"AcetoSyringone"	"down"	"YBR036C"	-2.51133989612051
"802"	"AcetoSyringone"	"down"	"YNL293W"	-2.19953740554251
"817"	"AcetoSyringone"	"down"	"YOL116W"	-2.27009383114626
"822"	"AcetoSyringone"	"down"	"YBR164C"	-2.25068574207098
"832"	"AcetoSyringone"	"down"	"YGL054C"	-2.21104377444816
"842"	"AcetoSyringone"	"down"	"YJR140C"	-2.97845515118385
"852"	"AcetoSyringone"	"down"	"YAL011W"	-4.71795374529401
"862"	"AcetoSyringone"	"down"	"YGL165C"	-3.55285801887894
"872"	"AcetoSyringone"	"down"	"YDR485C"	-5.97375611772697
"140"	"Acetovanillone"	"up"	"YER092W"	1.73565951151093
"227"	"Acetovanillone"	"up"	"YOR106W"	2.01574910664439
"325"	"Acetovanillone"	"up"	"YCL063W"	1.80293581063059
"420"	"Acetovanillone"	"up"	"YIL020C"	1.9059467672024
"520"	"Acetovanillone"	"up"	"YBR266C"	1.60270245408361
"619"	"Acetovanillone"	"up"	"YHR018C"	1.72795580764767
"719"	"Acetovanillone"	"up"	"YKL124W"	1.52956774018445
"818"	"Acetovanillone"	"up"	"YDR006C"	1.58494804904743
"917"	"Acetovanillone"	"up"	"YGL105W"	1.61194308651552
"1015"	"Acetovanillone"	"up"	"YOR304W"	1.52525737901171
"1115"	"Acetovanillone"	"up"	"YEL063C"	1.62706516118863
"1215"	"Acetovanillone"	"up"	"YMR143W"	1.52267755949164
"1311"	"Acetovanillone"	"up"	"YPL101W"	1.62846366287201
"145"	"Acetovanillone"	"up"	"YDR393W"	1.50314781911981
"156"	"Acetovanillone"	"up"	"YBR291C"	2.55602500914543
"165"	"Acetovanillone"	"up"	"YGL005C"	1.50338544780262
"175"	"Acetovanillone"	"up"	"YBR082C"	1.77939293147615
"185"	"Acetovanillone"	"up"	"YIL094C"	1.40443017113597
"195"	"Acetovanillone"	"up"	"YJL071W"	1.47259547938649
"205"	"Acetovanillone"	"up"	"YPR173C"	1.40884153441855
"2112"	"Acetovanillone"	"up"	"YGR032W"	1.45718352670086
"228"	"Acetovanillone"	"up"	"YJL120W"	3.06859013535292
"236"	"Acetovanillone"	"up"	"YJR118C"	1.51318284043716
"246"	"Acetovanillone"	"up"	"YGL017W"	1.46685690619409
"257"	"Acetovanillone"	"up"	"YPL026C"	1.59167463981143
"267"	"Acetovanillone"	"up"	"YDL002C"	1.42110800850149
"277"	"Acetovanillone"	"up"	"YDL096C"	2.88133637733848
"286"	"Acetovanillone"	"up"	"YKL212W"	1.99592261956987
"295"	"Acetovanillone"	"up"	"YDR477W"	1.62643078912871
"305"	"Acetovanillone"	"up"	"YGL115W"	1.98972456023408
"3111"	"Acetovanillone"	"up"	"YGR184C"	1.89232968785127
"326"	"Acetovanillone"	"down"	"YJR140C"	-3.30618479213952
"335"	"Acetovanillone"	"down"	"YIL160C"	-2.1220087370697
"345"	"Acetovanillone"	"down"	"YOL116W"	-1.89716238059254
"355"	"Acetovanillone"	"down"	"YDL070W"	-1.42456818788225
"365"	"Acetovanillone"	"down"	"YHL031C"	-2.26440168548986
"375"	"Acetovanillone"	"down"	"YEL037C"	-1.42199887134176
"385"	"Acetovanillone"	"down"	"YNL293W"	-1.47793180012295
"396"	"Acetovanillone"	"down"	"YBR231C"	-7.03088001488216
"406"	"Acetovanillone"	"down"	"YAL011W"	-5.89366817672283
"4111"	"Acetovanillone"	"down"	"YLR085C"	-5.22853950871774
"425"	"Acetovanillone"	"down"	"YDR485C"	-5.06535191600891
"435"	"Acetovanillone"	"down"	"YDR334W"	-4.51054972067303
"445"	"Acetovanillone"	"down"	"YLR055C"	-1.44498784242119
"455"	"Acetovanillone"	"down"	"YLL025W"	-1.4002148271015
"146"	"AzelaicAcid"	"up"	"YHR018C"	1.46216751103039
"229"	"AzelaicAcid"	"up"	"YML001W"	1.81719058451201
"327"	"AzelaicAcid"	"up"	"YJL101C"	1.68053248180538
"426"	"AzelaicAcid"	"up"	"YDL052C"	1.29085439764532
"524"	"AzelaicAcid"	"up"	"YGR022C"	1.32746635061594
"620"	"AzelaicAcid"	"up"	"YDR004W"	1.2715634959773
"574"	"AzelaicAcid"	"down"	"YLL028W"	-3.00271129847984
"584"	"AzelaicAcid"	"down"	"YEL053C"	-1.6503239462992
"594"	"AzelaicAcid"	"down"	"YDR426C"	-2.01873238256861
"604"	"AzelaicAcid"	"down"	"YGR170W"	-2.84956613077802
"6110"	"AzelaicAcid"	"down"	"YLR056W"	-1.97883679395981
"624"	"AzelaicAcid"	"down"	"YJL004C"	-2.11100123258687
"633"	"AzelaicAcid"	"down"	"YJL175W"	-3.52288640558539
"643"	"AzelaicAcid"	"down"	"YGL054C"	-2.34424688434316
"654"	"AzelaicAcid"	"down"	"YHL025W"	-6.10199443774384
"664"	"AzelaicAcid"	"down"	"YBL078C"	-1.52913413474106
"674"	"AzelaicAcid"	"down"	"YIR033W"	-4.72643981444874
"684"	"AzelaicAcid"	"down"	"YAL023C"	-1.49541881973339
"694"	"AzelaicAcid"	"down"	"YMR029C"	-1.86155312301273
"704"	"AzelaicAcid"	"down"	"YHL031C"	-1.42944778259852
"7110"	"AzelaicAcid"	"down"	"YBR164C"	-1.54692694818655
"724"	"AzelaicAcid"	"down"	"YLR047C"	-1.91797121346252
"734"	"AzelaicAcid"	"down"	"YOR068C"	-1.9095632387889
"744"	"AzelaicAcid"	"down"	"YIL076W"	-2.40162501085392
"754"	"AzelaicAcid"	"down"	"YML048W"	-1.61117672703252
"764"	"AzelaicAcid"	"down"	"YFL031W"	-1.29513096410366
"773"	"AzelaicAcid"	"down"	"YML013W"	-3.86734959621468
"783"	"AzelaicAcid"	"down"	"YOR089C"	-2.68262809918113
"793"	"AzelaicAcid"	"down"	"YMR052W"	-1.88624931405785
"803"	"AzelaicAcid"	"down"	"YDR372C"	-1.22621500434742
"819"	"AzelaicAcid"	"down"	"YLR238W"	-1.82901865687564
"823"	"AzelaicAcid"	"down"	"YML097C"	-1.57660522388742
"833"	"AzelaicAcid"	"down"	"YOR267C"	-1.51368548598554
"843"	"AzelaicAcid"	"down"	"YMR202W"	-2.50018790140427
"853"	"AzelaicAcid"	"down"	"YHR079C"	-1.39829669529562
"863"	"AzelaicAcid"	"down"	"YMR004W"	-1.50526718622168
"873"	"AzelaicAcid"	"down"	"YER151C"	-2.27924672583831
"882"	"AzelaicAcid"	"down"	"YPL051W"	-5.52542084911922
"892"	"AzelaicAcid"	"down"	"YDL112W"	-1.23060832614565
"902"	"AzelaicAcid"	"down"	"YML013C-A"	-3.36104494110394
"918"	"AzelaicAcid"	"down"	"YKR019C"	-1.29545717275968
"922"	"AzelaicAcid"	"down"	"YDR425W"	-1.94600386550898
"932"	"AzelaicAcid"	"down"	"YDR213W"	-3.59011600847175
"942"	"AzelaicAcid"	"down"	"YDR074W"	-2.04195788063642
"952"	"AzelaicAcid"	"down"	"YOR132W"	-1.80279602918392
"962"	"AzelaicAcid"	"down"	"YOR242C"	-2.18715323371814
"971"	"AzelaicAcid"	"down"	"YDL078C"	-1.75751560126561
"981"	"AzelaicAcid"	"down"	"YJL024C"	-1.54254125050194
"991"	"AzelaicAcid"	"down"	"YOR270C"	-3.37012662440168
"1001"	"AzelaicAcid"	"down"	"YPL074W"	-2.4321414020858
"1016"	"AzelaicAcid"	"down"	"YPL195W"	-1.65348571906714
"1021"	"AzelaicAcid"	"down"	"YDR477W"	-3.5010957428129
"1031"	"AzelaicAcid"	"down"	"YLR055C"	-1.37135759895749
"1041"	"AzelaicAcid"	"down"	"YML071C"	-2.66270691550307
"1051"	"AzelaicAcid"	"down"	"YOR246C"	-1.81070738325025
"1061"	"AzelaicAcid"	"down"	"YLR039C"	-3.86868285145664
"1071"	"AzelaicAcid"	"down"	"YFL025C"	-1.3245874462834
"1081"	"AzelaicAcid"	"down"	"YPL058C"	-1.41005095023891
"1091"	"AzelaicAcid"	"down"	"YDR186C"	-2.7779223874901
"1101"	"AzelaicAcid"	"down"	"YML022W"	-1.22932489736492
"1116"	"AzelaicAcid"	"down"	"YOR165W"	-1.34290635268613
"1121"	"AzelaicAcid"	"down"	"YMR205C"	-1.76511710915698
"525"	"BMIMCl"	"down"	"YDR090C"	-2.99168916714781
"534"	"BMIMCl"	"down"	"YNL273W"	-3.70870465043204
"544"	"BMIMCl"	"down"	"YNL081C"	-3.90922527346016
"554"	"BMIMCl"	"down"	"YLR237W"	-3.48173022632258
"564"	"BMIMCl"	"down"	"YJL046W"	-3.51237621357782
"575"	"BMIMCl"	"down"	"YCR071C"	-3.40629333699601
"585"	"BMIMCl"	"down"	"YCR028C-A"	-3.48331753669194
"595"	"BMIMCl"	"down"	"YBL005W"	-3.44672219904192
"605"	"BMIMCl"	"down"	"YPR191W"	-2.77655850387785
"6111"	"BMIMCl"	"down"	"YLR239C"	-3.21439172074781
"625"	"BMIMCl"	"down"	"YGR101W"	-2.93420129494973
"634"	"BMIMCl"	"down"	"YBR266C"	-2.43886822117025
"644"	"BMIMCl"	"down"	"YGL154C"	-2.84037078294899
"655"	"BMIMCl"	"down"	"YOL095C"	-2.59725852815189
"665"	"BMIMCl"	"down"	"YDR393W"	-3.0665388980647
"675"	"BMIMCl"	"down"	"YML001W"	-3.131338284452
"685"	"BMIMCl"	"down"	"YNR041C"	-3.62945107734271
"695"	"BMIMCl"	"down"	"YPR173C"	-3.29225122729686
"705"	"BMIMCl"	"down"	"YDR007W"	-2.66094601307652
"7111"	"BMIMCl"	"down"	"YDR019C"	-2.70937889338537
"725"	"BMIMCl"	"down"	"YDL002C"	-2.93640602316909
"735"	"BMIMCl"	"down"	"YIL094C"	-2.69372993711661
"745"	"BMIMCl"	"down"	"YPL178W"	-2.38216652782654
"755"	"BMIMCl"	"down"	"YGR032W"	-2.89671994775288
"765"	"BMIMCl"	"down"	"YNL003C"	-2.51095227027665
"774"	"BMIMCl"	"down"	"YJL071W"	-2.52971485650763
"784"	"BMIMCl"	"down"	"YGL010W"	-2.74027782895768
"794"	"BMIMCl"	"down"	"YBR248C"	-3.39363488294129
"804"	"BMIMCl"	"down"	"YDR004W"	-2.8537255592213
"8110"	"BMIMCl"	"down"	"YGL004C"	-2.75433068537252
"824"	"BMIMCl"	"down"	"YPL172C"	-2.73597702631481
"834"	"BMIMCl"	"down"	"YDR310C"	-2.31391744746706
"844"	"BMIMCl"	"down"	"YOR221C"	-2.76305497641459
"854"	"BMIMCl"	"down"	"YOL068C"	-1.93783910563627
"864"	"BMIMCl"	"down"	"YGR022C"	-1.65342560089429
"874"	"BMIMCl"	"down"	"YDL006W"	-2.06273062991987
"883"	"BMIMCl"	"down"	"YOR279C"	-2.54505094840212
"893"	"BMIMCl"	"down"	"YDL013W"	-1.59699397377146
"903"	"BMIMCl"	"down"	"YGR188C"	-2.52597115453476
"919"	"BMIMCl"	"down"	"YLR426W"	-1.93327028402314
"923"	"BMIMCl"	"down"	"YMR021C"	-2.34752829287974
"933"	"BMIMCl"	"down"	"YDR276C"	-2.46576959323885
"943"	"BMIMCl"	"down"	"YGL009C"	-2.48924757335375
"953"	"BMIMCl"	"down"	"YGL017W"	-2.45076322131335
"963"	"BMIMCl"	"down"	"YOR125C"	-3.61325527230153
"972"	"BMIMCl"	"down"	"YDL001W"	-1.57102516091908
"982"	"BMIMCl"	"down"	"YOL009C"	-3.18298080988596
"992"	"BMIMCl"	"down"	"YIL020C"	-1.87192416604923
"1002"	"BMIMCl"	"down"	"YGL005C"	-1.63640311883983
"1017"	"BMIMCl"	"down"	"YCR079W"	-1.26524473305368
"1022"	"BMIMCl"	"down"	"YML016C"	-1.27312599316946
"147"	"Benomyl"	"up"	"YPR141C"	1.31799656041797
"366"	"Benomyl"	"down"	"YOR349W"	-5.2898660465871
"376"	"Benomyl"	"down"	"YML124C"	-6.65540384945596
"386"	"Benomyl"	"down"	"YEL003W"	-6.24862907611987
"397"	"Benomyl"	"down"	"YER007W"	-3.57449539626202
"407"	"Benomyl"	"down"	"YGR078C"	-4.72340106044592
"4112"	"Benomyl"	"down"	"YOR010C"	-1.68782402004418
"427"	"Benomyl"	"down"	"YNL153C"	-1.27502870008475
"436"	"Benomyl"	"down"	"YPL165C"	-0.951484738997285
"446"	"Benomyl"	"down"	"YOR026W"	-2.09254803125726
"456"	"Benomyl"	"down"	"YKL211C"	-1.04630288036938
"465"	"Benomyl"	"down"	"YKL050C"	-0.77297250053396
"475"	"Benomyl"	"down"	"YGR069W"	-1.05910136298355
"484"	"Benomyl"	"down"	"YLR187W"	-0.761356571069752
"494"	"Benomyl"	"down"	"YOR121C"	-0.783245291993041
"504"	"Benomyl"	"down"	"YNL334C"	-0.774664185895685
"5110"	"Benomyl"	"down"	"YAR003W"	-0.765640193220833
"526"	"Benomyl"	"down"	"YMR030W"	-0.745113558859909
"535"	"Benomyl"	"down"	"YDR346C"	-1.77809798129513
"545"	"Benomyl"	"down"	"YMR044W"	-0.92196878436591
"555"	"Benomyl"	"down"	"YGL148W"	-1.97629076726903
"565"	"Benomyl"	"down"	"YCR073W-A"	-1.05077956911204
"576"	"Benomyl"	"down"	"YHL036W"	-0.800450859548103
"586"	"Benomyl"	"down"	"YOR209C"	-4.6944440410159
"596"	"Benomyl"	"down"	"YLR257W"	-0.764373412249549
"606"	"Benomyl"	"down"	"YEL010W"	-0.836743676383341
"6112"	"Benomyl"	"down"	"YMR078C"	-2.0486812653653
"626"	"Benomyl"	"down"	"YLR064W"	-0.991391580185913
"635"	"Benomyl"	"down"	"YOR019W"	-2.01038534130683
"645"	"Benomyl"	"down"	"YBR114W"	-0.957287454386733
"656"	"Benomyl"	"down"	"YDR216W"	-1.25374241342361
"666"	"Benomyl"	"down"	"YDR139C"	-2.11002679948839
"676"	"Benomyl"	"down"	"YDR266C"	-2.23010934019805
"686"	"Benomyl"	"down"	"YHR096C"	-0.845165212463747
"696"	"Benomyl"	"down"	"YML027W"	-1.01798705706318
"706"	"Benomyl"	"down"	"YDR245W"	-0.864089969348725
"148"	"BenzoicAcid"	"up"	"YDR156W"	0.621608205402487
"230"	"BenzoicAcid"	"up"	"YMR289W"	1.03971530692882
"328"	"BenzoicAcid"	"up"	"YJR014W"	0.633906837624217
"428"	"BenzoicAcid"	"up"	"YNL147W"	1.05128044187221
"527"	"BenzoicAcid"	"up"	"YMR100W"	0.628805007844864
"627"	"BenzoicAcid"	"up"	"YDR202C"	0.756045618428438
"720"	"BenzoicAcid"	"up"	"YKL096W-A"	0.625520789137178
"820"	"BenzoicAcid"	"up"	"YHR140W"	0.933440336620193
"920"	"BenzoicAcid"	"up"	"YKL139W"	1.44953843919085
"1117"	"BenzoicAcid"	"down"	"YDL119C"	-1.36370168742528
"1216"	"BenzoicAcid"	"down"	"YML048W"	-1.0840058700985
"1312"	"BenzoicAcid"	"down"	"YPL058C"	-1.80348367302593
"149"	"BenzoicAcid"	"down"	"YEL063C"	-0.910663374502363
"157"	"BenzoicAcid"	"down"	"YJR073C"	-0.693332591204794
"166"	"BenzoicAcid"	"down"	"YJR066W"	-0.686946055694905
"176"	"BenzoicAcid"	"down"	"YKL046C"	-0.642817402271445
"186"	"BenzoicAcid"	"down"	"YDR435C"	-0.68882687192685
"196"	"BenzoicAcid"	"down"	"YDL020C"	-0.679462420142612
"206"	"BenzoicAcid"	"down"	"YLR372W"	-1.30016204884718
"150"	"CV"	"up"	"YDR005C"	8.52500401467441
"237"	"CV"	"up"	"YNL192W"	7.41727934724189
"329"	"CV"	"up"	"YOL108C"	7.69824339660042
"429"	"CV"	"up"	"YOL029C"	6.11979405018475
"528"	"CV"	"up"	"YDL002C"	7.91442247741407
"628"	"CV"	"up"	"YOL009C"	9.18005161852179
"726"	"CV"	"up"	"YBR113W"	7.94735776587777
"825"	"CV"	"up"	"YML071C"	4.11711319092756
"924"	"CV"	"up"	"YDR455C"	3.56818977202428
"1018"	"CV"	"up"	"YBL007C"	6.35655322513345
"1118"	"CV"	"up"	"YOR125C"	8.14675308601858
"1217"	"CV"	"up"	"YJR059W"	4.74992153144022
"1313"	"CV"	"up"	"YBR082C"	3.91869520739727
"1410"	"CV"	"up"	"YGL004C"	9.2763157633004
"158"	"CV"	"up"	"YPL120W"	3.49305927118843
"167"	"CV"	"up"	"YML001W"	8.94533894312126
"177"	"CV"	"up"	"YDR019C"	8.72993931261601
"187"	"CV"	"up"	"YDL001W"	9.27521717471014
"197"	"CV"	"up"	"YJL204C"	6.6289744990176
"207"	"CV"	"up"	"YGL010W"	9.12940493263522
"2113"	"CV"	"up"	"YBL005W"	7.61289314887144
"2210"	"CV"	"up"	"YBR200W"	9.37514155116502
"238"	"CV"	"up"	"YGL017W"	8.87198415862631
"247"	"CV"	"up"	"YBR248C"	8.50839623800983
"258"	"CV"	"up"	"YDR276C"	8.91300740862883
"268"	"CV"	"up"	"YDL006W"	8.91246409115247
"278"	"CV"	"up"	"YGR032W"	9.60351406352884
"287"	"CV"	"up"	"YNL003C"	8.96859086196198
"296"	"CV"	"up"	"YOR221C"	9.21362505047517
"306"	"CV"	"up"	"YDR004W"	9.29193728718764
"3112"	"CV"	"up"	"YJL046W"	9.01834374443449
"3210"	"CV"	"up"	"YDL012C"	8.69373993991681
"336"	"CV"	"up"	"YGR101W"	9.46508491239731
"346"	"CV"	"up"	"YCR028C-A"	8.85199922113965
"356"	"CV"	"up"	"YGL136C"	8.40063914222195
"367"	"CV"	"up"	"YNL081C"	9.59872193052973
"377"	"CV"	"up"	"YDR126W"	8.52191666389318
"387"	"CV"	"up"	"YDR011W"	8.33695883180233
"398"	"CV"	"up"	"YGL009C"	8.86409348913579
"408"	"CV"	"up"	"YPL178W"	9.90332993050904
"4113"	"CV"	"up"	"YGR022C"	8.98422337768798
"4210"	"CV"	"up"	"YDR393W"	8.48465500558003
"437"	"CV"	"up"	"YDR007W"	9.01834068258089
"447"	"CV"	"up"	"YDL077C"	8.85493440628178
"457"	"CV"	"up"	"YDR006C"	8.68415802166771
"466"	"CV"	"up"	"YBR009C"	6.87438238851825
"476"	"CV"	"up"	"YIL094C"	9.18935092785298
"485"	"CV"	"up"	"YER108C"	8.40113877964303
"495"	"CV"	"up"	"YGL005C"	9.12247994005802
"505"	"CV"	"up"	"YDR026C"	6.48898273689883
"5111"	"CV"	"up"	"YLR239C"	9.49980679616358
"529"	"CV"	"up"	"YGL167C"	7.31200888606858
"536"	"CV"	"up"	"YLR056W"	5.15712939273601
"546"	"CV"	"up"	"YOL095C"	9.3964363421127
"556"	"CV"	"up"	"YIL020C"	9.25572959861056
"566"	"CV"	"up"	"YBR266C"	9.75897298634902
"577"	"CV"	"up"	"YHR018C"	9.21067740238182
"587"	"CV"	"up"	"YGR023W"	8.56709454365044
"597"	"CV"	"up"	"YOR309C"	7.93958333242827
"607"	"CV"	"up"	"YGL154C"	9.07789010070711
"6113"	"CV"	"up"	"YKL124W"	8.23325582769943
"629"	"CV"	"up"	"YDL013W"	9.27712628213273
"636"	"CV"	"up"	"YBL003C"	8.27589513317415
"646"	"CV"	"up"	"YBL009W"	6.86555259555227
"657"	"CV"	"up"	"YPR123C"	7.91695207883123
"667"	"CV"	"up"	"YJL071W"	9.07115479259516
"677"	"CV"	"up"	"YNR041C"	8.69199292759387
"687"	"CV"	"up"	"YDR024W"	8.00606430102454
"697"	"CV"	"up"	"YNL299W"	7.80351243151704
"707"	"CV"	"up"	"YBR005W"	8.68971055409988
"7112"	"CV"	"up"	"YPR173C"	9.97252701777439
"727"	"CV"	"up"	"YPL095C"	9.01624285504154
"736"	"CV"	"up"	"YLR420W"	7.70021931764875
"746"	"CV"	"up"	"YPR191W"	9.45131620424831
"756"	"CV"	"up"	"YNL273W"	9.04936476672561
"766"	"CV"	"up"	"YGR089W"	8.89484985387099
"775"	"CV"	"up"	"YMR143W"	9.84479194343766
"785"	"CV"	"up"	"YBR115C"	8.68654405570702
"795"	"CV"	"up"	"YMR256C"	7.23906184282943
"805"	"CV"	"up"	"YGL105W"	9.67476441060586
"8111"	"CV"	"up"	"YML121W"	3.94976428655729
"826"	"CV"	"up"	"YBL017C"	7.25562163661038
"835"	"CV"	"up"	"YJL130C"	8.23058078333206
"845"	"CV"	"up"	"YDR049W"	9.10740409430867
"855"	"CV"	"up"	"YOR363C"	6.61532295050481
"865"	"CV"	"up"	"YBR001C"	7.71422213072856
"875"	"CV"	"up"	"YEL065W"	8.53598576941211
"884"	"CV"	"up"	"YGL007W"	9.78239844070399
"894"	"CV"	"up"	"YBL089W"	7.26241104760647
"904"	"CV"	"up"	"YBL027W"	7.77540041918588
"9110"	"CV"	"down"	"YHL021C"	-4.87695883942725
"925"	"CV"	"down"	"YJR115W"	-3.59631102314923
"934"	"CV"	"down"	"YNL323W"	-5.12533742011508
"944"	"CV"	"down"	"YFL049W"	-4.82589648621318
"954"	"CV"	"down"	"YFL031W"	-4.74233262209872
"964"	"CV"	"down"	"YML072C"	-3.62247088013223
"430"	"CaffeicAcid"	"down"	"YAL023C"	-1.11155129298328
"530"	"CaffeicAcid"	"down"	"YKL212W"	-1.25437412693495
"630"	"CaffeicAcid"	"down"	"YMR307W"	-1.04343045217909
"159"	"CinnamicAcid"	"up"	"YLR448W"	1.75001839948646
"239"	"CinnamicAcid"	"up"	"YNL147W"	1.73057135863342
"330"	"CinnamicAcid"	"up"	"YML016C"	1.80891466188949
"438"	"CinnamicAcid"	"up"	"YJR050W"	1.61097885615177
"537"	"CinnamicAcid"	"up"	"YJL204C"	1.87336178901385
"637"	"CinnamicAcid"	"up"	"YLR113W"	1.79846435498441
"728"	"CinnamicAcid"	"up"	"YKL050C"	1.78725839629393
"307"	"CinnamicAcid"	"down"	"YML076C"	-2.14469339465185
