gene	Dipyridyl22	Dimethylimidazole24	Dimethylpyrazine26	Methylimidazole2	Methylimidazole45	OHAcetophenone4	OHBenzaldehyde4	OHBenzoicAcid4	Acetamide	AcetoSyringone	Acetovanillone	AzelaicAcid	BMIMCl	Benomyl	BenzoicAcid	CV	CaffeicAcid	CinnamicAcid	CoumaricAcid	CoumaroylAmide	DMSO	EMIMCl	EtOH	FerulicAcid	FeruloylAmide	Furfural	GVL	Isobutanol	LevulinicAcid	MBO	Methylglyoxal	Mycobutanil	NAO	SinapicAcid	SodiumGlyoxylate	Syringaldehyde	SyringicAcid	VanillicAcid	Vanillin	HMF5
36	YAL055W	0.680350141508972	0.527565981428702	0.576759818799718	0.665841134909911	0.60771783186379	0.582281109563861	0.567956822051485	0.492820402546166	0.524503988490622	0.533354663775681	0.621033230173316	0.711597318111841	0.689088064448619	0.742413651070736	0.699835407873807	0.550627941903138	0.663257354557138	0.567477068409634	0.579614827430073	0.722564144054603	0.659852418019704	0.629435113125169	0.540992827902106	0.631608811036888	0.629811627203107	0.623749217253733	0.755079082334577	0.69236504890152	0.565427706861603	0.663730799477736	0.688878032479585	0.5921290227033	0.430534545109645	0.583144243059133	0.55315599741506	0.545746731437532	0.69677561260751	0.663428477459353	0.403535784894249	0.42808764415259
37	YAL056W	0.703753381838509	0.53964978696724	0.607386673116659	0.684841382861567	0.610428042577165	0.54798538218293	0.533668062499582	0.554656666913034	0.542736897697015	0.532439663257013	0.607129579812073	0.689804665522463	0.66078131417919	0.722230046248665	0.727235588455545	0.54521798311481	0.670099218499388	0.55344619938351	0.56947586836439	0.71693090562291	0.634728161745808	0.566918820124751	0.795598604931546	0.599669889647793	0.632155507674029	0.614858176649	0.775216028198751	0.71844720874792	0.554828982216254	0.716719920017906	0.650160199375256	0.596446516963514	0.428287488987627	0.570937166842262	0.552897220861594	0.456063143350769	0.654628858299895	0.594301871348439	0.322062148268194	0.451316642290182
39	YAL059W	0.722846890559201	0.559189083235068	0.649106809472624	0.692020957146755	0.618722136939987	0.593648069736317	0.592187285945727	0.584853243623328	0.545577195278026	0.538311025086601	0.61238721191051	0.72159039248327	0.652732042988833	0.725431201352056	0.757087693241554	0.557144717241536	0.687038721595336	0.620674566607572	0.595255516489774	0.727105371703103	0.648879558660903	0.60828230577239	0.788891462908918	0.644997850616582	0.648776728751216	0.609001409621887	0.792816577160201	0.620016955276137	0.568777426504314	0.531883325499468	0.667533429170647	0.585981465623655	0.434601832942246	0.591835111215393	0.554818375698574	0.602885752202321	0.750463473903864	0.678346981971373	0.427745740677914	0.483080332213398
49	YAR002W	0.56582440713021	0.52262330628337	0.680518704341871	0.51393455005972	0.701182342581729	0.724028855196505	0.699519251678778	0.837072612893857	0.465203105037491	0.479704159361714	0.745585586300184	0.802546730672855	0.71552232368676	0.690037749783678	0.755273334721513	0.552970368798516	0.537587833787178	0.834316582998239	0.705294035470491	0.716487656982707	0.564058192768466	0.636434051823294	0.703659557175787	0.7962971436806	0.712224730310675	0.700286956782348	0.76386504973076	0.637671179368428	0.551836154329588	0.669669991365575	0.707192365148466	0.625905262952011	0.581370756435202	0.517852352438333	0.779348980864647	0.638565134372702	0.862735615930762	0.670574010573588	0.470967417100098	0.613953532490354
50	YAR003W	0.60598638302074	0.461856080541535	0.60804579408725	0.635485702304406	0.783570396399176	0.644671225334181	0.698775525272588	0.814303853644029	0.409951512199102	0.448282656916093	0.739361275458694	0.671633785905587	0.592832089907044	0.647200133344232	0.743061661530234	0.534694479922507	0.576855826792607	0.699719100691665	0.67137950304138	0.723759195043855	0.608478122168302	0.558924767405954	0.558433888731823	0.83792746802016	0.663071206978967	0.618551344138579	0.70029117084438	0.593345495095278	0.444246143976311	0.639558737083031	0.537439654824696	0.440098963835052	0.59837459828258	0.688321569049119	0.595805377556226	0.613558173074864	0.834562409153682	0.601996349137277	0.497656164420585	0.50460816536325
51	YAR014C	0.398723974975295	0.461019743540066	0.549101279758396	0.145894158562876	0.963134056390051	0.942875652927434	0.822532922466487	0.850100062689488	0.557181554464312	0.628816608104966	0.982787636521063	0.753103165846695	0.570778832148294	0.505382568283366	0.844972834449085	0.373230070687795	0.687389765153567	0.783268238010424	0.787136578812983	0.845105614642685	0.689896349348872	0.48250788014146	0.509768646274759	0.837269327309377	0.755592750340002	0.529188957430819	0.663591567284976	0.341380274766335	0.389952827034873	0.729113823360739	0.566665964176576	0	0.597159632683249	0.465307113746655	0.461193171624034	0.765428229985891	0.675735933687066	0.347708428392403	0.803027257745775	0.692842259299537
52	YAR015W	0.726146814625827	0.560676694848765	0.55939154760844	0.684181330616696	0.60476339925452	0.602888843888495	0.60188179913999	0.523933995027773	0.534928552352825	0.673449243270758	0.670200750552858	0.676351621869067	0.721605913935031	0.745724179735825	0.676069732101808	0.549268355652354	0.641468629197774	0.559835179314934	0.550613506579165	0.700285691293698	0.665790790307349	0.603005908059011	0.655242936273986	0.590514055591885	0.650946305920023	0.662786178874951	0.747201192157902	0.74035874258817	0.554220878154129	0.7440430452892	0.711091111517422	0.619651662540423	0.48296514205517	0.597412337168019	0.571596593893764	0.525291769021183	0.68154305741572	0.666615389930971	0.439131323107409	0.474344508242262
56	YAR028W	0.717899117249844	0.53743357085613	0.650867992500493	0.661685259196529	0.609727986245429	0.609261107420204	0.579516178696729	0.510239073283581	0.604279614007553	0.632081836686189	0.709908061099753	0.63698674197988	0.692743097453532	0.741550797805523	0.714506386671993	0.512581771879	0.65879123954366	0.486337507456701	0.583691129230192	0.696306354505988	0.763611508154657	0.569759073940226	0.661179715460393	0.534455858818538	0.674359624530616	0.556353499236105	0.705222558953565	0.66244371725636	0.568353999804687	0.690945305612187	0.609852628097828	0.594083886168825	0.437288063440162	0.5748654313495	0.551448901708246	0.555658416926091	0.723443544834452	0.638311517268629	0.436198541736946	0.429856989880449
60	YAR035W	0.693805839186396	0.522810597122718	0.592872300980245	0.686872892412056	0.606437270216162	0.562825864643007	0.531835655332127	0.493193833334128	0.521825876877538	0.546482721802729	0.598764004439304	0.650454933917436	0.685711562509277	0.72421732911356	0.708770577593992	0.548942546552443	0.677262689010122	0.538166020668631	0.560858876494434	0.729853266572173	0.618309174539787	0.505427388576396	0.75268769990643	0.588496048581842	0.623499659198726	0.586483923375464	0.755971134807118	0.71409212580125	0.548443535005753	0.704266383162447	0.645758917315234	0.595711033120053	0.42046627858254	0.564510203168825	0.543167513824907	0.474633261646662	0.662597276302027	0.582738017875166	0.337621489077057	0.439909502376719
66	YBL003C	0.683308054299076	0.540409713563715	0.528804116690554	0.690184005252789	0.619165136271327	0.606396668957687	0.640876759761445	0.572746379984853	0.529212970301385	0.724548530266937	0.676824603536995	0.685064890198391	0.711686028747387	0.757425438639927	0.73000993577176	0.921078578417818	0.691984310815068	0.571010433109748	0.577732693695641	0.7372850532747	0.667321676066092	0.65127018217271	0.599303359531484	0.637329584940071	0.692896275844311	0.602038311778244	0.730732826831281	0.775959864232805	0.575304809364499	0.798833205577967	0.698285929927308	0.578086521192673	0.843249796343404	0.691801105672986	0.555302986861452	0.556451306412494	0.669916403622336	0.66151001610575	0.48565189683575	0.511847202139669
67	YBL005W	0.132884143062689	0.467122707632085	0.60878276074663	0.633972947755706	0.579115143928012	0.596117347656931	0.640423247395181	0.584507943978032	0.580909599977824	0.71741805215447	0.691898507684347	0.721319140593736	0.178079505398463	0.689259165602287	0.705598543570525	0.890238029216832	0.678935403572465	0.601251144354572	0.653078968817547	0.865006676131653	0.743894030709462	0.104581964992398	0.74370334870225	0.835770910190753	0.809085280313928	0.613927114837957	0.682089208551846	0.742894990123646	0.609228317794544	0.749302397357709	0.579510805907333	0.570122222115674	0.561551662094419	0.801515594027053	0.501703682070285	0.642858230098625	0.798303347145913	0.711045432649692	0.53609782914032	0.456721053979175
68	YBL007C	0.632477058248571	0.513944139528569	0.484180292877417	0.689085386028806	0.687652335987702	0.708034035478692	0.627631782822488	0.541080489769741	0.526373639909349	0.737197390263716	0.762756584453747	0.578165962514357	0.668731213404981	0.707328576319545	0.69064762225387	0.831797460185953	0.626601366588728	0.398014982930236	0.560028548991961	0.749648894343429	0.64593364603591	0.511780426019512	0.504184118126754	0.615853336848628	0.708509180159633	0.615045902956909	0.677887371526274	0.682088731164491	0.499808253921441	0.731650261848289	0.626083914049707	0.565364737208564	0.705315008880032	0.555576480601646	0.493755093324269	0.548966244201664	0.49534279542551	0.556275923067668	0.368583753287292	0.514511311151536
69	YBL009W	0.678345216900689	0.511369965215978	0.637244611324944	0.682005444948268	0.582054163156937	0.640969665769787	0.640583852518454	0.56223811887427	0.568921349950807	0.774529512032934	0.703589613763252	0.615204432274411	0.72814732940317	0.729491194583058	0.736156204185234	0.85547434275702	0.735229862894977	0.579697288948024	0.610981979108755	0.786387178715317	0.686809258611799	0.647534709948177	0.726031454477355	0.661204590573732	0.732976277726585	0.612559891725331	0.765062369158715	0.767345126514622	0.574880063589991	0.753146957679701	0.636621847574394	0.557240384242605	0.838002809054864	0.674372204515678	0.584263707094058	0.595602535458212	0.734079778792383	0.672602386487363	0.504849219123993	0.500828328025547
73	YBL017C	0.335327233661789	0.456150056814701	0.836027180196387	0.658013807080647	0.726083793913251	0.89649048784564	0.848289831676813	0.734242746859258	0.789429535767442	0.861913864099252	0.923016622244332	0.936486628231294	0.363667194746622	0.66007809002209	0.856962983425825	0.873618999541134	0.647180398636384	0.763037226143982	0.567742211495693	0.893324416774506	0.952851670927768	0.434427178284794	0.850554300984949	0.913288904498431	0.946892745551482	0.653159230824086	0.791768820631729	0.725365972012955	0.734655641896449	0.720875578093608	0.777814394969589	0.366384832421284	0.800377502543767	0.853263195718776	0.765806740074245	0.700318123164376	0.706637308329295	0.758260397094113	0.659952213834004	0.822025734886489
76	YBL024W	0.685273582905883	0.555244054128237	0.597418856127238	0.695356626021332	0.618989542752086	0.578474836226328	0.607049504232407	0.529453649233347	0.590755691930115	0.587897254143104	0.646423704732197	0.754087955100592	0.68418590184365	0.750945530627476	0.738789927259581	0.587133135340048	0.730489580794354	0.552578409853425	0.585154569858399	0.718070977559969	0.680373391409505	0.639698718338415	0.709986240891506	0.650453138986386	0.663056862053884	0.517515784656937	0.744798829775312	0.725798579765353	0.595922821377893	0.70694627032297	0.652164777191305	0.604529204079948	0.49137879866851	0.695674630573107	0.553299427591298	0.557343673533934	0.722505657592274	0.693536168477917	0.447924518112882	0.472441970439395
77	YBL027W	0.64397442473954	0.544863095308401	0.703201421991096	0.727030506934091	0.6017047132331	0.536939965008271	0.649223128155373	0.558752461400899	0.486696229071852	0.561776841627524	0.564824447258686	0.669441809038801	0.745480309034812	0.72094934583621	0.721477491136619	0.897797302920848	0.753575860460896	0.508852121799462	0.538049736519657	0.752614228164345	0.608039003457248	0.74218288281225	0.780975384329662	0.590096772866931	0.69160094845135	0.603536984828938	0.661076518746654	0.712376303803377	0.600279922496032	0.674356337479895	0.617580046488671	0.587369033385158	0.846728698623062	0.66943956264262	0.558626928976643	0.569644694453354	0.769559490164366	0.648221655321932	0.458574345661736	0.508953326238329
79	YBL029W	0.611364601552564	0.501534896831388	0.662262430392058	0.726664921696164	0.741207845719448	0.633917452625403	0.570973988397384	0.704047869010897	0.53405657663977	0.567561197409326	0.694523600544801	0.686929947376543	0.562082561231644	0.694838716349721	0.762520314627152	0.516095071243161	0.675585550737654	0.653204712861536	0.614325055219196	0.736925148397235	0.620123345603926	0.57372854030931	0.610938238367008	0.74080395511539	0.688972187860074	0.540308134644625	0.767582498817515	0.646429421650129	0.560147448283383	0.683654147767725	0.630059086796545	0.525349536615942	0.472398188319884	0.659800395471996	0.573535916873001	0.503318497991683	0.751958982890775	0.588886156134024	0.361193383134133	0.518105955665179
87	YBL046W	0.67549490386959	0.526594461486726	0.529449458164464	0.624461881671471	0.630313992933497	0.496332017553529	0.523951262534073	0.526587113917739	0.499523668459913	0.553117056233266	0.621844892419651	0.612997175016894	0.684697095325311	0.729902162595137	0.693114679466211	0.549236873724865	0.689262022554649	0.532216720409376	0.594898373435934	0.666483847979435	0.64401637353819	0.531938524907007	0.605994851192974	0.590991547081665	0.598508040746928	0.621840819893578	0.694332684885717	0.742916266189382	0.520882440841613	0.725309074094533	0.676284937262731	0.597510389980935	0.452474999185597	0.522205571607345	0.519444008908659	0.525577937562919	0.673174571966475	0.612722169620737	0.356180040118497	0.469964847264079
90	YBL051C	0.703431861829184	0.518073198966308	0.653412704090449	0.662368760691668	0.603228255582791	0.643605691113473	0.605136243229588	0.536010705627882	0.570541557965075	0.613840626743521	0.681660679477946	0.709367206393178	0.651415871919154	0.708622092827639	0.742764833190227	0.443315403626293	0.75175508267238	0.504089916871307	0.646488842600285	0.771676796852849	0.732919037453198	0.54434693347794	0.670898222292963	0.64594062639077	0.738704264322229	0.490889791274416	0.695855201303668	0.565673948962821	0.573470090349034	0.55300347214863	0.609957425344529	0.589268696082284	0.50717125383217	0.661484659277206	0.547422127695681	0.594790709288953	0.793794276661227	0.70712415034481	0.509461952497364	0.464048890619457
94	YBL055C	0.687694591156045	0.535830382414649	0.692165549881828	0.69625116897802	0.63551462893217	0.571540084603819	0.603437576787425	0.567006520972761	0.547215031139402	0.527323802151761	0.610262903309631	0.673589670883928	0.647228449169742	0.715660269862372	0.727843032033219	0.559138347963365	0.725262577985257	0.591888560796851	0.548706407573964	0.746868133386086	0.656412409715762	0.532462521042557	0.787485304858177	0.562967526976626	0.668232837242815	0.638257435845922	0.782608886982787	0.70665813765085	0.5874680023149	0.691062313838168	0.606734000919178	0.592314524268099	0.478295538595713	0.584130961674623	0.562818397020973	0.594045493939035	0.749820614515899	0.630844996645797	0.405561920809182	0.53489884327619
96	YBL057C	0.669453169487749	0.534019052160859	0.607798983311104	0.701548198385473	0.629184421468737	0.597777118533175	0.638891097401964	0.578495741344464	0.575150964471957	0.579451971175703	0.669088525235046	0.698258451068646	0.610028363087032	0.734699822843865	0.745880806512213	0.568908655441631	0.701159298603637	0.575655262022174	0.591158110927141	0.707770518909208	0.676628549568388	0.602657986338048	0.718413590030849	0.628513139253358	0.661411891329579	0.438153930022962	0.75374982227822	0.732505255502174	0.580244802924267	0.734884295406833	0.671821503623513	0.576757029003663	0.470903969604667	0.648851988730182	0.544057627865034	0.55492794474303	0.678072115064354	0.667285084758647	0.423280343948274	0.462298864744605
97	YBL059W	0.682135002393087	0.536258362884138	0.580253182189826	0.694490332027077	0.611167854694847	0.586617359591548	0.590982315285788	0.5572143703833	0.467740984434902	0.591123851655086	0.67189599471712	0.678847135215321	0.636130614360207	0.740984856523891	0.719948823392157	0.533438597157234	0.673867766797225	0.613323207931173	0.6124609298932	0.702409883913911	0.617606335268159	0.562241501097544	0.733781764548242	0.654428940465531	0.617376543257575	0.610437557415376	0.791799246837144	0.730730206808049	0.558480689932103	0.707234677139109	0.667164402432585	0.587668591016472	0.43728068777989	0.553268322914523	0.561503890036766	0.580269863319228	0.720375060404714	0.669217324110803	0.451719108381663	0.475794465333037
102	YBL064C	0.671275418572356	0.535797538942718	0.549735084669669	0.693426111546107	0.606360836266283	0.5625962199941	0.571187347421399	0.570613682283525	0.544700860675837	0.570386414311405	0.66915610793192	0.681920030625439	0.643922283925408	0.731090561326417	0.711371618696325	0.577125385507021	0.663930743297383	0.555447330943895	0.599134083341938	0.672344036414781	0.65518141865994	0.633471768477325	0.527432433587602	0.648013817414022	0.602783672915383	0.638106728619505	0.669411104101382	0.634350555162065	0.581364774878773	0.650371099957612	0.705323512623503	0.554501100493688	0.477479213182025	0.642877297086223	0.553419431496456	0.541665457887301	0.663945342217246	0.652790514728369	0.330574313003921	0.543995659552439
105	YBL067C	0.657974539881819	0.54474259972977	0.505299284561238	0.696453935033218	0.631703846391779	0.61454874917113	0.613444323845396	0.463014758508137	0.52435511406682	0.605962426399788	0.666680884106387	0.691372724779096	0.67708223575618	0.737351825870335	0.658751358994215	0.517475892082514	0.683029377127286	0.530710044728018	0.595274992093175	0.702029188195419	0.650366168591331	0.64750341836748	0.636858910405515	0.639751729919373	0.653562536010178	0.610365198906267	0.763943002825133	0.771230123963503	0.529220010869256	0.7594428790849	0.664875683472551	0.565915937991939	0.485659605036812	0.55729971693337	0.545435723700683	0.522185643218108	0.649248995715928	0.630858356339486	0.428560063749845	0.462561287770636
107	YBL069W	0.715035914944011	0.533799782685053	0.623678123478841	0.686577678325031	0.645271903407358	0.602434977584554	0.620331804380144	0.597728298720736	0.577964388793786	0.59395676059723	0.671779940224498	0.67271822116311	0.608476315624226	0.730751369564977	0.747249601865904	0.457689409550511	0.695566347201591	0.584875163623458	0.582877653883396	0.753765235814881	0.677518651578198	0.5385142232636	0.760362568883305	0.638199535948686	0.665496750491924	0.623641920370064	0.814259873555379	0.732257024929742	0.560118030916045	0.725391373629878	0.630538678309042	0.586282657494369	0.404079072557008	0.655173767434051	0.606053335503526	0.556489632582002	0.736636736507504	0.668528532831388	0.486033390800394	0.525306640917556
110	YBL072C	0.730847094300924	0.575323038720673	0.65213596489413	0.693914568213706	0.617873760299818	0.582064086080842	0.561745541759996	0.537496302345771	0.637688285082967	0.658789670506745	0.678785569907489	0.761849756612537	0.761443027210997	0.746724914026569	0.744302865323114	0.634892248827913	0.666482816371882	0.6375394714453	0.645018835801682	0.733790187341115	0.787243648963535	0.71162169016759	0.720175358706434	0.657314211952311	0.713690834808177	0.7314315308081	0.856176421875371	0.817201759331662	0.610086336339514	0.792890104908215	0.717441476566709	0.585939847929976	0.607371115910867	0.658007903974823	0.566069233153116	0.484602247212318	0.652525513189511	0.693876603780002	0.441379858813446	0.535066074094271
112	YBL078C	0.699470407050099	0.586611130064888	0.618560494481203	0.690873754077328	0.616368858911866	0.626867917717011	0.64493415261888	0.595563313858733	0.604390573811897	0.597164893302329	0.637818335815317	0.519320912667755	0.661320749732516	0.739653281368368	0.714983720304138	0.477639517533071	0.653044963525922	0.589728045327206	0.618584616234142	0.761540403015313	0.647546140183915	0.570083047479087	0.722114081959138	0.732930379771351	0.673979692583912	0.666760214329658	0.796770020229567	0.745212506906838	0.60751215863133	0.751736291409059	0.647649880278119	0.62055439351485	0.362261240788503	0.620616167338014	0.57866800711235	0.573081297402836	0.6678698075884	0.674843838858921	0.485366591661862	0.534360776827496
113	YBL079W	0.730634421781301	0.548549227798089	0.639581425785154	0.690559730236909	0.596111009320662	0.561942716791741	0.534595886868569	0.499535491907446	0.547571153298343	0.554066732433794	0.607213038423381	0.627092725036347	0.748326106168189	0.739319755662805	0.710983556228816	0.595276966327149	0.700628370411428	0.559723562433401	0.612359061149593	0.709137611489808	0.649614855758716	0.638762271639347	0.798895201263279	0.667416725443811	0.640091338065121	0.641454168437653	0.818160355919389	0.78143547069394	0.582173768243473	0.70029055576904	0.667951806303735	0.602684336934615	0.511766736326335	0.614738338071873	0.548874253207205	0.450878990310038	0.694711497363409	0.596517698161628	0.364483534287543	0.473480359859646
114	YBL081W	0.69857213621329	0.525562099718926	0.617669442792077	0.697062493239598	0.638326145128192	0.642594558270114	0.646427778008216	0.54837396931095	0.595375565089418	0.621387494546558	0.698366588663046	0.74140816196905	0.65367246981047	0.748885469483848	0.755703314939176	0.568426056664543	0.695662760121293	0.56905868059474	0.614948460900708	0.754687789509389	0.675693378132173	0.589337116757476	0.746182783408544	0.633791658056332	0.686081420321359	0.640715527262632	0.790874413805262	0.727238849700362	0.565212455117999	0.729513945147367	0.655313193468893	0.626776393748848	0.472109900085795	0.637313816328981	0.613517890727634	0.560895673924092	0.731390072327829	0.705312339104486	0.420003548101629	0.564566076584806
116	YBL083C	0.64207832303721	0.53850792139287	0.604374325986196	0.694011204545151	0.69075368304598	0.690057692619692	0.693666601279168	0.576414671847866	0.580650778323073	0.622903129609188	0.763036179188303	0.6655479066994	0.626099850358775	0.718443316064469	0.773726102732335	0.561147534123862	0.681777890083376	0.67681618924486	0.55916755508533	0.732219904804079	0.670549325910951	0.671945716147868	0.5986796275766	0.711616860440696	0.690383984365339	0.621040274866377	0.797319530790176	0.693138454625861	0.610757607004708	0.704170863736079	0.716971141507549	0.539560114255684	0.552076394989202	0.636245320798326	0.554473476389977	0.553556528062952	0.701195920999286	0.652459916421855	0.495011262166123	0.577875389878079
