"Deletion"	"Inhibitor"	"logFC"	"max_logFC"	"min_logFC"	"largest_logFC_change"	"numb_sig_conditions"
"81"	"YAL020C"	"FerulicAcid"	-0.475554959633453	0.998292646951785	-0.650313349756272	1.64860599670806	10
"82"	"YAL020C"	"26Dimethylpyrazine"	0.375791443191428	0.998292646951785	-0.650313349756272	1.64860599670806	10
"83"	"YAL020C"	"EMIMCl"	-0.499986275856767	0.998292646951785	-0.650313349756272	1.64860599670806	10
"84"	"YAL022C"	"CV"	-1.24267710364665	0.592024026183403	-1.24267710364665	1.83470112983005	2
"85"	"YAL022C"	"EtOH"	0.592024026183403	0.592024026183403	-1.24267710364665	1.83470112983005	2
"86"	"YAL023C"	"Acetamide"	1.0158247918009	1.21547637439687	-1.5989512968159	2.81442767121277	19
"87"	"YAL023C"	"BenzoicAcid"	-0.462555282411719	1.21547637439687	-1.5989512968159	2.81442767121277	19
"88"	"YAL023C"	"SinapicAcid"	-0.903735752077333	1.21547637439687	-1.5989512968159	2.81442767121277	19
"89"	"YAL023C"	"MBO"	-0.625787696579086	1.21547637439687	-1.5989512968159	2.81442767121277	19
"90"	"YAL023C"	"CoumaroylAmide"	-0.609958292384103	1.21547637439687	-1.5989512968159	2.81442767121277	19
"91"	"YAL023C"	"FerulicAcid"	-0.794852241891729	1.21547637439687	-1.5989512968159	2.81442767121277	19
"92"	"YAL023C"	"BMIMCl"	1.21547637439687	1.21547637439687	-1.5989512968159	2.81442767121277	19
"93"	"YAL023C"	"NAO"	0.964947316163999	1.21547637439687	-1.5989512968159	2.81442767121277	19
"94"	"YAL023C"	"CaffeicAcid"	-1.11155129298328	1.21547637439687	-1.5989512968159	2.81442767121277	19
"95"	"YAL023C"	"CoumaricAcid"	-0.971188209408937	1.21547637439687	-1.5989512968159	2.81442767121277	19
"96"	"YAL023C"	"CV"	1.07670490302639	1.21547637439687	-1.5989512968159	2.81442767121277	19
"97"	"YAL023C"	"SyringicAcid"	-1.5989512968159	1.21547637439687	-1.5989512968159	2.81442767121277	19
"98"	"YAL023C"	"EMIMCl"	0.758223731510089	1.21547637439687	-1.5989512968159	2.81442767121277	19
"99"	"YAL023C"	"GVL"	-1.01679401818241	1.21547637439687	-1.5989512968159	2.81442767121277	19
"100"	"YAL023C"	"VanillicAcid"	-1.22926540416511	1.21547637439687	-1.5989512968159	2.81442767121277	19
"101"	"YAL023C"	"AzelaicAcid"	-1.49541881973339	1.21547637439687	-1.5989512968159	2.81442767121277	19
"102"	"YAL023C"	"Syringaldehyde"	-0.463388397610526	1.21547637439687	-1.5989512968159	2.81442767121277	19
"103"	"YAL023C"	"DMSO"	0.641282007021228	1.21547637439687	-1.5989512968159	2.81442767121277	19
"104"	"YAL023C"	"AcetoSyringone"	0.611955274384083	1.21547637439687	-1.5989512968159	2.81442767121277	19
"105"	"YAL024C"	"4OHAcetophenone"	-1.10623546206533	0.461416356884335	-6.07030842013724	6.53172477702158	13
"106"	"YAL024C"	"GVL"	-6.07030842013724	0.461416356884335	-6.07030842013724	6.53172477702158	13
"107"	"YAL024C"	"CoumaroylAmide"	-1.07515618428546	0.461416356884335	-6.07030842013724	6.53172477702158	13
"108"	"YAL024C"	"DMSO"	-0.72189734117818	0.461416356884335	-6.07030842013724	6.53172477702158	13
"109"	"YAL024C"	"FeruloylAmide"	-2.60653259749307	0.461416356884335	-6.07030842013724	6.53172477702158	13
"110"	"YAL024C"	"MBO"	-1.87881517018678	0.461416356884335	-6.07030842013724	6.53172477702158	13
"111"	"YAL024C"	"FerulicAcid"	-0.486216659654482	0.461416356884335	-6.07030842013724	6.53172477702158	13
"112"	"YAL024C"	"CinnamicAcid"	0.461416356884335	0.461416356884335	-6.07030842013724	6.53172477702158	13
"113"	"YAL024C"	"Isobutanol"	-1.15016399978678	0.461416356884335	-6.07030842013724	6.53172477702158	13
"114"	"YAL024C"	"Acetovanillone"	-1.28560798873186	0.461416356884335	-6.07030842013724	6.53172477702158	13
"115"	"YAL024C"	"AcetoSyringone"	-2.64413130702661	0.461416356884335	-6.07030842013724	6.53172477702158	13
"116"	"YAL024C"	"AzelaicAcid"	-0.364847379099621	0.461416356884335	-6.07030842013724	6.53172477702158	13
"117"	"YAL024C"	"4OHBenzaldehyde"	-0.732995969820022	0.461416356884335	-6.07030842013724	6.53172477702158	13
"118"	"YAL026C"	"FeruloylAmide"	-3.71725463424877	1.30337369067612	-8.62864588323166	9.93201957390778	15
"119"	"YAL026C"	"4OHBenzaldehyde"	-2.76045807067302	1.30337369067612	-8.62864588323166	9.93201957390778	15
"120"	"YAL026C"	"FerulicAcid"	-2.50527227368033	1.30337369067612	-8.62864588323166	9.93201957390778	15
"121"	"YAL026C"	"SinapicAcid"	-1.29899035305783	1.30337369067612	-8.62864588323166	9.93201957390778	15
"122"	"YAL026C"	"CoumaricAcid"	-1.62355594437323	1.30337369067612	-8.62864588323166	9.93201957390778	15
"123"	"YAL026C"	"Methylglyoxal"	-0.775014651399951	1.30337369067612	-8.62864588323166	9.93201957390778	15
"124"	"YAL026C"	"EtOH"	0.501702277738562	1.30337369067612	-8.62864588323166	9.93201957390778	15
"125"	"YAL026C"	"Furfural"	0.398151738671475	1.30337369067612	-8.62864588323166	9.93201957390778	15
"126"	"YAL026C"	"Vanillin"	-0.745572314079915	1.30337369067612	-8.62864588323166	9.93201957390778	15
"127"	"YAL026C"	"MBO"	-2.16903657691818	1.30337369067612	-8.62864588323166	9.93201957390778	15
"128"	"YAL026C"	"AzelaicAcid"	-0.787867292372975	1.30337369067612	-8.62864588323166	9.93201957390778	15
"129"	"YAL026C"	"NAO"	1.30337369067612	1.30337369067612	-8.62864588323166	9.93201957390778	15
"130"	"YAL026C"	"CaffeicAcid"	-0.772435873167816	1.30337369067612	-8.62864588323166	9.93201957390778	15
"131"	"YAL026C"	"CoumaroylAmide"	-8.62864588323166	1.30337369067612	-8.62864588323166	9.93201957390778	15
"132"	"YAL026C"	"VanillicAcid"	-3.66986908885393	1.30337369067612	-8.62864588323166	9.93201957390778	15
"133"	"YAL027W"	"SyringicAcid"	0.463273027583686	0.543152710576278	-1.11892135416934	1.66207406474562	8
"134"	"YAL027W"	"NAO"	-0.676079789224839	0.543152710576278	-1.11892135416934	1.66207406474562	8
"135"	"YAL027W"	"CV"	-1.11892135416934	0.543152710576278	-1.11892135416934	1.66207406474562	8
"136"	"YAL027W"	"Acetovanillone"	-0.430379172342806	0.543152710576278	-1.11892135416934	1.66207406474562	8
"137"	"YAL027W"	"EtOH"	0.543152710576278	0.543152710576278	-1.11892135416934	1.66207406474562	8
"138"	"YAL027W"	"EMIMCl"	-0.507907278210549	0.543152710576278	-1.11892135416934	1.66207406474562	8
"139"	"YAL027W"	"Syringaldehyde"	0.418517886987839	0.543152710576278	-1.11892135416934	1.66207406474562	8
"140"	"YAL027W"	"AcetoSyringone"	-0.321855029821951	0.543152710576278	-1.11892135416934	1.66207406474562	8
"141"	"YAL028W"	"CV"	-1.09737914087907	0.679614870986205	-1.09737914087907	1.77699401186528	7
"142"	"YAL028W"	"EMIMCl"	-0.656071644781143	0.679614870986205	-1.09737914087907	1.77699401186528	7
"143"	"YAL028W"	"GVL"	0.605934346540497	0.679614870986205	-1.09737914087907	1.77699401186528	7
"144"	"YAL028W"	"EtOH"	0.679614870986205	0.679614870986205	-1.09737914087907	1.77699401186528	7
"145"	"YAL028W"	"AcetoSyringone"	-0.461397727006252	0.679614870986205	-1.09737914087907	1.77699401186528	7
"146"	"YAL028W"	"NAO"	-0.669334388871703	0.679614870986205	-1.09737914087907	1.77699401186528	7
"147"	"YAL028W"	"Acetovanillone"	-0.746546715308529	0.679614870986205	-1.09737914087907	1.77699401186528	7
"148"	"YAL029C"	"GVL"	-0.495656982663157	0.66090089307371	-0.495656982663157	1.15655787573687	3
"149"	"YAL029C"	"CV"	0.66090089307371	0.66090089307371	-0.495656982663157	1.15655787573687	3
"150"	"YAL029C"	"26Dimethylpyrazine"	-0.350505300803895	0.66090089307371	-0.495656982663157	1.15655787573687	3
"151"	"YAL030W"	"CoumaroylAmide"	-0.38796537926578	-0.38796537926578	-1.82704574173941	1.43908036247363	3
"152"	"YAL030W"	"26Dimethylpyrazine"	-0.400881753998871	-0.38796537926578	-1.82704574173941	1.43908036247363	3
"153"	"YAL030W"	"CV"	-1.82704574173941	-0.38796537926578	-1.82704574173941	1.43908036247363	3
"154"	"YAL031C"	"26Dimethylpyrazine"	-0.52562161909097	-0.52562161909097	-0.52562161909097	0	1
"155"	"YAL034C"	"NAO"	-1.16018941843094	0.941840655648428	-2.225389684125	3.16723033977343	10
"156"	"YAL034C"	"26Dimethylpyrazine"	0.391392802017094	0.941840655648428	-2.225389684125	3.16723033977343	10
"157"	"YAL034C"	"CV"	-2.225389684125	0.941840655648428	-2.225389684125	3.16723033977343	10
"158"	"YAL034C"	"GVL"	0.74142681894535	0.941840655648428	-2.225389684125	3.16723033977343	10
"159"	"YAL034C"	"EtOH"	0.941840655648428	0.941840655648428	-2.225389684125	3.16723033977343	10
"160"	"YAL034C"	"Acetovanillone"	-0.7683555088101	0.941840655648428	-2.225389684125	3.16723033977343	10
"161"	"YAL034C"	"SyringicAcid"	0.566715753512827	0.941840655648428	-2.225389684125	3.16723033977343	10
"162"	"YAL034C"	"EMIMCl"	-0.691911783904133	0.941840655648428	-2.225389684125	3.16723033977343	10
"163"	"YAL034C"	"CoumaroylAmide"	0.329037698166781	0.941840655648428	-2.225389684125	3.16723033977343	10
"164"	"YAL034C"	"AcetoSyringone"	-0.886200892113321	0.941840655648428	-2.225389684125	3.16723033977343	10
"165"	"YAL036C"	"EtOH"	1.04147164817954	1.04147164817954	-0.521669376847351	1.56314102502689	7
"166"	"YAL036C"	"SyringicAcid"	0.376811221238167	1.04147164817954	-0.521669376847351	1.56314102502689	7
"167"	"YAL036C"	"AcetoSyringone"	-0.504226096863538	1.04147164817954	-0.521669376847351	1.56314102502689	7
"168"	"YAL036C"	"Syringaldehyde"	0.406021016952342	1.04147164817954	-0.521669376847351	1.56314102502689	7
"169"	"YAL036C"	"MBO"	-0.365526211476261	1.04147164817954	-0.521669376847351	1.56314102502689	7
"170"	"YAL036C"	"EMIMCl"	-0.419159395216066	1.04147164817954	-0.521669376847351	1.56314102502689	7
"171"	"YAL036C"	"Acetovanillone"	-0.521669376847351	1.04147164817954	-0.521669376847351	1.56314102502689	7
"172"	"YAL037W"	"26Dimethylpyrazine"	-0.532006045895948	-0.532006045895948	-0.532006045895948	0	1
"173"	"YAL042W"	"22Dipyridyl"	0.391626461622653	0.703969024096109	-1.39175589727465	2.09572492137076	16
"174"	"YAL042W"	"EMIMCl"	-0.886828314455063	0.703969024096109	-1.39175589727465	2.09572492137076	16
"175"	"YAL042W"	"26Dimethylpyrazine"	0.428585112561596	0.703969024096109	-1.39175589727465	2.09572492137076	16
"176"	"YAL042W"	"CinnamicAcid"	-0.364895670900835	0.703969024096109	-1.39175589727465	2.09572492137076	16
"177"	"YAL042W"	"Isobutanol"	-0.707940878952931	0.703969024096109	-1.39175589727465	2.09572492137076	16
"178"	"YAL042W"	"GVL"	-0.599400124691199	0.703969024096109	-1.39175589727465	2.09572492137076	16
"179"	"YAL042W"	"CoumaroylAmide"	-0.336098462208507	0.703969024096109	-1.39175589727465	2.09572492137076	16
"180"	"YAL042W"	"SyringicAcid"	-0.318532277369663	0.703969024096109	-1.39175589727465	2.09572492137076	16
"181"	"YAL042W"	"NAO"	0.649675688938673	0.703969024096109	-1.39175589727465	2.09572492137076	16
"182"	"YAL042W"	"Vanillin"	-0.674305720076076	0.703969024096109	-1.39175589727465	2.09572492137076	16
"183"	"YAL042W"	"EtOH"	0.703969024096109	0.703969024096109	-1.39175589727465	2.09572492137076	16
"184"	"YAL042W"	"MBO"	-1.39175589727465	0.703969024096109	-1.39175589727465	2.09572492137076	16
"185"	"YAL042W"	"Syringaldehyde"	-0.494630170401171	0.703969024096109	-1.39175589727465	2.09572492137076	16
"186"	"YAL042W"	"VanillicAcid"	-0.654505835424492	0.703969024096109	-1.39175589727465	2.09572492137076	16
"187"	"YAL042W"	"CV"	0.681416887324218	0.703969024096109	-1.39175589727465	2.09572492137076	16
"188"	"YAL042W"	"FerulicAcid"	-0.717797634270593	0.703969024096109	-1.39175589727465	2.09572492137076	16
"189"	"YAL043C-A"	"MBO"	-1.5589627802391	-1.5589627802391	-1.5589627802391	0	1
"190"	"YAL045C"	"CV"	0.544759623860049	0.544759623860049	-0.607207299633935	1.15196692349398	2
"191"	"YAL045C"	"26Dimethylpyrazine"	-0.607207299633935	0.544759623860049	-0.607207299633935	1.15196692349398	2
"192"	"YAL046C"	"26Dimethylpyrazine"	-0.422762679584808	-0.331251615456592	-0.422762679584808	0.091511064128216	2
"193"	"YAL046C"	"SyringicAcid"	-0.331251615456592	-0.331251615456592	-0.422762679584808	0.091511064128216	2
"194"	"YAL048C"	"Furfural"	0.332386233243277	0.825265269973296	-0.672820084578158	1.49808535455145	7
"195"	"YAL048C"	"CV"	0.54279603913637	0.825265269973296	-0.672820084578158	1.49808535455145	7
"196"	"YAL048C"	"NAO"	0.825265269973296	0.825265269973296	-0.672820084578158	1.49808535455145	7
"197"	"YAL048C"	"FerulicAcid"	0.332335477636488	0.825265269973296	-0.672820084578158	1.49808535455145	7
"198"	"YAL048C"	"EtOH"	-0.555716980146821	0.825265269973296	-0.672820084578158	1.49808535455145	7
"199"	"YAL048C"	"26Dimethylpyrazine"	-0.672820084578158	0.825265269973296	-0.672820084578158	1.49808535455145	7
"200"	"YAL048C"	"Acetovanillone"	0.298847005075956	0.825265269973296	-0.672820084578158	1.49808535455145	7
"201"	"YAL049C"	"SyringicAcid"	-0.289739144280489	-0.289739144280489	-0.644659252482648	0.354920108202159	3
"202"	"YAL049C"	"FeruloylAmide"	-0.438973592756394	-0.289739144280489	-0.644659252482648	0.354920108202159	3
"203"	"YAL049C"	"26Dimethylpyrazine"	-0.644659252482648	-0.289739144280489	-0.644659252482648	0.354920108202159	3
"204"	"YAL051W"	"EtOH"	0.863812761041456	0.863812761041456	-0.7499313067971	1.61374406783856	6
"205"	"YAL051W"	"CinnamicAcid"	0.434995241636663	0.863812761041456	-0.7499313067971	1.61374406783856	6
"206"	"YAL051W"	"EMIMCl"	-0.612185438964693	0.863812761041456	-0.7499313067971	1.61374406783856	6
"207"	"YAL051W"	"Acetovanillone"	-0.57002641841255	0.863812761041456	-0.7499313067971	1.61374406783856	6
"208"	"YAL051W"	"AcetoSyringone"	-0.7499313067971	0.863812761041456	-0.7499313067971	1.61374406783856	6
"209"	"YAL051W"	"AzelaicAcid"	-0.623269720041074	0.863812761041456	-0.7499313067971	1.61374406783856	6
"210"	"YAL053W"	"26Dimethylpyrazine"	-0.55239193170949	0.432663376323404	-0.55239193170949	0.985055308032894	2
"211"	"YAL053W"	"Acetovanillone"	0.432663376323404	0.432663376323404	-0.55239193170949	0.985055308032894	2
"212"	"YAL055W"	"EtOH"	-1.4240886466906	-1.08452226109908	-1.4240886466906	0.33956638559152	2
"213"	"YAL055W"	"MBO"	-1.08452226109908	-1.08452226109908	-1.4240886466906	0.33956638559152	2
"214"	"YAL056W"	"EtOH"	1.05456200957029	1.05456200957029	-0.968133522375061	2.02269553194535	7
"215"	"YAL056W"	"Syringaldehyde"	-0.924987414170188	1.05456200957029	-0.968133522375061	2.02269553194535	7
"216"	"YAL056W"	"Acetovanillone"	-0.408876427727134	1.05456200957029	-0.968133522375061	2.02269553194535	7
"217"	"YAL056W"	"Vanillin"	-0.968133522375061	1.05456200957029	-0.968133522375061	2.02269553194535	7
"218"	"YAL056W"	"VanillicAcid"	-0.817786964933805	1.05456200957029	-0.968133522375061	2.02269553194535	7
"219"	"YAL056W"	"SyringicAcid"	-0.51571976045339	1.05456200957029	-0.968133522375061	2.02269553194535	7
"220"	"YAL056W"	"AcetoSyringone"	-0.472870226395565	1.05456200957029	-0.968133522375061	2.02269553194535	7
"221"	"YAL058C-A"	"26Dimethylpyrazine"	0.442034586930004	0.800193701201936	-1.88206091603357	2.68225461723551	10
"222"	"YAL058C-A"	"AcetoSyringone"	-0.620016286569219	0.800193701201936	-1.88206091603357	2.68225461723551	10
"223"	"YAL058C-A"	"Acetovanillone"	-0.557123907718398	0.800193701201936	-1.88206091603357	2.68225461723551	10
"224"	"YAL058C-A"	"EtOH"	0.800193701201936	0.800193701201936	-1.88206091603357	2.68225461723551	10
"225"	"YAL058C-A"	"NAO"	-1.20718164767455	0.800193701201936	-1.88206091603357	2.68225461723551	10
"226"	"YAL058C-A"	"GVL"	0.442641839644039	0.800193701201936	-1.88206091603357	2.68225461723551	10
"227"	"YAL058C-A"	"MBO"	-0.392634567875981	0.800193701201936	-1.88206091603357	2.68225461723551	10
"228"	"YAL058C-A"	"EMIMCl"	-0.687017962818522	0.800193701201936	-1.88206091603357	2.68225461723551	10
"229"	"YAL058C-A"	"Vanillin"	-0.38656159819181	0.800193701201936	-1.88206091603357	2.68225461723551	10
"230"	"YAL058C-A"	"CV"	-1.88206091603357	0.800193701201936	-1.88206091603357	2.68225461723551	10
"231"	"YAL059W"	"26Dimethylpyrazine"	0.60304953673013	0.989266311371517	-3.25653002846171	4.24579633983323	9
"232"	"YAL059W"	"GVL"	0.41224681480204	0.989266311371517	-3.25653002846171	4.24579633983323	9
"233"	"YAL059W"	"EtOH"	0.989266311371517	0.989266311371517	-3.25653002846171	4.24579633983323	9
"234"	"YAL059W"	"Syringaldehyde"	0.495698367518194	0.989266311371517	-3.25653002846171	4.24579633983323	9
"235"	"YAL059W"	"MBO"	-3.25653002846171	0.989266311371517	-3.25653002846171	4.24579633983323	9
"236"	"YAL059W"	"CV"	0.452141070224668	0.989266311371517	-3.25653002846171	4.24579633983323	9
"237"	"YAL059W"	"SyringicAcid"	0.367401927215842	0.989266311371517	-3.25653002846171	4.24579633983323	9
"238"	"YAL059W"	"CinnamicAcid"	0.444805832041382	0.989266311371517	-3.25653002846171	4.24579633983323	9
"239"	"YAL059W"	"Isobutanol"	-1.1553921124397	0.989266311371517	-3.25653002846171	4.24579633983323	9
"240"	"YAL060W"	"CV"	-0.729498632840526	0.414816254946992	-0.729498632840526	1.14431488778752	5
"241"	"YAL060W"	"Acetovanillone"	-0.393656149501461	0.414816254946992	-0.729498632840526	1.14431488778752	5
"242"	"YAL060W"	"NAO"	-0.424853412612672	0.414816254946992	-0.729498632840526	1.14431488778752	5
"243"	"YAL060W"	"FerulicAcid"	0.414816254946992	0.414816254946992	-0.729498632840526	1.14431488778752	5
