x
1	YAL002W
2	YAL004W
3	YAL005C
4	YAL008W
5	YAL010C
6	YAL011W
7	YAL013W
8	YAL014C
9	YAL015C
10	YAL017W
11	YAL018C
12	YAL019W
13	YAL020C
14	YAL022C
15	YAL023C
16	YAL024C
17	YAL026C
18	YAL027W
19	YAL028W
20	YAL029C
21	YAL030W
22	YAL031C
23	YAL034C
24	YAL036C
25	YAL037W
26	YAL040C
27	YAL042W
28	YAL043C-A
29	YAL045C
30	YAL046C
31	YAL048C
32	YAL049C
33	YAL051W
34	YAL053W
35	YAL054C
36	YAL055W
37	YAL056W
38	YAL058C-A
39	YAL059W
40	YAL060W
41	YAL061W
42	YAL062W
43	YAL064C-A
44	YAL065C
45	YAL066W
46	YAL067C
47	YAL068C
48	YAR002C-A
49	YAR002W
50	YAR003W
51	YAR014C
52	YAR015W
53	YAR020C
54	YAR023C
55	YAR027W
56	YAR028W
57	YAR029W
58	YAR030C
59	YAR031W
60	YAR035W
61	YAR037W
62	YAR040C
63	YAR043C
64	YAR044W
65	YAR047C
66	YBL003C
67	YBL005W
68	YBL007C
69	YBL009W
70	YBL010C
71	YBL015W
72	YBL016W
73	YBL017C
74	YBL019W
75	YBL021C
76	YBL024W
77	YBL027W
78	YBL028C
79	YBL029W
80	YBL031W
81	YBL032W
82	YBL036C
83	YBL037W
84	YBL039C
85	YBL042C
86	YBL043W
87	YBL046W
88	YBL048W
89	YBL049W
90	YBL051C
91	YBL052C
92	YBL053W
93	YBL054W
94	YBL055C
95	YBL056W
96	YBL057C
97	YBL059W
98	YBL060W
99	YBL061C
100	YBL062W
101	YBL063W
102	YBL064C
103	YBL065W
104	YBL066C
105	YBL067C
106	YBL068W
107	YBL069W
108	YBL070C
109	YBL071C
110	YBL072C
111	YBL075C
112	YBL078C
113	YBL079W
114	YBL081W
115	YBL082C
116	YBL083C
117	YBL085W
118	YBL086C
119	YBL087C
120	YBL088C
121	YBL089W
122	YBL091C
123	YBL091C-A
124	YBL094C
125	YBL095W
126	YBL096C
127	YBL098W
128	YBL101C
129	YBL102W
130	YBL103C
131	YBL104C
132	YBL106C
133	YBL107C
134	YBR001C
135	YBR005W
136	YBR006W
137	YBR007C
138	YBR008C
139	YBR009C
140	YBR010W
141	YBR012C
142	YBR013C
143	YBR014C
144	YBR015C
145	YBR016W
146	YBR018C
147	YBR022W
148	YBR024W
149	YBR025C
150	YBR026C
151	YBR027C
152	YBR028C
153	YBR030W
154	YBR031W
155	YBR032W
156	YBR033W
157	YBR034C
158	YBR036C
159	YBR040W
160	YBR041W
161	YBR042C
162	YBR043C
163	YBR044C
164	YBR045C
165	YBR047W
166	YBR048W
167	YBR052C
168	YBR053C
169	YBR054W
170	YBR056W
171	YBR057C
172	YBR058C
173	YBR059C
174	YBR061C
175	YBR062C
176	YBR063C
177	YBR064W
178	YBR065C
179	YBR068C
180	YBR069C
181	YBR071W
182	YBR072W
183	YBR073W
184	YBR074W
185	YBR075W
186	YBR076W
187	YBR077C
188	YBR078W
189	YBR082C
190	YBR083W
191	YBR084C-A
192	YBR084W
193	YBR085W
194	YBR086C
195	YBR090C
196	YBR090C-A
197	YBR092C
198	YBR095C
199	YBR098W
200	YBR099C
201	YBR100W
202	YBR104W
203	YBR105C
204	YBR107C
205	YBR108W
206	YBR111C
207	YBR113W
208	YBR114W
209	YBR115C
210	YBR116C
211	YBR118W
212	YBR119W
213	YBR125C
214	YBR126C
215	YBR128C
216	YBR129C
217	YBR130C
218	YBR132C
219	YBR134W
220	YBR137W
221	YBR138C
222	YBR141C
223	YBR144C
224	YBR145W
225	YBR147W
226	YBR148W
227	YBR150C
228	YBR151W
229	YBR156C
230	YBR157C
231	YBR161W
232	YBR162C
233	YBR162W-A
234	YBR164C
235	YBR165W
236	YBR166C
237	YBR168W
238	YBR171W
239	YBR172C
240	YBR174C
241	YBR175W
242	YBR176W
243	YBR177C
244	YBR180W
245	YBR183W
246	YBR184W
247	YBR185C
248	YBR186W
249	YBR197C
250	YBR199W
251	YBR200W
252	YBR203W
253	YBR204C
254	YBR205W
255	YBR206W
256	YBR207W
257	YBR208C
258	YBR209W
259	YBR210W
260	YBR212W
261	YBR214W
262	YBR215W
263	YBR216C
264	YBR217W
265	YBR218C
266	YBR219C
267	YBR220C
268	YBR221C
269	YBR223C
270	YBR224W
271	YBR225W
272	YBR226C
273	YBR229C
274	YBR231C
275	YBR232C
276	YBR233W
277	YBR235W
278	YBR239C
279	YBR240C
280	YBR241C
281	YBR245C
282	YBR248C
283	YBR250W
284	YBR255W
285	YBR258C
286	YBR259W
287	YBR260C
288	YBR261C
289	YBR262C
290	YBR263W
291	YBR264C
292	YBR266C
293	YBR267W
294	YBR269C
295	YBR270C
296	YBR271W
297	YBR274W
298	YBR275C
299	YBR276C
300	YBR277C
301	YBR278W
302	YBR280C
303	YBR281C
304	YBR283C
305	YBR284W
306	YBR285W
307	YBR286W
308	YBR287W
309	YBR289W
310	YBR290W
311	YBR291C
312	YBR292C
313	YBR293W
314	YBR294W
315	YBR295W
316	YBR296C
317	YBR297W
318	YBR298C
319	YBR301W
320	YCL001W
321	YCL001W-A
322	YCL006C
323	YCL010C
324	YCL011C
325	YCL012W
326	YCL013W
327	YCL014W
328	YCL016C
329	YCL022C
330	YCL023C
331	YCL024W
332	YCL025C
333	YCL026C
334	YCL026C-A
335	YCL027W
336	YCL028W
337	YCL029C
338	YCL034W
339	YCL035C
340	YCL038C
341	YCL039W
342	YCL042W
343	YCL046W
344	YCL048W
345	YCL049C
346	YCL050C
347	YCL051W
348	YCL055W
349	YCL057W
350	YCL061C
351	YCL062W
352	YCL063W
353	YCL064C
354	YCL069W
355	YCL074W
356	YCL075W
357	YCL076W
358	YCR001W
359	YCR005C
360	YCR006C
361	YCR007C
362	YCR008W
363	YCR009C
364	YCR010C
365	YCR011C
366	YCR014C
367	YCR015C
368	YCR016W
369	YCR017C
370	YCR019W
371	YCR020C
372	YCR020C-A
373	YCR021C
374	YCR022C
375	YCR023C
376	YCR024C-A
377	YCR025C
378	YCR027C
379	YCR028C-A
380	YCR030C
381	YCR031C
382	YCR032W
383	YCR033W
384	YCR034W
385	YCR036W
386	YCR037C
387	YCR043C
388	YCR044C
389	YCR045C
390	YCR048W
391	YCR049C
392	YCR050C
393	YCR051W
394	YCR053W
395	YCR059C
396	YCR060W
397	YCR061W
398	YCR062W
399	YCR065W
400	YCR068W
401	YCR069W
402	YCR071C
403	YCR073C
404	YCR073W-A
405	YCR075C
406	YCR076C
407	YCR077C
408	YCR079W
409	YCR081W
410	YCR082W
411	YCR085W
412	YCR086W
413	YCR087C-A
414	YCR087W
415	YCR088W
416	YCR090C
417	YCR092C
418	YCR095C
419	YCR098C
420	YCR099C
421	YCR100C
422	YCR101C
423	YCR102C
424	YCR102W-A
425	YCR105W
426	YCR106W
427	YCR107W
428	YDL001W
429	YDL002C
430	YDL006W
431	YDL010W
432	YDL011C
433	YDL012C
434	YDL013W
435	YDL018C
436	YDL019C
437	YDL020C
438	YDL024C
439	YDL025C
440	YDL026W
441	YDL035C
442	YDL036C
443	YDL037C
444	YDL038C
445	YDL039C
446	YDL048C
447	YDL050C
448	YDL051W
449	YDL052C
450	YDL054C
451	YDL056W
452	YDL059C
453	YDL063C
454	YDL066W
455	YDL070W
456	YDL071C
457	YDL074C
458	YDL076C
459	YDL077C
460	YDL078C
461	YDL079C
462	YDL080C
463	YDL081C
464	YDL082W
465	YDL083C
466	YDL085W
467	YDL086W
468	YDL088C
469	YDL089W
470	YDL091C
471	YDL093W
472	YDL094C
473	YDL096C
474	YDL100C
475	YDL106C
476	YDL109C
477	YDL110C
478	YDL112W
479	YDL114W
480	YDL119C
481	YDL121C
482	YDL122W
483	YDL123W
484	YDL127W
485	YDL128W
486	YDL130W
487	YDL130W-A
488	YDL133C-A
489	YDL134C
490	YDL136W
491	YDL137W
492	YDL142C
493	YDL144C
494	YDL149W
495	YDL154W
496	YDL155W
497	YDL156W
498	YDL161W
499	YDL162C
500	YDL168W
501	YDL169C
502	YDL170W
503	YDL171C
504	YDL172C
505	YDL173W
506	YDL174C
507	YDL177C
508	YDL178W
509	YDL180W
510	YDL182W
511	YDL184C
512	YDL186W
513	YDL187C
514	YDL188C
515	YDL189W
516	YDL190C
517	YDL191W
518	YDL194W
519	YDL197C
520	YDL199C
521	YDL200C
522	YDL201W
523	YDL203C
524	YDL204W
525	YDL210W
526	YDL211C
527	YDL214C
528	YDL215C
529	YDL218W
530	YDL219W
531	YDL223C
532	YDL224C
533	YDL226C
534	YDL227C
535	YDL229W
536	YDL230W
537	YDL231C
538	YDL233W
539	YDL236W
540	YDL237W
541	YDL239C
542	YDL240W
543	YDL241W
544	YDL242W
545	YDL243C
546	YDR001C
547	YDR004W
548	YDR005C
549	YDR006C
550	YDR007W
551	YDR009W
552	YDR010C
553	YDR011W
554	YDR014W
555	YDR015C
556	YDR018C
557	YDR019C
558	YDR020C
559	YDR022C
560	YDR024W
561	YDR025W
562	YDR026C
563	YDR030C
564	YDR033W
565	YDR035W
566	YDR036C
567	YDR046C
568	YDR048C
569	YDR049W
570	YDR051C
571	YDR055W
572	YDR057W
573	YDR058C
574	YDR061W
575	YDR063W
576	YDR066C
577	YDR067C
578	YDR068W
579	YDR070C
580	YDR071C
581	YDR072C
582	YDR073W
583	YDR074W
584	YDR076W
585	YDR080W
586	YDR083W
587	YDR085C
588	YDR089W
589	YDR090C
590	YDR093W
591	YDR094W
592	YDR095C
593	YDR097C
594	YDR098C
595	YDR099W
596	YDR100W
597	YDR101C
598	YDR102C
599	YDR104C
600	YDR108W
601	YDR109C
602	YDR110W
603	YDR111C
604	YDR112W
605	YDR116C
606	YDR117C
607	YDR119W
608	YDR120C
609	YDR121W
610	YDR122W
611	YDR123C
612	YDR124W
613	YDR125C
614	YDR126W
615	YDR127W
616	YDR128W
617	YDR130C
618	YDR131C
619	YDR132C
620	YDR133C
621	YDR134C
622	YDR135C
623	YDR139C
624	YDR142C
625	YDR143C
626	YDR144C
627	YDR146C
628	YDR147W
629	YDR148C
630	YDR149C
631	YDR150W
632	YDR153C
633	YDR154C
634	YDR155C
635	YDR156W
636	YDR157W
637	YDR158W
638	YDR159W
639	YDR161W
640	YDR162C
641	YDR163W
642	YDR165W
643	YDR169C
644	YDR171W
645	YDR174W
646	YDR181C
647	YDR184C
648	YDR185C
649	YDR186C
650	YDR191W
651	YDR192C
652	YDR193W
653	YDR198C
654	YDR202C
655	YDR203W
656	YDR205W
657	YDR206W
658	YDR207C
659	YDR209C
660	YDR210W
661	YDR213W
662	YDR214W
663	YDR215C
664	YDR216W
665	YDR217C
666	YDR218C
667	YDR219C
668	YDR220C
669	YDR222W
670	YDR223W
671	YDR229W
672	YDR233C
673	YDR239C
674	YDR241W
675	YDR242W
676	YDR244W
677	YDR245W
678	YDR247W
679	YDR248C
680	YDR249C
681	YDR250C
682	YDR251W
683	YDR252W
684	YDR253C
685	YDR254W
686	YDR255C
687	YDR256C
688	YDR257C
689	YDR258C
690	YDR259C
691	YDR260C
692	YDR261C
693	YDR262W
694	YDR263C
695	YDR265W
696	YDR266C
697	YDR269C
698	YDR272W
699	YDR273W
700	YDR275W
701	YDR276C
702	YDR277C
703	YDR278C
704	YDR281C
705	YDR285W
706	YDR289C
707	YDR290W
708	YDR291W
709	YDR293C
710	YDR294C
711	YDR297W
712	YDR304C
713	YDR305C
714	YDR306C
715	YDR307W
716	YDR309C
717	YDR310C
718	YDR312W
719	YDR313C
720	YDR314C
721	YDR316W
722	YDR317W
723	YDR319C
724	YDR320C
725	YDR321W
726	YDR326C
727	YDR329C
728	YDR330W
729	YDR333C
730	YDR334W
731	YDR335W
732	YDR336W
733	YDR338C
734	YDR340W
735	YDR344C
736	YDR345C
737	YDR346C
738	YDR349C
739	YDR351W
740	YDR352W
741	YDR354W
742	YDR358W
743	YDR359C
744	YDR360W
745	YDR363W
746	YDR368W
747	YDR370C
748	YDR371W
749	YDR372C
750	YDR375C
751	YDR378C
752	YDR383C
753	YDR385W
754	YDR386W
755	YDR388W
756	YDR389W
757	YDR393W
758	YDR395W
759	YDR400W
760	YDR402C
761	YDR403W
762	YDR406W
763	YDR408C
764	YDR409W
765	YDR411C
766	YDR414C
767	YDR415C
768	YDR421W
769	YDR423C
770	YDR424C
771	YDR425W
772	YDR426C
773	YDR428C
774	YDR430C
775	YDR431W
776	YDR435C
777	YDR436W
778	YDR440W
779	YDR441C
780	YDR445C
781	YDR451C
782	YDR452W
783	YDR455C
784	YDR458C
785	YDR459C
786	YDR461W
787	YDR463W
788	YDR465C
789	YDR467C
790	YDR474C
791	YDR475C
792	YDR476C
793	YDR477W
794	YDR479C
795	YDR480W
796	YDR481C
797	YDR482C
798	YDR483W
799	YDR485C
800	YDR486C
801	YDR488C
802	YDR490C
803	YDR491C
804	YDR492W
805	YDR493W
806	YDR497C
807	YDR501W
808	YDR502C
809	YDR503C
810	YDR504C
811	YDR505C
812	YDR508C
813	YDR509W
814	YDR511W
815	YDR512C
816	YDR513W
817	YDR514C
818	YDR515W
819	YDR516C
820	YDR517W
821	YDR519W
822	YDR520C
823	YDR522C
824	YDR524C
825	YDR525W
826	YDR525W-A
827	YDR528W
828	YDR530C
829	YDR533C
830	YDR534C
831	YDR535C
832	YDR536W
833	YDR537C
834	YDR538W
835	YDR539W
836	YDR540C
837	YDR541C
838	YEL001C
839	YEL003W
840	YEL004W
841	YEL005C
842	YEL006W
843	YEL007W
844	YEL008W
845	YEL010W
846	YEL011W
847	YEL012W
848	YEL013W
849	YEL014C
850	YEL015W
851	YEL016C
852	YEL017C-A
853	YEL017W
854	YEL020C
855	YEL023C
856	YEL025C
857	YEL028W
858	YEL031W
859	YEL033W
860	YEL037C
861	YEL038W
862	YEL039C
863	YEL042W
864	YEL043W
865	YEL047C
866	YEL048C
867	YEL049W
868	YEL052W
869	YEL053C
870	YEL056W
871	YEL059W
872	YEL061C
873	YEL063C
874	YEL065W
875	YEL066W
876	YEL067C
877	YEL068C
878	YEL071W
879	YER001W
880	YER005W
881	YER007C-A
882	YER007W
883	YER010C
884	YER011W
885	YER016W
886	YER019C-A
887	YER019W
888	YER020W
889	YER024W
890	YER027C
891	YER028C
892	YER030W
893	YER032W
894	YER033C
895	YER034W
896	YER035W
897	YER038W-A
898	YER039C-A
899	YER041W
900	YER042W
901	YER045C
902	YER046W
903	YER046W-A
904	YER047C
905	YER048C
906	YER052C
907	YER053C
908	YER054C
909	YER056C
910	YER056C-A
911	YER057C
912	YER059W
913	YER060W
914	YER060W-A
915	YER062C
916	YER063W
917	YER064C
918	YER065C
919	YER066C-A
920	YER066W
921	YER067C-A
922	YER067W
923	YER071C
924	YER072W
925	YER073W
926	YER074W
927	YER075C
928	YER078C
929	YER079W
930	YER080W
931	YER081W
932	YER083C
933	YER084W
934	YER085C
935	YER087C-A
936	YER088C
937	YER089C
938	YER090W
939	YER091C
940	YER091C-A
941	YER092W
942	YER093C-A
943	YER095W
944	YER096W
945	YER097W
946	YER098W
947	YER106W
948	YER108C
949	YER109C
950	YER111C
951	YER113C
952	YER114C
953	YER115C
954	YER116C
955	YER118C
956	YER119C
957	YER119C-A
958	YER120W
959	YER121W
960	YER123W
961	YER124C
962	YER128W
963	YER129W
964	YER130C
965	YER131W
966	YER132C
967	YER134C
968	YER135C
969	YER137C
970	YER139C
971	YER140W
972	YER142C
973	YER143W
974	YER144C
975	YER145C
976	YER149C
977	YER150W
978	YER151C
979	YER152C
980	YER153C
981	YER155C
982	YER156C
983	YER158C
984	YER161C
985	YER162C
986	YER163C
987	YER164W
988	YER166W
989	YER167W
990	YER170W
991	YER173W
992	YER174C
993	YER175C
994	YER176W
995	YER177W
996	YER178W
997	YER179W
998	YER180C
999	YER181C
1000	YER182W
1001	YER183C
1002	YER184C
1003	YER185W
1004	YER186C
1005	YER187W
1006	YER188W
1007	YFL001W
1008	YFL003C
1009	YFL004W
1010	YFL006W
1011	YFL007W
1012	YFL010C
1013	YFL010W-A
1014	YFL011W
1015	YFL012W
1016	YFL013C
1017	YFL013W-A
1018	YFL014W
1019	YFL015C
1020	YFL018C
1021	YFL019C
1022	YFL021W
1023	YFL025C
1024	YFL027C
1025	YFL028C
1026	YFL030W
1027	YFL031W
1028	YFL032W
1029	YFL033C
1030	YFL034W
1031	YFL035C-B
1032	YFL040W
1033	YFL041W
1034	YFL042C
1035	YFL043C
1036	YFL044C
1037	YFL046W
1038	YFL047W
1039	YFL048C
1040	YFL049W
1041	YFL050C
1042	YFL051C
1043	YFL052W
1044	YFL053W
1045	YFL054C
1046	YFL055W
1047	YFL056C
1048	YFL063W
1049	YFR006W
1050	YFR007W
1051	YFR008W
1052	YFR009W
1053	YFR010W
1054	YFR011C
1055	YFR012W
1056	YFR013W
1057	YFR014C
1058	YFR016C
1059	YFR017C
1060	YFR018C
1061	YFR021W
1062	YFR022W
1063	YFR023W
1064	YFR024C
1065	YFR024C-A
1066	YFR026C
1067	YFR031C-A
1068	YFR032C
1069	YFR032C-A
1070	YFR033C
1071	YFR034C
1072	YFR038W
1073	YFR039C
1074	YFR040W
1075	YFR041C
1076	YFR044C
1077	YFR045W
1078	YFR046C
1079	YFR047C
1080	YFR048W
1081	YFR053C
1082	YFR054C
1083	YFR056C
1084	YGL002W
1085	YGL004C
1086	YGL005C
1087	YGL006W
1088	YGL007W
1089	YGL009C
1090	YGL010W
1091	YGL015C
1092	YGL016W
1093	YGL017W
1094	YGL019W
1095	YGL020C
1096	YGL021W
1097	YGL023C
1098	YGL027C
1099	YGL028C
1100	YGL029W
1101	YGL031C
1102	YGL032C
1103	YGL035C
1104	YGL036W
1105	YGL037C
1106	YGL039W
1107	YGL043W
1108	YGL045W
1109	YGL046W
1110	YGL049C
1111	YGL050W
1112	YGL051W
1113	YGL053W
1114	YGL054C
1115	YGL056C
1116	YGL057C
1117	YGL059W
1118	YGL060W
1119	YGL062W
1120	YGL063W
1121	YGL066W
1122	YGL067W
1123	YGL077C
1124	YGL078C
1125	YGL079W
1126	YGL080W
1127	YGL081W
1128	YGL082W
1129	YGL083W
1130	YGL084C
1131	YGL085W
1132	YGL086W
1133	YGL087C
1134	YGL089C
1135	YGL090W
1136	YGL094C
1137	YGL096W
1138	YGL101W
1139	YGL105W
1140	YGL108C
1141	YGL109W
1142	YGL110C
1143	YGL114W
1144	YGL115W
1145	YGL117W
1146	YGL121C
1147	YGL124C
1148	YGL125W
1149	YGL126W
1150	YGL131C
1151	YGL132W
1152	YGL136C
1153	YGL138C
1154	YGL139W
1155	YGL140C
1156	YGL141W
1157	YGL144C
1158	YGL146C
1159	YGL147C
1160	YGL148W
1161	YGL149W
1162	YGL151W
1163	YGL152C
1164	YGL153W
1165	YGL154C
1166	YGL156W
1167	YGL157W
1168	YGL158W
1169	YGL159W
